STE_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
1,1503,2281,18592,8202,2211,17541,3594,22470,1554,77952,8009,18586,43596,17591,10301,19517,11981,26335,3559,159473,49804,99916,93286,27180,27757,27507,35536,41695,8844,411531,77695,95983,77658,20910,26286,20805,40096,33125,7835,400397,76566,72479,70410,18824,24096,18554,47094,35499,7366,370895,51428,52868,48087,12634,18667,14169,37941,29259,5089,270148,17054,17522,9984,3086,5117,4908,9105,7404,1803,75983,3693,2580,927,287,647,659,686,933,676,11083,600,300,115,28,66,93,63,99,216,1588,286353,362516,362657,108753,115157,123753,186100,196828,36937,1779049,1158,3097,3023,21150,6732,38536,656,8434,1325,84110,7475,27264,7976,38207,26872,31525,1647,8528,2445,151949,37727,129062,16947,53019,70893,34214,3734,16249,6097,367949,47192,112016,14446,44373,80247,27708,4180,17283,5529,352974,42573,89201,14037,47760,88965,30227,5714,25644,4953,349071,25138,61438,8405,31384,62589,20577,4103,20574,3150,237360,7049,12417,1565,5243,15146,4439,647,3896,1274,51675,1229,1005,161,316,1240,366,54,411,585,5367,190,117,26,53,139,63,11,35,207,835,169733,435609,66581,241506,352824,187657,20736,101060,25568,1601282
2,1198,1302,11737,6991,1621,14950,2059,18329,1134,59323,6353,13386,35405,14713,8127,18098,9585,22638,2655,130963,40967,81114,82772,21521,24538,22989,28862,34897,6463,344124,63694,77317,64043,15417,21643,17173,30067,27497,6014,322853,64516,56590,58652,14857,19243,15422,35672,28521,5581,299052,42664,41557,39196,10009,14638,11177,28388,22682,3813,214118,13753,13756,7906,2392,4037,3941,6397,6268,1439,59890,2890,1776,736,215,455,476,442,930,510,8427,475,204,139,31,60,73,69,124,194,1365,236522,286999,300585,86142,94359,104297,141549,161881,27790,1440118,804,1541,1910,14737,3851,34290,374,6769,1002,65277,5863,19463,6754,31279,19932,30855,1343,7918,1833,125234,29619,109341,16343,45606,56761,28772,2861,14053,4601,307957,36890,91242,12880,37554,60051,22086,3546,14414,4041,282699,34059,71335,11922,41524,69790,24903,5282,21124,3824,283765,19655,46544,6918,27244,47119,16273,3706,17240,2352,187053,5470,8974,1293,4919,10455,3371,493,3562,939,39474,914,655,106,284,776,243,24,411,381,3795,126,135,37,60,128,46,4,53,166,755,133394,349220,58163,203205,268855,160845,17645,85549,19134,1296007
3,981,1212,12305,6199,1738,14383,3100,18226,1064,59210,4754,9656,30628,11442,5409,11905,9409,20583,1940,105723,25537,43985,68406,16834,13426,14269,26639,31584,4527,245198,40659,47960,57769,13563,14204,12216,28701,24465,4667,244208,44633,41006,50362,12807,14607,11826,32959,24295,4347,236843,30648,27926,33346,7977,10630,9373,25779,18925,2768,167376,10204,8336,6182,1718,2742,3505,6096,4836,1123,44741,2196,979,491,166,304,439,388,582,414,5959,295,86,62,18,33,43,32,55,110,734,159911,181149,259548,70722,63083,77965,133094,143544,20957,1109975,969,1568,2703,16257,5706,30518,603,7402,907,66639,5350,15973,5934,24779,18512,20511,1348,7349,1185,100947,20837,66426,11743,35409,46126,20801,2794,13678,2867,220689,25434,64787,10143,33548,52111,18315,3009,14564,3042,224948,25720,54521,9122,35016,58177,21223,3888,19611,2722,230002,15162,33058,5155,22521,38954,14735,2397,15529,1724,149231,4314,5974,1002,3507,8025,3446,464,3259,710,30705,742,410,76,165,566,248,37,306,356,2913,73,57,11,18,59,27,5,20,122,400,98596,242768,45898,171234,228238,129834,14539,81723,13638,1026477
4,307,286,2996,1627,387,4007,790,6409,280,17091,1582,2904,9618,3867,1603,4399,2697,7512,553,34740,8989,15233,21254,6120,4790,5336,8431,11287,1369,82815,14269,16480,17145,5064,5105,4300,8836,9337,1463,81994,17010,14054,17453,4878,5537,4390,10881,9512,1537,85267,12651,11607,12272,3678,4767,3498,8487,7150,1070,65182,4414,3793,2439,702,1157,1092,1826,1778,417,17610,879,445,254,58,119,170,147,221,175,2461,137,48,32,13,17,14,22,36,52,370,60235,64852,83461,26009,23478,27204,42117,53241,6923,387522,234,353,607,4649,1119,9934,110,2744,231,19982,1522,4497,1962,9012,4849,7840,240,2890,345,33165,6273,23127,4162,13287,14142,7091,503,4605,985,74174,8178,21705,3571,11786,16470,5990,617,4926,941,74170,9246,18985,3643,13668,20628,7616,1006,7296,958,83042,6233,14645,2255,9542,15342,4995,756,5748,645,60167,1808,2696,432,1571,3250,1003,154,1279,274,12465,306,190,35,88,237,89,13,110,150,1215,36,33,7,21,28,12,3,7,64,205,33836,86234,16672,63618,76062,44558,3399,29609,4586,358582
5,406,518,6102,2817,605,6960,1331,8421,487,27633,2207,4639,17388,5217,2352,6523,4924,10187,997,54434,14285,27848,45083,8768,7579,6987,16962,17007,2599,147116,22540,28044,36199,6630,7338,5315,17032,12001,2723,137821,25325,23081,31128,5909,7380,5117,19119,11478,2668,131201,17585,16201,19302,4052,6028,4114,14210,8849,1622,91972,5635,5106,3893,1041,1678,1664,3247,2743,646,25654,1045,654,297,118,191,224,223,436,182,3366,142,56,42,7,24,15,17,46,46,391,89176,106140,159429,34549,33182,36926,77073,71162,11962,619602,394,682,1305,7088,2153,14676,219,3576,365,30463,2503,7517,3353,12773,8983,11109,667,3645,614,51170,10995,38128,7660,19321,25095,10851,2120,7700,1634,123511,12598,33895,5874,16979,25263,8915,1914,8115,1524,115078,12995,28646,5637,17761,29697,10765,2495,9493,1549,119039,8183,18379,3387,12208,20970,7359,1596,7143,963,80185,2126,3586,687,2067,4668,1597,279,1581,336,16923,342,238,55,111,371,129,19,165,142,1570,32,34,6,22,32,11,3,21,41,193,50179,131093,27968,88337,117227,65407,9326,41438,7164,538133
6,137,80,1166,494,131,1435,241,1740,95,5526,549,613,3018,899,422,1098,816,2053,161,9621,2481,3512,5944,1373,1248,1328,2143,2867,384,21291,3835,4042,4922,1418,1405,1126,2411,2480,437,22067,4591,4071,5141,1663,1696,1221,3544,2818,549,25297,3777,3492,4013,1116,1377,1113,2935,2290,388,20499,1370,1052,665,248,338,318,636,522,137,5287,288,119,83,23,43,37,57,76,63,795,35,25,8,3,11,5,11,8,13,111,17059,17011,24958,7230,6668,7686,12799,14854,2223,110489,82,86,252,1461,403,3129,35,875,87,6413,346,1086,642,2562,1395,2142,70,799,128,9168,1510,5454,1196,3699,3761,2124,136,1417,275,19566,2251,5900,1119,3697,4655,2039,195,1861,294,22006,2681,5885,1141,4416,5931,2371,294,2686,343,25756,1934,4531,769,3195,4454,1570,230,2222,239,19146,511,754,157,454,868,309,43,407,104,3604,96,54,4,28,57,31,5,48,43,376,6,10,3,6,9,0,0,7,22,59,9404,23765,5279,19527,21526,13716,1002,10323,1542,106099
7,32,74,475,307,79,576,101,631,73,2346,244,380,1498,941,239,376,414,844,178,5115,1342,2346,4488,1883,727,548,1227,1746,394,14702,1864,2051,3244,1391,734,403,1077,1181,320,12277,2029,1750,2576,1035,709,371,1245,1015,323,11043,1463,1332,1495,549,561,252,981,714,198,7549,365,386,298,123,146,76,238,187,62,1878,42,34,24,4,11,24,17,13,9,184,0,4,6,3,0,0,0,3,0,19,7385,8350,14109,6237,3203,2633,5309,6329,1564,55115,40,79,115,496,311,883,17,185,70,2179,199,572,259,1033,1019,633,67,334,117,4233,1157,3799,615,2290,2743,970,148,726,239,12702,1255,3173,402,1681,2466,711,108,673,220,10681,1445,2601,402,1421,2406,670,130,762,180,10018,861,1742,223,858,1574,407,76,503,110,6357,164,306,58,152,361,107,21,109,40,1311,18,25,3,13,20,9,3,11,7,105,0,3,0,0,0,3,0,0,7,15,5137,12305,2072,7945,10899,4386,569,3310,973,47597
8,302,169,686,962,175,1307,189,1144,78,5004,947,1510,2225,1840,990,1305,391,1110,205,10517,3524,8855,5074,2079,2767,1138,877,1710,714,26724,5240,8486,3483,1524,2547,764,810,1219,758,24834,5356,6270,2761,1179,2292,630,982,952,614,21041,2836,3911,1603,632,1441,423,816,755,332,12749,576,1165,390,192,373,175,251,216,97,3428,72,137,37,19,37,24,20,23,24,388,8,12,5,0,0,3,0,3,9,44,18854,30517,16257,8424,10620,5760,4332,7133,2830,104720,168,217,197,1827,454,2368,21,425,64,5738,566,1907,511,2729,2355,1826,40,335,167,10435,2981,10429,942,2958,5903,1384,64,647,596,25912,4282,8603,731,2168,5443,879,56,581,598,23338,3926,6437,609,2071,5654,850,92,620,519,20786,1747,3766,323,1250,3484,680,68,490,259,12065,236,771,68,245,688,187,18,111,65,2392,18,61,3,19,58,20,0,9,12,208,5,8,0,0,7,0,0,0,10,31,13929,32204,3384,13269,24044,8203,357,3221,2301,100905
9,3,0,4,4,3,3,3,8,0,30,6,4,13,11,0,0,9,22,3,69,25,19,39,31,12,0,19,28,5,179,44,27,61,20,10,7,22,31,12,236,50,14,93,27,15,0,31,38,6,277,46,25,76,14,6,8,29,33,7,251,18,16,30,4,4,3,35,15,3,122,6,0,5,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,3,203,103,324,112,52,29,152,172,43,1188,0,0,0,20,0,13,0,0,0,43,3,8,3,9,12,3,0,5,0,44,18,27,9,45,27,13,0,20,0,161,35,36,16,38,54,7,6,15,4,207,41,32,19,44,52,20,0,30,5,235,27,35,3,26,37,22,3,35,3,193,14,8,3,7,10,23,0,16,6,81,3,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,140,146,54,187,200,104,16,132,12,982
