STE_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
1,152,153,70,377,458,401,860,1240,5113,42,6389,105,414,68,590,212,191,402,991,1721,18,2727,188,1607,172,1963,787,710,1497,3464,5163,41,8675,298,2245,187,2725,684,782,1462,4190,6458,52,10694,556,3918,364,4836,1011,1094,2099,6941,10749,80,17771,1883,8489,663,11027,1158,1620,2780,13805,14539,81,28424,4312,8544,673,13530,682,940,1614,15147,15457,151,30754,7394,8381,690,16463,597,603,1205,17669,14167,130,31969,10644,7644,731,19021,477,465,945,19969,13077,136,33180,9857,5267,583,15699,351,295,641,16341,8664,92,25096,8942,3487,483,12909,200,176,375,13281,5655,65,19000,7898,2470,371,10735,146,114,265,10994,4249,57,15300,12502,3158,566,16231,157,121,275,16506,5255,61,21823,5239,1326,228,6798,71,49,127,6921,2635,19,9572,2511,543,141,3198,36,21,54,3257,873,9,4137,3481,642,156,4281,78,36,108,4389,844,13,5246,3041,516,131,3688,46,33,77,3767,1387,26,5169,9162,5420,905,15488,686,490,1173,16659,10710,673,28047,697,557
2,171,174,76,420,384,355,735,1162,4512,28,5704,112,426,51,585,189,189,374,957,1449,15,2422,198,1333,142,1670,605,613,1212,2890,4072,50,7012,300,1844,166,2308,487,572,1060,3365,4973,27,8368,508,3271,285,4064,722,822,1543,5606,7765,64,13436,1558,7090,577,9224,782,1188,1976,11196,10556,73,21833,3260,7166,562,10990,510,640,1146,12139,10890,100,23135,5764,7287,582,13636,409,430,837,14467,10271,103,24840,8026,6481,602,15106,371,365,737,15841,9586,98,25529,7654,4351,476,12488,294,204,498,12986,6082,88,19149,6856,2814,371,10037,155,122,279,10321,4107,44,14468,5635,1906,277,7816,115,93,202,8023,2901,37,10956,8619,2386,396,11410,149,79,231,11644,3419,31,15090,3454,884,158,4502,47,31,85,4581,1581,15,6174,1605,372,76,2050,29,17,43,2092,493,7,2588,2073,409,85,2562,55,25,78,2641,474,9,3120,1749,386,84,2214,33,12,43,2261,770,14,3044,7392,4772,744,12901,525,396,922,13821,8007,539,22376,587,508
3,122,115,42,285,356,262,623,905,2582,32,3514,62,288,52,401,193,98,289,688,952,14,1651,142,856,93,1087,753,438,1193,2280,2879,28,5192,206,1404,152,1762,722,571,1291,3056,4110,32,7192,413,2700,245,3353,1075,917,1993,5344,6800,56,12199,1396,6357,510,8258,1252,1391,2648,10899,10384,60,21349,3505,6556,465,10529,808,825,1630,12155,10160,92,22408,6261,6240,526,13026,553,471,1029,14055,8832,75,22967,8556,5606,516,14686,489,346,840,15518,7923,80,23527,7627,3748,430,11801,261,226,483,12288,4777,58,17123,6522,2441,344,9305,146,104,251,9558,2915,33,12508,5124,1452,242,6816,109,54,160,6977,2024,35,9036,7614,1636,382,9628,123,66,194,9816,2240,27,12088,2771,621,141,3528,62,21,82,3613,970,17,4597,1114,202,55,1373,14,9,31,1401,310,3,1714,1407,264,82,1746,40,17,58,1808,338,8,2154,1153,185,46,1382,36,17,52,1434,462,11,1907,5595,3309,496,9398,564,333,898,10298,5543,336,16179,458,352
4,34,37,19,92,107,73,178,264,798,3,1063,24,121,27,168,64,43,106,273,358,8,638,59,356,26,447,280,166,447,890,1217,4,2122,48,573,53,673,218,236,459,1129,1733,9,2874,134,1106,89,1331,332,331,660,1987,2723,11,4718,432,2639,199,3265,343,483,820,4086,3986,24,8095,1009,2668,182,3863,201,243,445,4306,4007,43,8362,1965,2427,201,4598,184,132,324,4918,3385,32,8340,2730,2185,212,5124,121,80,201,5331,2822,32,8175,2371,1469,146,3984,85,57,138,4128,1766,18,5910,2178,870,102,3148,38,25,56,3206,1017,9,4234,1838,530,100,2472,23,13,38,2511,767,10,3286,2383,629,115,3122,42,9,52,3173,735,7,3913,889,222,37,1148,13,12,16,1170,297,3,1472,394,75,22,492,0,0,4,494,83,0,575,338,69,14,422,11,3,18,442,100,3,540,340,63,20,422,5,3,12,438,139,0,578,2333,1494,207,4036,216,112,331,4369,2198,111,6676,117,163
5,69,55,19,143,244,176,416,563,1655,21,2238,37,173,18,230,87,85,175,402,561,11,972,64,543,52,656,382,277,657,1316,1641,25,2981,73,802,64,945,302,317,618,1563,2039,12,3609,144,1322,93,1562,436,431,869,2426,3059,23,5509,514,2778,199,3489,492,560,1048,4540,4202,34,8777,1174,2924,213,4321,271,295,564,4884,3889,35,8800,2118,2974,219,5308,228,190,419,5733,3110,29,8873,3380,2820,240,6444,241,170,415,6860,2934,27,9826,3206,1785,189,5182,147,86,234,5415,1814,21,7252,2782,1165,147,4095,91,59,147,4242,1285,11,5542,2648,798,138,3576,67,25,92,3673,903,21,4593,4260,1084,218,5556,119,56,168,5726,1099,22,6845,1656,402,90,2147,50,17,66,2210,591,3,2805,737,185,60,985,25,3,28,1010,186,6,1200,1016,185,62,1263,32,15,51,1312,189,3,1501,919,158,51,1130,18,6,23,1158,281,4,1436,3152,1832,306,5295,310,189,499,5792,2763,176,8728,192,142
6,11,7,14,32,14,13,26,54,167,0,217,3,22,8,29,15,6,25,53,87,0,141,9,113,18,144,87,49,135,278,400,3,677,24,212,25,253,88,87,173,425,694,3,1122,40,426,40,506,96,128,226,731,978,6,1722,171,971,71,1208,108,151,259,1468,1521,8,2996,364,914,83,1364,59,87,144,1505,1378,13,2899,631,828,67,1525,42,36,80,1605,1133,12,2751,823,723,85,1628,34,20,52,1687,952,7,2642,730,422,49,1202,20,10,30,1235,496,8,1735,650,262,29,944,3,3,9,954,291,3,1242,490,127,30,654,4,3,10,659,158,8,829,679,178,31,889,5,3,8,893,157,3,1051,197,40,10,246,0,0,0,248,80,3,331,75,16,3,90,0,0,0,94,16,0,112,66,15,12,96,0,4,6,98,47,3,148,63,16,6,79,3,0,3,81,41,0,123,699,548,77,1327,57,42,93,1425,704,44,2172,41,46
7,5,0,0,8,9,7,17,30,101,0,130,9,17,10,28,19,9,27,59,124,4,181,19,64,11,88,67,23,92,186,435,13,631,10,42,10,60,27,19,46,105,234,4,347,29,76,11,113,41,17,63,174,346,4,523,69,120,20,214,36,27,64,271,294,8,572,121,136,13,270,20,14,37,304,297,4,612,227,140,17,386,18,20,36,423,234,0,660,366,126,17,517,10,11,18,533,199,3,738,369,68,19,461,10,3,15,472,144,0,614,319,63,21,400,4,0,10,409,100,3,510,270,48,22,341,8,0,8,345,69,0,415,468,57,30,551,12,4,16,561,86,3,650,182,27,14,225,0,0,3,228,51,0,275,95,9,8,121,0,0,0,121,15,0,137,94,5,9,112,4,0,4,114,12,0,126,89,10,7,107,0,0,0,113,21,0,137,308,107,31,448,41,22,61,509,306,25,837,40,24
8,8,4,3,17,10,10,15,33,123,0,157,3,18,0,20,9,3,12,35,59,3,95,0,36,3,44,32,24,56,100,195,0,298,6,70,11,81,29,33,59,142,269,5,413,15,124,7,149,31,33,62,217,371,3,584,67,237,27,331,32,30,61,397,455,3,858,142,311,22,474,13,18,32,510,369,3,885,251,313,25,586,15,7,29,616,320,4,934,441,325,32,802,14,24,39,839,400,3,1242,580,250,37,865,14,3,17,882,289,3,1180,704,225,39,959,11,9,16,979,226,3,1204,644,160,31,833,9,3,15,849,194,4,1044,1252,224,58,1531,11,3,14,1548,265,4,1810,505,87,30,618,4,3,6,622,169,0,794,263,38,16,310,0,0,0,313,66,0,381,321,37,11,363,3,0,7,368,50,0,423,290,28,10,328,0,0,0,328,66,0,392,644,198,52,893,23,10,33,925,339,19,1279,25,19
9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,3,0,8,0,3,0,3,0,0,0,3,0,0,3,0,3,0,4,0,0,0,4,0,0,10,8,0,3,6,0,0,0,6,3,0,9,7,6,0,14,0,0,0,14,3,0,17,9,0,0,10,0,0,0,10,5,0,16,3,3,0,8,0,0,0,8,0,0,11,5,0,0,5,0,0,0,5,3,0,10,0,0,0,3,0,0,0,3,3,0,7,3,3,0,5,0,0,0,11,0,0,14,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,0,0,0,9,9,0,23,0,0
