STE_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
1,284,32,43,166,19,251,11,179,107,3183,68,4345,98,45,20,95,7,138,8,200,41,913,18,1586,79,82,10,125,14,242,10,700,93,1562,29,2950,32,36,6,47,8,186,8,709,83,897,24,2046,150,266,21,212,16,679,41,1646,201,4164,62,7458,176,475,46,495,53,2058,83,3082,363,4060,83,10967,476,1137,82,1063,91,4560,133,4136,510,7019,145,19339,895,1979,138,2935,264,10132,261,5565,840,7433,174,30622,2227,3450,274,8651,711,17026,534,5945,1110,9812,259,49992,5034,3770,416,15677,1315,17368,621,4711,978,7927,229,58049,6220,2949,389,17974,1493,17173,630,3513,837,5933,184,57283,9527,2631,416,19897,1880,15622,641,2782,735,4962,148,59246,29322,4580,951,41638,4715,27910,1316,4270,1207,7309,273,123486,29725,3077,878,37918,4456,10603,1069,2349,550,3943,166,94738,25985,1866,643,25012,3610,5694,710,1466,316,2484,102,67888,19856,1053,440,11724,2503,13772,324,1138,509,1396,82,52802,55127,2859,1126,45340,5819,16686,974,2377
2,276,49,67,209,26,301,21,165,92,2899,50,4143,91,50,14,95,5,151,11,251,52,864,14,1607,83,103,7,154,10,245,19,643,88,1436,30,2814,29,25,3,40,4,232,5,596,64,824,12,1837,159,229,24,279,26,599,28,1358,152,3642,44,6538,196,499,28,508,45,1893,78,2577,310,3134,65,9344,531,1042,77,1146,110,4295,143,3378,465,5241,126,16549,836,1834,142,3105,297,9581,248,4604,733,5806,169,27360,2063,3174,253,8635,688,16002,493,5030,948,7324,230,44833,4160,3355,378,15214,1275,15907,688,3767,819,5910,208,51674,5104,2629,402,17697,1482,15023,639,2876,659,4491,164,51157,7635,2362,425,19440,1733,13208,566,2158,555,3772,153,52009,22444,3966,868,39257,4331,22250,1137,3150,910,5151,249,103708,21240,2490,680,33732,3862,8082,909,1716,435,2411,124,75677,17248,1408,461,20416,2761,4040,506,934,220,1395,72,49461,12609,683,299,9237,1697,9492,243,722,346,832,56,36208,31255,2014,679,33349,3681,11455,752,1494
3,232,34,32,103,11,172,8,95,57,1348,15,2115,82,36,9,66,8,85,9,120,31,493,14,952,69,65,13,87,9,116,8,275,45,723,10,1412,32,15,6,32,3,123,0,288,15,421,11,943,134,148,11,154,12,273,28,721,97,2296,22,3887,139,250,15,323,37,892,38,1453,159,2205,38,5540,391,643,47,715,66,2310,83,2078,281,3877,65,10552,623,1126,59,1762,169,5749,172,3254,495,4627,88,18123,1509,2095,165,5589,451,10916,343,3747,674,5517,150,31151,3558,2464,269,10803,900,12046,456,2944,699,4119,129,38390,4373,1857,228,12713,1036,11120,454,2208,598,2879,91,37555,6909,1667,295,14199,1286,9792,445,1558,494,2316,106,39060,20513,2846,648,27967,3340,15962,977,2276,920,3030,160,78630,19615,1798,559,24299,3090,5681,773,1129,378,1312,93,58730,16364,1091,343,14271,2128,2707,473,585,192,751,44,38953,11195,505,210,6177,1314,6229,185,461,336,485,32,27125,22862,1284,504,20060,2316,6779,535,848
4,63,13,8,57,6,52,0,35,15,601,11,859,22,17,3,33,0,23,0,62,9,206,4,381,32,32,4,42,4,55,5,146,23,311,13,659,6,4,0,12,0,49,0,131,10,185,5,400,42,85,4,69,9,118,6,364,35,1156,13,1900,57,126,9,135,5,382,18,710,67,1034,17,2569,126,343,23,322,31,1029,45,987,96,1693,28,4723,249,538,31,865,88,2327,87,1510,203,1884,32,7815,533,1048,102,2643,210,4185,171,1588,264,2196,43,12992,1120,1135,114,4886,414,4058,210,1139,251,1652,45,15021,1397,863,131,5536,428,3700,193,834,183,1144,38,14437,2108,816,116,5830,508,3170,167,562,150,880,26,14337,6176,1185,272,11734,1290,4468,374,856,241,1083,64,27727,5789,712,233,9251,1125,1761,286,423,107,508,31,20232,4649,390,151,5619,695,765,168,196,41,253,19,12942,3157,186,77,2344,370,1394,68,141,60,124,15,7927,6265,497,155,6226,686,1754,187,256
5,87,22,13,64,8,113,5,61,32,1003,12,1426,27,17,4,37,3,49,3,87,11,298,8,544,26,27,0,53,4,66,9,195,20,508,8,918,4,6,3,21,4,60,3,185,21,269,6,583,55,67,6,71,3,150,14,436,51,1289,5,2149,65,136,9,138,17,509,15,778,94,1172,14,2941,136,301,19,280,26,1100,43,1086,131,1752,22,4899,238,554,41,732,51,2684,73,1474,214,1843,42,7944,486,989,63,2351,176,5267,145,1809,338,2102,46,13766,1031,1201,105,4393,322,5872,208,1402,329,1784,54,16694,1285,956,133,5634,421,6374,223,1128,377,1340,50,17921,2116,877,157,6693,531,5998,215,904,357,1126,45,19033,7240,1644,303,14963,1425,12176,546,1467,714,1644,89,42216,7726,1151,360,14837,1412,3776,527,825,263,789,55,31725,7149,732,232,9332,1212,1895,334,453,131,448,19,21934,5357,375,147,4317,834,6456,157,448,373,444,26,18937,13907,1179,418,16676,1867,6273,569,934
6,12,3,4,8,0,4,0,4,3,96,4,143,9,3,0,7,0,4,0,15,0,33,0,80,7,3,0,12,0,9,0,21,6,64,0,129,4,5,0,3,0,5,0,22,0,34,0,77,21,23,4,21,3,17,4,74,13,325,3,502,15,37,6,35,0,79,12,205,22,329,6,741,37,103,3,91,10,232,17,322,36,577,15,1440,81,181,14,275,31,662,43,474,86,618,17,2476,154,355,22,876,80,1232,60,523,78,690,28,4091,358,385,43,1587,141,1186,71,350,96,497,22,4729,423,274,31,1786,157,980,73,217,61,285,22,4310,621,248,29,1821,158,783,75,161,56,231,25,4210,1788,402,81,3390,380,1057,128,216,68,268,33,7811,1550,216,65,2493,301,406,79,99,20,110,17,5353,1164,110,40,1392,172,154,41,44,6,62,6,3195,821,48,12,575,96,241,21,35,14,22,3,1888,1235,108,35,1317,132,324,29,51
7,10,0,0,0,0,6,0,6,9,44,0,75,4,0,3,4,0,13,0,11,0,137,6,175,3,5,0,3,0,11,3,19,4,211,7,270,0,3,0,0,0,7,0,5,3,62,0,84,3,11,10,3,0,38,0,66,15,583,11,738,3,10,3,7,0,77,3,65,6,232,5,423,15,30,5,15,3,123,5,90,6,312,4,606,24,37,3,32,7,215,9,119,17,298,12,775,55,61,10,124,12,330,7,109,25,211,10,951,123,56,11,202,20,409,9,82,26,137,10,1083,154,22,10,301,28,403,7,48,31,97,3,1103,255,50,15,346,38,394,13,46,28,68,5,1259,982,90,41,768,153,737,32,60,54,93,6,3020,1067,54,39,788,130,237,38,36,14,49,7,2458,1021,42,31,512,138,129,20,17,11,33,3,1961,829,27,20,226,112,480,20,18,28,19,0,1778,1781,53,53,816,216,318,43,36
8,5,0,0,8,3,4,0,10,0,81,0,109,5,0,0,3,0,0,0,10,3,25,0,43,0,0,0,4,0,3,0,19,0,33,0,64,0,3,0,0,0,9,0,25,0,21,0,56,0,8,0,0,0,9,0,35,3,98,0,162,8,9,0,17,0,46,0,75,15,94,0,254,10,35,7,30,6,109,7,103,14,126,3,444,21,58,3,50,10,269,11,135,22,144,8,722,52,102,8,235,14,515,8,172,33,193,7,1350,146,126,10,415,48,645,26,140,36,196,4,1796,194,105,13,532,54,711,22,125,43,167,6,1983,324,112,27,738,65,663,34,109,31,146,9,2248,1345,221,55,1909,320,1482,81,177,63,324,18,5997,1779,259,74,2327,436,560,97,126,29,210,5,5900,1975,223,77,1991,398,373,68,81,17,140,16,5361,1971,114,56,1270,352,667,52,76,26,84,6,4662,5832,248,118,3267,668,1011,106,154
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,12,0,0,0,3,0,5,0,0,0,3,0,11,7,0,0,13,0,11,0,3,0,4,0,38,8,3,0,6,5,0,0,3,0,0,3,38,7,0,0,12,0,3,0,4,0,3,0,31,13,0,0,10,0,11,0,3,0,0,0,40,19,0,0,15,0,16,0,0,0,3,3,56,18,3,0,11,4,3,0,0,0,0,0,42,17,0,0,6,0,0,0,0,0,0,0,31,4,0,0,3,0,0,0,0,0,0,0,8,10,0,0,10,3,4,0,0
