SA4_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
123,32,730,1109,691,499,220,70,6,3363,16,136,215,182,197,89,15,0,850,680,2370,2168,1493,1228,630,174,47,8789,520,1696,1703,1582,1196,586,148,36,7463,2406,5280,5195,4895,4410,2734,1059,223,26211,204,210,142,125,92,48,15,9,839,132,264,329,340,357,292,80,17,1817,2742,5760,5668,5363,4858,3070,1156,247,28871,70,143,154,131,132,91,30,7,754,1351,1174,1158,1120,1029,981,618,302,7736,5401,11998,12176,10564,9152,5670,2210,661,57827,126,1282,1057,563,340,138,27,8,3533,65,379,349,303,300,107,25,3,1522,1092,3952,3421,2118,1435,641,161,35,12843,1066,2557,2546,2265,1663,730,168,54,11052,1938,3360,2745,2283,1547,498,118,34,12515,368,368,399,344,297,120,21,7,1925,253,370,576,680,662,357,90,21,3012,2557,4096,3720,3297,2504,975,223,71,17449,73,154,196,211,225,162,58,22,1088,1300,1253,1217,1212,1287,1232,868,715,9090,6270,13676,12495,9974,7753,3978,1533,904,56584,156,2011
124,49,793,985,843,858,542,165,17,4260,20,143,261,303,373,192,40,4,1343,727,2414,2469,1967,1946,1151,351,89,11112,546,1762,2004,1926,1647,904,320,62,9172,3057,6554,5956,5943,4938,3229,1309,322,31309,230,252,176,118,116,81,21,7,990,158,307,379,376,473,377,133,37,2243,3439,7115,6506,6437,5525,3680,1462,371,34542,85,137,174,129,167,132,53,26,908,1479,1726,1542,1447,1392,1227,762,308,9881,6349,14094,13946,13051,11917,7823,3153,885,71209,145,1350,1146,955,847,372,79,16,4912,58,424,553,550,644,307,50,9,2592,1223,4245,4175,2948,2469,1276,424,95,16854,1110,2810,2863,2639,2265,1245,471,129,13526,2388,4251,3248,2992,1990,628,161,64,15724,408,406,427,373,299,142,42,9,2100,290,403,612,720,805,562,163,85,3649,3089,5057,4286,4082,3093,1333,364,158,21468,47,110,167,213,255,241,108,40,1187,1423,1563,1422,1501,1566,1574,1160,662,10874,7093,15574,14615,12891,11137,6354,2651,1101,71421,194,2146
125,221,5569,4993,2055,1381,547,160,29,14959,39,536,598,373,328,156,43,6,2076,2631,11785,7647,4212,3001,1561,633,158,31621,1304,4278,3336,2489,1681,885,368,101,14446,2022,4650,4559,4236,3651,2595,1467,516,23704,200,263,201,180,107,73,30,3,1060,186,453,523,492,457,326,157,47,2647,2416,5372,5279,4910,4218,2996,1653,561,27408,161,560,458,300,262,176,95,25,2046,2498,4375,3153,2228,1779,1358,942,513,16847,9272,32463,25465,16561,12650,7691,3901,1396,109396,349,6410,3880,1492,780,295,62,14,13281,113,849,723,522,429,172,50,8,2865,3188,13848,8083,4510,2737,1235,448,119,34166,1498,4361,3971,3299,2228,1109,442,152,17057,1406,3007,2502,2124,1323,533,168,86,11146,292,341,387,370,310,126,37,15,1887,227,519,714,864,724,454,185,77,3765,1928,3864,3604,3361,2354,1115,393,181,16798,124,497,365,350,387,301,116,70,2219,2026,3380,2306,2027,1775,1508,1349,1061,15438,9231,33212,22936,15558,10686,5736,2856,1606,101815,576,11977
126,114,2637,2664,1935,1418,801,247,62,9874,20,250,312,325,287,137,40,6,1386,1568,5297,4224,3094,2454,1455,604,227,18912,521,1171,1239,1235,938,592,280,147,6115,580,1263,1334,1656,1368,1017,695,295,8213,58,67,44,62,45,43,22,0,341,78,120,140,197,207,179,95,42,1050,719,1448,1521,1915,1622,1235,812,337,9610,59,144,163,145,126,114,64,23,834,605,736,644,562,523,426,424,328,4254,3595,11691,10766,9209,7366,4761,2462,1138,50985,195,3366,2656,1568,946,383,102,27,9236,50,395,500,473,447,240,77,14,2188,2089,6099,4949,3597,2394,1130,472,175,20906,594,1170,1558,1829,1424,937,440,224,8177,467,699,721,787,607,273,135,75,3764,82,77,115,129,116,82,39,16,637,85,107,232,434,412,354,192,105,1919,627,882,1065,1348,1136,708,360,193,6323,65,144,149,188,205,175,105,50,1081,608,766,560,559,605,601,677,829,5208,4226,12818,11432,9558,7159,4179,2226,1515,53116,305,6009
127,78,1087,1065,704,509,199,40,8,3699,30,170,223,160,132,70,9,0,800,1619,4600,3430,2423,1769,848,239,35,14947,1117,2703,2703,2426,1470,561,215,41,11235,2640,5519,5394,5690,4184,2762,1205,289,27686,266,307,232,188,115,60,17,5,1177,217,444,472,528,436,244,102,24,2473,3121,6269,6095,6411,4731,3069,1316,314,31338,103,286,284,268,212,110,53,15,1331,2282,2246,2113,2090,1823,1379,885,331,13153,8352,17367,15921,14478,10647,6241,2763,744,76509,261,1842,1074,515,314,117,18,3,4141,100,415,360,229,182,81,18,0,1398,2563,6764,4643,2577,1695,673,153,42,19100,1693,4035,3782,2850,1674,706,206,46,14997,1728,3510,3129,2654,1505,489,139,46,13204,353,469,594,552,335,107,12,3,2419,269,501,863,966,662,340,84,40,3718,2352,4481,4585,4170,2497,933,237,90,19346,107,284,282,370,305,142,64,12,1569,2063,2284,2129,2083,2043,1610,1090,605,13911,9133,20099,16863,12792,8712,4261,1790,799,74455,339,2932
128,37,656,1088,1020,844,475,155,40,4311,5,173,268,284,364,162,36,3,1305,961,2827,2779,2309,2137,1178,400,159,12745,397,1467,1983,1940,1528,890,349,116,8672,1621,3939,4325,4514,3834,2737,1639,627,23241,103,96,87,91,82,72,27,14,571,89,188,245,329,374,398,174,50,1856,1819,4229,4664,4932,4293,3206,1840,689,25664,33,77,92,134,138,129,66,20,698,597,710,784,752,728,631,540,345,5092,3844,10140,11655,11371,10024,6678,3390,1377,58478,82,1178,1151,863,641,237,50,14,4220,47,422,540,470,541,215,34,11,2276,1373,4426,4490,2912,2127,868,326,99,16622,708,2079,2633,2702,2089,1137,398,149,11900,989,1747,1788,1730,1181,598,231,125,8380,131,152,239,272,249,136,38,14,1242,144,239,517,710,821,638,254,142,3472,1260,2140,2548,2708,2255,1372,531,278,13088,52,110,158,214,327,274,162,69,1368,581,779,763,811,927,989,966,930,6744,4111,11134,12277,10676,8905,5100,2461,1555,56221,121,1838
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,0,0,0,0,3,5,0,0,13,0,0,4,6,7,18,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,7,18,5,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,6,0,26,3,11,12,11,12,34,13,3,92,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,3,9,4,0,0,25,0,4,0,3,4,8,3,0,20,0,4,0,3,8,3,0,0,22,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,11,4,4,0,3,7,4,3,0,33,0,0,0,0,0,0,0,0,0,0,3,0,3,10,14,8,0,47,8,17,6,17,29,33,12,0,122,0,3
199,6,92,43,19,14,11,4,0,193,0,13,3,12,15,7,0,0,51,91,214,89,69,55,43,5,3,574,30,70,45,39,44,53,5,0,294,108,229,179,178,200,149,16,0,1063,30,15,14,6,3,0,0,0,64,19,16,13,12,25,10,0,0,104,152,261,204,200,232,158,20,3,1231,4,11,6,7,5,4,0,0,50,253,510,509,478,331,170,51,9,2315,542,1168,909,814,700,456,87,23,4703,9,75,39,23,21,5,6,0,177,0,19,17,12,14,7,0,0,67,108,284,103,74,57,38,6,0,673,45,75,54,64,83,47,4,3,374,48,79,55,76,69,28,5,0,351,18,9,5,7,17,7,0,0,60,16,13,11,11,24,16,0,0,92,80,99,71,98,101,48,5,0,504,0,11,7,7,5,5,0,0,37,191,288,194,188,172,109,42,17,1196,440,848,485,472,448,262,64,21,3038,14,165
201,22,281,360,383,371,282,90,9,1798,6,115,212,270,279,180,40,3,1108,340,1296,1346,1019,893,673,194,40,5798,191,652,814,896,869,639,230,43,4321,1494,2887,2652,2909,2734,1960,870,240,15745,154,123,89,68,64,33,7,0,542,56,106,148,169,173,139,58,17,864,1707,3115,2883,3143,2975,2133,935,258,17148,22,32,39,52,57,67,39,12,324,885,727,786,1021,1038,1126,723,318,6626,3169,6225,6449,6783,6485,5100,2240,677,37120,47,363,473,478,447,183,38,3,2035,34,351,501,506,486,208,54,5,2148,603,2202,2140,1529,1351,794,268,89,8977,400,1033,1242,1456,1202,830,289,92,6534,1076,1812,1558,1597,1114,452,110,43,7765,229,212,214,171,157,64,14,4,1064,109,190,232,235,244,163,72,24,1254,1409,2210,2004,2007,1511,678,194,75,10079,18,44,50,74,94,98,33,27,426,854,660,706,913,1160,1301,1022,596,7210,3365,6858,7116,6962,6239,4088,1897,879,37416,74,644
202,16,179,329,363,340,287,79,12,1611,12,118,262,253,281,183,35,4,1150,297,1193,1331,1005,977,670,224,46,5738,139,577,741,831,906,719,257,72,4248,1399,2871,2538,2936,2761,1830,906,230,15479,145,101,86,69,58,34,3,3,509,61,115,123,142,177,143,50,23,834,1609,3089,2749,3152,2998,2009,963,260,16820,26,45,50,57,66,69,44,14,375,948,950,890,1035,1082,1068,722,372,7062,3044,6143,6348,6700,6658,5008,2321,778,37012,66,365,474,446,374,226,39,11,2005,36,347,548,544,534,239,48,3,2310,532,2158,2229,1581,1359,804,296,88,9047,342,912,1135,1310,1252,826,314,110,6202,1073,1681,1471,1472,1155,471,117,43,7482,164,218,183,192,165,71,8,4,1010,106,210,234,253,286,203,70,30,1391,1346,2104,1887,1918,1612,744,197,74,9874,23,51,44,49,88,95,46,29,430,866,692,775,926,1127,1207,1067,756,7420,3214,6628,7096,6776,6344,4151,2010,1078,37299,85,544
203,57,721,875,783,656,473,151,24,3736,22,274,384,372,458,257,56,12,1829,898,3010,3001,2116,1987,1310,431,128,12890,503,1488,1724,1760,1708,1402,525,150,9256,2432,5260,4872,5106,4557,3216,1627,507,27576,220,172,132,119,96,67,14,7,828,108,223,245,237,304,266,114,50,1550,2760,5658,5246,5460,4955,3549,1755,558,29953,44,94,119,77,108,102,79,33,653,1482,1512,1497,1519,1452,1474,1103,578,10599,5766,12747,12851,12086,11326,8563,4096,1488,68919,83,955,1091,704,607,328,51,14,3837,77,724,890,834,756,372,86,22,3756,1211,4939,4582,3045,2474,1460,509,129,18341,810,2288,2652,2583,2356,1478,596,253,13029,1943,3140,2693,2866,1939,878,233,82,13774,299,302,280,257,227,130,39,8,1534,195,304,404,491,471,361,152,58,2425,2429,3746,3374,3612,2632,1372,417,151,17732,40,97,92,113,144,154,106,51,805,1313,1121,1103,1373,1651,1909,1692,1161,11316,5968,13866,13783,12262,10621,7076,3463,1769,68807,142,1675
204,7,131,205,263,280,210,50,10,1163,4,91,161,202,261,182,45,3,949,166,780,982,796,1024,679,222,71,4717,171,640,826,1042,1111,874,295,75,5036,1634,3226,3247,3779,3590,2490,1018,300,19284,197,111,94,66,79,46,12,0,617,88,129,162,178,196,226,71,22,1068,1921,3464,3500,4028,3861,2763,1108,323,20974,31,44,52,71,71,73,58,12,409,1076,825,932,1122,1355,1298,874,422,7905,3380,5975,6660,7522,7964,6075,2654,918,41148,24,296,326,321,331,144,24,4,1485,30,309,421,471,453,233,56,4,1971,373,1789,1999,1440,1506,883,302,87,8379,418,1227,1474,1650,1554,1031,386,128,7860,1169,1942,1758,1819,1461,618,124,66,8960,240,221,224,232,199,109,23,15,1264,115,196,289,339,366,247,86,45,1686,1519,2360,2275,2386,2030,976,235,125,11906,20,51,51,74,99,112,65,28,491,981,726,870,1143,1403,1571,1154,724,8575,3369,6751,7417,7490,7372,4953,2220,1108,40669,35,429
205,17,212,295,303,393,321,102,22,1667,15,135,187,276,332,273,39,10,1267,290,1305,1314,1088,1466,1056,329,80,6939,230,880,1115,1275,1477,1379,514,120,6990,2440,5476,5116,6310,6013,4483,2062,531,32432,234,195,138,111,131,74,20,0,904,90,203,203,266,350,348,134,49,1641,2765,5876,5452,6692,6494,4901,2214,583,34975,28,82,91,82,107,136,91,23,638,1765,1556,1575,1936,2154,2325,1525,645,13474,5118,10042,10030,11664,12416,10397,4806,1480,65953,33,375,431,406,482,257,46,4,2037,47,465,605,589,699,345,73,7,2832,623,2736,2554,2003,2246,1389,455,126,12130,579,1826,2007,2328,2282,1532,560,188,11307,1782,3340,2663,2842,2224,1064,258,91,14264,337,396,363,327,324,165,38,10,1966,205,350,439,465,550,414,122,43,2600,2330,4081,3460,3635,3101,1649,423,148,18829,41,83,76,117,139,202,88,57,800,1517,1231,1351,1832,2355,2699,2143,1171,14291,5168,10810,10490,10910,11303,8060,3781,1699,62227,49,588
206,665,10392,6883,4345,2911,1857,549,124,27734,143,2029,1833,1428,1156,483,93,21,7174,7663,29740,14721,8357,5572,3192,1043,349,70640,2230,6439,4063,2918,2145,1394,472,170,19828,2411,7300,4381,3851,2752,1668,891,387,23643,285,322,225,149,85,49,18,5,1139,255,593,456,450,400,224,112,34,2519,2949,8211,5060,4454,3233,1942,1025,428,27302,302,568,375,247,187,181,99,28,1978,4328,8215,4639,3316,2648,2063,1287,631,27127,18278,65594,37576,25058,17850,11116,4566,1740,181781,1025,13392,7682,4478,3055,1455,280,79,31444,299,3853,3047,2466,2071,866,168,27,12803,11263,34736,16018,8825,5563,2946,1001,345,80698,2812,6737,4482,3758,2903,1704,728,284,23402,2148,3927,2233,1930,1205,529,219,113,12307,364,358,272,235,164,107,22,10,1532,330,690,642,718,538,369,160,84,3528,2841,4974,3147,2876,1910,1006,398,209,17371,343,573,307,260,255,245,112,63,2161,4868,8099,4154,3119,2765,2240,1695,1186,28130,23452,72376,38839,25785,18526,10461,4384,2188,196004,1689,23786
207,256,3727,3800,3558,2719,1647,589,174,16481,54,557,839,1049,943,498,141,48,4128,3190,9003,7524,7167,5330,3133,1462,522,37326,1128,2148,1880,2221,1875,1730,933,344,12270,1339,2403,1955,2884,2150,1763,1470,578,14545,156,120,81,113,55,36,27,7,579,122,173,220,311,268,200,172,71,1546,1622,2693,2258,3306,2473,2007,1663,650,16667,94,193,187,198,195,176,128,61,1236,1299,1362,1094,1287,1085,1033,1050,626,8828,7643,19689,17577,18784,14617,10226,5968,2430,96930,361,4369,3905,2990,1791,891,251,75,14633,109,1013,1473,1863,1498,710,231,64,6958,3867,10615,9552,8139,5249,2936,1323,532,42210,1163,2167,2503,3458,2775,2046,1135,523,15763,934,1127,1062,1526,1141,735,329,152,6996,170,94,129,202,186,122,48,24,976,138,210,303,589,555,507,274,197,2772,1241,1429,1498,2310,1887,1356,654,370,10747,87,204,226,275,255,260,200,114,1615,1235,1355,1119,1309,1321,1668,1680,1455,11135,8069,21160,20267,20338,14769,9869,5467,3132,103069,626,8101
208,195,3053,3586,3237,2149,1279,398,119,14017,48,545,920,1139,887,472,108,24,4145,2584,8401,9089,7603,5364,2905,1145,441,37525,858,2527,2895,2948,2383,1782,786,350,14518,1642,3836,3785,4586,3646,2384,1523,718,22123,164,128,145,109,85,58,21,7,705,132,251,343,398,407,339,149,61,2078,1933,4221,4273,5097,4136,2780,1691,787,24915,67,217,259,228,209,163,119,68,1330,1342,1688,1658,1702,1469,1334,1140,752,11082,7031,20644,22676,21948,16593,10711,5390,2538,107528,312,4160,3983,2835,1644,754,182,53,13932,107,1179,1815,2006,1538,662,184,48,7552,3451,10835,11222,8602,5330,2627,1097,445,43611,1021,2987,3870,4380,3279,2162,1046,423,19170,1050,1893,1829,2391,1645,874,376,216,10268,214,143,237,273,205,146,50,16,1286,158,285,490,766,679,574,266,210,3421,1416,2325,2555,3428,2526,1600,697,434,14982,100,215,235,306,258,301,187,130,1741,1285,1651,1564,1742,1753,1867,1883,1738,13493,7689,23354,25253,23297,16335,9987,5283,3279,114481,504,7216
209,198,3279,3195,1906,1368,773,237,31,10991,45,601,897,794,761,331,62,17,3498,2315,8515,7391,4504,3372,1744,538,150,28522,1279,4277,3719,3093,2318,1448,470,136,16747,3403,8274,7488,7731,5925,3803,1899,569,39089,317,265,242,181,129,51,14,4,1212,216,434,506,506,419,295,111,40,2538,3938,8976,8238,8419,6474,4154,2029,614,42836,114,311,284,214,175,143,61,25,1339,2230,2698,2369,2171,1894,1755,1253,624,14985,10113,28654,26086,21112,16360,10354,4650,1591,118925,311,4055,3236,1674,1054,424,85,14,10855,167,1542,1840,1548,1127,420,84,13,6739,3147,11765,9691,5590,3588,1651,483,143,36059,1818,5193,5264,4265,2839,1374,497,150,21396,2383,4388,3762,3717,2311,885,273,108,17829,395,428,469,424,319,148,26,9,2217,322,622,780,915,753,445,152,62,4053,3092,5437,5010,5055,3384,1472,459,175,24097,100,299,300,270,266,228,112,51,1613,2185,2641,2207,2319,2269,2296,1853,1263,17027,10825,30927,27551,20717,14520,7869,3565,1815,117787,510,7343
210,102,1857,1788,891,577,269,56,12,5549,45,324,498,398,339,132,33,10,1783,1399,5286,4227,2592,1823,785,235,63,16410,962,3029,2550,2234,1508,846,330,89,11543,2772,6145,5510,5860,4274,2788,1502,445,29299,296,221,165,146,90,39,12,3,971,177,372,373,396,308,195,94,43,1959,3242,6732,6045,6401,4669,3026,1614,492,32233,95,277,201,172,141,98,51,24,1059,1899,2197,1853,1755,1488,1437,1048,494,12166,7742,19701,17166,14443,10549,6592,3372,1184,80750,170,2133,1615,769,420,147,19,4,5286,128,927,957,768,508,190,51,3,3538,1918,7201,5774,3130,1853,756,226,70,20930,1321,3694,3712,3040,1747,822,321,78,14743,1711,3353,2800,2716,1597,577,199,64,13010,288,376,361,359,238,88,23,6,1734,252,511,609,680,469,292,112,48,2968,2248,4236,3764,3750,2307,953,330,110,17707,76,236,199,159,167,135,54,39,1060,1725,2001,1767,1819,1732,1812,1466,865,13184,7593,20422,17780,13440,8745,4817,2468,1174,76443,265,3992
211,96,2004,2561,1927,1503,863,286,55,9295,35,509,832,845,932,474,129,21,3782,1833,6855,6919,5002,4076,2438,791,227,28146,1094,3145,3627,3579,3032,2303,937,283,17994,3901,8839,8436,10091,7964,5218,2877,761,48093,334,273,221,191,134,101,41,9,1290,188,338,415,480,592,465,234,64,2781,4421,9445,9078,10762,8689,5789,3149,828,52170,81,179,210,243,216,201,130,54,1314,1693,1661,1770,1928,1816,1742,1312,726,12651,9256,23806,24982,24290,20269,13806,6735,2204,125353,178,2935,2826,1664,1063,456,86,22,9227,155,1324,1796,1538,1286,601,152,23,6870,2604,9978,9821,6399,4451,2324,822,218,36611,1858,4626,5138,5390,4251,2496,881,301,24937,2584,4426,4111,4766,3276,1435,418,164,21176,412,364,466,451,382,234,55,22,2392,299,506,725,1050,995,746,322,144,4774,3289,5293,5304,6264,4647,2418,793,331,28338,77,178,243,288,348,381,195,76,1784,1549,1683,1738,2030,2247,2465,2258,1699,15665,9701,26017,26861,23575,18304,11131,5183,2670,123440,274,4942
212,285,4752,4816,2714,1690,906,293,60,15526,75,664,892,840,721,389,97,19,3689,3685,12353,9502,6295,4200,2261,873,266,39438,2415,6831,5895,4493,3193,2015,877,265,25984,5937,11603,10973,11520,8667,5564,3087,766,58121,571,505,382,271,175,96,33,3,2034,352,672,693,765,652,473,221,69,3891,6862,12785,12041,12550,9496,6133,3338,836,64041,211,558,498,447,375,237,149,47,2518,3844,3983,3503,3313,2907,2541,2027,1010,23123,17377,41928,37144,30654,22582,14479,7660,2500,174321,353,5894,4345,2024,1059,412,134,29,14252,259,1530,1610,1426,976,442,115,14,6367,4935,15594,12187,7094,4416,2043,826,194,47296,3051,8076,7619,6315,4035,2064,854,255,32273,3792,7155,6187,5752,3391,1422,464,151,28318,616,704,734,713,487,236,42,23,3560,499,896,1223,1315,1068,703,299,110,6115,4906,8759,8145,7780,4945,2365,807,287,37994,225,516,478,437,415,335,188,68,2660,3449,3700,3188,3321,3285,3338,2839,2024,25148,17176,44066,37565,28401,19141,11002,5777,2870,165989,643,10653
213,302,5116,5618,2042,1124,485,91,10,14786,70,864,1169,750,600,239,42,5,3734,3056,13042,11242,5593,3304,1394,339,68,38034,2065,7220,5698,3978,2735,1212,349,88,23345,5178,11790,10644,10206,7754,4548,1861,514,52494,534,520,405,283,165,77,21,5,2008,389,784,902,766,597,372,97,36,3949,6103,13088,11952,11250,8523,5000,1978,551,58451,196,562,547,332,270,196,78,19,2202,4137,5539,4617,3661,3072,2534,1581,680,25821,15925,45435,40840,27604,19628,11048,4464,1422,166377,357,6239,4500,1781,903,278,45,8,14110,214,1934,2079,1411,842,221,56,16,6768,4070,17928,13722,6284,3393,1353,335,90,47174,2647,8172,7482,5395,3041,1173,318,100,28324,3639,7244,6320,5063,2926,964,233,112,26505,578,705,710,619,431,164,28,0,3243,473,1053,1329,1211,898,438,114,42,5555,4691,9001,8357,6896,4256,1567,375,156,35302,141,556,442,351,320,207,65,38,2125,3523,4717,3990,3492,3269,2997,2019,1240,25253,15642,48556,40569,25607,16016,7794,3214,1659,159051,656,11350
214,19,321,557,637,576,472,202,40,2827,20,173,327,348,431,286,77,16,1684,469,1869,2469,1993,1734,1531,661,206,10934,495,1443,1930,1957,1743,1548,658,211,9987,2511,5803,5587,6188,5223,3689,2132,624,31756,228,166,147,131,83,64,25,5,847,124,198,290,320,392,314,154,52,1847,2857,6163,6025,6635,5699,4071,2315,686,34452,40,80,107,124,128,165,107,37,789,1317,1189,1325,1538,1530,1574,1331,658,10467,5218,11247,12735,13234,11840,9646,5356,1860,71135,52,633,821,667,542,314,77,14,3118,81,555,782,750,675,405,86,13,3348,817,3583,4040,2922,2247,1631,632,157,16026,1016,2673,3016,3048,2508,1633,681,211,14783,1665,3197,3001,3151,2197,1080,315,109,14720,284,292,328,332,272,182,47,11,1754,232,344,483,617,567,483,181,95,3005,2183,3832,3815,4100,3037,1752,539,222,19486,39,91,128,157,199,253,149,62,1073,1254,1210,1353,1594,1801,2286,2012,1239,12757,5439,12576,13954,13234,11008,8275,4186,1915,70590,68,961
