SA4_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
319,48,6,7,9,0,19,0,11,10,400,17,525,30,8,3,7,0,10,0,24,3,288,9,375,7,9,0,7,6,19,3,59,3,205,4,335,3,3,0,0,0,9,0,36,4,132,4,191,50,54,12,39,3,43,9,142,15,2095,39,2509,23,46,4,34,3,95,3,280,19,907,11,1436,102,148,18,102,9,234,21,509,48,7233,83,8496,120,144,16,187,20,458,15,553,64,2136,42,3765,225,247,17,404,22,530,30,378,66,2108,33,4063,474,223,36,641,34,399,39,191,55,1270,29,3384,328,85,7,485,27,319,18,128,26,292,7,1716,554,108,19,420,31,240,20,78,23,291,11,1786,1077,92,26,645,76,280,33,94,37,313,20,2679,601,44,23,329,53,83,15,26,11,84,7,1266,359,25,12,120,16,37,6,4,3,50,3,634,164,6,4,55,9,71,0,12,6,22,0,351,301,32,10,125,22,68,8,22
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,4,5,5,3,0,9,0,8,3,448,0,486,5,10,3,0,0,5,0,29,3,166,0,219,0,3,0,0,0,7,0,54,3,99,0,175,0,0,0,3,0,10,0,45,0,64,0,124,7,48,3,6,0,19,0,109,11,744,9,958,3,40,0,19,3,53,3,147,5,291,0,568,24,129,7,55,0,122,11,258,19,2391,23,3033,44,146,7,99,7,214,9,333,25,1158,16,2063,82,217,20,307,20,381,18,337,33,1399,10,2813,200,206,9,464,20,309,23,243,34,985,17,2508,204,100,12,429,27,287,15,163,28,376,3,1653,419,119,20,391,30,235,17,133,16,419,13,1802,1244,167,26,773,69,436,35,231,38,559,21,3596,1083,104,23,556,56,188,25,117,25,271,9,2454,819,51,17,305,37,92,8,51,5,152,3,1543,559,21,20,114,33,187,7,63,17,101,4,1113,1029,158,35,504,62,307,24,188
402,6,0,0,4,3,5,0,13,7,489,3,523,3,7,0,4,0,5,0,42,5,237,0,304,0,7,0,0,0,8,0,68,10,188,0,281,0,5,0,3,0,8,0,38,4,97,0,152,8,47,4,11,0,27,3,167,11,1524,19,1826,6,38,0,31,4,112,5,262,20,630,9,1120,15,114,11,63,0,272,12,487,45,5363,78,6452,43,182,10,168,13,610,21,536,67,2040,13,3701,148,266,19,529,29,857,39,423,75,1859,23,4263,481,281,23,923,78,598,34,266,45,1061,17,3805,522,109,23,738,44,485,32,122,34,259,3,2374,875,107,17,714,56,345,26,85,20,236,3,2488,2415,114,54,1184,130,427,41,99,28,215,17,4723,1466,53,28,518,81,149,10,27,12,78,0,2425,781,32,8,225,42,47,11,10,0,35,0,1192,368,7,0,63,18,56,0,9,3,17,0,544,305,15,7,129,21,69,0,15
403,4,0,3,3,0,11,0,8,7,337,5,384,9,7,0,0,0,13,0,24,3,194,6,253,3,9,0,4,0,7,3,47,8,143,3,219,4,4,0,0,0,7,0,33,0,69,3,119,7,32,0,17,0,21,6,152,12,1139,11,1400,3,38,3,26,0,57,3,217,20,542,3,928,38,131,10,44,0,184,5,405,28,4256,49,5156,37,196,6,135,11,373,21,488,43,2068,23,3399,104,320,15,392,28,552,38,453,54,2203,22,4169,347,279,17,728,55,444,39,370,45,1351,32,3695,361,130,14,684,38,417,22,181,41,408,12,2307,645,129,12,606,43,302,23,124,20,403,11,2333,1896,188,51,1079,103,513,44,189,37,446,10,4557,1376,70,31,655,91,170,29,92,13,167,4,2704,850,35,20,289,51,68,6,25,3,87,0,1429,421,16,4,98,22,114,5,20,4,45,0,747,536,59,16,258,47,176,18,72
404,10,0,0,4,3,3,0,11,0,299,4,339,0,5,0,4,0,3,0,27,5,148,4,190,0,7,0,3,0,3,0,42,7,92,0,155,0,3,0,0,0,3,0,36,3,41,0,87,7,19,3,6,0,15,3,95,4,862,14,1031,3,33,0,15,0,59,8,154,16,315,3,600,12,95,4,32,0,152,11,237,33,2618,37,3229,31,112,5,93,5,269,9,286,22,1002,9,1849,62,201,5,250,17,329,16,227,24,1037,9,2189,223,140,7,415,24,261,19,130,26,629,12,1902,221,76,10,361,16,209,17,98,20,196,9,1233,392,67,10,354,26,177,11,61,12,187,4,1301,1309,82,36,600,64,273,23,82,21,187,5,2684,994,47,21,384,55,104,23,38,3,95,0,1768,648,29,15,198,26,46,10,15,4,30,0,1027,316,7,12,53,26,67,3,12,3,19,3,521,446,27,15,141,21,65,4,33
405,23,3,3,3,0,5,0,3,0,103,4,147,4,4,0,6,0,3,0,9,3,90,3,133,0,4,0,6,0,4,4,20,0,46,0,81,0,0,0,0,0,0,0,19,0,42,0,56,32,24,3,11,0,20,3,70,6,636,12,820,12,16,0,24,3,28,3,109,8,254,8,461,44,64,10,30,3,74,8,211,29,2168,41,2682,60,94,5,72,4,147,13,191,35,754,12,1380,90,130,12,209,18,197,14,166,32,720,9,1599,204,131,18,286,16,170,20,112,21,464,14,1455,143,43,13,220,12,118,7,44,19,77,5,700,224,53,8,256,18,119,15,29,11,107,8,850,525,73,24,354,45,124,26,36,9,122,8,1342,347,29,15,229,14,39,6,14,4,38,0,749,182,23,5,99,19,15,6,10,3,32,3,387,95,7,0,30,3,22,0,3,0,13,0,179,140,15,11,81,8,34,8,7
406,3,0,0,4,0,3,0,0,0,73,0,86,3,3,0,4,0,0,0,5,0,49,3,69,0,3,0,0,0,0,0,18,3,34,0,63,0,0,0,0,0,0,0,8,0,20,0,36,15,9,9,16,0,8,3,59,9,399,9,523,3,4,0,12,0,27,0,66,5,124,3,254,30,20,3,24,3,45,8,122,14,991,18,1268,32,46,3,38,0,97,5,86,11,369,4,690,51,66,6,123,3,131,14,90,13,381,3,891,95,57,13,180,12,95,6,60,13,210,9,756,85,17,0,161,8,77,3,29,10,40,3,437,152,27,5,158,13,78,3,15,9,62,3,531,354,31,3,266,38,101,17,32,18,61,10,920,317,27,8,159,11,30,11,9,0,25,0,590,206,6,8,67,8,24,0,0,3,15,0,344,94,4,4,21,6,27,3,3,0,4,0,167,148,10,9,72,12,25,7,10
407,30,11,0,11,0,13,0,10,3,162,6,245,10,6,3,5,0,7,0,9,7,161,5,216,3,12,0,11,0,11,0,37,0,88,0,168,0,3,0,3,0,6,0,22,0,75,0,108,40,52,7,29,0,27,9,116,8,1021,16,1322,14,36,3,18,0,48,0,172,10,418,3,735,64,135,12,73,9,143,14,325,40,3634,71,4506,93,175,6,200,11,251,23,343,32,1267,16,2417,194,259,18,366,21,312,19,268,43,1251,22,2768,365,205,20,645,33,223,26,153,28,763,19,2484,292,75,15,429,26,173,23,72,13,152,4,1271,482,92,21,442,41,130,11,48,20,199,16,1497,906,90,35,560,71,144,25,57,21,191,18,2113,473,44,18,281,28,54,13,25,11,66,3,1013,217,27,8,116,14,21,7,7,0,28,0,451,106,9,0,42,9,35,6,9,3,27,0,246,177,31,5,125,14,50,9,22
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,25,3,3,10,0,3,0,3,6,212,4,265,7,7,4,3,0,3,3,16,0,106,0,158,3,5,0,7,0,8,0,29,3,77,0,140,0,3,0,0,0,0,0,31,4,86,0,126,26,28,3,12,0,11,0,91,11,665,10,856,6,27,0,13,0,26,3,130,18,299,3,514,24,90,8,43,4,63,11,232,27,2171,25,2702,43,111,19,76,3,164,11,297,26,862,3,1620,84,172,14,188,16,212,12,201,40,808,11,1770,196,185,28,315,19,212,25,134,20,595,13,1742,150,76,7,312,25,196,17,85,36,136,7,1041,299,104,19,329,33,170,20,67,24,160,9,1228,740,104,40,559,60,311,45,74,38,185,9,2171,546,66,25,433,47,82,36,40,11,84,3,1367,446,29,17,235,28,32,16,15,0,54,7,878,223,18,5,63,10,97,9,7,6,30,4,483,333,47,15,216,31,88,23,32
502,4,0,0,0,0,0,0,3,12,157,3,183,0,0,0,0,0,0,0,5,0,86,0,105,0,0,0,5,0,6,0,24,6,78,0,121,0,0,0,4,0,3,0,18,0,49,0,70,3,17,0,6,0,10,0,45,10,503,3,589,3,8,0,8,0,21,0,65,16,199,4,318,8,38,0,6,0,28,5,137,15,1874,14,2127,8,43,5,25,3,77,0,127,22,710,8,1019,23,71,4,77,8,125,4,130,16,790,8,1256,51,64,10,128,3,131,7,71,16,463,8,949,62,29,3,117,12,135,7,44,12,124,4,545,112,23,14,132,8,105,13,27,17,144,3,591,283,35,6,281,17,199,15,41,21,124,7,1044,239,23,8,209,22,55,10,23,9,42,0,643,215,19,7,94,18,21,8,8,0,19,0,407,119,6,5,31,20,81,3,6,14,22,0,314,218,10,10,106,13,50,15,21
503,11,3,0,0,0,3,0,3,0,222,3,243,3,3,0,3,0,0,0,14,3,57,0,83,0,7,0,0,0,4,4,30,0,43,0,91,0,3,0,0,0,3,0,28,0,18,0,51,3,12,0,4,0,10,3,58,3,213,3,309,7,26,0,4,0,23,3,87,4,96,0,255,6,92,3,18,0,46,3,106,6,544,7,830,9,122,0,41,3,84,11,98,4,341,4,713,22,145,0,95,4,148,13,137,15,470,5,1059,89,107,4,219,5,169,4,123,13,392,3,1127,114,63,6,208,11,149,4,106,15,189,0,852,177,56,7,199,8,126,3,87,11,236,3,912,723,112,15,377,28,313,14,127,12,328,5,2051,708,69,12,338,26,138,0,96,14,200,3,1608,649,54,18,220,31,67,7,50,5,140,3,1237,535,23,10,120,22,308,4,39,12,98,5,1172,1636,172,44,675,84,418,19,184
504,6,0,5,3,0,9,3,8,3,329,3,367,7,6,0,0,0,9,0,19,0,115,0,155,0,7,0,7,0,8,0,44,3,98,0,159,0,0,0,0,0,3,0,33,0,51,0,95,6,23,0,8,0,13,4,82,6,745,12,905,3,32,3,14,0,49,3,139,5,281,3,528,16,80,9,31,0,118,4,234,28,2058,32,2606,22,98,3,68,3,241,14,251,26,785,15,1522,87,169,10,192,11,379,15,249,36,775,13,1926,213,142,15,395,18,335,22,165,21,521,16,1859,229,81,8,406,26,330,19,93,24,139,3,1360,399,81,11,399,32,258,16,79,20,125,11,1435,1490,126,36,745,91,452,27,92,35,187,7,3291,1253,59,21,530,69,139,16,40,15,52,4,2209,878,40,24,276,42,64,12,20,5,43,0,1401,570,10,8,96,35,130,9,14,13,20,3,914,744,35,22,289,46,148,5,31
505,7,8,0,8,0,6,0,9,4,679,9,736,0,7,3,3,0,3,0,49,3,296,0,363,4,16,0,0,0,10,0,90,10,224,3,356,0,4,0,3,0,8,0,62,7,112,0,192,10,39,0,10,0,18,4,170,15,1333,20,1623,11,46,0,20,4,76,4,274,20,573,3,1027,21,165,7,47,3,203,14,464,51,4035,42,5057,38,205,6,122,7,406,18,519,54,1958,23,3373,95,407,19,424,20,723,40,499,63,2098,21,4421,366,322,21,674,39,644,34,387,61,1307,23,3872,404,203,17,761,38,577,21,216,55,451,7,2759,745,206,25,839,41,468,31,179,38,426,11,3005,2798,317,73,1547,161,899,58,263,74,508,23,6715,2532,157,54,1101,141,295,37,114,15,194,4,4653,1853,80,32,596,117,155,32,51,15,97,6,3040,1237,21,18,209,61,359,14,47,23,89,4,2083,2029,133,51,711,149,349,46,123
506,9,9,3,8,0,14,0,13,6,839,17,921,6,6,0,0,0,3,3,58,12,280,0,368,3,13,0,3,0,11,4,92,4,215,4,351,4,5,0,0,0,8,0,75,4,143,3,244,7,34,3,6,0,30,14,200,13,1183,16,1504,4,42,0,19,3,92,12,275,28,497,3,988,20,165,0,46,3,264,15,436,30,3804,54,4850,46,249,11,133,10,517,14,490,64,1583,15,3134,141,344,22,422,27,789,36,501,63,1645,30,4018,370,324,27,737,31,693,35,329,61,983,25,3610,425,154,21,681,36,639,39,191,48,309,9,2555,760,163,28,763,39,529,30,158,38,272,13,2787,2609,226,49,1310,148,894,46,184,47,362,15,5894,2128,106,36,920,131,293,41,94,23,153,7,3931,1478,60,31,499,82,127,22,35,7,81,3,2435,909,25,15,182,59,296,16,40,24,61,4,1620,1495,99,28,525,89,283,29,96
507,4,5,0,4,5,7,0,16,3,520,5,571,7,4,0,7,0,11,0,26,3,241,4,302,3,3,0,4,0,7,0,57,4,187,0,268,0,0,0,0,0,3,0,46,4,109,0,166,8,28,0,4,0,24,4,133,13,1144,14,1366,0,33,0,18,0,64,8,214,15,412,7,760,14,100,3,25,0,146,16,339,26,3298,40,4012,24,122,3,85,8,287,17,380,41,1425,13,2415,79,234,7,289,18,495,14,360,61,1566,22,3142,221,195,12,494,33,498,18,263,39,967,18,2768,300,127,23,541,25,458,21,153,31,333,4,2013,464,118,11,519,42,412,21,147,41,341,9,2131,1869,195,43,1021,96,756,44,185,64,400,18,4691,1719,101,32,896,108,258,45,113,17,157,7,3455,1369,75,28,438,68,122,30,45,9,116,0,2299,855,24,14,153,55,317,9,40,29,88,7,1580,1490,112,35,568,105,327,29,104
509,34,3,5,16,0,7,0,5,3,162,5,241,16,9,0,7,0,6,0,26,3,103,4,170,5,9,0,5,0,4,0,23,3,63,0,117,3,0,0,3,0,5,0,21,0,43,0,74,39,36,0,28,5,18,0,61,6,587,15,796,16,12,0,28,3,42,3,116,14,207,3,437,50,83,10,35,4,87,11,215,14,1789,29,2331,69,82,8,91,12,163,8,218,27,565,15,1257,134,146,22,201,18,231,11,156,30,596,20,1571,230,141,25,289,10,185,24,113,24,396,16,1446,167,51,6,264,14,150,11,70,16,106,3,864,309,91,19,265,21,164,19,48,22,116,4,1081,699,97,30,456,50,212,27,49,30,120,9,1783,502,58,27,294,35,61,18,16,3,59,0,1083,329,36,24,159,19,28,15,8,3,22,3,641,182,13,9,63,7,56,3,4,8,25,3,375,334,46,14,157,31,60,9,29
510,3,0,0,0,0,0,0,0,0,34,3,42,3,0,0,0,0,0,0,4,0,10,9,23,0,0,0,0,0,3,0,3,0,13,0,24,0,0,0,0,0,0,0,3,0,4,0,7,3,3,0,3,0,7,0,7,3,134,4,165,3,0,0,7,0,11,0,3,3,31,0,63,5,10,0,3,0,20,0,22,7,109,0,181,13,7,3,7,0,31,0,29,4,66,3,174,23,17,0,15,0,49,0,24,4,46,6,190,42,30,5,56,9,55,8,13,3,29,3,245,49,6,3,58,0,66,7,6,11,8,0,218,111,18,4,63,8,64,3,9,12,14,3,312,386,27,8,152,20,164,9,12,21,18,13,830,388,11,18,187,26,58,18,5,7,7,0,722,414,13,19,106,24,34,6,5,0,3,0,618,311,3,7,43,22,102,0,9,10,3,0,509,744,18,37,167,41,65,11,7
511,19,5,3,5,0,3,0,3,0,117,0,166,14,4,5,0,0,0,0,8,4,65,0,99,0,3,0,4,0,3,0,14,0,49,0,81,0,0,0,0,0,0,0,16,0,19,0,40,18,10,0,3,0,14,4,44,6,347,7,447,4,6,0,10,5,18,0,68,8,112,0,231,22,30,8,34,0,55,0,122,8,963,21,1265,32,41,3,31,5,103,4,101,18,293,4,635,72,64,8,112,9,160,12,96,18,323,7,869,133,61,13,166,16,130,6,60,16,219,10,842,121,19,4,168,12,122,8,34,17,56,5,560,190,27,9,169,17,130,12,25,14,72,7,675,527,56,19,361,35,239,16,44,18,79,8,1397,514,30,15,266,34,62,14,12,8,22,8,978,420,14,10,134,28,25,4,7,0,22,0,677,246,3,6,48,15,86,0,5,3,20,3,439,401,28,30,155,20,42,12,13
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,10,3,0,4,0,3,0,0,0,195,8,229,0,4,0,3,0,4,0,11,0,92,0,122,0,12,0,0,0,8,3,39,3,83,0,156,0,0,0,0,0,3,0,16,0,42,0,68,3,24,0,8,0,9,3,87,12,618,18,785,5,36,0,22,0,38,5,152,8,297,4,566,23,89,7,43,3,105,4,266,23,2300,41,2904,34,120,6,98,5,248,8,286,19,1104,9,1951,75,199,10,245,8,288,21,279,36,1224,14,2410,243,174,8,472,31,238,26,222,27,829,15,2297,227,96,7,427,31,262,14,133,35,302,0,1524,428,97,6,383,30,206,24,103,17,272,10,1577,1255,122,28,644,87,266,28,132,18,282,11,2868,792,71,14,355,43,132,17,60,4,116,7,1629,540,30,14,197,25,43,10,27,0,51,0,938,301,14,7,79,21,65,3,14,11,26,0,546,385,39,14,187,23,101,19,44
602,6,4,3,3,0,3,0,4,0,120,6,156,3,3,0,3,0,10,0,16,0,76,0,112,0,11,3,0,0,13,0,27,7,59,3,119,3,3,0,0,0,3,0,11,0,52,0,74,9,31,5,9,0,8,0,85,11,692,11,858,10,31,0,12,3,44,0,136,17,277,6,539,33,83,5,45,7,97,7,264,32,2294,53,2920,33,108,10,105,5,177,20,259,34,745,16,1502,107,158,21,253,15,243,18,201,34,670,21,1736,213,132,8,352,14,175,22,120,18,425,10,1498,195,58,9,295,26,137,8,54,16,96,3,897,272,58,17,255,16,107,17,38,11,99,3,893,710,62,24,394,43,130,12,37,7,105,6,1539,424,27,13,206,23,59,14,24,9,39,3,836,190,17,9,91,19,18,3,4,3,26,0,382,110,7,0,30,10,36,0,3,3,17,0,211,162,21,11,111,20,39,4,11
