SA4_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
403,35,3,0,37,54,13,0,0,71,7,0,6,74,8,0,85,2307,347,58,30,2748,65,8,74,2816,173,3,3000,302,71,5,12,400,19,3,18,415,135,3,556,3,0,0,0,6,0,0,0,6,0,4,11,2613,418,66,45,3152,79,9,92,3241,310,10,3557,500,85,9,0,590,21,5,23,618,73,0,685,550,105,14,0,664,13,6,24,687,59,0,743,20,3,15,0,41,0,0,0,40,9,0,45,4,0,0,3,10,0,0,0,10,0,0,10,1073,189,37,5,1307,38,13,46,1360,134,0,1492,10,0,0,0,10,0,0,0,14,0,0,15,14,3,3,0,17,0,0,4,21,0,0,25,24,3,3,0,30,5,0,4,32,4,0,37,1102,198,38,5,1336,36,15,57,1391,138,0,1528,172,43,3,3,221,10,0,7,231,90,3,323,0,0,0,0,0,0,0,0,0,0,0,0,1269,235,44,13
404,41,9,0,44,39,17,0,3,59,13,0,12,79,9,0,84,1372,247,34,20,1672,68,10,78,1750,140,0,1894,200,63,3,10,278,8,11,24,301,151,0,453,0,0,0,0,0,0,0,0,0,0,6,3,1579,312,43,29,1954,73,21,102,2058,295,6,2351,333,47,3,3,387,13,0,13,400,39,0,442,291,67,11,0,367,7,0,8,374,32,0,412,6,3,0,0,10,3,0,3,14,3,0,15,0,0,0,3,5,0,0,0,5,0,0,6,631,120,19,10,768,22,5,28,797,76,0,872,3,4,3,0,8,5,0,8,19,0,0,19,11,3,0,0,17,0,0,0,17,5,0,22,12,6,3,0,22,5,3,7,37,7,0,37,644,127,18,10,797,26,3,31,833,86,0,913,93,37,4,0,140,7,10,20,158,125,0,284,0,0,0,0,0,0,0,0,0,3,0,5,737,168,23,16
405,10,0,0,10,9,0,0,0,13,0,0,0,12,0,0,12,276,37,11,0,327,3,0,4,333,19,0,353,35,7,4,0,48,0,0,0,50,11,0,63,0,0,0,0,3,0,0,0,3,0,0,4,312,44,18,0,377,5,3,4,382,33,0,421,39,5,0,0,40,0,0,0,40,4,0,46,27,0,0,0,32,0,0,0,31,3,0,35,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,72,0,0,0,76,7,0,85,0,0,3,0,3,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,4,66,9,4,0,79,3,4,3,80,7,0,88,10,0,0,0,9,0,0,0,9,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,75,9,4,0
406,0,0,0,0,3,0,0,0,3,3,0,3,4,0,0,4,102,17,3,4,120,6,0,6,123,10,0,136,12,0,0,0,11,0,0,0,17,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,113,13,3,4,135,4,0,4,142,23,0,162,7,0,0,0,7,0,0,0,6,0,0,6,7,3,0,0,7,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,17,0,0,0,20,0,0,18,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,3,0,0,17,0,0,0,20,0,0,20,3,0,0,0,6,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
407,14,0,0,10,13,3,0,0,16,3,0,3,17,0,0,20,399,65,9,7,485,3,3,9,497,35,0,532,58,4,3,0,65,0,0,3,72,42,0,114,0,0,3,0,8,0,0,0,8,0,0,8,460,79,12,7,563,3,7,9,571,78,0,649,53,5,0,0,57,0,0,0,57,10,0,70,34,15,0,0,46,0,0,0,46,9,0,58,0,0,6,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,88,19,3,0,119,0,0,0,119,13,0,128,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,3,3,0,0,6,94,19,3,0,119,3,0,3,124,16,0,134,11,3,0,0,14,0,0,0,14,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,103,20,3,0
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,6,0,0,6,4,0,0,0,4,0,0,0,8,0,0,8,231,40,13,3,280,7,0,7,290,16,3,304,46,11,7,0,57,0,0,0,64,7,0,64,0,0,0,0,3,0,0,0,3,0,0,3,276,42,17,3,343,11,0,11,355,21,3,374,38,4,0,0,37,0,0,0,37,4,0,43,34,11,0,0,39,3,0,3,40,0,0,47,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,69,13,4,0,90,3,0,3,91,8,0,96,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,4,0,0,4,70,13,4,0,88,4,0,4,92,8,0,97,17,0,0,0,20,0,0,0,20,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,94,13,3,0
502,11,0,0,11,11,0,0,0,13,3,0,3,20,0,0,20,347,30,14,12,398,20,0,20,417,19,0,440,62,8,0,0,64,3,0,3,70,18,0,88,0,0,0,0,0,0,0,0,0,0,3,3,414,32,14,7,467,23,0,23,486,39,3,526,57,9,0,0,62,0,0,0,62,12,0,71,57,11,3,0,64,0,0,0,65,3,0,70,3,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,115,14,3,0,137,3,0,3,140,12,0,151,0,0,0,0,0,0,0,0,5,0,0,5,8,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,10,0,0,0,9,0,0,9,123,15,6,0,141,3,0,3,145,12,0,158,27,3,0,0,31,0,0,0,31,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,150,20,6,3
503,31,0,0,30,35,7,0,0,40,3,0,5,43,3,0,48,1142,171,11,12,1333,44,13,50,1388,72,0,1461,289,40,3,0,334,13,0,14,348,37,0,387,0,0,0,3,3,0,0,0,3,0,0,3,1428,213,17,16,1671,51,11,61,1733,113,0,1853,227,45,3,0,271,11,0,11,288,20,0,306,279,62,3,3,342,7,3,5,349,27,0,375,5,3,8,0,14,0,0,0,14,0,0,14,0,0,0,0,3,0,0,0,3,0,0,3,511,101,8,5,632,16,4,22,650,51,0,700,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,11,0,0,0,11,0,0,0,11,0,0,12,524,101,8,5,641,16,4,22,658,47,0,711,155,28,8,4,196,9,0,9,203,43,0,245,0,0,0,3,3,0,0,0,3,0,0,3,676,132,17,10
504,24,3,0,23,39,8,0,0,47,4,0,8,55,6,0,59,1340,187,32,14,1567,40,6,42,1608,106,3,1722,266,48,15,3,335,24,3,28,361,98,0,458,0,0,0,3,3,0,0,0,3,0,4,12,1606,229,46,25,1903,61,10,68,1975,208,9,2185,283,33,8,0,326,13,4,21,344,23,0,362,249,43,7,4,299,8,3,8,314,21,0,337,7,3,4,0,15,0,0,0,15,0,0,15,6,0,0,8,9,0,0,0,16,0,0,16,550,79,20,9,656,28,9,31,682,49,0,733,14,3,0,0,14,3,0,3,13,0,0,13,14,4,0,0,20,3,0,4,22,8,0,23,21,9,0,0,33,3,0,3,35,8,0,38,571,87,20,9,684,29,5,33,720,52,0,768,110,23,8,4,142,3,6,9,152,63,0,217,0,0,0,4,4,0,0,0,4,0,0,3,682,106,23,20
505,110,8,0,116,148,24,5,0,176,31,8,37,220,15,0,237,3791,514,92,59,4453,161,22,183,4633,241,9,4882,653,124,30,17,826,43,10,52,881,241,0,1123,4,0,0,3,7,0,0,0,9,0,3,17,4449,640,121,83,5287,199,27,230,5517,481,17,6012,798,109,15,9,926,47,6,55,981,70,0,1052,781,150,13,8,958,32,6,44,995,87,0,1079,28,8,23,0,67,4,0,4,71,0,0,71,11,3,0,10,18,3,0,3,21,0,0,28,1618,270,57,23,1969,90,11,100,2071,155,0,2228,30,6,0,3,32,11,4,16,51,3,0,59,37,5,0,0,42,6,0,7,49,5,0,55,60,10,0,4,77,22,3,25,104,9,0,113,1681,283,57,26,2046,106,16,126,2173,169,0,2341,287,67,13,19,384,11,3,16,402,158,0,557,0,0,0,0,0,0,0,0,0,0,7,4,1967,356,68,44
506,84,3,0,88,121,13,3,3,144,29,3,35,177,13,0,187,2657,394,65,51,3167,198,21,216,3386,193,3,3575,627,142,16,17,801,44,7,54,855,203,4,1065,0,0,0,3,6,0,0,0,10,0,3,15,3283,543,84,68,3973,244,33,273,4249,395,10,4651,603,67,11,3,680,31,3,34,716,68,0,780,479,111,16,5,617,26,6,30,649,59,0,701,24,4,5,0,35,0,0,0,39,9,0,45,8,5,0,12,23,0,0,0,22,4,3,31,1112,183,38,28,1355,57,10,66,1427,131,3,1563,28,4,0,0,28,13,0,14,45,0,0,45,32,4,0,0,33,3,4,9,39,3,0,46,52,4,0,0,66,17,6,23,82,3,0,91,1167,190,33,29,1420,78,16,90,1515,132,0,1645,249,62,12,4,322,25,11,34,358,150,0,509,4,0,0,0,7,0,0,0,7,0,0,6,1421,251,48,36
507,60,3,0,61,91,12,3,0,105,21,0,21,124,5,0,133,2427,303,71,33,2825,109,16,124,2952,143,3,3093,447,65,31,12,553,32,0,35,587,87,0,670,4,0,0,0,4,0,0,0,4,0,4,6,2873,370,97,45,3381,140,16,159,3544,227,6,3773,507,50,6,4,561,17,8,25,594,54,0,647,490,96,14,0,599,19,0,22,620,46,0,669,14,4,11,0,30,0,0,0,30,4,0,31,9,0,0,8,21,0,0,0,21,0,0,19,1011,153,29,12,1209,41,10,53,1260,104,4,1367,16,3,0,0,15,5,0,5,20,4,0,25,16,8,0,0,22,0,3,3,26,0,0,31,29,4,0,0,44,6,3,8,51,7,0,57,1046,160,32,12,1251,44,11,57,1312,109,4,1426,188,45,18,3,251,17,3,18,271,72,0,338,0,0,0,0,3,0,0,0,3,0,0,5,1236,198,49,22
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,27,4,8,190,0,6,6,192,9,0,201,25,0,0,0,28,0,0,3,29,9,0,43,0,0,0,0,0,0,0,0,0,0,0,0,179,28,7,8,215,3,3,10,225,16,0,242,16,3,0,0,19,0,0,0,19,0,0,19,28,3,0,0,29,0,0,3,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,47,0,0,3,50,0,0,50,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,42,3,0,0,53,0,3,0,56,0,0,53,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,46,7,0,0
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,3,46,3,0,3,52,0,0,51,9,0,0,0,7,0,0,0,7,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,4,58,6,0,6,62,6,0,70,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
511,3,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,100,9,8,3,123,3,0,3,127,7,0,136,19,5,0,0,26,0,0,0,29,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,125,16,12,3,149,5,0,4,154,17,0,174,16,0,0,0,16,0,0,0,16,3,0,17,7,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,26,0,0,0,26,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,26,0,0,0,26,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,16,3,0,25,18,5,0,0,27,0,0,5,28,5,0,35,1036,156,20,16,1232,19,3,20,1246,101,0,1354,123,37,8,8,170,9,0,7,181,92,0,276,0,3,0,0,4,0,0,0,4,0,0,3,1164,189,26,24,1403,20,3,27,1434,199,3,1629,174,28,8,0,205,4,3,8,215,20,0,237,179,32,0,0,212,0,3,3,214,24,0,247,8,0,4,0,14,0,0,0,14,3,0,11,3,0,0,8,8,0,0,0,8,0,0,8,368,61,6,8,437,6,3,8,450,52,0,504,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,8,0,0,0,8,5,0,7,3,0,0,0,9,0,0,0,11,5,0,14,372,58,6,8,447,8,3,14,461,51,0,513,56,13,3,0,74,5,0,4,83,65,0,140,0,0,0,0,0,0,0,0,0,0,0,0,427,80,13,8
602,11,0,0,6,5,3,0,0,9,7,0,9,20,0,0,17,483,71,9,6,568,12,3,17,586,41,0,628,82,14,6,0,101,4,0,4,104,60,0,167,0,0,0,0,0,0,0,0,0,0,0,3,567,91,18,6,678,16,3,20,695,102,3,801,67,14,3,0,86,3,0,3,84,6,0,93,55,8,5,0,73,3,0,3,73,4,0,74,3,0,0,0,3,0,0,0,3,3,0,5,0,0,0,3,4,0,0,0,4,0,0,4,124,26,11,3,166,3,0,8,166,7,0,175,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,5,130,26,11,3,169,3,0,8,173,7,0,181,22,7,0,0,35,0,0,0,38,25,0,58,0,0,0,0,0,0,0,0,0,0,0,0,156,32,8,3
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,25,0,0,115,0,3,3,117,17,0,128,22,7,0,6,30,0,0,0,30,12,0,43,0,0,0,0,0,0,0,0,0,0,0,0,103,32,0,9,146,0,3,3,146,24,0,175,11,0,0,0,11,0,0,0,11,0,0,13,6,0,0,0,6,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,16,0,0,3,18,0,0,0,25,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,19,0,0,0,22,3,0,24,5,0,0,0,5,0,0,0,5,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3
604,3,0,0,3,5,0,0,0,5,0,0,0,6,0,0,10,252,48,7,3,318,10,0,15,327,23,0,357,28,8,3,3,43,3,0,3,42,32,0,78,0,0,0,0,0,0,0,0,0,0,3,3,285,54,10,5,359,13,0,17,373,56,3,435,22,3,0,0,31,0,0,0,31,0,0,28,23,8,0,0,33,0,0,0,33,7,0,43,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,10,0,0,67,0,0,0,67,7,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,16,0,0,64,0,0,0,64,7,0,77,9,3,0,0,14,0,0,0,12,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,55,21,3,0
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
