SA4_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
499,25,53,103,54,66,51,3,0,0,367,33,32,69,51,77,91,77,12,7,454,10,19,36,36,46,22,14,7,0,191,80,99,209,140,192,164,97,21,7,1016,4,42,139,70,73,57,9,3,0,404,18,35,68,39,44,30,12,0,0,250,0,5,13,7,13,8,3,0,0,53,0,7,13,6,3,5,0,0,0,32,23,88,242,125,131,102,24,3,0,734,16,43,65,47,45,32,3,0,0,238,17,7,14,17,4,3,0,0,0,68,34,49,71,64,46,33,5,0,0,301,59,138,316,186,179,137,28,3,0,1038,87,72,148,119,149,187,204,44,23,1040,25,51,97,112,149,82,42,13,0,571,173,266,556,421,474,403,271,59,22,2648
501,2800,2858,6916,8630,9563,6880,1396,163,22,39231,2048,795,2704,2467,2232,4386,6894,3937,1663,27120,335,268,683,721,798,859,742,594,350,5358,5188,3919,10306,11814,12600,12124,9023,4693,2039,71705,1277,3424,8684,10230,11565,7561,1291,150,14,44202,3159,1712,4131,5834,5847,5175,1895,275,40,28071,181,208,776,723,846,909,248,40,3,3935,144,142,259,264,305,198,92,37,8,1454,4763,5483,13857,17047,18564,13845,3529,498,66,77663,348,512,742,712,748,581,35,0,0,3692,516,190,381,355,287,334,82,5,0,2154,868,709,1122,1072,1038,916,121,5,0,5842,5626,6192,14980,18119,19601,14765,3644,505,71,83507,4547,1268,3433,3337,3412,7120,13078,7305,2714,46207,697,552,1443,1585,1761,1754,1489,1040,531,10857,10870,8013,19851,23043,24780,23633,18211,8844,3318,140569
502,1613,1787,3413,3988,4767,3288,608,61,4,19535,1149,591,1661,1473,1345,2888,5218,3335,1206,18863,134,144,308,323,368,397,402,345,177,2597,2891,2527,5388,5782,6473,6575,6229,3740,1388,40991,501,1804,4301,4789,5908,3622,520,24,7,21482,1709,1290,1908,2359,2520,2314,831,135,13,13088,75,114,416,298,411,400,108,12,0,1831,54,74,144,140,156,102,29,14,0,721,2340,3284,6770,7588,8995,6438,1489,186,26,37124,327,442,583,548,578,398,25,8,0,2905,459,168,223,254,192,180,45,3,3,1535,790,611,805,802,770,581,72,6,3,4440,3132,3897,7571,8389,9767,7022,1560,193,28,41560,2405,916,2069,1996,1980,4545,9792,6367,2077,32146,292,312,717,725,835,827,822,630,313,5475,5823,5129,10359,11114,12586,12388,12177,7189,2416,79180
503,2124,4683,12096,8392,8297,5685,1654,207,14,43152,2513,1493,2169,2311,2073,3081,4590,3540,2237,24004,254,596,1681,828,690,650,498,407,356,5957,4892,6766,15940,11532,11059,9415,6742,4145,2611,73108,203,3206,16906,11559,11366,7300,1537,148,16,52240,2649,4474,5585,4819,4637,4050,2204,444,35,28901,134,230,848,603,372,409,150,17,0,2765,100,178,309,203,167,106,56,13,7,1134,3086,8089,23654,17177,16536,11862,3948,620,57,85035,81,357,871,666,609,432,53,6,4,3079,718,698,576,338,268,198,103,8,0,2909,800,1053,1448,1005,880,630,149,19,4,5984,3881,9140,25100,18182,17416,12493,4097,641,60,91018,5100,3087,3558,2995,2933,4794,8224,6089,3371,40152,470,1117,3498,1832,1526,1378,1070,733,524,12151,9449,13348,32158,23008,21877,18664,13383,7465,3961,143313
504,3909,6124,14177,13206,13286,8667,1683,134,13,61204,3144,1395,4402,3945,3156,4760,7365,4394,1807,34365,337,485,1130,969,939,771,721,572,540,6462,7391,8004,19709,18121,17382,14198,9768,5102,2360,102032,1213,5964,19556,17730,18041,10898,1701,87,16,75197,4418,4632,7047,7417,6912,5629,2044,226,20,38335,162,324,1247,853,792,761,188,29,3,4358,140,278,528,425,397,225,82,21,0,2101,5935,11197,28375,26429,26142,17510,4011,359,33,119988,545,1023,1508,1206,1205,863,65,0,0,6418,1208,594,672,573,418,376,79,11,0,3931,1751,1615,2183,1781,1626,1233,144,10,0,10345,7683,12813,30556,28210,27764,18747,4156,370,35,130340,7051,2708,6427,5680,4953,7569,13558,8185,2939,59074,703,1011,2398,2114,2054,1687,1364,1026,798,13145,15442,16532,39378,36003,34778,27999,19081,9581,3769,202559
505,9067,13299,31020,29052,29246,18652,3676,287,38,134338,6922,2762,8063,8109,6311,9921,16337,10690,4622,73744,624,864,2348,1871,1637,1467,1227,1059,926,12017,16613,16924,41434,39028,37198,30043,21242,12036,5585,220096,2279,11978,42675,38235,38072,22414,3343,185,28,159206,10602,11231,15445,17254,16461,12677,4761,568,49,89037,439,673,2785,1989,1536,1498,435,48,3,9407,299,552,1105,860,784,498,131,45,20,4288,13621,24437,62007,58333,56853,37087,8663,843,97,261941,981,1764,2955,2473,2465,1673,132,13,0,12450,2896,1384,1448,1354,977,750,201,27,0,9034,3882,3152,4405,3824,3437,2417,330,40,0,21484,17500,27588,66411,62160,60297,39502,8997,880,97,283427,15145,5216,10785,10497,9205,15446,29230,18947,7401,121870,1324,1791,5127,4070,3599,2947,2293,1776,1332,24257,33968,34593,82322,76723,73099,57893,40522,21602,8828,429558
506,7314,12728,28785,24051,22805,15579,3093,196,30,114577,6610,3888,9647,8033,6098,9626,14167,9084,4168,71324,623,1068,2530,1798,1551,1508,1235,1066,980,12354,14540,17688,40965,33891,30449,26714,18492,10346,5171,198253,2202,11533,40217,33614,31199,19387,3175,155,22,141498,8274,10657,15137,13880,12073,10196,3911,440,34,74603,310,690,2389,1517,1353,1296,421,35,7,8022,287,547,1100,800,673,392,125,33,7,3961,11069,23430,58844,49806,45304,31267,7629,671,72,228089,878,1883,3456,2744,2458,1630,118,9,0,13176,2472,1818,1779,1236,809,732,200,21,3,9075,3347,3701,5236,3982,3271,2364,322,30,0,22252,14421,27131,64085,53783,48573,33628,7946,700,74,250338,14504,7710,13530,11003,9129,14907,25986,16156,6571,119479,1314,2226,5603,4076,3487,3151,2400,1890,1437,25579,30237,37063,83212,68863,61189,51682,36331,18742,8082,395396
507,6819,10047,21580,20920,21443,13354,2488,208,43,96907,5022,2302,6513,6354,5135,8287,12374,8263,3840,58087,573,817,1964,1509,1486,1235,1055,1057,970,10673,12411,13170,30058,28785,28064,22881,15907,9527,4854,165658,1831,9265,29417,27964,28129,16400,2336,133,31,115517,7807,7777,10565,12121,11501,8906,3231,381,35,62318,324,587,1935,1495,1315,1234,332,43,8,7267,206,432,697,571,527,334,117,31,12,2925,10164,18064,42610,42149,41474,26875,6017,592,81,188023,860,1503,2412,1981,2108,1342,108,9,6,10328,2058,978,1099,1023,718,594,158,24,0,6657,2924,2482,3510,3001,2830,1932,262,29,13,16979,13086,20548,46124,45146,44300,28803,6285,621,94,205008,10919,4477,8872,8299,7515,12937,22520,14946,6093,96570,1209,1743,4258,3460,3351,2589,2072,1859,1412,21953,25210,26764,59255,56905,55163,44330,30873,17425,7599,323530
509,1563,1827,4538,5571,7043,5905,1601,238,30,28314,1574,593,1930,1666,1837,3375,5373,3350,1375,21074,233,228,564,604,768,833,712,488,246,4684,3370,2651,7030,7849,9650,10111,7683,4078,1655,54073,1004,2605,6189,7040,9250,7236,1871,283,36,35512,1636,1096,2537,3567,4031,4155,1919,382,42,19375,84,143,534,425,635,824,264,53,3,2967,101,94,176,181,246,214,99,73,16,1205,2824,3935,9439,11219,14161,12430,4153,796,100,59053,252,299,401,448,474,403,31,3,0,2311,226,104,165,184,164,209,48,5,0,1096,480,401,560,629,642,607,77,8,0,3412,3308,4333,10001,11848,14804,13036,4229,803,100,62463,3452,1146,2846,2536,3000,5755,10371,6342,2324,37774,535,471,1256,1301,1636,1822,1502,936,421,9876,7290,5948,14107,15690,19431,20615,16103,8083,2844,110110
510,794,1655,5448,4479,3662,2165,291,27,4,18522,1028,698,2098,1362,1009,937,649,239,80,8094,229,365,1169,809,771,473,181,65,19,4076,2048,2716,8711,6646,5439,3574,1124,333,98,30698,522,2391,10323,8696,7289,4303,587,48,8,34164,748,615,1955,2009,1370,882,232,26,3,7832,45,142,824,586,498,369,57,0,0,2527,56,124,249,215,222,123,29,3,0,1024,1372,3264,13349,11498,9377,5681,905,82,17,45541,186,329,523,439,359,174,20,0,0,2036,126,92,211,144,87,68,27,0,0,761,318,421,736,584,447,244,48,0,0,2792,1690,3683,14088,12087,9829,5919,952,79,17,48337,2194,1197,2982,2134,1680,1666,1368,494,132,13840,503,845,3279,2549,2193,1327,445,128,34,11299,4384,5726,20349,16763,13701,8915,2764,707,184,73483
511,1762,2091,5106,5473,6005,4081,839,109,8,25468,1408,735,2142,1566,1414,2228,3132,1814,659,15105,308,333,891,733,760,699,474,280,124,4601,3477,3161,8143,7770,8181,7015,4438,2201,795,45174,966,2930,7746,7624,8641,5727,1054,104,18,34817,1768,989,2438,2890,3020,2436,886,147,12,14587,75,184,645,457,538,521,179,19,0,2624,85,106,203,237,250,171,74,17,5,1146,2896,4210,11025,11206,12449,8861,2198,292,41,53172,260,408,582,496,569,391,30,0,0,2744,280,136,208,212,169,184,37,7,0,1242,541,545,794,708,738,575,67,13,0,3984,3437,4755,11822,11919,13188,9432,2263,302,41,57159,3069,1206,2912,2249,2261,3824,6316,3499,1131,26473,666,729,2014,1733,1837,1627,1009,565,235,10417,7176,6690,16752,15898,17286,14886,9587,4364,1411,94047
597,0,3,6,3,6,0,0,0,0,17,0,0,0,0,0,3,0,0,0,6,0,0,3,0,3,0,0,0,0,8,0,3,6,3,8,7,0,0,0,26,0,15,92,89,69,31,4,0,0,301,0,7,7,6,4,0,0,0,0,23,0,0,0,3,3,3,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,19,100,98,82,35,4,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,100,101,82,35,4,0,0,341,0,3,0,7,4,5,3,0,0,20,0,3,24,21,17,8,0,0,0,76,0,20,127,127,105,43,8,3,3,434
599,27,118,257,117,119,138,9,0,0,792,21,63,130,91,113,232,203,33,5,882,16,62,145,95,95,71,48,6,3,547,65,242,534,305,325,442,254,37,11,2220,10,123,410,223,192,169,18,0,0,1143,19,59,128,71,72,73,20,0,0,431,0,3,37,30,37,23,4,0,0,140,3,10,24,9,12,8,0,0,0,60,26,202,598,332,308,266,40,0,0,1773,19,44,103,61,69,50,0,0,0,352,8,15,15,16,15,19,3,0,0,88,26,56,119,80,84,74,7,0,0,444,57,256,714,407,393,339,48,3,0,2215,56,125,232,199,233,437,471,73,14,1845,43,121,358,300,339,198,117,17,3,1490,151,503,1306,910,957,977,633,98,23,5559
601,3443,4916,10641,11092,11784,8651,1541,150,24,52238,2919,1669,3163,2634,2802,5880,9315,5940,3000,37327,320,372,734,681,727,826,746,609,348,5362,6684,6952,14541,14411,15312,15358,11598,6703,3368,94929,846,4122,12748,12885,14536,9676,1272,76,18,56178,3969,4210,6355,7142,6883,6230,2095,288,19,37186,237,330,1030,779,710,777,192,20,3,4077,125,153,335,237,269,197,77,25,19,1448,5175,8821,20471,21039,22407,16873,3635,407,58,98883,358,709,979,654,574,386,15,3,0,3676,973,543,539,346,297,329,70,8,0,3106,1330,1252,1519,998,871,718,85,11,0,6784,6513,10068,21988,22042,23276,17593,3719,422,58,105673,6468,3234,4966,4195,4795,10189,16998,10612,4703,66155,589,741,1528,1349,1530,1655,1469,1058,516,10434,13565,14042,28485,27577,29598,29440,22183,12093,5275,182260
602,2117,2878,5229,6043,7379,5611,1077,106,19,30454,1879,998,1986,1817,1992,4006,6637,3975,1863,25154,246,269,504,492,595,684,656,424,261,4126,4235,4144,7715,8353,9962,10309,8366,4497,2141,59733,707,2738,6446,6844,8722,6112,937,101,19,32627,2330,2263,3216,4058,4530,4188,1399,210,31,22218,128,197,533,395,482,609,163,24,0,2525,95,119,171,182,218,189,79,22,3,1078,3268,5314,10363,11478,13953,11101,2578,355,48,58458,323,526,545,461,561,438,20,0,3,2872,540,322,277,257,259,257,31,7,0,1956,862,849,823,718,822,699,47,6,3,4828,4127,6158,11185,12198,14772,11801,2626,360,55,63286,4169,1913,2860,2709,3330,6894,12597,7239,2915,44612,507,580,986,987,1234,1361,1319,751,393,8125,8806,8661,15036,15890,19336,20046,16533,8353,3369,116022
603,390,439,1080,1454,1924,1540,351,39,8,7221,465,153,428,492,686,1450,1976,841,273,6774,45,49,93,160,184,227,232,116,45,1151,902,646,1604,2107,2794,3213,2555,999,326,15142,186,516,1284,1643,2231,1638,330,43,7,7879,413,304,724,1052,1292,1342,468,68,8,5663,20,36,126,103,146,192,51,13,3,692,28,42,54,69,84,48,31,16,3,381,645,899,2194,2866,3759,3221,880,137,18,14607,66,68,94,128,112,128,13,0,0,611,74,38,62,56,73,62,16,3,0,371,139,108,154,182,185,189,27,3,0,978,781,1001,2346,3043,3939,3411,902,140,21,15590,1056,275,613,761,1224,2715,4054,1777,489,12961,100,101,199,305,369,462,475,241,87,2349,1944,1371,3163,4106,5540,6583,5437,2152,600,30898
604,1776,1963,3888,4515,5809,4149,707,96,16,22909,1334,688,1565,1485,1787,3476,5519,3259,1391,20507,153,139,311,312,415,519,511,373,186,2915,3258,2793,5770,6304,8011,8142,6732,3728,1587,46325,734,2210,4781,5146,6721,4605,675,72,23,24958,1899,1307,2404,3015,3529,3156,951,151,22,16436,109,147,410,336,454,507,122,14,0,2102,89,60,129,131,177,151,59,31,4,838,2829,3735,7722,8634,10882,8419,1802,267,51,44336,255,428,408,433,494,349,24,0,5,2388,342,142,214,155,196,199,26,8,0,1287,591,567,627,585,691,550,45,14,5,3671,3421,4301,8348,9212,11567,8964,1851,281,56,48009,2975,1089,2164,2249,2973,5968,10304,6076,2192,35982,303,305,625,635,888,1026,980,640,281,5680,6699,5691,11138,12096,15425,15963,13134,6993,2522,89678
697,0,3,3,0,3,0,0,0,0,15,0,3,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,3,0,0,18,0,3,17,5,12,4,0,0,0,40,0,3,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,21,3,14,9,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,3,11,9,0,0,0,50,0,3,3,0,0,4,4,0,0,12,0,0,4,3,0,0,0,0,0,4,0,8,23,5,15,12,7,0,0,73
699,11,15,37,31,28,19,0,0,0,136,19,12,18,23,25,37,33,5,0,168,3,7,12,3,17,4,6,0,0,48,33,29,69,54,59,56,38,5,0,350,4,10,58,21,28,13,0,0,0,139,10,8,20,21,17,11,0,0,0,91,0,0,3,3,0,3,0,0,0,14,0,3,3,0,0,0,0,0,0,10,12,22,86,47,46,23,0,0,0,247,9,16,14,10,10,4,0,0,0,69,4,3,5,3,0,8,0,0,0,32,12,21,22,18,11,13,0,0,0,95,25,41,112,65,63,33,3,0,0,345,29,27,30,50,45,63,66,10,3,329,5,20,44,29,38,13,10,7,0,164,62,90,183,147,135,113,84,12,3,835
701,1834,3245,9241,7752,6877,4182,863,55,6,34055,1418,618,2151,1594,1133,1700,2156,1036,303,12102,306,492,1417,972,856,729,369,134,48,5321,3560,4355,12810,10315,8858,6612,3393,1226,356,51481,968,4540,14836,12513,11165,6595,1203,73,9,51904,2018,1688,3387,2903,2259,1781,695,80,6,14809,100,281,918,625,568,463,106,11,0,3080,116,223,441,279,281,160,47,11,3,1568,3203,6740,19584,16319,14271,9000,2053,172,21,71357,207,340,541,441,425,266,44,0,0,2260,344,162,245,175,134,101,34,0,0,1204,552,503,787,616,555,368,80,0,0,3466,3752,7237,20373,16936,14828,9365,2128,171,21,74817,3155,1199,3126,2419,2009,2995,4423,2014,521,21855,690,1117,3360,2430,2114,1685,857,280,85,12625,7600,9555,26858,21789,18951,14042,7413,2470,626,109301
702,830,1468,4265,3592,3635,2369,489,49,5,16695,1752,1409,2606,1901,1561,1402,1112,510,152,12404,444,483,1118,796,809,601,256,84,29,4622,3023,3357,7988,6283,6009,4366,1852,639,192,33722,504,1812,5552,4603,5030,3544,675,52,7,21784,666,512,1453,1446,1196,907,354,45,5,6579,51,83,360,292,266,250,53,6,0,1375,83,130,273,190,177,112,39,8,0,1014,1306,2545,7640,6536,6668,4817,1125,115,9,30752,393,582,863,638,503,182,26,3,0,3200,111,129,262,191,140,87,18,0,0,939,506,714,1131,831,646,269,41,3,0,4139,1806,3256,8765,7361,7319,5086,1164,116,11,34892,3693,2577,4700,3480,2887,2465,2234,958,242,23237,939,1069,2217,1583,1685,1251,574,191,54,9572,6446,6905,15691,12427,11887,8810,3969,1266,310,67701
797,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,9,0,0,8,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,8,9,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,0,0,0,0,25,0,4,12,12,3,0,0,0,0,29,0,0,4,5,0,0,0,0,0,17,0,3,30,19,9,3,0,3,0,72
799,7,36,88,47,46,50,3,0,0,280,4,18,59,59,79,118,83,6,0,427,0,32,89,73,71,46,17,5,0,338,17,85,239,180,203,212,105,10,0,1043,15,55,107,70,81,61,12,0,0,399,0,10,26,10,23,23,0,0,0,103,0,0,24,13,6,6,0,0,0,52,0,4,9,3,0,3,0,0,0,18,18,75,169,97,111,89,11,0,0,574,0,7,9,14,12,8,0,0,0,56,0,0,8,5,7,0,0,0,0,24,0,5,21,18,16,16,0,0,0,76,23,78,182,117,129,108,14,0,0,647,8,39,89,122,158,236,210,27,0,889,3,68,189,148,175,97,54,9,0,745,32,183,457,396,461,438,278,38,0,2281
801,6865,11274,26901,24102,21323,12418,2467,217,37,105599,4775,3393,4842,3960,3457,8003,12135,6977,3052,50604,484,858,1892,1365,1173,1142,896,723,751,9280,12124,15525,33639,29423,25955,21558,15503,7913,3839,165485,2011,10832,38433,34555,31695,16735,2502,148,17,136935,7974,8872,10670,11136,8380,6659,2889,381,32,57001,409,666,2752,1862,1269,1131,329,39,10,8471,331,532,721,573,455,253,98,21,17,3014,10736,20908,52577,48137,41795,24780,5821,594,78,205419,377,798,1278,1007,774,541,73,7,0,4863,1960,1120,769,511,359,407,156,22,6,5305,2336,1914,2050,1527,1134,947,230,24,4,10167,13069,22827,54629,49660,42928,25728,6050,622,81,215586,10442,6762,7424,5721,5476,13529,21641,12430,5001,88427,962,1762,3959,2919,2511,2171,1737,1300,1073,18398,24468,31354,66008,58298,50915,41426,29428,14352,6155,322415
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,7,22,28,23,11,18,0,0,0,115,10,7,11,8,10,10,8,4,3,66,3,8,3,9,5,7,0,0,0,32,20,42,44,40,26,34,9,4,3,209,3,21,38,28,18,15,0,0,0,126,9,19,7,9,7,10,3,0,0,62,0,3,7,6,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,6,10,39,57,41,28,26,3,0,0,202,3,3,11,4,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,8,8,6,15,11,5,3,0,0,0,44,15,45,71,50,34,32,0,0,0,248,15,21,21,28,21,22,19,4,3,153,9,9,12,30,18,21,3,0,0,107,35,79,108,107,68,78,24,8,3,506
901,46,44,162,217,236,200,81,12,0,999,48,15,49,53,47,92,102,65,23,501,11,9,28,18,47,48,24,14,3,199,107,63,240,290,332,340,210,91,29,1702,18,67,222,309,355,300,118,9,0,1397,41,28,79,98,123,110,66,17,4,563,3,9,25,22,16,28,11,0,0,121,9,6,7,12,14,12,3,3,0,69,70,114,333,442,504,443,201,29,4,2151,5,0,5,9,3,3,0,0,0,34,0,0,4,4,0,11,0,0,0,20,9,0,7,13,6,19,0,0,0,53,79,113,344,453,515,460,203,29,4,2200,108,55,156,137,111,152,205,130,42,1087,24,30,74,43,88,87,57,24,6,430,205,199,566,633,707,701,463,182,51,3714
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
999,0,4,0,4,3,0,0,0,0,11,0,0,0,3,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,4,3,4,0,5,4,4,6,0,0,30,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,11,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,3,3,3,3,0,0,18,0,0,0,3,3,5,9,0,0,22,4,4,0,0,0,0,0,0,0,4,3,10,0,5,9,11,13,0,0,46
