SA4_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
207,27,28,7,59,34,34,74,128,619,3,756,15,46,3,60,6,11,23,82,124,0,208,24,92,3,125,17,25,40,166,180,0,344,31,82,12,125,13,13,24,152,168,0,317,36,121,4,165,25,21,43,209,248,0,457,81,248,10,343,18,25,41,379,325,0,704,117,264,18,400,16,20,38,438,367,3,808,201,301,19,523,10,16,25,549,431,4,982,366,345,19,732,12,16,32,756,426,4,1190,337,234,22,605,9,9,19,619,317,0,943,329,170,13,515,13,4,15,532,249,3,782,290,141,18,446,5,3,13,457,212,0,667,612,179,27,820,17,5,25,845,281,0,1119,241,69,9,330,4,3,5,336,161,3,497,130,32,3,168,0,3,3,172,51,0,224,273,65,8,349,7,0,6,356,52,0,408,235,60,5,300,3,0,3,297,101,0,395,411,258,37,700,21,16,36,734,426,34,1203,17,14
208,10,23,7,39,34,15,46,88,300,5,393,15,29,7,49,10,10,14,69,51,0,114,11,90,4,101,22,30,49,153,160,0,313,14,96,9,119,15,17,31,149,175,0,327,32,145,10,192,26,27,49,239,317,0,559,65,344,18,425,21,34,60,482,390,3,874,132,359,17,511,18,19,42,550,423,4,979,265,443,23,730,17,28,37,772,483,3,1263,415,390,35,841,11,29,42,881,517,8,1401,463,304,21,785,14,17,23,815,335,3,1151,514,222,25,757,7,6,18,776,238,0,1016,431,164,18,615,3,8,10,628,203,3,829,785,216,29,1036,12,4,19,1052,262,3,1318,229,62,12,303,3,0,4,307,143,0,453,126,29,5,169,0,0,0,169,46,0,214,313,62,9,382,8,0,7,391,30,0,424,249,47,16,309,3,0,3,312,73,0,391,558,370,48,974,25,18,44,1023,467,26,1510,40,24
209,8,11,9,34,30,29,60,93,324,0,422,8,35,3,52,14,19,34,80,110,3,189,12,85,3,98,42,45,87,184,334,3,524,19,136,8,163,31,39,68,229,374,0,603,33,253,34,320,45,59,102,424,614,5,1044,107,552,50,704,52,87,133,839,863,4,1713,261,587,39,885,38,45,88,974,940,5,1919,493,591,45,1132,28,25,49,1184,878,8,2065,663,550,51,1268,43,24,60,1330,863,10,2204,689,408,43,1137,25,16,46,1179,621,5,1811,651,268,29,950,9,12,26,977,441,0,1419,518,217,22,752,7,5,10,762,298,3,1058,816,217,35,1063,5,3,11,1077,362,0,1441,352,96,17,461,4,0,10,475,139,0,612,178,40,8,223,3,3,3,230,51,0,282,171,28,9,210,4,4,7,216,38,0,252,139,19,11,163,3,4,5,170,68,0,236,691,394,61,1142,39,30,74,1215,708,50,1972,54,58
210,4,9,3,13,16,21,39,53,272,7,324,7,16,4,24,13,8,23,49,101,0,151,11,66,11,86,35,37,73,160,306,3,468,22,90,3,122,31,30,66,184,344,0,527,27,182,13,218,41,47,85,304,558,0,865,78,353,37,464,35,71,106,570,699,5,1277,202,412,33,645,29,28,58,705,779,13,1490,328,450,36,816,46,25,65,884,810,3,1698,509,373,41,923,25,21,48,972,757,11,1737,524,261,28,816,26,12,31,845,515,11,1366,440,162,34,639,11,10,27,665,359,5,1028,358,114,23,498,8,6,15,511,245,0,756,582,161,33,766,9,5,19,785,279,0,1061,266,73,15,352,6,0,6,354,160,3,521,112,20,3,141,0,0,4,142,29,0,170,104,15,3,124,3,0,3,120,22,0,152,98,28,8,127,3,0,3,133,52,0,184,448,269,56,774,40,29,65,846,612,45,1501,39,36
211,17,10,5,28,21,21,37,68,309,0,383,13,28,0,42,11,14,21,64,92,0,153,15,105,9,126,27,38,67,198,275,3,474,24,145,9,184,23,32,52,232,292,3,524,26,286,26,342,40,58,92,432,470,0,911,129,607,33,769,44,67,113,878,740,7,1626,251,689,46,983,28,49,73,1064,748,8,1815,561,753,43,1359,28,31,58,1412,747,9,2165,760,644,54,1466,18,28,47,1512,766,0,2281,775,477,39,1290,26,23,45,1337,486,3,1824,685,328,31,1039,8,13,21,1062,363,4,1422,631,209,30,868,5,4,14,879,233,4,1109,927,299,33,1252,9,5,15,1265,275,0,1541,437,106,13,558,7,7,10,569,119,0,687,192,35,12,240,0,0,0,244,53,0,294,154,17,4,183,4,0,4,187,22,0,205,166,34,7,202,4,0,4,208,67,0,276,808,490,76,1381,32,32,62,1441,601,39,2084,78,50
212,25,29,4,65,72,73,144,210,794,7,1006,13,45,4,62,29,36,58,123,246,0,374,30,203,23,253,84,86,171,419,551,6,976,36,262,25,317,59,73,127,444,646,0,1092,68,405,32,505,75,98,178,675,970,11,1660,243,849,77,1175,103,154,253,1431,1389,5,2829,516,834,72,1427,69,86,157,1582,1345,13,2930,832,848,66,1747,46,53,94,1843,1339,18,3198,1179,714,66,1957,52,42,89,2048,1335,10,3399,1039,522,73,1637,46,28,78,1713,924,7,2642,887,356,53,1295,30,19,51,1342,657,4,2000,737,238,46,1024,22,14,36,1056,453,3,1513,1148,292,51,1493,22,6,29,1523,546,4,2077,479,127,20,633,5,6,9,637,239,3,886,248,72,9,327,7,3,9,334,68,0,407,180,40,10,226,3,6,4,233,51,0,282,174,45,12,232,4,0,3,235,95,4,332,888,479,109,1467,62,43,109,1574,1046,84,2699,74,59
213,18,17,13,50,84,66,156,207,781,8,991,9,46,7,65,34,31,60,124,242,4,364,25,188,25,236,128,119,246,482,685,10,1182,45,239,20,313,88,116,200,515,770,3,1287,64,401,39,510,112,128,240,747,1121,13,1878,225,808,64,1097,127,164,294,1389,1553,11,2952,484,796,85,1358,94,109,203,1561,1527,18,3105,888,841,82,1816,91,81,170,1989,1446,8,3445,1204,788,87,2078,84,58,141,2222,1375,12,3614,1119,478,70,1668,60,37,99,1769,852,15,2631,929,319,37,1284,37,20,59,1339,625,11,1976,755,230,32,1016,29,25,52,1069,451,8,1522,1080,291,63,1434,30,25,57,1491,487,8,1983,496,122,18,642,17,11,27,668,221,0,894,232,50,14,291,11,7,14,304,85,0,390,188,28,7,225,9,3,8,232,62,3,293,179,34,8,216,7,0,12,227,82,0,309,852,444,118,1415,82,75,157,1573,1098,80,2751,88,59
214,0,5,4,18,8,20,25,45,131,0,179,6,23,4,31,9,10,18,47,54,0,98,5,55,10,72,37,25,65,131,167,0,302,20,121,8,143,25,42,64,208,257,3,466,22,194,22,240,45,44,91,326,433,8,763,78,505,48,631,50,95,145,775,610,4,1394,203,496,41,738,25,39,70,804,628,7,1441,377,497,47,917,20,27,44,958,562,11,1534,521,478,28,1021,24,16,44,1067,523,10,1598,462,296,22,783,20,16,35,819,331,7,1157,490,189,25,703,4,7,6,706,196,4,908,313,116,13,445,7,5,14,455,139,3,592,473,146,28,649,11,3,9,657,135,0,793,179,41,13,230,3,0,3,235,46,3,281,91,14,6,112,0,0,0,111,16,0,133,80,24,3,103,0,0,0,102,17,0,121,54,17,3,71,3,0,0,74,24,0,106,514,374,31,924,34,19,51,976,459,32,1469,38,39
215,3,0,0,4,3,8,7,13,53,0,64,5,7,3,14,3,6,6,24,21,0,51,4,30,3,36,24,13,39,75,105,0,181,5,60,0,71,10,23,32,100,189,0,290,20,101,11,127,26,33,61,182,307,3,492,60,237,20,319,26,27,55,371,371,3,745,124,227,16,368,13,18,27,393,382,6,776,196,198,26,421,7,12,16,440,313,6,763,203,131,18,350,6,3,18,364,241,3,612,169,88,10,271,5,3,7,282,117,4,397,130,41,7,178,0,3,3,186,80,0,268,86,26,6,112,0,0,0,112,34,4,155,109,29,3,143,0,0,0,143,42,0,185,36,9,3,51,0,0,0,51,20,0,66,10,0,0,14,0,0,0,14,3,0,15,12,3,0,21,3,0,5,26,7,0,32,13,3,0,18,0,0,0,19,17,0,37,154,115,14,284,12,9,20,311,214,17,534,13,15
216,5,4,5,7,6,5,16,22,43,0,72,3,12,0,15,3,0,3,17,14,0,37,4,29,4,37,13,14,25,67,94,0,158,3,48,10,60,15,15,26,90,138,3,227,17,91,5,117,28,26,48,165,245,4,418,49,205,11,268,32,39,70,332,338,5,678,92,222,20,324,17,26,41,366,318,0,692,164,200,18,382,15,12,22,410,272,4,680,210,148,26,381,8,8,17,395,191,7,588,182,103,11,294,9,0,7,304,128,3,432,124,44,10,175,3,4,9,181,67,0,255,100,24,5,124,0,4,7,132,42,0,176,116,30,6,161,0,0,0,161,42,3,201,60,10,0,70,0,0,0,70,13,0,82,13,0,0,11,0,0,0,16,5,0,20,11,10,0,18,0,0,0,27,8,0,28,7,10,0,19,0,0,0,19,8,0,27,137,111,20,267,16,10,23,295,188,8,488,10,15
217,4,5,4,8,3,3,6,14,30,0,47,0,7,0,10,6,7,8,17,23,0,45,3,32,4,45,10,11,15,60,72,3,134,7,63,6,72,14,13,29,103,118,0,221,7,83,10,94,18,20,37,127,196,0,329,35,232,16,284,19,32,47,333,258,0,593,69,218,20,312,13,13,25,330,246,0,581,129,192,17,338,3,3,9,348,221,3,570,151,144,13,308,5,4,11,317,167,3,488,151,96,9,253,3,0,3,259,116,0,382,113,38,10,160,0,0,0,160,51,3,218,70,37,0,109,0,0,0,107,36,0,147,114,32,10,163,0,0,0,159,37,0,200,37,6,0,51,0,0,0,51,15,0,63,19,3,0,27,0,0,0,27,5,0,34,13,4,0,24,0,0,0,24,15,0,37,10,4,3,20,0,0,0,20,8,3,31,148,117,16,272,8,6,13,288,148,8,447,9,11
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,3,7,0,8,17,10,23,37,63,0,100,0,10,3,12,3,7,7,27,25,0,52,3,24,5,32,34,7,42,70,100,3,176,4,51,3,64,12,23,38,103,164,3,266,18,124,9,152,31,38,68,218,281,4,504,67,288,24,372,32,46,81,456,387,0,840,170,308,17,494,25,33,52,544,369,3,917,314,336,12,663,15,14,33,695,368,4,1069,478,298,24,805,20,14,28,831,364,3,1201,456,198,22,681,12,13,26,702,218,3,928,402,148,16,563,8,3,12,572,127,3,701,325,85,14,423,8,4,11,435,101,3,542,475,103,10,591,8,6,9,604,111,7,718,209,62,11,276,4,0,4,282,56,0,338,90,19,9,111,0,0,0,112,17,0,135,96,23,9,117,0,0,0,122,22,0,138,78,15,5,96,0,0,0,96,31,0,121,343,128,20,492,22,11,31,523,249,14,786,21,13
302,3,3,0,11,13,8,20,30,100,0,126,0,8,3,8,7,7,14,19,36,0,60,10,29,0,40,21,19,42,83,77,0,164,9,41,10,56,15,20,30,84,136,0,229,9,72,8,87,24,25,51,140,196,3,340,42,189,17,251,26,37,61,307,288,3,599,101,211,16,327,19,18,42,368,309,0,673,235,258,31,515,8,3,15,531,359,4,895,429,269,31,728,16,12,32,765,375,3,1144,384,182,23,582,7,3,14,597,241,3,841,369,129,15,516,3,8,5,523,172,5,702,292,88,16,394,8,0,3,396,117,0,517,506,83,18,610,8,0,9,619,139,0,763,201,35,9,245,3,0,3,251,72,0,316,74,11,0,84,0,0,0,85,22,0,110,90,11,3,107,0,0,0,109,8,0,121,82,9,3,92,0,0,0,91,33,0,122,277,148,29,451,21,14,36,485,206,13,713,15,10
303,13,9,4,29,25,22,44,71,299,3,374,3,10,7,17,12,8,22,42,74,0,115,10,56,8,68,29,27,58,123,203,6,333,9,77,9,95,34,35,71,164,182,0,346,21,125,9,150,40,48,88,239,330,3,573,78,298,17,397,30,58,90,482,413,0,895,173,303,18,498,33,19,50,548,478,4,1035,332,319,38,688,25,18,50,736,450,8,1191,512,329,37,876,36,21,51,932,492,6,1428,496,267,25,793,15,9,21,810,316,8,1135,457,168,23,653,10,5,15,671,271,0,936,391,112,19,527,4,0,4,530,185,0,718,658,140,28,827,11,0,13,841,222,0,1066,245,58,13,318,10,0,18,335,126,0,460,102,18,10,131,0,0,0,129,44,0,176,148,20,8,179,0,0,0,176,37,0,219,111,22,7,135,4,0,3,145,43,0,183,384,177,31,596,32,19,49,645,348,20,1011,27,24
304,0,0,0,3,21,3,26,28,109,0,138,3,11,0,15,7,3,7,20,34,0,60,3,25,0,29,8,10,19,45,71,0,114,11,32,3,44,16,8,25,67,78,0,146,9,64,3,79,17,13,26,104,110,0,211,30,141,14,186,13,15,30,213,177,0,388,71,128,8,207,9,14,18,227,169,3,395,128,160,8,302,4,16,18,321,152,0,468,233,193,9,435,12,9,19,454,188,0,645,236,137,11,387,10,3,13,396,126,0,527,270,109,15,389,6,4,11,396,98,0,495,226,69,10,304,6,0,6,306,79,0,385,408,82,15,508,7,3,10,514,105,0,629,141,39,3,177,4,0,3,180,50,0,233,64,7,3,76,0,0,0,79,21,0,98,121,22,11,145,0,0,0,145,8,0,156,92,11,3,110,3,0,4,116,28,0,139,229,122,13,368,10,5,15,378,146,13,546,19,5
305,4,8,0,16,10,17,27,40,150,0,192,5,12,3,18,5,3,11,30,39,0,67,4,19,3,31,17,7,19,52,73,0,122,7,44,3,55,10,9,18,75,71,0,145,12,62,4,77,16,18,32,105,112,0,219,24,137,10,168,21,14,34,201,186,0,386,73,120,8,209,16,6,26,229,167,0,396,130,179,16,320,12,9,26,342,157,3,512,230,189,10,425,14,6,26,454,190,0,641,274,132,19,418,4,11,11,432,135,0,575,255,103,16,373,7,3,12,385,89,0,473,259,68,8,342,0,0,0,344,74,0,424,488,102,21,616,3,4,11,619,110,0,728,178,28,4,208,4,0,4,215,64,0,279,65,12,4,83,0,0,0,87,21,0,106,211,38,7,263,3,0,3,264,21,0,290,181,24,3,210,4,0,4,217,33,0,249,275,101,7,387,12,13,24,411,147,3,563,18,3
306,3,5,3,16,18,18,35,49,154,3,203,3,20,7,28,21,6,20,51,49,0,97,8,42,3,56,51,19,70,128,209,0,333,11,92,6,108,50,39,86,199,267,3,468,31,170,18,215,79,61,137,352,387,5,744,106,380,29,523,83,76,159,683,618,3,1306,235,411,32,668,60,57,119,789,592,3,1384,402,363,28,801,30,30,61,859,486,3,1350,509,341,34,877,24,25,52,925,413,3,1342,418,179,31,627,17,16,31,658,228,7,896,360,117,10,488,4,4,12,499,138,0,634,249,65,11,332,9,7,14,340,91,3,435,334,79,27,440,7,3,12,450,104,0,560,93,27,10,126,0,0,0,129,43,0,173,43,12,8,60,0,0,0,60,15,0,75,48,10,7,64,3,0,7,71,11,0,81,34,7,0,43,6,0,3,53,17,0,67,318,214,25,557,46,24,70,629,373,24,1032,30,23
307,6,0,0,7,5,3,10,18,54,0,68,0,7,3,8,7,0,7,15,30,0,42,10,21,3,30,25,13,35,65,85,0,154,5,45,5,63,21,23,36,96,121,0,216,10,77,8,91,22,23,47,137,200,3,344,55,185,12,257,39,39,75,328,294,0,625,113,153,17,287,28,20,46,332,306,4,636,144,129,9,285,11,6,19,299,256,3,561,176,104,13,295,7,3,12,303,217,0,520,125,56,14,199,3,3,10,205,117,4,328,88,34,6,132,0,0,4,136,55,0,185,86,21,3,116,3,0,3,120,30,4,153,85,27,4,110,3,0,3,119,30,0,147,40,3,3,45,0,0,0,45,18,0,70,16,3,0,22,0,0,0,22,3,0,22,10,5,3,25,0,0,0,23,8,0,31,15,0,0,14,0,0,0,13,9,0,25,129,83,13,232,13,5,16,245,147,9,402,15,12
308,5,3,0,14,28,6,35,49,102,0,149,3,25,0,23,11,5,20,46,49,0,92,13,43,3,50,50,24,77,129,155,0,282,10,62,11,87,60,41,93,178,214,3,396,20,155,6,186,74,61,143,328,381,3,711,66,296,23,386,94,82,175,562,502,5,1066,162,286,19,471,53,48,101,572,476,5,1054,278,236,24,541,29,23,59,600,389,3,992,309,210,25,535,20,13,30,566,275,4,853,308,122,19,449,11,6,18,467,163,0,638,252,91,17,356,12,4,17,373,100,3,472,223,55,7,284,3,3,5,288,75,0,360,302,52,19,367,4,0,4,373,65,0,440,106,16,7,139,0,3,7,138,44,3,189,34,10,3,46,0,0,0,51,5,0,50,50,9,0,61,3,0,3,64,16,0,85,57,0,3,58,3,3,3,60,23,0,88,223,154,17,401,50,21,66,465,228,8,702,18,18
309,18,11,10,36,46,43,89,130,404,4,531,3,39,9,53,17,12,30,83,121,0,206,10,113,14,137,52,46,101,235,254,3,489,21,189,15,226,51,55,105,331,354,0,680,54,383,31,466,90,113,199,660,674,3,1342,192,905,53,1150,114,197,312,1459,1152,3,2617,422,1010,66,1500,83,114,195,1689,1132,5,2824,849,909,81,1844,65,71,136,1980,1044,16,3034,1161,818,56,2036,53,44,93,2132,1035,12,3184,985,618,61,1664,36,33,70,1734,627,7,2365,859,361,41,1265,12,19,34,1297,386,4,1691,694,218,37,950,8,7,16,968,247,3,1218,954,259,49,1264,11,10,24,1288,284,3,1579,331,88,17,441,3,0,3,447,98,0,542,150,29,4,181,3,3,3,192,31,0,221,172,42,4,220,0,0,3,227,37,0,258,141,24,3,166,6,4,7,173,50,0,227,709,427,70,1212,48,32,83,1292,733,50,2075,66,38
310,14,6,5,22,38,26,59,85,211,0,298,3,13,7,27,11,4,21,42,77,0,122,12,73,11,97,63,22,88,180,279,0,461,21,106,13,139,63,48,118,258,396,0,656,23,181,20,234,113,78,193,429,654,3,1082,121,480,33,632,143,128,276,903,1034,8,1947,295,446,51,788,96,78,167,957,977,10,1942,538,427,42,1006,45,36,88,1096,857,4,1961,764,382,41,1182,48,35,81,1265,655,7,1933,634,255,34,918,34,20,56,971,406,7,1385,511,147,28,690,7,9,15,707,246,3,954,378,112,16,505,15,3,15,524,174,3,701,545,103,28,675,9,3,12,691,181,0,876,202,42,9,248,4,3,8,257,74,0,332,78,10,5,89,0,0,0,88,24,0,115,54,8,5,73,7,0,5,75,23,0,98,55,19,4,75,5,0,3,78,21,0,101,389,226,32,648,46,20,67,718,501,29,1252,27,30
311,6,15,3,29,27,26,57,84,221,7,308,3,24,0,25,22,5,30,57,85,0,137,8,60,5,64,64,54,124,189,253,3,441,15,96,17,129,80,48,127,258,421,0,679,29,204,23,261,103,81,183,446,661,0,1103,119,454,52,621,113,123,238,855,1012,10,1873,314,515,34,865,60,74,137,998,953,9,1960,569,438,37,1046,52,35,88,1131,741,7,1879,749,391,49,1192,71,24,101,1290,668,8,1963,614,240,29,887,14,27,39,929,431,0,1365,469,189,35,690,17,6,27,717,256,3,980,374,95,10,481,17,6,21,499,176,3,679,553,102,28,684,5,7,10,695,188,0,882,221,49,9,280,3,5,11,289,79,0,367,84,12,3,102,0,5,5,104,18,0,124,66,14,3,83,4,0,4,90,33,0,125,47,12,0,58,6,0,4,60,34,0,95,397,244,38,684,53,39,87,773,465,39,1275,38,33
312,4,8,0,14,9,13,15,25,68,0,92,0,10,3,14,10,3,17,26,18,0,46,4,44,4,48,42,16,55,104,90,0,198,12,55,13,77,29,34,61,133,121,3,261,21,100,5,126,53,44,94,218,234,5,458,50,255,19,326,66,54,121,452,346,3,795,124,209,18,346,46,23,68,414,314,4,732,221,184,20,422,23,12,28,455,224,3,679,244,137,10,390,12,14,30,414,210,0,629,224,97,5,322,13,8,19,344,109,0,457,193,51,12,257,6,0,6,259,67,0,329,142,30,6,177,0,4,8,185,40,3,232,255,30,17,305,6,0,9,315,47,0,363,65,20,4,88,3,0,6,93,26,0,120,25,12,0,35,3,0,3,41,3,0,47,52,4,5,67,0,0,0,65,9,0,79,40,4,0,44,0,0,0,40,14,0,61,166,95,15,272,30,18,45,322,154,15,494,21,20
313,0,3,3,11,9,7,23,29,123,0,151,5,17,5,24,13,5,19,38,44,3,86,8,44,7,58,46,28,74,139,186,0,329,12,73,13,93,50,36,85,172,266,0,438,23,165,17,207,78,65,144,347,470,3,822,61,401,47,513,96,103,202,713,747,4,1456,201,369,38,607,44,63,111,715,790,8,1517,380,387,31,801,43,39,81,885,649,3,1543,484,318,34,836,35,28,59,897,544,3,1442,416,210,15,644,15,14,28,673,351,6,1033,341,118,21,477,11,7,19,498,193,0,686,253,84,19,355,9,0,10,362,125,4,490,331,87,31,454,9,4,8,461,119,0,578,141,25,3,168,3,3,3,172,50,0,226,54,6,3,70,0,0,0,70,11,0,81,31,7,3,49,0,0,3,45,16,0,65,29,10,0,40,4,3,5,47,18,0,69,266,188,36,483,31,31,58,547,330,16,896,27,30
