SUA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
3000,0,0,0,23,43,6394,141,82,12,11,13,10,11,6,297,6973,1068,18,16,3,0,0,4,0,0,121,1230,401,0,4,0,0,0,0,0,0,42,452,223,0,3,0,0,0,0,0,0,36,259,7,0,0,0,0,0,0,0,0,0,6,629,0,4,0,0,0,0,0,0,75,722,9,0,0,0,0,0,0,0,0,16,24,1705,19,23,3,0,0,7,0,3,208,1968,42112,4876,5386,1102,994,905,807,921,660,2537,60302,6965,1579,4117,817,1032,992,1135,1311,839,1054,19835,944,154,369,79,133,181,289,627,364,654,3796,101,10,32,3,8,9,7,6,16,52,256,8009,1745,4521,905,1170,1190,1432,1946,1217,1752,23886,149,12,13,3,7,0,6,15,19,458,684,50272,6631,9920,2005,2170,2091,2248,2883,1893,4749,84869
3001,0,0,0,110,217,22495,878,651,96,119,92,93,82,39,1049,25603,4907,136,91,14,16,13,12,17,6,511,5717,1680,33,17,12,3,11,3,0,0,137,1889,1186,55,30,11,6,3,9,3,4,169,1477,27,0,0,0,0,0,0,0,0,28,56,2891,89,49,21,14,15,13,6,10,327,3419,62,3,3,0,0,0,0,0,0,137,203,7854,222,145,32,28,28,21,22,17,976,9338,164170,37768,45727,9304,9174,7349,6172,5945,3529,8304,297439,70373,31506,57617,10788,12170,13460,13679,13817,8779,5955,238142,13362,3578,6526,1462,2000,3008,2938,3955,3955,3432,44221,646,227,405,73,79,101,82,124,90,205,2039,84380,35310,64552,12325,14253,16574,16695,17902,12822,9589,284396,409,54,117,20,24,30,30,32,37,1261,2012,248961,73130,110395,21654,23441,23955,22898,23873,16389,19156,583847
3002,0,0,0,4,13,883,25,18,0,3,0,4,0,0,42,971,207,0,0,0,0,0,0,0,0,27,238,42,0,0,0,0,0,0,0,0,4,47,8,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,3,61,0,0,0,0,0,0,0,0,0,5,5,266,0,3,0,0,0,0,0,0,36,307,3976,433,479,87,101,92,67,107,47,215,5589,719,170,468,71,100,113,119,180,104,101,2157,85,20,41,8,19,20,41,89,58,97,474,11,0,3,0,0,0,0,0,6,4,28,819,193,505,78,119,135,164,269,172,199,2661,12,0,3,0,0,0,0,0,3,21,44,4812,627,985,163,215,229,228,377,223,438,8295
3003,0,0,0,0,10,1297,46,42,10,3,3,3,8,3,55,1462,239,14,4,0,0,3,0,0,0,28,283,81,0,3,0,0,0,0,0,0,9,87,39,5,0,3,0,4,0,0,0,3,50,0,0,0,0,0,0,0,0,0,3,4,120,3,7,3,0,4,0,0,0,11,142,3,0,0,0,0,0,0,0,0,0,9,363,16,6,3,0,3,0,0,0,37,434,11026,2107,2373,498,455,414,334,329,256,617,18397,3646,1506,2945,542,620,596,530,545,327,369,11624,436,175,360,135,110,177,172,158,201,214,2144,49,7,24,4,4,3,7,3,3,6,109,4129,1686,3323,681,733,775,710,708,530,588,13876,31,0,3,0,3,0,7,3,4,27,83,15184,3792,5697,1183,1188,1193,1046,1037,794,1231,32351
3004,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,432,131,235,92,60,29,22,17,14,35,1075,63,88,275,33,54,51,47,24,14,19,667,3,6,3,0,0,3,6,6,4,18,48,0,3,0,0,0,0,0,0,0,0,4,69,96,272,38,57,48,52,30,17,35,722,0,0,0,0,0,0,0,0,0,4,7,503,226,507,130,124,83,74,47,34,76,1800
3005,0,0,0,0,0,206,7,3,0,0,0,0,0,0,8,226,34,0,0,0,0,0,0,0,0,12,46,11,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,11,62,2132,409,747,208,226,204,133,95,41,106,4303,374,198,827,217,256,196,200,155,71,58,2541,29,6,23,14,12,12,16,25,35,21,189,6,4,6,0,6,0,3,0,0,4,35,403,209,853,230,272,210,224,178,114,78,2768,10,0,0,0,3,0,0,0,0,3,19,2542,616,1606,432,501,411,358,270,154,190,7083
3006,0,0,0,14,66,9754,534,347,39,44,47,37,35,32,533,11398,2585,116,52,12,8,3,6,11,9,366,3156,611,20,7,0,0,0,0,0,0,111,756,208,10,10,0,0,0,0,0,0,37,273,9,0,0,0,0,0,0,0,0,8,14,828,30,17,0,0,0,3,0,3,152,1042,25,0,0,0,0,0,0,0,0,18,41,3440,145,68,13,9,3,9,11,5,541,4247,60262,14261,17680,3385,3276,2711,2428,2180,1406,3640,111230,16954,6330,9949,1727,2086,2345,2940,2665,1525,1507,48026,2185,706,1018,234,322,440,545,719,645,681,7480,155,46,54,14,13,17,18,21,7,41,393,19293,7072,11014,1973,2417,2801,3500,3406,2177,2235,55904,156,19,28,6,0,9,9,11,7,169,419,79715,21358,28726,5366,5693,5522,5944,5599,3589,6047,167551
3007,0,0,0,0,0,197,5,4,0,0,0,0,5,0,7,219,40,0,0,0,0,0,0,0,0,4,41,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,47,3,0,0,0,0,0,0,0,10,55,1070,131,144,18,30,28,14,16,0,44,1489,175,52,74,19,12,20,14,16,9,10,397,16,3,4,10,6,9,0,7,6,0,56,0,0,0,0,0,3,0,0,0,0,10,193,51,83,24,17,28,14,19,14,12,458,0,0,0,0,0,0,0,0,0,3,5,1264,189,225,41,41,58,24,35,13,58,1960
3008,0,0,0,8,16,1271,56,20,4,6,0,6,0,0,54,1415,264,11,3,0,0,0,0,0,0,28,308,49,4,0,0,0,0,0,0,0,4,57,6,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,60,4,0,0,0,0,0,0,0,10,71,4,0,0,0,0,0,0,0,0,9,10,325,19,3,0,0,0,3,0,0,46,392,5335,599,614,93,100,69,73,86,36,228,7237,794,183,333,59,55,41,62,51,23,50,1647,42,14,12,3,3,9,12,6,6,16,121,15,0,0,0,0,0,0,0,0,0,20,853,191,349,59,55,51,76,54,29,71,1792,29,0,3,0,0,0,0,0,0,21,51,6218,793,963,157,155,112,143,135,73,323,9075
3009,0,0,0,0,0,62,0,0,0,0,0,0,0,0,8,69,14,0,0,0,0,0,0,0,0,3,16,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,11,27,412,38,47,9,10,0,7,3,0,39,572,54,26,81,12,17,18,16,17,7,7,248,7,0,6,0,0,0,0,3,3,3,28,0,0,0,0,0,0,0,0,0,0,0,55,31,86,17,17,18,16,18,6,11,273,0,0,0,0,0,0,0,0,0,3,4,471,67,134,25,29,16,26,23,6,51,849
3010,0,0,0,3,0,419,9,17,0,4,4,3,0,0,18,473,97,9,0,0,0,0,0,0,0,10,111,33,0,0,0,0,0,0,0,0,4,35,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,6,57,0,0,0,0,0,0,0,0,0,0,0,150,9,0,0,0,0,0,0,0,18,170,3384,730,1183,325,285,144,107,71,55,181,6468,684,392,1586,288,356,218,248,159,79,66,4081,60,17,81,6,21,12,26,44,33,24,328,4,0,14,3,6,3,5,0,0,0,32,747,412,1687,299,382,232,275,203,111,99,4448,7,0,0,0,0,0,3,0,0,14,21,4144,1138,2873,626,668,377,382,275,164,290,10932
3011,0,0,0,0,0,224,4,0,0,0,0,0,0,0,14,251,64,0,4,0,0,3,0,0,0,11,81,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,78,0,4,0,0,3,0,0,0,17,94,1446,97,77,11,15,11,20,8,6,77,1778,186,33,84,8,13,5,8,19,6,20,386,5,5,5,0,0,4,3,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,190,35,88,14,13,11,14,17,13,18,417,3,0,0,0,0,0,0,0,0,39,44,1642,135,167,23,27,19,37,31,19,135,2234
3012,0,0,0,0,0,88,3,3,0,0,0,0,4,3,0,99,13,0,0,0,0,0,0,0,0,3,14,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,24,740,161,289,123,129,76,58,42,37,72,1713,253,105,363,86,121,86,66,41,31,31,1181,15,0,5,0,8,8,6,7,7,10,66,4,0,3,0,0,0,0,0,0,0,11,271,113,374,85,131,91,71,47,31,40,1255,4,3,0,0,0,0,0,0,0,0,11,1014,275,660,208,262,165,123,87,70,118,2986
3013,0,0,0,5,5,231,0,6,0,3,3,0,0,0,33,279,56,0,0,0,0,0,0,0,0,11,71,5,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,12,87,2134,355,517,112,120,71,64,61,43,151,3622,425,328,1164,174,231,225,162,188,75,77,3058,36,60,225,35,96,39,14,51,38,40,628,0,0,5,0,0,0,5,0,3,0,16,463,389,1400,207,328,267,181,238,114,120,3703,5,0,7,0,0,0,0,0,0,45,56,2599,744,1915,319,444,340,240,303,164,310,7380
3014,0,0,0,22,48,4870,298,167,15,19,17,12,13,7,186,5611,1368,51,33,6,0,7,0,3,0,187,1652,259,8,3,0,0,0,0,3,0,34,301,44,3,3,0,0,0,0,0,0,8,57,3,0,0,0,0,0,0,0,0,8,10,305,8,3,0,0,0,0,3,0,47,371,23,0,0,0,0,0,0,0,0,36,58,1693,59,37,3,3,7,0,6,0,269,2082,28715,6117,7527,1239,1279,1076,878,929,459,1375,49603,4104,1221,2504,392,563,570,626,631,377,305,11300,222,64,114,33,39,56,83,123,104,96,933,36,11,17,0,5,7,0,0,0,11,97,4358,1300,2631,424,606,635,707,760,490,422,12329,88,13,13,3,4,0,0,3,0,87,211,33162,7429,10176,1664,1896,1713,1589,1683,949,1883,62145
3015,0,0,0,0,3,803,32,22,6,3,7,0,3,0,37,911,239,9,10,0,0,0,0,0,0,25,282,38,3,0,0,0,0,0,0,0,5,55,11,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,52,7,0,0,0,0,0,0,0,13,65,3,0,0,0,0,0,0,0,0,11,8,297,13,10,0,0,0,0,0,0,42,357,5365,944,1048,185,211,198,154,146,71,253,8583,1003,857,1957,341,420,614,495,534,349,158,6718,86,63,163,35,69,103,123,144,125,62,970,13,8,14,0,5,3,3,7,0,3,54,1106,923,2134,375,492,720,617,686,471,222,7748,12,3,4,0,0,0,0,3,0,11,38,6481,1873,3183,564,703,921,773,833,549,490,16366
3016,0,0,0,4,4,1035,28,17,0,7,0,5,11,0,59,1158,208,3,8,0,0,0,0,0,0,23,247,62,5,0,0,0,0,0,0,0,8,75,33,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,3,3,96,3,0,0,0,0,0,0,0,14,119,0,0,0,0,0,0,0,0,0,0,0,309,9,8,0,0,0,0,0,0,35,369,8464,1542,2078,423,424,325,302,295,197,431,14485,1979,942,2559,493,458,441,469,469,256,187,8257,231,43,159,47,44,100,76,137,73,122,1038,18,10,17,0,3,3,4,6,0,12,82,2232,1002,2732,537,506,548,547,616,338,321,9371,9,6,6,0,0,0,0,3,0,69,91,10707,2554,4811,960,934,870,853,913,532,818,23949
3017,0,0,0,0,0,125,0,0,0,0,0,0,0,0,3,129,24,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,28,602,66,64,22,20,25,9,4,6,33,843,113,26,92,6,29,27,25,15,8,23,360,8,6,10,0,0,3,0,3,0,7,46,3,0,3,3,4,0,0,0,0,0,10,122,36,104,14,31,29,26,18,14,26,416,0,0,0,0,0,0,0,0,0,0,4,729,105,162,31,46,49,31,23,17,63,1259
3018,0,0,0,0,0,155,6,7,0,3,0,0,0,0,8,178,48,3,0,0,0,0,0,0,0,8,66,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,58,3,0,0,0,0,0,0,0,11,75,1042,182,238,38,78,38,28,31,20,57,1746,134,41,87,7,17,15,32,19,7,24,382,10,3,7,0,3,0,3,3,0,9,39,0,0,0,0,0,0,0,0,0,0,4,151,43,97,7,20,15,32,23,13,30,429,0,0,0,0,0,0,0,0,0,3,4,1197,226,330,45,97,48,65,50,28,84,2184
4000,0,0,0,7,27,2828,25,15,0,3,3,0,3,0,128,3015,596,7,4,0,0,0,0,0,0,45,652,170,0,4,0,0,0,0,0,0,13,188,45,0,0,0,0,0,0,0,0,8,55,0,0,0,0,0,0,0,0,0,0,5,216,0,4,0,0,0,0,0,3,24,254,7,0,0,0,0,0,0,0,0,9,10,813,7,4,0,0,0,0,0,3,74,912,16540,1032,1346,212,228,189,177,161,117,823,20817,2258,398,1031,265,289,300,271,312,192,235,5554,339,54,146,53,117,71,62,125,84,114,1172,35,6,13,0,3,3,0,11,0,17,85,2628,455,1183,318,409,378,339,450,281,367,6807,50,3,0,3,0,0,0,3,0,155,219,19217,1493,2529,528,635,568,512,605,403,1350,27840
4001,0,0,0,78,213,28151,343,252,66,37,39,37,30,27,1053,30037,6123,42,26,6,8,0,4,0,0,513,6723,3142,15,13,4,0,0,0,0,0,207,3377,2444,29,36,3,0,8,3,0,0,221,2744,51,0,0,0,0,0,0,0,0,19,72,5638,48,51,9,3,4,6,0,0,443,6195,65,0,0,0,0,0,0,0,0,90,150,11821,88,76,15,11,7,9,3,0,1039,13073,108730,10351,14830,2572,2961,2159,1969,1922,1203,4073,150767,52226,14528,35376,6152,7152,8054,8254,9263,5062,3408,149470,14232,2205,4559,1193,1586,2113,2179,2775,2703,2069,35609,551,113,215,37,43,56,47,72,58,139,1331,67007,16845,40152,7385,8780,10218,10481,12109,7823,5609,186416,382,33,43,3,3,4,10,9,15,520,1022,176119,27231,55023,9960,11744,12384,12456,14040,9042,10206,338203
4002,0,0,0,0,0,316,3,3,0,0,0,0,0,0,18,350,74,0,0,0,0,0,0,0,0,5,83,47,0,0,0,0,0,0,0,0,8,52,8,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,7,65,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,16,143,1333,113,112,16,26,16,23,40,6,78,1764,369,69,244,43,34,98,54,39,17,43,1012,33,8,82,20,3,32,19,19,8,21,238,0,0,3,0,0,0,0,0,0,3,8,400,77,326,59,44,132,74,53,21,69,1261,3,0,0,0,0,0,0,0,0,0,7,1736,188,442,78,67,150,100,92,28,146,3025
4003,0,0,0,6,5,194,0,0,0,0,0,0,0,0,10,208,44,0,0,0,0,0,0,0,0,0,48,21,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,73,726,72,117,16,20,32,7,14,12,39,1058,196,74,350,69,79,73,132,91,36,47,1139,37,21,73,8,16,18,71,132,69,88,531,0,0,3,0,0,3,0,0,0,0,7,228,93,426,81,93,93,201,223,100,140,1679,0,0,0,0,0,0,0,0,0,66,70,963,166,538,99,109,131,206,236,113,237,2801
4004,0,0,0,0,3,77,0,0,0,0,0,0,0,0,3,87,28,0,0,0,0,0,0,0,0,0,34,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,3,44,440,12,28,3,0,0,8,3,3,20,525,87,30,91,14,13,14,19,23,3,8,310,7,0,6,0,3,0,4,8,4,5,38,0,0,0,0,0,0,0,0,0,0,3,93,30,100,13,17,13,25,26,7,13,348,4,0,0,0,0,0,0,0,0,43,44,540,47,128,20,18,17,28,33,9,77,920
4005,0,0,0,3,5,153,0,0,0,0,0,0,0,0,8,159,36,0,0,0,0,0,0,0,0,0,36,11,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,51,689,48,67,12,20,3,6,16,6,27,898,147,25,72,14,20,17,11,12,6,11,332,20,0,3,0,0,0,0,3,0,3,34,0,0,0,0,0,0,0,0,0,0,0,171,29,69,14,20,18,12,13,9,16,363,3,0,0,0,0,0,0,0,0,19,24,861,73,137,28,39,18,17,27,20,62,1290
4006,0,0,0,0,0,162,0,0,0,0,0,0,0,0,8,164,29,0,0,0,0,0,0,0,0,4,35,11,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,9,56,513,24,53,16,10,8,7,0,3,32,660,147,33,71,26,23,30,15,19,4,23,371,26,3,4,3,3,0,7,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,172,35,72,23,20,31,19,21,4,24,424,7,0,0,0,0,0,0,0,0,0,8,685,61,125,37,31,40,27,19,3,54,1085
4007,0,0,0,0,12,1025,11,7,3,0,0,0,0,0,37,1088,282,0,5,0,0,0,0,0,0,26,312,35,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,4,41,3,0,0,0,0,0,0,0,0,0,3,324,0,5,0,0,0,0,0,0,33,360,3825,120,140,23,34,15,8,20,3,154,4356,318,37,52,10,28,12,10,11,0,17,496,17,0,0,0,3,0,3,3,0,6,34,6,0,4,0,0,0,0,0,0,0,10,339,39,54,10,29,12,12,16,3,27,539,20,0,0,0,0,0,0,0,0,3,25,4186,157,195,37,67,29,27,36,6,192,4921
4008,0,0,0,3,8,552,0,3,0,0,0,0,0,0,28,588,133,0,0,0,0,0,0,0,0,18,153,25,0,0,0,0,0,0,0,0,4,31,10,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,5,47,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,24,196,2610,55,74,20,16,11,14,14,4,118,2932,355,68,274,50,57,56,31,44,12,26,969,51,0,3,0,4,0,6,3,0,10,76,6,0,3,0,0,0,0,0,0,5,13,407,67,280,50,58,54,42,49,14,40,1062,16,0,0,0,0,0,0,0,0,3,15,3032,124,360,72,77,69,48,60,17,155,4008
5000,0,0,0,23,48,2792,77,29,4,4,8,8,6,0,135,3064,532,10,9,3,3,3,3,0,0,43,597,127,0,0,0,0,0,0,0,0,3,128,32,0,0,0,0,0,0,0,0,4,46,3,0,0,0,0,0,0,0,0,0,3,159,3,0,0,0,0,0,0,0,12,183,5,0,0,0,0,0,0,0,0,8,18,698,11,11,3,3,3,6,3,0,60,795,24204,2942,3846,857,1084,673,552,461,282,1456,36360,2808,928,2540,574,699,687,601,690,395,471,10394,277,62,257,45,81,80,103,207,169,200,1476,54,7,20,3,3,12,3,3,4,23,134,3140,994,2814,624,779,779,708,895,569,699,12007,86,8,23,0,3,4,0,6,6,1050,1180,27429,3950,6686,1486,1870,1454,1261,1361,852,3205,49555
5001,0,0,0,0,10,656,7,4,0,4,0,5,0,0,30,708,207,4,0,0,0,0,0,0,0,23,238,51,0,0,0,0,0,0,0,0,3,56,9,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,8,69,4,0,0,0,0,0,0,0,0,0,7,267,4,0,0,0,0,0,0,0,38,313,3538,273,362,62,88,47,48,32,18,145,4625,439,157,479,49,91,81,38,51,31,52,1470,30,9,34,5,8,24,14,10,8,28,170,3,0,3,0,0,0,0,3,0,3,12,470,166,514,54,97,108,59,66,43,85,1652,12,0,0,0,0,0,0,0,0,69,89,4020,443,872,117,185,159,105,100,66,297,6360
5002,0,0,0,0,0,40,3,5,0,0,0,0,0,0,0,50,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,732,109,241,42,75,37,34,31,13,65,1391,115,49,236,59,47,49,61,79,36,40,771,6,0,8,3,4,3,10,24,8,10,82,0,0,0,0,0,0,0,0,0,0,7,127,54,248,62,50,48,71,105,43,53,858,3,0,0,0,0,5,0,0,0,8,20,862,161,489,107,128,91,103,137,64,131,2267
5003,0,0,0,3,3,792,18,22,5,4,3,0,0,0,29,876,246,7,3,4,0,0,0,0,0,24,284,69,0,0,0,0,0,0,0,0,6,70,29,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,3,98,0,0,0,0,0,0,0,0,4,108,3,0,0,0,0,0,0,0,0,0,3,346,11,5,4,0,0,0,0,0,26,394,5927,1015,1690,376,385,278,181,186,55,293,10382,874,375,1270,238,279,354,265,211,87,98,4040,99,9,56,8,12,35,30,50,46,48,398,9,4,10,0,3,0,0,8,7,9,50,986,388,1330,247,295,386,294,269,133,153,4490,8,0,5,0,0,0,4,0,0,44,67,6929,1404,3024,618,680,670,478,454,190,488,14938
