SUA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
4003,96,3,0,0,0,103,81,7,0,0,0,87,65,3,0,0,0,67,151,13,0,0,3,169,208,12,0,0,0,228,572,10,0,0,4,584,342,8,0,0,6,348,170,0,0,0,0,176,45,0,0,0,0,44,21,0,0,0,0,21,17,0,0,0,0,17,60,0,0,0,0,63,1834,57,3,3,15,1913
4004,64,3,0,0,0,67,46,3,0,0,0,50,47,3,4,0,0,57,128,8,3,0,0,137,169,6,0,0,0,180,329,17,0,0,4,350,252,5,0,0,0,259,160,4,0,0,0,165,50,0,0,0,0,54,38,0,0,0,0,36,6,4,0,0,0,9,46,3,0,0,0,54,1331,66,7,3,9,1415
4005,76,6,0,0,3,80,51,3,0,0,0,63,59,3,3,0,0,69,109,9,0,3,3,127,162,15,3,3,0,184,455,28,3,3,3,490,410,17,0,0,0,423,290,10,0,3,0,308,85,3,0,0,0,92,63,3,0,0,0,61,28,0,0,0,0,26,68,3,0,0,0,69,1864,102,14,11,14,2001
4006,87,13,0,0,0,101,106,9,0,0,0,114,105,11,0,0,0,117,219,15,0,0,0,232,225,9,0,0,0,236,444,5,0,0,3,454,211,4,0,0,0,218,124,4,0,0,0,127,39,0,0,0,0,41,22,0,0,0,0,23,11,0,0,0,0,11,68,4,0,0,0,74,1666,69,0,0,8,1740
4007,209,5,0,0,0,223,141,3,0,0,0,148,122,4,0,0,0,124,179,7,8,0,0,189,243,10,3,0,3,257,586,15,3,0,0,606,486,4,0,0,3,495,304,5,3,0,6,317,91,0,0,0,0,93,62,0,0,0,0,62,47,0,0,0,0,47,92,4,0,0,0,93,2566,60,13,3,12,2652
4008,74,39,4,0,0,112,48,68,0,0,0,120,60,61,0,0,0,122,111,149,0,0,0,269,160,159,0,0,0,323,466,222,4,3,4,707,424,50,0,3,0,481,380,27,0,0,0,411,104,6,0,0,0,107,73,9,0,0,0,83,22,5,0,0,0,24,84,29,3,0,0,117,2016,836,17,9,12,2884
5000,1781,3,3,22,25,1836,957,3,4,13,11,986,831,8,3,11,4,859,1490,14,0,10,3,1526,1734,11,6,13,17,1785,4229,43,9,32,14,4326,3887,13,9,33,21,3967,4682,14,9,45,35,4786,2179,13,6,24,16,2238,2090,3,3,21,18,2135,1178,10,6,16,12,1221,1354,12,0,21,13,1393,26391,143,55,260,191,27050
5001,179,4,0,0,0,184,119,3,0,0,0,127,79,9,0,3,0,91,153,4,0,0,0,157,203,0,0,0,0,210,673,12,0,0,3,692,750,6,0,0,3,761,878,14,0,0,3,897,302,3,0,0,0,311,179,3,0,0,0,185,92,0,0,0,0,92,156,0,0,0,0,159,3775,58,3,6,17,3855
5002,38,0,0,0,0,38,5,0,0,0,0,8,13,0,0,0,0,11,17,0,3,0,0,22,21,0,3,3,0,28,78,5,0,3,0,85,93,5,3,0,0,101,173,9,15,4,0,194,197,3,10,4,0,208,249,8,0,6,3,255,142,0,0,4,3,143,63,0,0,0,0,72,1080,34,31,19,8,1180
5003,386,26,6,0,3,423,187,10,0,0,0,200,161,11,0,0,0,171,322,15,3,3,0,340,453,28,3,3,0,483,1386,105,6,0,4,1503,1996,83,9,0,5,2099,2805,52,9,5,3,2869,1072,20,3,0,0,1094,635,23,4,0,3,669,285,8,0,0,0,294,352,12,6,0,0,372,10033,393,48,18,14,10506
5004,247,3,0,0,0,255,70,4,0,0,0,81,72,8,0,0,0,84,140,6,0,0,3,152,181,7,0,0,0,188,557,18,0,0,0,577,705,22,0,4,0,728,1144,37,3,4,0,1183,518,10,0,3,4,534,382,3,0,3,3,390,176,5,0,3,0,184,184,6,0,0,0,192,4382,122,3,21,15,4546
5005,53,0,0,0,0,57,27,0,0,0,0,33,30,0,0,0,0,30,46,0,0,0,0,44,92,0,0,0,0,90,215,3,3,0,0,224,211,3,3,0,4,221,299,3,0,3,0,310,129,0,0,0,0,133,102,0,0,0,0,103,39,0,0,0,0,41,67,0,0,0,0,67,1316,16,7,6,9,1355
5006,157,14,0,0,0,171,111,3,0,0,0,113,95,3,0,3,0,102,176,6,0,4,0,187,250,20,0,8,0,274,686,30,0,7,4,731,811,31,3,3,0,852,1003,29,0,6,0,1035,541,11,0,4,0,557,335,10,3,3,0,352,148,12,0,4,0,166,149,5,4,0,0,161,4468,171,11,46,7,4700
5007,81,6,0,0,0,87,33,0,0,0,0,34,50,3,0,0,0,54,109,8,0,0,0,122,164,21,0,0,0,184,614,61,3,0,0,675,721,61,3,0,0,786,1066,52,4,0,0,1122,445,20,0,0,0,467,313,6,0,0,0,322,133,0,0,0,0,140,149,11,0,0,0,164,3877,247,15,7,5,4151
5008,16,3,0,0,0,22,5,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0,0,11,8,7,0,0,0,14,39,6,0,0,0,45,70,7,0,0,0,74,141,7,0,0,0,146,83,5,0,0,0,91,138,5,0,0,0,146,128,6,0,0,0,134,23,3,0,0,0,22,666,52,8,3,3,728
5009,11135,1422,365,15,20,12955,4195,580,137,9,12,4922,3755,456,119,4,10,4339,6578,866,255,15,6,7718,8559,1140,327,13,14,10055,25674,3706,1254,32,41,30704,33637,5397,1650,46,60,40789,60262,7801,1973,54,100,70177,35274,3576,868,23,74,39814,27655,2855,689,32,69,31290,18136,1726,459,29,51,20396,8983,957,242,10,14,10205,243848,30466,8343,257,455,283365
5010,8,0,3,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,8,0,3,0,0,13,27,3,0,0,0,37,30,3,0,0,0,41,55,0,5,0,0,65,36,0,0,0,0,37,93,3,0,0,0,97,73,0,0,0,0,77,18,0,0,0,0,22,369,17,13,3,0,404
5011,78,0,0,0,0,78,32,0,0,0,0,29,21,0,0,0,0,24,45,0,0,0,0,49,48,0,0,0,0,54,160,5,0,0,0,164,304,6,0,0,0,317,692,19,0,0,8,716,376,3,0,0,0,378,186,4,0,0,0,187,86,0,0,0,0,84,91,0,0,0,0,89,2109,47,3,7,5,2170
6000,1292,3,0,9,10,1312,1048,0,4,9,7,1069,981,3,3,8,3,999,1725,5,9,13,10,1762,2158,14,3,10,12,2198,4554,10,14,11,11,4608,3320,10,6,12,14,3365,2151,4,3,17,11,2184,646,4,0,3,4,656,426,0,0,3,0,429,278,0,0,3,7,288,845,4,3,11,6,869,19417,68,45,114,100,19746
6001,174,3,0,0,0,176,132,0,0,0,0,139,167,3,0,0,0,174,280,3,3,0,0,284,443,6,0,0,0,453,970,3,0,0,0,974,539,3,0,0,0,546,294,3,0,0,0,294,87,0,0,0,0,91,47,0,0,0,0,50,28,0,0,0,0,30,111,0,0,0,0,112,3275,29,10,3,4,3315
6002,155,5,0,0,0,160,150,3,0,0,0,160,140,3,3,0,0,148,243,10,0,0,0,253,401,15,3,0,0,417,1038,13,0,0,0,1047,665,4,0,0,0,668,360,3,0,0,0,365,87,0,0,0,0,87,58,0,0,0,0,63,27,0,0,0,0,27,107,3,0,0,0,109,3432,49,8,8,8,3502
6003,1371,43,56,7,0,1475,846,25,28,0,0,906,720,29,31,0,0,781,1422,62,52,4,7,1547,1939,81,117,4,3,2144,5398,163,207,13,17,5792,5398,135,145,9,7,5691,4501,82,75,8,6,4675,1504,38,26,0,0,1566,1104,31,15,3,0,1151,602,20,14,4,4,639,797,22,31,6,0,853,25592,719,791,54,48,27207
6004,438,22,20,0,0,479,340,19,13,0,0,372,298,13,9,0,0,315,686,30,20,0,0,732,1037,43,44,0,3,1127,2687,96,66,5,8,2857,2090,66,24,3,7,2190,1318,46,15,4,6,1382,379,17,8,0,0,404,283,13,6,3,0,309,150,4,0,0,0,153,330,10,4,0,0,345,10037,367,226,22,28,10678
6005,102,4,0,0,0,108,70,0,0,0,0,72,66,3,0,0,0,67,147,3,0,0,0,159,188,8,0,0,0,196,467,5,3,7,0,481,311,8,0,0,0,319,196,0,0,0,0,197,53,0,0,0,0,53,46,0,0,0,0,46,15,0,0,0,0,15,56,0,0,0,0,56,1717,32,3,6,6,1768
7000,100,0,0,9,0,105,60,0,0,0,0,61,62,0,0,3,0,64,107,0,7,0,3,114,129,0,3,6,0,130,391,4,0,16,4,410,460,3,4,16,6,485,587,3,5,14,7,616,417,0,0,10,9,437,536,0,0,5,7,555,267,3,0,7,4,272,170,0,0,7,5,185,3269,12,28,84,44,3445
7001,46,11,0,0,0,59,26,3,0,0,0,30,16,12,0,0,0,32,41,18,0,7,0,69,86,31,0,8,0,122,233,100,14,15,0,358,358,134,12,11,0,521,594,132,3,26,3,758,348,35,3,18,0,402,248,17,0,9,0,279,113,11,0,3,0,129,86,7,0,10,0,103,2199,504,30,106,7,2855
7002,283,37,66,0,3,392,127,13,21,0,0,166,99,11,20,0,0,136,185,20,45,7,3,254,268,37,80,4,0,386,875,136,232,12,0,1259,1053,182,303,5,0,1548,1979,266,499,19,0,2760,1799,142,259,7,6,2220,1849,88,190,7,3,2139,1013,38,94,6,3,1161,435,44,58,0,3,537,9971,1021,1872,61,32,12948
8000,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,7,12,0,0,0,0,12,29,0,0,0,0,29,17,0,0,0,0,17,25,0,0,0,0,25,12,0,0,0,0,12,7,0,0,0,0,7,124,0,0,0,0,129
8001,2087,330,147,0,3,2573,801,115,54,0,0,970,663,102,68,0,0,834,1084,242,121,3,0,1462,1490,325,210,0,0,2027,4185,983,743,3,3,5918,5516,1815,1242,0,10,8587,11528,2499,1234,5,7,15272,7403,880,407,4,9,8707,6505,676,307,0,3,7494,3623,297,174,0,0,4097,1470,214,110,0,3,1803,46356,8487,4813,31,44,59734
9000,18,0,0,0,0,17,9,0,0,0,0,9,9,0,0,0,0,9,13,0,0,0,0,12,20,0,0,0,0,25,59,0,3,0,0,65,54,0,3,0,0,57,42,3,0,0,0,46,19,0,0,0,0,19,14,0,0,0,0,11,11,0,0,0,0,9,13,0,0,0,0,13,279,11,11,0,3,299
