SUA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
4006,408,3,0,0,3,0,408,5,36,0,0,36,0,44,0,4,3,0,5,0,5,0,0,0,0,0,0,0,5,40,3,0,37,0,45,0,0,0,0,0,0,5,418,41,3,0,42,0,459,430,0,0,0,0,0,433,11,26,0,0,26,0,38,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,33,0,0,33,0,39,0,0,0,0,0,4,7,446,30,0,0,30,4,479,273,0,0,0,3,0,276,3,9,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,17,0,0,0,0,0,0,0,274,16,0,0,12,0,291,170,0,0,0,0,0,172,4,13,0,0,13,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,0,0,11,0,16,0,0,0,0,0,0,0,172,16,0,0,16,0,187,256,5,0,0
4007,622,13,0,0,13,3,632,22,20,0,0,20,0,35,0,0,0,0,0,0,3,6,0,0,0,0,0,4,24,22,0,0,22,0,43,0,0,0,0,0,3,3,645,31,0,0,31,3,679,699,7,0,0,10,0,707,21,10,0,0,10,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,11,0,0,11,0,34,0,0,0,0,0,0,0,720,18,0,0,20,0,742,395,3,0,0,8,0,402,12,5,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,8,0,23,0,0,0,0,0,0,0,414,7,3,0,10,0,425,247,0,0,0,0,0,252,11,12,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,12,0,22,0,0,0,0,0,0,0,258,11,0,0,11,0,271,325,6,0,0
4008,682,3,0,0,3,0,686,31,57,0,0,56,0,87,0,0,3,0,3,0,3,0,0,0,0,0,0,0,31,58,3,0,62,0,88,3,0,0,0,0,0,3,715,63,3,0,62,0,779,756,6,0,0,6,0,766,22,57,0,0,57,0,79,0,0,3,0,3,0,3,0,0,0,0,0,0,0,22,61,3,0,60,0,78,0,0,0,0,0,0,4,777,67,3,0,73,6,851,438,0,0,0,0,0,445,14,35,0,0,40,0,53,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,37,3,0,41,0,56,0,0,0,0,0,0,0,453,39,3,0,38,3,498,277,3,0,0,3,0,281,7,21,0,0,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,24,0,34,0,0,0,0,0,0,0,288,25,0,0,27,0,316,400,8,0,0
5000,9965,145,3,0,146,38,10145,401,983,29,8,1015,4,1427,10,50,48,0,100,0,108,0,3,4,11,17,0,19,415,1035,81,17,1133,6,1554,30,0,0,0,0,44,68,10403,1178,86,20,1277,88,11772,10955,182,0,0,182,27,11169,322,970,21,0,996,3,1317,7,50,56,0,106,0,107,0,5,0,11,16,0,16,327,1024,86,11,1111,3,1444,40,0,0,0,4,37,82,11321,1206,86,11,1297,72,12692,6025,73,0,0,73,17,6123,173,532,17,3,557,3,734,7,17,30,0,46,0,50,0,4,0,6,12,0,13,179,553,46,12,610,3,792,28,0,0,0,0,24,48,6235,631,46,13,688,45,6967,3325,52,0,0,50,13,3388,84,325,12,0,334,0,423,3,14,19,0,33,0,36,0,3,0,8,7,0,9,86,340,27,8,377,0,462,17,0,0,0,3,11,36,3428,392,35,8,433,26,3885,3791,63,0,0
5001,1121,18,0,0,18,3,1143,54,90,0,0,91,0,145,0,6,8,0,13,0,15,0,0,0,0,0,0,0,52,97,4,0,101,0,158,0,0,0,0,0,0,0,1172,118,4,0,121,4,1301,1246,25,0,0,25,7,1280,55,97,0,0,97,0,149,0,3,14,0,17,0,17,0,0,0,0,0,0,0,55,95,10,0,113,0,163,0,0,0,0,0,0,0,1300,125,10,0,140,11,1443,816,11,0,0,11,0,825,17,52,0,0,58,0,71,3,0,10,0,11,0,10,0,0,0,0,0,0,0,21,57,11,0,68,0,85,0,0,0,0,0,0,0,835,67,11,0,78,0,910,493,9,0,0,9,0,497,12,40,3,0,46,0,56,3,0,7,0,9,0,10,0,0,0,0,0,0,0,16,42,12,0,57,0,70,0,0,0,0,0,0,0,507,52,12,0,64,0,568,618,12,0,0
5002,577,14,0,0,14,0,595,37,58,0,0,65,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,58,0,3,65,0,99,0,0,0,0,0,0,0,618,78,0,3,75,0,697,606,14,0,0,14,0,613,18,35,0,0,40,0,62,0,3,0,0,3,0,3,0,0,0,4,4,0,4,22,39,0,4,43,0,64,0,0,0,0,0,0,3,628,50,0,4,52,0,682,294,5,0,0,5,0,302,15,29,0,0,29,0,38,0,3,0,0,3,0,4,0,0,0,0,0,0,0,12,26,0,0,27,0,47,0,0,0,0,0,0,0,308,31,0,0,38,0,346,158,3,0,0,3,0,157,6,21,0,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,19,0,31,0,0,0,0,0,0,0,165,23,0,0,21,0,194,144,0,0,0
5003,2817,61,0,0,61,3,2881,135,360,9,0,365,0,503,0,24,0,0,25,0,29,0,0,0,4,4,0,4,137,383,9,7,392,0,530,3,0,0,0,0,3,5,2960,441,9,7,457,5,3420,2854,33,0,0,33,3,2890,111,314,3,4,321,4,432,0,15,5,0,20,0,22,0,0,0,0,0,0,0,114,331,6,4,341,4,455,4,0,0,0,0,3,8,2971,361,12,4,379,11,3356,1703,13,0,0,13,4,1723,49,170,0,0,171,0,216,0,7,5,0,8,0,13,0,0,0,0,0,0,3,51,173,7,0,184,0,231,0,0,0,0,0,0,7,1762,187,7,0,195,3,1966,1053,23,0,0,23,3,1076,23,121,0,0,123,0,143,0,3,3,0,7,0,4,0,0,0,0,0,0,0,27,124,3,0,125,0,152,0,0,0,0,0,0,0,1077,140,3,0,142,3,1226,1392,26,0,0
5004,1374,31,0,0,35,3,1413,66,93,0,0,93,0,153,0,8,0,0,12,0,12,0,0,0,0,0,0,0,66,97,8,0,105,0,172,7,0,0,0,0,3,8,1446,132,5,4,137,9,1593,1613,22,3,0,21,3,1639,53,82,0,0,82,0,134,0,4,3,0,9,0,9,0,0,0,0,0,0,0,53,86,5,0,93,0,143,5,0,0,0,0,0,5,1668,110,9,0,113,3,1795,897,16,0,0,16,4,911,27,35,3,0,31,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,3,0,40,0,69,7,0,0,0,0,0,7,933,46,3,0,53,4,983,554,5,0,0,5,3,564,14,16,0,0,15,0,26,0,6,3,0,9,0,9,0,0,0,0,0,0,0,14,19,3,0,20,0,35,0,0,0,0,0,0,0,564,25,3,0,26,0,597,730,7,0,0
5005,442,7,0,0,7,3,452,23,12,0,0,12,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,0,13,0,39,3,0,0,0,0,0,3,467,19,0,0,19,3,492,456,0,0,0,0,0,460,17,14,0,0,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,15,0,24,0,0,0,0,0,0,0,474,10,0,0,10,3,493,292,0,0,0,0,0,295,9,9,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,13,0,0,0,0,0,3,3,304,12,0,0,12,3,313,187,0,0,0,0,0,191,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,0,0,0,0,0,0,0,187,5,0,0,8,0,196,273,0,0,0
5006,1361,31,0,0,26,0,1387,43,143,5,0,150,0,194,0,7,3,0,10,0,14,0,0,0,0,0,0,0,42,153,10,0,158,0,205,0,0,0,0,0,0,4,1402,182,10,0,192,4,1600,1356,11,0,3,17,0,1376,44,162,4,0,165,0,209,0,7,3,0,12,0,9,0,5,0,0,5,0,6,52,174,4,0,180,0,232,0,0,0,0,0,4,6,1413,185,4,3,194,8,1607,753,8,0,0,8,0,764,24,79,0,0,83,0,113,3,4,4,0,6,0,8,3,0,0,0,3,0,3,34,89,4,3,92,0,127,0,0,0,0,0,0,0,783,94,4,3,98,3,883,484,11,0,0,11,0,492,14,49,0,0,49,0,71,3,7,3,0,7,0,9,0,0,0,0,0,0,0,19,56,3,0,59,0,79,3,0,0,0,0,0,3,505,64,3,0,73,0,577,660,14,0,0
5007,1503,19,0,3,25,0,1528,77,232,0,0,230,0,308,0,14,3,0,12,0,12,4,5,0,0,7,0,9,78,245,3,0,253,0,328,0,0,0,0,0,0,0,1575,272,3,4,275,0,1852,1281,32,0,0,33,0,1315,63,264,0,0,269,0,331,0,10,0,0,17,0,17,0,3,0,0,3,0,3,63,280,3,0,289,0,353,3,0,0,0,0,0,3,1345,313,3,3,317,3,1668,636,11,0,0,11,3,651,24,128,3,0,127,0,158,0,7,0,0,10,0,10,0,0,0,0,0,0,0,24,135,4,0,141,0,162,0,0,0,0,0,0,0,662,145,4,0,153,3,815,372,9,0,0,9,0,385,20,77,3,0,82,0,104,0,5,0,0,5,0,5,0,0,0,0,0,0,0,20,83,3,0,90,0,110,0,0,0,0,0,0,3,395,95,3,0,98,3,497,480,10,0,0
5008,995,15,0,0,15,4,1013,63,122,0,0,125,5,193,4,7,0,0,7,0,5,0,0,0,0,0,0,0,73,126,0,0,130,5,204,3,0,0,0,0,0,3,1067,141,0,0,142,10,1218,904,24,0,0,19,3,929,29,116,0,0,118,0,145,0,3,0,0,5,0,12,0,0,0,0,0,0,0,31,125,4,0,125,0,155,3,0,0,0,0,3,6,938,143,3,0,147,3,1094,439,3,0,0,8,0,444,14,62,0,0,61,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,62,0,0,68,0,80,3,0,0,0,0,0,3,451,67,0,0,73,0,524,200,0,0,0,0,0,200,11,36,0,0,36,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,0,36,0,46,0,0,0,0,0,0,3,208,40,0,0,40,3,251,239,7,0,0
5009,60807,2623,36,20,2673,75,63562,5161,21268,727,102,22097,19,27275,116,2430,1279,20,3725,0,3849,49,120,11,49,186,0,236,5324,23824,2017,169,26010,18,31356,83,44,4,5,54,106,238,66217,26485,2057,197,28740,199,95162,61582,2095,20,13,2128,79,63797,4223,17590,630,94,18317,23,22561,92,1929,1258,11,3199,5,3290,42,91,16,43,142,0,183,4358,19607,1897,148,21652,25,26037,113,30,0,0,35,74,221,66059,21736,1920,163,23817,183,90053,34296,1056,16,4,1078,38,35408,2005,8803,328,39,9173,8,11188,47,964,893,13,1869,0,1919,20,52,9,23,86,0,108,2076,9824,1231,70,11130,8,13213,46,11,0,0,16,35,94,36411,10892,1247,78,12218,81,48714,21212,569,12,11,587,24,21823,1237,5254,238,26,5517,0,6757,37,560,580,4,1144,3,1182,9,33,6,8,53,0,59,1274,5853,824,34,6715,8,7993,35,6,0,0,6,20,59,22527,6421,834,43,7307,44,29875,29175,812,9,9
5010,743,10,0,0,10,3,756,43,121,0,0,121,0,167,0,6,0,3,12,0,14,0,0,0,0,0,0,0,45,132,0,3,137,0,177,0,0,0,0,0,3,0,788,142,0,3,146,3,934,638,11,0,0,11,0,654,26,122,0,0,122,0,149,0,4,0,0,4,0,4,0,0,0,0,0,0,0,26,121,0,0,122,0,154,3,0,0,3,3,4,10,672,137,0,3,141,4,821,250,3,0,0,3,3,253,12,61,0,0,61,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,60,0,0,60,0,74,0,0,0,0,0,0,3,262,66,0,0,63,0,335,125,3,0,0,3,0,131,10,33,0,0,33,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,0,0,33,0,47,0,0,0,0,0,0,0,141,37,0,0,41,0,174,164,8,0,0
5011,578,8,0,0,8,3,589,22,31,0,0,32,0,55,0,3,0,0,3,0,3,0,0,0,0,0,0,0,22,32,0,0,33,0,58,0,0,0,0,0,0,4,600,45,0,0,46,0,652,566,8,0,0,8,0,573,17,41,0,0,41,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,44,0,0,44,0,60,0,0,0,0,0,0,0,584,57,0,0,57,0,640,283,3,0,0,3,3,292,11,24,0,0,24,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,0,0,24,0,34,0,0,0,0,0,0,0,295,26,0,0,26,3,321,152,0,0,0,3,0,155,0,10,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,16,0,0,0,0,0,0,0,153,9,0,0,13,0,168,170,3,0,0
6000,5196,41,0,3,46,10,5259,124,93,3,0,101,0,227,3,14,3,0,15,0,15,4,0,0,0,0,0,6,136,106,5,0,112,0,250,19,0,0,0,0,5,26,5348,154,7,6,162,20,5531,6080,42,3,3,44,19,6146,122,82,0,3,79,3,208,4,6,0,0,5,0,4,3,0,0,0,0,0,3,133,84,0,3,86,3,220,26,0,0,0,0,6,27,6236,122,4,3,135,34,6398,3649,33,0,0,33,8,3690,67,53,0,0,54,0,123,0,0,0,0,4,0,4,0,0,0,0,0,0,0,71,54,0,0,54,0,123,15,0,0,0,0,4,22,3733,87,0,0,83,19,3835,2250,13,0,0,18,6,2274,29,35,0,0,39,0,65,0,0,3,0,4,0,4,0,0,0,0,0,0,0,29,36,3,0,38,0,68,15,0,0,0,0,3,23,2298,49,3,0,55,13,2365,2815,17,0,0
6001,967,5,0,0,5,11,982,15,36,0,0,36,0,59,3,3,0,0,3,0,3,0,0,0,0,0,0,0,17,39,0,0,38,0,63,0,0,0,0,0,0,0,989,46,0,0,44,10,1044,960,3,0,0,3,4,965,11,25,0,0,26,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,26,0,42,0,0,0,0,0,0,0,977,30,0,0,31,4,1007,529,4,0,0,4,3,534,8,11,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,16,0,25,0,0,0,0,0,0,0,534,21,0,0,19,3,558,339,0,0,0,0,3,346,3,13,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13,0,12,0,0,0,0,0,0,3,348,9,0,0,14,3,366,498,3,0,0
6002,993,13,0,0,11,0,1005,22,36,0,3,34,0,52,0,0,3,0,3,0,3,0,0,0,0,0,0,0,22,36,3,3,38,0,58,3,0,0,0,0,0,8,1015,44,3,3,54,3,1071,1093,9,0,0,9,3,1105,23,23,0,3,21,0,46,0,0,4,0,6,0,6,0,0,0,0,0,0,0,23,22,3,3,26,0,51,0,0,0,0,0,0,0,1117,30,3,3,37,3,1158,616,0,0,0,3,3,622,5,24,0,0,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,25,0,31,3,0,0,0,0,0,3,632,22,0,0,24,3,661,430,3,0,0,3,0,429,12,12,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,15,0,20,0,0,0,0,0,0,3,440,11,0,0,12,3,454,525,4,0,0
6003,7253,155,3,0,157,14,7421,291,726,20,7,754,4,1046,5,72,62,0,130,0,138,0,0,0,0,0,0,0,297,796,82,7,883,4,1183,3,0,0,0,0,19,19,7553,953,81,7,1042,28,8626,7520,162,3,0,163,10,7696,251,532,28,0,556,3,811,3,62,65,0,126,0,127,0,0,0,0,0,0,0,259,592,89,0,687,3,945,11,0,0,0,0,9,19,7794,755,94,4,847,21,8663,4256,72,0,0,72,4,4335,80,239,14,0,255,0,342,3,37,41,0,81,0,91,0,0,0,0,0,0,0,85,279,59,0,342,0,430,4,0,0,0,0,0,10,4349,355,59,0,413,3,4771,2645,41,0,0,41,7,2691,51,132,14,0,145,0,192,3,15,21,0,37,0,41,3,0,0,0,0,0,3,55,150,33,0,184,0,237,5,0,0,0,0,3,5,2706,190,33,0,227,14,2942,3591,60,3,4
6004,2974,31,0,3,35,3,3006,85,223,7,0,233,0,323,6,41,98,0,139,0,148,0,0,0,0,0,0,0,95,268,108,0,378,0,466,3,0,0,0,0,10,11,3064,294,108,3,405,15,3485,3078,41,0,0,41,3,3122,66,148,13,0,165,0,235,0,27,91,0,119,0,120,0,3,0,0,3,0,3,71,177,106,0,284,0,359,4,0,0,0,0,5,12,3146,219,106,0,325,8,3491,1711,25,0,0,25,3,1738,21,75,4,0,78,0,100,7,15,67,0,80,0,86,0,0,0,0,0,0,0,25,84,70,0,155,0,183,0,0,0,0,0,4,9,1740,111,70,0,185,11,1929,1107,12,0,0,12,3,1123,22,41,3,0,48,0,68,0,9,45,0,51,0,51,0,0,0,0,0,0,0,22,52,44,0,102,0,123,0,0,0,0,0,0,3,1137,65,44,0,113,5,1248,1544,19,0,0
6005,493,4,0,0,4,0,494,5,8,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,7,0,18,3,0,0,0,0,3,3,504,12,0,0,10,3,513,547,3,0,0,3,0,549,6,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,0,14,0,0,0,0,0,3,3,549,5,0,0,7,3,559,335,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,343,176,0,0,0,0,0,176,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,175,0,0,0,0,0,173,258,3,0,0
7000,1743,44,0,0,45,8,1790,123,2075,43,8,2124,3,2246,5,44,79,0,129,0,132,4,3,0,36,39,0,47,134,2124,123,38,2290,3,2420,4,0,0,0,0,42,50,1882,2168,128,42,2334,46,4262,1748,64,0,0,62,3,1816,97,2249,52,4,2309,3,2406,3,45,76,3,122,0,126,0,7,0,29,38,0,40,107,2295,127,38,2464,3,2571,6,0,0,0,0,32,37,1852,2358,132,38,2526,36,4419,837,24,0,0,24,0,865,40,1242,36,4,1277,0,1324,6,28,45,0,72,0,83,3,3,0,23,26,0,26,49,1279,81,26,1376,0,1427,6,0,0,0,0,23,23,896,1298,81,26,1402,20,2316,480,16,0,0,19,3,498,29,777,19,0,798,0,828,0,18,33,0,55,0,55,0,4,0,5,11,0,11,29,803,53,5,866,0,893,0,0,0,0,0,17,23,510,818,53,10,878,22,1409,461,14,0,0
7001,798,40,0,0,40,0,839,59,316,3,3,319,3,385,0,10,0,0,12,0,12,0,3,0,0,3,0,3,62,326,4,3,336,3,400,0,0,0,0,0,3,3,865,365,4,3,370,8,1246,766,39,0,0,41,0,808,39,249,3,0,249,3,293,0,10,0,0,13,0,13,0,0,0,0,0,0,0,39,260,3,0,263,3,303,0,0,0,0,0,6,6,804,300,5,0,304,6,1116,400,15,0,0,15,0,409,18,116,0,0,118,0,133,0,4,0,0,4,0,5,0,0,0,0,0,0,0,21,115,0,0,121,0,140,0,0,0,0,0,3,3,419,129,0,0,131,5,552,249,12,0,0,12,0,265,19,69,0,0,66,0,89,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,68,0,3,70,0,87,0,0,0,0,0,0,0,269,78,0,3,85,0,356,304,3,0,0
7002,4225,183,4,3,191,3,4413,455,1600,46,9,1653,0,2111,11,150,70,0,219,4,233,0,8,0,10,15,0,15,464,1756,115,21,1888,3,2360,6,0,0,0,0,18,21,4696,1939,117,24,2081,21,6794,3639,178,3,0,186,3,3822,305,1262,55,6,1326,4,1639,6,117,78,0,194,0,206,3,7,0,9,10,0,19,317,1382,135,12,1532,8,1857,5,0,0,0,0,14,14,3956,1563,142,14,1716,19,5698,1845,89,7,0,92,3,1938,169,664,31,3,700,0,871,5,61,42,0,103,0,107,3,7,0,5,14,0,15,177,734,73,8,815,0,992,0,0,0,0,0,3,5,2026,819,78,8,905,10,2941,1114,41,3,0,44,4,1163,92,422,23,0,442,0,531,5,35,32,0,70,0,71,0,0,0,3,5,0,4,100,453,57,4,514,0,611,0,0,0,0,0,3,3,1210,499,55,4,559,6,1775,1360,46,0,0
