SUA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
2015,0,0,0,8,0,0,4,5,0,0,0,6,0,0,3,26,0,0,3,0,0,0,10,5,0,0,3,0,4,0,0,24,0,0,3,14,3,3,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,15,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,12,0,28,7,3,4,0,0,3,0,0,0,0,4,0,3,56,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,13,0,3,0,3,3,0,7,74,9,9,11,3,9,4,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,3,0
2016,0,0,3,8,3,3,5,3,0,3,0,0,0,0,0,34,0,0,0,8,3,15,16,53,10,4,13,12,9,7,11,148,0,0,8,12,3,4,4,0,0,0,0,0,0,0,0,27,0,0,3,0,0,0,11,5,0,0,0,0,0,0,0,19,0,0,0,3,3,6,12,11,3,3,0,0,3,0,0,43,0,33,16,4,5,3,5,3,0,0,3,3,0,7,3,88,3,35,66,8,5,6,0,0,0,3,0,0,0,0,10,151,0,0,0,3,3,3,5,5,0,0,0,4,5,0,0,36,0,3,0,6,8,26,121,570,55,46,53,78,70,39,42,1128,0,3,5,0,0,0,5,11,0,3,3,4,0,0,3,28,0,0,0,0,0,0,12,23,4,3,38,13,0,9,0,114,0,0,0,0,0,51,222,77,17,19,23,22,17,8,14,462,0,0,3,18,3,5,8,6
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,15,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,91,8,9,13,15,13,10,10,174,0,0,0,0,0,0,6,17,3,3,0,3,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2018,0,0,0,8,3,4,10,12,0,0,0,0,3,0,0,42,0,0,0,0,0,16,38,36,6,12,3,13,14,0,12,155,0,0,12,24,3,0,0,0,0,0,0,0,0,0,0,39,0,0,7,0,3,0,3,8,0,0,0,0,0,4,0,26,0,0,0,0,3,9,3,6,0,0,0,0,0,0,0,28,0,124,53,15,9,4,3,3,0,0,0,0,3,0,7,218,0,10,28,20,4,0,0,0,0,0,0,0,0,0,4,70,0,0,3,0,5,3,4,3,0,0,0,3,0,3,0,21,0,3,3,6,3,3,30,123,9,14,18,13,19,3,4,250,0,4,0,4,3,4,0,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,7,12,13,8,15,3,3
2019,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,25,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,36,15,10,0,0,4,0,0,0,0,0,0,0,0,75,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,19,32,3,3,4,3,4,0,8,76,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3
2020,0,0,3,3,9,3,10,0,0,0,0,0,0,0,0,29,0,0,3,0,3,7,9,18,0,3,3,7,0,0,6,62,0,0,4,19,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,15,0,0,3,0,0,7,4,5,0,0,0,0,0,0,0,18,0,56,53,18,13,4,9,3,0,0,0,0,0,3,4,162,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,20,0,3,3,13,3,6,20,73,3,0,8,6,10,4,0,143,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,21,3,8,5,8
2021,0,0,3,5,3,5,6,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,16,41,4,6,7,3,23,28,11,146,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,4,8,0,3,0,0,0,0,0,0,22,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,17,0,21,6,0,3,0,3,4,0,0,0,0,0,0,0,39,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,4,3,0,0,0,9,4,0,9,33,0,0,0,3,3,3,4,41,4,5,0,5,7,8,0,80,0,0,0,0,0,0,4,7,0,0,3,0,3,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,3,4,11,11
3000,0,14,54,198,118,129,168,141,38,34,28,42,64,34,49,1119,9,20,49,9,9,39,84,174,43,25,54,84,96,86,80,861,0,10,116,102,18,20,10,5,0,0,0,0,0,0,7,294,0,15,22,18,8,3,4,9,3,3,3,0,0,3,6,104,0,10,27,50,64,86,80,86,15,27,29,10,12,4,26,552,3,628,612,449,470,242,285,171,33,40,33,55,59,57,123,3261,0,35,54,23,3,3,3,0,0,3,0,3,0,0,14,136,4,10,7,29,31,20,19,34,12,14,23,31,37,7,49,330,6,40,42,95,49,68,115,873,67,111,147,181,156,94,90,2136,0,55,62,67,33,38,68,84,27,10,22,26,26,17,37,562,0,0,0,8,14,3,10,9,4,13,5,9,8,3,6,89,0,0,3,4,0,4,11,7,3,3,0,4,3,10,12,62,7,43,71,168,87,88,115,141
3001,13,33,126,507,517,659,941,835,237,212,206,256,250,149,132,5068,44,173,422,203,562,2560,6096,8706,1760,2068,2577,3141,3635,2503,1660,36105,0,37,317,714,80,228,389,42,9,13,12,6,10,0,67,1923,0,100,139,112,39,128,240,194,32,59,57,40,36,48,57,1279,14,26,95,355,862,2795,2415,1430,273,224,229,193,172,101,215,9412,11,2029,1064,934,1060,675,1047,929,136,140,130,130,163,109,254,8808,33,418,771,427,114,85,87,41,14,52,26,15,15,3,120,2229,16,45,86,297,739,2202,1605,929,206,309,341,371,439,269,263,8114,15,172,174,845,590,1429,4214,13332,1497,1668,2417,3227,2800,1817,1057,35260,14,140,227,203,319,502,1154,703,162,139,185,161,349,238,102,4597,0,15,10,37,176,342,567,1121,548,663,821,278,231,118,122,5052,0,0,8,15,29,95,437,475,118,85,188,128,41,310,73,2010,21,170,280,772,588,879,896,1464
3002,0,0,3,24,3,17,21,15,0,11,9,3,0,0,8,110,0,4,5,0,0,4,6,24,5,9,7,10,8,5,10,101,0,0,7,9,0,4,0,0,0,0,0,0,0,0,0,24,0,0,3,3,0,0,3,3,0,0,3,0,0,0,0,20,0,0,4,7,3,16,18,22,4,0,6,0,5,0,6,95,0,66,66,38,29,21,13,13,0,0,0,6,3,3,5,265,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,5,3,4,0,9,3,7,18,16,12,77,0,9,3,10,3,4,18,101,14,15,33,17,19,14,6,264,3,8,6,7,0,3,9,7,0,3,0,0,0,0,3,53,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,9,0,8,10,16,5,7,8,9
3003,0,6,11,66,51,55,89,98,18,19,29,23,14,22,11,497,4,4,8,4,15,63,125,213,52,62,48,53,60,24,43,780,0,3,48,37,6,7,3,3,0,0,0,0,0,0,5,114,0,3,11,4,5,7,13,7,0,0,0,3,4,0,0,60,3,0,11,22,33,30,54,61,3,0,13,0,16,0,4,244,0,134,117,108,104,103,154,132,17,12,6,17,21,5,27,960,0,10,13,14,7,0,3,0,0,0,0,0,0,0,0,60,0,5,10,10,30,37,40,24,15,4,15,14,6,3,5,219,0,7,16,34,21,67,94,562,51,68,86,119,94,59,56,1339,4,9,17,22,30,22,60,47,9,13,7,4,14,15,7,289,0,0,0,3,7,19,8,9,3,9,0,3,4,0,0,66,0,0,0,0,0,0,0,3,0,0,7,4,0,0,0,21,0,8,23,54,22,69,50,47
3004,0,0,0,0,0,3,4,4,0,0,0,0,0,3,0,18,0,0,0,0,3,0,4,8,0,0,3,3,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,4,6,0,0,0,0,0,31,0,3,3,4,0,3,3,5,0,0,0,0,0,0,3,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,15,0,0,0,0,0,0,13,43,4,5,3,11,4,3,6,93,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
3005,0,0,0,6,3,10,6,12,5,3,3,0,0,0,0,46,0,0,8,0,0,3,23,41,5,8,14,10,7,4,3,113,0,0,9,10,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,3,0,0,0,0,8,3,8,16,15,3,9,52,0,0,0,4,7,13,20,16,11,13,5,3,8,0,0,92,0,14,30,17,8,5,9,6,3,3,0,3,0,0,9,109,0,3,3,12,0,0,3,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,32,194,38,33,38,56,30,16,12,451,0,0,0,3,0,0,11,6,3,8,3,0,0,0,3,44,0,0,0,0,3,3,0,9,6,7,3,0,4,0,0,37,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,22,0,0,5,6,4,10,10,10
3006,3,10,56,172,160,224,378,334,74,84,77,103,139,105,49,1976,7,43,65,36,127,538,1242,1634,281,394,583,730,765,339,388,7164,0,32,221,293,40,112,130,21,5,0,3,0,0,3,33,896,0,90,148,121,38,86,42,63,11,7,17,9,4,7,20,655,9,10,25,79,120,206,213,179,16,20,17,24,33,9,33,996,6,756,582,361,387,236,340,201,21,26,32,35,35,29,101,3168,7,100,180,140,28,29,22,19,11,10,3,4,4,3,26,565,5,6,27,65,156,318,283,129,29,54,71,110,81,51,91,1481,3,73,48,159,67,196,510,1629,155,177,288,458,273,200,149,4385,3,38,59,53,90,127,279,123,27,33,42,37,40,21,38,1017,0,4,3,17,84,116,109,183,55,78,65,65,42,21,12,853,0,3,3,20,13,25,69,61,9,4,26,23,10,3,10,283,5,40,106,236,132,168,229,262
3007,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,4,3,0,3,0,0,0,0,3,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,17,0,17,24,13,13,8,8,3,0,0,0,0,0,0,0,87,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,20,5,0,3,0,0,3,0,42,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3
3008,0,3,5,25,13,17,17,14,4,3,0,4,0,0,0,102,0,3,0,0,0,5,13,18,8,3,0,6,0,0,4,71,0,3,10,9,0,0,3,0,0,0,0,0,0,0,0,27,0,3,8,7,0,5,7,6,0,3,0,3,0,0,0,34,0,0,0,0,3,21,17,10,0,5,0,0,0,3,3,66,3,106,85,77,50,28,23,16,0,3,0,3,0,0,12,412,0,4,3,3,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,3,8,4,0,0,0,0,4,0,4,0,30,0,4,4,10,3,5,23,62,9,13,8,17,9,12,6,175,0,11,3,5,4,3,13,7,0,0,0,0,3,0,3,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,12,25,4,11,8,4
3009,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,11,0,6,3,4,4,3,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,0,0,4,14,14,12,15,23,17,5,5,3,3,0,0,126,0,3,3,0,0,11,30,101,7,16,7,6,14,11,10,231,0,0,3,4,0,0,6,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,9,20,19,44,7,22,13,4,7,4,0,158,0,47,48,27,17,16,18,27,7,3,4,0,3,0,3,217,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,6,4,7,0,0,0,0,3,0,0,25,0,0,3,3,0,3,54,293,24,49,29,43,24,11,11,557,0,0,11,0,3,3,14,21,0,9,11,3,0,0,0,77,0,0,0,0,3,0,3,0,3,4,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,14,6,17,10,23
3011,0,0,4,6,0,0,5,3,0,0,0,0,0,0,0,18,0,0,0,0,0,3,5,12,3,0,0,0,3,0,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,20,0,30,26,15,19,9,8,0,0,0,0,0,3,0,4,109,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,7,22,0,0,0,0,0,4,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,5,3,0
3012,0,0,0,0,4,0,3,3,0,3,4,0,3,0,3,26,0,0,0,0,0,0,4,12,0,6,5,4,0,0,0,34,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,13,14,31,4,8,8,10,4,0,0,99,0,13,9,6,4,4,3,6,0,0,0,0,0,0,0,56,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,19,59,14,8,12,6,9,6,6,155,0,0,0,0,0,3,10,5,0,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,7,6
3013,0,0,3,6,3,6,7,14,7,4,0,0,5,0,3,63,0,0,0,0,5,6,28,45,12,20,11,8,27,4,10,175,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,7,8,26,25,19,0,3,0,0,3,3,9,107,0,22,13,26,11,6,21,12,0,3,3,0,0,3,8,136,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,15,0,0,0,3,3,13,3,16,0,0,0,0,0,0,3,45,0,0,0,0,3,7,60,218,27,29,21,22,35,19,12,471,0,3,0,0,7,5,8,7,0,0,0,0,0,0,0,35,0,0,0,0,4,3,5,8,4,0,4,0,0,0,0,37,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,3,0,13,3,7,4,7
3014,7,8,43,127,105,140,172,190,55,78,56,52,33,16,28,1108,8,9,20,7,27,38,71,132,37,25,39,34,48,32,27,546,0,5,46,59,5,11,5,3,0,0,0,0,0,3,7,148,0,22,25,24,0,4,11,9,3,0,10,5,3,0,3,125,0,8,23,38,37,53,72,33,15,16,0,11,3,0,8,311,0,376,343,232,271,167,242,178,18,39,33,25,22,29,66,2035,0,16,34,28,9,4,14,0,0,5,3,9,0,0,3,113,0,0,10,24,28,33,32,19,16,11,9,11,14,8,3,205,8,33,30,90,18,39,87,551,31,77,118,112,93,57,49,1373,3,29,41,14,30,25,67,55,5,13,7,8,26,10,13,345,0,0,0,5,8,6,11,20,11,7,11,0,7,3,0,102,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,13,10,24,50,127,67,78,95,139
3015,3,0,14,22,18,21,33,32,10,7,24,10,9,0,5,218,0,4,0,3,12,22,93,172,31,28,33,36,37,36,30,541,0,0,9,17,0,0,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,6,17,14,3,4,8,3,0,3,0,57,3,0,4,3,12,32,46,53,0,0,10,3,0,0,3,174,0,86,50,42,31,27,29,35,3,0,10,0,0,3,12,328,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,15,0,0,3,6,14,22,20,14,0,0,0,4,4,0,0,85,3,3,8,16,11,14,78,405,53,49,104,112,185,156,37,1225,0,3,3,0,7,7,12,10,7,0,0,0,5,3,4,68,0,0,0,7,10,10,16,16,0,9,37,20,14,0,0,125,0,0,0,3,0,0,3,35,17,22,91,100,67,0,0,347,0,11,19,28,16,25,24,12
3016,0,0,13,41,31,36,60,78,17,22,23,14,22,20,5,394,4,5,19,14,15,36,67,127,15,19,28,23,37,29,20,455,0,3,9,10,5,3,3,3,0,0,0,0,0,0,0,34,0,0,6,0,0,10,7,12,3,4,10,3,7,0,0,57,3,0,3,21,31,51,73,53,7,0,0,17,9,8,3,279,0,115,71,67,47,50,63,96,16,8,14,12,8,14,18,607,0,14,32,26,4,7,6,8,0,6,0,0,0,0,7,107,0,3,5,10,6,24,18,23,5,3,7,9,10,16,3,132,0,0,9,32,18,39,167,561,100,84,58,110,68,43,32,1321,0,6,11,7,3,14,21,46,3,4,6,3,21,8,3,167,0,0,0,0,3,6,9,15,9,13,4,11,4,5,3,83,0,0,4,0,0,0,14,11,0,0,19,13,3,0,0,65,0,11,10,31,30,29,39,59
3017,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,3,3,6,6,0,0,3,0,0,0,3,31,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,12,0,6,6,10,3,3,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,18,0,6,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,3
3018,0,0,0,3,9,7,3,3,0,6,3,0,0,0,0,41,0,0,0,0,0,0,3,4,0,0,0,3,0,0,3,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,3,0,0,0,0,17,0,9,8,9,8,3,16,8,0,0,0,0,0,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,10,0,4,0,4,0,0,0,36,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,0,8
4000,0,0,10,31,37,24,46,33,0,0,0,5,7,4,3,211,0,0,13,8,7,14,48,86,9,12,11,15,28,18,16,282,3,8,72,57,5,7,0,0,0,0,0,0,0,0,10,164,0,3,8,3,0,0,3,3,0,0,0,0,3,0,4,26,3,0,8,7,6,13,8,4,6,5,3,4,0,7,3,79,3,476,307,159,102,63,53,51,14,6,4,7,19,6,45,1311,3,71,259,102,30,16,3,0,0,0,3,0,0,0,30,528,0,0,3,11,6,8,3,3,0,4,4,7,20,4,9,91,0,16,18,41,42,74,118,260,16,33,41,31,34,36,40,804,0,14,5,4,5,6,9,14,0,3,8,3,8,9,3,98,0,0,0,0,3,5,6,8,4,6,0,0,0,3,3,49,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,9,31,87,19,26,24,26
4001,3,18,89,233,255,229,392,286,55,73,74,67,71,46,36,1926,9,32,236,102,456,1026,2965,6255,1236,1453,1714,2833,2991,1524,1050,23894,6,128,543,791,92,256,585,32,8,9,7,9,4,3,69,2524,3,159,202,82,63,127,128,246,51,69,86,59,63,41,30,1409,3,14,43,50,118,278,233,166,22,21,25,25,17,14,19,1047,21,3100,1702,931,554,381,502,364,86,60,56,41,45,44,231,8110,27,1358,4006,1527,257,153,100,38,32,83,52,27,23,14,306,8011,7,6,50,117,243,599,521,472,124,176,233,266,310,163,139,3436,15,163,164,653,264,586,2245,11642,1107,1329,1606,1792,2356,1638,689,26254,3,45,82,79,121,177,356,294,77,81,94,132,252,148,48,1984,0,5,8,20,171,408,727,811,292,479,708,287,306,126,111,4458,0,0,4,7,3,67,562,351,120,60,93,85,51,20,27,1459,8,111,340,682,247,351,242,334
