SUA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
3003,855,831,563,260,65,16,3193,35,382,476,515,377,161,35,5,1984,798,3808,3567,2786,1898,913,259,68,14084,458,2016,2647,2574,1863,935,259,74,10826,2305,4624,4672,4436,3549,1944,664,143,22333,486,354,297,235,151,66,15,0,1605,193,362,451,467,407,243,88,20,2235,2985,5338,5414,5134,4109,2254,764,168,26169,54,136,158,178,151,130,57,25,889,2093,2423,2300,2441,2100,1566,919,413,14262,6449,14671,15426,14466,11071,6215,2359,751,71411
3004,37,35,23,5,0,0,154,6,33,38,28,14,6,0,0,124,67,355,265,168,93,19,3,0,972,32,144,188,144,85,25,3,0,630,259,685,547,469,266,72,11,4,2314,51,54,31,14,21,8,0,0,172,23,35,37,30,15,8,4,0,150,333,773,612,503,307,89,19,4,2640,4,3,15,10,4,3,0,0,36,312,304,294,298,180,67,43,16,1517,764,1668,1451,1182,706,211,72,28,6079
3005,191,131,73,22,0,0,566,12,91,114,123,81,22,4,0,440,211,1017,915,600,333,136,40,7,3253,88,431,550,634,369,140,45,9,2272,1033,2144,1866,1715,1138,451,179,28,8555,213,144,70,75,33,16,3,0,557,68,82,122,102,96,45,18,0,539,1314,2375,2064,1886,1274,513,194,32,9650,21,43,48,45,37,16,8,3,222,487,573,542,574,476,253,187,95,3192,2135,4673,4424,3984,2645,1097,480,153,19592
3006,4122,3176,2393,1339,376,76,15720,242,1435,1732,1641,1503,721,197,42,7507,5110,16702,15359,10460,7807,4971,1791,481,62691,4305,9740,11186,10880,8175,5106,1871,540,51807,9994,18087,18705,18338,14409,10165,4628,1330,95655,1492,950,921,746,714,405,123,25,5372,950,1518,2045,2135,2100,1791,804,261,11597,12433,20558,21672,21218,17223,12363,5551,1618,112629,272,559,681,719,810,833,490,188,4546,7001,7753,7065,7469,7374,7474,5927,4105,54175,29708,60655,61808,55562,45284,32810,16202,7048,309077
3007,37,52,37,28,5,0,173,6,26,35,39,46,18,3,0,173,40,214,234,218,197,130,55,13,1105,58,173,209,292,243,126,59,19,1179,413,719,642,574,572,359,125,33,3437,119,63,51,38,28,10,6,0,303,35,46,46,51,56,46,15,4,305,567,823,737,665,654,415,150,42,4049,4,10,7,18,22,20,14,8,105,190,191,172,224,263,333,318,232,1925,870,1450,1433,1501,1454,1069,605,306,8694
3008,146,136,130,93,21,3,627,16,54,118,148,142,89,22,3,599,151,676,751,651,552,435,179,28,3432,108,387,572,693,779,586,222,53,3403,693,1207,1368,1545,1599,1480,693,138,8727,202,102,86,66,50,60,12,6,588,61,111,132,144,194,200,97,26,968,958,1424,1587,1763,1843,1742,806,167,10286,19,22,22,48,58,87,48,11,318,460,390,495,591,772,1053,853,396,5014,1723,3037,3696,4013,4283,4086,2157,669,23671
3009,24,22,15,8,0,0,96,3,21,26,21,19,8,0,0,104,52,194,130,115,100,50,20,3,673,35,88,132,128,139,65,29,3,622,194,349,329,260,245,143,57,14,1588,67,46,31,13,9,9,0,0,175,23,20,27,31,28,20,8,3,160,276,419,391,304,281,166,63,16,1923,3,3,5,3,5,9,0,0,30,129,98,88,90,113,114,124,83,842,509,839,797,694,680,415,241,109,4282
3010,238,244,171,56,15,4,947,20,163,202,205,143,45,20,0,802,408,1848,1484,1058,772,264,85,35,5954,186,737,986,1063,777,313,125,37,4223,1665,3596,2934,2880,2129,985,384,92,14668,238,188,139,128,59,26,8,0,790,103,184,205,233,162,99,37,3,1023,2000,3969,3273,3246,2353,1112,427,98,16479,27,51,58,75,62,47,33,14,357,805,1053,1047,1207,980,720,600,289,6705,3461,8030,7287,7093,5258,2561,1301,475,35472
3011,47,43,44,26,9,6,193,5,13,45,68,62,28,11,0,237,44,212,265,231,242,161,63,13,1226,51,140,243,331,343,231,73,23,1430,434,726,790,777,829,581,254,58,4451,139,106,58,44,37,18,0,0,401,31,53,75,76,82,71,25,3,421,607,883,924,897,947,674,275,65,5272,11,14,14,14,30,36,22,3,144,371,382,469,352,400,482,377,160,2994,1088,1661,1994,1942,2073,1628,839,258,11493
3012,73,57,36,10,0,0,267,10,61,55,35,18,3,0,0,179,157,562,293,172,90,33,8,0,1313,37,182,186,210,90,28,14,3,757,369,943,726,659,381,135,27,4,3248,80,56,21,9,5,5,3,0,186,17,54,43,37,23,7,3,0,190,470,1059,789,705,415,148,35,5,3624,3,13,12,16,4,8,5,0,59,354,474,304,372,275,152,53,16,2012,1034,2434,1716,1568,922,385,122,29,8207
3013,303,280,197,79,18,7,1140,30,180,196,216,176,56,15,3,859,394,1542,1385,999,745,331,121,27,5544,190,734,778,858,676,320,112,28,3700,1588,3041,2236,2122,1705,814,392,83,11983,413,225,143,94,59,24,3,0,960,117,176,166,173,153,88,37,11,918,2114,3449,2540,2389,1919,929,436,96,13869,31,57,56,65,52,44,22,7,335,1078,1109,1022,1058,938,752,708,517,7178,3851,7314,6287,5860,4700,2513,1425,678,32630
3014,1522,1602,1471,1026,353,54,7007,67,567,950,1248,1144,669,184,17,4838,1484,6072,7644,6306,4888,3625,1319,397,31748,1223,3396,5150,5784,4938,3519,1509,437,25952,4793,8602,9452,10246,8641,5776,2647,790,50939,947,440,412,395,388,264,96,20,2963,435,628,808,1068,1168,1052,473,133,5775,6175,9671,10675,11708,10198,7092,3206,942,59675,88,189,262,331,370,445,326,99,2113,2544,2374,2808,3194,3316,3775,3049,2124,23182,11628,23207,29019,30171,26320,20150,9951,4075,154514
3015,869,817,649,364,101,7,3526,39,296,422,483,418,192,58,10,1915,959,3380,2978,2287,1914,1053,432,117,13106,487,1528,1653,1905,1527,960,380,94,8536,2916,4556,3624,3409,2750,1520,624,185,19578,566,332,183,155,126,63,17,3,1440,224,246,287,338,365,249,102,37,1856,3701,5130,4098,3907,3244,1825,743,223,22877,45,87,84,93,88,94,76,34,603,1504,1237,1155,1231,1317,1430,1289,968,10138,6786,12326,11252,10735,9157,5915,3082,1459,60703
3016,1027,887,647,286,84,13,3812,87,500,548,500,328,147,28,6,2144,1392,4950,3902,2800,1841,895,304,64,16154,759,2086,2456,2522,1811,855,286,77,10851,3841,6970,5470,5055,3799,1954,716,197,27999,758,385,266,184,149,52,15,5,1818,239,380,382,392,349,224,83,31,2091,4838,7741,6126,5635,4294,2233,815,227,31912,71,148,133,133,125,106,57,10,781,2810,2675,2107,2129,1760,1476,996,471,14429,9988,18937,16301,14610,10809,5991,2574,871,80079
3017,24,39,36,23,9,0,153,9,16,32,40,41,18,4,0,159,40,151,170,181,135,101,57,8,838,39,100,122,164,168,110,52,20,768,305,454,404,422,330,256,90,14,2275,63,48,24,24,23,5,3,0,196,31,35,44,58,40,40,8,6,264,403,543,474,504,392,302,104,22,2741,6,3,3,4,13,15,13,0,52,153,108,127,154,152,210,209,137,1254,648,951,957,1081,930,780,445,186,5969
3018,76,66,78,27,12,0,297,8,39,58,61,60,28,9,3,260,73,306,361,324,225,135,56,17,1487,42,127,201,274,201,144,52,20,1055,287,616,570,632,530,327,118,40,3117,74,35,18,36,22,8,0,4,200,18,27,57,50,53,33,20,3,258,384,679,643,712,609,363,139,42,3582,3,13,13,11,19,13,13,0,89,188,175,234,299,285,213,185,107,1684,700,1376,1589,1748,1467,924,458,195,8461
4000,541,515,593,385,102,16,2632,37,313,421,631,778,340,82,7,2609,824,3589,3693,2813,2995,1924,553,136,16529,487,1878,2647,3646,3835,2431,625,185,15723,3707,7435,7291,8298,7577,4629,1629,402,40974,724,736,643,538,440,221,61,19,3380,364,560,881,980,999,708,192,59,4748,4799,8732,8813,9816,9013,5561,1884,486,49098,52,132,189,229,285,299,120,68,1375,3018,2513,2847,3838,4252,4079,2641,1598,24781,9245,17596,19161,21487,21747,15012,6004,2498,112749
4001,12570,8747,6672,3955,1274,304,47060,401,3578,4832,4734,4608,2456,555,111,21275,12141,44368,36937,24917,19913,12147,4137,1555,156113,4606,16001,18304,20052,17159,10724,3903,1455,92208,17631,35271,30012,32118,25793,16444,8286,2790,168352,3646,3437,2520,1974,1456,763,227,63,14096,1505,2623,3508,3896,3787,2988,1301,549,20163,22790,41328,36050,37987,31034,20198,9816,3410,202608,606,1348,1321,1408,1383,1398,834,404,8708,10207,11130,9967,10799,10813,10927,9460,6643,79946,51393,130639,119976,108643,91584,61811,29987,13875,607920
4002,84,75,46,13,3,0,294,11,43,52,60,60,25,9,3,264,80,434,386,310,240,154,46,9,1657,63,174,258,355,295,182,54,29,1409,609,1053,929,921,690,403,164,59,4814,113,147,78,81,39,23,6,0,482,42,74,89,94,81,68,21,10,476,765,1269,1097,1094,812,489,189,62,5772,11,17,17,21,18,16,17,3,124,240,201,229,273,298,338,314,163,2052,1170,2204,2114,2196,1772,1216,637,272,11575
4003,33,30,21,6,0,0,126,5,10,16,23,38,13,7,0,115,50,216,164,107,104,69,38,8,747,64,124,124,176,156,121,37,15,822,346,542,407,508,387,238,120,30,2575,78,70,62,34,36,21,4,0,310,32,63,56,42,56,37,9,0,299,463,672,525,586,477,293,139,28,3188,15,36,23,9,13,8,6,3,106,254,344,250,228,174,244,178,86,1756,849,1441,1129,1161,983,751,396,145,6860
4004,22,25,17,10,0,0,105,3,22,26,21,28,11,0,0,119,53,217,136,99,83,44,5,3,638,23,78,94,135,138,68,9,4,548,195,412,357,414,361,205,68,29,2043,50,62,42,27,16,7,0,0,197,18,32,39,31,33,27,3,3,187,265,501,437,471,406,241,72,30,2423,5,11,9,13,8,9,7,0,63,302,397,305,284,241,225,144,56,1954,657,1253,1032,1037,924,609,245,95,5850
4005,31,23,26,21,0,0,124,3,26,35,33,35,26,0,0,160,61,260,224,184,150,85,34,3,995,28,118,167,183,190,104,36,7,835,240,589,522,475,396,223,85,30,2569,45,62,54,26,25,11,3,0,234,15,36,48,65,50,24,16,3,266,307,687,629,565,477,258,111,31,3070,9,26,13,13,14,11,7,4,97,200,217,219,233,236,210,182,77,1577,599,1363,1310,1233,1129,722,367,126,6856
4006,20,21,13,7,0,0,87,0,13,21,21,20,8,4,0,91,57,168,93,104,106,41,14,5,590,11,82,99,148,146,67,18,10,587,226,400,421,429,351,229,109,32,2200,54,57,43,27,12,5,3,0,212,18,19,23,55,20,24,14,0,174,298,480,493,505,383,260,131,30,2583,7,6,12,12,19,14,9,3,74,143,115,126,159,168,185,160,77,1135,527,887,859,974,848,584,326,128,5139
4007,42,56,94,118,40,8,384,0,16,40,54,135,99,25,4,364,34,183,314,280,419,466,181,55,1933,26,134,215,303,464,577,234,55,2003,220,524,569,657,777,842,477,143,4206,70,70,55,29,52,60,10,6,350,15,37,73,85,117,165,92,19,607,298,628,698,767,955,1064,572,170,5158,0,10,8,14,40,50,39,24,191,184,106,161,206,320,530,489,358,2359,553,1105,1469,1671,2432,2912,1586,674,12393
4008,48,40,38,12,4,0,195,3,24,30,28,27,14,4,0,130,72,370,321,227,126,54,12,7,1193,35,126,206,270,196,90,29,7,962,338,740,659,849,643,400,242,54,3924,104,116,65,45,23,7,0,0,365,35,57,57,57,55,30,17,3,307,477,910,785,951,724,438,260,55,4596,9,10,16,16,10,16,10,0,85,264,242,193,302,274,279,254,112,1923,853,1739,1598,1838,1395,909,575,177,9085
5000,653,601,562,379,79,15,2891,53,440,644,607,627,265,57,3,2695,841,4723,4650,3544,2893,1681,510,107,18955,581,2267,2947,3604,3502,2093,669,151,15809,4026,9718,9089,9530,7748,4002,1278,247,45650,1068,825,626,534,426,179,42,7,3705,364,657,912,945,1028,648,198,49,4806,5457,11195,10631,11014,9205,4829,1521,307,54163,90,197,196,237,275,245,116,25,1382,4890,7041,6519,6648,5883,4472,2532,971,38950,11934,26448,26240,26247,22953,13952,5489,1578,134844
5001,97,98,97,66,23,0,448,3,54,87,106,136,52,9,3,458,79,454,547,515,454,319,129,33,2533,109,293,410,518,552,313,133,42,2371,650,1045,961,980,837,540,223,68,5309,185,101,68,44,50,35,15,0,492,62,63,99,111,117,93,39,14,599,897,1208,1118,1134,1003,674,278,83,6394,14,18,31,34,29,47,30,11,218,383,421,369,383,440,450,402,258,3109,1483,2498,2666,2801,2720,1921,1003,444,15524
5002,78,55,52,17,6,0,296,8,60,58,49,38,6,0,0,221,52,497,397,240,190,59,11,4,1445,49,243,256,214,142,48,6,0,959,188,515,505,408,286,91,24,0,2017,63,46,42,25,20,9,0,0,208,26,54,55,56,41,12,4,0,259,280,617,600,492,344,114,26,3,2481,8,16,10,10,10,3,0,0,62,256,416,375,279,273,143,56,18,1816,654,1942,1772,1340,1045,382,106,30,7276
5003,263,232,177,91,21,3,957,17,145,220,228,176,67,15,0,872,202,1264,1455,1090,892,409,179,39,5531,206,798,911,1028,899,487,161,46,4543,1454,2815,2576,2369,1831,1005,349,104,12509,406,221,152,124,77,36,8,0,1019,123,172,245,284,263,176,57,17,1326,1983,3205,2970,2777,2170,1217,415,116,14846,19,78,72,60,62,66,44,16,412,733,875,883,922,833,814,618,331,6006,3172,6537,6776,6328,5207,3150,1450,553,33169
5004,111,106,90,83,25,0,481,10,69,125,112,94,52,14,0,475,73,578,866,641,529,373,146,38,3245,82,344,500,542,518,428,172,36,2624,527,1104,1337,1205,930,627,285,74,6077,123,76,89,66,56,33,12,3,449,37,81,130,145,133,116,44,15,703,688,1256,1552,1416,1114,777,331,83,7230,8,22,31,32,40,56,35,11,233,336,344,405,444,502,507,399,264,3192,1195,2682,3600,3297,2878,2272,1124,435,17478
5005,25,16,23,13,0,0,93,3,29,39,27,22,12,3,0,133,38,164,165,146,82,65,29,3,690,12,110,123,140,139,76,39,5,642,218,365,365,405,289,137,55,12,1841,52,36,33,32,26,11,0,0,193,11,21,40,41,42,26,13,6,200,285,419,437,478,354,173,71,20,2237,3,8,8,12,17,13,3,3,70,207,180,175,261,213,216,152,80,1477,545,916,963,1088,851,562,301,117,5346
5006,121,93,76,26,6,0,387,17,92,102,115,75,37,3,0,433,88,578,614,508,306,149,52,14,2315,138,341,472,478,425,200,73,13,2150,751,1301,1173,1274,939,480,192,40,6149,204,115,92,82,57,33,8,0,594,44,77,123,120,101,68,33,6,570,999,1489,1385,1483,1100,583,237,41,7316,10,23,39,33,33,25,19,7,197,584,569,537,601,488,436,351,145,3714,1845,3162,3266,3309,2508,1449,737,222,16505
5007,146,81,55,17,0,0,474,6,75,87,42,40,12,0,0,265,156,749,548,322,182,57,19,3,2031,70,371,390,333,210,60,19,7,1455,574,1390,1085,980,659,210,54,8,4953,128,93,54,43,24,7,3,0,342,48,76,105,78,73,31,8,0,420,746,1553,1241,1107,747,240,63,6,5716,9,24,27,18,16,16,8,3,117,450,649,566,527,486,240,118,35,3069,1439,3601,3002,2434,1739,641,230,55,13134
5008,96,33,24,3,0,0,259,7,48,57,36,11,0,0,0,161,92,541,412,200,95,27,3,0,1363,38,285,308,190,129,24,3,0,983,274,908,775,485,276,60,10,0,2791,61,72,55,21,10,0,0,0,219,23,70,82,55,29,3,0,0,263,357,1060,908,562,313,63,10,0,3275,5,14,15,6,9,0,0,0,52,270,488,415,340,178,70,7,0,1768,767,2523,2217,1381,760,180,27,6,7866
5009,20064,14150,9273,4886,1466,323,70103,794,6992,8130,7729,5793,2406,621,139,32607,20632,77944,62273,42773,28546,15762,5772,1609,255295,10039,29768,30331,29417,23292,14198,5759,1650,144454,28029,57381,47248,47072,36114,21598,10118,2694,250256,5636,3834,2894,2375,1764,982,301,112,17898,2236,4433,5756,6215,5443,4038,1792,610,30528,35896,65648,55897,55657,43324,26615,12218,3412,298676,972,2517,2373,2341,2160,1983,1033,414,13785,18284,25828,20505,19389,17692,16274,13987,9382,141340,87564,227682,199564,171460,130085,82119,40860,16922,956257
5010,72,39,8,4,3,0,174,4,57,51,27,13,4,0,0,161,51,396,284,143,65,25,3,0,963,27,254,231,175,105,22,3,0,821,217,924,606,471,267,46,8,6,2546,51,58,40,24,8,0,0,0,176,13,46,48,34,23,5,0,0,159,279,1021,691,523,296,52,8,6,2877,4,23,21,19,3,3,0,0,63,282,509,379,370,243,86,29,15,1910,653,2304,1729,1289,734,187,44,17,6965
5011,25,27,15,10,3,0,109,0,21,29,23,19,3,0,0,98,33,165,158,111,88,62,32,0,653,56,154,209,183,114,88,18,4,828,198,509,475,431,246,174,75,3,2111,44,40,24,18,15,3,0,0,142,21,43,44,47,25,36,6,4,236,258,589,547,501,287,216,84,11,2487,7,16,15,7,13,8,0,3,69,147,195,184,174,138,171,150,95,1251,497,1158,1170,1030,677,554,291,110,5491
6000,378,490,636,483,115,13,2377,14,147,269,391,440,265,52,5,1584,298,1586,1956,1952,2293,1531,443,101,10151,193,898,1428,2082,2314,1667,520,100,9202,2039,4068,4241,4998,4888,2802,1009,201,24246,499,450,344,325,274,112,34,10,2041,215,309,447,573,645,465,162,33,2854,2754,4829,5028,5887,5804,3385,1205,250,29146,24,63,92,125,160,189,100,29,786,1789,1290,1506,2228,2720,2768,1711,574,14586,5080,9054,10662,13148,14371,10286,4156,1071,67836
6001,68,67,74,41,5,0,301,7,43,40,68,55,26,8,0,245,62,341,306,280,262,155,65,20,1501,44,182,275,340,298,197,107,30,1468,504,891,737,842,709,342,207,35,4264,152,113,62,55,36,28,7,4,450,29,67,79,105,93,52,37,10,470,689,1070,871,998,840,413,254,55,5183,5,6,16,17,17,21,21,8,123,263,189,212,307,329,419,351,139,2211,1077,1876,1786,2076,1878,1289,807,251,11035
6002,49,49,60,29,11,3,255,5,33,40,61,62,45,8,0,264,72,355,336,271,304,216,65,17,1633,56,223,324,352,356,231,99,35,1670,486,1026,899,912,767,496,210,58,4857,156,117,79,72,34,27,3,0,482,40,57,85,104,92,68,28,8,490,688,1199,1066,1081,887,587,250,68,5829,7,35,18,20,26,23,30,6,164,263,221,223,271,396,501,424,229,2519,1094,2106,2055,2107,2103,1631,885,359,12336
6003,1939,1704,1388,858,266,87,8336,84,725,872,1019,866,464,116,27,4169,1530,5905,5423,4185,3932,2346,820,343,24484,508,1820,2463,2818,2556,1901,891,303,13260,2776,5784,4806,4918,4268,2377,1248,393,26568,652,587,372,280,245,146,42,21,2338,238,401,499,564,674,449,246,116,3184,3664,6779,5674,5763,5187,2970,1532,523,32091,73,156,136,190,218,251,189,69,1278,1940,1950,1806,1999,2223,2254,1824,1002,14988,7905,19326,18303,17676,16365,11060,5636,2353,98609
6004,453,446,341,247,55,14,1942,20,198,225,252,245,111,35,12,1106,549,1933,1872,1538,1285,691,220,87,8173,247,707,940,1101,1010,640,327,90,5060,1360,2460,2131,2203,1881,1201,554,176,11957,356,272,182,149,94,59,18,8,1137,144,183,233,257,268,193,95,37,1410,1860,2917,2542,2610,2232,1449,669,221,14504,36,54,68,62,63,78,50,31,440,994,807,742,894,924,1103,811,490,6771,3726,6990,6839,6906,6104,4312,2161,945,37989
6005,38,38,49,30,9,6,194,3,18,25,40,44,24,5,0,152,38,183,194,188,209,116,50,14,982,22,80,141,205,173,137,62,13,829,235,406,405,469,444,263,124,34,2383,62,48,31,28,30,12,0,4,210,17,27,28,33,49,37,19,3,223,315,477,473,533,527,305,143,40,2816,3,4,3,6,14,19,14,3,70,119,91,87,134,156,221,202,79,1096,500,887,949,1152,1173,849,477,153,6147
7000,202,185,163,64,10,0,857,10,159,176,158,144,36,3,0,688,203,1121,887,658,552,201,30,4,3666,127,561,661,759,505,199,48,3,2869,803,1928,1726,1768,1242,510,92,7,8081,265,342,256,218,125,39,0,3,1250,129,251,242,227,156,68,13,0,1088,1198,2516,2228,2211,1530,618,107,12,10420,24,67,40,67,34,24,9,3,264,3128,3091,2487,2306,1579,818,254,46,13706,4692,7745,6687,6341,4505,1970,460,70,32466
7001,236,224,169,67,14,0,934,4,113,133,163,97,26,7,0,551,91,864,699,518,415,132,41,11,2766,40,358,361,405,343,101,33,7,1638,339,761,648,700,503,190,48,18,3207,85,61,36,41,14,6,0,0,241,30,63,77,64,66,30,7,4,341,455,890,754,804,583,231,61,22,3786,13,27,31,31,26,14,3,0,146,418,684,502,555,479,275,96,44,3053,1030,3155,2716,2691,2108,846,255,81,12872
7002,1266,875,697,286,51,3,4503,38,557,607,512,410,130,29,0,2279,861,5277,3649,2254,1522,686,169,41,14467,430,1979,2045,1935,1282,513,144,18,8356,2074,5559,3924,3321,2162,929,288,50,18308,404,335,223,164,97,34,10,0,1272,168,369,358,343,252,150,43,13,1701,2652,6262,4507,3830,2514,1115,334,66,21278,66,157,150,108,104,53,33,7,682,2272,3843,2747,2332,1817,1038,427,164,14642,6372,19356,14970,11849,8348,3823,1186,298,66207
8000,20,28,21,10,0,0,93,0,3,11,3,9,4,0,0,37,21,53,39,26,23,18,0,0,183,6,17,34,29,24,10,3,0,123,21,44,44,40,36,16,8,0,214,7,4,3,0,0,0,0,0,9,3,3,3,0,3,0,0,0,10,29,52,46,45,35,16,8,0,235,0,0,0,0,0,3,3,0,12,42,26,42,40,38,11,8,0,199,103,167,204,169,147,67,17,5,877
8001,10228,7576,5289,2911,930,243,36408,247,2960,3188,3190,2732,1491,290,39,14139,6462,22370,17013,11968,9098,5706,2190,675,75491,1908,6659,7191,6865,5040,3135,1254,414,32471,4752,9780,8100,7188,5219,2998,1458,467,39964,977,719,552,435,342,209,81,41,3350,405,605,939,1166,1214,1034,410,167,5936,6132,11110,9589,8781,6782,4235,1951,670,49253,194,449,401,449,437,445,236,117,2731,3754,5035,3925,3535,3098,2797,2238,1599,25980,19093,57420,51539,42362,32487,20716,9095,3756,236474
9000,25,11,13,7,5,0,76,4,9,18,13,7,6,0,0,56,15,68,86,42,64,33,5,5,328,6,50,71,61,54,22,7,3,279,39,94,116,146,132,57,18,3,609,17,14,14,7,8,8,0,0,58,6,13,20,20,21,16,4,3,99,59,120,150,174,156,81,20,9,765,4,6,5,10,3,0,3,0,26,117,173,128,149,127,89,54,11,842,207,439,482,458,421,239,97,26,2374
