SUA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
1025,0,0,0,0,0,0,3,3,0,8,0,3,0,15,4,5,0,0,0,24,0,0,3,0,6,3,0,0,0,14,0,0,3,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,10,0,6,3,8,6,3,7,0,0,33,0,0,3,10,0,3,0,0,0,14,0,0,0,4,0,0,4,3,0,10,0,14,6,15,11,7,0,0,0,42,0,18,17,70,28,25,13,15,7,187,57,143,155,371,185,177,141,109,33,1361,1514,2797,2329,4913,2260,2127,1604,939,306,18777,0,0,0,0,0,0,0,0,0,0,1312,2305,2131,4246,2022,1821,1434,915,441,16631,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,15,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,0,0,16,17,37,69,107,76,70,63,49,25,508,386,778,707,1206,665,650,494,300,118,5298,0,0,0,0,0,0,0,0,0,0,336,692,646,1066,552,588,419,330,166,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1027,0,0,0,3,0,0,4,0,0,15,0,0,0,4,4,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,9,0,16,4,27,6,9,13,11,0,88,0,0,0,12,0,3,0,0,0,19,0,0,0,7,6,3,6,3,4,30,0,0,0,9,3,8,6,3,0,24,5,17,11,63,28,37,45,42,19,255,47,91,112,275,188,203,277,188,78,1454,1143,2748,2201,4358,2633,2779,3023,1872,724,21473,0,0,0,0,0,0,0,0,0,0,1081,2370,2004,3875,2364,2537,2467,1596,920,19215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,13,0,3,0,46,0,0,0,3,0,0,3,0,0,9
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,6,3,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,3,14,4,9,0,0,4,38,21,73,68,154,83,70,42,23,5,536,586,1155,1322,2222,1141,876,520,269,90,8177,0,0,0,0,0,0,0,0,0,0,546,1027,927,1782,866,698,416,273,160,6690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
1029,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,5,4,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,3,0,17,0,0,0,0,0,0,0,0,0,4,4,0,0,16,11,17,45,24,7,130,14,33,51,114,102,101,126,83,34,656,448,1035,861,1615,1035,1313,1469,794,236,8801,0,0,0,0,0,0,0,0,0,0,430,919,766,1483,859,1081,1026,573,227,7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,6,4,0,0,15,0,0,0,0,0,0,5,0,0,3
1030,0,0,45,548,599,665,601,438,105,2998,73,536,1057,5711,2468,2104,1195,473,159,13781,70,155,562,3131,343,443,314,53,10,5083,114,328,1115,5066,642,395,142,38,3,7842,16,33,127,919,1080,1346,1234,540,143,5440,39,90,301,1849,1672,980,660,281,47,5918,392,1421,1365,3747,1636,1068,700,207,58,10594,198,744,2652,11741,8729,7820,2830,1020,425,36140,12,46,83,659,462,342,317,156,51,2129,9,94,308,847,487,293,92,24,0,2151,1008,4144,7828,35479,15557,12378,9961,5388,2016,93763,7336,12114,16929,46515,17916,14876,11298,6580,3049,136620,147433,278490,297888,684050,282858,230379,159759,81544,31004,2193398,36,211,877,2285,695,517,233,74,20,4932,125382,218530,188298,313917,134074,107254,75643,43109,27969,1234182,141,500,1150,6589,1053,430,103,27,10,10004,3,17,136,1095,677,648,300,229,42,3150,18,85,391,2514,1381,1277,579,250,118,6616,60,235,466,2305,776,491,268,94,40,4738,15,58,149,1625,1190,1085,1122,377,121,5730
1031,0,0,0,0,0,0,0,3,0,7,0,3,0,14,4,3,0,0,0,25,0,0,15,57,0,0,0,0,0,73,3,0,9,3,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8,3,3,0,0,33,0,3,8,17,3,0,0,0,0,30,0,0,0,0,0,0,3,3,0,8,0,0,0,3,4,3,0,0,0,12,4,12,3,28,8,15,6,3,3,89,93,173,183,423,209,213,172,114,50,1633,1475,2834,2650,5020,2346,2336,1781,1023,343,19809,0,0,0,0,0,0,0,0,0,0,1290,2456,2211,4297,2208,2115,1736,1104,559,17980,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,3,0,0,23,0,0,0,0,0,0,0,0,0,3
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,10,3,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,4,3,0,0,0,0,10,0,4,5,15,9,14,20,15,4,85,48,65,87,170,133,160,168,108,78,1017,776,1601,1464,2324,1507,1676,1633,984,399,12367,0,0,0,0,0,0,0,0,0,0,648,1452,1332,2234,1397,1548,1349,927,455,11339,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,7
1033,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,7,0,0,20,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,11,8,11,34,16,3,80,18,47,41,89,70,89,91,68,35,552,385,830,645,1270,855,1152,1258,715,262,7368,0,0,0,0,0,0,0,0,0,0,306,745,537,1120,737,1065,949,578,243,6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,10,3,9,10,51,11,0,0,0,0,82,0,0,0,11,3,0,0,0,0,11,0,4,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,3,6,11,3,9,0,0,36,0,0,0,22,0,0,0,0,0,31,0,0,0,3,0,0,3,0,0,10,0,3,3,9,3,6,3,0,0,25,4,33,50,147,37,24,23,7,10,347,76,136,246,431,216,220,173,108,33,1643,1952,3697,4043,6887,3128,2959,2117,1142,445,26380,0,3,9,14,0,3,0,0,0,25,1609,3205,3675,5832,2780,2715,1920,1317,684,23731,4,6,3,25,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,3,0,0,28,0,3,0,3,0,0,3,0,0,12
1035,0,0,3,34,50,64,63,75,17,312,0,8,37,69,20,26,7,4,3,181,3,0,10,28,4,3,0,0,0,51,3,30,58,97,12,3,0,3,0,219,0,3,19,147,370,459,541,238,52,1841,0,9,11,88,138,49,52,34,3,381,7,31,66,121,69,46,53,8,6,408,4,16,87,133,80,98,38,17,6,471,0,5,7,28,78,99,61,43,13,335,0,3,11,37,16,6,4,0,0,75,72,225,284,852,592,626,548,403,173,3774,356,652,906,1987,1157,1182,1034,680,268,8215,8779,18097,20127,35189,18398,16886,13083,7472,2640,140690,0,0,3,4,3,0,6,0,0,16,7723,15599,16093,27824,13223,11693,7821,4616,2465,107058,0,4,13,31,6,0,0,0,0,54,0,3,6,64,34,39,28,28,7,202,0,3,0,18,7,4,0,0,0,35,5,17,25,124,49,37,14,5,3,277,0,0,6,65,86,56,109,40,11,370
2000,0,0,0,4,42,67,57,50,7,225,0,9,11,106,27,36,27,15,6,247,3,3,39,162,3,3,0,0,0,215,14,44,48,71,19,10,3,0,0,204,0,0,0,14,21,24,31,10,0,108,0,3,3,40,40,14,22,3,0,131,12,43,44,115,94,121,150,30,9,611,3,22,32,157,81,42,12,0,0,353,0,4,3,39,43,72,69,42,6,286,0,9,8,28,27,30,10,0,0,110,20,95,147,578,425,492,595,385,108,2845,1140,2693,2636,6005,4908,5712,5008,2611,986,31707,18430,42938,37164,68103,48576,54607,46732,21903,7026,345471,0,0,3,7,0,0,0,0,0,7,16020,37185,29366,56848,39571,41728,31795,16136,7958,276617,0,0,0,19,0,0,0,0,0,34,0,0,0,10,4,6,3,8,3,35,0,4,16,49,16,12,0,0,0,105,7,21,18,145,76,73,29,18,3,382,0,0,0,27,23,15,20,3,3,89
2001,0,0,0,0,4,0,3,0,3,10,3,0,0,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,15,0,0,3,8,3,0,0,0,0,15,0,0,0,3,3,0,7,0,0,9,0,0,5,3,0,0,0,0,0,6,3,6,4,35,25,18,16,13,3,122,23,59,58,159,92,90,80,39,18,620,750,1423,1316,2565,1373,1139,914,348,116,9944,0,0,0,0,0,0,0,0,0,0,615,1331,1128,2252,1107,904,648,284,145,8403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,7,0,0,0,6,4,0,0,0,0,9
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,3,8,6,3,0,0,0,19,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,7,0,17,6,9,9,10,0,66,36,59,79,176,83,91,109,67,30,742,438,861,815,1544,773,877,878,532,183,6905,0,0,0,0,0,0,0,0,0,0,416,767,708,1254,796,785,708,446,262,6141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
2003,0,0,0,0,0,3,6,9,0,21,0,7,3,35,7,4,5,0,0,62,0,0,3,23,0,0,0,0,0,21,0,6,13,10,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,13,0,20,9,30,13,20,18,0,0,118,3,0,7,17,7,3,0,0,0,37,0,0,0,6,0,6,8,9,4,41,0,0,3,10,0,3,3,0,0,21,7,42,64,130,53,45,25,35,15,423,181,283,413,802,441,395,413,233,94,3253,3392,6409,7024,12155,5950,5514,4406,2315,786,47944,0,0,0,0,0,0,0,0,0,0,2924,5621,6123,10697,5517,5132,3875,2270,1247,43407,0,3,3,19,0,0,0,0,0,26,0,0,0,0,0,3,3,0,0,8,0,3,0,0,0,0,0,0,0,9,0,0,3,23,9,5,3,0,0,43,0,0,0,3,0,0,3,0,0,10
2004,0,0,0,0,3,0,3,3,0,8,0,15,6,30,14,11,6,3,3,84,0,0,0,16,0,0,0,0,0,17,11,73,65,28,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,6,4,16,12,16,14,0,0,65,0,6,4,18,4,0,0,0,0,33,0,4,3,3,3,5,3,0,0,25,0,3,3,3,4,0,0,0,0,13,3,23,46,70,35,36,33,21,3,265,176,346,375,793,463,453,383,249,117,3347,3157,6213,6414,11353,5513,5384,4192,2352,886,45463,0,6,5,14,0,0,0,0,0,28,2798,5187,5816,10155,5051,5047,3791,2289,1294,41426,0,3,0,15,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,7,20,6,3,3,0,0,49,0,0,0,3,0,0,0,0,0,5
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,39,17,4,3,3,3,79,19,28,50,98,58,63,63,46,17,438,394,781,757,1445,724,747,612,380,154,5995,0,0,0,0,0,0,0,0,0,0,336,640,631,1103,686,718,575,418,243,5351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,0,7,5,3,8,7,0,42,36,70,57,165,95,125,150,78,34,809,579,1261,1086,2070,1217,1295,1332,741,226,9816,0,0,0,0,0,0,0,0,0,0,528,1140,965,1936,1144,1182,1085,654,311,8935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,15,48,57,64,59,8,248,3,8,45,98,25,20,13,5,0,224,0,4,6,11,4,0,0,0,0,29,7,86,65,42,6,3,0,0,0,210,0,3,4,29,58,96,80,52,7,320,0,3,4,26,29,11,8,4,0,86,13,39,32,99,55,44,45,5,4,338,4,13,43,113,61,34,8,5,0,279,0,6,3,40,26,19,34,15,4,147,0,10,3,47,10,10,3,0,0,83,30,115,190,464,191,269,255,221,102,1841,363,699,857,1845,1095,1062,958,591,272,7744,8040,15554,16075,30818,15298,14383,11474,6063,2361,120081,4,29,60,87,28,8,5,0,0,224,6940,13197,13211,25285,12836,11697,8499,4674,2691,99027,0,3,4,26,3,0,0,0,0,42,0,0,13,50,65,45,27,21,3,222,0,0,0,13,7,12,0,0,0,35,5,19,20,89,37,21,7,7,3,208,0,0,0,9,9,10,6,0,0,32
2008,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,3,9,8,3,8,5,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,10,3,0,0,20,0,0,0,0,0,0,0,0,0,8,0,3,3,25,19,17,18,17,3,98,33,60,42,136,98,87,79,43,19,598,693,1646,1184,2166,1506,1288,1026,393,112,10017,0,0,0,0,0,0,0,0,0,0,607,1360,1020,2041,1242,977,701,226,104,8277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,3
2009,0,0,0,0,0,0,0,5,0,5,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,3,5,9,4,4,4,3,0,36,21,41,43,132,75,65,59,47,15,493,555,1061,964,1811,964,989,773,500,183,7806,0,0,0,0,0,0,0,0,0,0,453,898,877,1683,903,958,733,537,302,7332,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2010,0,0,33,484,631,843,668,533,113,3304,216,1546,2817,12343,4429,3299,2195,804,221,27866,59,111,494,2238,223,235,147,22,8,3530,162,715,1115,2246,253,106,63,11,4,4673,10,65,199,1499,1614,1989,1838,749,169,8118,37,108,311,2323,2224,1331,783,339,71,7519,267,1127,1015,2782,1264,776,565,139,44,7983,213,833,3087,12136,8198,6953,2431,836,354,35036,11,56,69,477,379,299,283,159,69,1811,11,71,246,929,351,189,76,16,3,1880,1014,4201,7701,28562,12468,9929,7875,4819,1931,78499,7218,11663,15851,42459,17489,14849,11634,7618,3397,132181,141530,261203,294981,654376,274722,219682,155579,85128,32353,2119559,68,517,1539,3021,741,340,162,52,14,6447,119811,202499,190092,347705,162870,123580,81648,44220,26907,1299325,59,216,341,2165,329,151,30,8,0,3300,4,23,224,1420,914,763,377,254,44,4025,36,136,630,3063,1400,1113,535,209,89,7217,84,224,434,2024,589,392,166,63,40,4017,20,44,98,1183,770,685,618,191,65,3669
2011,0,0,0,3,12,18,11,10,3,62,0,14,7,79,20,17,10,3,0,148,0,0,0,8,0,0,0,0,0,11,3,12,8,8,3,0,0,0,0,35,0,0,0,27,20,16,13,3,0,81,0,0,0,12,14,7,3,3,0,36,0,10,3,24,7,4,3,0,0,52,4,9,6,45,23,18,5,0,0,103,0,0,0,5,8,4,0,0,0,22,0,0,0,15,8,0,0,0,0,27,11,142,215,457,204,145,112,40,10,1339,198,297,258,704,295,256,187,82,15,2292,2669,4467,3866,8783,3437,3028,2207,733,191,29371,0,0,0,3,0,0,0,0,0,3,2364,3534,2918,6125,2227,2074,1156,386,174,20960,0,8,0,36,0,3,0,0,0,45,0,0,5,28,18,5,9,0,0,61,0,0,0,3,4,3,0,0,0,11,0,0,3,20,0,3,0,0,0,28,0,3,8,17,20,13,10,3,0,66
2012,0,0,0,0,0,10,10,3,3,24,0,3,3,24,9,0,4,0,0,40,0,0,4,23,0,0,0,0,0,31,4,7,4,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,6,27,52,20,18,8,0,136,0,0,3,7,8,3,0,0,0,18,0,0,3,16,12,16,10,0,0,62,0,0,0,0,0,0,6,0,0,7,0,0,0,3,3,0,0,0,0,5,5,20,25,109,39,48,29,22,4,312,98,227,270,565,342,373,310,186,67,2451,1602,3304,3170,5764,3159,3210,2578,1325,472,24594,0,16,19,40,12,5,3,0,0,91,1421,2798,2592,4747,2669,2559,1948,1145,566,20447,0,0,0,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,3,0,0,0,16,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3
2013,0,0,0,4,0,4,7,3,0,12,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,4,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,3,0,0,11,0,0,0,3,0,0,0,0,0,3,0,3,8,19,6,16,33,14,9,119,20,64,80,152,108,108,117,79,33,761,433,937,1080,1758,1033,1153,932,510,185,8022,0,0,0,0,0,0,0,0,0,0,432,827,907,1554,861,892,567,346,180,6568,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,9,4,7,11,4,3,37,19,43,55,98,73,87,67,49,16,511,292,635,660,1093,789,792,621,331,122,5325,0,0,0,0,0,0,0,0,0,0,293,530,518,986,622,677,446,273,172,4515,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,3,0,0,0,25,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,8,3,3,36,0,0,0,9,5,3,0,0,0,13,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,6,3,11,4,13,10,11,0,53,32,54,59,161,75,86,70,47,17,602,498,952,901,1718,871,864,691,395,159,7041,0,0,0,0,0,0,0,0,0,0,432,792,709,1473,799,746,526,349,221,6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,3
