SUA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
1010,837,1171,2666,2839,2991,2641,663,61,10,13879,13,34,147,105,110,55,21,3,0,490,0,0,0,0,3,4,0,0,0,11,12,17,27,46,60,45,8,0,0,218,0,0,0,4,10,6,0,0,0,28,5,12,57,81,76,67,9,3,0,319,3,8,29,30,45,26,4,0,0,150,361,218,321,311,389,283,52,3,0,1930,349,222,263,226,212,179,27,5,0,1489,8,17,17,47,64,39,6,0,0,204,6,12,16,17,21,9,4,0,0,94,7,17,60,63,73,54,3,0,0,271,8,26,40,64,74,45,11,0,0,263,10,31,139,165,164,95,25,3,0,635,5,23,77,103,155,103,17,3,0,497,3,39,157,254,225,138,12,0,0,828,22,78,313,395,497,361,68,0,0,1744,54,232,594,720,977,929,123,5,0,3635,24,21,26,38,40,23,0,0,0,177,20,42,108,90,114,76,22,0,0,474
1011,498,814,1973,1666,1663,1279,405,66,4,8372,0,6,15,13,13,8,8,4,0,72,0,3,6,3,3,0,0,0,0,24,21,13,66,70,44,29,3,0,0,249,0,3,14,21,15,6,0,0,0,62,3,11,33,37,41,36,3,0,0,166,10,4,31,25,42,23,9,0,0,139,207,144,215,174,190,140,30,10,0,1102,210,122,157,108,116,85,24,0,0,821,4,3,17,21,40,38,5,3,0,134,9,10,20,10,9,10,0,0,0,72,3,19,49,43,50,23,3,0,0,193,3,10,34,17,20,14,5,0,0,101,10,42,102,88,66,57,5,3,0,371,9,24,55,52,60,55,13,0,0,267,7,16,160,175,167,97,19,0,0,643,24,79,257,294,266,224,30,0,0,1165,30,202,533,406,461,397,53,0,3,2091,10,18,36,14,24,12,3,0,0,125,22,33,83,56,59,48,14,3,0,313
1012,211,212,497,523,699,654,201,21,3,3032,0,0,0,7,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,7,16,10,17,4,0,0,57,0,0,6,8,13,12,0,0,0,38,0,3,7,9,17,13,3,0,0,48,0,0,0,4,10,3,0,0,0,17,104,54,78,73,106,87,25,0,0,534,73,38,66,61,76,72,15,0,0,399,0,0,3,7,12,11,4,0,0,35,0,3,0,3,3,0,5,0,0,19,0,0,9,8,20,20,0,0,0,62,0,4,16,16,18,16,11,0,0,88,3,7,19,26,27,32,5,0,0,125,0,4,20,25,29,34,4,0,0,125,0,6,21,36,46,37,3,0,0,152,0,17,70,80,89,112,18,0,0,384,6,43,114,164,226,242,46,0,0,835,3,0,8,6,13,4,3,0,0,44,6,9,18,26,26,22,7,0,0,122
1013,317,504,1038,1020,1060,873,230,29,3,5073,0,3,8,11,6,8,0,0,0,40,0,0,6,3,0,0,0,0,0,4,19,16,41,15,23,17,0,0,0,128,0,0,0,8,0,0,0,0,0,13,0,9,12,8,15,15,0,0,0,65,3,7,10,13,7,3,0,0,0,44,101,84,106,118,125,77,10,0,0,620,102,80,116,73,64,56,7,0,0,495,3,3,12,15,20,16,3,0,0,72,6,3,7,8,10,3,0,0,0,37,0,11,29,16,21,8,0,0,0,80,3,9,15,15,13,12,4,0,0,72,5,19,51,48,40,30,8,4,0,202,3,15,34,27,60,27,7,0,0,172,3,11,99,134,133,63,7,0,0,453,12,33,99,95,130,119,20,3,0,503,32,86,271,228,326,276,40,0,0,1263,5,7,13,11,18,4,0,0,0,62,12,16,45,44,23,20,7,0,0,168
1014,178,310,644,686,684,591,165,36,4,3302,3,3,8,4,11,16,14,3,3,64,0,0,0,0,0,0,0,0,0,0,8,4,13,17,11,24,0,0,0,73,0,0,0,3,8,3,0,0,0,15,3,7,12,17,26,6,3,0,0,71,4,0,3,9,3,3,0,0,0,26,54,51,92,106,90,80,12,0,0,488,103,58,46,51,50,31,6,0,0,346,3,3,5,15,16,11,3,0,0,50,0,3,4,11,10,4,0,0,0,35,0,3,15,9,17,8,0,0,0,66,8,13,11,12,9,10,4,0,0,60,3,8,20,27,24,19,3,0,0,100,0,3,20,26,32,23,3,0,0,109,3,11,36,77,60,48,3,0,0,239,0,20,65,88,104,91,13,0,0,379,12,45,137,176,220,205,31,3,0,833,0,3,8,7,10,13,0,0,0,43,6,10,25,25,36,12,5,0,0,115
1015,293,440,1088,891,896,686,204,26,5,4537,3,10,53,20,26,25,22,5,0,162,0,0,0,0,0,0,0,0,0,0,24,55,166,115,80,49,16,0,0,510,0,0,7,4,13,0,0,0,0,27,0,4,19,12,12,11,0,0,0,61,0,3,5,13,8,15,6,0,0,49,119,81,120,99,136,75,14,0,0,641,67,41,49,48,45,36,11,0,0,296,0,3,9,13,13,14,7,0,0,54,0,0,13,9,3,3,0,0,0,28,0,16,25,25,17,9,0,0,0,95,0,5,8,10,14,5,3,0,0,41,3,13,45,38,37,34,5,0,0,175,3,12,36,25,32,31,4,3,0,148,0,6,33,56,51,32,3,0,0,183,9,29,123,99,103,72,10,0,0,436,13,48,175,160,204,137,23,0,0,751,5,3,7,5,6,3,0,0,0,30,7,22,35,25,24,16,0,0,0,138
1016,153,195,422,436,497,403,139,15,3,2264,0,0,3,3,0,4,6,0,3,26,0,0,0,0,0,0,0,0,0,0,4,6,19,15,14,8,3,0,0,69,0,0,3,3,0,0,0,0,0,13,0,9,9,8,15,12,0,0,0,58,0,0,3,7,0,0,0,0,0,13,44,39,56,55,72,52,8,0,0,329,75,43,26,30,22,17,0,0,0,226,0,0,4,9,13,5,3,0,0,41,0,0,0,0,0,0,0,0,0,5,3,0,10,11,15,6,0,0,0,39,0,3,4,3,8,4,0,0,0,23,0,3,14,18,17,17,6,0,0,70,8,0,21,19,29,20,4,0,0,106,0,6,23,30,46,24,3,0,0,123,3,8,50,64,81,65,11,0,0,283,16,45,99,120,156,173,24,0,0,633,0,0,0,0,4,3,0,0,0,15,6,9,11,14,14,9,0,0,0,70
1017,313,561,1136,1152,1211,1012,249,40,4,5680,3,5,12,14,28,3,0,0,0,80,0,0,0,0,0,0,0,0,0,3,12,15,43,35,52,48,7,0,0,211,0,0,3,3,3,0,0,0,0,15,0,7,20,16,26,16,6,0,0,86,3,0,6,10,17,9,0,0,0,48,141,126,173,155,149,96,24,3,0,865,171,112,88,42,66,48,12,0,0,540,3,3,4,14,23,16,5,0,0,69,10,9,12,13,12,7,5,0,0,53,3,9,22,25,45,26,4,0,0,133,0,6,11,13,14,18,4,4,0,65,7,26,62,69,70,38,5,0,0,272,4,18,40,32,47,37,13,0,0,197,0,12,38,60,82,59,10,0,0,261,3,54,163,203,201,161,23,0,0,813,16,108,308,360,449,389,70,3,0,1705,4,5,14,15,7,11,5,0,0,55,8,27,48,31,54,32,15,0,0,204
1018,156,227,502,428,495,434,91,15,0,2346,0,0,0,0,3,0,0,0,0,11,0,0,4,3,3,3,0,0,0,15,0,3,14,14,18,9,3,0,0,51,0,0,0,4,4,3,0,0,0,9,0,6,5,4,12,6,0,0,0,39,0,4,12,3,9,10,0,0,0,44,33,29,65,64,70,50,6,0,0,309,60,37,41,35,43,35,7,0,0,263,0,0,3,12,8,20,4,0,0,45,0,0,3,3,3,3,3,0,0,14,0,4,23,15,13,10,0,0,0,65,0,4,3,8,7,3,0,0,0,25,4,8,16,18,10,11,3,0,0,75,0,4,20,22,37,24,3,0,0,106,0,15,47,46,57,36,8,0,0,217,0,11,27,61,72,50,6,0,0,229,15,37,87,79,123,120,18,0,0,473,4,4,0,9,0,0,3,0,0,22,6,13,19,22,15,5,3,0,0,85
1019,256,440,926,939,1095,858,238,25,7,4784,4,7,6,11,14,6,4,0,0,44,0,0,3,6,3,3,0,0,0,15,5,16,27,49,56,43,7,0,0,197,0,4,4,5,13,3,0,0,0,30,3,7,34,31,48,26,4,0,0,154,0,4,10,12,21,6,4,0,0,49,88,64,78,105,101,79,12,0,0,535,89,49,40,30,33,27,5,0,0,276,0,9,11,15,30,16,3,0,0,88,0,3,3,9,11,4,0,0,0,37,0,13,33,21,42,23,0,0,0,131,0,4,17,17,17,12,7,0,0,68,6,17,38,42,50,32,11,0,0,200,3,14,28,28,37,34,6,3,0,155,0,15,46,53,56,36,6,0,0,217,14,52,107,132,161,120,22,0,0,606,27,99,211,252,306,277,54,3,0,1240,5,7,7,10,19,3,3,0,0,59,17,23,43,44,46,30,3,0,0,206
