SUA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
1020,145,239,672,571,560,378,102,22,0,2699,0,3,3,3,10,7,8,7,0,39,0,10,27,21,17,3,0,0,0,84,8,5,27,18,12,9,3,0,0,78,0,0,0,0,4,0,0,0,0,5,3,5,10,9,19,11,0,0,0,52,0,4,3,9,9,9,0,0,0,40,57,42,64,71,77,43,12,3,0,384,58,36,52,45,48,39,11,0,0,284,0,0,3,3,14,3,3,0,0,26,6,3,7,0,7,9,0,0,0,30,0,3,10,10,5,7,0,0,0,46,0,6,14,3,12,3,0,0,0,39,3,4,27,32,42,16,3,0,0,122,3,4,8,26,32,12,4,0,0,93,0,3,31,32,21,14,0,0,0,107,6,16,72,83,70,53,3,0,0,296,3,18,107,91,114,94,17,0,0,439,3,3,6,9,5,7,0,0,0,30,0,23,25,31,22,17,3,0,0,116
1021,150,235,685,571,606,387,71,6,4,2716,0,4,11,3,9,4,5,0,0,41,3,20,61,44,34,10,0,0,0,169,7,3,24,9,10,3,0,0,0,52,0,6,6,4,20,4,0,0,0,44,0,3,10,8,6,3,0,0,0,25,0,0,6,0,13,4,0,0,0,30,43,40,81,63,58,34,6,0,0,327,63,30,31,38,28,29,3,0,0,215,0,4,12,7,8,13,4,0,0,44,4,5,5,3,3,0,0,0,0,23,0,5,16,12,11,4,0,0,0,49,0,4,5,7,4,0,0,0,0,29,3,9,19,22,16,8,0,0,0,80,0,5,26,21,26,20,3,0,0,105,0,10,29,30,40,16,0,0,0,127,0,11,45,72,69,39,6,0,0,244,5,34,80,79,106,77,8,0,0,384,0,0,4,4,3,0,3,0,0,20,0,10,21,20,17,8,3,0,0,89
1022,328,391,772,1048,1268,982,307,47,3,5158,0,0,4,4,3,9,8,0,0,29,0,0,3,7,0,0,0,0,0,16,5,9,6,21,31,16,3,0,0,86,0,0,3,3,4,0,0,0,0,15,0,4,13,29,25,26,13,0,0,113,0,3,8,10,17,6,0,0,0,50,150,88,97,128,154,122,21,0,0,767,155,100,119,124,121,87,20,0,0,724,0,3,13,33,24,24,7,0,0,115,3,10,9,3,5,7,0,0,0,30,4,6,12,27,40,25,4,0,0,124,7,11,23,33,39,33,8,0,0,148,5,11,33,66,55,44,26,0,0,233,3,12,19,44,61,47,22,0,0,212,3,9,44,80,81,45,7,3,0,273,7,24,80,122,159,147,18,3,0,563,20,65,136,202,321,272,50,0,0,1059,8,11,14,14,22,11,3,0,0,82,10,20,40,53,48,29,8,0,0,208
1023,5701,10623,23951,22777,22220,16081,3331,423,50,105171,11,36,64,89,135,77,35,7,4,464,4,46,251,201,163,44,9,0,0,719,206,269,658,670,732,402,54,5,0,3004,8,22,124,170,158,87,4,0,0,568,57,153,462,587,624,361,59,10,0,2306,35,114,271,262,265,193,30,4,0,1174,1704,2202,2490,2124,2314,1484,262,21,0,12604,2836,2003,1589,1094,1044,635,123,4,0,9332,22,99,328,381,443,313,66,10,0,1651,84,115,195,155,122,70,14,0,0,748,33,314,1253,981,959,482,46,3,0,4076,54,188,352,344,306,192,43,3,0,1493,90,470,1455,1392,1059,623,145,12,3,5252,91,306,798,875,889,655,113,5,5,3733,32,268,1321,1760,1603,835,93,8,0,5924,221,750,2605,3132,3161,2432,305,23,0,12621,428,2155,5971,5646,6538,4882,703,36,3,26359,155,198,229,219,175,127,44,4,0,1156,248,512,978,813,745,436,102,13,0,3848
1024,443,737,1571,1378,1436,1157,286,41,3,7059,6,15,8,14,15,11,3,0,0,68,0,0,4,0,3,0,0,0,0,6,12,14,34,40,42,31,4,0,0,169,0,3,5,4,3,0,0,0,0,17,3,9,20,24,26,18,0,0,0,110,3,0,12,10,7,9,0,0,0,44,168,153,210,153,174,138,29,3,0,1026,196,125,126,88,84,52,14,0,0,685,0,9,13,16,26,26,6,0,0,106,9,0,14,11,9,3,0,0,0,44,3,12,33,24,31,14,0,3,0,123,7,16,22,17,18,9,8,0,0,90,8,32,68,71,72,54,14,0,0,309,8,23,44,60,69,57,12,0,0,266,5,42,129,128,122,89,12,0,0,532,16,37,116,156,189,155,21,3,0,700,19,138,371,376,464,360,58,4,0,1790,9,3,13,10,17,17,7,0,0,73,12,27,64,54,43,30,9,3,0,235
1025,497,747,1994,1901,1693,1294,381,47,5,8571,3,3,15,10,20,20,14,3,3,87,4,13,46,30,15,3,0,0,0,116,15,15,58,44,37,20,12,0,0,203,0,0,0,6,6,6,0,0,0,26,3,8,33,36,35,24,3,0,0,149,6,3,16,15,14,8,0,0,0,70,208,142,231,168,184,132,31,5,0,1090,166,128,125,88,97,71,8,3,0,681,3,12,20,38,36,16,9,0,0,131,0,11,15,11,11,13,0,0,0,67,3,13,60,27,43,21,5,0,0,179,3,18,15,26,22,20,5,0,0,113,3,30,87,93,69,42,19,0,0,351,4,16,49,56,67,55,9,0,0,266,3,34,142,206,200,116,18,0,0,727,15,72,243,300,276,209,34,0,0,1151,33,208,589,534,539,427,63,6,0,2410,9,12,12,18,8,9,7,0,0,75,7,27,90,65,54,30,6,0,0,279
1026,143,222,496,437,492,411,96,19,0,2314,0,0,8,7,3,11,5,3,0,41,5,7,21,15,5,0,3,0,0,56,4,0,10,7,9,3,0,0,0,32,0,0,3,0,4,0,0,0,0,5,0,3,0,7,8,4,3,0,0,31,4,3,3,4,13,0,0,0,0,24,47,46,61,63,61,36,8,0,0,320,65,24,39,31,38,32,4,0,0,227,0,4,4,5,18,13,0,0,0,40,0,0,3,0,8,0,0,0,0,16,4,8,0,13,16,4,0,0,0,46,3,9,0,4,7,3,0,0,0,26,0,6,21,22,13,4,4,0,0,72,0,3,12,15,23,14,3,0,0,68,4,12,44,54,45,17,4,0,0,177,9,16,58,64,81,51,7,0,0,293,15,28,79,95,104,104,22,0,0,443,3,0,5,0,4,3,0,0,0,15,7,15,12,21,12,8,0,0,0,75
1027,514,641,1637,1881,1984,1555,440,61,8,8727,0,3,3,14,3,4,3,0,0,35,0,0,0,0,0,0,0,0,0,0,27,12,24,26,45,23,3,0,0,152,0,0,24,75,82,37,0,0,0,219,0,3,39,45,46,24,10,0,0,175,6,6,12,29,18,19,3,0,0,84,193,126,181,184,239,212,38,0,0,1174,274,139,185,131,153,106,22,0,0,1012,10,3,14,20,36,21,10,0,0,108,6,6,17,15,11,11,3,0,0,69,3,13,31,60,61,26,9,0,0,198,7,15,28,31,44,48,6,0,0,183,5,21,86,106,112,56,18,0,0,401,11,20,56,66,105,72,11,3,0,353,0,21,73,141,148,86,14,0,0,480,14,47,198,302,337,231,27,3,0,1160,46,133,422,485,706,577,98,4,0,2472,13,8,12,17,18,13,3,0,0,94,16,28,84,85,70,40,13,0,0,338
1028,356,499,979,888,935,586,112,14,0,4375,0,0,3,4,3,4,9,4,0,31,3,26,98,86,76,24,0,0,0,309,14,3,23,17,22,13,0,0,0,90,0,7,12,8,9,0,0,0,0,33,3,5,10,27,18,16,3,0,0,73,3,5,11,9,6,0,0,0,0,42,49,51,79,88,71,40,6,0,0,393,116,91,66,53,67,24,5,0,0,427,0,3,8,7,17,15,3,0,0,58,3,0,9,3,0,0,0,0,0,18,4,8,16,17,17,4,0,0,0,61,5,5,18,11,15,8,0,0,0,67,0,3,27,37,28,12,3,0,0,115,5,13,49,50,44,19,3,0,0,180,0,8,31,32,41,20,4,0,0,143,4,25,67,101,94,55,12,0,0,359,15,42,102,120,148,104,8,0,0,538,4,4,4,6,8,7,0,0,0,39,9,18,24,28,33,8,0,0,0,118
1029,179,263,555,649,711,635,140,19,3,3152,0,3,0,3,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,5,8,11,20,7,3,0,0,71,0,3,0,0,3,0,0,0,0,8,0,3,15,19,23,9,0,0,0,72,0,0,5,5,4,3,3,0,0,21,63,37,75,73,106,56,14,0,0,427,75,47,52,43,51,32,4,0,0,320,0,0,3,8,15,13,0,0,0,44,0,3,4,0,5,3,0,0,0,16,0,0,10,13,14,8,0,0,0,47,0,5,13,13,14,17,0,0,0,69,0,3,10,34,34,24,3,0,0,118,3,9,11,37,42,26,3,0,0,129,4,12,49,74,74,43,3,0,0,258,3,17,57,86,92,100,12,0,0,376,13,50,107,174,221,187,36,0,0,790,0,0,3,15,9,6,3,0,0,38,3,14,23,23,20,14,0,0,0,103
1030,41192,101453,285291,266637,225284,151934,42496,5340,691,1120325,72,215,536,654,830,601,241,50,4,3223,3,31,252,267,196,85,13,5,0,859,1016,2187,8227,9886,10459,6453,1056,87,16,39380,26,152,925,1216,989,442,58,0,0,3811,349,1625,6129,6573,5493,2827,648,70,9,23721,375,1866,7897,8291,7017,3857,746,58,15,30121,12398,18978,24277,18243,17312,11000,2545,224,24,105005,15407,13716,16697,8805,8044,4753,850,86,22,68379,355,1749,6140,6666,6705,3958,588,35,4,26204,702,2319,8121,6749,4140,1835,379,36,3,24286,447,4164,20862,19983,13026,5762,973,79,32,65334,530,2058,5587,4595,3820,2131,728,128,17,19595,1134,8863,30822,24270,17272,9276,2607,222,25,94486,514,3339,10762,8973,8410,5259,1276,113,3,38655,455,2526,12091,14011,12927,8146,1407,80,9,51654,3024,9022,26405,26516,27798,21064,4608,356,36,118826,3095,15056,45061,39555,40728,30726,7398,500,32,182154,1520,2502,4249,3378,2663,1491,454,76,8,16345,1582,3736,9100,7856,6956,4143,994,90,6,34459
1031,565,905,2163,1735,1801,1482,396,71,8,9116,9,10,17,17,26,14,21,4,0,118,0,3,0,8,0,0,0,0,0,13,18,37,105,64,62,57,7,0,0,355,0,0,5,9,3,4,0,0,0,21,0,9,22,44,39,39,9,0,0,156,10,15,35,30,32,19,4,0,0,147,189,172,260,209,208,160,31,3,0,1245,206,118,156,103,122,88,13,0,0,809,4,14,24,50,39,34,10,0,0,176,3,10,20,23,19,11,0,0,0,84,3,14,67,44,48,34,5,0,0,211,7,25,39,30,30,17,13,0,0,153,8,29,99,87,76,54,19,0,0,364,8,21,57,58,88,54,18,0,0,307,4,16,106,109,129,72,10,0,0,449,11,58,229,254,293,226,33,4,0,1117,42,172,510,465,532,425,68,4,0,2209,14,3,20,16,24,15,3,0,0,100,15,37,74,73,63,49,5,0,0,321
1032,288,386,768,767,961,877,211,27,8,4298,7,3,4,11,17,4,5,0,0,51,0,0,0,0,0,0,0,0,0,0,8,10,12,25,36,31,4,3,0,127,0,0,3,6,6,0,0,0,0,16,0,0,9,16,11,8,0,0,0,50,4,3,8,9,10,4,0,0,0,41,77,90,156,133,154,86,30,3,0,727,115,62,57,51,68,44,4,0,0,409,0,5,8,10,13,20,4,0,0,61,0,3,4,10,9,3,0,0,0,28,3,7,8,17,26,15,4,0,0,80,7,9,17,14,19,8,3,0,0,71,0,11,44,36,31,36,6,0,0,167,0,10,15,29,41,33,5,0,0,133,0,5,15,39,28,20,3,0,0,113,8,22,75,78,120,114,10,0,0,433,21,114,225,258,369,339,48,3,0,1380,4,6,5,10,10,6,0,0,0,41,9,17,33,27,46,21,6,0,0,159
1033,157,196,435,561,606,570,156,22,4,2714,0,0,8,5,7,7,3,0,0,26,0,0,0,0,0,0,0,0,0,0,11,4,6,15,11,13,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,10,14,17,9,3,0,0,51,0,3,0,6,4,0,0,0,0,21,73,27,46,80,104,85,22,0,0,436,73,37,80,84,80,47,20,0,0,427,0,0,3,4,13,16,0,0,0,36,0,0,3,0,3,9,0,0,0,19,0,4,10,8,16,23,3,0,0,63,3,3,13,12,22,15,0,0,0,72,0,5,22,32,29,32,9,0,0,125,0,3,25,31,41,37,6,0,0,145,0,0,13,15,24,16,3,0,0,81,4,16,47,75,92,80,9,3,0,327,10,20,68,95,154,161,18,0,0,521,0,0,5,9,16,3,0,0,0,32,4,7,18,24,23,13,4,0,0,98
1034,891,1468,3012,2621,2493,2021,503,68,6,13090,9,40,22,20,17,14,18,3,0,136,0,0,3,0,0,0,0,0,0,3,40,46,97,91,88,47,4,0,0,405,0,3,5,11,10,8,0,0,0,33,3,18,42,50,56,44,3,0,0,219,6,17,35,24,41,20,7,4,0,155,319,286,317,237,243,185,43,0,0,1639,330,281,211,126,136,100,29,3,0,1218,6,15,40,40,57,32,7,0,0,198,6,21,28,13,16,11,4,0,0,102,4,28,75,70,54,36,6,0,0,271,9,29,47,34,36,26,9,0,0,185,13,58,139,125,80,72,21,0,0,510,5,31,82,95,84,99,19,3,0,426,37,90,238,217,202,129,14,3,0,932,17,132,391,459,508,365,55,9,0,1933,63,349,803,727,780,599,99,5,0,3423,22,32,19,14,13,6,4,0,0,117,13,60,91,94,78,60,16,0,0,407
1035,3537,6746,13643,14373,14270,9770,1904,231,26,64507,9,14,20,30,29,33,24,7,0,170,0,6,52,49,35,14,4,0,0,157,74,112,211,332,333,174,23,0,0,1272,3,16,31,56,51,33,3,0,0,193,18,83,226,307,271,149,20,3,0,1084,22,65,170,203,156,84,17,0,0,708,1129,1247,1321,1310,1457,891,129,10,0,7498,1507,1263,792,599,647,410,57,4,0,5275,20,91,169,243,312,153,34,0,0,1030,29,82,130,130,86,44,0,0,0,493,34,191,729,785,617,292,27,0,0,2680,36,119,239,234,212,120,31,3,0,988,78,311,661,745,564,332,67,9,0,2770,47,199,468,528,612,423,67,7,0,2345,23,191,885,1205,1113,633,42,3,0,4098,180,663,1887,2240,2383,1788,251,22,0,9412,239,1237,3118,3142,3647,2641,384,19,4,14433,101,143,175,153,148,95,22,0,0,841,129,301,559,514,488,262,51,6,0,2312
2000,8117,11404,23238,28666,36457,34173,11677,2410,462,156613,298,517,1305,1876,2561,2890,2013,573,64,12106,4,15,63,67,65,50,3,0,0,275,580,521,943,1289,1701,1235,250,15,7,6544,6,38,148,221,201,116,11,4,0,738,51,124,490,727,792,502,113,13,0,2817,63,130,306,378,552,334,83,6,0,1853,2570,1557,2128,2628,3781,2740,553,40,12,16006,2613,1577,1661,1754,2189,1677,392,35,15,11916,44,127,353,544,804,672,172,15,6,2742,60,80,163,248,241,207,56,3,4,1061,30,179,521,636,745,403,74,11,0,2605,51,142,325,345,399,276,90,13,3,1647,109,332,1110,1488,1592,1121,341,18,10,6123,75,214,618,876,1245,1041,261,26,3,4362,56,261,1232,1941,2459,1744,320,17,8,8040,237,719,2559,3818,4943,3999,636,32,19,16969,380,1704,4567,5761,8886,8209,1321,58,26,30912,177,245,361,485,535,366,120,5,3,2301,210,500,856,850,972,703,182,20,8,4301
2001,257,452,1021,1103,1114,760,178,17,3,4917,3,8,9,10,19,7,6,0,0,59,0,0,0,0,10,0,3,0,0,10,16,7,19,45,31,30,3,0,0,161,0,0,3,7,0,0,0,0,0,12,6,13,23,28,36,12,3,0,0,121,0,10,11,25,23,4,0,0,0,82,101,75,98,106,119,68,8,0,0,584,115,59,39,30,23,26,3,0,0,295,3,19,38,48,52,41,0,0,0,199,0,3,5,9,10,0,0,0,0,28,3,9,35,38,27,14,0,0,0,131,0,3,18,13,18,5,3,0,0,61,12,9,53,75,45,34,9,0,0,239,3,17,30,30,40,19,4,3,0,143,0,11,69,112,89,73,11,0,0,369,19,50,150,156,186,105,20,3,0,686,8,54,181,187,229,173,22,0,0,851,3,12,10,13,8,3,0,0,0,63,7,30,36,24,25,15,8,0,0,155
2002,161,261,617,539,559,547,166,27,4,2888,0,3,13,6,11,10,11,5,0,59,0,0,0,0,0,0,0,0,0,0,7,12,38,31,35,46,5,0,0,183,0,3,7,3,0,3,0,0,0,17,0,0,9,8,22,18,3,0,0,56,3,4,12,11,9,6,0,0,0,42,72,50,65,66,81,62,5,0,0,401,62,29,39,40,39,30,3,3,0,242,0,3,3,5,14,12,0,0,0,41,3,5,3,0,7,6,0,0,0,23,0,5,13,10,19,4,0,0,0,49,0,4,6,7,7,6,0,0,0,34,0,6,21,20,30,21,11,0,0,109,4,4,17,32,26,17,3,0,0,106,0,13,30,40,37,21,5,0,0,153,11,25,65,70,108,83,12,3,0,375,11,61,131,142,199,175,31,3,0,743,3,3,3,6,6,3,0,0,0,33,3,18,20,22,24,18,3,0,0,108
2003,1219,2353,4959,4606,4593,3481,885,118,14,22234,6,15,18,23,25,22,13,5,0,130,0,0,7,15,14,4,0,0,0,44,72,75,163,205,206,132,25,0,0,879,0,0,18,28,29,15,0,0,0,92,6,27,77,106,108,73,5,0,0,401,11,23,35,47,48,29,8,3,0,197,447,531,528,430,494,319,65,0,3,2811,591,456,303,250,231,145,30,0,3,2001,3,25,59,58,81,71,20,0,0,327,20,42,101,72,62,31,5,0,0,336,0,45,96,100,101,57,10,4,0,406,7,43,53,53,63,30,9,0,0,252,18,119,287,273,214,121,28,3,0,1064,11,43,111,123,154,113,17,7,0,584,16,66,295,357,338,232,35,7,0,1347,49,217,676,789,861,610,100,0,0,3298,52,491,1312,1254,1370,1124,155,9,4,5762,48,76,96,76,78,47,18,0,0,434,32,99,172,144,151,105,14,0,0,716
2004,1170,2341,4784,4260,4207,3394,819,108,14,21093,5,11,30,44,36,38,16,3,0,185,0,7,18,16,20,7,3,0,0,68,90,162,202,167,221,146,30,0,0,1013,0,4,35,37,39,17,0,0,0,139,4,28,89,101,88,56,7,0,0,389,8,23,33,27,38,32,4,0,0,179,437,541,491,399,475,348,66,7,0,2771,539,405,282,198,174,125,18,3,0,1742,8,14,31,43,85,58,14,0,0,249,7,30,60,39,32,23,11,0,0,196,0,70,253,274,208,112,7,0,0,928,9,21,66,40,46,36,13,0,0,224,23,72,206,220,166,109,24,0,0,818,11,52,132,133,161,136,23,4,4,654,9,47,253,319,290,231,37,3,0,1188,42,192,569,639,685,471,66,0,3,2659,76,481,1264,1108,1311,1171,158,5,3,5579,40,55,48,50,50,37,8,0,0,296,40,102,187,127,137,94,29,0,0,717
2005,193,300,588,541,528,493,124,19,7,2797,0,3,6,4,4,9,4,5,0,46,0,0,0,0,0,0,0,0,0,0,25,52,61,40,47,25,4,0,0,248,0,0,3,0,0,3,0,0,0,6,3,3,3,8,3,9,0,0,0,34,4,3,3,3,8,3,0,0,0,21,58,39,59,65,65,70,7,0,0,362,67,39,37,32,40,18,0,0,0,227,0,7,11,8,12,9,3,0,0,42,3,3,14,9,10,4,3,0,0,40,3,0,13,10,12,7,0,0,0,35,0,3,8,7,8,0,3,0,0,30,0,3,24,14,20,17,0,0,0,85,0,4,12,28,26,9,7,3,0,81,0,4,27,39,53,39,3,0,0,170,3,15,46,50,70,67,12,0,0,267,3,43,109,111,173,142,29,3,0,610,0,7,4,5,0,3,3,0,0,30,4,6,16,20,10,9,5,0,0,76
2006,321,348,823,855,985,854,239,38,4,4468,3,3,15,7,13,14,8,3,0,68,0,0,3,0,0,0,0,0,0,3,22,24,39,43,62,35,0,0,0,228,0,0,4,7,3,0,0,0,0,17,0,4,16,15,31,19,3,0,0,88,0,4,10,7,19,7,3,0,0,54,105,58,112,125,129,98,16,0,0,635,103,76,116,90,132,84,12,0,0,617,0,0,4,16,23,15,8,0,0,74,10,0,6,3,3,3,0,0,0,30,0,3,22,20,27,15,0,0,0,91,5,5,6,12,16,9,0,0,0,52,3,9,43,33,42,20,4,0,0,150,0,8,19,36,37,23,8,0,0,132,0,0,37,50,53,42,13,0,0,199,18,15,110,138,123,90,10,0,0,512,10,58,199,217,254,252,43,0,0,1037,17,20,14,22,10,14,7,0,0,96,9,24,44,30,36,22,6,3,0,175
2007,2891,5508,12132,12582,12037,9207,2275,297,36,56970,17,23,47,75,84,74,44,8,3,382,0,6,8,8,6,5,0,0,0,39,183,185,328,382,429,299,43,3,0,1847,4,45,118,110,76,34,0,0,0,389,14,53,208,310,289,163,33,9,0,1079,28,86,159,198,165,124,21,0,0,775,1024,1288,1548,1282,1359,922,137,9,3,7569,1448,1026,722,549,525,348,85,3,3,4713,19,76,148,169,246,153,28,4,0,839,40,63,122,134,104,57,16,0,0,543,7,107,528,498,429,173,31,0,3,1774,14,99,203,176,160,119,28,5,0,797,35,192,646,800,648,390,92,9,0,2810,25,107,310,440,508,316,92,6,0,1802,24,137,701,916,944,608,97,7,0,3436,95,399,1607,1849,1982,1454,205,7,0,7607,137,985,2923,2905,3448,2700,435,15,0,13553,103,121,154,169,152,105,38,0,0,860,77,252,470,406,374,245,65,7,0,1900
2008,271,369,716,1178,1336,940,294,25,0,5145,0,4,8,15,13,7,3,0,0,51,0,0,0,0,3,0,0,0,0,3,14,18,27,51,62,22,9,0,0,195,0,0,10,4,12,3,0,0,0,34,3,7,23,38,45,21,3,0,0,138,3,7,15,23,15,6,3,0,0,67,88,61,51,71,97,78,15,0,0,458,86,58,24,38,31,14,3,0,0,251,3,14,26,42,64,23,3,0,0,192,0,9,4,15,10,9,4,0,0,56,3,16,39,72,65,21,6,0,0,219,5,0,13,22,13,15,3,0,0,64,3,16,51,99,87,42,15,0,0,321,0,17,19,44,48,28,8,0,0,172,3,15,72,82,123,70,10,0,0,377,10,28,125,184,242,171,27,0,0,797,14,56,149,212,264,168,35,0,0,892,12,10,13,18,18,9,5,0,0,96,8,14,34,36,42,25,5,0,0,163
2009,243,353,800,686,750,667,197,47,3,3756,0,3,7,8,9,16,17,4,3,62,0,0,0,0,0,0,0,0,0,3,10,6,12,19,14,6,6,0,0,75,0,3,16,14,10,0,0,0,0,44,0,7,9,8,18,13,4,0,0,66,3,3,4,9,13,9,0,0,0,44,76,59,76,90,120,96,8,0,0,525,96,43,54,24,50,37,6,0,0,324,0,3,8,10,9,9,3,0,0,43,3,11,13,6,7,3,0,0,0,39,0,16,20,32,13,10,0,0,0,94,0,8,4,9,7,3,0,0,0,34,0,13,36,35,41,23,5,0,0,155,0,11,24,36,33,29,3,0,0,140,4,12,44,48,53,39,6,0,0,203,4,30,100,88,110,88,16,0,0,426,26,92,231,185,221,237,27,0,0,1021,6,5,11,17,10,9,3,0,0,59,10,23,33,25,28,22,4,0,0,149
