SUA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
4006,3,25,0,8,0,0,0,3,0,36,3,6,0,0,0,0,0,0,0,14,13,245,3,20,21,8,0,0,0,311,0,0,0,0,0,0,0,0,0,0,8,21,0,30,12,3,0,0,3,76,13,28,4,85,26,3,0,3,3,172,29,32,50,219,98,56,4,35,6,525,3,0,0,18,16,14,0,7,0,65,5,6,0,24,14,4,0,4,0,68,0,0,0,3,7,0,0,0,0,12,0,4,0,13,10,6,0,10,6,47,85,399,58,429,197,100,10,58,18,1356,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,12,19,50,0,0,0,0,0,0,0,72,0,3,0,0,0,0,0,0,0,3,9,38,4,8,0,0,0,3,0,57,0,14,0,0,0,0,0,0,0,17,28,354,9,26,21,11,7,3,3,473,0,0,0,3,0,0,0,0,0,3
4007,9,65,3,17,10,4,0,3,0,109,0,13,0,0,3,0,0,0,0,25,45,385,12,64,49,9,0,10,3,581,0,0,0,0,0,0,0,0,0,5,42,73,10,65,44,16,0,10,0,266,33,43,14,121,59,24,3,12,0,303,50,44,75,283,155,80,4,54,3,758,6,4,9,20,26,28,0,16,3,104,10,8,6,47,34,23,3,11,0,149,3,3,0,3,7,0,0,0,0,19,9,15,8,28,12,15,0,11,9,98,225,733,134,653,409,199,13,125,18,2524,0,4,0,0,0,0,0,0,0,8,8,32,0,0,0,0,0,0,0,37,29,85,3,10,13,3,0,3,0,134,0,3,0,0,0,0,0,0,0,6,10,94,7,17,10,8,0,4,4,155,3,16,0,3,3,0,0,0,0,30,119,620,38,96,69,19,5,26,10,1002,0,0,0,5,0,0,0,0,0,9
4008,6,33,0,10,0,0,0,0,0,49,0,16,0,3,0,0,0,0,0,15,33,479,6,55,30,6,6,3,6,622,0,0,0,6,0,0,0,0,0,10,21,40,3,44,15,8,0,3,0,134,24,43,11,117,52,10,3,3,0,272,54,45,77,225,161,79,29,39,11,725,6,7,3,20,30,18,3,16,4,109,5,7,8,42,25,10,7,4,0,105,0,3,0,3,3,0,0,0,0,12,5,8,6,24,5,17,3,15,5,87,166,757,116,544,336,149,46,80,30,2233,0,7,0,0,0,0,0,0,0,8,3,17,0,0,0,0,0,0,0,17,26,90,0,3,5,0,3,0,0,132,0,6,0,0,0,0,0,0,0,4,12,49,0,11,0,0,0,0,0,76,3,12,0,3,0,0,0,0,0,17,100,698,42,69,45,16,16,5,12,1005,0,0,0,6,0,0,0,0,0,10
5000,174,729,16,107,102,13,7,26,3,1184,44,169,3,14,17,0,0,4,0,260,1355,4924,236,620,954,265,78,430,62,8933,8,7,0,19,13,5,3,9,0,59,539,726,134,482,493,132,72,161,31,2758,482,436,195,911,762,242,99,217,32,3389,873,452,1079,2264,1893,652,349,758,92,8423,135,66,62,297,419,209,52,206,12,1466,221,96,109,437,459,167,53,194,13,1746,69,65,23,70,75,26,12,69,6,410,293,156,121,300,305,184,60,286,123,1833,4425,8533,2009,5579,5602,1941,798,2399,386,31674,13,55,4,3,6,0,0,0,0,82,75,233,5,3,11,3,0,11,0,358,430,917,69,87,123,40,30,68,24,1792,28,66,3,8,8,3,0,0,0,114,273,978,32,135,115,22,29,42,7,1645,79,223,20,25,22,3,4,7,3,394,2921,7541,772,892,1149,384,342,822,133,14958,16,15,13,19,14,8,9,14,0,106
5001,15,125,0,17,12,3,0,0,0,180,0,29,0,0,0,0,0,0,3,33,94,714,30,107,116,39,6,41,4,1145,0,3,0,3,3,0,0,0,0,13,39,130,11,91,101,11,0,16,0,407,61,67,22,174,122,37,6,23,3,521,88,59,152,439,261,150,9,97,5,1265,17,6,6,36,62,44,5,18,3,194,23,14,9,74,60,25,4,17,0,222,4,10,0,19,13,5,0,9,0,61,17,22,9,43,42,22,0,22,13,194,398,1299,253,1012,804,346,30,243,41,4427,0,14,3,0,0,0,0,0,0,16,11,60,0,0,4,0,0,0,0,70,43,157,9,15,13,9,0,5,4,246,7,13,0,0,0,0,0,0,0,17,26,193,4,23,13,3,0,3,0,275,5,40,0,0,0,0,0,0,3,50,217,1073,74,145,146,56,27,81,15,1824,0,3,3,3,3,0,0,0,0,14
5002,12,64,0,18,8,0,0,0,0,100,3,24,0,0,5,0,0,0,0,29,75,446,19,81,113,29,4,21,7,800,3,0,0,0,0,0,0,0,0,10,30,55,3,37,34,16,0,4,0,185,36,42,15,97,85,23,3,10,3,319,45,38,48,128,136,66,3,14,7,490,3,10,4,15,21,16,0,4,6,71,16,6,4,24,33,11,0,3,3,104,0,3,0,3,4,8,0,4,0,22,5,9,5,19,17,10,3,11,11,88,256,815,105,425,485,184,15,82,36,2393,3,8,0,3,0,0,0,0,0,12,3,16,0,0,0,0,0,0,0,26,41,127,8,14,18,6,0,8,0,225,3,8,0,3,3,0,0,0,0,19,23,91,0,19,8,0,0,0,0,146,8,32,0,3,5,0,0,0,0,45,173,668,53,125,152,38,11,42,15,1267,3,0,0,6,0,0,0,0,0,10
5003,17,260,6,33,21,5,0,3,0,341,10,68,3,7,6,0,0,0,0,91,188,1705,52,201,246,61,7,96,26,2594,0,3,3,11,4,0,0,0,0,17,62,209,31,149,145,32,7,28,4,672,112,129,88,374,213,92,9,49,10,1077,160,177,367,904,701,340,50,205,22,2934,29,10,15,66,117,114,6,50,4,412,50,31,16,140,147,75,7,39,3,520,11,24,8,28,19,9,4,10,0,106,20,28,21,85,55,54,11,63,17,341,701,2907,619,2015,1703,790,105,550,91,9490,8,22,0,0,3,0,0,0,0,36,6,106,8,0,3,0,0,0,3,123,112,328,21,31,30,12,14,24,4,584,3,49,0,3,0,0,0,0,0,57,56,371,10,32,32,7,3,13,3,528,18,78,7,8,10,0,0,0,0,130,462,2661,190,266,320,113,52,189,39,4292,3,5,4,11,3,0,3,0,0,28
5004,25,130,4,20,12,13,0,5,0,211,5,32,0,0,4,0,0,0,0,37,166,785,26,131,167,75,5,51,5,1420,3,3,0,0,0,0,0,0,0,10,54,121,24,69,96,43,3,26,0,440,69,65,37,164,115,52,3,38,6,541,108,55,182,442,295,139,30,107,17,1383,21,12,4,41,40,54,0,24,0,201,27,3,9,76,76,35,4,25,3,255,6,14,3,10,27,3,0,0,0,63,19,30,6,36,40,34,0,23,14,207,539,1357,304,1005,878,454,54,301,48,4942,4,6,0,0,0,0,0,0,0,17,7,43,0,0,0,0,0,3,0,49,53,153,8,14,12,9,7,3,0,258,4,15,0,0,0,0,0,3,0,23,36,182,4,21,16,13,0,6,0,285,8,36,0,4,7,3,0,3,0,61,362,1251,100,177,198,109,30,115,16,2356,3,8,0,0,0,0,0,0,0,17
5005,6,38,3,7,5,0,0,0,0,64,0,7,0,0,0,0,0,0,0,11,29,226,3,27,39,5,0,6,0,340,0,0,0,5,0,0,0,0,0,8,15,35,3,22,33,12,0,3,0,129,13,22,12,41,51,13,0,9,0,156,41,30,69,134,91,37,5,25,3,431,9,4,3,17,21,20,3,16,0,97,12,3,8,13,23,13,5,11,0,82,4,0,0,4,5,0,0,0,0,19,12,11,5,17,19,4,0,9,4,85,137,407,104,278,295,112,17,85,11,1448,0,4,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,14,14,31,0,4,8,0,0,0,0,56,0,5,0,0,0,0,0,0,0,9,11,54,3,13,8,0,0,0,0,93,5,7,0,0,0,0,0,0,0,15,73,346,17,35,49,8,3,12,3,552,0,0,0,5,0,0,0,0,0,8
5006,13,147,4,17,18,0,0,3,0,197,14,37,0,5,4,0,0,0,0,54,85,885,16,106,90,23,0,32,11,1252,0,0,3,4,0,3,0,3,0,12,41,110,12,66,78,17,3,13,6,352,53,87,21,218,127,38,4,19,8,580,94,89,176,405,339,135,25,101,13,1381,23,8,9,40,73,35,0,19,4,206,25,13,8,58,65,32,0,26,0,218,6,10,3,14,17,5,5,0,3,63,13,25,8,42,23,19,6,23,15,170,382,1523,264,977,844,313,46,238,59,4640,0,13,0,0,0,0,0,0,0,17,3,40,0,4,3,0,0,0,0,44,63,162,8,8,13,3,3,4,0,258,5,18,0,0,0,0,0,0,0,19,28,193,4,20,21,3,0,3,0,272,17,44,9,8,5,0,0,0,0,77,215,1251,71,140,120,26,18,51,16,1904,0,0,4,10,0,3,0,3,0,27
5007,6,86,4,14,7,3,0,0,0,119,4,16,0,0,5,0,0,0,0,26,87,644,18,92,79,37,19,33,8,1008,0,3,0,5,3,0,0,0,0,15,29,65,10,36,57,13,4,5,0,219,43,74,20,121,99,26,24,15,8,441,68,80,133,251,226,105,61,54,8,980,11,5,12,19,42,41,11,14,0,140,19,6,10,47,58,22,13,20,0,191,5,14,3,12,10,3,0,3,0,47,10,16,12,24,18,20,15,35,13,159,293,1117,219,625,611,272,140,181,43,3509,0,9,0,0,0,0,0,0,0,11,0,42,0,0,0,0,0,0,0,54,49,193,24,16,27,4,12,11,0,341,3,3,0,0,4,0,0,0,0,13,19,128,3,11,9,3,3,0,0,183,8,26,3,3,5,0,0,0,0,42,201,1031,92,121,94,42,76,45,11,1721,0,3,0,5,3,0,0,3,0,19
5008,3,53,0,12,6,0,0,0,0,76,6,13,0,3,3,0,0,0,0,26,74,372,22,47,78,39,4,28,9,675,0,3,0,0,3,0,0,0,0,9,13,31,7,27,39,8,5,6,0,145,29,40,12,72,65,18,7,20,0,267,48,37,83,102,131,33,26,35,10,513,11,7,3,19,26,15,7,14,0,108,8,9,8,19,50,13,4,14,0,117,4,0,0,6,3,3,0,3,0,17,8,13,5,17,23,19,3,14,10,107,224,635,144,334,434,153,60,137,31,2168,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,22,51,101,13,12,15,6,3,7,3,207,3,3,0,0,0,0,0,0,0,10,11,70,4,17,6,0,0,0,0,111,12,18,3,3,3,0,0,0,0,33,166,610,100,70,92,49,30,50,13,1180,0,3,3,0,3,0,3,0,0,11
5009,1250,8018,214,1173,1139,244,14,104,94,12255,408,1962,40,157,333,41,3,14,18,2980,10031,59449,2965,9495,14028,5218,433,2733,954,105302,57,75,35,201,121,59,12,24,17,593,2218,6314,1128,4099,5042,1573,178,804,200,21561,3277,4450,2007,9148,7768,2861,304,1297,319,31424,3539,3372,7325,16417,12686,5468,989,2961,575,53323,487,311,293,1258,2025,1359,146,617,60,6562,869,774,556,2909,3742,1393,180,722,115,11264,334,860,198,703,1044,409,60,311,69,3992,536,1188,401,1669,1763,1088,179,776,676,8293,26498,103148,15704,48702,52440,20586,2572,10875,3366,283885,255,989,35,74,141,34,3,26,12,1559,1109,8392,154,135,269,60,49,66,86,10312,8485,22626,1531,2115,4003,1548,768,1138,487,42705,431,1439,53,87,236,77,39,32,31,2432,2657,12015,503,1440,1575,400,137,204,158,19097,896,2671,129,344,496,79,29,50,48,4735,27048,103885,9816,14059,20276,9153,3560,6545,2045,196386,108,114,134,247,138,84,57,69,26,988
5010,7,44,5,7,4,0,0,0,0,68,0,13,0,8,0,0,0,0,0,21,48,289,15,44,60,29,11,20,9,522,0,0,0,3,0,0,0,0,0,5,13,23,7,24,28,10,8,9,0,116,29,39,14,65,65,10,6,9,0,242,39,40,62,88,109,40,40,35,4,446,11,8,8,12,22,12,0,13,0,80,4,4,0,19,16,11,4,7,0,63,4,4,0,7,8,0,0,8,0,26,4,3,4,11,17,20,0,14,3,88,168,518,117,282,337,137,67,107,25,1770,0,3,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,9,39,67,9,10,14,4,4,3,0,142,3,11,0,0,4,0,0,0,0,13,13,59,7,7,4,0,3,3,0,92,3,17,9,5,0,0,0,0,0,35,113,409,62,51,74,43,28,39,15,840,3,0,3,3,0,0,0,0,0,14
5011,6,29,0,10,0,0,0,3,0,47,3,7,0,0,0,0,0,0,0,9,26,183,7,30,46,11,0,14,0,316,0,0,0,0,0,0,0,0,0,9,11,34,5,28,27,17,0,5,0,136,15,32,11,73,43,16,3,12,0,213,23,23,73,132,94,41,12,36,3,432,0,7,0,14,10,7,0,5,0,49,6,5,12,20,16,16,4,8,0,81,3,3,0,3,7,3,0,3,0,20,3,7,3,10,12,11,0,10,4,60,106,359,114,317,266,123,23,99,16,1418,3,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,11,9,35,3,0,3,3,0,6,0,66,0,3,0,0,0,0,0,0,0,4,9,36,0,10,0,0,0,3,0,61,3,5,0,0,0,0,0,0,0,14,58,254,22,39,56,20,5,24,5,477,0,0,0,3,0,0,0,0,0,11
6000,68,286,10,76,49,14,0,8,3,513,22,115,5,9,22,0,0,0,0,167,546,2649,118,326,418,110,8,122,31,4340,7,8,3,14,3,0,0,0,0,32,197,331,39,248,216,55,6,61,16,1168,289,273,131,614,415,121,14,93,37,1983,390,242,671,1644,1106,450,60,431,51,5047,55,19,41,168,189,141,10,138,4,770,101,45,45,320,249,116,8,90,12,992,26,21,12,30,34,25,3,9,0,159,105,91,56,159,131,139,15,164,73,922,1946,4728,1128,3652,2907,1177,128,1128,238,17027,5,26,0,0,3,0,0,0,0,38,53,274,4,9,21,3,0,4,5,378,243,703,29,44,82,7,9,18,14,1145,11,41,3,0,4,0,0,0,0,59,116,414,20,91,58,12,4,12,3,738,44,157,9,16,28,0,0,0,0,253,1177,3845,274,455,549,158,42,237,62,6801,13,6,8,13,6,3,0,0,0,56
6001,4,55,0,14,0,3,0,0,0,78,3,26,0,0,7,0,0,0,0,36,43,499,11,42,41,8,0,6,4,658,3,0,0,4,0,0,0,0,0,11,21,52,3,55,32,7,0,0,5,172,29,56,19,145,80,25,6,13,9,386,60,46,123,328,246,106,16,81,17,1031,3,7,6,29,35,42,0,21,7,149,8,7,5,58,50,25,0,20,7,176,3,3,0,5,5,3,0,5,0,25,12,12,0,33,18,22,0,26,7,136,207,863,169,718,535,259,22,171,53,2992,0,11,0,0,0,0,0,0,0,11,3,42,0,0,3,0,0,0,0,48,33,112,3,7,10,4,0,0,3,171,0,12,0,0,0,0,0,0,0,16,5,76,0,14,0,4,0,0,0,111,16,31,4,4,7,0,0,0,0,63,104,786,28,59,54,20,6,10,8,1074,3,0,0,4,0,0,0,4,0,17
6002,3,39,0,18,3,0,0,3,0,66,3,18,0,0,5,0,0,0,0,30,50,534,11,43,65,16,0,26,7,752,0,4,0,4,0,0,0,0,0,16,18,71,9,62,39,11,0,8,4,215,53,52,13,165,115,25,0,15,0,444,81,55,169,428,245,126,10,88,6,1208,11,9,3,45,36,37,3,27,0,170,15,7,9,61,43,19,3,15,3,175,0,6,3,11,12,3,0,6,0,41,6,19,7,27,17,34,4,23,11,132,258,888,221,869,586,268,22,212,38,3366,0,4,0,0,0,0,0,0,0,4,4,23,0,0,0,0,0,0,0,32,25,103,3,0,13,3,0,3,3,150,4,11,0,0,4,0,0,0,0,16,14,73,3,18,6,0,0,3,0,115,8,33,0,3,7,0,0,0,0,55,109,789,32,70,77,23,6,34,13,1152,3,4,0,4,3,0,0,0,0,15
6003,140,895,26,154,127,28,0,6,8,1396,87,329,3,24,57,5,0,0,5,516,1040,5987,243,930,1218,349,27,138,94,10033,8,17,7,17,4,5,0,3,0,54,217,527,83,392,413,94,11,26,30,1795,344,413,160,863,800,219,15,61,39,2912,423,375,815,2161,1797,646,60,320,69,6683,45,37,50,154,241,211,6,120,7,864,81,92,32,349,350,131,14,87,25,1157,16,95,13,46,88,21,4,24,3,316,69,134,43,186,142,102,13,107,60,855,2864,11208,1519,5479,5547,1870,154,940,385,29969,18,94,0,3,6,0,0,0,0,131,162,1516,35,16,64,4,3,7,14,1827,748,2471,109,258,372,97,43,91,52,4232,26,129,7,12,26,3,0,0,6,203,272,1337,55,192,190,41,7,13,13,2121,165,451,8,62,93,10,3,0,16,814,2330,10259,701,1426,1807,595,140,355,187,17800,7,18,7,23,7,5,4,3,0,76
6004,22,256,3,52,22,6,3,0,0,360,29,114,0,6,13,4,0,0,0,165,283,2555,73,298,303,96,9,67,24,3720,0,0,0,9,6,0,0,0,0,11,70,189,26,139,119,36,0,15,3,596,125,173,65,405,311,79,4,36,15,1215,184,128,382,1021,703,290,32,181,26,2952,25,8,25,87,123,85,6,52,8,419,33,16,22,162,145,78,9,46,0,516,8,26,0,25,36,7,0,4,3,115,18,46,23,78,56,36,3,48,30,332,865,4083,635,2318,1896,737,62,464,116,11178,3,28,0,3,4,0,0,0,0,40,25,304,3,3,17,4,0,0,5,368,152,716,35,38,58,24,9,18,10,1056,12,32,0,3,4,0,0,0,0,50,54,384,10,59,38,12,4,0,3,555,44,147,5,32,22,3,0,0,0,252,669,4011,220,443,429,172,51,144,49,6186,0,0,0,6,6,0,0,3,0,21
6005,4,23,0,6,0,0,0,0,0,42,0,13,0,0,4,0,0,0,0,21,34,351,5,19,29,8,0,8,4,453,0,0,0,0,0,0,0,0,0,0,10,36,8,28,14,3,0,3,0,106,19,29,12,74,57,11,0,8,0,209,28,22,72,192,118,50,4,43,3,537,3,0,12,12,13,20,0,10,0,76,8,3,0,32,27,14,0,12,0,88,0,4,3,3,0,0,0,3,0,15,3,3,3,17,9,12,0,9,6,64,111,550,116,386,276,121,13,97,16,1696,0,3,0,0,0,0,0,0,0,3,0,21,0,0,3,0,0,0,0,24,26,74,0,3,3,5,0,3,4,108,0,3,0,0,0,0,0,0,0,3,9,41,0,14,3,0,0,0,0,69,7,23,0,0,7,0,0,0,0,42,73,507,16,31,39,11,3,13,3,699,0,3,0,0,0,0,0,0,0,3
7000,40,183,6,23,28,4,3,3,3,292,28,74,0,6,9,0,0,0,0,119,242,1135,49,185,215,56,8,60,22,1974,5,3,0,9,3,0,0,4,3,24,66,153,20,83,75,17,4,16,4,429,151,138,33,230,192,30,7,38,15,835,156,207,162,466,490,125,39,124,19,1787,28,49,18,106,95,54,4,41,9,402,26,41,23,92,98,34,6,29,17,346,3,12,3,28,19,3,0,3,4,76,25,79,24,123,83,59,8,67,80,553,831,2383,338,1386,1335,381,82,395,182,7315,0,20,0,0,0,0,0,0,0,25,11,50,3,3,4,0,0,0,0,69,127,351,19,59,49,9,3,18,5,630,14,22,3,3,4,3,0,0,0,46,67,257,12,30,27,3,4,6,5,418,39,91,4,8,14,0,3,0,0,157,444,1720,120,298,264,70,29,116,37,3090,5,6,7,13,3,0,0,4,3,36
7001,31,154,0,24,17,3,0,3,0,238,12,59,0,6,3,3,0,0,0,88,157,879,33,178,150,46,5,27,10,1483,0,0,0,5,0,0,0,0,0,7,37,80,3,60,54,8,0,12,3,264,60,84,19,113,122,26,3,11,4,445,73,77,80,235,298,65,8,28,18,876,7,15,9,15,33,16,5,8,5,108,16,16,6,48,36,15,0,14,3,150,5,18,3,9,14,7,0,7,0,53,9,32,10,25,29,9,7,17,17,159,468,1758,159,767,796,198,25,138,65,4370,4,11,0,0,0,0,0,0,0,18,14,91,5,8,6,0,0,0,0,119,117,407,14,50,56,12,3,5,8,673,4,25,0,3,3,0,0,0,0,35,50,211,4,34,16,8,0,4,0,328,19,77,3,15,6,3,0,3,0,125,277,1357,93,293,199,61,23,65,29,2399,0,0,3,9,0,0,0,0,0,10
7002,130,644,10,75,86,15,0,4,3,969,58,158,3,21,34,0,0,3,3,281,768,3713,152,746,969,309,10,205,64,6938,0,0,3,13,8,10,0,0,3,42,159,279,50,216,235,55,11,45,14,1056,360,399,113,573,606,171,11,70,33,2344,410,370,447,965,1398,360,78,204,68,4315,40,26,31,81,183,77,8,41,13,505,50,56,26,187,217,85,9,43,13,692,22,52,15,34,48,23,4,26,3,234,44,76,21,101,125,73,4,80,79,607,2397,7029,903,3145,4147,1213,143,756,308,20044,13,52,0,3,6,0,0,0,0,70,89,482,10,11,14,3,0,5,7,621,637,1614,116,239,336,104,36,65,33,3185,37,91,0,8,13,6,0,0,3,160,227,889,36,100,114,17,0,6,10,1402,97,234,7,43,47,3,4,3,3,443,1742,5941,679,1143,1357,496,204,491,130,12187,3,3,8,23,8,10,0,8,3,72
