SUA_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
3003,5,0,0,5,4,0,0,0,7,4,0,4,8,0,0,10,237,28,8,5,284,10,0,14,291,18,0,317,25,8,3,4,42,5,3,4,46,23,0,71,0,0,0,0,0,0,0,0,0,0,3,4,267,37,7,9,322,16,5,20,344,43,3,391,47,10,5,0,59,3,0,3,59,10,0,73,44,8,0,0,52,0,0,0,56,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,7,0,0,6,100,16,5,3,117,3,0,3,124,16,0,138,3,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,3,0,3,7,0,0,4,3,0,0,0,4,3,0,3,8,0,0,9,101,18,5,3,122,3,0,8,130,16,0,146,19,5,0,0,29,0,0,0,29,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,120,18,5,4
3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,12,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,41,0,0,3,44,3,0,3,50,3,0,51,8,0,0,0,8,4,0,4,13,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,3,57,3,0,3,58,4,0,64,4,0,0,0,4,0,0,0,10,0,0,8,7,0,0,0,4,3,0,3,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,3,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,3,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
3006,56,3,0,59,62,19,3,0,87,26,5,30,113,5,0,122,2563,432,61,44,3098,95,28,115,3220,194,7,3422,390,79,10,13,487,17,3,20,501,161,0,664,3,0,0,0,3,0,0,0,3,0,3,9,2954,504,75,54,3592,106,29,134,3726,353,12,4091,564,83,7,4,660,17,4,21,678,59,0,742,351,93,11,0,450,18,9,23,476,48,4,525,11,4,3,0,18,0,0,0,20,4,0,22,3,3,0,8,14,0,0,0,14,0,0,13,932,179,23,9,1149,29,7,42,1188,115,3,1310,19,3,0,0,16,3,0,3,26,0,0,22,16,0,0,0,15,0,0,0,16,3,0,17,32,3,0,0,31,3,0,4,41,4,0,45,962,184,23,9,1181,37,12,46,1231,120,3,1350,158,43,0,7,210,10,4,16,224,90,0,312,0,0,0,0,0,0,0,0,0,0,0,3,1123,231,22,16
3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,29,0,0,0,29,3,0,28,0,4,0,0,3,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,34,0,0,0,34,7,0,43,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,7,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,13,0,0,0,17,0,0,17,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0
3008,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,8,45,9,3,0,51,0,0,3,55,9,0,64,7,0,0,0,10,0,0,0,13,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,49,12,3,0,63,0,0,6,64,16,0,89,10,0,0,0,7,0,0,0,7,0,0,8,4,0,0,0,5,0,0,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,14,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,14,0,0,0,14,0,0,16,4,0,0,0,4,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0
3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,6,0,0,10,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,11,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,9,0,0,9,9,0,0,3,13,0,0,0,11,0,0,11,166,8,3,3,182,8,0,8,187,5,0,198,22,5,0,0,25,0,0,0,28,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,192,11,3,3,213,9,0,6,217,7,0,227,29,4,0,0,28,0,0,3,30,0,0,36,23,3,0,0,27,0,0,0,27,0,0,27,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,3,3,0,62,3,0,3,64,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,3,0,62,3,0,3,64,0,0,62,12,0,0,0,11,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,61,10,3,0
3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,25,4,0,4,31,4,0,31,3,3,0,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,3,35,4,0,4,40,4,0,40,3,0,0,0,7,0,0,0,7,0,0,8,3,0,0,0,3,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,14,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,14,6,0,12,0,0,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,12,0,0,12,3,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,3,0,13,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
3013,3,0,0,3,5,0,0,0,9,0,0,0,9,0,0,13,190,29,7,3,225,0,0,3,230,25,0,251,28,5,0,0,36,0,0,0,36,14,0,54,0,0,0,0,0,0,0,0,0,0,0,0,217,38,7,3,263,0,0,3,268,40,0,305,35,0,0,0,35,0,0,0,36,3,0,43,14,7,0,0,19,0,0,0,22,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,7,0,0,55,3,0,4,60,7,0,69,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,59,7,0,0,60,3,0,4,65,7,0,75,10,4,0,0,9,0,0,0,9,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,62,10,0,0
3014,24,0,0,27,28,9,0,0,41,0,0,0,47,3,0,50,920,153,20,13,1107,25,3,30,1130,65,0,1201,126,38,3,0,174,5,3,10,182,47,0,231,0,0,0,0,3,0,0,0,3,0,0,3,1041,190,27,22,1283,33,8,39,1319,113,0,1433,158,34,0,0,195,7,0,7,204,11,0,209,132,40,4,0,181,3,0,3,186,21,0,199,3,0,0,0,10,0,0,0,10,0,0,10,4,0,0,3,3,0,0,0,3,0,0,10,299,70,16,3,392,8,0,8,400,27,0,426,3,0,0,0,3,0,0,0,4,4,0,8,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,6,0,0,0,9,3,0,8,306,73,16,3,392,6,0,6,406,36,0,435,43,18,3,0,63,3,0,5,70,32,0,97,0,0,0,0,0,0,0,0,0,0,0,0,341,93,13,3
3015,8,0,0,8,9,0,0,3,16,0,0,0,16,0,0,16,338,41,11,3,394,9,0,11,405,20,0,425,53,5,0,3,66,3,0,3,71,23,0,96,0,0,0,0,0,0,0,0,0,0,0,0,395,50,12,7,459,9,0,10,473,48,3,520,63,11,0,0,72,3,0,3,81,3,0,80,54,6,0,0,66,4,0,4,73,10,0,76,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,123,21,5,0,146,5,0,9,157,11,0,162,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,3,0,7,4,0,0,0,4,0,0,0,4,3,0,11,124,16,5,3,149,5,0,9,157,13,0,172,10,7,0,0,22,0,0,0,23,12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,142,24,3,3
3016,9,0,0,9,9,6,0,0,19,8,0,8,22,4,0,30,662,67,16,12,754,43,3,50,805,39,3,849,65,9,4,0,84,8,0,7,91,29,0,127,0,0,0,0,0,0,0,0,0,0,0,0,726,79,22,8,843,52,4,56,893,70,3,968,173,20,3,0,200,7,0,7,207,10,0,214,83,10,0,0,96,3,0,3,99,14,0,111,3,0,5,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,261,30,12,5,303,6,0,6,314,28,0,339,9,4,0,0,11,3,0,3,9,0,0,10,3,0,0,0,3,0,0,0,3,0,0,4,7,4,0,0,16,3,0,3,14,3,0,20,267,38,12,5,316,11,0,11,328,30,0,361,28,3,0,0,31,0,0,0,30,18,0,52,0,0,0,0,0,0,0,0,0,0,0,3,301,41,11,5
3017,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,24,0,0,0,24,0,0,0,24,0,0,24,3,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,30,0,0,0,33,3,0,35,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,43,0,0,0,43,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,40,0,0,0,40,3,0,42,6,0,0,0,6,0,0,0,6,0,0,6,7,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,17,0,0,0,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,15,0,0,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0
4000,15,0,0,15,21,0,0,0,25,7,0,8,30,0,0,27,689,95,26,14,821,15,3,12,836,47,0,884,92,16,4,0,109,3,0,5,115,42,0,157,0,3,3,0,3,0,0,0,3,0,0,3,783,111,34,10,941,13,3,18,953,89,3,1049,93,10,0,0,102,0,0,0,100,6,0,109,80,20,0,0,101,0,0,0,102,11,0,108,5,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,180,28,3,0,209,3,0,4,210,16,0,234,5,0,3,0,8,3,0,3,6,0,0,6,4,0,0,0,7,0,0,0,7,0,0,7,10,0,4,0,13,3,0,4,17,0,0,17,183,28,9,0,221,4,4,9,230,16,0,245,23,0,0,0,23,0,0,0,23,14,0,41,0,0,0,0,0,0,0,0,0,0,0,3,212,26,8,0
4001,190,18,0,201,211,59,6,3,288,58,16,68,355,34,0,392,8147,1235,192,108,9687,260,51,316,10005,680,11,10688,1262,320,33,48,1658,66,25,96,1758,792,7,2551,10,0,0,8,16,3,0,3,21,0,12,32,9421,1554,226,160,11363,333,83,414,11779,1477,29,13277,1830,269,27,16,2142,58,9,76,2214,206,0,2415,1811,362,37,7,2226,48,9,61,2281,186,0,2467,68,13,35,0,112,6,0,6,116,17,0,136,23,5,0,20,50,0,0,0,50,3,0,57,3735,646,98,45,4529,112,23,135,4665,412,6,5073,39,14,3,0,48,14,3,20,68,12,0,83,40,18,3,0,56,5,6,6,65,14,0,80,72,30,4,0,111,22,6,26,139,29,0,164,3811,677,104,45,4638,136,33,164,4798,435,6,5240,655,182,24,17,876,52,18,70,947,569,3,1512,0,0,0,0,0,0,0,0,0,4,5,10,4464,855,126,71
4002,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,70,12,0,3,84,0,0,0,84,9,0,93,4,0,0,0,8,0,0,0,9,8,0,15,0,0,0,0,3,0,0,0,3,0,0,3,75,16,0,3,93,0,3,3,95,15,0,111,7,0,0,0,12,0,0,0,12,0,0,12,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,17,0,0,0,17,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0
4003,3,0,0,6,3,3,0,0,6,0,0,0,4,0,0,6,48,13,0,0,62,0,0,0,64,9,0,70,7,3,0,0,9,0,0,0,9,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,52,16,0,0,69,0,0,0,68,16,0,85,10,3,0,0,13,0,0,0,13,0,0,13,6,0,0,0,6,0,0,0,6,0,0,7,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,3,4,0,26,0,0,0,26,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,4,0,26,0,0,0,26,4,0,25,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,3,4,0
4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,14,0,0,20,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,0,21,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
4005,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,27,0,0,0,28,0,0,0,28,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,28,0,0,0,28,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,28,0,0,3,30,3,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,28,0,0,3,32,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,0,0,46,0,0,0,46,3,0,51,4,0,0,0,10,0,0,0,10,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,45,14,0,0,59,0,0,0,59,7,0,67,0,0,0,0,0,0,0,0,0,3,0,3,8,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,11,0,0,0,11,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,11,0,0,0,15,3,0,17,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0
4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,3,0,43,0,0,0,43,5,0,43,6,0,0,0,7,0,0,0,9,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,36,5,3,0,50,0,0,0,50,12,0,63,3,0,0,0,3,0,0,0,4,0,0,4,8,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,13,0,0,0,17,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
