SUA_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
1010,11,0,3,0,15,0,0,0,15,4,0,17,3,0,0,5,9,0,0,0,9,0,0,14,802,130,15,19,956,17,4,22,980,74,0,1050,9,3,0,0,17,0,0,0,17,0,0,17,10,3,0,0,14,4,0,4,22,0,0,22,16,12,0,0,27,8,0,9,34,0,0,34,822,141,15,19,988,23,6,27,1015,74,0,1084,104,27,0,0,128,4,0,4,140,59,0,197,0,0,0,0,0,0,0,0,0,0,3,3,917,167,19,19,1116,27,6,34,1155,130,6,1287,90,18,0,0,108,0,3,6,107,6,0,121,65,16,3,0,87,0,0,0,90,9,0,103,0,0,3,0,4,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,3,0,0,7,163,39,3,4,203,8,3,7,212,23,0,230,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0
1011,6,0,0,0,11,0,0,0,11,0,0,11,5,0,0,3,11,0,0,0,11,0,0,12,498,38,5,9,552,5,0,3,553,25,7,584,6,0,0,0,6,3,0,3,6,0,0,6,5,0,0,0,5,0,0,0,5,0,0,5,9,0,0,0,9,3,0,3,6,0,0,6,505,38,5,9,553,5,0,6,565,25,7,590,49,6,0,0,54,0,0,0,56,12,0,73,0,0,0,0,0,0,0,0,0,0,0,0,558,44,5,9,611,6,0,13,621,38,4,659,46,0,0,0,51,0,0,0,51,4,0,55,41,4,0,0,44,0,0,0,44,3,0,51,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,93,10,0,0,102,0,0,0,102,4,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,167,36,9,6,218,3,0,3,220,26,0,243,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,4,0,0,0,4,0,0,5,174,37,9,6,224,0,0,0,225,23,0,253,24,3,0,0,32,0,0,0,32,15,0,48,0,0,0,0,0,0,0,0,0,0,0,3,197,41,10,3,255,0,0,3,259,43,0,302,11,0,0,0,18,0,0,0,18,0,0,18,12,6,0,0,22,0,0,0,22,0,0,22,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,7,3,0,37,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,247,37,8,8,297,3,0,4,296,14,0,312,3,0,0,0,3,4,0,4,5,0,0,5,6,0,0,0,6,0,0,0,8,0,0,8,8,0,0,0,8,4,0,3,15,0,0,16,257,37,8,8,299,7,4,7,311,10,0,327,57,8,0,0,64,3,3,5,66,8,0,77,0,0,0,0,0,0,0,0,0,0,0,0,309,37,7,8,361,11,4,12,376,26,0,399,27,3,0,0,29,0,0,0,29,0,0,29,29,3,0,0,29,0,0,0,29,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,56,7,0,0,65,0,0,0,65,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,3,7,0,0,8,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,195,32,7,0,235,3,3,3,241,13,0,257,8,0,0,0,8,3,0,6,11,0,0,11,3,0,0,0,3,0,0,0,6,0,0,4,8,0,0,0,8,4,3,6,14,0,0,15,206,32,7,0,243,7,7,8,254,11,0,272,31,0,0,0,36,0,5,5,43,31,0,76,0,0,0,0,0,0,0,0,0,0,0,0,241,38,4,0,285,7,9,13,295,51,0,346,20,0,0,0,18,0,0,0,19,0,0,19,10,3,0,0,14,0,0,0,12,7,0,22,0,0,3,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,3,3,0,39,0,0,0,43,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1015,0,0,4,0,6,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,263,19,8,3,295,9,0,9,306,23,0,322,3,0,0,0,3,0,0,0,7,0,0,5,4,0,0,0,3,0,0,0,3,0,0,3,7,3,0,0,7,0,0,0,9,0,0,12,268,21,8,3,301,10,0,10,312,20,0,335,39,11,3,0,51,0,0,3,55,18,0,75,0,0,0,0,0,0,0,0,0,0,0,3,310,28,12,4,356,9,3,10,368,44,0,406,22,7,0,0,25,0,0,0,25,3,0,25,15,0,0,0,20,0,0,0,15,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,45,0,0,0,44,6,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,0,0,0,0,4,0,0,0,4,0,0,4,0,4,0,3,3,0,0,0,3,0,0,3,126,31,9,3,170,0,0,0,172,23,0,193,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,5,0,0,0,5,0,0,4,4,0,0,0,7,0,0,0,5,0,0,13,129,33,9,3,176,3,0,3,177,24,0,203,31,9,0,0,44,5,0,5,48,21,0,70,0,0,0,0,0,0,0,0,0,0,0,0,164,37,9,3,213,3,0,9,225,43,0,268,8,5,0,0,12,0,0,0,12,0,0,12,7,0,0,0,7,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,7,0,3,0,7,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,289,51,3,3,352,7,3,8,356,16,0,374,3,0,0,0,3,0,0,0,7,0,0,7,10,3,0,0,12,0,0,0,12,0,0,11,15,3,0,0,16,0,0,0,20,0,0,15,300,57,3,3,363,7,3,6,371,18,0,389,45,10,0,0,61,3,0,3,61,14,0,80,0,0,0,0,0,0,0,0,0,0,0,0,350,65,4,3,422,11,5,13,434,36,0,475,45,10,0,0,48,0,0,0,48,0,0,51,31,7,0,0,44,0,0,0,44,3,0,45,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,73,13,0,0,98,0,0,0,98,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
1018,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,137,12,8,0,157,3,0,4,156,12,0,168,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,7,137,12,8,0,157,7,0,7,161,9,0,172,23,0,0,3,30,3,0,3,35,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,165,12,8,3,186,11,0,13,190,20,0,213,12,0,0,0,15,0,0,0,16,0,0,18,15,0,0,0,15,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,32,0,0,0,38,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,3,4,0,0,6,0,0,0,6,0,0,6,3,0,0,5,10,0,0,0,10,0,0,10,333,35,3,9,376,6,0,6,382,18,0,404,3,0,0,0,3,0,0,0,3,0,0,3,6,7,0,0,8,3,0,3,10,0,0,10,7,7,0,0,10,3,0,3,17,0,0,17,340,36,3,9,390,6,0,6,397,18,0,415,54,7,0,0,63,6,0,6,65,15,0,80,0,0,0,0,0,0,0,0,0,0,0,0,396,46,3,11,453,11,0,11,464,33,0,491,54,6,0,0,61,0,0,0,61,3,0,63,41,8,0,0,49,0,0,0,51,3,0,52,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,15,0,3,115,0,0,0,115,5,0,121,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,127,10,4,6,148,3,0,3,151,4,0,151,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,129,10,4,6,152,3,0,3,152,4,0,155,12,4,0,0,21,0,0,0,21,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,141,18,4,6,166,0,0,0,169,8,0,184,5,0,0,0,6,0,0,0,7,3,0,11,10,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,19,4,0,3,23,3,0,3,19,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,4,126,11,4,3,141,4,0,8,151,8,0,157,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,3,0,0,0,3,0,0,3,6,0,0,3,8,0,0,0,8,0,0,8,135,13,4,3,151,4,0,8,159,8,0,167,28,0,0,0,24,5,0,5,31,10,0,39,0,0,0,0,0,0,0,0,0,0,3,3,156,15,4,4,181,15,0,10,195,16,3,211,19,3,0,0,22,0,0,0,22,0,0,21,14,0,0,0,18,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,39,3,0,3,40,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,3,0,5,0,9,0,0,0,9,3,0,8,0,0,0,3,4,0,0,0,4,3,0,6,320,46,10,3,374,3,3,3,379,21,0,403,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,6,0,0,6,7,3,0,0,8,0,0,0,8,0,0,8,326,50,10,3,386,3,3,3,394,21,0,413,52,13,0,0,66,4,3,10,74,13,0,88,0,0,0,0,0,0,3,3,3,3,0,4,378,64,10,3,449,4,11,12,467,29,0,498,45,8,0,0,53,0,0,3,57,3,0,63,46,6,0,0,55,4,0,4,58,3,0,58,0,0,3,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,90,13,0,0,109,3,0,5,118,9,0,126,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
1023,83,23,24,0,136,3,0,0,138,10,0,144,31,5,0,32,67,3,0,3,67,0,4,73,5958,655,121,76,6814,157,14,176,6988,358,13,7353,55,13,0,4,73,15,0,15,87,4,0,93,114,21,6,0,134,10,7,19,155,10,0,164,165,31,7,4,212,27,7,31,248,19,0,261,6130,694,125,74,7022,184,21,206,7230,378,13,7618,996,146,28,22,1191,64,9,67,1258,317,3,1575,9,4,0,3,17,0,0,0,17,0,10,28,7125,840,155,105,8227,249,30,276,8506,691,27,9219,974,112,12,10,1105,32,9,44,1149,87,0,1232,1063,138,16,10,1230,16,4,23,1245,96,0,1344,33,3,18,0,52,3,0,3,55,5,0,60,8,0,0,7,14,3,0,3,17,0,0,21,2077,255,38,31,2399,58,10,65,2469,188,0,2658,23,5,0,0,27,7,0,7,38,4,0,40,34,0,0,0,40,0,0,3
1024,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,6,6,0,0,0,7,0,0,6,362,56,12,7,432,4,3,7,438,22,0,464,3,0,0,0,4,0,0,0,8,0,0,8,4,3,0,3,12,0,0,0,12,3,0,14,5,9,0,4,12,0,0,0,16,6,0,17,369,59,12,12,445,5,3,7,459,26,0,490,81,14,3,0,94,3,0,3,101,43,0,143,0,0,0,0,0,0,0,0,0,0,0,0,450,69,10,13,539,9,3,11,556,71,0,628,44,8,0,3,55,0,0,0,59,3,0,58,59,5,0,0,59,0,0,0,59,0,0,66,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,101,9,3,4,119,0,0,0,118,9,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,16,0,0,0,15,0,0,0,15,0,0,15,4,0,0,0,9,0,0,0,9,0,0,9,522,48,10,11,587,9,0,10,601,25,3,634,3,0,0,0,3,0,0,0,3,3,0,5,6,0,0,0,6,3,0,3,8,0,0,10,6,0,0,0,10,3,0,3,8,4,0,12,534,48,10,11,596,10,0,16,608,32,3,647,53,9,0,3,70,3,0,3,69,37,0,107,0,0,0,0,0,0,0,0,0,0,0,0,586,51,11,9,668,12,0,12,679,66,3,751,71,5,0,0,79,3,0,3,78,3,0,87,41,3,0,3,45,0,0,0,51,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,111,9,0,3,123,7,0,3,134,6,0,141,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1026,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,5,6,0,0,0,6,0,0,6,149,16,0,3,176,0,0,3,175,3,0,178,0,0,0,0,5,0,0,0,5,0,0,5,0,3,0,0,3,0,6,6,10,0,0,10,4,5,0,0,6,0,6,6,9,0,0,9,152,19,0,3,183,0,3,5,186,3,0,193,29,3,0,0,32,0,3,4,38,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,182,24,3,3,209,4,6,9,219,19,0,239,19,3,0,0,23,0,0,0,23,0,0,25,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,34,0,0,0,34,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,7,4,0,0,12,0,0,0,12,0,0,16,0,0,0,4,4,0,0,0,4,0,0,8,604,104,11,6,722,13,3,11,736,44,4,786,3,0,0,0,3,0,0,0,3,0,0,6,6,0,0,0,8,3,0,3,7,3,0,14,9,0,0,0,15,3,0,3,15,4,0,16,614,106,11,6,741,9,3,11,754,47,4,804,59,12,3,0,76,4,0,3,82,33,0,114,0,0,0,0,0,0,0,0,0,0,0,0,675,117,11,7,817,18,4,22,838,80,3,919,56,6,4,0,59,0,0,0,61,3,0,66,56,4,0,3,63,0,0,0,61,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,111,12,3,3,122,3,0,3,126,8,0,136,3,0,0,0,4,0,0,0,4,0,0,3,5,0,0,0,5,0,0,0
1028,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,258,27,6,0,291,0,0,0,290,6,0,301,0,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,8,0,0,8,9,0,0,0,11,0,0,0,13,0,0,13,266,28,6,0,300,4,0,4,306,7,0,311,64,9,0,0,73,0,0,0,74,8,0,76,0,0,0,0,0,0,0,0,0,0,0,0,329,36,8,0,374,7,0,7,378,14,0,389,28,0,0,0,33,0,0,0,37,0,0,38,30,0,3,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,0,68,3,0,3,74,0,0,75,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
1029,7,0,0,0,7,0,0,0,8,0,0,8,7,0,0,3,5,0,0,0,5,0,0,5,166,35,0,4,201,7,0,7,202,21,0,224,6,3,0,0,7,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,0,0,0,4,0,0,4,167,36,0,4,208,6,0,6,210,21,0,237,25,7,4,4,37,0,0,0,36,16,0,57,0,0,0,0,0,0,0,0,0,0,0,0,194,46,4,9,240,6,0,6,250,37,0,292,15,3,5,0,21,0,0,0,21,3,0,24,14,3,0,0,14,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,5,0,37,0,0,0,38,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,676,117,163,13,971,11,0,16,985,54,3,1041,337,58,14,471,879,20,3,27,901,75,29,1006,56172,6799,791,1016,64777,1271,294,1566,66346,3491,97,69934,720,170,8,21,926,182,17,199,1119,126,0,1251,1135,326,21,31,1519,134,83,214,1737,177,3,1918,1863,493,31,57,2444,309,104,414,2859,306,7,3167,58032,7297,825,1068,67224,1580,402,1982,69200,3798,99,73093,14380,3220,253,539,18387,604,219,820,19213,5216,67,24500,72,25,0,75,174,3,0,3,175,30,199,409,72490,10541,1074,1680,85785,2181,620,2800,88589,9041,372,97998,17080,1886,199,113,19280,426,107,534,19812,1357,13,21181,13286,2334,169,129,15926,318,88,403,16331,1004,17,17353,417,86,148,9,661,9,9,10,675,48,4,728,173,41,13,335,561,6,3,11,573,48,21,644,30959,4346,531,590,36426,751,212,964,37387,2461,55,39900,387,89,10,12,505,101,13,120,620,97,0,720,559,185,13,22,781,75,63,143
1031,3,0,0,0,11,0,0,0,11,0,0,12,6,0,0,3,13,0,0,0,9,4,0,12,490,57,7,10,567,3,0,6,566,22,0,589,3,0,0,0,5,3,0,3,7,3,0,8,12,0,0,0,8,0,0,0,8,4,0,10,14,0,0,0,17,3,0,3,18,4,0,19,504,54,8,10,577,4,0,3,584,27,0,613,66,9,0,3,81,0,0,3,85,23,0,108,0,0,0,0,0,0,0,0,0,0,3,3,573,66,8,17,661,8,3,7,667,55,3,728,38,3,0,0,46,0,0,0,46,3,0,43,34,14,3,0,49,0,0,0,49,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,77,17,3,0,98,0,0,0,95,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,7,0,3,0,13,0,0,0,13,0,0,13,5,0,0,7,8,0,0,0,8,0,0,8,256,50,14,4,321,11,3,15,337,21,0,360,3,3,0,0,9,0,0,3,7,3,0,8,3,0,0,0,3,0,4,3,6,3,0,10,8,3,0,0,6,3,5,4,15,3,0,19,259,50,16,9,336,15,10,19,353,24,0,379,50,9,0,6,70,3,0,5,71,36,0,109,0,0,0,0,0,0,0,0,0,0,3,3,314,59,13,14,399,18,8,23,427,58,3,489,21,10,0,0,30,0,0,0,26,0,0,28,18,11,0,0,25,0,0,0,25,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,13,0,0,52,0,0,0,53,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,4,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,7,0,0,0,7,0,0,7,152,34,8,4,191,7,0,7,201,14,0,212,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,3,148,34,8,4,196,7,0,7,199,12,0,214,19,8,0,0,26,0,0,0,25,15,0,44,0,0,0,0,0,0,0,0,0,0,0,0,173,40,8,4,220,12,0,12,227,27,3,261,11,0,0,0,11,0,0,0,9,0,0,9,7,5,3,0,19,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,0,28,0,0,0,26,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,17,0,0,0,19,0,0,0,19,0,0,19,9,0,0,4,11,0,0,0,11,0,0,11,818,78,14,4,915,6,3,14,930,30,0,964,19,0,0,0,17,0,0,0,17,3,0,19,13,0,0,0,13,0,0,0,9,0,0,9,29,0,0,0,29,0,0,0,26,0,0,31,844,79,14,4,946,6,6,14,953,35,0,995,88,7,0,0,103,6,0,6,105,46,0,150,0,0,0,0,0,0,0,0,0,0,0,0,939,92,11,4,1045,9,6,20,1066,80,0,1144,90,10,3,0,103,3,0,3,102,12,0,108,89,8,0,0,98,0,0,0,101,4,0,108,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,181,21,6,0,208,3,0,0,205,18,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
