SUA_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
3002,18,3,5,0,24,3,0,3,28,0,0,25,4,0,0,3,13,0,0,0,13,0,0,14,800,117,15,8,938,19,4,31,965,73,4,1038,10,6,0,0,18,9,0,10,25,5,0,35,7,6,0,0,15,3,0,7,15,0,0,18,18,9,0,0,29,10,3,11,43,9,0,49,817,124,15,8,965,35,10,40,1010,77,4,1089,127,20,8,5,171,14,3,15,180,61,0,246,0,0,0,0,3,0,0,0,3,0,3,9,948,147,26,19,1135,42,11,55,1196,146,3,1339,48,3,0,0,53,0,0,0,48,3,0,55,52,12,0,3,58,0,0,3,60,9,0,74,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,101,13,0,3,113,0,3,3,118,14,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,33,4,6,0,41,7,0,7,50,4,0,48,11,4,0,9,26,0,0,3,31,3,0,34,1710,242,37,24,2010,58,6,57,2068,127,3,2202,20,7,0,0,25,16,0,16,42,8,0,50,28,10,0,0,43,3,5,7,49,5,0,50,50,12,0,0,66,21,5,23,90,14,0,106,1762,255,37,23,2076,72,9,86,2160,144,3,2305,246,37,9,7,304,9,3,16,320,104,0,422,0,0,0,3,4,0,0,0,4,0,3,6,2008,293,43,36,2382,90,12,96,2479,246,8,2734,135,9,3,0,154,3,0,5,156,7,0,168,88,15,0,3,100,0,0,5,110,10,0,112,3,0,3,0,10,0,0,0,10,0,0,12,0,0,0,4,5,0,0,0,5,3,0,9,237,24,8,6,276,9,0,9,283,19,0,302,0,0,0,0,3,4,0,4,7,0,0,4,0,0,0,0,5,0,0,0
3004,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,3,5,0,0,0,5,0,0,5,189,11,4,5,212,9,0,9,215,6,0,223,3,0,0,0,3,3,0,3,6,0,0,6,7,0,0,0,7,0,0,0,8,0,0,8,14,0,0,0,17,4,0,4,18,0,0,18,203,11,4,7,224,9,0,9,237,6,0,238,32,0,3,0,36,0,0,0,36,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,232,9,11,7,257,9,0,11,270,7,0,280,5,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,9,0,3,0,11,0,0,0,11,0,0,15,7,0,0,10,14,0,0,0,14,0,0,13,625,39,11,8,689,26,3,32,717,22,4,739,17,0,0,0,17,6,0,6,24,0,0,24,27,0,0,0,32,3,0,3,31,0,0,38,45,3,0,0,50,14,0,14,61,0,0,66,668,39,11,12,734,37,3,43,777,26,4,807,132,9,5,7,151,14,0,14,163,12,0,173,3,0,0,0,3,0,0,0,3,0,0,4,798,50,19,17,886,49,3,53,941,37,4,981,17,0,0,0,20,0,0,0,20,3,0,21,16,0,0,0,19,3,0,3,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,35,0,0,3,43,3,0,3,44,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
3006,103,28,30,3,160,3,0,3,165,11,0,173,57,5,3,55,124,5,0,8,126,3,3,136,7524,1102,148,116,8895,176,35,208,9107,436,5,9549,115,24,5,6,147,28,0,29,177,13,0,186,150,49,0,9,207,6,0,8,210,12,0,223,263,72,5,11,351,36,0,36,390,21,0,409,7792,1177,148,132,9246,206,37,250,9493,463,5,9964,1420,236,41,23,1715,59,13,78,1791,336,7,2135,17,0,0,3,21,3,0,3,21,3,15,37,9223,1415,185,158,10983,269,53,327,11306,800,25,12138,1338,173,28,9,1548,39,11,52,1602,83,3,1683,1109,233,17,11,1368,23,11,37,1399,99,3,1502,32,6,21,0,59,0,0,0,59,3,0,62,20,0,0,28,47,0,0,0,49,4,4,55,2500,410,57,44,3017,68,22,92,3104,190,7,3301,28,4,3,0,36,16,3,22,58,3,0,60,31,16,0,0,47,8,3,7
3007,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,193,30,0,3,227,3,0,3,235,19,0,255,3,0,0,0,3,0,3,3,6,0,0,6,5,3,0,0,10,0,0,0,10,0,0,10,8,3,0,0,11,0,3,3,10,0,0,10,200,34,0,3,239,7,3,7,242,19,0,268,48,10,4,0,61,8,0,12,68,30,0,101,0,0,0,0,0,0,0,0,0,0,0,0,247,47,4,3,302,11,4,17,319,58,0,371,13,0,0,0,12,0,0,0,12,0,0,12,9,3,0,0,11,0,0,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,28,0,0,0,28,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,7,4,0,0,15,0,0,0,11,0,0,19,0,0,0,3,5,0,0,0,5,0,0,5,466,76,20,13,567,33,5,37,604,49,0,657,3,3,0,0,9,4,0,4,10,0,0,12,13,5,0,0,20,0,0,0,19,3,0,25,17,6,0,0,25,4,0,5,32,3,0,33,478,84,16,9,594,38,7,40,633,52,0,685,73,31,3,0,105,12,3,13,116,62,3,186,0,0,0,0,0,0,0,0,0,0,3,4,555,111,23,12,697,45,10,55,759,115,6,877,22,4,0,0,26,0,0,0,26,3,0,22,21,3,0,0,27,0,0,0,29,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,39,5,3,0,51,0,0,0,55,8,0,59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,111,7,6,3,133,0,0,0,133,6,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,7,6,3,130,0,0,0,130,6,0,134,25,5,0,0,37,0,0,0,37,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,135,17,3,3,163,0,0,0,168,13,0,178,0,0,0,0,3,0,0,0,3,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,21,0,6,0,30,0,0,0,30,0,0,30,3,0,0,10,19,0,0,0,19,0,0,19,1016,83,30,19,1143,42,4,44,1186,24,0,1216,22,0,0,0,26,3,0,3,26,6,0,31,32,6,0,0,35,0,0,0,35,3,0,38,52,3,0,0,58,7,0,7,67,4,0,71,1068,83,30,19,1205,40,4,48,1253,31,0,1286,197,16,5,5,227,14,0,14,235,28,0,265,3,0,0,0,3,0,0,0,3,0,4,8,1267,103,33,29,1434,57,4,56,1490,64,4,1555,69,4,3,0,83,3,0,3,83,0,0,88,84,5,0,0,91,3,0,3,93,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,6,3,0,173,6,0,6,180,5,0,187,0,0,0,3,8,0,0,0,8,0,0,8,7,0,0,0,7,0,0,0
3011,3,3,0,0,5,0,0,0,11,0,0,8,0,0,0,4,4,0,0,0,4,0,0,4,247,52,3,9,310,4,3,8,317,26,0,346,3,0,0,0,9,5,0,5,10,3,0,19,7,0,0,0,7,0,0,0,11,0,0,8,11,0,0,0,17,3,0,3,17,7,0,29,259,52,3,13,324,14,3,16,341,34,0,376,48,12,4,0,62,11,0,8,76,42,0,118,0,0,0,0,0,0,0,0,0,0,0,3,311,63,9,12,388,21,6,23,412,74,5,491,14,0,0,0,14,0,0,0,14,0,0,16,10,0,0,0,11,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,22,0,0,0,26,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,218,16,5,5,246,4,0,4,249,3,0,248,5,0,0,0,5,4,0,4,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,4,0,4,11,0,0,10,227,12,7,8,251,6,0,6,258,3,0,262,28,3,3,3,38,0,0,0,41,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,248,17,9,7,285,13,0,13,296,9,0,301,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,17,0,0,0,21,3,0,3,18,0,0,25,0,0,0,6,5,0,0,0,5,0,0,10,957,78,17,15,1068,45,6,49,1112,45,0,1162,18,0,0,0,21,4,0,4,23,4,0,29,17,3,0,0,22,3,0,3,24,3,0,32,37,4,0,0,41,8,0,9,48,8,0,52,993,82,19,14,1109,51,4,56,1166,48,0,1218,149,22,3,0,176,12,0,12,186,47,0,236,0,0,0,0,3,0,0,0,3,0,0,3,1141,101,27,17,1286,60,4,67,1353,100,0,1451,103,16,0,0,129,0,0,0,129,11,0,136,69,7,0,0,79,0,0,3,83,4,0,87,7,3,3,0,9,0,0,0,9,4,0,10,0,0,0,0,3,0,0,0,3,0,0,3,179,27,7,3,219,0,0,3,218,21,0,237,3,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0
3014,45,6,19,0,66,0,0,0,66,4,0,73,23,0,0,26,51,0,0,0,53,10,0,61,3968,617,88,66,4737,100,15,114,4850,204,0,5056,50,12,0,3,63,20,0,20,81,10,0,93,91,14,0,0,106,9,9,16,123,8,0,132,142,21,0,3,169,28,9,35,200,24,0,228,4110,640,87,71,4901,125,24,150,5052,231,0,5283,585,112,25,13,736,33,4,39,776,166,0,943,6,0,0,0,8,0,0,0,8,3,9,13,4694,747,116,82,5642,163,26,191,5834,391,13,6239,424,60,6,3,490,11,0,14,505,24,0,528,450,78,9,7,548,10,0,15,560,31,0,592,10,0,7,0,23,0,0,0,23,0,0,23,3,0,0,6,7,0,0,0,7,0,0,11,884,142,20,15,1062,20,3,25,1087,64,0,1149,12,7,0,0,22,3,0,3,19,4,0,21,17,4,0,0,22,0,0,0
3015,24,0,7,0,40,3,0,3,39,4,0,44,11,0,0,11,23,3,0,3,24,0,3,22,1881,192,31,27,2135,36,13,51,2184,105,4,2291,24,3,0,3,30,0,0,0,36,0,0,32,47,0,0,0,47,3,0,3,49,4,0,53,73,12,0,3,78,4,0,4,83,4,0,91,1955,200,31,27,2218,44,13,52,2269,105,4,2381,312,50,9,7,384,13,4,14,398,72,0,473,0,0,0,0,0,0,0,0,0,0,4,7,2266,256,43,39,2605,59,15,72,2676,180,7,2863,175,21,0,0,197,5,0,4,199,12,0,211,141,21,4,0,167,3,0,3,172,10,0,181,12,0,0,0,9,0,0,0,9,0,0,9,0,0,0,3,3,0,0,0,4,0,0,10,326,42,11,0,378,9,0,11,393,19,0,408,5,0,0,0,5,0,0,0,5,0,0,11,6,0,0,3,8,0,0,0
3016,26,4,10,0,46,0,0,0,45,7,0,51,15,0,0,17,28,0,0,3,35,0,0,35,2178,238,69,33,2523,92,14,102,2627,141,3,2765,36,5,0,0,39,22,0,22,65,11,0,76,42,6,0,0,48,5,0,5,52,7,0,59,74,14,0,3,91,29,0,29,120,13,0,134,2254,253,73,35,2612,120,14,132,2743,155,3,2898,300,38,12,8,354,26,3,28,385,104,0,489,0,0,0,3,3,0,0,0,3,0,3,4,2555,292,79,40,2966,149,16,166,3129,252,10,3397,397,37,3,3,440,20,4,22,465,20,0,481,246,23,8,0,280,13,0,13,294,16,0,314,7,0,3,0,14,0,0,0,14,0,0,11,0,0,0,3,4,0,0,0,10,0,0,10,650,64,16,7,736,37,3,36,777,39,3,820,6,3,0,0,9,8,0,8,20,0,0,17,5,0,0,0,9,0,0,0
3017,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,198,36,0,7,236,5,0,5,241,14,0,253,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,8,202,36,0,4,243,5,0,5,248,18,0,261,41,12,0,0,55,0,0,0,51,21,0,75,3,0,0,0,3,0,0,0,3,0,0,3,247,43,0,4,297,6,0,6,299,36,3,337,5,0,0,0,5,0,0,0,5,0,0,5,17,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,236,23,16,0,271,3,0,6,276,18,0,297,5,0,0,0,5,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,10,3,0,3,13,0,0,13,245,23,14,0,284,5,0,6,294,18,0,308,25,3,0,0,30,0,0,0,29,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,275,24,17,4,313,6,0,10,319,27,0,345,23,5,0,0,27,0,0,0,27,0,0,28,13,0,0,0,13,0,0,0,13,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,39,0,0,0,39,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,67,12,21,0,98,0,0,4,102,9,0,110,23,3,4,27,59,0,0,0,59,10,0,63,3479,481,86,61,4102,59,13,69,4173,229,8,4408,24,13,0,3,33,19,0,16,55,9,0,60,45,4,0,0,52,3,3,6,53,3,0,57,69,11,0,5,89,22,3,22,108,10,0,120,3547,492,85,69,4190,73,19,93,4285,236,10,4527,519,97,26,19,665,22,4,31,699,211,3,912,7,5,0,0,11,0,0,0,11,0,9,27,4074,595,117,85,4867,103,20,125,4995,443,27,5464,303,24,7,3,338,5,0,6,346,14,0,359,339,70,8,0,421,3,0,3,421,26,0,450,21,7,8,0,33,0,0,0,33,0,0,32,3,0,0,9,13,0,0,0,13,0,0,13,671,94,26,14,802,10,0,5,809,49,0,853,7,0,0,0,12,5,0,5,16,0,0,13,13,0,0,0,12,0,0,0
4001,226,43,72,3,343,5,0,11,349,29,0,377,88,17,3,76,186,5,3,10,198,26,3,227,15907,2276,335,199,18710,423,74,498,19213,983,15,20209,222,46,5,7,282,76,8,81,361,39,0,395,297,59,7,3,370,45,21,61,433,32,0,462,515,108,13,9,647,119,23,141,789,66,0,864,16424,2384,348,208,19358,541,101,642,20003,1048,16,21068,2789,579,59,76,3502,190,54,238,3745,1302,10,5055,24,5,0,5,38,0,0,3,38,0,29,64,19235,2964,407,292,22898,729,155,883,23783,2353,58,26190,3814,465,66,28,4372,109,24,128,4502,317,0,4821,3950,673,72,31,4730,98,13,111,4838,294,10,5142,113,25,49,0,183,3,3,3,188,17,0,214,60,8,0,45,114,3,0,3,118,6,0,126,7932,1173,186,103,9399,205,44,248,9648,645,11,10299,94,24,4,3,125,34,5,40,167,23,0,186,118,33,5,0,159,19,6,31
4002,10,0,0,0,6,0,0,0,6,0,0,6,3,0,0,3,3,0,0,0,3,0,0,3,429,30,3,3,472,5,0,8,481,11,0,489,7,3,0,0,14,0,0,0,13,3,0,17,6,0,0,0,6,0,0,0,6,0,0,6,16,4,0,0,20,0,0,0,20,3,0,28,443,35,6,9,498,9,0,10,501,11,0,513,59,13,0,0,73,7,0,7,83,23,0,102,0,0,0,0,4,0,0,0,4,0,0,4,508,51,6,8,575,12,0,17,589,37,0,626,36,5,0,3,38,0,0,0,38,6,0,46,31,8,0,0,33,0,0,0,40,3,0,42,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,12,0,3,83,0,0,0,82,9,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,196,17,3,3,223,6,0,7,236,9,0,242,4,0,0,0,3,0,0,0,5,0,0,11,7,3,0,0,9,4,0,4,7,0,0,14,6,7,0,0,12,5,0,5,15,0,0,22,204,24,3,5,237,16,0,18,254,15,0,267,29,7,0,0,37,0,0,0,37,23,0,60,0,0,0,0,0,0,0,0,0,0,0,0,235,34,3,5,276,16,0,18,292,35,0,324,24,7,0,0,25,0,0,0,25,0,0,27,23,5,0,0,25,0,0,0,25,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,0,57,0,0,0,57,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,17,4,7,141,6,0,13,153,10,0,160,4,0,0,0,4,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,8,0,0,8,122,17,4,7,149,12,0,9,159,10,0,165,20,0,0,0,16,3,0,3,20,13,0,32,0,0,0,0,0,0,0,0,0,0,0,0,141,17,4,6,165,15,0,11,175,20,0,195,5,0,0,0,5,0,0,0,5,0,0,5,9,0,0,0,11,0,0,0,11,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,5,212,30,4,0,250,0,4,4,250,10,0,261,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,221,26,4,0,252,0,4,4,254,10,0,265,25,0,0,0,25,0,0,0,28,16,0,43,0,0,0,0,0,0,0,0,0,0,0,0,243,30,4,0,283,0,3,4,285,23,0,309,7,0,0,0,9,0,0,0,9,0,0,9,17,0,0,0,17,0,0,0,17,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,29,0,0,0,29,0,0,28,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,12,0,4,187,6,0,8,187,12,0,200,3,0,0,0,3,3,0,3,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,3,12,0,0,8,171,12,0,4,189,8,0,7,199,13,0,215,33,10,0,3,40,0,0,5,46,25,0,71,0,0,0,0,0,0,0,0,0,0,0,0,205,17,0,8,233,7,3,12,246,37,0,285,11,0,0,0,17,0,0,0,17,0,0,17,10,0,0,0,12,0,0,3,16,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,28,0,0,3,30,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,0,3,3,3,9,0,0,0,12,0,0,13,0,0,0,3,3,0,0,0,3,0,0,3,184,49,10,8,250,15,4,18,266,16,0,281,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,3,0,3,3,0,0,0,7,0,0,0,6,3,0,9,190,51,10,8,253,13,4,14,275,22,0,293,15,13,3,0,31,0,0,0,31,21,0,47,0,0,0,0,0,0,0,0,0,0,3,3,209,57,10,9,285,13,4,14,303,40,3,346,13,3,0,0,17,0,0,0,17,0,0,17,21,7,0,0,28,0,0,0,28,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,0,0,43,0,0,0,43,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
