SUA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
4005,116,83,192,458,396,856,167,176,348,128,115,238,751,691,1442,290,247,542,101,129,234,56,85,138,453,459,911,3,21,25,16,19,36,28,20,48,33,75,105,7,3,3,82,140,218,6,28,34,4,35,39,7,20,21,25,80,101,0,0,0,38,157,197,6,9,24,16,37,50,0,0,0,25,47,74,839,640,1478,2300,2206,4509
4006,89,66,159,369,345,721,192,182,370,48,45,92,612,577,1184,251,224,473,148,170,317,36,42,76,433,434,869,13,29,39,4,33,37,39,32,73,36,57,93,0,0,3,93,147,238,16,40,58,3,17,19,3,8,10,21,45,62,0,0,0,42,111,154,11,19,28,5,26,26,0,0,0,17,46,63,505,543,1050,1796,1918,3715
4007,102,105,210,529,552,1082,24,12,33,284,251,531,833,807,1643,306,324,629,14,16,26,182,190,368,498,525,1027,16,21,40,15,51,62,26,37,59,59,92,149,5,3,9,115,204,320,36,67,103,33,49,81,8,12,18,31,110,143,0,0,0,111,236,349,19,12,29,22,43,66,0,0,0,35,57,97,815,878,1691,2516,2822,5337
4008,144,147,286,766,731,1495,225,215,434,75,78,148,1062,1016,2083,445,399,851,187,186,376,8,11,20,645,596,1239,28,50,75,27,74,99,50,72,118,51,144,198,3,0,4,159,337,499,25,63,87,29,75,111,4,24,26,44,97,137,3,3,3,105,258,367,12,21,27,20,69,84,3,0,6,36,89,120,890,918,1811,3042,3362,6404
5000,1781,1519,3306,9061,8654,17721,1788,1706,3488,1009,1030,2037,11856,11393,23247,5843,5295,11146,987,1009,1995,1105,1137,2240,7942,7439,15377,273,263,536,123,239,359,591,440,1033,640,1264,1900,25,25,47,1651,2226,3878,337,611,945,195,419,617,86,175,263,520,1067,1580,9,7,13,1143,2277,3423,234,194,420,245,573,825,19,12,28,499,781,1275,22860,15213,38077,47730,40843,88579
5001,173,173,344,926,863,1785,136,146,284,316,309,626,1377,1323,2702,777,714,1496,119,114,235,280,277,551,1176,1112,2286,89,59,149,33,63,98,109,88,192,113,190,305,5,7,10,343,408,753,47,58,103,28,64,92,7,24,32,53,154,206,0,0,0,133,303,443,17,37,57,37,57,100,0,3,3,59,99,159,1566,1135,2694,4829,4544,9379
5002,100,88,185,520,500,1019,152,142,290,15,6,20,680,649,1337,319,287,607,81,88,170,12,8,21,411,387,798,10,6,18,5,11,19,35,19,56,56,134,191,0,4,4,107,173,285,13,30,44,20,38,52,0,6,11,50,136,185,3,0,3,82,215,295,6,14,19,8,33,46,4,0,0,22,43,66,1036,954,1993,2439,2514,4957
5003,508,429,936,2451,2357,4811,520,536,1050,405,388,792,3376,3275,6651,1756,1738,3500,457,475,934,408,411,821,2625,2622,5252,128,144,263,60,165,220,219,123,344,155,333,484,7,7,13,567,765,1326,94,258,349,81,218,300,34,74,107,141,410,554,0,7,7,346,968,1317,41,72,114,106,193,300,0,5,3,148,274,423,3013,2649,5661,10583,10985,21565
5004,227,203,423,1055,956,2012,327,333,663,376,376,753,1757,1671,3428,662,601,1271,300,324,631,331,330,657,1300,1259,2552,35,67,104,22,72,95,117,65,177,70,176,253,3,3,10,249,386,630,32,89,122,26,92,116,4,22,33,61,189,247,0,0,0,127,393,518,30,40,71,43,80,122,3,0,3,74,119,199,1458,1466,2921,5181,5495,10673
5005,70,80,148,401,398,793,47,32,82,48,33,85,494,463,958,381,369,756,5,4,14,76,71,147,469,446,914,20,4,25,0,7,10,29,29,53,25,60,76,0,0,0,69,102,168,6,14,22,4,13,17,4,12,17,14,51,62,0,0,0,32,86,115,7,8,11,5,19,25,0,0,0,13,29,42,737,700,1435,1878,1910,3783
5006,235,205,440,982,941,1927,504,536,1042,231,255,484,1715,1735,3459,647,628,1284,456,503,964,206,213,417,1313,1348,2663,58,103,166,36,70,110,88,70,159,91,216,307,6,0,11,281,469,746,38,98,136,37,75,113,16,47,60,65,206,269,0,3,4,154,427,582,23,29,54,38,80,115,0,3,3,63,112,176,1946,1741,3687,5711,6034,11741
5007,214,207,420,1107,1077,2187,266,279,548,90,76,159,1457,1435,2892,535,520,1053,299,327,631,61,66,127,899,913,1810,36,40,74,7,29,42,83,109,197,85,237,327,3,4,6,220,423,648,98,44,146,79,57,136,15,28,42,94,188,280,0,0,0,291,309,607,11,24,42,39,82,119,4,0,3,55,109,163,1750,1479,3233,4892,4880,9769
5008,156,133,290,740,635,1379,126,142,271,27,30,56,896,813,1710,367,278,648,126,123,243,0,0,3,490,408,900,10,9,17,8,12,22,38,42,74,65,108,174,0,3,4,116,171,292,7,17,24,13,30,46,0,8,10,52,101,156,0,0,0,77,165,237,0,5,9,19,45,71,0,0,0,27,55,74,1121,851,1970,2872,2592,5467
5009,11978,11376,23351,56753,52543,109295,14554,14371,28920,11416,11402,22822,82722,78317,161041,33630,31748,65381,14017,14091,28114,14800,14848,29650,62454,60691,123146,4717,4150,8869,3455,5087,8544,4603,2644,7244,4898,7724,12625,174,144,318,17850,19752,37604,24036,27435,51471,9034,10891,19931,2900,3820,6720,7844,12408,20245,161,250,415,43976,54808,98786,2617,2971,5584,3480,6509,9990,106,117,216,6200,9591,15792,67898,64673,132574,293082,299213,592293
5010,98,100,202,554,498,1044,74,79,155,18,26,39,641,602,1239,297,300,600,3,3,6,14,6,24,307,314,622,14,11,21,11,22,30,27,42,70,51,113,162,0,4,4,95,191,288,6,13,10,8,26,27,3,15,19,70,102,168,0,0,4,82,149,234,4,16,22,12,43,59,0,0,0,24,63,90,1180,1010,2183,2430,2429,4854
5011,103,91,195,544,463,1005,44,23,68,97,64,156,680,555,1233,245,200,445,57,75,125,58,56,117,353,334,688,21,31,59,6,24,24,40,23,58,24,51,72,0,0,0,88,129,213,38,77,112,19,44,56,7,10,14,23,61,81,0,0,0,81,188,273,10,15,19,13,55,73,0,0,0,22,76,94,613,606,1221,1952,1972,3924
6000,505,496,1001,4975,4668,9642,997,919,1921,516,517,1033,6490,6105,12589,2856,2567,5424,785,821,1608,503,516,1012,4142,3901,8045,423,471,898,78,215,295,368,235,604,339,631,969,13,6,19,1222,1561,2783,277,443,726,145,292,436,43,89,131,286,760,1054,6,10,16,760,1594,2356,115,162,281,126,307,433,13,10,19,253,482,735,6720,6553,13270,20091,20689,40783
6001,100,68,166,847,859,1710,229,201,424,62,49,112,1140,1111,2255,556,582,1140,208,184,396,39,33,72,796,798,1598,117,121,241,23,59,79,66,47,114,59,99,159,0,3,3,269,324,600,58,117,173,37,78,116,8,34,39,60,169,230,0,3,3,173,395,569,16,24,34,23,61,87,0,3,3,41,85,130,937,1014,1953,3459,3804,7262
6002,114,96,207,986,975,1967,236,235,467,101,99,202,1325,1310,2637,599,635,1236,161,150,314,59,50,108,824,831,1651,111,137,246,31,81,108,76,69,146,77,136,209,3,0,6,294,417,712,38,75,120,26,62,91,12,16,29,68,127,190,0,0,0,146,285,430,21,29,47,35,58,91,0,0,3,54,95,147,1046,1151,2198,3803,4183,7982
6003,790,782,1571,6228,5661,11891,1880,2006,3882,1053,1014,2068,9160,8679,17838,3547,3121,6665,1512,1672,3181,1233,1201,2435,6292,5985,12279,576,578,1155,270,427,701,516,321,840,599,887,1484,15,19,38,1983,2237,4215,2246,2513,4768,1228,1296,2521,224,313,535,951,1835,2793,16,20,34,4669,5978,10649,171,210,375,312,560,872,12,7,24,490,780,1266,6837,6822,13657,30216,31262,61478
6004,375,334,708,2698,2476,5175,553,589,1140,474,460,928,3721,3523,7247,1532,1499,3032,490,475,966,549,549,1094,2573,2524,5095,297,273,574,181,232,411,219,201,414,232,399,628,9,7,16,931,1111,2042,988,1012,1995,457,447,900,73,113,182,291,613,909,6,9,13,1809,2191,4002,78,77,155,120,197,321,0,3,0,201,276,474,2987,3217,6205,12598,13171,25767
6005,52,34,84,461,391,853,121,121,241,63,60,122,643,573,1217,242,238,482,81,91,170,60,54,116,388,381,774,44,45,87,3,22,27,42,26,72,39,46,87,3,0,3,140,141,274,23,42,67,13,37,51,5,17,19,37,72,110,0,0,0,81,166,246,3,13,16,13,29,41,0,0,0,16,40,57,492,555,1047,1810,1883,3692
7000,753,738,1492,3558,3278,6837,495,437,927,236,253,496,4289,3970,8260,1771,1623,3394,326,267,590,323,362,686,2416,2249,4662,53,37,91,38,65,98,80,59,135,141,282,423,8,8,12,323,446,762,48,84,132,63,123,187,28,72,98,211,507,715,4,7,15,360,793,1147,58,51,112,75,139,216,12,12,20,145,204,348,7318,5811,13131,15600,14207,29810
7001,181,198,381,635,581,1219,189,193,380,262,254,517,1080,1032,2111,241,217,458,211,179,387,344,305,649,795,702,1496,22,8,32,8,16,27,56,40,95,80,167,250,3,0,8,173,232,401,17,57,78,48,97,142,20,40,59,183,438,624,0,0,3,268,635,903,37,31,63,52,92,147,3,0,3,91,122,214,1578,1654,3233,4176,4570,8749
7002,934,899,1831,3640,3463,7105,707,618,1328,786,764,1551,5140,4842,9980,2240,2142,4382,545,540,1088,740,837,1578,3529,3526,7051,96,81,179,99,135,229,209,171,381,397,661,1062,10,14,29,815,1063,1875,662,793,1451,590,879,1468,201,325,523,860,1668,2530,10,19,31,2317,3679,6002,113,123,233,259,575,831,9,11,20,378,710,1092,8739,6238,14980,21847,20962,42805
8000,10,7,18,35,20,57,21,23,40,11,9,21,67,52,122,10,27,40,11,13,22,5,4,9,29,40,72,0,0,0,0,0,5,12,4,17,3,7,9,0,0,0,12,16,31,22,26,51,11,16,27,0,5,3,4,18,17,0,0,0,45,62,107,3,5,9,0,6,11,0,0,0,8,14,15,126,76,200,297,273,566
8001,3420,3000,6421,11739,11075,22815,4573,4199,8766,2092,2054,4138,18399,17322,35725,7566,7297,14863,3724,3476,7202,2184,2242,4422,13472,13016,26485,651,658,1308,617,826,1443,1327,853,2184,1585,2375,3957,35,23,61,4220,4732,8948,8381,9301,17680,3525,3268,6794,810,1052,1867,3955,5477,9427,41,52,100,16711,19151,35866,487,467,955,805,1623,2428,17,26,42,1312,2118,3423,12838,12362,25203,70363,71707,142075
9000,44,34,74,176,167,348,0,0,0,4,0,4,177,167,345,113,127,240,0,0,3,0,9,6,118,130,247,0,0,0,3,4,6,8,0,10,9,8,17,0,0,0,19,14,36,3,4,4,3,7,4,0,0,0,8,11,25,0,0,0,18,24,42,7,3,9,0,9,12,0,3,3,14,18,27,541,255,802,934,642,1571
