SUA_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
3006,1354,1104,2463,1616,1644,3261,59,20,76,711,940,1645,175,163,337,104227,93646,197871,6173,7607,13780,2156,55,2210,1967,246,2211,1722,704,2431,1428,724,2156,3533,3892,7428,125112,110743,235861,240,276,512,0,0,0,20,17,35,612,410,1019,89,72,159,79,11,96,1037,781,1820,6,3,11,219,348,563,85,94,181,76,167,242,35,29,63,417,644,1059,1274,735,2007,2727,2163,4887,308,234,540,97,99,199,69,42,111,472,377,849,6967,9984,16954,10158,15892,26045,1277,1202,2483,146711,140361,287079
3007,0,3,3,44,26,68,6,0,3,0,0,0,6,13,20,2654,2540,5192,254,258,509,115,0,121,53,0,54,20,4,23,29,9,37,111,106,219,3292,2955,6250,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,4,3,0,0,0,6,3,9,29,18,51,37,22,59,0,0,0,3,0,3,3,0,0,7,0,7,100,197,294,322,444,759,46,44,97,3808,3662,7464
3008,7,3,6,91,39,127,10,7,12,0,0,0,8,14,25,5668,5825,11490,399,598,992,140,3,143,133,21,150,119,68,192,87,27,115,216,240,460,6873,6842,13718,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,4,0,4,5,0,0,0,3,0,5,3,4,6,0,0,3,12,13,24,75,60,136,90,72,165,3,0,4,3,0,8,3,0,4,12,7,16,303,467,770,783,1068,1848,100,86,184,8166,8532,16694
3009,0,0,0,46,11,55,0,0,0,0,0,0,0,3,3,1502,1406,2905,152,137,291,37,0,37,27,6,32,30,11,38,11,12,15,102,96,200,1903,1679,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,8,12,3,16,19,3,24,0,0,0,0,0,0,3,0,3,3,0,3,46,94,134,193,253,448,25,16,44,2191,2042,4233
3010,4,0,7,613,135,747,0,0,0,0,0,0,42,40,77,13818,12227,26048,1130,1070,2195,229,13,241,256,29,287,282,84,366,110,63,172,399,407,809,16889,14067,30953,0,3,3,0,0,0,0,0,0,3,5,7,0,0,4,0,0,0,6,11,14,0,0,0,0,0,0,44,4,47,15,7,24,6,4,13,62,20,82,171,66,245,239,95,338,6,0,6,5,4,10,7,0,8,18,3,26,330,797,1124,1742,1912,3654,174,137,314,19397,17014,36408
3011,3,3,3,43,7,50,4,0,4,0,0,0,8,9,19,3006,2881,5891,241,288,527,95,4,97,105,11,121,120,36,156,35,10,45,149,171,318,3814,3424,7237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,6,8,3,0,9,3,0,4,10,5,13,38,19,53,55,22,74,0,0,0,0,0,0,0,0,0,3,0,3,104,194,296,391,540,935,54,45,101,4426,4220,8648
3012,3,0,3,10,3,13,0,0,3,0,0,0,30,47,72,3483,2865,6351,304,354,659,59,0,62,152,8,158,109,26,133,25,18,40,192,187,382,4367,3507,7870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,66,47,27,70,0,0,0,0,0,0,3,3,8,3,3,8,30,91,121,394,363,759,60,46,106,4904,4036,8941
3013,5,9,13,365,101,465,4,0,9,0,0,3,47,51,102,12169,11477,23644,1079,1246,2326,326,6,335,286,27,309,228,48,274,90,41,129,477,441,918,15083,13442,28519,0,0,0,0,0,0,0,0,0,5,10,10,0,4,4,0,0,0,8,11,18,0,0,0,0,0,0,40,6,46,10,11,22,3,3,3,46,19,65,141,72,216,198,104,297,0,0,0,9,0,10,5,0,5,14,0,13,316,579,895,1552,2027,3573,142,110,252,17297,16254,33555
3014,187,132,323,969,836,1806,18,5,28,10,10,19,72,53,119,47191,44475,91670,2781,3480,6259,1263,32,1294,892,86,971,805,320,1122,869,354,1217,1613,1743,3352,56665,51520,108186,24,25,54,0,0,0,0,0,3,196,116,312,7,10,21,10,0,15,246,159,401,3,0,3,0,0,0,34,18,55,57,88,145,41,9,51,134,120,253,589,251,845,970,536,1499,46,33,77,67,38,105,50,15,61,158,79,242,4139,5994,10137,5521,8170,13690,652,565,1216,68108,66864,134972
3015,15,7,22,164,105,267,6,4,11,0,0,8,70,83,157,21899,19710,41609,1698,1948,3644,550,18,565,440,28,468,382,88,463,221,88,302,931,816,1747,26372,22899,49271,5,0,5,0,0,0,0,0,0,10,6,19,0,0,0,0,0,0,21,4,29,0,0,3,0,0,0,11,8,16,3,17,17,10,5,15,21,34,62,264,163,426,302,206,509,0,0,0,9,8,17,10,0,15,16,15,30,871,1416,2289,2133,3517,5649,236,213,448,29928,28265,58198
3016,14,8,18,619,357,967,20,9,22,3,8,8,63,73,138,29358,28429,57782,2240,2609,4855,513,21,537,887,118,1007,953,310,1266,541,144,685,1309,873,2176,36516,32949,69468,3,7,4,0,0,0,0,0,0,4,6,12,3,3,3,0,3,3,13,10,22,4,0,4,0,0,0,27,15,45,29,40,67,26,12,37,86,70,155,392,209,603,491,294,781,4,0,4,25,12,34,32,11,47,61,23,86,728,1343,2063,3286,4531,7814,326,248,578,41399,39389,80793
3017,0,0,0,9,4,14,0,0,0,0,0,0,12,14,29,2141,1978,4114,256,206,466,97,3,100,48,0,47,33,5,40,35,9,45,121,112,231,2745,2340,5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,43,38,9,46,0,0,0,0,0,4,3,0,3,8,0,7,90,165,255,212,352,561,48,29,76,3129,2896,6031
3018,0,3,3,152,39,194,3,0,4,0,0,0,0,9,8,2685,2706,5388,221,221,441,60,0,61,34,9,43,21,8,29,28,18,42,105,121,222,3316,3134,6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,4,0,9,0,0,3,22,3,21,21,20,38,42,22,64,0,0,0,5,0,6,3,0,6,11,3,14,102,232,341,438,466,900,27,29,61,3934,3892,7818
4000,45,42,92,496,187,689,25,11,30,7,6,16,39,30,64,40533,32970,73500,2191,2332,4526,1146,40,1187,376,49,425,317,109,425,1000,273,1266,3516,2785,6297,49683,38840,88521,9,5,16,0,0,0,0,0,0,61,65,125,6,0,11,0,3,3,81,80,158,0,0,0,0,4,4,103,150,253,24,17,36,11,9,24,133,179,318,483,168,650,692,428,1122,10,17,26,16,9,22,57,11,69,88,36,116,5734,5091,10826,5394,7819,13215,833,704,1536,62427,52915,115337
4001,4191,4739,8935,12442,16047,28486,77,21,100,1178,1569,2740,748,413,1160,208837,172297,381137,10166,16149,26310,2940,75,3015,2460,283,2746,5031,1637,6663,2662,883,3546,6493,6220,12717,257224,220334,477560,820,712,1531,3,0,3,88,109,197,768,973,1744,104,169,276,144,43,189,1933,2010,3935,4,0,3,140,177,315,1021,1655,2673,349,835,1184,194,143,343,1707,2811,4519,2682,1921,4600,6318,6744,13058,339,457,792,176,221,400,141,73,211,653,755,1403,8711,11578,20296,22332,38364,60703,2372,2142,4511,297610,279914,577526
4002,0,0,0,30,15,43,3,0,3,0,0,3,11,17,25,5166,4566,9727,368,320,689,96,4,96,36,8,45,60,6,72,51,20,70,150,135,287,5969,5090,11064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,55,7,67,59,10,72,0,0,0,0,0,0,0,0,0,0,4,4,136,205,338,462,881,1344,73,60,132,6701,6250,12949
4003,0,3,3,12,3,14,0,0,0,0,0,0,3,5,9,2710,2158,4868,232,412,643,52,4,55,22,0,23,20,8,27,39,15,48,111,104,210,3198,2703,5905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,3,3,0,0,0,6,13,13,22,12,39,26,22,51,0,0,0,0,0,0,3,0,3,3,0,3,79,99,175,256,387,649,51,33,83,3616,3252,6870
4004,0,0,0,27,10,39,0,0,0,0,0,0,5,4,12,1750,1841,3590,155,148,305,22,0,22,16,3,12,23,3,27,33,12,46,129,115,244,2160,2148,4306,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,27,6,30,27,10,39,0,0,0,0,0,0,0,0,0,3,0,5,47,51,94,333,340,668,36,36,71,2602,2579,5182
4005,0,0,0,27,3,28,0,0,0,0,0,0,12,20,31,2574,2406,4980,195,164,359,41,0,41,36,4,40,25,4,30,44,5,52,113,79,186,3058,2684,5746,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,35,36,12,46,0,0,0,0,0,0,3,0,3,5,0,3,78,168,250,321,425,745,44,42,91,3537,3342,6873
4006,0,0,0,40,9,46,0,0,0,0,0,0,5,3,14,1911,1773,3682,133,156,287,26,0,26,43,3,43,47,5,55,22,10,37,87,82,171,2319,2040,4359,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,11,28,22,11,29,0,0,0,0,0,0,0,0,0,3,0,4,32,62,97,232,338,572,27,31,57,2635,2485,5115
4007,3,0,7,23,7,30,0,0,0,0,0,0,7,5,10,2749,2569,5313,134,200,337,41,0,46,32,4,37,59,8,65,42,14,56,145,132,279,3233,2947,6180,0,0,0,0,0,0,0,0,0,3,13,14,0,0,0,0,0,0,5,13,19,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,3,4,9,33,13,49,46,33,75,0,0,0,0,0,3,0,0,0,0,0,5,211,286,495,443,676,1117,46,52,96,3975,3987,7958
4008,3,0,3,194,28,216,3,3,5,0,0,0,37,13,56,2893,2659,5554,260,292,547,32,0,32,58,3,64,75,7,82,32,15,42,143,166,303,3725,3182,6907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,73,4,0,4,0,0,3,77,3,81,32,15,43,106,18,120,0,0,0,3,3,4,0,3,3,3,6,10,34,69,105,518,549,1068,34,35,68,4421,3860,8282
5000,80,84,161,7418,1034,8455,28,6,35,0,3,5,63,25,90,36825,30073,66895,3712,2872,6584,1665,78,1739,396,113,510,604,378,978,2826,696,3521,5243,4640,9884,58861,40001,98860,20,22,47,0,0,0,0,0,0,109,135,235,8,13,24,6,0,11,147,175,313,3,0,3,0,0,0,104,41,144,25,12,39,70,10,87,213,61,271,507,188,693,859,425,1283,28,20,49,61,19,85,57,9,67,144,51,191,5331,5465,10794,6824,7075,13901,1746,934,2675,73765,53946,127710
5001,0,0,3,99,26,125,0,0,0,0,0,3,19,27,43,5309,4914,10216,394,442,838,114,3,115,57,15,79,93,33,120,97,25,124,180,176,364,6372,5663,12033,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,3,0,3,0,3,6,0,3,4,3,8,13,57,28,90,67,37,106,0,0,0,0,3,3,0,4,4,0,8,8,189,305,497,617,911,1529,90,78,167,7328,7000,14330
5002,3,0,3,37,23,58,0,0,0,0,0,0,9,8,14,2112,2091,4198,164,244,412,30,3,32,156,81,239,157,96,256,64,17,80,173,187,358,2912,2754,5663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,3,4,8,21,22,39,24,27,51,0,0,0,3,0,0,3,0,3,5,6,9,103,137,237,312,390,700,59,55,119,3406,3362,6774
5003,9,3,14,573,137,711,0,0,3,0,0,0,7,19,29,11752,10778,22535,1116,982,2100,170,5,173,117,17,138,190,67,254,252,52,303,297,326,623,14486,12393,26873,3,5,7,0,0,0,0,0,0,8,14,22,3,3,4,3,0,3,17,24,39,0,0,0,0,0,0,55,9,64,11,18,27,22,7,29,84,35,117,188,62,251,293,120,409,0,0,4,18,4,21,5,3,8,24,10,36,273,597,866,1651,1960,3612,194,148,340,16907,15231,32139
5004,4,3,8,231,28,264,3,0,3,0,0,3,12,7,19,5403,4998,10406,434,427,862,116,0,115,41,15,53,155,90,243,161,52,219,228,220,447,6797,5853,12649,3,0,5,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,3,0,5,3,0,3,10,0,6,18,3,21,70,27,98,90,40,125,0,0,0,10,0,10,9,0,12,17,0,15,393,665,1055,911,1066,1972,116,101,213,8321,7723,16037
5005,0,0,0,42,10,54,0,0,0,0,0,0,3,8,10,2028,1701,3731,159,146,304,42,0,40,54,15,68,43,15,54,24,10,34,82,99,183,2468,2008,4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,3,11,14,12,25,25,16,37,0,0,0,0,0,0,0,0,0,0,0,0,81,146,225,269,325,602,57,34,91,2897,2526,5425
5006,3,4,3,213,44,258,0,0,0,0,0,0,23,13,39,5744,5590,11339,445,509,957,133,3,131,108,23,131,137,49,193,147,27,178,183,240,420,7146,6509,13649,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,5,0,6,4,0,3,7,3,7,12,3,17,60,29,88,78,40,117,0,0,0,7,4,8,3,3,4,7,7,12,153,330,481,823,893,1715,107,87,199,8309,7861,16177
5007,3,0,3,415,93,511,4,0,3,0,0,0,37,41,78,5734,4592,10323,631,503,1130,114,8,119,102,18,119,91,24,111,78,24,99,229,253,484,7422,5561,12981,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,47,13,59,9,0,10,8,0,8,64,14,77,72,31,110,141,52,195,0,0,0,3,0,3,3,4,4,3,0,4,69,180,251,583,591,1171,105,59,167,8325,6442,14768
5008,4,3,8,227,39,263,0,0,3,0,0,0,19,10,26,3102,2299,5397,353,256,608,65,0,70,61,14,76,52,19,80,40,15,63,117,132,248,4053,2793,6843,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,3,0,5,5,6,7,3,0,3,13,6,20,35,15,53,49,32,81,0,0,0,3,0,3,0,0,4,6,0,4,37,130,166,436,391,831,77,42,115,4653,3389,8040
5009,12346,13246,25592,19316,14480,33799,143,60,205,87,54,142,1132,539,1668,315405,264890,580301,18493,23084,41574,5671,161,5835,3864,419,4285,7286,2084,9371,8788,2232,11022,9417,9171,18584,401949,330425,732376,7313,6807,14119,7,5,11,9,7,13,4466,4757,9226,612,987,1597,572,192,764,12974,12756,25735,25,14,41,9,4,9,709,812,1527,445,813,1263,408,166,567,1598,1807,3406,3778,1686,5465,18349,16256,34599,2097,2479,4581,269,132,402,180,62,236,2547,2670,5217,13428,21053,34481,37843,51488,89325,4970,3649,8615,479080,425534,904615
5010,3,0,3,93,16,112,0,0,0,0,0,0,6,18,22,2761,1906,4671,301,227,528,47,3,56,40,8,42,32,15,48,50,27,72,117,146,264,3458,2365,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,6,5,25,11,37,32,16,46,0,0,0,0,0,0,6,3,3,4,3,6,22,76,90,383,330,713,75,44,119,3967,2830,6797
5011,23,35,55,114,19,131,5,0,5,0,0,0,3,0,3,1639,1387,3029,136,129,263,66,3,68,14,0,17,10,5,12,89,18,99,29,27,53,2119,1623,3743,24,20,43,0,0,0,0,0,0,40,46,88,0,7,9,0,0,0,69,79,148,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,6,25,12,34,97,87,186,17,21,43,0,0,3,0,0,3,20,24,46,51,160,206,286,355,643,52,43,92,2627,2290,4917
6000,5,3,6,238,209,444,9,3,13,4,5,8,30,23,51,21979,18461,40443,1334,1473,2806,785,15,807,293,59,350,116,37,156,412,137,546,1326,1125,2454,26528,21554,48084,3,0,3,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,27,46,71,20,24,45,3,6,9,51,73,123,263,115,376,317,191,509,0,0,3,9,0,12,15,7,24,26,12,35,2295,2220,4511,2952,4452,7409,478,378,865,32608,28813,61417
6001,0,0,0,49,34,84,0,0,0,0,0,6,8,21,38,3783,3483,7264,307,384,685,58,3,61,40,3,41,32,10,48,42,19,61,187,163,353,4520,4116,8632,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,5,6,12,3,4,10,3,3,4,13,8,21,29,13,42,45,27,71,0,0,0,0,0,0,0,0,0,0,0,0,116,168,289,492,758,1247,53,54,103,5226,5121,10348
6002,3,0,4,38,22,64,3,0,3,0,0,3,10,18,27,4288,3961,8247,288,391,677,82,0,85,48,5,52,41,11,48,71,24,88,217,220,434,5085,4654,9737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,33,19,50,37,20,60,0,0,0,0,4,4,3,0,3,3,4,9,171,193,362,520,791,1315,68,53,118,5885,5720,11605
6003,23,15,35,1798,2357,4148,11,0,13,8,14,18,179,114,292,29905,26243,56151,2191,3768,5959,508,10,517,560,74,634,856,259,1118,336,158,498,2623,2722,5346,38995,35732,74728,3,3,4,0,0,0,0,0,4,12,7,16,0,0,0,4,0,3,22,12,34,0,0,3,0,0,0,94,225,316,78,170,247,26,38,68,196,436,631,387,275,664,603,725,1327,7,0,8,34,36,70,18,11,35,65,52,115,1635,1984,3618,3745,6700,10450,433,375,810,45480,45572,91048
6004,3,0,5,207,248,459,4,3,11,0,4,4,89,74,161,13310,11887,25197,910,1254,2171,164,6,167,180,29,202,209,57,267,135,54,188,844,850,1693,16055,14462,30517,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,12,20,29,13,28,44,10,11,19,32,61,90,155,101,255,189,164,355,0,3,3,6,6,7,7,3,15,15,11,28,462,670,1130,1526,2612,4144,146,148,300,18401,18073,36473
6005,4,0,3,15,14,25,0,0,0,0,0,0,0,3,4,2134,1960,4096,114,129,243,55,0,54,12,0,15,19,3,21,30,13,40,82,85,167,2460,2211,4673,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,15,6,23,20,9,28,0,0,0,0,0,0,3,0,4,3,0,4,91,131,218,288,419,705,30,32,61,2888,2798,5693
7000,3,3,8,445,203,650,19,9,26,0,0,0,15,22,39,6610,5481,12092,1009,1010,2017,198,10,203,163,46,202,270,171,448,322,143,465,2479,2819,5298,11530,9913,21446,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,8,0,0,0,144,28,173,13,18,31,19,0,18,173,51,223,155,104,260,335,156,495,3,0,4,8,8,20,11,13,27,30,22,55,462,499,960,859,933,1796,331,290,621,13545,11819,25367
7001,3,0,3,234,74,315,0,0,3,0,0,0,28,31,64,4025,4056,8079,335,527,858,77,7,82,145,51,193,353,277,628,66,37,106,331,373,704,5602,5440,11042,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,16,6,19,4,0,4,6,0,5,19,7,31,63,52,113,84,67,149,0,0,0,4,0,6,6,7,7,7,8,16,110,179,287,439,548,983,62,73,137,6302,6307,12608
7002,19,12,35,2680,1227,3916,10,3,15,7,6,12,87,87,180,22509,19197,41705,1686,2380,4068,264,9,274,824,172,991,910,567,1476,469,157,625,1388,1290,2676,30854,25117,55968,0,0,3,0,0,0,0,0,0,7,3,15,0,0,0,0,0,0,16,7,19,0,0,0,0,0,0,654,113,766,66,102,174,119,23,140,846,240,1083,337,188,521,1190,434,1626,4,4,3,38,27,65,23,16,35,65,38,103,493,915,1407,2247,2660,4902,418,312,727,35263,29469,64731
8000,0,0,0,15,11,25,0,0,0,0,0,0,0,0,0,225,197,423,13,18,30,12,0,12,0,0,0,4,5,10,3,0,6,40,27,67,315,270,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,3,3,9,0,3,6,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,28,20,46,41,47,88,4,3,3,383,340,726
8001,106,53,158,6019,6409,12426,28,17,46,24,22,51,211,150,356,76986,67845,144831,4605,8902,13505,1087,20,1109,1952,226,2176,3837,1652,5488,793,360,1154,5179,4532,9714,100818,90198,191021,17,10,21,0,0,0,3,0,4,54,32,85,0,7,9,11,0,9,79,52,131,0,3,3,3,0,4,419,486,905,266,440,707,159,132,292,852,1067,1917,1034,717,1758,1971,1828,3798,27,19,42,92,87,177,66,26,90,186,124,313,2851,3818,6666,7938,13363,21302,725,641,1366,114480,109981,224464
9000,4,0,4,32,21,53,28,13,37,0,0,0,0,0,3,680,593,1269,53,63,117,63,8,69,41,13,52,13,5,16,22,6,31,89,73,163,1023,806,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,21,0,0,0,0,0,0,0,0,0,0,0,0,11,16,21,19,8,30,28,25,53,0,0,0,6,3,4,5,0,5,7,3,15,33,47,77,65,94,157,24,11,38,1188,982,2170
