SUA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
5003,22,37,44,11,3,5,8,331,12,162,114,27,5,3,6,5,0,0,4,9,0,0,19,362,0,0,0,0,0,5,14,12,0,4,4,3,0,3,10,57,0,0,0,0,6,0,14,34,3,5,7,5,33,28,48,190,0,0,0,8,5,12,3,3,0,0,0,0,0,0,3,35,0,0,11,22,19,24,23,21,3,8,6,10,4,0,8,154,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,114,41,31,35,17,21,9,3,0,3,0,0,0,11,288,0,10,19,105,315,387,438,538,138,174,107,67,78,15,98,2474,0,0,0,3,3,0,7,25,10,3,14,11,5,0,0,73,0,0,0,4,31,47,50,315,42,68,82,69,62,25,16,805,0,22,10,4,28,11,4,4,3,3,0,0,3,0,12,107,3,3,10,4,8,9,33,17,0,4,0,11,0,0,3,105
5004,3,10,3,4,12,0,6,143,3,13,18,9,0,0,8,8,0,0,3,3,0,5,11,90,0,0,0,0,0,0,7,9,3,4,3,3,4,0,0,25,0,0,0,0,3,0,0,8,0,0,6,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,7,8,6,3,0,0,0,0,3,0,0,37,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,55,29,12,13,8,11,18,0,0,4,5,3,0,7,155,0,4,20,86,184,187,156,136,27,28,17,23,9,0,30,901,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,12,0,0,0,0,16,11,5,62,0,12,10,8,8,12,13,150,0,5,3,0,5,0,4,0,0,0,0,0,0,0,0,21,0,0,3,6,7,8,6,0,0,0,5,0,0,0,0,35
5005,0,0,5,0,3,0,0,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,4,0,4,0,0,0,0,0,0,0,0,41,0,5,4,24,71,72,54,51,26,11,10,3,4,3,20,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,5,8,7,6,9,3,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,10
5006,8,24,0,3,0,0,7,119,6,55,36,26,0,0,0,3,3,0,5,5,0,0,8,147,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,5,7,5,3,3,4,8,0,3,3,70,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,11,0,38,20,13,5,7,3,0,0,7,0,0,0,0,0,93,0,3,7,76,148,124,121,97,24,36,20,14,8,0,25,716,0,0,0,3,0,0,4,10,4,6,5,3,3,3,0,42,0,0,0,0,31,31,38,133,42,54,50,38,38,27,22,493,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,3,7,11,7,7,3,0,0,0,0,0,0,3,37
5007,18,20,11,4,3,3,9,139,4,14,7,0,0,3,0,0,3,0,0,4,0,0,4,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,9,0,3,0,0,6,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,7,11,5,0,3,0,0,0,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,3,3,0,4,3,0,0,0,0,0,0,0,29,0,0,8,55,149,289,379,689,234,197,114,83,52,26,87,2363,0,0,0,0,0,0,6,3,0,12,3,6,0,3,0,36,0,0,0,0,22,63,29,241,58,75,50,33,38,16,17,643,0,3,0,0,0,4,0,6,3,0,0,0,0,0,0,28,0,0,0,0,3,4,8,12,0,0,0,0,0,0,0,28
5008,9,14,10,7,0,0,3,83,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,7,3,0,0,0,3,3,0,3,17,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,12,3,0,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,17,0,0,5,21,76,94,135,209,73,69,52,38,16,9,51,835,0,0,0,0,0,0,3,15,0,4,7,0,3,0,0,39,0,0,0,3,11,14,24,158,37,61,25,45,43,35,6,476,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,17,0,0,0,3,0,3,3,8,0,0,0,0,0,0,3,21
5009,1786,1998,965,496,400,172,343,15964,154,4183,5332,2975,640,347,435,529,183,381,464,412,319,128,867,17350,0,24,31,53,118,506,1154,727,141,177,184,226,247,151,199,3942,0,0,0,22,253,363,1055,1761,431,437,482,428,465,259,332,6297,3,7,29,183,174,229,156,102,16,20,28,20,16,15,31,1025,59,72,414,1780,3397,6146,4441,4813,1005,1162,1147,1056,1124,733,780,28138,4,209,189,159,66,51,29,25,3,6,0,4,4,0,18,772,12,2688,933,695,708,353,550,448,93,119,109,95,71,35,199,7130,45,104,514,2936,7188,9796,10331,11761,4184,4505,2890,1770,1389,665,1941,60016,0,19,29,110,93,213,522,1146,379,545,575,617,449,304,133,5124,0,5,13,135,1030,2072,1930,7768,2228,2524,1972,1609,1659,953,582,24487,14,378,185,174,1621,1242,363,374,92,116,142,119,100,35,128,5090,44,73,238,1018,1582,2328,3611,2530,403,446,448,495,520,337,341,14393
5010,10,13,3,0,0,0,0,54,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,0,0,0,0,3,0,8,0,0,0,0,7,0,0,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,10,6,8,10,0,0,4,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,10,0,0,0,24,79,92,112,194,61,67,47,47,20,18,43,797,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,9,0,0,0,0,6,22,18,103,28,36,56,46,30,7,6,365,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,6,11,0,8,0,0,0,0,0,0,0,25
5011,3,4,4,0,0,0,0,66,0,5,5,3,0,0,0,3,3,4,0,0,3,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,3,0,0,0,0,0,0,3,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,10,6,4,4,0,0,3,0,0,0,0,0,0,3,39,0,0,3,21,55,94,110,112,59,63,26,16,11,8,34,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,9,3,3,0,3,0,0,0,33,0,0,0,0,8,5,0,3,0,0,3,0,0,0,3,25,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
6000,4,4,3,3,0,0,4,177,0,32,55,11,7,3,3,8,0,0,3,0,0,0,5,125,0,0,0,3,3,12,19,10,0,0,3,3,7,3,3,71,0,0,0,0,5,7,8,12,0,0,0,0,13,4,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,36,9,10,18,13,0,0,0,0,3,3,3,104,0,10,8,9,5,3,0,0,0,0,0,0,0,0,3,40,0,260,195,89,78,32,62,26,3,5,0,3,3,0,22,778,12,9,53,270,457,384,393,133,29,35,30,25,31,21,86,1962,0,0,0,0,0,0,0,7,3,8,0,0,3,0,0,29,0,0,0,5,47,55,60,73,14,18,17,29,22,17,24,367,0,10,9,5,38,17,11,3,0,0,0,3,0,0,0,103,3,4,3,12,8,10,14,3,0,0,4,0,0,0,3,69
6001,8,0,0,0,0,0,0,32,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,5,5,4,0,4,3,0,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,36,23,4,3,0,0,3,0,0,0,0,0,0,4,79,0,0,10,41,52,48,27,19,3,0,5,4,3,5,6,230,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,15,13,11,11,6,10,3,3,4,3,3,81,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,15
6002,0,0,0,0,0,0,0,15,0,3,11,4,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,9,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,16,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,13,0,40,27,16,8,0,4,0,0,0,0,0,0,0,0,96,0,8,11,37,50,56,39,14,3,4,0,0,3,0,4,232,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,14,32,14,23,16,0,3,3,0,0,5,118,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,0,0,3,6,0,0,0,0,0,0,0,0,3,0,0,13
6003,17,8,8,11,9,3,11,333,6,98,223,74,11,9,18,4,0,4,9,7,0,4,34,512,0,4,5,5,15,31,65,52,15,13,7,14,17,11,16,264,0,0,0,3,18,56,74,100,10,18,12,21,24,17,21,372,0,3,3,13,16,6,4,0,0,0,3,0,0,0,0,51,0,9,33,43,50,62,120,90,19,52,49,48,87,102,27,798,0,12,16,4,3,4,4,0,0,0,0,0,0,0,0,41,0,277,189,50,75,38,44,14,3,7,0,4,3,0,19,725,13,27,80,231,377,343,297,160,32,40,34,40,20,18,70,1771,0,0,0,0,3,5,11,37,14,31,36,41,41,17,7,234,0,0,3,16,78,142,107,142,23,38,25,28,36,13,29,690,0,65,55,26,85,64,18,22,0,3,0,5,3,3,17,359,6,3,10,10,13,17,52,41,12,25,28,23,36,35,11,333
6004,0,0,4,12,0,3,0,111,0,47,81,15,7,3,0,3,0,3,0,0,0,0,10,164,0,0,0,0,0,5,10,14,4,3,0,0,0,5,3,48,0,0,0,3,6,16,31,29,4,4,6,10,8,19,7,136,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,10,0,0,4,12,16,20,26,44,16,36,44,56,93,64,16,444,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,15,3,155,144,17,38,11,18,3,0,0,0,0,0,0,9,396,3,5,34,76,123,125,127,70,25,14,6,14,5,8,30,677,0,0,0,0,0,0,3,4,0,8,8,12,21,8,0,64,0,0,0,0,26,58,68,77,15,16,18,6,13,10,8,319,0,22,11,0,22,18,3,4,3,0,0,0,0,0,5,87,3,0,0,11,0,4,18,13,5,4,7,16,26,22,4,133
6005,0,0,0,0,0,0,0,8,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,58,39,9,11,0,0,0,0,0,0,0,0,0,3,123,0,7,8,14,21,10,24,0,3,3,6,0,0,0,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,10,0,0,0,4,0,6,0,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7000,10,8,5,6,3,4,3,92,0,3,9,8,0,3,0,3,0,0,3,0,8,6,20,81,0,0,0,0,0,4,12,7,0,0,0,6,7,9,5,48,0,0,0,0,6,0,7,11,3,0,0,4,11,7,14,56,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,13,18,13,3,6,8,0,3,0,0,0,10,86,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,17,9,9,0,10,15,0,3,0,0,7,5,11,104,3,0,11,108,201,162,166,156,26,37,47,32,52,27,71,1106,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,0,0,3,3,46,84,66,94,41,32,36,42,30,34,38,552,0,0,0,0,6,3,3,0,0,0,0,0,0,0,3,24,0,0,0,9,3,0,5,0,0,0,0,0,0,0,0,27
7001,3,3,4,3,0,0,0,76,0,10,19,10,3,0,4,8,3,0,8,3,3,0,3,70,0,0,0,0,0,3,10,7,0,0,0,5,8,3,3,38,0,0,0,0,0,6,3,8,3,3,3,5,13,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,8,3,0,3,0,0,0,0,0,0,31,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,10,14,7,11,0,12,12,4,0,0,0,0,0,3,72,0,0,4,45,105,89,115,133,49,79,72,70,40,27,39,872,0,0,0,0,0,0,0,22,3,4,3,3,0,0,0,33,0,0,0,0,17,73,43,143,33,34,34,32,43,10,19,484,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,29
7002,152,130,69,47,39,23,26,848,0,32,77,68,15,12,16,34,6,12,18,16,12,4,19,356,0,0,3,7,5,21,37,29,3,14,20,69,105,45,38,387,0,0,0,0,14,22,55,87,10,11,13,21,32,17,22,307,0,0,0,3,9,3,5,9,3,3,5,0,0,0,4,44,3,0,22,77,130,92,58,80,21,6,23,17,19,18,12,591,0,4,0,9,3,0,0,4,0,0,0,0,0,0,0,26,0,40,55,31,27,15,22,23,4,4,4,3,19,0,12,248,4,6,44,244,520,442,449,352,98,146,98,63,51,35,105,2657,0,0,3,5,9,10,14,87,22,39,31,29,30,22,10,308,0,0,3,52,308,453,395,1508,289,395,399,344,348,224,166,4872,0,4,4,3,18,15,12,13,0,3,0,3,3,7,4,87,0,0,8,48,32,41,33,23,8,6,4,13,9,6,18,251
8000,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8001,80,76,47,19,9,11,20,913,15,378,856,505,104,64,63,49,21,37,17,28,26,6,84,2261,5,16,13,37,55,94,228,146,30,22,29,33,37,30,52,813,0,0,0,19,91,210,508,616,135,175,133,126,115,92,102,2322,0,5,10,73,80,109,57,41,6,12,4,6,6,0,12,417,11,12,124,317,390,438,305,250,67,91,76,116,134,113,73,2513,0,107,98,65,18,15,3,15,0,3,0,0,0,0,15,341,0,358,282,108,80,44,64,62,16,14,16,14,25,10,18,1099,25,53,190,569,905,872,1045,521,209,199,183,128,137,70,175,5260,0,4,6,17,26,127,428,499,118,161,195,182,199,86,43,2088,0,3,20,106,334,698,613,842,227,255,245,306,258,159,98,4175,0,86,104,64,281,272,64,55,3,15,6,15,6,3,31,1011,7,6,46,144,100,127,188,117,29,32,42,38,88,76,21,1066
9000,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,50,149,79,27,37,8,7,4,3,0,9,20,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,20,54,57,45,49,25,3,3,3,4,10,10,77,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,3,0,3,0,19,3,6,4,9,8,5,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,3,3,0,0,0,0,0,0,0,5,51
