SUA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
3004,0,0,0,0,0,0,35,0,3,0,0,0,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,20,12,3,0,0,0,3,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,112,31,22,10,3,3,3,3,0,8,192,48,0,0,0,0,0,0,0,0,0,52,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,3,0,0,0,0,71,13,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,3,9,3,3,0,3,167,8,3,3,0,3,3,0,0,3,4,28,0,0,0,0,0,0,0,0,0,0,4,99,18,35,14,8,8,3,3,3,13,202,3,0,0,0,0,0,0,0,0,0,3,634,55,91,28,25,25,9,8,4,24,911,354,10,7,3,0,0,3,3,3,5,403,51,3,3,0,0,3,0,0,0,0,67,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,56,3,10,0,0,6,0,3,3,4,77,0,0,0,0,0,0,0,0,0,0,0,413,13,20,6,0,5,3,3,8,7,477,161,6,0,0,0,0,0,0,0,5,169,34,0,0,0,0,0,0,0,0,3,38,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,52,0,0,0,0,0,0
3006,42,42,46,41,17,108,4842,511,133,125,34,33,45,48,46,35,82,1085,36,8,3,0,0,0,0,0,0,11,58,4262,606,440,89,73,86,90,86,46,197,5989,20,3,3,0,0,0,0,0,0,11,40,17212,2218,1675,292,231,223,210,177,99,614,22958,13848,840,672,109,93,89,78,59,45,405,16226,3172,164,103,17,14,21,12,15,8,83,3601,516,76,87,18,24,20,17,31,20,56,870,44,0,0,0,0,0,0,0,0,7,49,3724,242,186,32,33,39,30,55,29,138,4518,37,0,0,0,0,0,0,0,0,16,52,17610,1079,859,145,130,127,105,105,73,558,20793,7300,426,269,26,36,31,25,27,26,395,8567,1907,52,37,4,0,10,0,3,8,82,2101,481,53,33,9,7,7,10,6,3,40,638,27,0,0,0,3,0,0,0,0,0,33,2417,104,68,13,7,19,8,11,6,116,2772,40,3,0,0,0,0
3007,0,0,0,0,0,0,52,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,44,7,6,4,0,3,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,272,24,22,5,4,3,0,0,0,5,337,317,4,9,0,0,3,0,0,0,12,341,37,3,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,355,6,13,0,0,3,0,0,0,8,390,167,5,3,0,0,0,0,5,0,7,185,23,0,0,0,0,0,0,0,0,3,31,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,3,40,0,0,0,0,0,0
3008,0,0,4,3,0,6,207,5,0,3,0,0,0,0,0,3,3,15,3,0,0,0,0,0,0,0,0,0,4,163,25,13,0,0,0,3,3,3,4,222,4,0,0,0,0,0,0,0,0,3,6,1244,123,72,12,11,9,8,3,6,41,1531,1806,74,58,7,7,3,5,4,3,53,2021,228,7,7,4,0,0,0,0,0,3,255,11,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,3,242,9,7,4,0,0,3,0,0,7,275,13,0,0,0,0,0,0,0,0,0,11,2059,84,74,8,11,3,6,4,3,59,2311,1053,52,21,0,3,0,7,0,0,37,1164,190,3,0,0,0,0,0,0,0,9,208,17,3,0,0,0,0,0,0,0,3,20,3,0,0,0,0,0,0,0,0,0,4,212,4,0,0,0,0,0,0,0,14,232,8,0,0,0,0,0
3009,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,84,7,8,0,0,0,0,0,3,8,110,122,3,0,3,0,0,3,0,0,8,139,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,137,3,0,3,0,0,3,0,0,8,152,56,0,0,0,0,0,0,0,0,3,54,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0
3010,0,0,3,0,3,5,270,7,5,5,0,0,0,3,7,3,6,35,0,0,0,0,0,0,0,0,0,0,0,159,47,61,6,0,0,7,6,4,11,314,0,0,0,0,0,0,0,0,0,0,0,1041,132,162,19,19,5,11,8,8,33,1451,693,20,16,0,3,5,3,3,0,26,772,142,0,3,0,6,4,4,0,0,7,171,10,3,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,158,6,3,0,6,4,4,5,6,7,192,0,0,0,0,0,0,0,0,0,0,0,850,24,25,3,6,9,6,5,9,32,969,298,8,11,0,3,4,3,0,0,12,339,105,0,0,0,0,0,0,0,0,3,107,17,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,119,0,6,0,0,0,0,0,0,3,129,0,0,0,0,0,0
3011,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,3,0,0,0,0,0,0,3,61,0,0,0,0,0,0,0,0,0,3,3,421,19,19,3,3,0,0,0,0,12,484,437,21,5,0,0,0,0,0,0,14,479,56,0,0,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,5,5,494,19,5,0,0,0,0,0,0,21,539,196,7,0,0,0,0,0,0,0,16,220,22,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
3012,4,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,66,8,18,0,6,0,3,0,0,4,111,0,0,0,0,0,0,0,0,0,0,3,232,19,33,3,15,4,4,3,3,11,325,139,6,4,0,0,0,0,0,0,9,152,57,0,3,0,0,0,0,0,0,0,58,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,57,0,3,0,0,0,3,0,0,0,63,0,0,0,0,0,0,0,0,0,0,3,197,6,12,0,0,0,3,0,0,8,222,56,0,0,0,0,0,0,0,0,0,57,34,3,0,0,0,0,0,0,3,0,37,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,3,0,40,0,0,0,0,0,0
3013,0,0,0,0,3,6,176,14,0,3,0,0,4,3,3,0,3,35,0,0,0,0,0,0,0,0,0,0,0,118,26,30,3,4,3,3,3,9,10,209,0,0,0,0,0,0,0,0,0,3,3,644,55,65,7,12,3,5,8,9,27,847,462,7,10,3,0,0,0,0,0,27,511,66,3,6,0,3,0,0,3,0,5,87,10,3,0,0,5,0,0,4,0,4,18,3,0,0,0,0,0,0,0,0,0,3,75,7,6,0,9,0,0,3,0,12,107,7,0,0,0,0,0,0,0,0,0,7,536,14,19,3,8,0,0,3,0,35,623,205,0,3,0,0,3,0,0,0,24,239,23,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,3,0,0,0,0,3,39,0,0,0,0,0,0
3014,17,7,9,9,3,24,1156,40,4,7,4,9,4,5,4,9,12,95,9,0,0,0,0,0,0,0,0,3,13,920,126,91,18,24,10,12,12,12,38,1262,6,3,3,0,0,0,0,0,0,3,20,7340,869,693,100,115,73,68,51,32,224,9555,7392,489,374,35,51,43,33,37,10,195,8661,953,41,35,3,13,3,3,8,0,22,1082,53,5,8,0,0,3,0,3,0,10,81,10,0,0,0,0,0,0,0,0,0,14,1019,46,39,3,13,4,3,6,3,34,1174,17,0,0,0,0,0,0,0,0,10,28,8423,537,415,37,63,54,39,43,17,241,9863,4079,269,152,12,14,13,11,10,3,136,4712,700,25,14,3,0,3,0,3,0,23,766,58,8,3,0,0,0,3,0,0,6,79,6,0,0,0,0,0,0,0,0,0,8,763,32,17,3,0,3,0,3,0,28,852,25,0,0,0,0,0
3015,5,0,5,0,3,3,378,30,13,5,4,3,8,9,6,9,8,95,3,0,0,0,0,0,0,0,0,0,3,260,78,53,13,10,10,15,7,11,12,478,5,0,0,0,0,0,0,0,0,0,5,1440,183,130,24,24,24,20,11,10,46,1921,1225,25,35,4,5,8,5,3,0,32,1344,172,8,13,0,0,3,0,0,3,8,212,17,5,8,6,4,0,3,0,0,5,55,3,0,0,0,0,0,0,0,0,0,4,190,13,20,6,4,5,3,3,0,17,273,5,0,0,0,0,0,0,0,0,0,6,1423,46,56,13,12,14,11,9,0,46,1622,673,25,11,3,0,7,0,0,0,23,746,111,3,7,0,0,0,0,0,0,10,134,17,0,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,127,6,10,4,0,0,0,0,0,9,164,3,0,0,0,0,0
3016,8,8,9,9,4,18,681,42,9,10,0,4,10,4,3,4,15,102,4,0,0,0,0,0,0,0,0,0,4,519,74,100,4,12,17,7,12,10,30,786,0,0,0,0,0,0,0,0,0,7,7,2512,219,210,24,33,22,18,30,13,83,3166,1719,41,40,4,3,0,0,6,3,50,1866,367,19,15,0,3,0,0,3,0,18,421,46,3,11,6,3,3,3,7,4,3,88,9,0,0,0,0,0,0,0,0,0,8,421,21,25,3,7,3,3,13,7,24,521,4,0,0,0,0,0,0,0,0,0,11,2142,63,66,8,9,4,4,19,11,74,2397,765,19,10,0,0,0,4,7,0,36,848,194,4,4,0,0,0,3,3,0,10,226,68,0,0,0,0,0,0,3,0,5,81,3,0,0,0,0,0,0,0,0,0,3,261,5,11,0,0,0,4,3,0,14,309,3,0,0,0,0,0
3017,0,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,154,15,5,0,0,3,0,0,4,7,189,179,4,0,0,0,0,0,0,0,6,192,29,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,216,4,0,0,0,0,0,0,0,4,229,102,0,0,0,0,0,0,0,0,3,108,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
3018,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,295,37,21,6,11,0,4,4,0,11,385,246,4,6,0,0,3,0,0,0,9,261,32,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,3,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,275,3,6,0,7,3,0,0,0,10,304,117,7,7,0,0,0,0,0,0,4,136,29,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0
4000,8,8,3,0,0,17,632,56,9,13,5,4,5,0,7,0,4,108,7,0,0,0,0,0,0,0,0,0,12,575,55,45,18,16,11,7,4,0,17,750,10,0,0,0,0,0,0,0,0,26,36,5326,192,132,24,21,27,10,10,11,231,5985,4838,63,37,9,3,3,0,9,4,171,5146,570,7,11,0,0,3,3,0,3,17,610,81,7,4,0,0,3,0,3,0,7,113,4,0,0,0,0,0,0,0,0,0,10,662,12,16,0,0,6,3,3,3,27,733,7,0,0,0,0,0,0,0,0,15,29,5504,73,52,15,6,5,7,10,7,219,5899,2193,19,12,0,3,0,0,3,0,93,2333,484,0,0,0,0,0,0,0,0,16,505,120,0,0,0,0,3,0,0,0,6,131,12,0,0,0,0,0,0,0,0,4,13,615,3,3,0,0,3,0,0,3,25,650,19,0,0,0,0,0
4001,63,70,42,49,42,274,12624,2741,440,559,176,197,182,194,206,186,330,5210,106,6,3,4,0,0,3,0,0,18,144,13673,1132,1050,255,258,246,237,259,229,627,17979,56,3,0,0,0,0,0,0,0,30,91,41064,1991,1657,345,343,312,284,294,259,1280,47823,26218,250,269,45,39,61,33,54,11,554,27542,11102,159,116,30,21,29,11,29,21,264,11781,2628,227,283,73,75,86,75,98,80,223,3848,134,3,3,0,0,0,0,0,0,15,158,13864,386,400,106,90,112,87,131,100,500,15784,83,0,0,0,0,0,0,0,0,41,125,40163,635,676,153,131,176,125,183,116,1096,43451,15190,182,91,20,13,13,4,11,8,485,16012,8478,43,39,10,7,0,4,5,7,247,8844,4226,117,121,35,24,18,25,13,23,227,4824,126,0,0,0,0,0,0,0,0,18,151,12830,157,168,46,25,26,29,21,23,488,13814,133,0,0,0,0,0
4002,0,5,0,0,0,3,86,0,0,12,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,73,6,13,3,0,4,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,395,19,24,3,0,4,3,5,0,11,465,384,4,3,0,0,0,0,0,0,20,406,83,0,0,0,0,0,0,0,0,4,86,8,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,88,0,7,0,0,0,0,0,0,3,109,0,0,0,0,0,0,0,0,0,0,0,475,3,10,0,0,0,0,0,0,21,512,195,3,0,0,0,0,0,0,0,14,210,112,0,0,0,0,0,0,0,0,8,118,10,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,128,0,3,0,0,0,0,0,0,8,134,0,0,0,0,0,0
4003,3,0,0,0,0,4,52,6,0,0,0,0,3,0,3,0,3,26,0,0,0,0,0,0,0,0,0,0,0,44,7,9,4,0,3,0,5,0,5,72,0,0,0,0,0,0,0,0,0,3,7,201,17,14,3,5,4,0,5,0,17,267,203,3,3,3,0,0,0,0,0,8,226,53,0,3,0,0,0,0,0,0,3,51,9,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,59,0,9,0,0,0,0,0,0,3,73,0,0,0,0,0,0,0,0,0,0,0,264,3,12,3,0,0,0,3,0,10,300,133,0,0,0,0,0,0,0,0,9,143,52,0,0,0,0,0,0,0,0,0,53,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0
4004,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,6,128,3,5,0,0,0,0,0,0,7,153,134,0,0,0,0,0,0,0,0,5,144,25,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,160,4,3,0,0,0,0,0,0,5,174,48,0,0,0,0,0,0,0,0,7,55,21,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0
4005,0,0,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,3,3,0,0,0,0,0,0,6,45,0,0,0,0,0,0,0,0,0,3,3,203,6,8,0,0,0,0,0,0,11,233,209,3,0,0,0,0,0,0,0,3,221,41,0,0,0,0,0,0,0,0,3,40,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,3,3,248,3,3,0,0,0,0,0,0,11,272,100,0,0,0,0,0,0,0,0,0,101,41,0,0,0,0,0,0,0,0,0,42,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,0
4006,0,4,0,0,0,3,36,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,3,3,0,0,4,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,144,7,7,0,0,4,0,0,0,5,170,146,0,0,0,0,0,0,0,0,5,156,32,0,3,0,0,0,0,0,0,3,33,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,182,0,3,0,0,0,0,0,0,12,197,95,0,0,0,0,0,0,0,0,3,97,51,0,0,0,0,0,0,0,0,0,53,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0
4007,0,0,0,0,0,0,70,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,67,3,3,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,805,25,13,0,0,0,0,0,0,19,873,1351,16,13,3,8,0,3,0,0,41,1436,101,0,0,0,0,0,0,0,0,3,107,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,3,111,3,0,0,0,0,0,0,0,0,0,6,1466,17,13,3,8,0,3,0,0,47,1563,937,11,7,0,0,0,0,0,0,36,995,72,0,0,0,0,0,0,0,0,0,77,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,82,0,0,0,0,0,0,0,0,0,85,12,0,0,0,0,0
4008,0,0,0,0,3,5,85,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,68,3,6,4,0,0,0,0,3,8,96,5,0,0,0,0,0,0,0,0,0,6,824,12,13,4,0,3,3,0,3,34,894,592,5,3,0,0,3,0,0,0,13,614,101,0,3,0,0,0,0,0,0,3,105,8,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,105,0,3,0,0,0,0,0,0,4,120,3,0,0,0,0,0,0,0,0,0,3,699,5,7,0,0,3,0,0,0,19,736,430,0,0,0,0,0,0,0,0,20,448,97,0,3,0,0,0,0,0,0,5,106,27,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,3,121,0,3,0,0,0,0,0,0,10,131,6,0,0,0,0,0
5000,14,14,12,8,3,39,915,46,11,23,3,11,6,3,3,3,3,116,14,0,0,0,0,0,0,0,0,3,17,705,80,116,16,25,25,13,17,9,43,1047,14,4,3,0,0,0,0,0,0,85,106,7207,442,448,82,98,58,39,40,36,428,8892,5873,116,112,16,15,19,6,10,4,221,6396,663,24,22,10,3,3,9,3,4,16,750,58,3,3,3,3,0,3,3,4,5,84,16,0,0,0,0,0,0,0,0,0,16,737,31,24,7,7,3,7,5,8,18,845,21,0,0,0,0,0,0,0,0,33,55,6625,148,134,30,22,20,19,15,9,273,7297,2364,68,23,4,5,8,4,4,0,84,2563,348,5,4,0,0,0,3,0,0,19,383,48,0,3,0,0,0,0,0,0,4,58,13,0,0,0,0,0,0,0,0,0,10,406,5,4,0,0,0,3,0,3,24,459,20,0,0,0,0,0
5001,4,0,0,3,0,6,122,3,4,3,3,0,0,0,3,0,0,15,3,0,0,0,0,0,0,0,0,0,3,90,16,17,4,4,0,0,5,0,6,143,3,0,0,0,0,0,0,0,0,5,10,925,50,32,15,12,0,0,8,3,24,1072,980,13,17,0,3,3,0,0,3,32,1053,112,0,3,3,0,0,0,0,0,0,124,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,119,0,3,3,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,3,3,1103,17,20,3,3,4,0,0,3,35,1184,572,9,4,0,0,0,3,0,0,26,614,71,0,0,0,3,0,0,0,0,3,80,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,3,0,0,0,0,6,92,8,0,0,0,0,0
