SUA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
2016,0,5,8,41,16,6,8,0,0,81,0,0,0,0,3,0,8,0,0,16,0,5,0,0,0,0,0,0,0,12,0,9,11,43,37,75,86,55,19,336,0,4,4,16,0,0,0,0,0,21,0,0,0,0,0,7,0,0,0,3,0,0,0,7,3,5,13,4,0,41,0,0,3,3,3,5,19,30,8,81,0,0,5,15,0,0,0,0,0,28,13,30,38,356,44,33,17,3,0,534,0,0,0,15,0,0,0,0,0,18,3,23,10,18,0,0,0,0,0,58,3,11,43,126,36,5,4,0,0,226,0,4,0,5,9,3,4,0,0,28,0,0,0,6,13,52,96,87,61,314,0,0,0,4,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,8,61,12,12,3,0,0,97,0,0,0,0,0,0,6,0,0,6
2017,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,12,11,8,6,3,50,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,3,4,55,3,6,3,0,0,78,0,0,3,9,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,7,22,28,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,19,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,3
2018,0,0,11,43,19,8,3,0,0,89,0,0,0,0,3,0,4,0,0,14,0,5,0,3,0,0,0,4,0,15,7,11,8,27,56,107,157,109,53,528,0,0,0,8,0,0,0,0,0,13,0,0,0,0,4,4,0,7,0,12,0,0,0,3,9,21,62,28,10,134,0,0,0,0,3,3,11,14,0,37,0,3,0,3,0,3,0,0,0,9,0,11,10,71,13,8,0,3,0,117,0,0,0,8,0,4,4,3,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,5,5,10,3,25,0,0,0,0,17,47,75,86,40,260,0,0,0,3,4,0,0,0,0,8,0,0,0,8,0,5,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,5,4,14,7,7,3,0,0,41,0,0,0,3,0,13,31,10,12,76
2019,0,0,3,8,4,0,0,0,0,15,0,0,0,0,0,0,3,0,0,6,0,3,0,3,0,0,0,0,0,3,0,3,5,14,22,33,44,23,18,168,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,3,0,21,9,9,42,0,0,0,0,0,3,3,0,0,11,0,0,0,3,0,0,0,0,0,5,0,4,0,22,0,0,3,0,0,39,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,7,21,37,42,27,133,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,15,0,0,0,0,0,3,0,0,0,3
2020,0,3,4,14,12,3,0,0,0,44,0,0,0,0,3,8,3,0,0,12,0,0,0,0,0,0,5,0,0,6,3,20,19,71,117,142,177,102,37,682,0,0,0,8,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,11,10,9,36,19,3,80,0,0,0,0,0,3,3,4,0,11,0,0,3,3,3,0,0,0,0,7,3,4,3,39,4,0,7,0,0,70,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,6,4,3,33,0,0,0,0,5,5,11,23,3,43,0,0,0,10,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,3,0,0,25,0,0,0,0,0,0,4,3,0,6
2021,0,5,9,40,14,5,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,13,0,16,5,44,40,51,75,36,23,286,0,0,3,3,0,0,0,0,0,9,0,3,3,0,4,0,0,0,0,9,0,0,0,0,0,5,3,6,3,17,0,0,0,0,0,0,0,0,0,6,0,0,3,7,3,0,0,0,0,17,0,7,3,28,3,3,0,0,0,42,0,3,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,0,8,7,0,0,37,0,0,0,0,0,4,0,0,0,8,0,0,0,7,3,0,0,0,0,13,0,0,7,14,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,11,6,3,0,0,0,16,0,0,0,0,3,0,5,0,0,10
3000,7,28,72,219,105,46,24,10,9,518,0,0,0,8,22,25,27,28,3,119,0,0,0,4,3,7,9,7,6,44,19,191,459,1449,2124,2355,2673,1152,323,10749,0,25,29,89,67,58,40,4,0,308,0,9,55,135,58,41,46,23,6,370,5,14,82,311,223,316,460,197,67,1670,0,0,0,7,3,15,19,23,6,70,0,3,53,83,23,24,3,6,0,202,20,55,69,585,51,75,45,23,10,929,9,13,16,112,46,45,47,19,11,321,0,0,0,17,4,3,4,0,0,32,0,3,6,7,3,0,3,0,0,21,7,29,49,171,68,50,63,40,16,485,0,3,25,82,49,120,329,395,227,1241,6,11,59,309,65,21,7,3,0,481,0,16,104,272,7,6,0,0,0,404,0,0,0,4,3,5,5,0,0,21,0,7,28,110,86,97,49,8,3,381,0,0,0,3,3,34,75,35,12,168
3001,168,619,5239,9216,2441,1604,780,464,168,20690,0,3,27,171,200,175,170,157,42,955,14,90,57,137,47,64,105,44,23,575,270,2475,2960,8131,8841,6889,7011,4054,1691,42316,16,132,378,2068,1021,846,393,174,35,5064,14,82,147,635,249,143,128,72,27,1498,15,86,259,1037,679,591,1194,428,247,4541,6,21,30,75,70,146,285,289,125,1049,36,149,871,1486,548,710,262,90,27,4174,333,1101,1497,9992,1310,860,540,269,117,16013,34,177,377,1182,383,246,213,124,47,2787,31,233,251,1324,228,121,72,25,14,2293,41,124,132,403,120,62,19,4,3,917,31,252,132,1303,428,345,308,211,103,3126,15,45,89,382,221,378,691,719,383,2914,49,156,457,1862,564,182,104,49,43,3451,82,391,1029,3714,745,249,97,35,3,6356,4,20,11,109,111,88,60,21,6,429,61,262,1085,2053,938,807,464,153,41,5869,0,4,10,30,40,95,172,72,24,437
3002,0,0,4,29,15,7,3,0,0,71,0,0,0,0,4,0,5,3,0,16,0,0,0,3,0,0,4,0,0,11,5,19,46,107,162,189,291,198,74,1103,0,0,7,17,13,6,7,0,0,52,0,0,13,4,0,0,12,0,0,26,0,0,3,17,17,26,43,31,14,146,0,0,0,0,0,0,3,0,0,9,0,0,7,35,0,0,0,0,0,51,0,15,3,80,7,4,5,6,0,124,0,0,5,6,8,7,8,6,3,33,0,0,0,3,0,0,4,0,0,5,0,4,0,3,0,0,0,0,0,3,0,0,9,9,11,5,11,0,3,39,0,0,0,13,3,7,19,25,15,94,0,3,12,36,0,0,0,0,0,51,0,4,13,50,4,3,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,4,22,7,4,0,0,0,57,0,0,0,0,0,0,11,7,3,23
3003,8,16,39,215,101,41,13,5,3,443,0,0,0,4,11,3,6,10,4,39,0,3,0,6,6,3,0,3,0,24,13,105,136,663,648,526,475,181,77,2819,0,7,21,36,31,13,6,4,0,127,0,7,15,56,18,20,14,3,0,144,3,8,28,133,87,63,114,51,15,500,0,0,0,0,5,0,6,12,0,22,0,6,10,57,21,25,5,3,0,117,18,38,53,396,70,30,19,9,3,631,0,9,7,74,29,19,13,8,6,173,0,3,0,17,0,5,3,0,0,32,0,0,3,4,0,0,0,0,0,6,0,15,3,51,28,23,18,11,8,153,0,4,10,58,18,38,54,48,27,259,8,53,49,717,255,54,20,7,3,1164,9,24,53,349,34,8,3,3,0,482,0,0,0,0,4,3,0,0,0,9,3,6,9,34,36,36,14,13,0,157,0,0,3,3,3,5,10,0,0,27
3004,0,4,3,7,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,22,15,4,5,3,78,0,0,0,8,0,3,0,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,3,3,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,30,4,4,0,0,0,43,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
3005,0,6,0,35,16,7,0,3,0,63,0,3,0,0,0,3,0,0,0,8,3,11,0,10,0,0,0,0,0,32,4,27,19,106,120,88,63,46,15,485,0,3,7,18,15,0,5,0,0,50,0,0,0,0,0,0,4,0,0,13,0,3,3,8,11,12,14,10,0,51,0,0,0,4,0,0,3,3,0,12,0,3,0,0,0,0,0,0,0,4,11,32,13,141,12,11,0,3,0,216,0,3,7,18,3,3,0,0,0,24,0,0,0,10,0,3,0,0,0,18,0,0,0,8,0,0,0,0,0,12,0,4,0,18,11,3,0,3,0,46,0,3,0,10,0,3,0,0,3,18,0,0,0,6,4,0,0,0,0,11,0,5,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,20,4,5,0,0,0,41,0,0,0,0,0,0,0,0,0,3
3006,38,145,881,1830,648,336,164,75,27,4143,0,0,12,67,67,102,106,84,22,461,3,6,13,42,30,52,71,35,35,289,85,803,1072,2794,2971,2604,3040,1961,907,16235,0,25,41,177,119,99,49,34,5,547,5,22,40,158,72,69,64,37,20,483,3,19,77,291,194,205,471,286,139,1685,0,3,12,24,25,37,92,54,15,266,10,42,168,230,142,145,46,13,3,808,33,109,215,1102,166,119,98,52,28,1926,4,22,66,255,111,90,46,21,23,633,0,22,22,194,49,57,23,15,10,390,3,8,20,51,19,17,3,3,0,126,11,53,44,209,111,105,105,68,26,723,0,11,30,95,76,130,203,133,78,750,24,159,246,1446,641,211,129,49,13,2928,16,93,286,806,324,102,56,21,3,1702,0,3,0,32,26,28,19,11,0,120,3,35,106,309,228,167,91,34,19,993,0,0,0,7,20,67,140,55,22,302
3007,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,10,9,30,54,55,69,55,9,302,0,0,0,0,3,3,0,0,0,6,0,0,0,3,3,0,3,0,0,9,0,3,0,4,7,3,12,14,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,17,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,5,0,0,0,4,3,0,0,0,0,8,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3
3008,0,0,0,17,15,12,0,0,0,52,0,0,0,0,0,4,3,5,0,12,0,0,0,0,3,0,3,3,0,14,0,25,38,125,201,278,519,299,101,1602,0,4,3,8,12,4,3,0,0,40,0,0,0,5,0,4,4,4,0,24,0,7,0,11,20,35,74,54,14,213,0,0,0,0,3,0,0,0,0,8,0,0,4,3,3,4,3,0,0,10,3,7,5,52,6,8,6,3,0,90,0,0,0,11,4,6,7,7,0,41,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,7,9,12,5,35,0,0,0,4,11,8,9,10,0,44,0,0,0,5,3,0,0,0,0,17,0,0,0,7,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,11,14,12,9,0,0,46,0,0,0,0,0,6,13,7,0,27
3009,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,11,33,10,3,88,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,3,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3010,0,10,6,68,37,7,3,3,0,130,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,46,65,162,212,164,99,78,19,854,0,5,9,32,20,10,0,3,0,81,0,0,0,6,6,5,3,0,0,18,0,0,9,24,27,19,26,14,3,128,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,14,10,27,21,176,16,9,7,3,0,265,3,6,0,23,8,6,0,0,0,48,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,3,31,4,5,6,6,4,62,0,0,0,4,4,7,13,10,16,57,0,3,0,13,3,0,0,0,0,22,0,0,0,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,6,24,3,12,0,0,0,50,0,0,0,0,3,9,43,24,16,94
3011,0,0,3,14,8,6,0,0,0,28,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,49,79,100,47,19,311,0,3,0,4,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,13,15,7,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,3,0,3,0,0,24,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,3,4,0,0,8
3012,0,0,0,8,8,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,28,26,19,15,9,5,111,0,3,10,22,9,4,3,0,0,51,0,0,0,5,3,0,0,0,0,4,0,0,0,3,6,3,7,0,3,24,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,3,10,3,51,3,4,0,0,0,73,0,3,0,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,15,0,0,0,3,0,0,3,4,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
3013,0,3,11,51,17,15,3,0,0,98,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,21,35,72,115,100,77,55,19,493,0,3,3,22,20,9,3,0,3,55,0,0,0,0,0,0,3,0,0,15,0,0,3,10,5,7,10,9,0,61,0,0,0,3,0,0,0,0,0,5,0,3,0,9,7,3,0,0,0,20,7,23,22,148,20,4,6,7,0,236,0,0,3,7,9,5,3,0,0,31,0,0,0,7,0,0,3,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,5,3,3,31,0,0,0,3,0,3,0,0,0,13,3,0,3,11,0,0,0,0,0,20,0,3,0,24,0,0,0,0,0,30,0,0,0,0,3,0,0,0,0,3,0,4,4,24,6,3,3,0,0,50,0,0,0,0,0,0,0,3,0,4
3014,3,28,39,155,48,44,17,11,3,357,0,0,0,9,9,22,8,18,4,73,0,0,0,13,8,6,11,12,8,59,53,557,607,1574,1919,1470,1902,1192,502,9767,3,6,11,44,37,43,19,16,7,175,0,6,24,80,33,38,30,12,8,230,4,23,42,198,170,173,278,170,83,1136,0,0,4,5,9,5,12,12,4,51,0,13,10,33,25,23,4,3,0,113,11,54,30,381,50,38,33,28,15,636,3,10,17,87,23,30,30,7,10,226,0,3,0,17,10,0,8,0,0,46,0,0,0,3,0,0,0,0,0,4,0,34,24,105,78,36,55,26,12,376,0,12,13,39,24,36,41,42,36,235,3,22,32,149,52,17,15,0,5,300,3,21,28,160,16,7,4,0,0,231,0,4,0,4,9,0,3,0,0,18,0,5,28,70,64,49,22,12,7,251,0,0,0,7,10,27,34,11,3,91
3015,3,10,37,146,44,23,14,8,4,290,0,0,0,0,3,4,8,3,0,19,0,11,3,10,0,3,0,0,0,25,10,42,42,191,258,257,274,180,80,1330,0,9,17,31,18,11,3,0,0,93,0,0,3,11,0,3,0,0,4,29,0,0,6,26,24,23,46,25,13,167,0,0,0,0,0,5,0,0,0,12,0,0,8,21,3,5,3,0,0,46,7,42,65,277,22,17,15,8,3,455,0,5,0,30,4,7,0,0,0,48,0,10,13,20,5,10,7,0,0,62,29,58,9,83,9,0,0,0,0,184,0,3,3,22,16,11,13,13,0,79,0,4,3,3,3,3,14,13,3,42,0,3,12,26,11,3,0,0,3,57,3,3,14,75,7,0,0,0,0,101,0,0,0,0,3,0,0,0,0,10,3,5,9,70,34,20,11,3,0,152,0,0,0,3,3,3,3,0,0,15
3016,3,18,24,113,39,22,11,7,7,254,0,0,0,6,3,3,3,0,3,20,3,4,0,5,4,4,5,3,0,25,20,97,143,408,443,363,374,203,73,2125,0,5,20,64,27,22,6,3,0,150,0,3,4,29,12,8,9,7,0,73,3,8,26,83,55,42,51,25,16,301,0,0,0,5,8,4,10,12,3,42,0,4,13,26,3,8,3,0,0,65,13,62,80,327,82,25,24,7,0,623,0,8,11,42,15,8,5,0,3,87,0,0,5,28,5,3,3,0,0,46,3,3,10,13,0,4,0,0,0,34,3,11,5,48,26,16,11,12,6,146,0,3,6,13,16,29,43,35,27,178,3,10,8,54,12,4,0,0,0,96,0,6,13,89,17,5,0,0,0,134,0,0,0,0,3,0,0,0,0,5,0,5,32,73,49,22,18,7,0,209,0,0,0,0,0,5,10,0,0,22
3017,0,0,0,12,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,23,29,44,30,6,154,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,11,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3018,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,10,53,64,48,47,42,26,307,0,0,0,3,0,3,3,0,0,13,0,0,0,0,0,4,0,0,0,9,0,0,0,7,5,5,9,4,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,4,0,16,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,4,0,0,0,25,0,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,4
4000,0,10,15,79,33,19,7,0,0,156,0,0,0,0,7,9,18,15,9,58,0,0,0,3,0,4,0,0,0,18,8,88,115,460,1258,1609,1481,749,216,5981,0,0,3,10,9,3,4,0,0,34,0,0,7,22,15,7,14,4,0,73,0,0,11,81,91,112,203,118,62,678,0,0,3,6,9,42,72,88,11,238,0,0,7,29,3,4,0,0,0,48,13,27,15,188,43,52,31,8,7,382,0,3,0,30,4,12,9,0,0,60,0,0,0,12,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,5,6,50,21,18,23,10,4,134,0,0,12,10,20,37,64,81,25,245,0,0,3,25,7,9,0,0,0,53,0,8,5,43,3,0,0,0,0,60,0,3,0,5,3,3,0,3,0,19,0,0,9,40,20,19,5,3,0,100,0,0,0,0,6,12,18,0,0,41
4001,100,507,3418,6224,1285,922,418,190,70,13134,0,3,25,180,202,248,275,258,82,1283,14,76,37,165,58,81,112,66,47,669,124,1330,1836,4609,8486,8490,7647,5539,2530,40589,0,16,37,218,112,93,61,26,4,556,11,32,50,187,127,81,67,48,22,626,3,42,119,445,404,603,1429,753,567,4364,0,28,47,135,195,641,1212,1456,467,4183,21,57,502,599,136,227,100,24,9,1671,293,1219,1053,7774,828,514,373,209,90,12349,33,77,116,568,129,81,76,36,13,1127,23,203,299,1029,221,153,86,43,21,2073,11,52,115,282,108,46,25,7,3,655,9,88,57,297,197,216,211,229,86,1387,10,31,69,237,487,1368,2516,2813,1325,8854,12,47,120,522,162,43,42,15,7,975,27,188,325,1031,249,63,21,6,0,1916,6,12,50,186,144,149,105,44,26,722,54,205,848,1563,493,451,344,89,38,4086,0,0,6,27,32,147,250,135,64,650
4002,0,0,0,15,3,7,0,0,0,25,0,0,0,0,0,3,3,5,0,8,0,0,0,3,0,0,0,0,0,3,0,12,6,24,79,94,90,60,25,398,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,11,0,0,0,4,3,11,28,16,15,70,0,0,0,0,0,0,8,9,0,20,0,3,0,3,0,0,0,0,0,7,3,3,6,27,5,0,3,0,0,52,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,21,14,36,12,87,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,14,0,0,0,0,0,0,3,0,0,3
4003,0,3,15,79,23,4,0,0,0,131,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,12,52,47,57,42,14,235,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,16,6,4,41,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,8,8,3,35,6,0,6,0,0,60,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,7,16,20,4,48,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
