SUA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
3003,148,3,0,8,155,25,0,182,5294,684,114,28,6120,165,39,196,6323,383,9,6709,5969,945,131,64,7113,161,23,184,7289,352,13,7659,545,68,97,8,710,17,0,17,726,28,0,754,90,18,0,78,182,13,3,10,197,31,9,236,11892,1712,343,178,14133,343,63,407,14537,793,26,15358,143,35,4,5,189,67,0,70,262,56,0,312,310,67,4,19,402,42,24,67,467,39,0,509,452,103,17,22,591,110,28,135,725,94,0,826,12345,1816,361,200,14720,455,84,545,15263,886,26,16182,3175,602,110,109,4001,240,60,302,4302,835,10,5142,12,0,0,21,38,0,0,0,38,8,76,121,15541,2417,471,327,18754,700,152,849,19598,1730,118,21443
3004,0,0,0,0,0,0,0,0,508,26,16,11,565,10,0,10,577,14,0,595,939,65,18,25,1055,14,0,16,1070,25,0,1096,92,8,11,0,117,0,0,0,117,0,0,117,26,3,0,9,37,0,0,0,37,0,0,37,1575,109,49,37,1770,25,0,29,1797,45,0,1846,30,0,0,0,27,6,0,6,37,3,0,39,50,6,0,3,62,3,3,3,69,0,0,72,79,9,0,4,96,7,3,8,102,4,0,104,1651,114,49,47,1865,30,3,39,1903,45,0,1951,642,44,18,6,712,12,4,17,735,32,0,767,7,0,0,0,7,0,0,0,11,0,13,23,2299,167,73,51,2586,47,13,58,2646,82,14,2739
3005,14,0,0,3,19,3,0,21,1493,95,19,8,1615,64,3,68,1683,63,0,1745,2323,146,62,27,2562,109,3,107,2666,46,8,2719,194,17,37,3,252,6,0,6,253,3,0,262,20,3,0,28,53,5,0,5,58,9,8,70,4035,260,118,70,4480,180,7,191,4668,119,15,4798,129,21,0,9,158,54,8,60,222,6,0,221,259,12,3,0,280,25,0,25,306,12,0,319,390,31,3,5,435,80,14,88,529,17,0,537,4429,291,122,74,4917,261,19,277,5191,131,15,5339,1948,146,55,85,2241,218,7,221,2463,202,0,2665,8,0,0,3,8,0,0,0,8,0,30,42,6386,437,183,167,7165,474,24,497,7667,333,47,8048
3006,1392,47,15,61,1457,210,6,1669,21155,2839,301,152,24446,550,138,689,25136,1329,23,26492,30687,4508,407,239,35840,571,130,706,36543,1262,42,37843,2319,303,319,23,2963,62,5,63,3021,109,4,3136,423,45,9,356,836,15,4,22,858,45,33,933,54583,7694,1038,765,64090,1198,276,1475,65561,2744,101,68410,734,159,27,23,937,202,11,209,1146,94,4,1241,1644,284,18,39,1989,122,36,160,2154,123,0,2274,2379,445,44,59,2932,321,44,373,3302,211,3,3515,56968,8134,1080,831,67016,1520,321,1841,68862,2957,104,71919,16506,2669,453,396,20023,751,126,878,20906,2884,35,23822,94,32,4,55,181,11,0,11,191,24,223,439,73565,10843,1537,1278,87225,2279,449,2728,89953,5871,363,96186
3007,15,0,0,0,19,3,0,21,515,34,5,4,561,22,6,26,585,25,0,612,803,123,13,7,948,16,0,16,968,62,0,1026,68,18,6,0,88,0,0,0,88,13,0,98,3,0,0,17,15,3,0,3,21,0,0,21,1392,172,31,27,1616,36,5,45,1658,96,0,1754,31,4,0,0,39,9,4,12,51,12,0,58,40,3,0,0,44,5,3,13,51,3,0,55,65,8,0,0,76,16,6,20,102,18,0,116,1453,180,29,27,1691,53,10,71,1761,110,0,1870,497,136,35,21,682,53,14,67,755,278,0,1029,3,0,0,3,5,0,0,0,5,3,8,14,1957,317,58,54,2384,112,26,139,2518,391,8,2914
3008,15,0,0,0,15,9,0,22,1147,237,36,12,1432,51,12,68,1493,121,3,1620,1570,351,59,21,2002,83,20,104,2107,178,3,2290,128,36,21,3,182,4,0,7,183,16,0,206,12,4,3,19,44,0,3,3,41,5,0,50,2852,626,117,56,3654,135,38,175,3829,320,10,4157,40,23,3,0,62,38,8,42,103,23,0,129,91,20,7,4,125,24,5,26,150,20,0,174,131,46,7,5,190,57,13,65,260,45,0,304,2983,667,126,61,3844,189,53,240,4087,370,10,4464,841,290,27,21,1173,102,24,129,1303,414,9,1731,4,0,0,4,11,0,0,0,11,0,21,36,3831,956,154,90,5028,294,79,372,5398,785,35,6223
3009,0,0,0,0,0,0,0,0,287,40,7,11,341,0,0,3,347,12,0,361,482,53,19,0,551,7,3,11,561,26,0,592,40,4,0,0,46,0,0,0,46,3,0,43,8,0,0,6,9,0,0,0,9,0,0,9,811,102,18,20,950,10,6,11,964,43,0,1009,9,0,0,0,9,7,3,8,16,0,0,19,28,0,0,0,28,0,0,0,28,4,0,37,34,0,0,0,41,5,3,11,44,5,0,51,845,101,18,20,988,11,8,18,1005,49,0,1056,328,73,14,20,429,26,17,38,470,68,0,541,0,0,0,0,3,0,0,0,3,0,3,8,1178,173,34,40,1418,37,25,61,1483,115,6,1599
3010,73,3,0,3,74,0,0,78,2495,204,47,17,2758,118,17,133,2892,142,0,3039,4001,327,64,60,4451,106,4,108,4558,103,3,4669,333,14,65,5,425,18,0,18,437,6,0,445,44,8,3,61,112,0,0,0,112,5,3,123,6873,556,176,140,7751,238,20,256,8008,255,10,8272,163,20,0,3,181,33,0,33,214,35,0,253,282,28,0,15,322,31,9,44,367,18,3,384,446,46,0,16,508,72,9,75,582,55,3,639,7321,599,176,161,8257,309,31,333,8594,313,10,8911,2269,228,72,50,2617,180,7,190,2808,246,16,3071,14,0,0,4,18,0,0,0,18,0,28,51,9609,829,250,211,10896,488,39,524,11426,561,52,12038
3011,9,0,0,0,15,9,0,19,578,86,6,3,678,19,8,30,704,54,0,762,836,169,14,7,1033,31,6,31,1061,102,0,1165,95,18,16,0,129,4,0,4,132,0,0,132,10,0,0,19,26,0,0,0,26,0,0,26,1514,273,41,35,1861,51,13,64,1927,163,0,2085,29,5,0,3,40,29,0,29,70,16,0,80,39,8,0,0,44,4,0,7,51,15,0,61,65,16,0,3,86,32,0,34,116,31,0,150,1583,287,41,37,1946,85,8,92,2042,192,0,2230,585,112,31,15,744,99,15,119,855,337,12,1207,3,0,0,0,11,0,0,0,11,0,22,29,2168,398,74,56,2694,184,23,210,2908,520,34,3469
3012,5,0,0,0,5,0,0,5,880,33,14,13,941,16,3,17,961,34,0,994,871,52,4,16,945,9,0,9,959,21,0,981,105,10,14,0,129,0,0,0,129,0,0,129,11,0,0,10,27,0,0,0,27,0,0,26,1870,91,41,43,2046,27,3,25,2075,54,0,2131,25,3,4,0,33,16,0,16,48,3,0,50,47,3,3,3,59,7,0,7,60,0,0,60,70,9,6,3,93,20,0,20,108,3,0,113,1943,98,50,49,2138,44,3,44,2181,60,0,2241,707,26,33,23,781,37,6,45,824,65,3,889,3,0,0,0,3,4,0,4,7,3,10,20,2652,125,80,65,2921,85,7,94,3018,122,10,3154
3013,68,3,0,4,76,17,0,90,2852,257,55,17,3179,108,14,118,3300,215,5,3517,3594,356,59,30,4039,116,21,141,4173,128,0,4307,363,32,41,0,425,12,0,14,445,22,0,461,15,13,3,55,86,0,0,0,89,5,0,96,6827,652,149,104,7734,233,38,273,8006,367,5,8379,117,15,3,0,130,43,3,45,177,15,0,190,191,14,8,5,216,36,6,43,262,13,0,275,301,34,13,5,353,72,8,86,436,36,0,468,7131,685,159,108,8081,307,45,356,8443,398,5,8848,1939,281,81,51,2350,171,26,194,2542,419,4,2966,8,7,0,4,21,0,0,0,21,0,21,43,9082,971,241,162,10450,481,72,553,11005,816,35,11852
3014,454,10,0,11,471,69,0,537,9340,1427,143,70,10979,201,57,262,11244,602,7,11843,16255,2616,250,145,19270,329,44,376,19640,737,32,20402,1024,148,166,10,1362,21,0,24,1385,56,0,1439,180,26,6,167,374,6,3,9,384,24,9,413,26798,4220,572,394,31978,561,110,672,32647,1415,37,34104,326,81,10,8,424,71,6,84,507,60,0,572,797,127,9,11,948,64,18,80,1029,50,4,1088,1128,210,17,21,1373,134,30,163,1541,119,4,1662,27927,4428,584,415,33353,700,133,831,34187,1532,44,35763,7386,1259,247,215,9117,344,78,417,9534,1210,20,10762,41,3,3,40,83,0,0,0,83,10,66,162,35352,5694,838,668,42552,1040,209,1252,43805,2750,133,46693
3015,171,9,0,13,178,28,0,210,4769,523,49,38,5376,115,31,148,5528,308,0,5833,7210,741,105,65,8125,106,18,123,8242,261,8,8510,599,64,103,4,767,8,0,10,775,24,0,797,75,9,3,57,138,4,0,4,147,7,7,160,12653,1334,259,157,14408,243,51,291,14696,599,12,15301,170,40,0,8,226,28,0,28,253,28,0,282,336,38,13,13,399,26,33,60,457,29,0,483,511,70,11,23,623,55,33,88,709,55,0,769,13160,1406,273,184,15027,298,78,376,15404,657,12,16071,4037,606,105,60,4804,246,73,314,5122,851,9,5982,11,0,3,3,18,0,0,0,18,0,39,64,17214,2011,376,248,19854,538,148,693,20543,1509,68,22116
3016,351,14,0,14,365,51,0,410,7167,774,146,55,8133,263,46,311,8450,517,7,8973,7654,821,141,58,8677,226,28,256,8934,349,5,9283,825,133,118,0,1083,7,4,16,1100,55,3,1157,90,9,4,94,196,3,6,10,208,11,4,225,15734,1743,412,206,18087,502,90,591,18680,935,25,19637,299,42,6,7,360,140,7,150,513,40,0,555,433,62,7,10,511,73,19,95,607,49,0,658,736,104,14,20,875,214,31,244,1120,92,0,1207,16464,1843,426,227,18960,723,118,837,19799,1021,25,20844,4122,597,153,120,4989,365,69,435,5432,1051,19,6500,20,0,0,9,31,0,0,0,31,6,68,105,20609,2445,574,355,23980,1089,190,1279,25257,2085,106,27444
3017,5,0,0,0,5,0,0,7,413,61,3,3,481,13,0,13,500,27,0,525,633,97,8,9,744,10,0,10,756,29,0,786,60,4,9,0,82,0,0,0,82,0,0,80,10,0,0,6,12,0,0,0,12,0,3,13,1112,161,26,20,1323,21,0,21,1345,61,3,1405,20,0,0,0,25,0,0,0,23,13,0,38,24,5,0,0,35,0,0,0,37,9,0,42,44,5,0,0,55,0,0,0,59,21,0,73,1160,172,26,23,1379,20,0,26,1399,78,3,1484,474,94,6,10,586,27,4,26,612,173,0,784,3,4,0,0,6,0,0,0,6,0,13,17,1637,266,32,32,1969,50,5,50,2025,247,14,2284
3018,14,0,0,0,14,3,0,16,584,63,13,10,674,12,0,15,683,34,0,722,803,102,35,3,943,4,3,9,949,52,0,1002,64,8,17,0,93,3,0,3,96,0,0,96,10,0,0,6,22,3,0,3,20,0,0,26,1473,170,69,22,1730,23,4,32,1757,87,0,1842,20,0,3,0,22,12,0,12,34,0,0,34,42,3,3,0,50,3,8,12,56,0,0,56,60,3,9,0,70,15,8,24,95,0,0,95,1533,175,75,20,1797,44,9,50,1850,87,0,1936,380,40,19,3,443,32,0,29,475,49,0,521,3,0,0,0,3,0,0,0,3,0,3,3,1912,212,89,24,2240,75,12,86,2330,137,3,2462
4000,249,4,4,9,251,29,3,288,7115,851,101,54,8118,100,25,128,8246,484,11,8741,14699,1946,269,121,17044,164,33,194,17239,627,31,17891,1100,118,270,15,1507,10,4,11,1523,61,0,1587,155,16,15,186,372,6,0,11,380,36,6,424,23066,2938,656,384,27049,281,66,345,27396,1204,50,28646,173,45,8,8,232,124,8,126,365,72,0,439,422,43,13,4,485,41,27,67,552,40,3,597,596,82,23,15,713,166,32,197,916,118,3,1037,23664,3029,676,393,27765,450,95,544,28310,1320,54,29683,6580,1041,256,166,8046,269,76,346,8388,1578,24,9993,67,16,3,11,88,0,0,0,88,3,151,243,30315,4080,936,571,35903,715,170,889,36785,2900,231,39922
4001,5511,185,50,232,5745,1002,12,6764,38620,5656,532,273,45080,1229,276,1506,46587,3034,23,49644,69536,9705,943,489,80675,1368,304,1675,82346,2946,70,85365,6159,889,1001,74,8117,108,20,132,8252,267,14,8533,672,151,24,652,1497,38,16,49,1548,106,40,1699,114980,16402,2502,1495,135377,2745,620,3363,138733,6361,139,145237,1604,387,62,31,2088,609,56,665,2754,256,8,3014,2969,595,55,58,3677,370,104,476,4147,261,9,4414,4575,984,113,93,5762,976,164,1140,6899,511,15,7432,119557,17384,2615,1585,141136,3722,783,4501,145638,6877,161,152671,32963,6538,857,866,41219,2342,539,2881,44100,10259,117,54473,220,56,3,115,397,14,3,16,413,31,392,834,152735,23978,3468,2567,182750,6075,1321,7395,190144,17162,669,207970
4002,20,0,0,0,21,4,0,23,874,76,13,10,972,20,0,21,990,27,0,1020,1700,173,28,13,1915,14,3,19,1940,67,3,2006,132,13,12,0,160,5,0,5,166,4,0,169,16,3,0,14,32,0,0,0,32,0,0,32,2727,260,55,38,3078,41,7,51,3131,96,3,3229,36,4,0,0,38,5,0,5,44,5,0,55,47,10,0,0,56,0,0,0,60,0,0,60,81,15,0,0,98,9,0,9,106,5,0,112,2808,274,52,41,3179,51,7,56,3239,102,4,3340,768,136,29,24,956,59,6,65,1019,207,3,1229,7,7,0,5,24,0,0,0,24,0,3,30,3584,422,77,70,4154,109,10,121,4281,316,11,4603
4003,30,0,0,0,30,3,0,34,471,48,7,11,537,18,0,19,554,38,0,592,644,79,17,10,749,15,0,15,770,26,0,800,41,15,9,0,65,0,0,0,65,0,0,66,9,5,3,0,23,0,0,0,23,0,0,22,1171,145,41,15,1373,34,0,38,1412,69,0,1477,21,5,0,5,31,8,0,8,42,4,0,46,32,12,3,0,45,10,0,10,55,3,0,60,58,17,3,5,73,17,0,17,92,8,0,104,1224,162,42,21,1450,55,0,56,1508,80,0,1584,364,103,13,18,499,32,10,40,539,167,0,708,0,6,0,0,8,0,0,0,8,0,13,21,1595,271,59,41,1959,89,9,96,2054,242,12,2309
4004,4,0,0,0,4,0,0,6,288,46,13,7,349,21,3,21,375,24,0,400,521,53,12,3,589,20,0,20,604,33,0,634,42,11,12,3,61,3,0,3,66,0,0,68,3,0,0,11,14,0,0,0,14,0,0,14,852,110,28,24,1019,35,3,40,1061,56,0,1117,12,0,0,0,17,13,0,13,30,0,0,36,16,0,0,0,20,9,3,7,32,4,0,34,31,3,0,3,36,18,3,24,61,9,0,67,887,110,28,34,1054,59,4,65,1117,67,0,1183,235,37,4,6,286,46,0,46,328,88,6,426,0,3,0,0,5,0,0,0,6,0,15,23,1123,147,35,41,1341,105,4,107,1449,155,27,1634
4005,0,0,0,0,0,0,0,0,366,42,3,5,410,8,3,8,421,23,0,446,970,142,24,7,1135,16,0,13,1154,25,0,1175,60,14,16,0,84,0,0,0,84,3,0,92,19,0,0,4,24,6,0,6,29,3,0,30,1412,188,44,21,1661,20,3,30,1690,56,0,1739,12,0,0,0,13,0,0,0,13,7,0,24,8,3,5,0,17,0,3,3,25,4,0,22,22,3,5,0,35,0,3,3,32,6,0,49,1433,195,50,22,1694,20,6,27,1724,61,4,1792,328,68,5,8,416,23,7,29,443,74,3,520,0,0,0,0,4,0,0,0,4,0,3,8,1765,261,52,30,2110,43,12,54,2167,141,10,2319
4006,5,0,0,0,5,0,0,6,260,28,3,0,290,10,0,11,303,17,0,316,556,59,0,9,619,15,4,21,639,24,0,659,67,23,16,0,100,0,0,3,101,6,0,114,8,0,0,12,23,0,0,0,23,0,0,23,889,106,17,18,1030,29,3,31,1064,49,0,1108,15,4,0,0,19,8,0,8,24,4,0,32,32,0,0,0,39,3,0,3,42,3,0,43,50,6,0,0,57,14,0,14,69,10,0,74,939,109,17,18,1084,40,3,45,1131,58,0,1181,278,55,8,10,348,30,19,50,400,154,0,556,3,0,0,0,5,0,0,0,5,0,9,14,1223,163,27,27,1442,70,22,90,1530,207,9,1749
4007,11,0,0,0,18,5,0,17,347,94,3,3,447,16,3,15,464,41,0,501,811,202,21,4,1037,27,0,29,1063,65,3,1138,65,13,18,4,94,3,0,5,99,5,0,103,15,0,0,11,24,0,0,0,24,4,0,27,1230,311,41,21,1602,44,9,49,1652,115,3,1771,7,3,0,0,14,5,0,5,14,6,0,17,22,4,0,3,32,9,3,7,36,9,0,46,31,6,0,3,39,13,3,16,56,13,0,67,1264,323,41,25,1646,51,7,63,1704,123,3,1833,322,153,29,14,512,20,0,21,533,159,0,692,8,0,0,0,8,0,0,0,8,0,8,17,1591,474,69,36,2168,73,9,81,2244,280,16,2537
4008,18,0,0,0,15,0,0,19,563,34,5,5,612,25,0,27,639,45,0,683,893,126,34,19,1072,28,6,30,1103,49,0,1146,94,13,8,0,112,5,0,5,124,6,0,134,8,3,0,9,18,3,0,3,24,0,0,24,1560,171,46,37,1817,56,11,68,1884,101,0,1983,26,4,4,3,40,5,0,5,41,3,0,50,51,0,0,10,60,12,5,14,80,0,0,77,80,4,4,13,100,21,5,22,124,6,0,124,1638,180,48,42,1913,79,15,91,2006,102,0,2109,547,67,11,19,644,79,5,85,727,140,0,868,0,0,0,0,0,0,0,0,0,0,6,9,2181,253,61,66,2559,155,16,175,2734,243,6,2985
5000,161,5,0,7,163,10,0,174,6868,806,140,48,7859,158,25,182,8043,491,19,8550,12257,1772,380,142,14558,230,33,261,14816,523,19,15361,802,121,228,5,1158,20,3,21,1179,41,0,1220,177,23,5,226,429,3,0,3,431,19,3,457,20103,2722,753,423,24003,409,58,466,24470,1075,44,25593,237,38,13,7,297,187,6,195,490,81,5,579,441,64,18,13,531,96,39,135,664,59,3,730,677,94,35,16,827,284,49,332,1157,143,11,1311,20779,2818,786,447,24828,699,105,803,25634,1220,53,26900,8099,1018,583,272,9969,749,97,839,10814,2134,56,13002,79,19,7,16,121,8,0,8,127,17,237,377,28962,3851,1368,736,34921,1450,200,1650,36568,3370,341,40282
5001,10,0,0,0,16,0,0,17,783,130,13,9,938,29,12,35,979,64,0,1040,1795,282,39,17,2129,34,9,39,2166,81,0,2249,107,23,27,3,154,0,0,0,154,0,0,158,13,8,0,17,40,3,0,3,46,0,0,48,2694,446,85,46,3271,57,17,77,3346,142,0,3488,15,3,0,0,21,6,0,6,24,0,0,24,29,0,3,3,37,12,0,12,55,3,0,55,51,3,3,3,57,21,0,21,79,3,0,79,2748,448,87,53,3328,76,17,94,3423,152,0,3569,933,222,56,28,1241,33,14,48,1288,156,0,1447,4,0,0,0,3,0,0,0,3,0,7,6,3683,675,136,82,4575,110,32,140,4715,302,4,5025
5002,5,0,0,0,5,0,0,5,558,98,17,0,671,8,6,18,688,38,0,722,636,89,25,4,754,9,0,15,767,39,0,802,77,8,27,4,107,0,0,0,107,7,0,115,17,4,0,6,32,3,0,3,35,0,3,33,1282,191,74,20,1564,23,11,32,1596,78,3,1678,3,0,0,0,3,7,0,7,16,3,0,23,11,3,0,0,9,0,0,0,9,4,0,13,11,3,0,0,13,7,0,7,26,7,0,35,1294,194,74,20,1576,34,11,45,1618,84,9,1714,278,37,10,5,334,17,0,17,349,49,6,396,14,0,0,0,14,0,0,0,14,0,3,16,1587,230,80,24,1926,46,11,55,1980,133,17,2130
5003,58,0,0,0,63,6,0,67,1822,184,56,18,2077,67,18,85,2164,139,3,2302,4169,406,138,52,4770,121,9,124,4890,132,3,5030,255,21,63,0,342,9,0,9,351,10,0,356,49,3,0,41,93,0,0,0,95,6,9,103,6297,612,253,117,7278,200,25,220,7501,287,10,7793,82,10,6,9,104,44,0,48,150,18,0,174,305,15,11,5,336,32,3,34,374,13,0,391,386,26,15,16,447,78,4,83,523,33,0,558,6683,639,270,134,7721,276,30,305,8021,316,14,8355,2583,250,135,59,3028,138,3,147,3175,266,3,3449,11,0,0,12,19,0,0,0,19,0,14,34,9272,892,405,199,10771,412,35,446,11220,587,30,11839
5004,17,0,0,0,17,4,0,21,913,134,18,7,1071,27,13,38,1112,44,0,1152,2172,347,101,34,2647,47,5,48,2700,64,7,2769,112,14,29,3,160,0,0,0,160,0,0,160,18,0,3,13,32,0,0,0,32,0,0,33,3208,502,147,53,3911,74,12,84,3997,110,9,4119,27,3,0,0,31,8,0,8,46,10,0,55,74,20,0,0,89,10,0,10,97,20,0,120,105,21,3,0,127,17,0,20,144,28,0,176,3312,521,156,53,4042,89,15,106,4143,140,9,4293,1050,196,69,29,1338,46,10,56,1389,130,0,1524,9,0,0,3,13,0,3,3,17,0,9,28,4375,718,222,83,5390,134,32,164,5555,269,15,5844
5005,3,0,0,0,3,0,0,3,298,30,10,3,348,3,3,9,352,3,0,360,692,57,18,16,776,9,0,9,782,16,0,802,38,0,12,3,57,3,0,3,58,0,0,58,10,3,0,12,26,0,0,0,26,0,0,26,1036,85,44,33,1200,15,3,22,1221,19,0,1236,0,0,0,0,4,6,0,6,12,0,0,12,23,0,0,3,26,6,0,6,31,0,0,31,21,3,0,3,30,16,0,16,41,0,0,41,1064,93,46,29,1226,30,3,33,1263,19,0,1280,389,35,23,5,450,10,4,19,467,42,0,507,4,0,0,0,4,0,0,0,4,0,13,19,1454,123,64,40,1685,43,13,50,1738,58,13,1808
5006,10,0,0,0,12,3,0,16,1011,132,27,17,1187,40,0,41,1228,82,0,1308,1821,218,64,19,2114,50,8,55,2167,61,3,2234,162,13,31,0,202,8,0,8,210,3,0,211,18,3,0,23,38,0,0,0,41,8,0,49,3008,363,120,50,3544,94,11,105,3652,148,3,3800,43,6,4,0,55,11,0,11,67,8,0,80,74,0,3,5,84,13,0,10,99,10,0,112,120,6,8,10,139,18,0,24,169,21,0,184,3129,371,120,64,3688,113,11,132,3817,171,3,3990,1005,114,46,31,1192,93,22,115,1311,197,11,1521,14,0,0,0,18,0,3,3,24,0,10,32,4150,488,173,93,4899,208,39,249,5151,370,18,5538
5007,9,0,0,0,9,0,0,9,1192,69,19,22,1308,37,4,42,1345,30,4,1377,1722,77,25,25,1851,20,4,22,1875,29,0,1903,149,18,20,3,186,4,0,4,190,0,0,193,23,0,0,42,67,3,0,3,65,0,0,68,3089,161,59,95,3411,58,8,65,3472,62,6,3543,57,6,0,4,67,3,0,3,70,0,0,69,98,7,0,0,109,4,0,4,111,3,0,118,152,13,0,4,179,3,0,6,183,6,0,187,3248,179,59,102,3587,62,10,76,3659,64,6,3726,1390,88,42,33,1549,51,0,51,1598,138,9,1744,0,0,0,3,5,0,0,0,5,0,14,19,4640,264,106,137,5137,109,10,121,5259,205,22,5493
5008,3,0,0,0,3,0,0,3,662,48,14,7,731,28,0,29,760,26,0,785,1022,52,23,4,1095,12,0,12,1112,21,0,1136,79,7,23,0,109,3,0,3,119,3,0,116,20,0,0,11,27,0,0,0,27,0,0,26,1779,115,61,17,1968,49,0,52,2015,49,0,2070,50,3,0,0,49,27,0,27,75,3,0,81,64,10,11,0,77,0,3,3,80,0,0,81,109,15,11,0,131,27,3,24,155,8,0,163,1887,123,65,16,2094,68,3,79,2172,61,0,2232,923,52,47,34,1058,28,4,32,1089,68,0,1154,7,8,0,3,17,0,0,0,17,0,15,31,2820,183,114,56,3169,97,6,103,3276,122,17,3419
