SUA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
1026,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,7,0,5,0,7,0,7,0,0,0,8,12,0,15,0,6,0,6,6,3,5,12,21,0,39,3,7,0,9,3,3,6,22,31,0,48,6,19,0,22,4,3,12,30,43,0,80,9,22,5,35,0,6,6,44,37,0,80,13,14,0,26,0,0,0,31,21,0,48,23,3,0,30,0,0,3,26,19,0,49,20,8,0,25,0,0,0,25,16,0,46,12,8,0,14,0,0,0,22,4,0,22,9,0,0,9,0,0,0,9,8,0,20,10,9,0,14,0,0,0,14,7,0,23,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5,4,0,0,4,0,0,0,4,0,0,3,13,6,0,23,3,0,3,24,16,0,41,0,0
1027,0,0,0,0,0,8,3,10,19,0,29,0,3,0,3,3,0,4,6,3,0,14,0,8,0,6,3,0,6,14,20,0,33,0,22,0,23,0,6,6,34,44,0,74,0,29,7,36,7,9,18,51,62,0,112,7,88,3,104,13,14,33,141,116,0,258,30,106,7,145,3,5,12,154,122,0,278,64,96,3,161,4,6,16,177,105,3,284,86,60,4,149,0,3,3,155,104,0,256,73,38,4,117,3,0,6,123,50,0,167,67,30,0,91,0,0,4,97,19,0,115,59,8,7,77,0,0,0,77,18,0,94,58,13,3,68,0,0,0,68,20,0,93,15,3,0,21,0,0,0,21,6,0,31,9,0,0,8,0,0,0,8,3,0,11,11,0,0,11,0,0,0,11,4,0,16,11,0,0,12,0,0,0,12,4,0,13,61,39,11,107,0,4,3,115,54,3,168,8,3
1028,0,0,0,0,3,0,3,3,7,0,11,0,0,0,0,0,0,0,3,3,0,3,0,6,0,9,3,0,3,7,9,0,18,0,9,0,9,6,3,5,13,19,0,31,0,15,5,18,7,0,6,26,22,0,49,5,28,0,39,3,5,7,48,42,0,89,9,18,6,31,0,4,8,39,35,0,74,30,22,0,48,0,3,3,49,20,0,73,20,24,0,39,3,4,8,50,31,0,83,11,22,0,33,0,0,0,31,11,0,44,14,4,0,21,0,0,0,21,4,0,25,24,6,3,37,0,0,0,37,8,0,41,30,4,3,38,0,0,0,38,5,0,38,12,0,0,11,0,0,0,11,4,0,13,6,0,0,6,0,0,0,6,0,0,6,11,0,0,13,0,0,0,13,0,0,13,4,3,0,4,0,0,0,9,3,0,10,18,16,3,40,7,0,8,39,12,0,59,0,0
1029,0,0,0,0,3,0,3,3,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,10,12,0,26,0,4,0,4,0,5,4,8,17,0,26,0,10,4,16,4,0,5,24,49,0,67,6,36,0,44,8,5,13,54,43,0,94,22,45,3,64,3,4,6,73,70,0,143,13,45,0,56,6,0,6,60,56,0,121,23,30,0,56,3,0,0,57,43,3,104,18,11,0,27,3,0,4,27,24,0,54,24,5,3,31,0,0,0,31,13,0,44,10,3,5,20,0,0,0,20,4,3,26,16,5,6,20,0,0,0,20,3,0,23,7,3,0,7,0,0,0,7,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,3,0,0,0,3,0,0,9,21,26,0,44,0,3,3,53,37,4,86,0,3
1030,82,87,46,215,299,267,565,776,3847,27,4650,50,237,42,326,96,111,210,538,1113,6,1660,101,910,90,1095,339,447,790,1884,2896,21,4797,143,1069,76,1290,249,353,603,1891,3145,19,5054,286,1772,153,2211,354,535,889,3096,5219,28,8344,952,3499,257,4703,413,662,1080,5784,6639,35,12451,2157,3663,264,6087,292,413,706,6797,7276,59,14134,3764,3813,334,7910,296,285,580,8497,6914,64,15472,5792,3760,353,9902,248,279,530,10429,7094,62,17586,5535,2860,322,8723,215,184,401,9123,5162,48,14325,5220,2062,257,7545,124,111,234,7783,3754,37,11572,4699,1498,202,6402,103,83,187,6591,2895,33,9516,8316,2096,355,10768,124,101,232,10998,3800,38,14838,3679,994,162,4834,61,44,101,4934,2080,9,7028,1893,422,102,2415,32,18,47,2467,728,11,3203,2898,502,112,3511,50,25,71,3580,605,10,4193,2524,398,103,3025,37,20,60,3086,1079,15,4172,5182,2617,510,8310,309,226,534,8852,5912,351,15114,394,256
1031,0,0,0,0,3,3,7,7,19,0,19,0,0,0,0,3,3,3,3,11,0,15,0,11,0,11,10,3,11,25,29,0,56,0,15,4,15,9,14,18,41,51,0,92,7,45,0,56,8,12,20,77,91,0,162,17,77,7,104,23,19,38,146,140,0,285,44,67,15,131,5,10,20,146,146,0,294,69,65,5,142,3,4,7,152,118,3,271,84,54,9,153,3,3,3,157,96,0,245,67,37,7,115,4,3,10,118,51,0,172,64,15,0,82,0,3,3,82,24,0,108,63,16,0,75,0,3,3,81,29,0,105,52,18,4,70,0,0,0,70,11,0,86,17,3,0,23,0,0,0,23,10,0,26,6,0,0,8,0,0,0,8,0,0,8,3,3,0,9,0,0,0,9,7,0,17,4,3,0,3,0,0,0,3,14,0,20,71,28,9,106,3,0,6,111,72,4,187,4,8
1032,0,4,0,4,3,0,5,6,8,0,16,0,3,0,4,0,3,5,9,8,0,18,0,8,0,6,10,7,15,24,45,0,70,0,10,0,11,6,0,12,21,49,0,74,0,21,0,22,15,12,23,41,83,0,126,9,52,6,62,3,14,21,82,132,0,214,24,48,3,77,3,6,14,87,124,3,219,44,57,0,102,4,6,9,112,97,0,202,50,31,3,84,3,0,5,86,72,0,155,27,31,0,59,0,3,3,62,37,0,94,26,13,3,39,0,0,0,37,20,0,58,16,16,3,35,0,0,0,35,12,0,44,16,3,3,17,0,0,0,17,9,0,34,10,0,0,10,0,0,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,0,0,0,0,0,3,0,3,23,20,7,52,6,3,12,63,63,3,127,7,4
1033,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,6,0,5,0,9,0,9,0,0,3,16,6,0,21,0,8,0,8,0,0,3,10,16,0,33,0,3,0,5,8,3,8,17,25,0,44,6,31,3,46,3,10,11,50,33,0,86,8,33,3,47,0,0,0,47,41,3,95,26,28,4,57,0,0,0,53,51,0,105,23,23,8,51,3,3,6,54,19,0,76,11,13,0,23,0,0,0,23,15,0,46,10,10,0,16,0,0,0,15,0,0,17,7,3,0,11,0,0,0,11,7,0,16,13,7,0,17,0,0,0,17,10,0,27,5,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,37,0,0,0,37,33,0,66,0,0
1034,0,0,0,0,0,0,3,3,18,0,25,0,0,0,0,3,0,6,4,11,0,16,0,3,0,6,10,6,18,26,50,0,72,4,16,5,22,7,4,13,36,61,0,100,6,31,4,35,13,11,20,64,109,0,170,23,71,6,100,15,22,36,131,155,0,286,36,86,4,129,4,10,13,144,124,0,264,98,86,8,191,3,5,9,197,95,0,295,97,56,9,169,3,6,7,175,102,0,279,104,34,8,146,3,3,3,152,62,0,212,93,25,3,120,0,4,4,125,29,3,154,82,22,0,104,0,0,0,104,21,0,122,82,10,5,100,0,0,0,102,24,0,126,33,4,0,38,0,0,0,40,3,0,45,13,3,3,18,0,0,0,18,0,0,20,15,0,0,10,0,0,0,15,3,0,20,12,0,0,13,0,0,0,13,8,0,16,82,33,4,121,0,4,4,120,67,13,193,5,5
1035,5,3,3,20,8,13,22,45,133,0,176,7,14,3,20,12,6,20,43,63,0,107,9,53,8,64,38,25,65,130,214,0,348,5,75,11,91,31,37,70,162,282,0,439,23,155,15,196,42,49,91,288,517,7,814,70,412,20,504,69,82,155,659,674,8,1338,184,455,36,670,18,37,60,727,749,11,1486,290,451,34,774,25,24,50,829,642,3,1477,437,373,23,839,31,17,41,884,596,7,1487,416,227,26,671,19,12,26,698,379,5,1081,409,147,19,574,15,3,19,589,228,0,823,356,123,13,486,7,6,10,500,149,3,650,518,150,26,691,0,0,4,699,193,0,886,203,51,12,268,3,0,3,272,92,0,362,96,26,0,126,0,0,0,126,24,0,147,59,11,9,79,4,0,4,82,23,0,107,85,14,0,99,3,0,3,101,39,0,136,385,239,34,657,31,25,62,717,476,28,1219,27,26
2000,19,9,12,38,25,17,37,72,226,3,300,20,58,3,78,18,8,28,110,114,0,222,34,173,23,223,67,51,117,341,396,11,747,40,258,35,335,66,70,133,468,629,7,1099,83,529,37,656,88,114,201,853,1005,21,1875,236,1039,65,1339,107,139,251,1591,1348,16,2948,405,980,74,1453,63,60,128,1586,1390,20,2993,616,825,83,1528,34,35,68,1602,1246,24,2869,780,649,89,1522,26,37,56,1579,980,17,2569,692,405,48,1149,26,14,41,1190,565,12,1770,500,259,37,798,12,3,14,814,305,3,1114,426,130,31,582,5,3,15,598,193,6,798,502,146,31,677,4,5,12,685,198,8,885,196,41,14,253,0,0,5,253,85,3,345,77,12,6,90,0,0,0,90,26,0,112,76,31,4,113,3,0,7,114,50,0,167,76,24,8,105,0,0,3,105,64,3,178,756,651,78,1484,65,33,100,1581,894,54,2530,47,58
2001,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,9,0,9,0,3,0,4,3,0,3,11,10,0,23,3,4,0,8,0,0,0,6,21,0,32,4,12,3,13,0,4,6,23,44,0,62,3,30,0,37,3,5,10,49,41,0,91,13,34,3,50,3,3,10,60,59,0,120,23,39,4,63,3,7,5,69,38,0,113,34,22,3,57,0,0,3,59,36,0,98,42,20,3,64,0,0,3,69,13,0,84,25,15,0,46,0,0,0,43,17,0,59,27,7,0,40,0,0,0,39,10,0,50,30,12,3,46,0,0,0,46,11,0,61,16,0,0,16,0,0,0,14,3,0,21,4,0,0,4,0,0,0,4,4,0,4,0,0,0,4,0,0,0,4,0,3,3,6,0,0,6,0,0,0,6,3,0,3,29,16,4,43,0,0,0,49,22,0,76,3,0
2002,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,5,0,6,0,4,0,4,0,3,3,5,14,0,19,0,9,0,6,0,3,7,14,19,0,36,0,16,0,15,7,0,12,25,31,0,55,6,28,7,36,3,8,11,51,36,0,83,16,34,3,46,0,3,3,51,51,0,104,27,20,3,55,0,3,3,58,31,0,85,15,15,4,41,0,0,0,37,23,0,66,12,11,5,29,0,0,0,29,14,0,42,18,8,0,26,0,0,0,26,4,0,31,15,5,0,20,0,0,0,20,4,0,24,10,3,0,16,0,0,0,16,9,0,22,5,0,0,9,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,6,15,21,0,40,0,0,0,45,25,0,70,0,0
2003,4,0,0,9,5,3,8,17,42,0,58,0,6,0,6,0,0,3,6,16,0,17,4,16,5,26,11,13,24,50,63,0,120,0,38,4,43,16,16,31,67,119,0,192,11,81,11,99,20,43,67,168,221,0,387,27,190,16,236,27,48,79,311,283,3,597,80,184,15,278,11,23,35,315,318,3,638,131,177,9,316,9,15,26,338,235,0,577,152,150,11,315,7,12,20,343,163,0,504,165,97,9,267,7,0,6,269,90,0,367,129,50,8,185,0,3,3,194,65,0,252,110,27,7,144,0,0,0,146,29,0,178,109,35,12,155,0,0,0,156,32,0,191,44,9,0,53,0,0,0,56,9,0,65,16,6,0,19,0,0,0,19,0,0,24,21,3,0,22,0,0,3,29,6,0,38,16,3,0,22,0,0,0,26,5,0,30,137,102,9,247,17,15,34,282,130,16,425,11,14
2004,0,0,3,3,4,3,7,11,43,0,49,0,8,0,8,4,5,7,17,21,0,37,3,22,0,23,10,13,26,52,78,0,128,3,35,6,44,19,15,33,78,117,0,193,12,76,14,98,16,11,29,125,171,0,294,36,197,26,252,18,38,60,317,268,0,583,65,209,18,291,12,12,31,326,304,0,633,132,197,13,334,9,11,20,355,243,3,602,170,151,8,331,7,8,17,355,179,3,532,148,89,13,256,0,3,3,258,112,3,377,143,44,9,198,5,0,5,204,57,0,262,94,32,4,132,0,0,0,131,27,0,158,115,38,5,160,4,0,4,160,37,0,196,38,13,3,52,0,0,0,57,13,0,63,9,3,0,10,0,0,0,13,3,0,13,15,0,0,15,0,0,0,15,11,0,27,11,0,0,16,0,4,4,21,7,0,25,140,100,17,261,6,13,19,281,142,8,427,13,13
2005,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,0,7,3,5,3,0,3,6,10,0,19,0,7,0,7,0,3,4,14,22,0,32,0,17,0,14,3,0,3,21,19,0,37,3,28,0,40,3,3,10,46,45,0,90,4,21,3,28,0,0,3,31,34,0,61,9,23,4,37,0,0,3,42,22,0,63,14,20,0,33,0,0,0,35,15,0,44,12,18,0,33,0,0,0,33,18,0,45,9,3,0,12,0,0,0,12,9,0,20,12,7,0,15,0,0,0,15,5,0,20,11,7,0,20,0,0,0,20,6,0,25,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,18,8,0,31,0,0,0,27,20,0,52,0,0
2006,0,0,0,0,0,3,3,3,3,0,8,0,0,0,0,0,0,0,3,0,0,4,0,5,0,6,0,3,0,13,12,0,23,0,12,0,12,5,0,5,10,18,0,30,0,13,0,16,3,0,7,18,29,0,53,7,32,4,44,0,4,8,50,45,0,99,12,40,3,52,0,3,4,55,40,0,92,34,31,3,65,0,0,0,67,32,0,96,36,31,6,64,3,3,3,68,34,0,104,26,12,4,40,0,0,0,43,15,0,58,24,13,0,40,0,0,0,40,5,0,42,18,6,0,23,0,0,0,23,5,0,29,17,4,0,23,0,0,0,23,3,0,27,11,0,0,11,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,6,0,0,0,6,0,0,6,22,20,3,49,4,0,4,51,30,0,82,0,0
2007,9,4,3,16,13,3,17,30,118,0,152,0,24,3,29,11,12,19,51,47,0,95,4,63,9,71,19,26,48,116,172,0,294,14,85,12,104,25,26,49,150,213,0,367,30,194,15,240,47,36,85,319,387,0,706,70,422,38,533,54,65,121,652,544,3,1205,156,391,23,569,31,32,67,636,566,4,1203,242,391,35,666,20,27,47,711,514,3,1228,378,390,35,796,20,19,42,839,430,8,1272,362,218,28,611,16,9,25,636,244,5,886,319,138,16,478,6,3,7,484,147,6,636,270,80,14,363,7,6,6,374,90,3,465,369,87,19,482,5,6,9,487,112,3,599,121,28,3,152,0,0,0,155,36,0,190,49,14,0,59,0,0,0,59,17,0,76,64,16,0,79,0,0,0,78,19,0,99,51,9,3,62,3,0,4,68,16,0,89,297,250,28,583,19,17,40,622,335,14,968,25,22
2008,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,3,4,0,4,0,4,0,4,0,0,0,8,8,0,13,0,4,0,4,0,0,0,3,13,0,15,3,8,0,16,0,0,0,16,10,0,22,4,17,0,15,0,0,0,18,20,0,34,6,30,0,42,0,0,3,44,9,0,51,11,28,6,42,3,0,3,44,19,0,60,23,29,0,48,0,0,0,53,16,0,68,14,13,0,26,3,0,3,23,13,0,37,22,11,0,30,0,0,0,30,7,0,43,15,14,0,30,0,0,0,30,3,0,36,35,8,3,42,0,0,0,48,5,0,54,14,0,0,11,0,0,0,11,4,0,19,12,0,0,9,0,0,0,9,0,0,15,3,0,0,4,0,0,0,4,0,0,4,7,0,3,5,0,0,0,5,0,0,10,23,13,3,44,0,0,3,46,18,0,66,5,0
2009,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,3,7,4,0,10,0,4,0,5,3,6,9,18,18,0,37,0,15,0,17,3,3,8,23,41,0,56,3,31,3,38,4,4,9,48,47,0,95,13,30,0,52,0,3,4,49,45,0,99,21,32,3,55,0,3,3,55,34,0,91,31,16,0,53,0,0,0,48,33,0,82,14,16,3,35,0,0,0,35,14,0,55,19,3,0,23,0,0,0,23,15,0,38,14,0,3,16,0,0,0,16,4,0,17,15,4,0,15,0,0,0,15,3,0,18,7,0,0,7,0,0,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,7,0,5,20,14,3,31,0,0,0,31,18,0,50,4,0
2010,131,148,55,328,318,309,629,959,3852,23,4836,86,302,39,426,144,146,283,710,1140,12,1859,151,942,88,1185,419,462,883,2062,2962,31,5054,223,1228,96,1544,299,378,675,2219,3221,16,5454,335,2038,185,2557,430,506,937,3493,4981,40,8514,1054,4388,350,5796,450,722,1172,6962,6702,36,13708,2184,4562,355,7105,327,404,732,7839,7025,60,14924,3998,4836,371,9207,290,293,580,9789,7043,58,16886,5742,4505,389,10641,277,239,514,11148,7017,63,18229,5574,3137,328,9042,227,169,392,9432,4582,53,14072,5187,2114,257,7562,129,95,224,7784,3270,27,11084,4274,1492,212,5972,86,72,158,6133,2387,22,8544,6943,1910,310,9168,132,67,195,9366,2857,20,12240,2833,749,135,3715,41,27,73,3793,1352,12,5156,1394,331,65,1781,23,8,32,1821,430,7,2252,1825,347,73,2244,40,15,59,2301,350,3,2655,1538,327,66,1930,24,7,29,1965,623,7,2591,5447,3205,542,9193,358,274,625,9822,5814,407,16042,443,348
2011,3,6,0,8,10,3,12,19,67,0,87,0,3,0,3,0,0,0,3,25,0,32,0,14,0,15,12,10,23,37,68,0,107,5,24,0,31,11,9,19,53,104,0,161,0,44,3,47,17,12,33,76,156,0,238,17,95,11,121,21,37,53,174,249,0,420,45,86,12,139,12,19,36,175,212,0,387,96,102,14,216,7,5,13,228,169,0,398,121,80,11,212,7,11,16,231,132,4,365,102,53,9,163,7,0,10,173,97,0,271,71,21,4,95,4,3,9,103,62,0,165,77,21,0,100,5,5,11,103,31,0,140,103,28,0,139,0,0,0,136,36,0,175,44,7,0,52,0,0,0,54,14,0,70,17,5,0,21,0,0,0,25,6,0,29,13,0,0,12,0,0,0,19,3,0,22,10,0,0,6,0,0,0,7,7,0,16,85,41,11,139,6,11,20,160,115,4,274,4,6
2012,0,0,0,0,0,3,4,4,19,0,23,0,7,3,11,3,4,3,16,7,0,23,0,10,0,10,12,7,15,27,52,0,80,0,27,0,27,10,4,13,43,76,0,125,0,45,3,47,11,12,23,69,129,3,207,15,94,4,112,7,16,21,132,149,0,287,53,85,4,139,4,10,17,157,145,0,308,95,88,13,188,4,3,9,194,109,3,310,81,45,11,132,6,3,12,147,77,3,227,69,34,3,108,0,0,3,109,44,0,159,56,16,9,79,0,0,0,80,30,0,109,40,15,0,53,0,0,0,55,15,0,67,42,18,0,63,0,0,0,63,11,0,72,18,0,0,18,0,0,0,18,7,0,24,7,0,0,3,0,0,0,3,0,0,3,4,0,0,4,0,0,0,8,3,0,8,5,3,0,14,0,0,0,14,3,0,16,75,39,4,125,6,3,13,130,72,9,214,3,7
2013,0,0,0,0,0,0,0,3,5,0,10,0,0,0,0,3,0,3,3,6,0,11,0,3,0,4,5,3,10,12,20,0,37,0,14,0,14,7,0,11,21,45,0,62,0,13,0,13,3,7,10,30,50,0,76,3,44,0,49,9,9,22,70,69,0,143,9,39,6,52,6,11,12,69,77,0,149,16,41,3,57,3,0,3,65,49,0,116,24,14,4,38,0,0,0,38,41,0,83,20,9,0,38,0,0,0,39,19,0,55,17,14,3,27,0,0,0,27,10,0,35,6,10,3,15,0,0,0,15,7,0,20,22,0,3,25,0,0,0,25,6,0,32,13,0,0,15,0,0,0,15,3,0,18,3,0,0,4,0,0,0,4,0,0,10,5,0,0,6,0,0,0,6,4,0,7,3,0,0,3,0,0,0,0,0,0,5,33,21,3,59,6,0,6,62,33,3,101,0,4
2014,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,0,3,8,11,0,16,0,8,0,11,0,0,3,16,12,0,23,0,6,0,9,0,3,3,14,23,0,38,3,17,4,24,0,8,8,29,31,0,64,9,19,0,26,0,0,4,34,33,0,63,13,19,0,32,0,3,3,38,29,0,67,15,17,0,33,0,0,0,35,20,0,53,19,8,0,30,0,0,0,30,11,0,40,7,0,0,9,0,0,0,10,0,0,17,13,3,0,10,0,0,0,10,8,0,20,16,5,0,14,0,0,0,14,4,0,19,5,0,0,5,0,0,0,5,0,0,8,3,0,0,4,0,0,0,4,0,0,4,4,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,3,21,11,0,31,0,0,0,31,20,0,54,3,0
2015,0,0,0,0,0,0,0,0,8,0,12,0,3,0,3,0,0,0,3,3,0,4,0,3,0,9,4,0,5,9,6,0,14,0,3,0,4,0,6,5,10,22,0,34,3,13,0,22,3,5,3,27,25,0,56,4,20,0,31,3,3,12,41,30,0,70,10,24,0,40,0,4,4,41,38,0,82,19,29,0,42,0,0,0,42,38,4,81,25,15,0,40,0,0,4,45,26,0,69,24,10,0,32,0,0,0,31,11,0,46,11,10,3,26,0,0,0,26,5,0,32,17,7,0,24,0,0,0,24,8,0,35,18,3,0,21,0,3,3,19,3,0,20,4,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,9,6,0,0,6,0,0,0,6,0,0,6,11,20,4,37,0,0,0,39,21,0,56,3,8
