SUA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
6002,0,0,0,0,0,4,3,3,9,0,16,0,0,0,0,0,0,0,3,8,0,10,0,5,0,5,4,4,7,14,30,0,48,0,14,4,17,3,7,10,32,42,0,75,3,29,3,37,8,18,24,63,78,0,138,12,70,3,84,5,11,12,99,130,0,234,33,68,10,107,3,9,5,117,118,0,235,41,52,8,95,10,0,9,102,92,0,193,47,45,5,102,3,0,3,101,67,0,174,34,28,3,61,0,0,3,66,37,0,101,40,18,0,59,0,0,0,57,14,0,72,31,6,0,37,0,0,0,36,7,0,47,32,10,3,41,0,0,0,43,6,0,47,12,0,0,13,0,0,0,13,3,0,17,3,0,0,3,0,0,0,3,0,0,4,3,0,0,4,0,0,0,6,5,0,10,3,0,0,5,0,0,0,5,3,0,8,42,34,7,80,3,4,4,86,45,0,134,7,5
6003,7,3,3,11,7,7,10,26,73,0,98,0,11,0,11,5,0,6,20,24,0,44,0,44,4,53,34,25,57,109,142,0,255,3,79,9,95,30,30,55,149,263,0,412,18,152,15,184,29,43,75,262,385,3,645,68,377,21,466,43,59,100,568,588,0,1154,145,377,36,558,23,29,49,609,523,5,1139,269,387,27,676,8,20,32,707,465,0,1174,378,350,39,765,10,11,22,784,394,4,1178,366,218,17,608,0,3,7,609,222,3,833,334,141,21,488,4,3,3,494,136,0,631,249,51,13,319,0,0,0,320,76,3,392,368,92,16,476,0,4,3,481,76,3,560,107,20,8,133,0,0,0,133,37,0,172,40,11,3,54,0,0,0,54,13,0,70,41,11,5,51,0,0,0,58,19,0,81,35,6,0,46,0,0,0,46,14,0,58,333,232,33,595,22,15,32,628,262,19,908,16,22
6004,3,0,3,3,0,4,4,6,34,0,40,0,0,4,3,3,3,6,13,15,0,24,0,19,7,28,18,8,23,52,84,0,135,4,42,3,51,13,22,33,77,122,0,200,0,76,5,84,17,19,37,113,150,0,269,26,186,13,224,20,29,50,274,264,0,538,69,159,16,241,12,19,32,269,256,0,528,107,152,14,265,14,5,14,282,177,0,463,138,133,19,293,8,0,8,303,147,0,448,139,66,14,220,4,0,10,228,79,0,311,114,42,5,165,0,0,0,165,40,0,205,84,27,9,120,0,0,0,121,25,3,147,120,40,4,163,0,0,0,163,24,0,191,38,5,0,45,0,0,0,45,14,0,57,19,0,0,19,0,0,0,19,3,0,18,16,0,0,14,0,0,0,14,7,0,22,12,3,0,13,3,0,3,14,6,0,23,114,82,7,206,12,5,15,218,103,9,327,9,9
6005,0,0,0,0,0,0,4,4,3,0,6,0,0,0,0,0,0,4,4,0,0,4,0,7,0,6,3,0,3,7,9,0,14,0,12,0,12,0,5,5,17,18,0,33,0,14,0,21,3,3,11,27,23,0,55,3,26,0,33,4,3,3,33,38,0,70,16,32,0,51,3,0,3,53,41,0,92,20,20,3,45,0,0,0,49,44,3,96,27,20,0,47,0,3,3,57,33,3,86,18,17,0,33,0,0,0,33,18,0,55,23,3,0,25,0,0,0,25,9,0,33,12,3,0,12,0,0,0,15,4,0,23,5,5,0,15,0,0,0,15,3,0,19,6,0,0,7,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,6,36,3,0,4,41,24,0,69,0,0
7000,0,0,0,3,5,3,11,12,33,0,46,5,6,8,17,18,7,20,43,90,3,135,20,40,4,67,55,21,71,135,373,4,520,10,11,7,26,16,7,24,48,120,0,173,17,26,7,51,29,5,38,87,185,0,271,45,39,10,94,21,12,32,127,118,8,245,34,43,10,81,12,6,15,100,141,6,245,70,32,6,112,12,11,22,135,110,0,249,93,38,7,135,6,3,6,143,94,0,242,92,22,3,122,4,0,5,130,72,0,201,68,19,3,89,0,0,4,92,34,0,127,52,8,10,72,0,0,6,72,24,0,97,79,11,4,94,3,0,3,103,18,3,119,30,4,0,36,0,0,0,36,5,0,47,22,5,4,26,0,0,0,26,0,0,33,12,0,3,13,0,0,0,13,0,0,12,10,0,3,15,0,0,0,20,4,0,20,83,41,13,133,25,16,39,171,164,11,344,23,16
7001,0,0,0,0,0,0,0,0,14,0,18,0,3,0,3,0,0,0,3,4,0,11,0,5,0,5,0,0,0,11,14,0,27,0,8,0,8,0,3,3,8,18,0,25,0,7,0,7,0,3,3,9,34,0,47,3,15,5,19,4,0,6,28,30,0,56,23,21,0,39,0,0,0,41,33,0,73,30,25,3,58,0,0,3,57,18,0,75,60,15,4,87,4,0,4,87,12,0,97,52,13,0,59,0,0,0,65,13,0,76,54,7,4,66,0,0,0,62,9,0,76,40,7,3,48,0,0,0,48,9,0,56,65,9,3,76,3,0,3,85,9,0,90,22,3,0,31,0,0,0,31,4,0,30,14,0,0,12,0,0,0,12,0,0,12,13,3,0,18,0,0,0,18,0,0,22,9,0,0,10,0,0,0,10,3,0,19,32,11,4,50,3,0,4,52,29,0,83,0,4
7002,5,0,0,7,4,4,12,14,56,0,68,0,9,0,12,6,0,6,12,26,0,43,4,14,0,21,8,5,21,34,45,3,83,4,22,0,29,15,10,18,49,92,3,144,6,38,3,54,16,8,21,72,128,0,201,25,74,4,103,13,10,21,123,147,0,273,63,74,9,142,14,8,16,160,127,0,289,127,88,9,221,5,11,13,237,107,0,346,210,70,10,289,7,6,11,303,96,0,398,223,37,18,276,8,3,6,281,58,0,341,200,41,11,244,4,0,5,252,58,3,313,184,29,13,219,6,0,6,225,39,0,265,319,34,19,374,4,4,10,380,60,0,441,129,16,9,158,0,0,0,155,40,0,202,61,10,11,79,0,0,0,79,12,0,90,73,4,5,80,4,0,4,86,8,0,94,64,12,8,83,0,0,0,79,14,0,94,189,63,15,265,9,8,17,281,114,15,407,18,8
8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0
8001,9,4,3,18,9,13,21,35,142,3,177,6,18,0,21,9,3,12,38,68,3,104,4,41,3,53,33,25,56,109,223,0,329,7,79,12,98,34,37,65,163,300,3,467,22,132,8,165,39,40,75,238,407,3,648,74,265,28,367,33,38,75,439,510,3,947,163,344,27,535,17,20,41,578,424,3,1002,301,354,24,683,15,9,28,707,368,6,1084,511,355,40,900,14,23,39,943,440,3,1389,653,274,42,973,18,3,17,991,323,3,1318,782,236,46,1062,9,9,21,1087,240,3,1327,710,177,33,922,11,4,18,936,219,4,1154,1386,237,62,1680,10,8,17,1696,286,4,1984,551,88,26,669,4,3,6,675,186,0,865,283,40,16,339,0,0,0,338,74,0,419,344,38,13,397,7,0,8,398,57,0,456,314,29,14,350,0,0,0,350,67,0,417,721,208,60,987,22,9,31,1024,380,22,1417,31,18
9000,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,3,0,8,0,3,0,3,0,0,0,3,0,0,3,0,3,0,4,0,0,0,4,0,0,10,8,0,3,6,0,0,0,6,3,0,9,7,6,0,14,0,0,0,14,3,0,17,9,0,0,10,0,0,0,10,5,0,16,3,3,0,8,0,0,0,8,0,0,11,5,0,0,5,0,0,0,5,3,0,10,0,0,0,3,0,0,0,3,3,0,7,3,3,0,5,0,0,0,11,0,0,14,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,0,0,0,9,9,0,23,0,0
