SUA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,5,3,24,0,4,5,13,12,15,3,3,0,57,0,0,0,0,0,0,0,3,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,21,12,10,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
2015,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,10,8,42,3,4,9,19,17,16,9,0,0,71,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,5,0,23,13,13,6,0,0,65,0,0,0,3,0,4,0,0,10,19,0,3,0,3,4,3,13,5,0,39,0,0,0,0,3,5,0,0,0,10,0,8,5,6,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,3,0,0,0,17,0,0,4,19,0,0,0,0,0,22,0,0,4,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,3,0,0,24
2016,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,5,0,0,0,4,0,21,26,13,11,74,6,38,27,91,47,29,19,6,3,261,0,0,0,0,0,4,6,3,0,17,0,22,22,33,0,0,0,0,0,91,0,0,0,4,3,0,0,0,0,8,3,13,18,88,42,35,24,7,0,213,0,0,0,3,0,3,0,0,3,12,0,0,0,0,11,15,13,3,3,40,0,0,3,7,3,0,0,0,0,9,0,8,6,20,10,3,3,0,0,49,0,0,0,0,0,3,3,3,0,11,6,8,3,29,16,3,3,0,0,67,0,0,27,102,3,3,3,0,0,138,0,0,3,16,14,8,3,0,0,43,0,0,0,0,7,5,9,11,0,29,0,0,7,36,27,18,12,3,0,100,0,11,5,11,3,3,0,0,0,40
2017,0,3,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,12,3,0,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,20,12,8,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
2018,0,0,0,7,0,3,0,0,0,9,0,0,0,8,0,0,0,0,0,8,0,0,3,7,0,0,0,0,0,7,0,0,0,3,5,23,68,33,27,158,3,9,14,67,33,41,19,3,3,196,0,0,0,0,7,12,12,0,0,34,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,9,11,62,35,40,20,3,3,185,0,0,0,0,3,9,0,7,13,29,0,0,3,7,9,28,68,33,14,167,0,0,0,6,0,0,0,0,0,8,0,4,11,17,9,3,5,0,0,57,0,0,0,0,0,0,5,3,0,11,0,5,0,15,8,3,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,9,27,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,0,0,21
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,6,4,7,16,10,6,44,0,0,3,16,11,3,15,5,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,22,4,16,9,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,12,8,0,33,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,3,3,0,0,15,0,0,0,0,0,0,3,0,0,3,0,6,3,3,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,5,4,0,0,20
2020,0,0,0,5,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,36,64,27,11,160,0,8,27,59,41,34,17,11,3,199,0,0,0,3,4,3,6,3,0,19,0,0,0,3,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,10,0,6,3,35,18,12,9,0,0,78,0,0,0,0,0,7,5,0,0,20,0,0,0,8,9,15,35,18,0,91,0,0,0,3,0,0,0,3,0,7,0,9,0,16,6,13,8,3,0,52,0,0,0,0,0,0,3,4,0,11,0,3,0,9,6,0,3,0,0,24,0,0,4,27,0,0,0,0,0,35,0,0,3,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,7,3,0,0,37
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,5,7,21,14,4,53,7,7,17,68,41,35,14,4,0,191,0,0,0,4,0,3,3,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,10,33,17,17,3,0,0,91,0,0,0,3,0,0,0,0,0,4,0,0,3,12,11,19,16,9,4,70,0,0,3,3,0,0,0,0,0,7,0,0,8,14,12,0,5,0,0,31,0,0,0,0,3,0,0,0,0,4,0,4,0,20,5,0,4,3,0,45,0,0,13,47,0,0,0,0,0,65,0,3,5,18,9,3,0,0,0,35,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,7,3,6,0,0,0,23
3000,0,0,0,10,5,12,13,7,0,44,0,0,0,20,6,3,0,0,0,37,0,5,8,51,3,3,0,0,0,73,3,11,28,121,111,225,405,143,38,1101,35,351,496,2270,1925,1913,1156,309,78,8527,0,5,8,34,38,44,51,19,3,201,3,5,0,31,0,8,3,0,0,50,3,64,68,331,299,192,82,28,5,1067,47,261,240,1257,616,590,241,30,9,3289,0,0,4,54,23,39,31,10,12,171,4,16,38,135,171,238,290,116,36,1033,6,8,22,47,40,21,14,0,3,163,6,113,137,497,268,183,125,44,10,1373,0,0,0,3,7,23,25,23,6,85,0,17,4,68,16,27,11,3,3,151,5,9,137,544,10,5,4,3,0,719,10,43,62,322,177,62,10,4,0,688,0,0,0,3,0,3,7,0,0,9,0,0,0,4,7,3,0,3,0,22,9,74,71,243,143,214,162,46,13,972
3001,0,13,35,95,74,84,59,26,14,398,4,55,197,556,162,120,72,23,17,1220,11,48,336,961,49,20,8,3,0,1431,4,56,99,400,336,539,927,471,209,3050,559,4913,6979,18821,9158,6592,3384,1184,409,51993,4,37,37,260,201,179,243,127,39,1129,44,217,173,769,123,79,36,9,3,1445,18,221,446,1555,1098,726,290,177,47,4576,101,666,1274,5255,2658,2143,887,217,55,13253,0,17,38,556,192,347,217,133,155,1665,16,214,242,1035,1065,1112,1067,621,264,5638,42,201,602,884,339,329,155,40,11,2606,72,810,1659,3960,2239,1193,708,281,102,11020,0,3,8,124,157,189,166,92,30,779,29,267,296,1302,601,470,296,129,68,3460,88,208,936,3743,694,814,305,63,10,6861,49,327,493,1963,501,258,101,12,5,3714,0,3,18,93,77,64,49,25,3,341,4,18,37,146,83,32,19,9,4,349,89,513,588,1596,639,466,353,73,30,4350
3002,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,8,15,3,0,0,0,0,27,0,0,0,3,8,19,43,33,3,113,12,43,35,149,128,122,116,36,12,649,0,0,0,6,3,0,8,7,0,27,3,0,0,7,0,0,0,0,0,11,0,0,0,14,22,15,3,0,0,64,4,15,22,115,81,91,44,9,0,376,0,0,0,4,3,0,3,5,0,11,0,7,3,10,12,20,48,34,7,140,0,0,0,3,0,0,0,0,0,12,0,14,17,57,17,20,16,7,6,162,0,0,0,0,0,4,3,0,0,7,3,6,0,18,0,5,3,0,0,30,0,0,30,101,0,0,0,0,0,130,0,5,5,37,10,4,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,3,0,0,0,24,0,10,6,17,9,10,3,4,0,60
3003,0,0,0,8,7,13,8,9,3,48,0,0,4,29,5,4,0,0,0,43,10,59,85,34,3,0,0,0,0,192,0,3,3,58,35,47,47,23,7,229,13,152,183,708,502,432,194,82,18,2288,0,0,4,11,14,15,8,6,0,60,0,4,3,14,6,0,0,0,0,33,14,129,185,474,268,177,65,20,3,1333,4,84,107,476,281,241,79,16,0,1280,0,0,0,34,6,16,16,5,3,82,0,9,9,85,70,69,59,22,7,334,0,5,4,22,21,15,7,0,3,82,3,29,39,122,85,41,25,12,0,350,0,0,0,3,11,12,3,4,3,30,0,9,9,42,15,18,8,4,3,103,0,4,16,159,8,3,0,0,0,188,3,24,46,189,88,24,20,5,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,0,0,21,5,15,35,116,43,49,30,11,0,304
3004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,33,42,101,53,38,9,4,0,275,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,17,0,12,24,51,24,6,0,0,0,122,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,5,21,33,16,9,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,3,8,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,3,0,0,0,18
3005,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,5,0,6,5,8,6,3,3,38,14,80,85,322,175,130,54,6,0,862,0,0,0,0,5,0,4,0,0,10,3,0,0,10,0,0,0,0,0,14,0,3,5,22,13,6,0,0,0,47,15,55,50,192,73,42,20,6,0,455,0,0,0,4,0,3,0,0,0,19,4,3,3,24,16,14,10,7,0,82,0,0,3,3,4,4,0,0,0,12,0,53,39,114,50,14,8,3,0,285,0,0,0,0,3,3,0,0,0,5,0,9,3,19,8,3,0,0,0,39,0,0,0,6,0,0,0,0,0,6,0,7,3,50,7,9,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,32,15,10,4,0,0,62
3006,0,6,14,46,23,46,30,12,8,188,0,0,7,11,11,12,10,6,3,64,0,3,80,180,0,0,0,0,0,270,0,4,21,90,97,159,341,196,93,1009,196,1749,2539,7568,4269,3503,2361,994,367,23553,0,4,11,60,54,58,93,48,12,337,0,19,21,86,17,16,3,0,0,164,3,23,57,191,184,116,44,19,5,632,31,119,264,1248,693,569,233,53,14,3223,0,9,15,177,60,129,102,54,55,608,0,63,70,275,278,344,451,267,133,1876,6,27,83,147,93,101,45,15,5,522,21,225,485,1226,700,476,285,125,41,3587,0,0,3,37,69,73,73,52,17,326,0,23,27,115,45,55,47,12,7,328,14,23,123,494,110,99,58,9,5,926,18,61,108,689,202,110,21,8,3,1221,0,0,3,28,34,22,13,12,3,113,3,0,7,39,54,19,38,11,0,164,46,153,181,452,201,187,128,31,19,1384
3007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,7,0,38,0,13,17,52,38,49,39,12,3,224,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,5,0,0,0,25,0,5,6,30,29,30,13,5,0,112,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,3,14,3,6,37,0,0,0,0,3,0,0,0,0,8,0,3,8,6,5,4,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,11,0,0,0,4,0,0,0,0,0,4,0,0,4,7,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,0,0,4,0,0,29
3008,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,3,0,0,13,0,0,0,22,0,0,0,0,0,23,0,0,0,3,12,23,51,37,9,131,3,32,70,181,178,212,203,95,20,998,0,0,0,0,0,6,13,7,0,27,0,3,0,8,0,0,0,0,0,19,0,0,7,13,11,15,4,0,0,46,0,12,10,74,54,69,30,8,0,262,0,0,0,0,3,6,0,3,3,17,0,0,0,13,23,27,58,46,13,174,0,0,0,6,4,9,5,0,0,22,0,13,13,48,27,23,18,10,3,152,0,0,0,0,4,0,3,3,0,10,0,3,3,15,3,3,8,3,0,37,0,0,0,8,0,0,0,0,0,9,0,3,6,22,21,6,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,3,11,13,10,15,0,3,63
3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,6,3,0,9,0,0,5,20,12,14,12,3,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,11,30,13,13,9,0,0,92,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,3,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6
3010,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,8,0,0,7,23,3,0,0,0,0,27,0,0,0,6,9,12,21,18,3,73,5,78,100,363,212,171,78,19,7,1039,0,0,0,10,3,3,7,0,0,20,3,0,3,17,0,4,0,0,0,25,0,7,5,31,25,6,0,3,0,88,15,102,121,353,139,79,20,4,0,843,0,0,0,10,3,8,3,0,0,22,0,3,3,20,31,22,28,8,4,120,0,0,0,3,3,0,0,0,0,12,0,57,77,150,109,33,10,5,0,453,0,0,0,0,4,3,3,0,0,14,0,3,6,20,8,3,0,0,0,47,0,0,0,20,0,0,0,0,0,17,3,10,5,59,27,3,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,32,15,8,10,5,0,95
3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,4,33,0,5,19,44,50,55,45,14,6,240,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,19,3,12,4,43,26,34,19,5,0,149,0,0,0,4,0,3,0,0,0,5,0,0,0,5,9,15,10,9,0,56,0,0,0,0,0,4,0,0,0,8,0,0,3,3,8,4,0,0,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,3,0,0,29
3012,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,5,6,58,57,157,76,42,10,5,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,5,3,24,4,4,0,0,0,38,5,25,22,107,62,51,16,0,0,290,0,0,0,3,0,3,3,0,0,8,0,0,0,0,3,3,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,18,12,40,7,0,0,0,0,80,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,0,0,0,21,0,0,0,4,0,0,0,0,0,4,0,4,0,12,5,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,0,4,0,0,0,18
3013,0,0,0,0,0,0,0,0,0,3,0,0,3,6,7,3,0,0,0,22,0,9,8,40,3,0,0,0,0,54,0,0,3,3,4,4,17,10,7,43,3,36,52,157,124,100,33,13,3,532,0,0,0,0,0,0,3,0,0,10,0,3,3,12,0,0,0,0,0,23,0,9,4,23,26,4,0,0,0,69,8,48,54,208,86,64,30,4,3,498,0,0,0,3,0,0,3,0,0,10,0,0,3,8,18,18,21,10,3,78,0,0,0,8,4,0,3,0,0,20,4,20,32,60,35,19,9,3,0,173,0,0,0,0,0,0,0,0,0,0,3,16,7,35,11,0,3,0,0,79,0,0,3,12,0,0,0,0,0,21,0,7,8,28,11,3,5,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,8,22,12,3,10,3,0,60
3014,0,0,7,14,13,11,11,7,0,56,0,0,0,11,0,4,6,8,3,27,0,3,21,66,0,4,0,0,0,89,7,21,16,95,66,107,223,127,57,724,29,470,567,1872,1495,1443,977,412,165,7431,0,5,6,34,29,30,48,21,11,185,3,3,3,18,0,0,0,0,0,36,0,9,33,105,123,81,27,5,0,390,8,55,66,383,195,171,65,18,4,959,0,0,3,54,17,34,23,19,15,176,4,34,39,131,168,180,240,138,61,1002,0,7,14,34,23,32,11,3,0,132,10,130,191,502,326,197,151,76,21,1603,0,0,0,5,4,6,11,9,5,42,3,11,6,41,15,13,5,8,9,102,0,3,14,106,3,6,4,0,0,139,10,31,47,185,113,28,16,3,0,431,0,0,0,3,7,0,0,0,0,13,0,0,0,6,4,3,4,0,0,17,14,79,86,259,137,126,105,41,7,853
3015,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,6,26,97,0,5,0,0,0,131,0,0,4,14,10,29,51,21,13,155,9,40,79,312,188,180,98,38,11,949,0,0,3,6,6,10,13,3,0,39,3,21,12,21,4,7,0,0,0,66,8,11,36,60,42,24,4,4,3,190,3,53,65,229,101,66,35,8,0,552,0,0,0,8,3,12,0,4,5,31,0,11,3,22,20,26,59,34,19,188,5,5,7,18,18,12,4,3,0,74,0,40,56,122,83,46,27,12,10,398,0,0,0,0,7,3,0,3,0,10,4,17,16,73,18,8,9,4,0,155,0,4,10,45,7,9,0,0,0,78,0,3,8,35,20,5,3,0,0,67,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,10,5,18,19,51,31,26,31,11,4,198
3016,0,3,3,12,0,0,0,0,0,16,0,0,3,33,8,6,6,0,0,58,0,10,20,40,3,0,0,0,0,68,0,3,6,34,14,40,30,16,9,161,17,142,212,677,432,328,154,49,20,2035,0,4,3,11,9,12,5,6,0,47,3,7,0,21,0,3,3,0,0,43,3,46,109,192,122,52,22,4,0,546,15,74,128,433,213,148,57,21,4,1080,0,0,0,17,8,6,8,0,3,52,0,10,21,67,64,64,51,33,6,314,0,0,6,19,20,7,3,0,0,61,0,46,98,174,90,42,23,11,3,493,0,0,0,0,0,7,0,4,0,20,0,15,25,44,19,15,7,5,0,138,0,0,3,26,3,3,0,0,0,37,3,25,19,84,52,21,3,0,0,219,0,0,0,0,3,0,3,0,0,8,0,0,0,3,0,0,0,0,0,4,8,27,53,143,40,27,20,4,0,311
3017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,9,0,0,14,0,6,11,32,23,21,16,3,3,111,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,9,8,32,13,11,7,0,0,84,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,4,4,0,17,0,0,0,0,0,0,0,0,0,3,0,3,3,12,3,5,3,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,18
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,19,0,20,19,92,65,67,24,3,0,293,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,6,0,0,0,19,0,0,3,25,14,15,9,0,0,71,0,0,0,3,0,0,0,0,3,6,0,0,3,4,4,8,6,11,0,43,0,0,0,0,0,0,0,0,0,3,0,4,8,19,16,7,3,7,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,4,4,7,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,4,0,0,30
4000,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,14,0,0,0,11,0,0,0,0,0,9,0,4,4,22,36,149,228,69,26,539,12,43,59,298,220,203,126,33,9,1007,0,0,5,3,17,14,23,8,4,79,0,14,0,16,0,3,0,0,0,36,0,0,0,21,23,11,0,6,0,68,11,82,38,349,130,109,41,12,3,781,0,0,0,15,3,17,13,9,11,68,0,7,15,54,89,175,147,84,27,606,3,0,4,8,11,11,3,0,0,37,0,27,26,96,57,51,26,5,3,295,0,0,0,0,7,14,11,12,3,37,0,8,6,43,8,3,3,0,0,66,0,4,26,104,0,0,0,0,0,130,3,15,14,85,37,14,3,0,0,166,0,0,0,0,0,5,0,0,0,3,0,0,0,3,4,6,0,0,0,18,0,10,16,70,45,54,44,11,0,255
