SUA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
3001,70781,2720,97,73603,1135,195,26,27,1375,301,15,319,1693,133,13,1839,2082,274,27,56,2442,214,52,262,2705,109,9,2817,3217,471,54,78,3820,515,71,582,4401,246,15,4660,63727,7206,941,950,72829,1977,374,2350,75181,2968,116,78263,19851,2665,459,531,23512,1048,227,1273,24784,3545,62,28386,90,17,0,72,180,5,3,13,187,23,260,469,83664,9894,1402,1550,96511,3037,603,3636,100153,6528,435,107113,15359,1729,171,95,17350,427,92,516,17865,1013,20,18899,18686,2014,229,149,21080,386,63,444,21528,704,24,22253,551,98,108,7,763,11,0,13,780,46,0,828,216,34,3,245,495,14,0,15,504,50,16,567,34808,3874,509,495,39692,831,154,987,40678,1808,57,42548,661,99,6,16,778,166,16,184,966,65,0,1033,930,129,20,34,1108,102,26,136,1242,86,5,1329,1588,225,29,53,1895,271,38,313,2209,149,5,2360,36399,4100,535,548,41583,1108,195,1302,42889,1959,58,44911,8760,1271,215,245
3002,1667,118,0,1784,35,0,3,0,40,3,5,12,47,3,0,48,50,7,0,3,65,3,0,3,69,3,0,70,89,12,3,3,103,7,5,15,117,3,0,119,1431,226,19,21,1689,70,18,91,1775,125,0,1900,491,97,13,14,612,49,9,66,669,166,0,844,3,0,0,0,7,0,0,0,7,0,4,8,1922,318,30,33,2307,123,29,152,2452,292,7,2753,390,71,0,3,464,6,0,9,472,19,0,498,428,81,6,0,523,11,4,13,537,38,0,573,10,0,0,0,14,0,0,0,14,0,0,18,9,0,0,8,17,0,0,0,17,0,0,17,841,155,10,7,1018,16,7,25,1041,55,0,1099,21,5,0,0,25,6,0,6,28,4,0,34,26,3,0,6,30,0,4,4,38,0,0,38,45,8,0,6,53,10,4,11,72,4,0,75,888,165,9,17,1075,27,12,39,1111,61,0,1171,184,35,3,3
3003,4282,219,8,4515,41,13,8,0,56,22,0,21,80,16,0,93,95,19,3,4,131,9,5,17,146,12,0,163,139,34,7,8,192,26,11,36,229,28,0,256,3627,537,102,60,4331,152,33,180,4512,249,8,4774,931,164,29,28,1154,61,19,81,1233,218,3,1449,3,0,0,3,6,0,0,0,6,0,19,31,4562,704,127,96,5490,207,52,260,5755,465,30,6249,1025,132,18,5,1182,22,8,31,1209,64,0,1273,1023,142,23,8,1202,33,8,38,1241,73,4,1316,33,8,8,0,43,0,0,0,44,4,0,51,14,3,0,13,31,0,0,0,31,4,0,34,2097,279,53,29,2452,61,13,73,2527,143,8,2679,24,7,3,0,35,12,0,12,46,10,0,58,45,7,3,4,57,0,7,12,62,15,0,73,64,17,3,4,87,20,7,24,106,21,0,134,2162,298,54,29,2537,79,17,95,2634,172,8,2814,389,77,10,19
3004,552,13,0,564,4,0,0,0,4,0,0,0,8,0,0,8,18,3,0,0,27,0,0,0,27,0,0,27,23,3,0,0,29,0,0,0,30,0,0,30,508,38,13,16,569,4,0,10,579,13,0,595,204,11,5,0,220,4,3,5,231,11,0,241,3,0,0,0,3,0,0,0,3,0,3,8,710,52,23,17,799,8,4,14,808,21,4,841,121,8,6,0,130,3,0,3,137,3,0,142,147,20,6,5,183,0,0,0,180,5,0,188,9,0,0,0,10,0,0,0,10,0,0,5,4,0,0,0,3,0,0,0,3,0,0,3,271,25,16,11,321,3,0,3,331,14,0,342,10,0,0,0,10,0,0,0,12,0,0,12,4,0,0,0,4,0,0,0,4,0,0,4,19,0,0,0,14,0,0,0,20,0,0,20,287,27,16,11,342,3,0,6,346,14,0,361,54,7,3,0
3005,1341,43,3,1385,38,5,0,0,50,21,8,27,74,4,0,74,90,4,0,0,90,8,0,9,101,0,0,100,124,12,0,0,135,25,7,35,171,3,0,177,1298,84,25,26,1425,79,7,89,1513,46,3,1562,582,48,10,23,668,72,0,73,743,59,0,798,0,0,0,3,4,0,0,0,4,0,10,13,1880,132,41,49,2098,151,6,165,2259,102,12,2374,326,15,7,0,348,21,0,18,367,9,0,379,425,21,16,9,469,18,0,18,487,6,0,501,21,3,7,0,29,0,0,0,29,0,0,29,4,0,0,3,3,0,0,0,9,0,0,7,771,37,33,18,860,34,0,38,896,21,0,915,28,7,0,3,33,10,0,10,42,0,0,42,44,0,0,0,53,0,0,3,56,0,0,57,68,6,0,5,84,13,0,11,95,0,0,100,841,48,33,18,940,44,3,52,991,21,0,1015,220,20,6,10
3006,18369,702,31,19102,216,50,4,7,279,49,3,54,333,29,0,364,583,71,5,8,671,37,8,45,719,36,0,750,801,121,16,16,951,85,11,100,1052,61,0,1116,16223,2179,256,236,18889,439,94,530,19420,767,31,20220,4619,721,111,103,5549,211,36,250,5794,767,12,6581,18,7,0,12,40,3,0,3,43,4,72,117,20860,2904,368,343,24478,654,135,787,25259,1541,116,26913,3707,499,44,18,4266,96,20,113,4381,215,9,4604,4942,738,63,35,5776,96,24,119,5901,210,7,6116,128,28,42,3,194,10,0,10,198,12,0,217,57,8,0,48,110,5,0,5,117,13,3,132,8830,1267,147,108,10347,203,42,245,10595,456,13,11065,114,31,6,4,154,33,0,33,192,18,0,203,277,42,3,8,333,11,4,19,350,21,0,375,399,73,7,12,486,50,5,54,544,37,0,577,9224,1333,149,125,10832,248,49,300,11133,493,13,11647,2026,342,61,51
3007,452,24,0,474,16,4,0,0,18,4,3,4,28,3,0,27,14,0,0,0,14,3,0,0,17,3,0,15,25,4,0,0,35,7,0,13,43,3,0,47,398,53,9,9,463,19,4,30,492,31,0,521,142,35,9,8,204,13,10,15,222,76,0,292,0,0,0,0,0,0,0,0,0,3,0,3,546,88,18,16,668,31,15,44,714,106,0,823,112,8,3,4,116,3,3,7,124,0,0,127,154,26,4,0,180,3,0,3,186,13,0,201,3,3,0,0,4,0,0,0,4,0,0,3,0,0,0,9,9,0,0,0,5,0,0,5,260,31,12,8,312,8,3,11,323,22,0,345,6,3,0,0,7,3,0,3,7,3,0,10,9,0,0,0,9,0,0,0,9,0,0,11,10,3,0,0,14,3,0,3,20,4,0,20,275,33,12,8,323,8,3,17,341,21,0,359,73,18,4,5
3008,1098,86,3,1187,11,11,0,0,24,12,3,15,37,8,0,52,30,9,3,3,43,5,0,5,50,10,0,62,43,13,5,3,68,19,3,21,91,16,0,108,864,197,37,20,1122,57,8,63,1189,101,3,1292,281,83,12,7,375,33,12,41,419,112,0,531,3,0,0,3,3,0,0,0,3,0,8,11,1147,278,47,27,1504,84,23,106,1611,214,11,1836,233,49,11,0,291,5,3,12,304,30,0,332,277,69,7,9,361,19,3,22,387,37,0,423,10,3,5,0,17,0,0,0,17,0,0,15,0,0,0,7,5,0,0,0,5,0,0,6,517,125,20,10,676,22,12,32,708,69,3,780,6,0,0,0,13,12,3,12,24,8,0,31,11,5,0,0,18,0,0,4,24,8,0,26,21,6,0,0,27,14,3,14,45,14,0,61,537,129,24,14,701,39,11,52,753,83,3,836,108,33,0,3
3009,323,18,0,343,0,0,0,0,0,0,3,3,3,0,0,3,6,0,0,0,6,0,0,0,6,3,0,8,6,0,0,0,6,0,3,3,12,3,0,14,277,36,5,8,328,8,3,9,332,22,0,356,91,17,0,5,117,0,3,7,121,18,0,135,0,0,0,0,0,0,0,0,0,0,0,0,369,52,12,10,444,12,8,16,459,35,0,489,60,7,0,4,66,0,0,0,66,0,0,66,86,5,3,0,93,0,0,0,95,6,0,102,3,0,0,0,4,0,0,0,4,3,0,6,0,0,0,0,3,0,0,0,3,0,0,3,148,15,3,3,169,0,0,0,174,10,0,177,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,11,0,0,0,11,0,0,11,154,15,3,3,177,0,0,0,178,10,0,186,51,9,0,0
3010,2318,83,3,2402,50,3,0,0,53,9,0,9,66,15,0,76,106,9,0,3,121,7,0,8,127,7,0,132,155,17,0,3,176,20,0,17,194,14,0,211,2139,175,41,60,2414,95,4,98,2513,98,3,2611,601,55,15,14,692,57,3,60,748,73,9,823,3,0,0,0,4,0,0,0,4,0,5,12,2751,226,52,74,3106,149,10,154,3264,170,11,3452,488,40,9,0,539,26,3,31,567,31,0,597,666,66,15,8,753,20,0,19,771,20,0,793,19,0,8,3,29,0,0,0,29,0,0,33,3,3,3,11,19,0,0,0,19,0,0,20,1170,106,30,24,1338,43,7,47,1386,54,0,1442,30,0,0,0,37,4,0,4,40,9,0,50,38,0,0,3,41,9,3,8,49,0,0,51,70,5,0,3,78,15,3,20,90,10,0,106,1243,110,30,25,1414,56,6,67,1481,66,0,1543,298,30,7,5
3011,537,51,0,589,10,6,0,0,15,8,0,8,23,7,0,31,8,6,0,0,18,0,0,0,16,3,0,23,21,8,0,0,33,11,0,11,38,6,0,48,434,93,15,10,544,30,3,36,579,55,0,639,172,28,15,7,225,34,9,38,260,83,5,351,0,0,0,0,0,0,0,0,0,0,5,7,607,124,27,14,767,59,12,70,840,144,12,997,136,17,0,0,153,0,0,3,153,15,0,168,149,29,4,3,186,3,0,3,192,17,0,208,7,4,4,0,19,0,0,0,19,0,0,19,3,0,0,5,9,0,0,0,9,0,0,9,298,45,8,7,356,11,0,7,370,31,0,393,3,0,0,0,4,7,0,7,8,0,0,7,4,0,0,0,4,0,0,0,3,3,0,6,7,0,0,0,11,6,0,6,10,0,0,13,306,44,8,7,364,15,0,14,384,33,0,412,85,11,4,3
3012,605,24,0,627,4,0,0,0,8,3,0,3,9,0,0,9,14,4,0,0,19,3,0,3,19,0,0,19,19,3,3,0,30,4,0,4,37,0,0,37,572,21,13,17,624,7,3,9,640,24,0,661,190,7,4,11,213,8,0,10,219,17,0,231,3,0,0,0,3,3,0,3,4,0,0,5,766,33,14,22,835,15,3,24,856,37,0,899,164,3,5,0,173,6,0,6,173,6,0,185,162,13,0,3,176,3,0,3,181,3,0,184,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,7,0,0,0,7,0,0,7,325,17,6,5,355,11,0,11,364,13,0,371,3,0,0,0,3,3,0,3,5,0,0,5,9,0,0,0,14,0,0,0,14,0,0,14,11,0,0,0,18,6,0,6,22,0,0,22,338,14,11,5,370,11,0,11,382,13,0,391,87,5,3,0
3013,2341,99,0,2441,39,9,0,0,47,21,0,19,70,8,0,69,73,10,0,3,88,8,3,12,100,3,0,104,112,13,0,3,131,27,3,37,164,12,0,173,2101,206,46,39,2388,98,17,113,2507,106,0,2614,547,78,26,18,667,41,5,54,719,114,0,834,3,3,0,0,9,0,0,0,9,0,6,16,2647,296,63,56,3064,139,28,168,3229,219,11,3468,507,45,5,3,561,19,0,18,577,44,0,623,579,52,5,4,645,20,6,25,670,24,0,697,20,4,3,0,22,0,0,0,23,0,0,23,0,0,0,8,13,0,0,0,13,3,0,12,1107,99,18,18,1237,40,5,46,1284,68,6,1355,18,3,0,0,16,10,0,10,30,0,0,26,28,3,3,0,35,4,0,5,41,0,0,39,48,3,3,0,51,14,0,9,66,3,0,64,1152,104,23,18,1293,52,9,60,1351,70,6,1425,253,28,9,9
3014,9422,405,11,9836,100,25,0,0,127,23,3,26,151,19,0,170,267,34,3,3,306,13,4,20,327,19,3,353,366,61,7,3,436,33,6,46,480,37,4,522,8174,1241,135,111,9667,190,47,232,9902,440,20,10359,2140,353,71,70,2635,96,14,111,2751,324,7,3089,6,0,3,9,18,0,0,0,18,0,26,40,10316,1595,212,194,12320,289,61,351,12663,762,52,13486,1858,276,24,13,2169,43,8,51,2227,109,0,2333,2917,461,45,20,3449,67,6,75,3520,137,4,3668,58,13,25,0,92,0,0,0,99,7,0,106,15,4,0,24,50,4,0,4,49,4,0,51,4853,755,93,63,5763,110,20,132,5896,259,3,6158,68,18,3,0,85,15,0,15,101,8,0,113,134,23,0,0,157,8,4,11,174,12,0,183,200,37,4,0,242,22,7,25,271,20,0,294,5057,796,94,63,6005,136,23,160,6165,284,8,6452,993,149,44,29
3015,4194,161,4,4359,44,12,0,4,57,12,0,12,72,10,0,82,119,8,7,0,136,7,11,15,151,11,0,159,161,20,7,5,189,21,11,30,219,19,0,238,3805,372,78,57,4311,79,24,103,4419,180,4,4603,1234,163,24,14,1438,65,31,100,1538,286,9,1834,4,0,0,4,6,0,0,0,6,0,12,20,5040,540,98,78,5763,147,53,205,5961,473,19,6452,896,93,7,3,1001,18,5,21,1021,65,0,1088,1242,133,26,7,1408,26,5,26,1440,49,3,1487,42,3,8,0,50,0,0,0,50,0,0,53,14,0,0,5,23,0,0,0,23,0,0,28,2193,226,48,22,2484,41,10,49,2539,120,3,2657,34,8,0,0,42,13,0,13,55,3,0,59,60,4,0,0,68,6,5,13,75,3,0,85,97,13,0,3,112,12,5,22,129,8,0,144,2288,238,47,25,2596,52,17,69,2665,130,3,2799,524,76,15,4
3016,5110,263,3,5372,101,6,0,0,112,38,7,43,153,13,0,170,154,15,0,3,174,30,12,37,212,16,0,229,257,16,7,6,287,64,14,85,364,31,0,397,4615,471,94,65,5244,198,34,235,5472,294,3,5769,1186,169,31,35,1426,104,19,124,1548,304,3,1855,5,0,0,0,4,0,0,0,4,3,16,27,5804,637,126,101,6673,296,60,354,7031,597,20,7646,1246,141,20,7,1418,37,6,43,1466,89,0,1552,1220,138,24,9,1383,39,4,39,1425,66,0,1486,49,10,7,0,68,0,3,4,67,0,3,73,7,5,0,19,37,0,0,0,37,7,4,49,2523,300,51,40,2902,78,15,93,2996,158,3,3159,37,11,3,4,45,24,0,24,71,6,0,75,60,17,0,3,79,16,3,18,97,12,0,113,96,21,3,7,130,35,3,36,168,21,0,184,2620,322,52,40,3036,114,13,128,3162,174,3,3346,531,90,18,15
3017,344,14,0,356,7,0,0,0,7,0,0,0,8,0,0,9,7,3,0,0,18,0,0,0,18,3,0,20,16,3,0,0,18,0,0,0,19,5,0,24,296,41,12,4,359,7,0,7,366,23,0,385,141,38,8,3,186,4,0,4,186,51,0,241,0,3,0,0,3,0,0,0,3,0,0,3,437,78,16,5,543,12,0,12,556,74,3,628,80,13,0,0,88,3,0,3,94,3,0,97,115,22,0,0,135,3,0,3,138,4,0,143,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,194,33,4,3,233,9,0,9,240,13,0,253,3,0,0,0,3,0,0,0,3,5,0,6,3,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,12,0,0,0,12,5,0,13,200,31,4,3,243,9,0,9,253,15,0,261,62,15,3,4
3018,520,14,0,537,3,0,0,0,7,3,0,3,9,0,0,9,14,0,0,0,17,0,0,0,17,0,0,17,18,0,3,0,23,3,0,3,23,0,0,23,452,56,20,4,536,13,0,10,548,14,0,562,86,14,7,0,102,13,0,17,117,17,0,134,0,0,0,0,0,0,0,0,0,0,0,0,538,68,22,7,634,27,4,24,659,32,0,696,111,10,0,3,125,3,0,3,123,7,0,130,130,23,4,3,160,3,0,3,156,8,0,166,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,7,0,0,7,243,32,9,7,291,4,0,4,290,13,0,309,8,0,0,0,11,0,0,0,8,0,0,8,11,0,0,0,11,4,0,3,14,0,0,14,15,0,0,0,14,3,0,4,18,0,0,18,259,32,12,7,305,7,0,6,314,13,0,332,53,3,0,0
4000,7885,316,11,8216,42,7,4,3,57,31,0,31,86,28,0,112,132,14,4,3,151,16,13,27,180,22,0,199,174,26,3,7,213,49,13,56,264,47,0,316,6854,841,198,111,8006,115,27,144,8150,359,18,8528,1947,286,50,56,2344,69,28,95,2433,452,7,2890,12,3,0,3,17,0,0,0,17,0,51,64,8815,1130,250,168,10366,180,56,237,10604,808,71,11483,1371,176,15,8,1574,21,4,31,1599,91,0,1692,2618,368,52,28,3061,32,3,36,3098,108,8,3208,82,14,36,3,131,0,0,0,131,8,0,144,21,0,3,29,53,4,0,4,54,3,0,65,4084,557,107,66,4821,59,10,70,4885,210,5,5105,38,11,3,0,57,32,0,31,89,18,0,104,86,7,0,0,93,4,9,15,110,10,0,118,123,21,6,3,147,36,10,42,194,25,0,220,4210,574,112,74,4969,96,21,116,5079,242,5,5325,799,141,31,17
4001,36265,1473,40,37780,444,106,23,4,575,161,15,177,753,69,4,821,998,171,17,17,1205,114,24,135,1344,69,0,1406,1442,276,38,24,1779,276,35,315,2096,137,7,2234,31699,4460,592,451,37197,941,221,1167,38363,1610,46,40012,9105,1676,200,242,11222,611,143,755,11972,2528,35,14538,64,14,0,41,116,0,0,0,121,8,115,239,40863,6150,794,733,48533,1550,363,1922,50454,4143,200,54794,6249,936,62,51,7300,225,47,276,7579,440,5,8025,10840,1468,126,80,12509,247,50,303,12814,427,13,13249,285,50,95,4,438,7,3,10,451,26,3,476,71,19,3,99,190,11,0,9,201,15,10,230,17449,2477,289,231,20448,495,106,597,21043,912,27,21985,242,51,9,3,307,123,11,129,441,38,4,482,440,81,13,10,546,63,8,74,612,46,0,658,680,138,14,16,853,186,18,204,1052,88,4,1140,18131,2614,304,249,21296,675,128,805,22100,995,32,23122,3946,750,80,107
4002,869,29,0,895,7,0,0,0,12,0,0,0,15,3,0,14,18,3,0,0,16,0,0,0,18,0,0,18,24,4,0,0,29,4,0,4,34,3,0,33,789,74,14,10,886,16,0,17,905,32,0,929,237,41,10,8,293,18,0,20,317,62,0,379,0,3,0,0,4,0,0,0,4,0,0,4,1022,122,22,13,1185,34,0,34,1219,89,0,1311,174,11,6,0,193,3,0,4,195,3,0,196,307,34,9,3,348,5,0,6,356,6,3,365,7,4,0,0,11,0,0,0,11,0,0,11,0,0,0,5,6,0,0,0,6,0,0,6,479,49,9,12,558,7,0,13,569,8,3,581,6,0,0,0,7,0,0,0,8,0,0,8,5,0,0,0,11,0,0,0,11,0,0,11,12,4,0,0,16,0,0,0,21,0,0,20,495,54,9,12,574,8,0,12,584,9,3,596,89,22,0,3
4003,384,22,0,403,6,3,0,0,8,3,0,3,15,0,0,13,12,3,0,0,17,0,0,0,16,0,0,16,19,3,3,0,27,3,0,3,31,0,0,31,344,34,17,5,401,11,0,11,419,20,0,437,91,31,3,3,124,4,0,7,134,48,0,181,0,0,0,0,4,0,0,0,4,0,5,10,433,65,18,10,530,18,0,22,554,70,5,629,92,13,0,0,102,4,0,4,112,5,0,114,93,10,3,0,110,3,0,3,108,3,0,115,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,7,0,0,7,191,23,5,0,224,8,0,8,228,3,0,234,4,0,0,0,4,0,0,0,6,3,0,10,7,0,0,0,7,0,0,0,5,0,0,5,10,0,0,0,9,7,0,7,15,3,0,17,199,25,5,0,233,9,0,9,238,9,0,246,41,13,0,4
4004,317,14,0,322,4,0,0,0,6,7,0,7,9,0,0,8,6,0,0,0,10,0,0,0,9,0,0,12,11,0,0,0,13,7,0,7,16,3,0,22,260,37,6,7,310,17,3,19,334,12,0,344,62,11,0,0,78,12,0,12,88,29,4,120,0,0,0,0,0,0,0,0,0,0,9,9,325,48,7,11,391,31,3,31,421,43,9,473,69,11,0,0,79,0,0,3,83,10,0,90,87,9,0,0,97,3,0,3,97,3,0,103,4,0,4,0,4,0,0,0,4,3,0,8,0,0,0,3,3,0,0,0,3,0,0,3,157,18,3,3,182,3,0,6,193,14,0,206,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,8,3,0,3,4,0,0,4,6,0,0,3,5,0,0,0,13,0,0,13,165,18,3,7,190,6,0,7,200,16,0,216,23,8,0,0
4005,499,17,0,517,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,4,0,0,0,10,0,0,9,4,0,0,0,8,0,0,0,10,3,0,13,422,58,15,5,502,7,3,7,513,27,0,533,100,18,0,0,119,7,0,11,129,27,3,155,0,0,0,0,0,0,0,0,0,0,0,3,516,81,15,6,623,15,3,18,636,49,4,696,79,7,0,0,80,0,0,0,80,4,0,86,146,21,11,3,179,3,0,3,185,0,0,187,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,3,0,3,4,0,0,4,229,30,9,4,267,4,0,4,278,9,0,279,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,4,0,0,0,4,0,0,5,3,0,3,0,4,0,0,0,4,0,0,12,229,30,15,3,277,4,0,4,279,5,0,289,36,8,0,0
