SUA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
2015,0,0,0,0,0,3,3,0,0,9,0,0,3,8,0,0,0,0,0,13,3,9,0,109,3,8,4,3,0,133,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,5,3,3,0,24,0,3,0,3,0,3,16,17,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,10,0,3,5,25,5,14,4,0,0,61,0,0,0,0,0,0,5,3,0,11,0,0,0,3,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,8,4,10,29,21,8,84,3,7,19,39,31,23,17,8,0,143,0,0,0,0,0,3,3,4,0,14,3,4,0,11,3,0,0,0,0,23
2016,0,3,5,5,9,21,38,53,10,151,0,0,10,25,3,3,3,0,0,36,16,89,89,721,107,68,30,9,4,1128,0,0,0,17,0,0,0,3,0,28,5,36,29,36,3,0,0,0,0,114,3,23,86,225,87,24,9,0,0,462,0,10,0,17,10,11,6,5,0,64,0,0,0,16,33,97,205,184,90,624,0,0,3,10,5,0,0,0,0,14,0,0,3,20,0,0,0,0,0,25,0,0,5,4,3,3,0,0,0,10,3,3,24,117,20,19,4,0,0,194,0,0,0,0,0,6,8,0,0,12,0,0,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,3,13,0,3,0,0,0,25,0,0,0,3,3,25,54,25,18,135,18,81,77,153,90,52,46,12,3,538,0,0,0,6,0,10,14,3,0,34,4,60,36,107,13,8,0,0,0,231
2017,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,7,8,20,123,8,9,4,0,0,174,0,3,3,18,9,0,0,0,0,34,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9,0,0,0,8,0,0,0,0,0,8,0,0,0,5,0,16,40,49,21,125,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,9,10,43,6,0,0,0,0,62,0,0,0,0,0,3,0,0,0,3,0,3,0,8,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,3,4,5,20,13,0,7,0,0,48,0,0,0,0,0,0,0,0,0,0,0,5,4,25,6,0,0,0,0,39
2018,0,0,0,0,6,9,15,27,7,70,0,3,0,7,0,5,0,0,0,21,3,29,13,159,19,9,11,8,0,250,0,0,0,11,0,4,7,7,0,28,0,0,0,7,0,0,0,0,0,7,4,3,0,3,0,0,0,0,0,5,0,3,0,14,14,18,13,13,6,78,0,0,0,6,32,98,145,158,74,516,0,0,0,13,6,0,0,0,0,22,0,3,3,12,0,4,0,0,0,24,0,0,0,0,3,0,0,0,0,3,0,3,11,27,13,12,3,0,0,65,0,0,0,8,0,28,74,27,14,158,0,0,0,6,0,3,0,0,0,16,0,0,0,13,0,0,0,0,0,14,0,0,3,13,3,0,0,0,0,22,0,0,5,7,14,51,130,74,37,312,3,16,29,122,63,77,47,10,0,366,0,0,0,3,6,15,26,7,4,61,0,0,0,12,0,0,0,0,0,17
2019,0,0,0,0,0,4,4,3,3,18,0,0,0,6,0,3,0,0,0,8,0,6,3,55,0,0,4,3,0,76,0,0,0,3,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,3,12,0,0,0,4,5,35,90,78,44,262,0,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,7,0,0,0,33,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,26,0,0,0,4,4,15,33,13,12,82,0,3,5,32,17,6,24,7,5,106,0,0,0,0,0,4,0,0,0,6,0,0,0,8,0,0,0,0,0,8
2020,0,0,0,0,3,6,8,8,0,26,0,0,4,5,3,3,0,0,0,20,4,4,6,88,16,5,16,0,0,143,0,0,5,3,3,0,3,0,0,10,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,14,3,10,4,15,3,60,0,0,0,0,9,16,36,38,7,110,0,3,3,12,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,4,3,0,0,33,0,0,0,0,3,3,5,3,0,11,0,0,0,7,13,3,4,0,0,33,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,8,14,57,119,61,19,289,3,12,52,111,84,51,42,9,7,371,0,0,0,7,11,12,14,9,3,49,0,0,0,10,0,0,0,0,0,12
2021,0,0,0,0,0,0,3,3,3,13,0,0,9,22,3,0,0,0,0,33,0,10,4,49,7,3,5,0,0,80,0,0,0,20,3,0,0,0,0,26,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,6,18,10,8,6,3,3,69,0,0,3,4,0,4,9,3,3,25,0,0,0,16,3,0,0,0,0,24,0,0,37,60,0,0,0,0,0,97,0,0,0,0,0,3,3,0,0,6,0,3,5,21,6,6,0,0,0,45,0,0,0,0,4,0,12,0,0,18,0,3,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,3,0,0,4,6,3,12,45,26,7,102,7,29,40,118,77,60,27,10,0,372,0,0,0,4,3,7,9,6,3,29,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,4,8,25,44,41,10,136,0,9,80,132,39,44,15,15,0,330,43,127,160,1331,142,135,111,57,22,2136,5,27,39,176,63,73,103,46,23,562,0,5,0,55,9,10,11,3,0,89,3,4,9,25,17,3,4,0,0,62,6,55,74,349,133,121,160,78,28,1005,3,8,86,226,97,283,714,816,456,2696,8,24,123,429,75,35,19,4,0,718,9,28,224,638,14,10,4,0,0,929,0,0,0,12,11,12,7,5,0,46,5,7,52,202,147,149,65,21,3,651,0,0,4,7,21,96,192,88,25,436,0,0,0,10,21,29,27,6,0,100,0,4,17,91,15,15,9,6,0,154,0,11,22,128,7,5,0,0,0,175,3,23,49,218,223,489,930,361,89,2381,76,706,1001,4425,3679,3890,2643,684,124,17230,0,7,12,71,56,83,126,61,3,417,8,7,4,71,12,13,3,3,0,117
3001,3,39,61,183,159,345,599,592,245,2229,75,305,1832,2960,944,1276,483,190,41,8114,672,2227,3964,22016,2863,1698,1127,502,189,35260,71,309,674,1872,550,408,397,231,93,4597,61,504,511,2932,546,271,146,55,22,5052,75,273,250,876,310,151,45,14,5,2010,66,475,308,3060,934,669,675,389,185,6767,23,103,214,938,483,825,1492,1495,724,6292,94,351,814,2454,743,279,157,65,41,5002,172,780,2165,6912,1296,479,187,72,8,12080,11,28,32,280,227,180,142,51,15,965,137,497,2004,3802,1636,1419,845,308,69,10704,0,10,18,63,82,203,342,148,42,905,3,19,64,207,139,156,130,44,18,779,10,125,398,1146,325,235,137,54,28,2460,18,109,687,2100,99,43,12,4,0,3078,20,130,181,835,706,1077,1942,997,383,6279,1227,10042,14265,37353,18000,13263,6918,2289,690,104039,8,76,68,556,436,363,484,241,58,2296,102,420,478,1934,308,163,65,17,3,3501
3002,0,0,0,0,0,3,4,0,0,12,0,0,20,47,3,9,0,0,0,77,0,22,11,165,26,9,12,8,4,264,0,0,3,16,10,3,11,9,9,53,0,0,0,8,4,0,4,0,0,16,0,4,0,4,0,3,0,0,0,9,0,8,11,16,11,12,20,6,4,87,0,0,14,37,5,18,56,75,26,237,0,3,24,46,3,0,0,0,0,74,0,6,26,102,7,7,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,6,6,41,21,12,7,0,0,88,0,0,0,0,0,8,22,13,4,43,0,0,3,3,4,0,3,0,0,13,0,0,0,12,0,0,3,0,0,14,0,0,9,50,3,5,0,0,0,64,0,0,7,15,18,38,97,66,12,251,9,80,82,292,231,251,226,84,20,1272,0,3,0,9,7,3,11,15,0,55,0,0,0,23,0,0,0,0,0,29
3003,0,0,0,3,12,8,14,23,3,60,0,7,18,99,31,47,14,5,0,219,30,84,110,859,121,61,41,25,3,1339,3,27,19,101,43,38,27,17,9,289,0,3,3,33,8,12,8,0,0,66,0,3,3,9,0,5,0,0,0,21,3,26,7,107,60,53,53,17,3,332,3,7,23,127,58,72,127,111,51,581,17,120,101,922,346,74,39,13,4,1642,18,39,113,632,65,14,5,4,0,891,0,0,0,4,4,4,8,0,0,20,14,18,20,76,62,57,26,17,0,292,0,0,9,3,12,14,25,7,0,66,0,3,0,13,14,19,16,11,7,75,0,5,11,67,5,3,0,0,0,94,15,118,152,66,3,0,0,0,0,357,0,8,9,111,74,102,114,51,13,494,30,291,367,1349,979,882,467,149,29,4553,0,7,4,23,31,29,21,9,0,119,3,6,8,30,3,3,0,0,0,65
3004,0,0,0,0,0,3,0,0,0,4,0,0,8,4,3,0,0,0,0,15,0,12,0,60,7,9,0,0,0,93,0,0,0,4,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,21,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,8,3,56,80,213,113,81,26,3,0,582,0,0,0,0,3,0,3,0,0,6,0,0,0,3,0,0,0,0,0,3
3005,0,0,0,3,3,4,5,4,4,25,0,3,0,3,0,0,0,0,0,12,19,55,26,290,32,16,3,3,0,451,0,3,9,26,10,3,0,0,0,44,0,4,0,28,7,3,0,0,0,37,0,4,0,12,5,0,0,0,0,22,0,12,6,33,16,8,3,9,0,80,3,7,0,13,8,3,7,11,3,50,0,0,0,6,4,0,0,0,0,11,0,6,0,23,3,3,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,12,0,35,20,8,0,0,0,79,0,0,0,0,0,3,4,0,0,11,3,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,5,0,11,8,21,16,5,4,80,25,166,199,628,363,290,116,18,0,1811,0,0,0,3,11,0,7,0,0,18,3,4,0,19,0,0,0,0,0,24
3006,0,6,15,46,61,90,172,139,30,565,19,75,314,456,229,244,100,36,9,1481,76,227,594,2509,386,233,206,109,50,4385,15,51,122,358,149,137,86,55,27,1017,3,41,58,426,111,111,53,28,10,853,4,15,31,117,53,37,6,12,3,283,12,126,89,499,226,194,207,142,62,1560,0,27,66,256,168,291,506,346,172,1828,50,328,441,2010,865,335,243,74,28,4377,33,222,566,1481,548,206,95,44,6,3205,0,6,3,61,78,58,49,24,7,296,10,80,210,536,383,297,153,56,20,1742,0,0,0,12,29,121,245,122,35,568,0,16,22,102,66,76,61,25,8,375,0,0,11,32,14,24,11,17,3,112,0,16,168,394,9,4,0,0,0,589,0,21,48,167,207,303,691,412,176,2036,383,3532,5194,15193,8099,6615,4592,1905,585,46089,0,13,29,138,109,100,172,102,28,685,11,35,57,223,54,26,17,6,0,423
3007,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,27,9,0,0,0,0,42,0,0,0,3,3,0,6,5,0,10,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,3,0,16,0,0,0,0,0,3,3,8,3,12,0,0,0,6,3,0,0,0,0,14,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,3,0,0,0,22,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,27,14,0,63,0,23,25,88,69,87,78,29,3,403,0,0,0,3,3,3,3,0,0,12,0,0,0,3,0,0,0,0,0,3
3008,0,0,0,0,3,3,3,3,3,14,0,0,8,4,6,6,3,0,0,30,4,13,4,98,20,10,14,6,3,175,0,0,0,13,4,7,7,7,3,51,0,0,0,9,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,4,10,13,14,21,17,3,84,0,0,3,14,15,14,28,21,4,100,0,3,0,8,3,3,4,0,0,18,0,0,3,11,0,0,0,0,0,13,0,3,0,0,0,3,0,0,0,4,0,3,0,26,17,16,9,0,0,82,0,0,0,0,3,18,26,16,4,60,0,0,0,4,0,7,4,3,0,20,0,0,0,16,0,0,3,0,0,21,0,3,0,39,0,0,0,0,0,46,0,0,0,6,10,36,115,69,24,272,12,83,110,326,303,371,386,184,37,1800,0,0,0,0,4,14,20,17,3,52,3,8,3,20,3,3,0,0,0,40
3009,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,13,0,0,3,0,0,20,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,8,0,0,0,0,0,0,11,4,0,21,0,0,13,44,39,24,16,7,4,153,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
3010,0,0,0,0,3,0,0,3,0,10,0,0,0,18,0,4,0,0,0,25,11,56,40,367,50,16,10,3,0,557,3,12,4,32,11,5,3,3,3,77,0,0,0,14,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,4,0,9,9,66,9,13,10,12,4,132,0,0,0,15,0,11,40,38,25,138,0,7,0,12,8,3,0,0,0,25,0,3,4,29,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,3,0,0,8,48,9,15,3,0,0,85,0,0,3,3,5,27,78,38,23,183,0,0,0,11,3,3,3,0,0,20,0,0,0,3,3,0,0,0,0,8,0,3,3,42,0,0,0,0,0,59,0,0,0,20,29,28,55,33,5,166,22,159,210,717,452,376,190,42,11,2181,0,0,0,11,8,8,5,0,0,38,3,3,6,24,3,8,0,0,0,50
3011,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,6,4,0,3,33,5,3,3,3,0,48,0,0,0,3,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,7,3,0,22,0,0,0,0,0,3,7,3,4,19,0,0,3,3,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,12,0,0,0,0,0,3,7,0,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,29,11,6,74,3,10,25,93,95,100,86,28,12,455,0,0,0,0,0,0,4,0,0,14,0,0,0,3,0,0,0,0,0,3
3012,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,5,9,10,107,4,6,6,0,0,155,0,4,0,8,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,6,7,0,0,37,0,0,0,6,0,3,7,11,3,28,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,3,8,0,0,0,0,0,12,0,0,0,0,4,0,8,0,0,13,18,118,133,342,149,97,26,7,0,899,0,0,0,3,0,0,3,3,0,6,0,4,0,11,0,0,0,0,0,20
3013,0,0,0,6,0,3,3,0,0,15,0,4,3,16,16,3,0,0,0,45,6,35,40,310,51,9,5,9,0,471,0,0,5,10,12,4,3,0,0,35,0,3,3,17,3,0,3,3,0,37,0,0,0,4,0,0,0,0,0,8,4,9,3,21,9,0,6,3,3,63,0,0,0,8,0,8,4,3,0,27,0,4,3,11,0,0,3,0,0,27,5,10,4,47,3,0,0,0,0,69,0,0,0,0,3,0,0,0,0,8,0,6,8,42,13,13,6,0,0,90,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,3,16,72,14,6,6,0,0,120,0,17,11,68,9,6,0,0,0,109,0,0,3,4,7,18,38,22,13,102,6,80,112,345,234,213,82,28,6,1110,0,0,0,8,3,0,4,5,0,23,6,12,9,20,4,0,0,0,0,50
3014,0,4,4,15,11,24,23,28,3,113,0,33,28,49,39,34,9,5,0,205,27,106,68,836,96,83,74,57,29,1373,6,27,34,114,33,38,51,22,23,345,0,11,7,50,22,3,13,3,0,102,0,0,3,7,7,0,3,0,0,13,5,78,41,215,143,77,115,61,35,777,3,17,17,107,53,83,108,110,60,568,4,43,58,182,56,19,20,3,5,391,14,38,54,276,17,10,3,0,0,412,0,4,0,13,15,10,5,4,0,45,0,15,42,110,98,76,39,14,9,403,0,0,0,7,18,47,67,38,5,186,0,4,3,21,18,25,21,12,4,101,0,3,0,16,5,5,10,12,4,58,0,12,28,147,0,5,0,0,0,195,9,38,34,154,133,209,405,273,107,1370,76,880,1112,3664,2671,2706,1897,826,279,14110,0,12,18,61,60,71,93,55,15,383,3,9,3,50,4,0,3,0,0,79
3015,0,0,0,3,0,4,0,3,0,15,0,0,12,36,12,16,3,0,3,85,18,93,264,711,60,31,29,16,3,1225,0,6,8,36,4,13,3,7,0,68,0,24,25,45,9,15,11,0,0,125,41,109,16,157,16,3,0,0,0,347,0,6,9,52,21,21,26,30,4,177,0,5,4,15,12,12,30,23,11,112,0,18,16,36,6,5,0,0,4,87,8,21,27,140,11,0,0,0,0,206,0,0,0,0,3,4,3,3,0,14,8,14,19,119,54,33,9,4,3,266,0,0,0,6,6,6,9,0,0,28,0,0,0,3,3,4,0,0,0,10,0,0,3,3,3,0,0,3,0,12,0,14,46,193,4,7,0,0,0,266,0,3,13,24,24,61,92,57,30,301,14,104,165,601,368,349,197,78,23,1896,0,0,3,10,15,14,14,7,4,68,5,43,36,72,17,8,4,0,0,182
3016,0,4,0,15,18,8,21,27,7,107,0,8,43,47,9,14,11,4,0,132,16,121,161,716,180,59,35,18,8,1321,3,18,24,71,20,5,12,10,5,167,0,0,9,46,12,0,7,3,0,83,6,13,9,31,0,3,7,0,0,65,3,24,9,121,52,31,24,15,13,285,0,15,17,39,39,59,105,102,54,418,3,14,14,61,15,6,5,0,0,128,9,21,21,175,29,7,0,0,0,260,0,0,0,3,5,0,0,0,0,13,5,9,45,130,94,54,22,17,0,375,0,0,0,3,3,16,22,4,0,46,0,3,3,18,6,0,4,0,0,33,0,3,10,55,16,5,10,0,0,111,0,15,26,79,4,4,0,0,0,122,0,8,12,57,35,68,83,42,18,323,36,276,416,1298,816,698,325,114,25,4010,0,4,8,15,18,15,26,15,3,102,3,14,7,51,4,5,3,0,0,89
3017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,26,6,3,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,16,0,0,0,0,0,3,6,6,0,14,0,0,0,0,0,0,0,0,0,7,0,0,5,17,3,0,0,0,0,33,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,7,12,3,0,29,0,17,12,53,37,38,36,10,3,216,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,4,0,6,4,3,36,0,0,0,4,0,0,0,4,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,20,7,3,4,5,0,44,0,0,0,0,3,4,4,4,3,14,0,0,0,8,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,23,6,5,50,3,36,55,163,115,125,55,10,4,567,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,4,0,0,0,4
4000,0,0,7,16,26,98,161,169,46,528,0,6,21,44,3,13,0,0,0,91,21,52,56,409,87,90,63,21,12,804,0,8,4,40,9,14,14,8,0,98,0,3,6,32,6,0,3,0,0,49,0,0,0,7,0,0,0,0,0,9,0,14,6,92,43,46,51,31,7,296,0,3,33,45,47,105,149,178,56,608,4,3,4,32,11,10,5,0,0,70,0,9,30,66,3,3,3,0,0,118,0,3,0,6,5,9,4,4,0,33,0,3,11,76,32,33,13,3,0,174,0,0,0,0,3,31,35,8,5,79,0,0,0,0,0,0,7,0,0,7,0,0,0,6,3,0,3,3,0,21,0,3,0,21,0,0,0,0,0,26,0,13,12,45,73,289,492,163,52,1125,14,94,137,583,462,450,282,82,12,2122,0,3,8,9,30,47,50,22,7,168,3,27,5,53,9,7,0,3,0,104
4001,0,57,98,288,471,1334,2263,2660,845,8011,38,104,1214,1181,244,391,188,67,6,3436,605,2558,2474,16423,1949,960,720,375,180,26254,65,174,229,957,186,136,131,76,25,1984,61,467,622,2186,507,311,169,85,33,4458,25,134,242,618,251,120,46,12,3,1459,23,178,122,715,398,444,437,388,158,2858,24,66,153,611,1043,2789,4954,5371,2309,17322,31,103,225,674,211,67,59,22,9,1416,49,413,682,1746,462,120,31,15,0,3522,17,39,92,373,271,315,223,111,50,1493,99,438,1614,2781,876,731,651,191,57,7458,0,0,4,41,82,291,500,261,96,1275,0,3,12,90,29,24,19,12,7,198,3,147,275,679,135,58,27,20,9,1345,53,403,695,1570,49,30,11,5,0,2826,10,69,93,327,339,1007,1738,821,363,4763,94,567,814,3123,1905,1774,993,354,121,9751,3,36,47,211,312,377,475,240,77,1768,172,654,483,1603,218,76,33,22,4,3262
