SUA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
1020,3,3,53,45,6,114,5,71,6,303,16,32,135,59,30,73,28,59,3,434,98,225,260,118,101,98,180,87,17,1181,118,207,184,116,123,69,153,84,12,1064,139,146,163,113,140,99,169,134,10,1105,114,113,86,73,109,61,81,94,11,731,32,34,17,6,11,17,22,26,5,182,20,3,0,0,0,3,3,3,0,37,0,0,0,0,0,0,0,0,0,3,556,760,896,525,519,531,635,559,63,5040
1021,3,3,62,31,10,99,8,67,5,282,22,33,136,57,38,54,31,70,4,453,74,158,291,99,102,103,217,129,14,1185,75,133,185,105,113,53,226,124,18,1028,87,130,210,94,127,63,240,129,15,1096,56,91,112,68,81,39,137,79,7,672,23,17,15,7,13,6,20,18,8,115,5,0,0,0,0,3,3,0,0,10,3,0,0,0,0,0,0,0,0,5,351,565,1011,471,485,426,887,603,71,4860
1022,11,9,82,141,26,283,20,148,6,720,39,58,185,179,53,134,28,106,10,786,137,254,358,219,154,129,67,153,19,1489,293,393,413,264,257,160,98,176,33,2092,400,442,379,300,345,220,153,241,35,2510,261,408,244,236,272,190,128,184,37,1957,79,105,57,41,97,53,29,60,13,541,14,8,0,0,8,7,0,5,5,56,3,0,0,0,0,0,0,0,3,6,1232,1677,1712,1377,1222,1173,528,1068,169,10151
1023,164,300,1561,2099,511,4378,310,2719,152,12188,874,2365,4104,4299,2069,3699,899,2548,287,21144,3745,11847,8536,5291,5564,3522,2967,3730,608,45799,5368,11263,6670,4403,6198,2883,3299,3460,651,44195,5428,9106,6004,4734,7175,3088,3884,4136,632,44191,3448,7049,3710,2972,4915,2143,2932,3183,404,30767,723,1325,531,458,928,498,519,563,149,5694,105,163,52,26,82,46,40,60,68,636,19,8,3,0,10,5,8,6,24,81,19870,43427,31179,24274,27450,20261,14862,20408,2965,204697
1024,26,15,118,130,35,377,20,205,9,942,71,109,346,264,119,230,50,195,18,1406,258,510,700,452,269,261,124,293,36,2906,338,531,430,401,314,198,158,258,46,2670,346,505,411,439,382,218,219,308,40,2872,270,423,269,298,335,179,185,259,35,2260,67,98,61,43,76,50,49,39,11,483,13,10,3,0,8,3,4,5,4,57,0,3,0,0,0,0,0,0,0,9,1387,2204,2328,2027,1547,1518,819,1567,214,13603
1025,18,17,160,163,40,361,25,222,17,1025,63,181,353,298,130,233,56,177,15,1511,353,1030,709,461,411,331,237,306,45,3885,459,931,520,417,504,237,283,318,48,3714,458,705,419,352,589,264,260,390,67,3503,322,572,272,251,423,175,222,305,26,2573,105,129,61,47,107,50,72,66,11,652,19,11,3,8,11,7,3,12,13,78,3,0,3,0,0,0,0,0,0,9,1794,3579,2487,1994,2216,1657,1163,1805,244,16944
1026,6,10,47,56,20,114,8,53,9,316,16,43,110,56,48,71,27,43,6,412,92,166,177,107,77,79,111,70,16,891,115,171,140,86,111,66,90,63,22,866,114,148,130,118,166,66,119,100,12,965,101,114,93,70,88,48,103,98,16,731,42,25,13,12,25,10,11,14,3,162,14,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,3,508,669,703,499,530,454,480,439,84,4376
1027,15,19,124,236,39,462,33,230,8,1155,69,138,261,239,133,217,48,152,17,1258,270,815,556,442,334,294,124,291,41,3157,471,1000,536,427,551,292,140,264,57,3749,531,997,509,527,734,359,188,367,52,4267,407,727,388,391,499,312,159,296,35,3204,122,159,66,62,131,70,50,66,22,746,9,18,3,4,16,10,10,4,11,83,4,4,0,0,0,0,0,0,0,7,1904,3863,2446,2319,2428,2009,744,1671,237,17633
1028,13,11,63,187,31,148,24,123,9,602,24,71,185,232,72,96,61,80,10,834,125,306,353,188,139,117,275,127,23,1649,158,220,311,143,198,105,337,123,34,1626,181,177,256,157,243,99,403,140,32,1683,112,135,132,79,120,56,230,93,12,972,37,25,18,12,24,6,28,19,0,171,5,3,0,0,0,3,5,0,0,20,0,0,0,0,0,0,0,0,0,0,662,943,1314,994,830,634,1357,709,118,7570
1029,3,0,64,75,11,127,9,65,3,371,17,27,143,106,34,67,28,72,3,493,104,162,248,138,109,100,51,109,10,1026,165,248,228,211,127,100,72,138,22,1304,202,235,233,215,206,124,80,146,35,1471,126,275,140,164,180,115,80,118,23,1223,19,52,30,26,33,28,22,23,8,241,0,3,0,0,0,0,0,3,11,24,0,0,0,0,0,0,0,0,4,11,643,1003,1082,940,704,667,335,689,119,6170
1030,1355,3920,10594,16632,5955,29267,2318,14143,1644,85823,10153,35011,27366,34639,27111,33818,8553,18953,4349,199955,64626,177550,64797,50797,71856,42422,24011,33199,11391,540644,88316,151400,52888,36696,71621,30512,25622,26451,9218,492722,75644,107692,46531,33836,69335,27832,29275,30861,7838,428851,41463,69769,29711,20888,48701,18425,22437,24736,4730,280863,10096,19907,6565,4563,12867,5268,4982,5718,1591,71557,1264,2496,588,359,1201,622,339,594,495,7959,198,293,72,35,127,79,27,54,173,1057,293106,568039,239111,198451,308774,188239,117556,154717,41437,2109429
1031,14,22,131,150,41,431,35,281,28,1139,95,197,359,240,124,245,68,343,11,1681,353,880,696,458,384,365,212,627,65,4045,398,768,471,359,437,278,227,459,50,3462,476,714,427,431,577,280,287,467,45,3686,335,601,358,281,483,227,234,345,39,2891,114,130,76,55,98,64,67,72,13,684,18,11,10,6,0,12,9,16,10,97,3,0,0,0,3,0,3,0,3,11,1808,3317,2533,1973,2144,1900,1149,2618,269,17701
1032,11,5,56,67,19,241,11,132,12,561,33,68,141,120,59,142,43,155,11,766,127,242,254,190,155,200,92,206,17,1481,153,233,231,214,191,185,105,220,21,1551,233,319,234,292,235,203,173,284,32,2006,159,344,212,226,207,145,141,243,20,1708,48,52,34,31,59,31,39,62,12,364,13,5,6,0,5,0,4,4,5,50,0,0,0,0,0,3,0,0,4,7,778,1274,1169,1148,927,1144,615,1304,141,8499
1033,13,0,29,64,3,155,9,68,6,350,22,20,86,48,17,54,10,61,10,331,80,158,201,107,88,74,28,90,8,832,138,202,192,147,125,108,47,121,14,1087,154,215,193,187,159,135,73,150,14,1272,147,223,151,145,150,132,66,131,11,1162,38,50,26,26,37,31,22,24,9,264,15,5,3,3,9,0,0,0,4,38,5,0,0,0,0,0,0,0,5,8,608,870,881,729,585,695,249,645,73,5336
1034,25,39,265,370,42,713,30,305,18,1821,116,354,679,646,250,466,110,349,36,3010,528,1475,1050,810,613,455,220,542,70,5766,641,1316,756,578,652,354,267,508,60,5127,706,1086,594,562,851,385,325,478,59,5045,534,781,496,395,662,310,322,379,44,3925,132,202,102,56,127,71,78,88,24,885,28,22,8,3,16,10,7,11,4,106,3,0,0,0,0,0,0,3,0,7,2710,5273,3955,3420,3216,2765,1363,2675,319,25687
1035,98,200,1197,1298,351,2476,208,1409,97,7336,539,1701,2708,2746,1433,2063,474,1420,181,13266,2291,6658,4649,3272,3257,1947,1419,1870,428,25791,3442,6793,4094,2933,3988,1822,1991,2018,439,27514,3662,5747,3775,3093,4393,1943,2316,2441,426,27804,2215,4211,2385,1894,2798,1232,1764,1824,220,18533,415,781,344,265,491,240,285,316,85,3214,47,84,28,20,33,20,25,40,43,344,6,11,0,3,7,3,3,0,15,51,12717,26183,19176,15537,16753,11742,8477,11332,1936,123844
2000,463,187,2539,2386,492,5313,294,4085,317,16084,1396,1547,5160,3380,1400,2642,1039,3798,353,20707,5747,7628,9037,4853,4049,2946,2736,5894,633,43519,10366,9979,8781,5569,6408,3543,3810,6124,878,55459,13956,11131,9802,7996,8910,4791,5884,8638,1148,72254,13900,10399,7497,6308,7151,3864,5365,7924,1064,63468,7300,2541,1548,1178,1870,1053,1249,1914,477,19136,2090,248,143,94,179,86,98,291,241,3472,328,47,41,30,45,30,29,57,74,682,55538,43703,44563,31792,30499,24258,20506,38728,5201,294791
2001,9,10,96,75,22,217,22,113,8,573,50,58,234,131,99,121,44,105,14,858,174,364,393,224,249,134,185,146,31,1899,288,406,311,207,326,153,221,150,44,2107,284,331,313,252,358,149,245,169,37,2140,179,245,165,152,248,87,189,124,25,1412,47,48,20,24,41,19,39,37,11,290,6,6,0,0,3,3,0,4,0,19,0,0,0,0,0,3,0,0,0,3,1035,1472,1536,1072,1359,878,937,849,168,9307
2002,9,3,31,43,10,162,7,62,7,342,28,44,132,83,43,79,24,94,6,530,109,210,236,141,102,104,55,164,12,1132,110,184,170,147,119,102,76,130,14,1053,152,209,148,176,190,109,90,169,12,1254,147,185,120,128,154,97,85,139,24,1092,53,50,14,25,30,18,20,37,9,271,19,7,0,3,0,6,0,6,3,46,0,0,0,0,0,0,0,0,0,7,628,894,867,747,651,680,360,803,99,5729
2003,27,41,306,456,78,1098,35,546,53,2649,218,543,913,1001,439,873,139,593,77,4796,810,2502,1744,1136,1091,838,403,803,122,9436,1179,2499,1263,998,1225,609,464,730,146,9115,1316,2056,1144,1065,1410,671,588,943,154,9337,855,1594,768,744,1064,510,499,721,85,6847,191,322,159,131,188,118,144,177,37,1468,39,34,8,5,20,6,14,17,13,166,6,0,4,3,0,0,0,6,4,26,4643,9591,6324,5536,5520,4721,2290,4533,680,43841
2004,36,35,262,400,103,1014,59,614,39,2564,221,508,878,903,356,847,174,747,75,4711,821,2359,1722,1019,998,683,430,985,105,9126,1040,2163,1105,900,1126,618,470,799,123,8350,1094,1784,1067,1035,1312,658,581,899,121,8563,808,1403,728,821,1052,512,521,785,103,6723,192,286,131,134,208,123,125,142,35,1379,34,26,15,10,13,15,9,32,13,151,3,3,4,7,8,0,0,0,3,31,4247,8571,5916,5219,5169,4467,2379,5005,616,41593
2005,13,3,61,42,13,132,7,116,4,378,23,39,116,61,29,67,21,174,13,545,100,157,173,116,95,88,70,232,23,1050,118,141,143,115,101,80,100,183,13,1000,128,118,118,206,140,91,93,192,18,1108,121,132,127,129,113,86,94,148,16,965,30,28,18,27,30,17,31,35,9,217,12,3,3,3,4,0,0,0,6,33,4,0,0,0,0,0,0,0,3,12,546,626,756,695,528,562,416,1083,106,5312
2006,10,11,83,126,21,259,5,112,11,645,33,63,172,141,40,91,18,91,15,675,199,380,318,203,131,155,70,181,24,1648,275,355,277,201,193,152,100,185,13,1751,344,298,247,239,297,188,160,260,21,2047,235,253,205,190,188,162,140,248,29,1645,61,58,22,49,40,40,55,61,12,390,21,8,5,3,5,9,0,5,3,57,0,0,3,0,0,0,0,0,3,10,1174,1421,1334,1149,921,1050,549,1145,121,8863
2007,75,88,691,1113,227,2488,128,1383,109,6296,483,1106,2070,2239,914,2089,443,1412,157,10925,2101,6321,4429,2813,2482,1887,1127,1865,340,23362,3381,6377,3546,2595,3110,1708,1275,1898,399,24291,3400,5210,3171,3066,3526,1702,1662,2183,383,24295,2223,3905,2222,2009,2616,1330,1369,1797,264,17742,581,857,348,364,590,297,278,434,102,3854,87,89,36,11,42,27,22,71,38,414,12,14,5,0,4,4,0,7,22,63,12338,23962,16507,14213,13517,11537,6315,11048,1799,111234
2008,4,9,72,99,19,183,13,134,9,533,29,58,186,147,73,122,31,70,10,727,134,366,325,166,198,79,55,89,19,1442,417,695,341,193,317,128,95,89,25,2310,507,643,329,305,448,158,110,117,30,2641,290,446,241,149,286,112,80,86,19,1711,83,132,53,33,68,28,30,28,13,462,13,3,7,0,3,5,0,6,0,33,0,0,0,0,0,0,0,0,3,3,1468,2354,1550,1101,1415,818,416,613,123,9860
2009,3,4,69,74,19,173,7,126,5,479,26,107,166,96,70,109,23,99,12,707,122,381,310,175,150,145,81,146,16,1522,205,299,164,154,171,147,95,108,22,1371,261,269,175,193,228,163,103,140,9,1544,208,239,141,155,213,127,94,145,14,1340,78,45,34,29,41,22,30,40,10,334,33,0,7,0,0,4,3,4,9,60,0,0,0,0,0,0,0,0,0,12,936,1351,1069,877,896,901,427,806,96,7364
2010,1165,2326,8012,15581,4051,34197,1678,15638,1387,84049,8932,27384,28702,35317,23187,39539,8247,21225,3505,196031,57328,162953,73905,52365,67882,41914,24229,34649,9208,524424,79228,139279,56106,38274,64266,29562,24304,28178,7796,466991,72719,100420,49689,37916,67137,28982,28236,31938,6949,423981,40127,64932,30875,23517,44791,18619,21022,24561,4136,272576,9614,17494,6282,4809,10688,5126,4312,6181,1506,66010,1251,1920,568,320,890,522,276,815,503,7072,203,261,104,46,117,71,41,92,217,1142,270564,516976,254234,208149,283011,198523,112338,163277,35208,2042271
2011,21,9,254,145,58,506,42,281,26,1339,125,155,547,380,298,396,199,315,56,2460,562,933,1188,781,980,538,729,583,128,6427,625,838,877,687,935,420,818,536,117,5858,460,474,616,612,803,395,743,553,86,4738,327,341,426,442,636,276,501,400,66,3405,61,72,63,70,91,61,89,62,21,595,3,0,0,6,6,3,3,6,9,30,3,0,0,0,0,0,0,0,0,3,2193,2817,3967,3126,3809,2583,3138,2742,500,24867
2012,27,19,181,146,43,573,22,265,27,1305,97,193,358,324,158,327,80,306,22,1864,364,830,756,497,434,366,250,522,72,4088,604,861,541,490,500,357,267,421,67,4098,776,812,527,525,642,388,354,517,63,4604,595,585,411,377,534,280,346,489,71,3693,224,122,77,71,115,66,69,114,27,895,47,8,5,3,8,3,3,14,19,113,9,3,4,0,4,3,0,0,3,26,2736,3436,2852,2436,2443,2367,1394,2644,363,20681
2013,6,7,54,31,5,180,8,77,16,389,29,56,175,114,70,112,18,84,13,667,73,183,286,176,165,103,82,118,14,1205,94,164,197,147,152,95,91,157,34,1122,102,139,249,202,202,124,124,185,29,1350,91,181,178,135,139,66,120,171,24,1096,25,35,34,26,27,16,14,35,8,225,9,4,3,3,3,0,0,3,3,28,3,0,0,0,0,0,0,0,0,5,431,757,1181,836,765,695,449,833,138,6085
2014,4,0,25,52,9,112,5,78,0,290,15,25,84,60,23,45,31,63,7,347,42,126,143,83,54,45,96,74,7,679,73,162,159,107,101,59,113,106,12,899,121,152,169,112,129,53,185,159,20,1098,115,156,103,89,107,49,138,118,11,884,33,30,16,21,26,11,29,27,4,203,10,3,0,0,6,8,3,3,3,39,0,0,0,0,0,0,0,0,0,3,414,663,707,528,451,383,596,626,76,4446
2015,5,9,48,44,14,175,11,96,6,399,36,66,136,86,40,88,12,70,9,537,129,358,245,177,115,77,49,147,24,1324,180,319,210,138,134,104,56,114,20,1257,181,262,181,193,176,86,81,153,23,1337,122,190,142,130,161,89,68,138,15,1052,35,32,26,22,28,11,14,38,3,212,0,4,5,0,5,0,0,5,0,31,0,4,0,0,0,0,0,0,3,10,698,1245,986,783,662,633,289,761,99,6155
2016,26,25,146,172,77,609,18,259,36,1362,113,205,379,271,179,288,77,273,28,1812,438,1051,763,437,423,325,221,559,56,4282,601,850,565,460,513,324,270,501,80,4165,670,747,565,467,673,389,355,572,61,4497,480,631,342,377,500,258,326,462,45,3425,139,150,67,83,92,78,92,120,16,845,28,11,4,10,12,9,12,11,9,94,5,0,0,3,3,0,0,0,4,20,2503,3679,2830,2275,2478,2269,1372,2765,335,20507
2017,4,3,47,54,10,115,4,69,3,322,33,57,115,75,49,67,15,62,5,476,146,235,200,95,92,91,46,113,13,1019,129,181,121,85,121,81,52,100,17,884,153,151,102,114,134,94,73,140,12,970,142,134,70,86,131,79,52,87,12,796,39,26,6,16,18,12,14,23,8,165,5,0,3,0,7,0,0,8,5,31,0,0,0,0,0,0,0,0,0,4,651,785,666,523,560,538,254,606,75,4666
2018,13,4,131,145,30,399,21,197,15,946,75,182,367,286,201,263,46,163,27,1622,275,827,717,388,514,310,220,355,69,3671,389,608,510,338,534,275,240,357,46,3300,420,555,551,365,575,245,332,405,69,3505,290,416,384,319,398,173,303,338,49,2673,86,93,72,62,73,43,56,69,23,577,18,11,6,3,6,7,3,9,7,80,4,0,0,0,0,0,0,0,0,8,1570,2707,2743,1903,2323,1721,1217,1896,298,16376
2019,3,6,67,80,12,227,7,130,9,558,32,82,148,105,56,102,31,97,14,655,141,358,288,177,137,132,72,154,17,1469,182,345,232,205,194,155,102,150,28,1583,219,328,184,243,276,141,160,225,18,1793,164,287,143,185,224,129,140,166,13,1449,46,44,29,27,35,31,32,41,13,296,14,6,3,0,6,3,0,4,3,39,0,0,0,0,3,0,0,0,0,10,801,1458,1084,1027,953,920,547,962,109,7862
2020,36,11,156,144,44,251,18,258,13,934,76,117,336,198,118,181,62,226,14,1321,304,590,650,315,321,252,160,382,58,3036,407,565,451,298,361,174,196,323,50,2829,555,605,484,410,453,243,284,414,44,3483,412,565,344,251,345,166,250,319,46,2687,186,123,70,43,81,38,62,75,24,703,64,9,5,7,8,3,3,14,9,121,6,0,3,6,0,0,0,3,0,17,2051,2582,2494,1660,1729,1320,1034,2010,256,15136
2021,14,16,113,161,45,525,28,275,20,1203,80,170,298,248,107,319,78,295,24,1618,246,701,606,345,280,274,140,483,36,3116,392,745,459,342,368,219,160,325,32,3052,460,730,413,372,542,304,259,414,45,3526,333,513,279,312,386,233,194,359,30,2629,115,92,46,42,58,46,46,90,12,548,25,11,3,5,9,4,3,9,11,68,8,0,0,0,3,0,0,0,3,16,1669,2974,2223,1823,1799,1926,907,2248,210,15780
3000,374,273,3162,2486,862,5547,541,4480,345,18063,1300,1984,5335,3219,2008,2528,1629,5411,338,23746,5976,7961,10941,5462,5628,3186,5611,8869,769,54397,9447,8864,10546,6538,7638,3749,7271,7879,1012,62950,12892,9447,9915,7525,9194,4509,9244,9893,1152,73761,11654,7423,7316,5351,6576,3522,7208,8508,922,58486,6012,1786,1392,898,1536,1000,1629,1994,502,16742,1869,198,133,73,180,104,125,254,235,3164,233,27,18,4,26,11,15,33,49,419,49747,37967,48749,31550,33664,24156,33263,47315,5326,311736
3001,902,1600,6074,10890,3942,20757,1907,11243,897,58218,5247,15421,16880,19110,14182,17709,5661,13099,1714,109014,24849,67823,37212,25854,34605,18173,13942,21128,4224,247812,34787,66755,29694,21491,35407,13947,13789,16701,3937,236514,33900,52297,25378,20637,37003,14049,15008,17748,3305,219325,18718,31130,15904,12814,24384,9781,11131,13140,1882,138876,4182,7139,2908,2235,5098,2705,2532,2992,647,30440,469,697,237,122,363,274,136,298,255,2843,49,70,24,21,34,28,7,20,87,355,123094,242940,134309,113169,155010,97432,64118,96373,16946,1043400
3002,21,17,176,287,105,756,48,407,27,1853,152,184,433,364,201,352,122,472,28,2307,465,914,849,589,538,441,339,815,71,5024,613,1100,755,624,614,436,398,590,86,5214,677,1073,711,695,893,428,494,725,75,5772,486,784,621,536,613,364,423,620,57,4500,156,136,96,72,153,60,86,115,17,893,36,16,3,4,13,10,5,9,22,125,8,0,0,0,0,3,0,0,6,17,2607,4229,3658,3175,3137,2849,1911,3751,387,25702
3003,61,80,405,692,196,1556,75,653,61,3773,245,673,1083,1070,563,868,207,650,90,5441,1276,3122,2563,2181,1634,1146,661,1126,229,13932,1822,3481,2309,2187,2204,1195,788,1266,253,15503,2050,3206,1953,1917,2265,1307,935,1381,275,15292,1400,2071,1253,1104,1618,919,722,1074,158,10324,303,479,257,196,377,287,231,279,60,2461,43,42,13,8,30,25,16,32,23,222,8,4,3,0,0,9,0,3,8,33,7209,13151,9827,9351,8887,7304,3633,6466,1143,66979
3004,7,5,68,63,30,157,11,87,7,432,30,65,169,71,63,102,65,98,6,666,121,301,378,129,199,124,257,147,15,1670,168,232,297,104,193,114,276,101,22,1514,185,182,205,95,200,123,251,115,22,1372,94,96,123,45,125,61,154,75,17,789,32,14,27,0,14,12,28,22,6,156,11,0,0,0,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,643,901,1261,503,827,691,1044,661,87,6615
3005,17,10,206,158,56,481,39,281,23,1272,79,215,523,235,199,232,148,260,22,1914,346,786,1095,442,485,308,472,532,78,4542,452,791,1047,412,523,251,541,445,71,4537,463,699,887,401,545,281,643,498,80,4489,278,333,439,187,320,150,461,323,44,2539,67,66,61,21,51,34,54,55,7,414,8,4,3,0,3,3,0,8,5,27,0,0,0,0,0,0,0,0,0,4,1710,2899,4257,1857,2189,1740,2354,2396,336,19736
3006,250,334,1774,3101,877,6470,458,3275,296,16840,1452,3113,4506,5134,2908,5054,1062,3316,434,26987,6752,12887,11052,7755,7295,5709,2761,5610,982,60804,9248,14066,10151,6990,8868,5193,3025,5042,1129,63716,9297,11558,8715,6976,9757,5892,3541,5575,1007,62316,5976,7862,5447,4449,6971,4623,2851,4393,674,43247,1809,2172,1209,864,1816,1604,861,1178,298,11813,227,226,81,64,160,153,70,137,105,1214,32,18,5,4,10,16,3,6,38,134,35048,52245,42944,35341,38660,34709,14630,28536,4962,287079
3007,3,13,58,79,33,192,19,139,15,545,20,43,154,94,60,118,49,133,7,684,110,196,307,177,166,165,137,215,23,1488,139,237,253,188,198,141,124,206,19,1504,168,257,206,246,219,172,169,222,28,1684,139,207,172,153,183,93,118,168,20,1246,36,32,31,27,40,19,36,32,11,269,8,3,0,0,3,0,3,0,3,29,3,3,3,0,0,0,0,0,0,5,628,990,1186,966,900,902,650,1119,130,7464
3008,12,10,114,195,60,474,34,231,18,1160,54,164,223,257,93,222,58,186,16,1279,246,645,521,467,276,277,132,294,45,2898,384,794,538,550,405,312,185,347,51,3572,441,797,507,614,555,376,257,462,57,4063,356,562,395,449,386,271,223,360,37,3039,78,137,62,51,65,80,43,81,18,622,7,14,5,3,9,5,4,4,14,67,0,3,0,0,0,0,0,0,0,10,1580,3117,2369,2596,1857,2024,933,1965,259,16694
3009,7,0,42,30,12,120,4,96,5,325,15,56,78,51,36,72,20,118,4,461,87,184,143,100,87,64,59,149,7,881,89,150,117,129,99,53,80,120,11,859,137,128,113,110,100,56,77,124,9,859,93,129,91,88,102,47,60,68,3,683,32,28,18,9,12,11,9,15,6,140,10,0,0,0,7,0,3,0,3,22,0,0,0,0,0,0,0,0,0,4,474,683,610,515,463,428,316,695,54,4233
3010,24,48,334,338,115,861,65,460,34,2275,114,419,895,428,337,482,232,397,54,3355,626,1654,2083,760,906,573,824,667,126,8224,840,1411,1589,656,991,540,884,685,127,7712,975,1328,1374,726,1220,629,1126,795,127,8298,654,871,790,455,761,443,801,587,88,5444,148,148,116,72,107,77,129,139,34,975,20,8,4,8,6,11,3,15,10,97,0,0,0,0,0,0,0,0,9,16,3410,5875,7192,3436,4446,3625,4067,3752,612,36408
3011,3,6,72,88,30,241,11,124,14,606,25,47,168,95,72,117,53,122,14,713,114,206,268,194,209,140,97,174,18,1429,172,290,290,276,292,147,141,190,19,1808,203,341,268,325,327,146,203,253,28,2093,156,258,193,252,258,91,183,222,12,1633,61,38,29,35,51,25,25,35,18,312,11,4,3,7,0,0,3,3,3,38,9,0,0,0,0,0,0,0,0,11,758,1199,1286,1278,1238,908,717,1130,126,8648
3012,3,3,86,56,38,170,15,97,7,489,27,157,245,115,88,89,106,92,11,932,161,532,632,233,228,124,405,145,40,2495,167,310,444,184,229,92,309,131,39,1906,180,266,363,184,220,85,333,146,45,1814,100,123,204,72,123,63,199,126,19,1031,28,30,28,25,34,13,46,33,4,245,4,0,4,0,3,0,3,5,0,25,0,0,0,0,0,0,0,0,0,0,673,1431,2000,872,954,641,1423,781,163,8941
3013,21,44,296,419,129,977,62,488,24,2448,134,409,789,580,384,539,177,464,44,3528,563,1497,1592,898,1000,568,648,837,103,7708,652,1347,1126,763,970,412,608,840,82,6800,804,1250,1029,853,1116,498,728,756,95,7128,560,859,683,559,790,319,548,547,51,4914,138,164,99,80,122,76,112,113,11,913,30,16,6,8,6,9,9,14,13,106,0,0,0,0,0,0,4,0,3,13,2895,5578,5618,4160,4524,3397,2894,4060,427,33555
3014,121,168,1057,1789,416,3132,193,1850,122,8835,561,998,2223,2075,1072,1886,402,1424,148,10790,2288,4916,5081,3045,2633,2104,1058,2189,316,23627,4109,6940,5035,3228,3851,2257,1298,2369,490,29566,4638,7148,4689,3680,4938,2949,1632,2869,437,32980,3148,4672,2929,2419,3559,2282,1374,2405,308,23098,945,1181,472,382,782,673,373,560,129,5491,109,109,31,22,45,55,28,60,52,518,16,5,6,3,8,3,0,3,20,64,15933,26138,21521,16640,17306,15337,6366,13725,2019,134972
3015,58,66,608,762,260,1336,65,840,42,4033,281,677,1269,981,749,838,237,802,57,5890,1106,2847,2353,1409,1656,917,732,1208,132,12348,1416,2882,1762,1235,1759,820,729,1048,139,11792,1634,2885,1545,1341,1993,828,868,1233,149,12472,1125,2126,1049,908,1474,686,779,965,108,9223,356,467,231,181,272,189,193,252,49,2188,57,29,22,15,14,14,11,32,31,227,8,0,7,0,3,3,5,0,3,23,6046,11984,8841,6830,8178,5627,3615,6368,706,58198
3016,60,96,555,1166,287,2018,170,1027,64,5431,409,1082,1736,2597,973,1445,546,962,139,9903,1535,4453,3531,2938,2274,1304,1289,1320,274,18917,2044,3915,2563,2032,2540,1081,1278,1310,280,17035,2133,3362,2124,2034,2731,1100,1340,1471,216,16513,1236,2093,1299,1154,1768,747,1034,1193,140,10666,235,416,235,186,329,164,221,281,32,2106,24,34,23,11,16,20,23,27,13,196,3,3,0,0,4,0,0,4,3,25,7681,15459,12066,12123,10933,7875,5903,7596,1161,80793
