SUA_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
2003,0,30,2839,2864,53,439,2626,3121,1826,1405,2391,5626,3065,763,1387,5210,3158,605,1549,5314,3143,386,1348,4873,2530,181,943,3652,1330,69,500,1903,322,8,245,574,15437,3874,13825,33140,3,52,2584,2642,112,656,2449,3215,2305,1384,2311,5991,3294,773,1820,5889,3270,631,2214,6113,3090,328,2134,5550,2367,137,1809,4313,987,31,1464,2482,159,3,871,1034,15590,3990,17658,37236,3,84,5424,5508,168,1096,5075,6340,4128,2791,4703,11620,6361,1536,3208,11102,6427,1232,3765,11431,6230,713,3479,10421,4902,314,2745,7967,2322,97,1966,4384,479,12,1120,1612,31025,7868,31483,70372
2004,3,20,2712,2729,87,503,2327,2914,1822,1286,2169,5276,2777,680,1353,4806,2849,571,1515,4937,3042,328,1381,4753,2489,132,907,3528,1405,47,521,1980,341,13,270,615,14821,3566,13153,31540,8,73,2521,2607,145,678,2236,3057,2311,1307,2179,5796,2990,680,1757,5430,3021,540,1968,5529,3061,281,2028,5368,2280,113,1641,4037,1069,31,1289,2379,178,7,763,952,15054,3716,16384,35149,8,89,5236,5338,229,1182,4560,5972,4133,2596,4346,11075,5761,1360,3114,10234,5870,1108,3481,10461,6102,607,3405,10117,4772,250,2543,7564,2471,75,1808,4357,520,18,1035,1567,29871,7284,29531,66687
2005,0,3,330,334,15,62,265,338,199,130,331,661,338,87,210,630,353,87,190,636,398,61,176,634,336,14,150,498,213,7,81,300,59,0,42,98,1909,448,1776,4130,0,7,304,309,14,88,204,307,261,126,226,618,328,89,173,587,386,80,252,716,407,49,272,727,316,11,239,564,170,11,253,435,27,0,156,188,1914,460,2086,4457,0,6,637,646,29,149,469,653,458,258,554,1276,661,181,378,1217,735,170,441,1348,806,110,446,1361,651,24,385,1059,381,13,334,731,89,0,202,290,3818,909,3854,8587
2006,0,0,582,580,11,78,298,388,337,221,320,871,542,163,215,923,660,151,277,1088,728,106,293,1117,751,66,251,1062,420,21,133,574,84,3,57,144,3529,810,2421,6762,0,6,536,546,17,111,263,393,412,244,367,1022,615,156,277,1049,718,149,367,1235,767,88,367,1232,712,53,365,1124,310,11,349,672,41,3,171,213,3587,831,3062,7478,0,8,1118,1124,30,190,564,784,748,467,684,1897,1160,327,490,1971,1378,302,643,2327,1497,192,658,2348,1460,114,614,2190,725,35,486,1245,124,3,227,356,7117,1639,5482,14243
2007,6,39,6783,6823,132,799,6194,7125,4623,3063,5717,13408,8527,2002,3277,13806,8527,1455,3719,13701,8503,991,3237,12733,7035,445,2191,9672,3689,123,1232,5042,993,23,690,1711,42031,8940,33038,84013,12,96,6413,6511,280,1127,5370,6777,6041,3241,5292,14578,9080,1931,4134,15145,8978,1537,4946,15461,8436,867,4837,14135,6466,338,4155,10957,2860,79,3434,6364,474,11,2130,2616,42625,9222,40709,92557,12,130,13192,13340,414,1927,11567,13904,10673,6311,11010,27986,17603,3933,7409,28951,17503,2992,8666,29158,16944,1855,8071,26872,13501,777,6354,20632,6545,202,4663,11407,1469,32,2823,4322,84660,18159,73752,176572
2008,0,0,649,649,6,26,415,449,321,169,253,750,911,168,129,1210,995,192,200,1385,864,112,177,1154,711,40,140,896,241,6,69,315,39,0,39,82,4095,714,2076,6888,0,0,602,602,14,42,367,415,437,180,247,868,1015,181,199,1394,1060,174,288,1523,851,80,268,1205,604,24,263,893,161,3,125,295,24,0,77,100,4164,688,2428,7283,0,0,1253,1253,15,67,778,865,761,354,503,1616,1924,352,325,2605,2052,362,489,2906,1718,194,444,2360,1316,67,407,1787,404,6,196,604,60,0,119,179,8257,1405,4507,14170
2009,0,10,431,437,13,74,324,410,291,247,317,854,475,89,181,742,542,72,231,847,569,60,235,867,459,14,153,626,315,9,116,436,90,3,51,150,2756,581,2035,5373,0,19,395,414,24,129,300,448,385,204,352,945,508,106,261,877,581,70,291,943,571,53,335,954,452,15,279,747,240,0,334,576,52,0,197,250,2807,595,2751,6150,0,29,829,853,32,206,625,862,674,454,674,1797,981,193,441,1619,1125,146,517,1795,1140,112,568,1826,914,32,428,1375,555,9,449,1013,142,3,250,395,5560,1180,4787,11528
2010,80,569,121049,121695,2896,9618,133985,146499,106595,56492,151558,314647,176645,34434,66844,277923,164177,25427,62091,251694,135929,15117,48685,199729,100669,6433,30569,137673,53345,1781,17640,72769,13932,367,9674,23975,754270,150243,642094,1546610,246,982,115532,116758,8357,14437,120350,143146,141337,58686,127977,327996,182548,33369,74845,290754,165152,23949,81445,270548,129987,12691,73805,216486,89316,4686,60025,154027,37785,1043,49818,88644,6273,186,28650,35106,760997,150029,732450,1643476,324,1550,236585,238458,11251,24056,254338,289647,247931,115180,279536,642647,359188,67802,141687,568686,329328,49376,143529,522236,265919,27810,122489,416219,189987,11124,90596,291697,91127,2824,67459,161412,20208,555,38326,59087,1515266,300271,1374549,3190087
2011,0,17,1741,1763,48,228,1488,1756,1537,852,1698,4092,2246,576,1070,3894,1848,349,948,3142,1807,211,733,2749,1376,97,487,1962,417,17,201,635,61,3,71,135,9342,2350,8432,20127,0,31,1630,1656,134,318,1355,1802,2082,919,1629,4628,2196,545,1254,3990,1830,334,1140,3307,1842,190,1110,3145,1078,70,843,1990,251,11,417,678,32,0,178,213,9441,2415,9553,21406,3,43,3371,3418,176,546,2837,3560,3623,1769,3326,8721,4442,1123,2322,7886,3679,682,2089,6443,3647,402,1840,5894,2454,163,1330,3952,669,32,613,1315,94,5,246,350,18781,4766,17983,41536
2012,0,20,1521,1541,38,230,912,1170,850,608,1022,2483,1353,363,701,2421,1549,310,894,2753,1720,208,832,2764,1509,113,561,2181,784,37,295,1122,209,3,135,354,8016,1901,6872,16788,0,42,1321,1364,79,308,880,1267,1095,616,1041,2754,1564,378,790,2731,1711,328,1029,3066,1711,195,933,2836,1357,78,812,2253,603,18,739,1364,92,3,403,502,8216,1970,7952,18141,0,63,2840,2906,115,530,1790,2436,1941,1230,2062,5236,2914,749,1493,5149,3268,638,1922,5824,3431,400,1764,5602,2869,196,1370,4438,1385,61,1033,2486,305,12,539,855,16226,3876,14830,34924
2013,0,0,473,474,21,93,355,468,239,171,369,784,347,132,287,763,451,93,359,901,562,82,375,1017,496,37,258,786,263,12,150,421,85,0,43,125,2456,628,2672,5754,0,14,399,409,14,120,330,472,327,179,379,885,381,128,320,826,506,119,403,1020,569,66,426,1058,438,32,382,844,220,8,305,531,32,0,176,212,2487,659,3115,6266,0,15,874,884,36,220,685,937,564,354,752,1667,730,253,608,1588,954,210,756,1928,1135,145,795,2081,930,67,641,1637,478,18,455,951,118,0,219,344,4945,1294,5783,12021
2014,0,7,316,322,7,53,196,251,125,113,179,420,257,91,175,520,367,80,250,698,412,68,209,686,319,20,153,490,176,6,62,245,48,0,31,78,1704,444,1571,3714,0,15,258,271,10,76,138,218,174,123,174,473,314,89,187,597,378,88,221,686,419,67,246,734,278,12,184,479,133,0,161,296,22,0,85,106,1727,466,1658,3851,0,21,572,592,16,131,330,469,302,238,356,892,573,186,367,1116,745,171,471,1383,831,140,452,1418,599,36,343,971,309,6,222,537,73,0,114,184,3427,917,3228,7571
2015,0,5,423,429,9,63,286,357,306,170,285,756,441,103,171,707,439,82,217,736,476,46,207,728,399,27,139,564,206,11,95,306,62,0,52,111,2325,505,1875,4703,0,14,375,381,16,91,216,332,379,190,285,857,480,100,258,836,481,84,338,911,494,52,303,853,351,18,251,619,141,3,250,390,45,0,147,198,2392,553,2426,5368,0,17,792,814,23,158,507,685,689,355,570,1615,921,201,429,1547,922,172,558,1646,970,102,512,1585,750,40,394,1181,348,14,340,697,105,0,200,306,4718,1052,4301,10069
2016,0,18,1580,1596,58,175,1013,1247,1048,549,1112,2710,1491,312,773,2574,1676,257,856,2782,1584,171,689,2453,1291,83,466,1840,686,31,282,994,201,3,116,319,8038,1588,6886,16517,6,32,1414,1458,144,245,850,1248,1310,536,1060,2907,1623,310,895,2824,1712,258,972,2942,1544,159,952,2654,1164,51,786,1994,516,23,663,1198,96,8,367,471,8108,1622,7961,17690,6,49,2990,3052,202,420,1868,2499,2359,1083,2170,5619,3110,620,1667,5394,3381,513,1831,5727,3133,331,1642,5105,2453,135,1251,3839,1201,51,942,2188,296,10,484,789,16150,3214,14847,34213
2017,0,5,302,301,6,64,224,292,218,136,245,605,305,53,166,527,338,59,173,562,347,26,145,520,257,16,113,382,187,6,71,264,62,0,38,104,1724,356,1470,3549,0,9,281,298,27,76,172,279,263,126,215,611,351,54,165,567,338,43,198,587,336,22,177,536,236,11,186,436,150,4,224,381,33,0,121,155,1747,357,1741,3848,0,14,584,600,39,136,391,570,484,265,461,1212,655,105,333,1095,675,101,373,1146,684,49,322,1052,497,25,294,816,339,12,297,644,99,0,161,259,3473,715,3215,7400
2018,0,13,1070,1081,33,216,837,1090,708,556,955,2219,1067,299,627,1991,1197,261,774,2227,1321,144,694,2157,1044,71,446,1558,623,24,234,880,149,0,108,256,6138,1591,5742,13469,3,40,960,1002,59,312,789,1156,921,560,982,2459,1174,278,744,2201,1234,254,884,2378,1363,133,797,2294,978,54,720,1750,441,16,624,1082,60,3,322,382,6232,1647,6824,14709,4,55,2030,2088,97,527,1625,2247,1625,1115,1939,4678,2245,581,1373,4195,2434,518,1657,4607,2679,277,1491,4452,2020,120,1166,3309,1064,40,854,1967,205,3,426,640,12369,3239,12568,28178
2019,0,6,485,490,8,93,295,402,265,229,340,836,523,129,269,926,596,114,318,1025,623,72,297,994,541,28,227,802,352,11,115,483,111,0,72,187,3026,691,2433,6148,0,13,481,494,19,130,263,414,368,222,359,944,562,127,348,1029,588,113,434,1127,659,63,430,1153,537,30,412,979,282,3,396,685,45,6,250,300,3066,699,3366,7131,0,19,970,992,26,222,561,813,636,454,697,1783,1089,254,616,1952,1181,223,750,2155,1288,130,730,2146,1083,64,637,1785,637,20,513,1171,155,7,325,482,6094,1387,5796,13277
2020,0,7,1039,1041,30,128,684,838,689,430,609,1731,1022,236,385,1641,1231,228,457,1922,1261,159,453,1873,1222,70,309,1594,631,24,224,878,127,0,84,214,6214,1277,4244,11736,0,15,988,1006,56,171,576,802,854,443,598,1889,1117,255,500,1876,1342,231,656,2223,1280,136,659,2074,1143,49,584,1777,418,13,518,945,63,3,281,346,6276,1313,5354,12941,0,22,2025,2052,90,291,1257,1639,1540,872,1208,3627,2139,493,881,3518,2578,460,1115,4146,2540,296,1111,3946,2362,115,896,3371,1046,36,742,1822,191,0,368,563,12486,2591,9605,24684
2021,0,10,1000,1017,23,155,818,991,545,442,795,1790,986,265,458,1707,1153,196,505,1851,1147,143,452,1745,993,55,285,1329,485,15,167,669,151,7,87,235,5483,1288,4567,11339,4,23,969,996,33,220,650,902,700,437,737,1873,1058,247,601,1898,1258,200,726,2183,1153,130,680,1965,895,33,564,1498,385,14,554,951,77,3,319,396,5555,1313,5795,12662,4,34,1967,2011,52,373,1460,1892,1249,882,1532,3661,2036,509,1061,3608,2412,397,1228,4035,2301,272,1132,3706,1890,92,847,2828,873,28,730,1623,225,6,398,630,11046,2598,10355,23998
3000,17,277,18905,19200,554,2916,11551,15022,10817,7849,12477,31137,19812,6303,9919,36036,25093,6187,13016,44293,27962,4518,13635,46110,24875,2315,10829,38018,10930,589,5278,16803,2010,60,1711,3781,122068,30997,97327,250395,29,677,16808,17511,1205,4183,9286,14673,15156,8672,11205,35030,23395,6709,9884,39990,27871,6341,11996,46200,28716,4024,12023,44765,21613,1697,10686,33993,6989,299,7700,14990,816,41,3626,4484,125782,32642,93207,251634,42,949,35714,36705,1764,7098,20828,29694,25976,16516,23680,66170,43209,13006,19805,76023,52958,12521,25009,90491,56678,8543,25653,90870,46486,4004,21519,72014,17918,888,12983,31788,2824,104,5336,8269,247850,63644,190530,502021
3001,37,762,64628,65423,1994,9456,61581,73033,48789,32263,64164,145218,82107,19484,34237,135829,80085,14273,32007,126362,67978,8021,25666,101663,51730,3749,17171,72652,23284,881,8857,33024,5557,152,4266,9979,361574,89035,312569,763181,114,1405,61177,62694,4362,13629,55410,73400,64120,33371,56202,153689,88326,18972,38676,145973,82044,13500,41049,136594,65834,7041,36781,109660,44931,2675,31329,78932,16302,520,22692,39512,2561,76,12845,15485,368587,91193,356160,815943,151,2169,125800,128123,6352,23085,116989,146429,112911,65634,120364,298906,170432,38460,72908,281800,162129,27770,73058,262957,133818,15062,62448,211324,96660,6422,48499,151580,39592,1403,31549,72540,8118,226,17115,25461,730159,180232,668731,1579125
3002,0,43,1922,1962,70,317,1166,1552,1071,700,1275,3038,1743,442,943,3122,2067,426,1132,3634,2395,332,1052,3777,2552,214,891,3660,1487,68,573,2122,349,19,220,586,11737,2550,9172,23453,10,92,1769,1866,151,420,1002,1575,1414,710,1380,3500,1999,454,1171,3629,2298,429,1380,4111,2538,315,1400,4249,2352,162,1401,3922,1115,51,1303,2476,148,4,699,851,12030,2642,11509,26177,7,132,3688,3833,222,737,2166,3124,2477,1406,2652,6538,3743,891,2110,6751,4368,862,2518,7746,4931,643,2454,8032,4910,377,2289,7583,2604,116,1880,4597,500,25,913,1436,23769,5189,20676,49630
3003,5,55,3931,3994,91,605,2658,3349,2289,2082,3415,7780,4344,1606,2375,8330,4597,1312,2672,8583,4059,826,2398,7284,3098,346,1620,5064,1215,59,634,1912,208,18,223,450,19913,6901,19926,46740,8,124,3650,3774,200,864,2464,3528,3233,2349,3373,8956,5160,1674,3150,9992,4898,1239,3393,9531,3906,646,2956,7513,2381,201,2132,4715,756,38,1168,1963,90,3,629,719,20642,7139,22916,50695,10,175,7577,7765,298,1464,5124,6881,5517,4431,6786,16735,9506,3285,5528,18322,9494,2550,6064,18112,7966,1470,5357,14799,5483,543,3755,9780,1975,92,1801,3874,303,20,852,1171,40550,14038,42848,97437
3004,0,5,362,370,22,102,258,391,398,228,287,913,561,115,134,810,470,73,178,718,342,41,124,505,136,4,69,209,41,3,19,62,9,0,7,15,1980,575,1435,3993,0,26,326,351,40,162,180,380,547,224,222,995,597,112,158,874,482,79,183,747,305,34,138,483,109,9,63,185,27,0,49,76,4,0,18,18,2125,640,1334,4094,0,33,687,713,66,264,435,771,948,449,507,1907,1156,228,292,1682,955,146,363,1465,646,73,260,982,252,13,131,393,63,3,64,137,10,0,19,32,4107,1216,2768,8087
3005,0,38,1318,1352,48,334,884,1264,1031,763,898,2698,1707,407,650,2762,1610,371,775,2755,1362,174,583,2117,694,58,294,1047,303,14,121,434,51,3,43,91,6819,2165,5555,14534,4,77,1072,1152,108,455,641,1202,1420,778,824,3021,1869,395,644,2906,1673,354,677,2699,1268,137,463,1860,589,64,376,1025,203,12,306,519,21,0,134,153,7146,2261,5129,14540,6,112,2387,2508,157,786,1525,2465,2448,1547,1725,5721,3577,800,1293,5666,3283,722,1449,5458,2627,311,1042,3978,1287,119,668,2073,505,19,425,953,70,3,178,249,13961,4423,10686,29071
3006,10,191,17034,17236,387,2401,14301,17092,10499,8874,15239,34614,20487,5944,9457,35887,21171,4507,9648,35323,19125,2865,8370,30359,17965,1747,6647,26357,9235,516,3613,13355,2265,91,1708,4072,101145,27123,86019,214292,24,368,16340,16730,832,3683,13049,17565,14393,9444,13824,37665,22943,5592,11306,39837,22094,4425,12958,39483,19350,2673,12737,34757,15928,1220,11219,28363,6394,291,8281,14971,1122,37,4719,5879,103079,27742,104424,235249,38,555,33373,33968,1220,6085,27349,34650,24889,18314,29065,72272,43431,11537,20760,75724,43269,8933,22604,74807,38472,5535,21108,65113,33889,2966,17869,54722,15626,806,11889,28329,3385,133,6425,9946,204228,54866,190448,449541
3007,0,13,579,595,24,92,360,478,296,240,426,961,485,151,306,936,569,113,378,1062,641,67,349,1058,646,55,238,938,372,18,147,531,99,0,72,172,3124,750,2857,6729,0,33,534,565,47,138,333,519,408,247,430,1084,529,150,432,1106,668,96,523,1286,665,76,497,1237,582,41,471,1097,273,9,409,691,50,3,213,268,3219,784,3849,7853,0,44,1113,1162,66,235,695,999,705,484,858,2042,1010,298,737,2041,1228,204,910,2342,1303,147,840,2290,1227,92,718,2035,642,30,557,1221,151,6,285,443,6342,1532,6709,14582
3008,0,18,1310,1333,29,188,665,875,585,435,769,1797,1143,325,640,2109,1386,348,783,2509,1874,241,822,2940,2537,231,762,3529,1457,86,477,2022,276,17,179,467,9284,1882,6406,17572,0,52,1220,1271,58,244,652,953,819,493,843,2149,1339,345,947,2633,1645,340,1105,3083,2090,272,1158,3525,2390,172,1278,3844,1007,58,1011,2073,117,3,493,611,9464,1982,8704,20154,0,76,2527,2601,79,431,1319,1831,1406,929,1617,3951,2480,672,1588,4743,3029,683,1882,5593,3968,516,1982,6463,4925,402,2036,7371,2467,137,1484,4097,389,22,668,1079,18749,3870,15109,37722
3009,0,15,305,313,18,85,192,292,209,139,193,544,282,75,136,491,286,50,162,494,333,25,139,499,282,11,110,408,165,7,63,233,37,0,36,70,1611,413,1323,3348,0,28,253,289,25,110,176,310,268,126,223,611,304,82,196,583,306,41,198,544,347,29,192,568,255,10,197,459,113,3,153,270,16,0,88,106,1636,434,1677,3744,3,41,555,605,47,196,367,604,473,270,412,1156,586,157,335,1077,587,95,355,1040,675,60,328,1062,541,25,307,863,280,14,217,507,53,0,123,177,3244,848,2998,7091
3010,0,37,2208,2246,68,481,1498,2044,1608,1192,1698,4500,2377,638,1157,4172,2685,556,1293,4534,2465,327,1051,3846,1616,101,627,2346,781,32,359,1170,193,6,146,352,11795,3371,10043,25210,4,113,2078,2195,182,709,1239,2129,2283,1249,1560,5100,2827,659,1295,4782,2975,562,1367,4909,2458,286,1203,3943,1393,101,948,2448,570,25,885,1475,86,3,463,551,12785,3711,11038,27531,4,149,4288,4441,251,1187,2742,4175,3894,2450,3261,9602,5204,1298,2450,8956,5660,1124,2661,9446,4919,611,2251,7787,3007,207,1580,4791,1353,53,1237,2647,281,11,612,902,24581,7078,21080,52739
3011,0,17,719,731,24,109,453,591,338,221,451,1008,575,192,431,1192,762,163,479,1405,977,126,508,1614,1019,78,402,1496,525,27,232,783,120,0,102,227,4350,930,3783,9056,0,24,661,694,51,149,353,546,443,245,444,1137,720,207,450,1376,855,170,560,1586,1026,113,592,1734,899,63,567,1522,387,20,469,874,61,4,256,324,4445,995,4355,9800,3,38,1386,1424,76,253,811,1138,783,459,900,2142,1296,400,878,2576,1620,333,1036,2994,2000,246,1105,3352,1915,139,967,3021,914,47,700,1662,183,4,361,550,8792,1926,8142,18856
3012,0,8,470,478,13,152,386,559,479,427,521,1429,568,230,315,1117,556,133,359,1046,400,81,255,740,232,15,160,403,79,3,60,139,9,0,12,21,2342,1055,2538,5934,0,30,399,428,54,215,295,558,587,428,427,1444,619,195,275,1086,548,139,290,974,349,66,180,592,157,15,143,315,51,0,75,131,4,4,39,38,2366,1092,2116,5577,0,44,865,908,67,367,683,1117,1071,854,954,2874,1185,423,591,2204,1104,276,646,2024,751,149,440,1336,390,31,300,715,136,7,133,271,13,4,47,63,4711,2148,4655,11510
3013,3,59,2222,2283,95,500,1597,2195,1591,1058,1792,4443,2201,565,1086,3849,2371,424,1235,4026,2301,267,1043,3611,1634,112,676,2423,843,29,426,1307,212,7,161,381,11242,3028,10243,24517,4,127,2132,2270,194,667,1416,2281,2136,1095,1593,4830,2445,538,1313,4295,2618,463,1463,4544,2274,267,1231,3769,1436,83,1060,2579,643,22,1008,1675,96,3,509,602,11849,3269,11724,26842,10,194,4354,4551,287,1171,3018,4471,3728,2154,3389,9270,4642,1102,2397,8141,4990,888,2700,8570,4570,535,2277,7376,3070,192,1735,5003,1488,59,1430,2977,308,7,670,979,23090,6297,21966,51357
3014,0,89,8341,8426,202,899,5493,6592,4388,3191,5602,13180,9623,2626,3978,16228,10984,2312,4461,17752,11089,1767,4111,16971,10908,991,3182,15081,5970,286,1755,8006,1433,32,924,2388,54598,12187,37843,104627,13,172,7884,8062,384,1410,4817,6615,6180,3523,5122,14822,11071,2619,4948,18640,12083,2510,6612,21201,11441,1599,6374,19418,10065,760,5660,16482,4264,153,4503,8921,708,21,2618,3349,56211,12769,48529,117512,17,253,16226,16491,579,2311,10305,13199,10566,6718,10719,28000,20692,5244,8928,34871,23071,4820,11073,38956,22530,3365,10488,36383,20976,1748,8838,31566,10231,446,6256,16929,2146,51,3541,5737,110805,24961,86371,222138
3015,6,63,3856,3928,176,687,2685,3553,2921,1533,2653,7109,4298,720,1654,6674,4425,656,1764,6838,4377,398,1473,6249,3586,209,1014,4806,1927,53,646,2625,495,7,333,832,22208,4324,16088,42616,14,141,3510,3670,359,941,2332,3624,3729,1473,2553,7756,4616,723,2193,7537,4761,630,2460,7853,4374,379,2362,7118,3301,157,2194,5650,1443,24,1911,3382,219,4,1140,1366,22811,4474,20665,47952,24,205,7370,7595,535,1628,5014,7180,6658,3003,5204,14858,8916,1446,3854,14214,9185,1284,4223,14689,8751,775,3841,13361,6880,366,3208,10458,3370,75,2557,6006,708,16,1476,2196,45023,8794,36746,90567
3016,4,104,5237,5335,198,1299,4356,5856,3466,2848,4225,10534,5223,1578,2628,9434,5508,1136,2664,9305,4806,682,2183,7679,3504,293,1409,5198,1510,72,683,2264,360,10,283,656,24573,8021,23669,56270,11,240,4789,5034,382,1739,3910,6033,4676,3025,4057,11753,6019,1649,3191,10854,5808,1176,3288,10270,4762,609,2761,8133,2963,204,2136,5305,1093,45,1613,2758,165,10,793,965,25883,8692,26540,61107,14,342,10021,10371,582,3038,8268,11891,8137,5874,8277,22290,11242,3227,5821,20286,11313,2308,5952,19575,9573,1296,4947,15809,6464,500,3542,10503,2607,116,2298,5022,523,22,1083,1628,50458,16711,50205,117378
3017,0,11,451,455,18,92,294,407,222,157,263,638,361,85,192,635,481,88,236,803,511,57,229,800,525,38,181,747,294,7,107,405,52,4,40,92,2465,533,1987,4991,3,23,409,429,32,112,240,389,289,158,278,730,427,98,276,799,525,89,296,916,563,50,292,905,455,26,330,815,211,5,313,531,27,0,146,180,2533,569,2585,5693,3,30,856,887,56,211,533,794,509,312,539,1366,787,180,472,1440,1008,178,533,1718,1076,106,524,1705,981,65,508,1556,507,15,415,934,78,3,182,266,5002,1103,4572,10677
3018,0,10,482,485,19,87,291,401,258,206,254,717,479,140,201,813,583,116,276,975,648,96,256,1005,566,38,179,777,285,8,92,387,65,3,56,123,2900,697,2084,5684,0,22,453,482,25,122,244,389,371,237,291,900,621,152,250,1019,698,149,352,1194,707,82,303,1090,495,30,289,810,222,6,238,459,34,0,141,178,3163,793,2560,6516,0,35,933,969,44,214,530,788,629,438,546,1616,1099,283,451,1829,1277,260,631,2169,1350,181,560,2088,1059,60,466,1585,507,16,329,847,106,3,198,306,6062,1490,4648,12201
4000,12,77,6762,6853,208,809,4188,5202,3788,2577,4314,10679,7102,1961,3249,12312,9554,2096,4826,16480,11395,1631,5080,18104,10038,830,3566,14430,4585,211,1791,6585,1033,34,770,1840,47719,10220,34547,92481,26,187,5913,6128,395,1233,2943,4570,5149,2670,3206,11028,8242,2060,2942,13239,10428,2145,4099,16680,11508,1508,4029,17047,9011,588,3798,13402,3261,126,3235,6626,469,23,1962,2455,48493,10550,32131,91173,41,266,12671,12979,600,2044,7128,9778,8941,5244,7521,21700,15344,4016,6189,25555,19984,4244,8930,33154,22900,3143,9114,35155,19048,1419,7361,27824,7845,333,5031,13212,1501,59,2736,4294,96207,20771,66676,183654
4001,23,266,36300,36587,950,3808,35285,40042,26005,15387,36493,77888,43875,9736,20794,74408,45173,8270,22753,76195,42837,5547,18731,67114,35636,2480,11556,49674,19149,631,6466,26241,5281,132,3695,9099,218934,46243,192074,457252,73,548,34314,34933,2317,5694,30750,38766,35137,16231,30684,82050,46536,9662,21755,77960,46608,8299,26429,81341,42643,5008,26234,73882,32640,1871,21688,56196,14058,413,17945,32414,2529,77,11261,13868,222546,47793,221063,491400,92,812,70617,71516,3274,9497,66035,78806,61147,31615,67169,159933,90415,19393,42556,152361,91786,16571,49181,157535,85474,10552,44967,140992,68279,4351,33244,105873,33205,1040,24411,58658,7806,210,14957,22969,441476,94040,413137,948658
