SUA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
2007,0,7,14,84,84,81,168,174,45,27,8,18,29,9,10,748,0,4,12,28,26,39,47,101,14,43,24,21,26,23,10,406,0,0,0,3,16,32,64,195,34,36,45,35,39,35,24,556,0,10,139,314,72,67,28,3,4,0,0,0,3,0,15,650,0,0,0,54,14,19,21,7,0,0,0,3,6,3,15,152,61,1046,2333,2634,984,755,877,937,189,114,160,115,100,47,363,10721,0,11,6,88,61,74,143,132,36,18,37,28,34,19,25,718,0,0,0,8,118,88,59,58,17,20,20,13,27,24,76,526,0,0,3,0,12,3,48,58,5,3,10,4,3,0,3,155,18,440,737,979,373,514,713,876,182,235,340,218,253,169,288,6338,121,3650,5576,6084,2909,3142,4197,5278,993,1088,1317,1130,1350,897,1670,39391
2008,0,0,0,9,5,6,19,20,0,0,3,4,0,0,0,76,0,0,5,0,4,7,3,0,0,0,0,3,0,0,0,24,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,73,201,303,131,94,139,94,19,9,13,4,4,3,28,1110,0,0,0,20,4,10,18,13,3,0,0,0,0,0,0,77,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,17,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,11,3,25,29,52,30,27,37,20,7,0,0,0,4,0,0,241,8,249,396,526,309,266,363,259,49,27,33,29,19,12,72,2609
2009,0,0,4,0,3,3,9,9,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,4,0,9,0,0,0,3,0,21,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,20,5,32,54,65,17,6,11,12,0,4,13,4,0,0,3,236,0,0,0,3,3,0,4,5,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,11,3,11,13,8,7,10,28,42,10,3,0,0,4,0,7,144,11,97,123,110,62,51,108,251,36,39,28,31,19,24,35,1034
2010,23,54,360,967,3354,3645,6766,4412,679,684,568,641,687,428,415,23690,17,182,833,3531,2744,9851,9763,12487,1889,3177,2313,1978,2203,1536,1145,53648,0,4,17,131,833,1521,2503,3220,560,657,757,897,1146,725,721,13697,15,221,996,7362,1938,2633,1531,609,112,97,149,114,121,42,559,16501,3,42,111,4423,2404,3097,2131,976,224,161,205,155,192,133,504,14763,801,10088,23503,34072,17147,13967,17539,15632,3788,3687,3210,3007,3098,1712,4555,155803,19,124,314,1261,1298,1875,3312,2643,768,778,800,959,1064,636,572,16420,4,16,45,384,21398,23255,9663,8752,1604,1944,2493,2425,2425,1491,2829,78740,0,7,47,70,323,250,979,1284,143,160,124,161,181,117,58,3912,389,6264,9623,24504,25140,41808,48303,40005,8110,9935,11548,11733,12684,8308,8411,266755,2633,50693,104409,140210,124035,190265,233006,245854,48235,57447,63862,66839,71482,45667,49269,1493895
2011,0,0,3,6,12,19,34,48,3,3,4,7,0,0,3,151,0,0,9,11,11,31,43,113,20,11,3,12,7,4,0,285,0,0,0,4,7,12,28,40,9,5,7,5,4,5,9,127,0,0,3,62,9,35,22,20,0,0,4,0,0,0,4,160,0,0,0,34,14,14,9,3,0,0,0,0,0,0,0,77,3,153,445,737,258,174,102,151,13,14,15,18,5,8,69,2167,0,0,3,9,3,3,16,23,7,3,4,8,3,3,0,94,0,0,0,3,38,56,40,56,11,7,14,7,4,5,16,260,0,0,0,0,3,0,20,37,0,0,3,0,5,0,0,67,0,60,92,347,223,440,927,694,111,90,133,118,125,45,93,3503,7,609,1154,1802,1042,1414,2371,2829,417,421,443,454,388,201,469,14009
2012,0,0,0,0,6,5,10,17,3,3,3,0,8,0,0,64,0,0,3,0,3,4,12,12,3,12,9,3,3,0,0,74,0,0,0,0,0,6,3,17,10,8,4,0,0,9,5,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,88,39,52,52,10,10,0,0,0,4,0,4,264,18,94,152,245,72,62,64,56,11,8,10,10,27,14,41,877,0,0,0,5,3,3,7,10,9,0,0,3,4,0,0,53,0,0,0,0,28,31,26,28,0,3,4,4,11,3,3,133,0,0,0,0,3,4,6,0,0,0,0,3,0,0,0,17,4,31,68,57,73,93,202,212,54,57,65,61,64,24,85,1159,44,449,629,615,363,430,666,721,177,195,220,180,253,198,333,5467
2013,0,0,0,0,4,0,7,4,0,0,0,0,0,0,0,24,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,168,226,149,83,44,4,13,3,0,0,0,0,0,23,725,0,0,0,9,3,4,10,0,0,0,0,0,3,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,18,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,3,52,29,74,46,26,41,34,3,7,8,7,0,0,7,322,11,512,471,330,257,157,139,136,15,21,18,21,19,3,83,2188
2014,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,19,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,85,80,29,13,12,16,0,0,3,0,0,0,15,284,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,11,14,18,11,9,7,15,5,9,0,0,0,0,3,92,0,106,129,127,82,81,95,97,14,29,12,11,14,10,32,846
2015,0,0,0,3,3,3,0,33,3,0,0,0,0,3,0,54,0,0,0,0,0,0,5,14,0,8,0,0,0,0,0,38,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60,108,130,48,27,34,46,4,8,12,5,5,3,23,528,0,0,0,10,10,0,7,10,0,0,5,6,11,0,0,61,0,0,0,0,3,10,9,7,0,4,0,3,0,0,0,38,0,0,0,0,0,3,5,0,4,0,0,3,0,0,0,14,0,20,20,20,13,15,16,18,3,3,8,19,9,3,10,182,11,185,207,240,151,134,161,305,51,51,61,62,77,26,82,1792
2016,0,0,0,0,3,3,30,34,5,5,0,18,8,7,3,111,0,0,0,0,4,12,24,40,4,15,4,12,17,5,3,135,0,0,0,0,0,13,25,13,0,0,4,0,0,0,3,55,0,6,26,18,3,6,3,0,0,0,0,0,0,0,0,63,0,0,0,43,32,46,49,12,0,0,0,5,0,6,10,209,8,98,212,211,55,35,58,41,27,17,14,10,4,0,31,811,0,3,0,4,3,3,14,10,0,3,3,3,5,7,0,62,0,0,0,0,5,5,3,4,0,0,0,4,0,0,0,23,0,0,0,0,0,0,3,19,0,0,3,3,7,0,0,33,3,37,45,44,25,87,494,586,95,111,226,140,162,84,86,2209,26,469,700,544,293,456,1359,1774,313,341,526,446,403,230,329,8211
2017,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,7,0,0,6,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,28,10,4,3,10,0,0,0,4,0,0,10,109,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,4,8,3,4,0,0,0,0,0,18,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,19,0,0,0,8,8,0,49,60,37,34,8,9,19,3,13,239,0,71,85,63,41,36,142,266,66,87,75,65,50,28,47,1116
2018,0,3,0,0,14,3,22,38,4,9,4,3,0,3,3,112,0,4,4,0,0,5,12,24,7,7,10,0,6,0,0,79,0,0,0,0,3,3,10,16,0,3,6,3,8,3,7,58,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,309,356,296,127,57,45,35,11,5,4,12,11,8,53,1330,0,0,0,7,3,3,3,16,0,3,0,3,4,0,0,43,0,0,0,3,10,9,3,7,0,3,0,0,0,3,0,44,0,0,0,0,0,0,3,12,0,3,0,4,0,0,0,24,0,41,65,104,52,40,131,200,17,15,16,16,14,18,30,766,21,809,989,704,447,326,494,671,90,108,105,123,100,72,203,5260
2019,0,0,0,3,9,0,8,16,0,3,0,0,0,0,5,48,0,0,0,3,0,0,4,18,8,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,71,90,92,39,27,28,15,3,0,0,4,5,0,11,383,0,0,0,3,3,3,10,6,4,0,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,31,31,30,11,17,25,26,11,3,3,6,6,3,9,213,19,276,299,231,105,98,162,197,34,25,21,24,33,13,61,1599
2020,0,0,4,4,22,14,17,33,4,6,6,0,0,0,3,109,0,0,3,10,9,6,10,16,0,0,0,3,0,0,0,64,0,0,0,0,0,3,4,3,0,3,0,0,3,0,3,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,11,184,334,427,159,65,113,96,12,32,21,18,0,3,37,1510,0,6,0,13,11,9,21,8,0,5,0,5,0,0,0,71,0,0,0,0,0,4,0,7,0,0,0,0,3,0,9,19,0,0,0,0,3,0,6,3,3,4,0,0,0,0,0,21,4,22,50,107,55,52,61,54,16,15,7,10,22,8,29,506,14,462,620,743,434,304,428,398,72,91,59,69,65,24,150,3937
2021,0,0,0,0,5,6,12,21,3,5,0,4,0,0,3,64,0,0,0,0,0,10,12,28,3,9,3,7,3,3,0,84,0,0,0,0,0,0,10,11,0,7,0,8,9,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,71,180,151,66,50,70,54,27,17,6,4,12,0,29,750,0,0,0,10,7,8,15,8,5,3,0,0,3,0,3,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,4,0,0,0,5,0,14,0,8,5,21,20,33,63,47,12,8,8,34,56,55,43,415,7,168,267,261,185,226,422,401,94,87,56,111,163,146,147,2750
3000,0,8,73,126,218,195,708,858,122,119,100,78,72,26,67,2768,0,7,30,42,15,19,14,76,21,59,25,17,17,11,8,354,0,0,0,13,38,113,161,202,44,37,56,42,45,44,69,874,0,0,3,7,3,8,0,0,0,0,0,0,0,0,3,26,0,0,3,16,8,10,4,6,0,0,0,0,0,0,8,59,72,1985,4373,6681,2399,2084,2275,1805,233,240,250,235,407,343,1057,24444,0,33,97,376,197,230,298,243,56,55,45,44,49,38,62,1829,0,0,0,12,61,85,57,181,24,17,33,74,42,28,53,664,0,3,21,26,131,83,293,201,27,25,23,17,15,3,11,880,43,387,1008,1951,1229,1088,1227,1235,285,375,383,462,755,453,1022,11905,323,5231,8862,13240,10170,8906,10171,9920,2005,2170,2091,2248,2883,1893,4749,84869
3001,11,21,184,602,1559,1748,7346,6189,882,917,665,537,547,312,333,21865,0,49,163,471,405,1119,1128,1728,363,529,344,240,205,195,116,7066,0,0,16,64,262,766,1011,1326,291,220,264,321,344,240,256,5379,0,4,31,194,87,108,121,34,3,12,7,6,9,3,8,637,0,8,3,114,69,118,177,133,40,33,28,18,33,23,46,851,313,5188,12456,22257,11274,10743,14921,14437,2441,2386,1803,1530,1482,757,2877,104872,4,93,208,936,672,922,1789,1414,399,377,387,429,499,363,255,8752,3,6,13,302,4749,4372,1835,2034,395,456,605,503,481,288,573,16612,0,6,45,66,532,441,1602,1245,123,104,100,89,100,74,68,4586,138,1327,2797,8492,7919,15101,21023,18974,3878,4576,5449,5124,5744,4405,3940,108883,876,13965,24848,46976,52707,74799,107914,110395,21654,23441,23955,22898,23873,16389,19156,583847
3002,0,0,4,13,17,7,84,116,9,22,3,6,13,6,9,318,0,0,9,9,3,0,4,13,0,3,0,8,11,7,0,66,0,0,0,0,3,7,8,26,5,9,15,7,14,3,0,91,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,8,8,11,11,0,0,3,0,0,3,0,4,45,21,283,489,725,239,169,235,153,38,39,29,22,53,42,103,2633,0,0,0,20,19,12,39,14,10,3,4,6,4,0,3,133,0,0,0,0,3,20,14,15,3,0,6,4,3,5,7,93,0,0,0,0,6,6,13,19,0,3,0,0,3,0,0,53,3,41,99,146,80,82,96,129,25,26,24,60,77,51,115,1045,38,602,929,1270,887,775,938,985,163,215,229,228,377,223,438,8295
3003,0,3,9,47,67,62,150,236,28,26,10,24,17,15,9,693,0,3,13,30,16,28,23,60,13,13,0,5,0,5,4,218,0,0,0,8,38,134,161,111,22,26,21,20,18,18,33,611,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10,4,4,8,5,0,4,0,0,0,0,6,44,17,329,803,1292,684,839,1093,845,154,128,130,105,124,102,214,6868,0,0,13,79,49,86,93,90,21,26,29,18,21,15,20,567,0,0,0,3,37,25,30,77,9,21,6,21,12,9,5,258,0,3,3,7,17,18,50,60,0,3,3,9,4,0,0,187,11,93,274,695,729,899,1087,1233,344,338,389,318,324,239,325,7288,65,856,1818,3156,3242,4269,5565,5697,1183,1188,1193,1046,1037,794,1231,32351
3004,0,0,0,3,3,4,27,82,0,15,10,0,5,7,3,152,0,0,0,0,0,0,0,7,0,4,4,5,0,0,0,19,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,20,44,15,20,22,16,12,11,7,3,0,3,14,193,0,0,0,3,0,3,3,10,0,0,0,0,0,7,0,35,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,31,0,4,0,0,0,0,0,55,0,3,7,22,9,12,38,57,8,19,13,13,7,4,13,225,0,17,39,106,110,158,309,507,130,124,83,74,47,34,76,1800
3005,0,0,0,8,8,26,115,239,56,50,26,24,11,10,14,595,0,0,0,0,0,0,4,34,6,18,0,0,0,3,3,66,0,0,0,0,3,5,14,34,9,0,0,4,3,6,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,7,54,181,313,168,88,113,125,31,43,43,37,29,3,26,1259,0,0,0,12,4,6,14,12,16,16,8,11,5,3,5,127,0,0,0,0,5,12,4,0,3,0,0,0,0,0,3,22,0,0,0,0,14,0,21,25,0,8,3,8,3,6,4,92,3,10,43,98,64,67,81,164,58,48,45,35,28,16,12,758,14,128,308,618,611,577,912,1606,432,501,411,358,270,154,190,7083
3006,7,8,82,190,439,521,2449,2001,214,267,236,209,192,113,101,7027,0,11,38,79,45,94,104,135,23,21,15,18,33,14,31,659,0,0,0,12,75,179,343,453,71,71,83,104,145,57,82,1674,0,0,14,75,21,36,44,17,0,0,0,5,0,0,7,231,0,3,12,127,52,75,50,29,3,13,4,7,10,6,6,397,139,2333,4785,7277,3660,3828,5397,5448,778,844,657,680,579,339,1221,37952,0,43,65,286,241,371,563,421,105,96,100,125,132,113,100,2761,0,0,3,30,206,131,79,106,38,40,46,56,46,32,36,854,0,3,16,21,105,105,294,242,28,28,30,22,17,16,18,932,44,609,1189,2724,1992,2755,3932,3132,653,794,1010,1193,1284,861,920,23079,329,5713,9613,15725,15770,21251,32677,28726,5366,5693,5522,5944,5599,3589,6047,167551
3007,0,0,3,3,4,0,21,24,6,3,3,0,0,0,3,70,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,21,0,0,0,0,0,3,4,8,0,0,0,0,4,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,138,185,45,53,44,61,3,0,17,5,4,0,20,644,0,0,3,8,5,3,6,14,0,7,0,0,0,0,0,50,0,0,0,0,0,0,5,10,0,0,8,0,0,3,3,26,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,22,0,8,31,38,32,20,26,6,3,3,15,3,7,0,3,204,9,130,255,334,254,196,275,225,41,41,58,24,35,13,58,1960
3008,0,0,6,11,31,26,95,76,0,9,12,3,9,0,11,287,0,3,10,5,0,3,3,17,14,3,0,8,0,0,0,71,0,0,0,0,3,6,12,20,9,6,0,5,3,4,7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,17,324,681,1103,377,270,305,226,31,28,25,14,42,11,121,3577,0,3,12,19,12,17,24,18,6,0,0,3,0,3,0,133,0,0,0,0,8,5,3,4,0,0,3,3,0,0,0,32,0,0,0,0,4,7,17,20,3,3,0,0,0,0,0,48,0,61,114,255,106,70,102,136,25,23,19,18,18,10,36,989,30,690,1117,1858,1126,994,1193,963,157,155,112,143,135,73,323,9075
3009,0,0,3,0,4,4,21,14,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,14,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,43,56,18,12,17,10,0,8,0,3,3,0,21,226,0,0,0,3,0,0,4,3,4,0,0,0,0,0,0,16,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,4,8,14,7,10,6,8,3,0,0,3,0,3,0,70,6,56,83,108,88,91,115,134,25,29,16,26,23,6,51,849
3010,0,0,4,5,17,16,278,450,57,55,16,28,11,4,17,948,0,0,0,0,5,3,7,44,5,13,0,3,0,4,0,94,0,0,0,0,11,13,20,33,12,5,7,19,11,7,10,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,9,115,302,415,192,167,203,335,83,68,38,28,20,19,52,2048,0,3,8,22,16,11,32,24,7,7,4,9,4,6,10,159,0,0,0,0,7,5,5,6,4,9,4,10,6,0,3,56,0,0,3,3,10,7,112,144,7,16,0,11,0,3,3,323,6,23,68,152,87,100,165,344,49,55,39,39,31,22,39,1206,38,403,625,903,925,862,1529,2873,626,668,377,382,275,164,290,10932
3011,0,0,0,3,3,0,13,12,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,0,0,0,4,4,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,180,259,105,63,34,16,0,6,3,6,0,0,42,806,0,0,0,6,8,10,15,3,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,13,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,17,3,11,38,52,28,23,10,18,0,5,0,8,0,3,18,223,14,188,307,430,338,255,249,167,23,27,19,37,31,19,135,2234
3012,0,0,0,0,5,3,18,29,8,48,13,5,3,7,0,147,0,0,0,0,0,3,3,7,0,3,0,4,10,0,3,40,0,0,0,0,4,5,0,5,3,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,39,97,28,24,30,39,10,5,7,5,3,0,11,313,0,7,0,0,0,7,9,3,0,0,0,0,3,0,0,35,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,32,11,5,3,7,0,0,0,68,0,11,58,51,23,28,45,91,34,39,25,10,8,10,9,463,3,57,138,229,191,286,388,660,208,262,165,123,87,70,118,2986
3013,0,0,3,4,17,11,105,145,13,8,12,16,3,6,3,345,0,0,0,3,0,3,11,92,26,73,12,0,13,6,7,260,0,0,0,0,8,6,11,23,3,9,5,4,10,0,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,116,215,321,118,98,124,100,20,24,9,15,26,15,55,1253,0,3,0,13,15,4,20,29,10,10,8,6,0,0,4,131,0,0,0,0,5,10,43,233,7,5,5,0,16,5,15,345,0,0,0,3,12,4,16,76,6,11,5,4,6,0,0,140,3,13,34,84,59,93,163,426,69,77,89,41,56,36,50,1301,14,226,335,611,564,595,995,1915,319,444,340,240,303,164,310,7380
3014,0,10,43,97,265,262,803,888,99,119,128,121,133,81,55,3119,0,10,27,40,20,24,21,36,4,17,10,15,8,7,9,238,0,0,0,10,28,50,121,146,23,27,40,30,39,22,23,554,0,0,8,10,5,3,4,0,0,0,0,0,0,0,0,25,0,0,3,7,3,6,5,11,0,0,3,3,0,0,5,44,89,1351,2755,4294,2096,1995,3314,3638,449,530,409,319,348,164,615,22358,0,18,51,214,134,178,314,285,61,40,44,63,83,44,32,1561,0,5,3,6,26,23,33,39,8,12,22,17,10,4,15,224,0,0,12,16,89,71,279,166,20,13,6,15,8,15,4,722,27,293,594,1099,669,654,918,860,160,214,228,272,321,216,256,6776,194,2906,5007,8038,6892,6957,10593,10176,1664,1896,1713,1589,1683,949,1883,62145
3015,0,0,10,14,46,31,273,260,28,46,10,22,14,16,10,792,0,0,3,4,0,20,33,97,9,27,20,21,34,29,8,304,0,0,0,0,4,14,21,26,3,0,8,3,11,4,9,100,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,21,17,303,537,839,328,204,260,269,42,47,48,44,37,19,100,3090,0,9,20,74,29,25,53,56,5,12,18,13,17,10,9,359,0,0,0,9,8,13,13,31,0,3,10,10,3,3,3,99,0,0,5,6,48,30,213,128,11,4,7,13,3,7,0,478,9,47,102,234,156,157,615,837,172,248,290,214,226,175,90,3579,52,635,987,1620,1287,1253,2520,3183,564,703,921,773,833,549,490,16366
3016,0,4,6,22,44,60,309,361,45,36,18,19,39,9,12,979,0,0,3,13,12,36,23,80,12,22,9,11,15,14,5,259,0,0,0,0,18,38,69,81,15,17,25,13,18,13,9,322,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,14,15,324,733,1136,505,515,621,679,124,126,96,85,80,56,143,5243,0,6,8,47,30,47,95,100,27,19,17,39,51,32,14,550,0,0,0,9,27,44,24,56,8,5,16,5,15,10,11,238,0,0,3,9,16,38,73,110,8,7,17,7,8,3,0,304,8,79,205,466,290,419,702,853,201,186,260,207,307,142,204,4527,53,792,1502,2503,2165,2579,3653,4811,960,934,870,853,913,532,818,23949
