SUA_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
3007,8,29,0,35,566,58,659,52,21,3,75,447,33,559,408,35,10,454,561,99,1110,536,28,13,578,407,84,1074,276,57,7,336,768,93,1195,63,104,0,160,965,105,1224,8,74,0,81,890,132,1112,0,14,0,14,509,110,634,0,5,0,6,169,80,254,1350,361,36,1746,5285,787,7825,17,58,0,72,514,53,639,141,41,7,186,349,40,582,624,64,40,729,406,81,1216,715,39,30,785,350,70,1198,311,141,16,466,851,93,1408,28,248,3,278,1043,104,1428,4,140,0,146,969,139,1256,3,24,0,30,644,162,837,0,0,0,3,274,145,418,1840,750,94,2692,5400,891,8980,19,91,0,107,1083,105,1298,192,62,7,260,800,74,1136,1033,94,50,1182,971,176,2326,1251,66,43,1361,754,158,2274,584,193,28,802,1615,186,2610,93,349,3,442,2006,205,2655,9,214,0,226,1862,274,2365,3,43,0,46,1152,268,1471,3,5,0,4
3008,12,66,0,76,1237,147,1459,97,46,6,148,792,99,1041,725,74,18,819,1105,190,2114,1225,71,41,1341,905,221,2471,706,97,22,821,1836,238,2897,147,213,4,363,2739,311,3413,29,185,4,215,3472,386,4078,14,32,0,47,1949,306,2298,0,0,0,3,493,123,615,2954,782,96,3828,14536,2011,20379,26,130,3,163,1097,150,1411,224,81,15,319,714,97,1122,1178,99,64,1345,866,168,2377,1698,75,79,1859,822,208,2886,748,276,49,1075,2104,265,3448,48,544,9,606,3095,310,4009,19,315,0,331,3631,429,4388,4,51,0,56,1995,346,2400,3,0,0,5,705,179,890,3955,1578,223,5757,15031,2152,22935,36,192,3,233,2336,301,2872,324,127,16,468,1503,191,2160,1908,172,81,2158,1970,353,4491,2923,144,122,3196,1731,430,5358,1451,374,70,1899,3941,501,6341,196,754,14,968,5838,619,7420,45,501,4,548,7105,813,8467,16,89,0,103,3946,650,4703,4,3,0,3
3009,3,23,0,28,279,52,357,33,16,0,49,263,23,333,233,26,8,266,308,44,611,274,21,17,315,205,39,558,139,23,3,169,347,52,566,19,47,0,70,459,31,559,3,32,0,42,406,47,489,0,12,0,9,223,28,267,0,0,0,0,83,18,104,704,210,32,944,2576,327,3845,5,30,0,36,231,34,305,78,20,3,105,213,24,344,342,37,14,396,234,47,675,379,22,23,430,166,27,623,109,76,6,189,386,30,602,16,125,3,138,458,37,632,4,47,0,50,422,44,524,0,15,0,18,266,52,336,0,0,0,0,141,24,168,938,382,53,1368,2518,330,4215,10,52,0,68,507,86,664,112,40,6,157,474,48,678,568,63,22,658,540,92,1286,654,46,37,741,375,72,1188,251,101,8,359,731,80,1167,29,171,3,207,922,63,1192,8,83,0,93,827,87,1005,3,31,0,27,488,84,600,0,0,0,4
3010,19,102,0,121,2174,207,2506,154,112,8,274,2000,239,2510,1773,188,56,2019,3035,624,5676,2500,108,68,2681,1970,620,5265,1361,213,34,1612,3464,679,5750,202,436,8,645,3615,524,4786,25,282,0,303,2173,300,2779,7,51,0,62,1162,178,1393,3,5,0,9,402,60,471,6042,1502,178,7719,19982,3439,31139,48,204,5,253,1987,180,2412,385,172,18,576,1721,178,2482,2683,247,169,3102,2264,390,5749,3011,187,169,3369,1524,344,5244,1215,572,65,1853,3272,407,5530,85,1019,8,1115,3060,305,4482,19,423,5,450,2093,281,2824,3,72,0,76,1434,225,1737,0,8,0,8,737,84,828,7458,2909,439,10805,18096,2399,31301,61,308,5,374,4158,387,4919,538,289,25,848,3722,417,4993,4461,436,223,5114,5295,1016,11430,5513,297,239,6046,3490,970,10506,2578,791,98,3464,6732,1083,11288,290,1456,13,1757,6673,832,9263,44,703,8,755,4269,582,5598,14,124,3,137,2593,403,3133,4,9,0,17
3011,4,31,0,33,700,90,827,70,25,3,104,531,149,784,439,41,14,501,585,271,1351,653,34,16,700,558,302,1554,367,61,12,445,1037,190,1678,64,150,0,216,1500,165,1879,20,122,0,147,1424,191,1758,5,20,0,18,773,127,922,0,0,0,0,239,51,290,1616,489,50,2158,7342,1537,11046,18,70,0,83,627,56,773,146,47,13,201,382,33,618,656,76,36,773,393,86,1250,825,69,61,954,434,109,1496,366,186,12,560,1061,100,1715,28,311,4,347,1454,157,1956,8,152,0,164,1411,193,1763,0,18,0,18,858,170,1051,0,4,0,8,398,75,479,2045,931,125,3105,7019,977,11103,20,99,0,118,1330,148,1601,218,68,11,300,916,183,1401,1097,119,55,1270,981,352,2605,1473,102,79,1654,985,410,3053,735,242,26,1006,2101,293,3396,91,462,10,563,2952,322,3839,28,282,0,303,2835,382,3524,5,40,0,41,1634,305,1977,0,3,0,3
3012,5,30,0,42,439,92,572,49,32,4,83,514,98,691,507,43,13,565,939,261,1764,594,50,11,655,502,156,1309,260,47,4,315,780,184,1274,46,61,0,109,671,140,929,4,38,0,48,371,76,495,0,14,0,13,125,27,166,0,0,0,0,18,3,27,1474,322,31,1827,4368,1036,7232,14,58,0,72,364,77,519,117,49,10,174,433,75,682,705,109,50,859,654,203,1715,637,74,35,750,358,146,1253,221,124,15,358,677,164,1199,18,122,5,143,492,99,735,0,63,0,71,257,58,382,0,18,0,17,116,30,159,0,0,0,0,38,11,52,1717,606,112,2432,3389,868,6693,23,83,0,107,808,171,1085,161,77,12,256,945,172,1376,1219,146,60,1426,1592,466,3479,1233,121,51,1404,858,298,2564,477,170,16,670,1458,344,2471,67,180,5,249,1168,243,1660,7,105,0,112,629,132,873,3,26,0,31,243,54,325,0,0,0,0
3013,27,166,0,195,2267,231,2692,234,102,10,348,2051,321,2720,1792,182,65,2036,2849,710,5592,2181,119,91,2393,1769,575,4732,1145,220,40,1414,2926,595,4935,206,497,7,714,3186,454,4348,15,315,0,332,2202,309,2840,3,65,0,68,1241,252,1563,0,4,0,4,411,126,541,5611,1672,216,7496,18900,3571,29970,61,274,3,342,2149,269,2765,455,198,21,675,1779,222,2681,2616,281,153,3053,1976,342,5373,2626,186,144,2956,1426,327,4710,1100,611,60,1770,2905,357,5035,78,976,16,1071,2905,337,4314,16,472,3,495,2168,325,2983,7,86,0,95,1620,338,2048,0,5,0,5,730,238,977,6969,3105,403,10474,17662,2752,30886,91,448,4,536,4419,504,5455,687,306,29,1027,3827,548,5402,4411,459,220,5090,4826,1047,10963,4810,306,235,5352,3189,901,9446,2251,834,99,3185,5827,956,9966,284,1476,21,1784,6092,786,8668,33,785,7,829,4368,631,5830,7,158,0,163,2858,588,3611,0,13,0,13
3014,34,405,6,449,8097,674,9223,264,241,12,517,6580,584,7679,4409,451,113,4975,9153,1136,15260,9960,414,298,10666,6462,1369,18491,6356,622,177,7150,11529,1415,20100,1136,1574,31,2740,15292,1308,19337,175,1811,15,1999,14048,1372,17411,25,368,0,390,7866,991,9249,6,21,0,30,2654,524,3206,22363,5901,645,28907,81675,9367,119956,59,673,11,739,7644,643,9029,622,502,33,1158,6022,559,7729,7082,755,343,8186,7232,1022,16444,12574,658,668,13903,5121,1098,20121,6427,1556,274,8251,13564,1335,23157,443,3932,42,4418,15945,1351,21712,82,3007,13,3102,14239,1465,18813,25,415,3,443,8611,1355,10414,12,29,0,46,4114,1035,5192,27332,11522,1392,40245,82489,9862,132606,99,1077,15,1195,15742,1311,18245,884,738,41,1672,12601,1140,15411,11492,1213,459,13158,16388,2156,31699,22528,1071,969,24569,11579,2471,38614,12779,2172,453,15404,25096,2753,43257,1584,5501,73,7154,31241,2661,41057,261,4822,24,5099,28289,2837,36226,50,783,3,832,16476,2347,19660,16,48,0,69
3015,34,219,0,251,3816,425,4493,247,177,4,434,3667,357,4450,2713,290,102,3101,4616,626,8342,3994,183,104,4275,2757,557,7595,2076,289,45,2406,4801,544,7750,332,702,12,1044,5561,561,7172,50,595,8,659,4418,515,5589,15,115,4,132,2495,447,3066,4,9,0,11,840,242,1084,9467,2571,270,12307,32962,4270,49538,53,420,3,477,3546,363,4382,550,315,36,895,3083,280,4261,3922,441,247,4612,3435,536,8586,4814,319,267,5398,2268,487,8153,2034,828,113,2978,5106,525,8605,167,1701,13,1878,5597,537,8019,35,1048,10,1093,4798,618,6507,11,179,3,190,3136,639,3972,8,10,0,19,1443,574,2035,11600,5259,691,17546,32416,4562,54519,88,638,3,736,7360,781,8878,796,486,43,1325,6750,638,8708,6637,730,350,7714,8053,1164,16926,8809,494,370,9679,5027,1039,15745,4110,1120,159,5387,9907,1069,16361,496,2404,24,2927,11165,1098,15189,89,1644,15,1752,9214,1139,12097,23,295,3,321,5632,1085,7033,11,14,0,30
3016,35,329,3,372,5470,654,6485,397,254,10,659,6276,1033,7967,3591,430,113,4133,7545,1528,13209,5396,283,149,5826,4288,1116,11229,2792,458,83,3339,6660,1052,11047,428,883,18,1335,6844,815,8984,54,674,3,732,4628,621,5978,5,138,0,148,2154,331,2631,3,9,0,6,692,132,835,12707,3456,381,16548,44556,7270,68377,85,508,15,607,4966,539,6116,819,490,42,1345,5343,611,7297,5497,667,356,6521,5776,989,13284,6791,458,363,7610,3462,827,11901,2540,1128,130,3796,6782,832,11415,171,1998,29,2188,6293,704,9188,44,1081,12,1132,4342,617,6087,9,164,0,169,2611,436,3222,5,17,0,18,1175,179,1381,15952,6509,943,23402,40747,5738,69885,125,842,14,977,10435,1189,12604,1212,742,56,2007,11618,1644,15268,9091,1098,471,10659,13321,2516,26490,12185,738,510,13440,7754,1942,23130,5335,1587,207,7132,13447,1883,22461,598,2877,46,3521,13136,1514,18174,101,1758,17,1871,8969,1234,12067,17,299,0,317,4766,768,5852,6,23,0,29
3017,12,24,0,36,441,57,535,57,20,0,81,372,35,482,286,21,9,322,356,52,722,353,24,13,380,281,53,715,219,36,5,261,563,62,886,40,57,0,102,752,51,897,10,75,0,82,680,86,846,5,13,0,23,370,56,452,0,0,0,0,107,18,127,982,275,25,1281,3914,461,5660,18,51,0,72,371,38,482,111,26,0,146,250,26,427,429,32,43,497,252,35,785,495,37,30,561,257,40,861,208,104,12,327,610,62,993,16,170,0,186,755,69,1009,3,119,0,124,692,86,906,3,26,0,28,518,68,618,0,0,0,0,225,35,263,1283,576,89,1948,3923,472,6346,32,76,0,107,813,91,1010,168,54,0,228,621,60,910,716,56,47,819,608,87,1515,847,59,42,942,537,93,1573,421,143,18,591,1170,121,1879,59,228,0,286,1499,119,1902,13,197,0,208,1372,171,1755,8,43,0,49,887,130,1067,0,7,0,7
3018,3,32,0,28,533,54,613,33,27,0,61,400,49,506,329,36,8,373,470,100,940,529,20,22,571,356,135,1065,319,43,9,370,730,148,1245,48,119,7,173,943,143,1260,3,78,4,83,734,85,907,0,21,0,16,372,66,460,0,4,0,3,128,30,157,1267,373,46,1685,4660,812,7153,3,47,4,48,481,48,578,66,35,0,105,326,36,472,498,47,22,569,382,61,1010,655,31,48,733,310,73,1122,315,111,12,444,793,111,1349,24,249,3,278,871,101,1245,3,137,0,146,708,81,940,5,34,0,37,436,66,542,0,3,0,4,229,35,261,1570,695,90,2361,4540,621,7522,4,77,4,84,1009,96,1193,95,66,0,163,727,81,976,823,86,27,942,850,161,1958,1186,56,64,1311,671,210,2190,638,157,18,808,1526,266,2593,76,363,10,445,1811,250,2504,9,216,7,235,1442,167,1844,3,51,0,58,808,135,1000,0,3,0,9
4000,55,358,0,415,6294,1026,7732,401,271,15,681,5153,555,6388,4341,429,106,4881,6978,1269,13130,7470,423,271,8163,5129,1417,14708,4590,775,124,5491,12101,1773,19367,848,1882,26,2762,16749,1831,21341,154,1664,14,1838,13806,1775,17418,21,261,0,288,6411,1072,7763,28,12,3,47,1992,487,2523,17918,6078,565,24557,74607,11199,110366,100,679,9,794,5363,820,6983,778,479,41,1295,3803,439,5540,6242,606,410,7257,4489,894,12643,8723,601,547,9870,3767,974,14609,3837,1895,204,5935,11470,1315,18718,346,4093,37,4475,13883,1564,19924,105,2332,15,2444,11975,1495,15915,27,295,8,325,6362,1163,7849,27,25,6,57,3108,820,3991,20187,10999,1278,32459,64215,9491,106168,160,1034,9,1207,11658,1844,14712,1182,744,52,1975,8950,993,11920,10587,1033,515,12138,11467,2162,25767,16198,1026,817,18035,8892,2387,29319,8431,2666,328,11422,23573,3094,38092,1193,5976,65,7234,30635,3395,41265,259,4000,30,4280,25786,3263,33335,49,552,8,611,12767,2233,15617,59,36,7,108
4001,184,1651,13,1845,35275,2657,39773,1257,1429,60,2742,39671,2571,44992,20507,2507,514,23531,58366,5445,87345,41346,1737,1123,44207,32939,4825,81979,24214,2529,609,27355,51524,4966,83838,4147,7017,99,11259,58426,4406,74098,677,9629,47,10350,41672,3941,55961,139,2153,15,2302,24634,3152,30090,42,127,4,174,10468,1643,12284,92511,28779,2490,123778,352975,33603,510352,363,2921,38,3321,32574,2377,38276,2952,2727,146,5833,35486,2236,43549,32606,4319,1552,38474,46322,4721,89518,49154,2906,2621,54680,24612,3881,83173,22303,6504,971,29782,53001,4190,86968,1980,17639,190,19814,56440,4311,80558,512,15125,75,15713,42578,4533,62830,149,2460,14,2623,30836,4291,37755,56,165,5,228,18415,3036,21676,110074,54774,5619,170462,340265,33576,544303,542,4576,54,5171,67842,5032,78050,4210,4153,208,8575,75159,4807,88541,53113,6823,2070,62009,104697,10167,176863,90498,4647,3739,98891,57548,8711,165148,46517,9032,1584,57131,104522,9151,170804,6126,24657,293,31071,114867,8714,154650,1190,24752,123,26065,84251,8473,118785,287,4614,32,4929,55467,7447,67845,97,295,10,402
4002,4,48,0,47,793,79,921,67,46,5,112,657,33,801,638,67,10,715,819,95,1635,862,41,40,948,592,95,1626,500,88,18,605,1204,124,1930,76,201,3,278,1381,107,1774,11,157,0,164,1065,127,1358,0,33,0,33,595,99,730,3,3,0,7,227,38,274,2158,676,76,2918,7343,791,11051,13,98,5,120,767,66,952,142,80,10,226,524,46,793,860,121,53,1037,602,84,1724,1054,69,66,1185,439,92,1719,437,215,18,674,1239,107,2014,26,476,0,502,1275,119,1892,10,253,0,261,1066,151,1479,0,42,0,45,725,163,928,0,7,0,8,378,66,444,2547,1356,150,4053,7011,885,11950,19,147,5,166,1559,143,1871,204,122,9,331,1184,78,1594,1507,185,67,1756,1423,177,3358,1920,109,103,2136,1033,185,3348,936,302,36,1276,2444,224,3944,103,679,4,785,2655,226,3664,21,410,0,426,2137,277,2839,0,76,0,76,1320,261,1652,4,10,0,9
4003,6,15,0,23,470,64,547,57,7,7,71,464,94,628,304,35,10,347,726,213,1292,382,23,19,421,418,157,994,237,42,7,289,700,112,1096,45,99,0,151,796,75,1015,10,104,0,117,692,98,903,7,17,0,21,452,75,555,0,0,0,0,144,27,171,1044,347,40,1432,4858,910,7204,8,57,0,68,425,41,530,106,55,9,173,427,35,634,450,49,28,525,498,65,1097,482,46,26,554,307,66,930,195,140,16,353,735,70,1150,21,218,3,237,752,71,1056,8,133,0,140,760,108,1007,3,25,0,28,510,78,619,0,0,0,0,264,43,311,1277,712,85,2069,4677,568,7319,13,71,0,84,892,99,1076,168,64,14,239,887,124,1256,755,85,43,877,1230,282,2383,871,61,41,974,723,223,1920,432,181,20,636,1436,180,2253,66,319,3,383,1544,141,2075,13,242,0,258,1450,203,1909,8,43,0,46,967,159,1166,0,3,0,3
4004,3,23,0,25,298,53,375,38,23,0,61,282,128,474,260,28,7,297,440,293,1027,311,30,12,355,254,219,830,177,47,10,225,526,155,910,24,94,3,119,667,116,906,5,61,0,68,504,93,673,0,8,0,8,241,39,287,0,0,0,0,69,13,79,819,317,36,1169,3272,1114,5558,7,42,0,53,273,45,369,82,36,11,130,244,48,426,367,53,24,443,331,83,857,373,48,23,443,241,60,746,144,145,14,302,561,95,954,16,171,3,194,561,86,838,0,86,0,90,497,83,671,0,15,0,18,275,61,350,0,0,0,0,136,29,158,992,603,72,1669,3119,582,5369,11,66,0,79,573,96,744,122,66,9,190,528,178,893,627,79,32,738,765,381,1888,688,81,33,803,499,280,1572,319,189,19,528,1087,250,1864,42,264,3,314,1227,200,1741,6,146,0,156,1000,178,1339,0,26,0,28,513,100,635,0,0,0,0
4005,0,22,3,22,406,45,470,13,16,0,35,342,57,431,350,36,17,400,470,129,995,477,27,19,517,300,111,928,230,52,10,286,640,122,1046,32,112,4,144,760,115,1022,11,93,0,98,590,92,784,0,17,0,17,329,67,415,4,0,0,4,128,17,149,1116,372,46,1532,3963,751,6241,0,61,0,66,344,54,464,75,32,3,115,263,37,406,451,55,42,548,353,66,962,563,45,33,646,248,63,950,225,127,21,372,609,64,1051,16,226,0,247,719,93,1057,7,136,0,140,577,67,778,0,24,0,21,374,65,458,0,3,0,3,217,23,246,1340,714,106,2156,3693,533,6384,9,84,3,92,751,94,934,90,51,3,151,600,94,837,795,87,61,944,823,193,1965,1036,69,51,1160,545,173,1881,458,174,31,664,1244,190,2097,46,338,3,392,1487,207,2081,15,226,0,242,1163,155,1562,0,36,0,37,702,136,874,3,8,0,8
4006,3,16,0,22,428,37,486,28,16,0,40,351,24,421,229,30,3,262,388,61,715,345,18,15,375,321,62,765,193,40,10,240,670,79,988,30,87,0,120,707,66,896,10,66,0,76,591,60,727,3,15,0,14,368,51,435,0,0,0,0,117,23,141,846,281,27,1154,3953,467,5574,5,42,0,51,360,52,458,65,42,0,107,268,25,405,355,56,20,431,278,47,760,448,33,26,503,239,45,785,157,94,6,258,645,61,965,10,187,4,203,632,67,898,7,90,0,97,659,97,855,0,15,0,21,462,82,558,0,0,0,0,243,43,283,1054,558,59,1671,3783,522,5977,10,58,0,69,783,89,945,92,56,3,145,626,50,823,583,85,29,692,670,105,1472,797,52,37,884,556,111,1551,353,132,16,499,1316,144,1962,46,276,3,321,1336,137,1790,19,159,0,178,1255,155,1588,4,29,0,34,831,129,993,4,0,0,4
4007,4,35,0,38,419,51,507,16,18,0,36,341,34,411,283,26,6,316,443,47,810,542,28,27,595,363,71,1033,313,64,11,392,767,80,1237,62,184,3,249,1419,112,1784,15,261,0,273,2116,164,2553,4,46,0,46,1368,182,1596,0,0,0,0,455,98,558,1246,649,44,1945,7693,838,10475,4,45,0,50,403,50,503,56,41,3,102,259,33,386,448,35,41,520,287,41,847,660,48,46,751,291,61,1107,303,144,23,465,883,84,1433,29,432,3,463,1589,141,2190,6,361,0,373,2346,209,2930,0,42,0,47,1365,214,1620,0,3,0,3,638,127,767,1498,1160,114,2767,8061,972,11801,7,83,0,88,821,101,1011,73,60,5,135,598,60,796,730,59,45,841,729,90,1656,1203,75,72,1345,659,138,2144,614,206,31,859,1653,164,2665,91,617,3,715,3001,260,3972,26,622,0,648,4464,370,5481,5,89,0,92,2733,400,3221,0,3,0,3
4008,5,32,0,41,584,76,699,62,25,7,94,517,64,678,460,46,24,526,696,118,1338,631,38,19,690,534,95,1322,324,109,15,454,1125,121,1699,43,137,0,182,1053,112,1347,10,89,0,96,744,105,946,0,25,0,30,454,89,568,0,4,0,6,134,30,165,1542,509,62,2109,5839,811,8758,17,64,0,82,495,59,642,118,59,10,184,396,48,631,708,74,44,824,488,107,1427,683,61,42,783,418,58,1253,264,205,16,485,914,114,1510,25,281,0,303,923,101,1331,3,129,0,133,816,125,1069,0,20,0,21,545,112,678,0,3,0,4,209,49,262,1825,891,109,2828,5210,771,8810,18,100,0,121,1081,135,1344,175,87,18,279,915,116,1305,1165,125,69,1351,1187,226,2761,1315,98,61,1473,949,156,2575,593,314,36,942,2034,234,3210,72,412,0,481,1977,209,2675,15,217,0,228,1560,226,2016,5,42,0,47,1001,196,1247,3,10,0,8
5000,51,484,8,544,6146,1387,8080,543,327,21,896,5528,1370,7795,5255,668,186,6106,10792,4414,21312,8841,566,302,9705,7994,3985,21685,5071,858,140,6070,14217,3687,23974,923,1498,26,2448,16679,2879,22006,138,1071,5,1215,12064,1949,15227,24,160,3,188,4924,1035,6148,16,17,0,33,1212,314,1563,20868,5645,698,27213,79563,21013,127785,133,705,19,859,4957,1145,6959,1007,573,85,1669,3936,755,6359,7206,853,573,8631,6259,2059,16946,9311,855,642,10807,4884,1866,17564,3930,1915,215,6065,11825,2132,20026,331,3345,33,3715,13433,1973,19121,81,1629,11,1718,9453,1588,12755,19,235,3,266,4507,1068,5834,14,24,0,38,1580,460,2076,22038,10139,1579,33758,60836,13048,107646,188,1188,26,1409,11104,2525,15042,1549,900,110,2568,9465,2123,14153,12457,1520,761,14733,17058,6470,38263,18155,1418,941,20512,12883,5850,39249,9003,2775,357,12131,26041,5824,44000,1251,4842,66,6159,30111,4855,41122,223,2697,16,2935,21511,3536,27980,46,404,3,455,9432,2095,11983,30,41,0,67
5001,5,59,0,65,958,107,1133,53,37,0,88,692,114,894,529,57,18,602,909,288,1804,932,56,36,1024,589,229,1837,599,65,17,678,1240,190,2100,110,150,0,265,1657,192,2111,10,126,0,141,1464,165,1763,4,23,0,32,857,128,1011,0,0,0,3,335,83,424,2230,573,82,2889,8691,1490,13079,17,118,0,135,805,85,1020,100,73,6,184,529,49,756,817,118,57,991,691,94,1773,1182,79,79,1338,519,109,1972,557,192,26,776,1375,148,2297,53,422,3,481,1739,150,2369,18,228,3,246,1518,183,1944,4,38,0,42,982,195,1220,0,3,0,7,470,110,589,2751,1264,179,4190,8628,1120,13938,21,175,0,200,1760,193,2152,151,112,9,269,1215,164,1655,1348,173,73,1591,1600,382,3575,2111,134,119,2359,1108,339,3806,1151,254,46,1454,2608,331,4398,162,576,5,737,3393,348,4480,33,353,4,383,2980,348,3711,5,66,0,70,1844,316,2232,3,3,0,7
5002,5,23,0,29,302,71,400,17,12,0,34,233,52,318,235,33,6,281,706,207,1190,447,23,15,490,448,179,1117,246,30,13,291,553,129,979,45,53,3,104,607,119,833,8,19,0,29,297,67,391,0,5,0,3,88,21,115,0,0,0,0,11,8,19,1009,200,38,1253,3241,862,5354,10,40,0,52,196,62,305,54,26,4,78,233,52,366,380,58,28,463,693,185,1339,572,50,60,680,375,156,1214,191,60,18,269,562,121,954,17,99,0,112,572,111,799,0,43,0,45,195,44,281,0,5,0,10,63,21,89,0,0,0,0,21,4,29,1218,387,109,1719,2905,755,5372,12,65,0,75,495,136,706,73,38,3,110,461,101,676,613,91,33,742,1398,390,2528,1018,72,70,1171,827,340,2338,440,94,31,565,1121,247,1932,62,151,3,219,1176,239,1630,8,61,0,72,489,106,671,0,10,0,11,144,41,200,0,0,0,0
