SUA_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
1019,9,38,0,47,659,52,754,39,27,0,65,564,38,663,404,41,9,455,657,79,1190,620,29,17,671,457,65,1192,389,63,9,460,903,95,1454,65,175,3,242,1203,111,1552,16,194,0,215,1065,132,1405,3,44,0,48,793,89,931,0,0,0,0,320,40,366,1545,614,42,2196,6615,692,9504,15,63,0,77,579,36,692,100,53,9,159,501,35,693,595,63,39,696,427,48,1167,790,54,45,878,332,52,1267,376,164,21,559,897,78,1531,29,389,0,417,1123,102,1649,10,283,0,294,1126,147,1573,3,50,0,54,896,103,1062,0,0,0,0,477,68,548,1923,1114,109,3145,6364,673,10181,17,100,0,122,1233,89,1443,141,82,9,226,1063,72,1360,1002,103,45,1149,1084,124,2363,1409,80,54,1549,787,117,2459,762,225,30,1021,1797,167,2985,96,557,7,659,2323,210,3198,31,474,0,508,2197,276,2975,4,94,0,106,1693,195,1988,0,5,0,3
1020,0,9,0,11,265,54,332,21,6,0,30,265,22,319,316,44,6,360,385,78,827,359,13,15,393,240,54,687,163,39,3,198,457,84,741,37,46,0,80,458,77,614,3,39,0,44,366,58,471,0,16,0,16,246,40,301,0,3,0,5,86,5,96,904,214,29,1148,2770,466,4384,3,23,0,26,249,45,323,60,28,3,86,203,33,321,410,50,32,486,243,58,782,423,26,29,475,207,68,746,170,79,9,255,455,59,764,13,136,0,146,428,71,644,8,88,0,96,398,71,561,3,17,0,15,304,73,390,4,0,0,3,171,29,208,1078,445,70,1590,2642,513,4751,4,33,0,36,517,104,656,79,38,3,118,471,54,643,720,91,34,847,629,135,1612,778,38,47,869,444,127,1437,330,112,11,454,911,138,1509,48,182,0,227,883,148,1258,7,132,0,145,761,129,1034,3,31,0,30,545,117,690,4,3,0,7
1021,3,16,0,22,310,38,368,35,18,0,50,286,35,374,356,23,10,385,432,173,991,376,15,8,394,275,131,800,196,38,3,232,532,107,871,28,73,0,97,516,74,684,0,41,0,45,338,45,434,0,3,0,3,153,31,185,0,0,0,0,35,8,46,986,220,20,1230,2882,643,4756,8,35,4,48,266,33,344,94,41,4,139,224,27,392,466,32,14,515,310,51,882,438,24,20,485,198,48,727,139,98,11,250,479,56,790,10,153,0,160,412,47,621,0,70,0,75,321,45,446,3,10,0,14,202,36,254,3,0,0,3,78,15,96,1167,477,55,1695,2495,357,4553,10,57,4,68,576,69,714,128,58,9,192,512,58,771,822,57,24,904,745,217,1874,817,40,25,879,470,172,1527,336,140,12,485,1014,165,1663,33,229,0,263,923,127,1307,5,110,0,119,666,92,876,5,15,0,14,353,67,439,3,0,0,3
1022,4,29,0,34,646,64,739,27,29,0,58,465,47,572,300,35,10,348,562,78,985,670,29,24,723,476,97,1294,462,48,16,527,983,125,1642,83,153,4,239,1431,152,1827,9,242,3,253,1685,213,2146,3,54,0,56,982,207,1243,0,4,0,4,294,80,374,1572,614,58,2242,7524,1061,10827,3,70,0,74,592,69,739,70,45,0,116,410,42,562,479,48,24,552,417,69,1031,881,66,61,1003,361,79,1445,448,135,22,612,1031,122,1771,43,423,0,465,1434,142,2040,10,359,0,371,1710,243,2325,3,48,0,58,988,241,1289,0,0,0,3,515,110,627,1942,1202,117,3256,7458,1114,11828,4,97,0,108,1238,135,1483,97,72,0,166,875,88,1137,779,87,36,897,972,141,2014,1552,89,81,1733,841,175,2743,918,184,41,1143,2018,249,3412,126,574,5,705,2867,289,3870,24,598,3,623,3396,453,4474,10,104,0,115,1968,444,2530,0,3,0,5
1023,72,681,13,768,12746,969,14488,687,568,20,1277,13776,958,16010,8844,966,261,10074,18226,2029,30330,15266,659,493,16422,10313,1795,28528,8194,1207,216,9614,17697,1918,29230,1379,3567,62,5001,20902,1811,27712,199,3662,11,3871,15813,1811,21499,50,685,10,742,8734,1389,10866,10,33,4,53,3086,807,3944,34712,12032,1090,47826,121292,13487,182602,168,1238,16,1417,11332,824,13579,1567,1127,85,2781,12127,811,15718,12937,1676,797,15411,13875,1539,30819,18209,1205,1122,20528,7754,1279,29567,7526,3273,335,11135,17850,1526,30511,594,7963,60,8615,19067,1694,29379,173,5416,22,5615,15648,1888,23153,43,824,7,871,10845,2041,13756,14,64,0,81,5450,1941,7477,41227,22789,2436,66462,113960,13531,193953,244,1918,26,2186,24084,1795,28066,2256,1698,107,4053,25907,1765,31734,21780,2640,1057,25480,32101,3568,61151,33474,1871,1616,36952,18063,3070,58095,15719,4486,553,20751,35543,3441,59743,1973,11525,118,13618,39972,3501,57093,371,9074,38,9485,31464,3698,44652,94,1508,14,1614,19576,3423,24621,28,103,0,132
1024,3,60,0,62,910,142,1110,86,55,0,138,893,213,1242,681,72,20,771,1126,425,2326,920,49,38,1012,695,352,2053,513,110,18,641,1212,256,2114,92,231,3,329,1655,214,2195,23,203,0,221,1486,204,1913,3,27,0,30,849,147,1019,0,0,0,0,275,97,375,2316,797,85,3205,9093,2049,14355,20,98,0,121,809,122,1052,205,101,6,315,672,112,1096,1020,116,68,1209,769,159,2140,1131,99,71,1309,548,122,1977,502,258,37,796,1243,178,2215,44,514,3,563,1658,187,2408,9,287,3,296,1498,225,2015,0,38,0,44,905,192,1146,0,3,0,3,394,141,534,2939,1513,196,4649,8486,1442,14585,26,156,3,188,1719,263,2164,289,156,9,453,1567,324,2339,1706,187,93,1984,1895,591,4465,2054,151,110,2317,1235,477,4033,1017,363,54,1434,2456,433,4328,140,740,12,890,3310,401,4604,29,486,3,516,2983,427,3931,3,67,0,72,1749,340,2161,0,8,0,8
1025,14,72,0,78,1068,129,1275,86,52,3,143,824,82,1047,823,101,24,949,1352,184,2484,1251,48,39,1343,903,184,2432,609,89,21,724,1342,191,2260,88,226,4,318,1639,171,2127,10,212,0,227,1235,142,1604,6,56,3,65,743,128,939,4,7,0,7,254,48,306,2892,864,93,3853,9355,1262,14469,20,122,0,144,970,111,1229,197,97,11,305,792,83,1186,1246,165,84,1495,1087,181,2769,1471,97,89,1659,683,147,2488,602,232,38,870,1441,174,2476,31,529,7,562,1540,148,2245,19,361,5,382,1315,159,1852,4,63,0,70,949,176,1194,0,6,0,8,498,90,598,3586,1675,235,5493,9269,1270,16033,29,190,0,228,2036,239,2506,285,149,15,447,1616,171,2233,2066,265,114,2446,2445,365,5248,2724,154,124,2997,1586,334,4912,1208,324,56,1593,2775,367,4733,123,748,11,880,3175,314,4373,25,575,5,605,2550,304,3456,12,115,3,133,1689,306,2131,5,12,0,13
1026,0,16,0,23,302,55,376,27,9,0,36,262,33,327,236,23,4,261,332,50,643,292,11,5,315,201,52,572,157,34,3,199,399,65,665,16,68,0,88,490,70,650,9,44,0,48,369,77,494,0,11,0,11,223,65,300,0,0,0,0,87,31,118,733,217,23,971,2664,499,4136,13,33,0,41,307,49,394,75,20,4,99,198,26,323,341,44,23,407,187,43,642,348,34,27,410,174,48,635,144,79,10,233,388,66,686,11,147,5,163,469,54,680,0,72,0,69,378,93,538,0,17,0,17,304,105,428,0,0,0,0,162,60,223,935,438,63,1437,2572,548,4554,9,46,0,60,606,106,777,96,31,4,132,465,56,648,576,69,28,670,517,96,1280,644,42,35,719,379,105,1200,303,110,10,425,789,133,1347,32,212,7,249,960,130,1335,11,116,0,119,745,165,1030,0,24,0,24,530,167,727,0,5,0,5
1027,5,52,0,55,1115,109,1275,59,36,0,92,762,66,923,661,65,26,746,1135,167,2054,1265,60,38,1361,827,111,2301,756,99,23,880,1577,175,2633,153,213,7,372,2201,205,2779,32,261,0,292,2452,284,3023,4,50,0,57,1574,236,1872,0,4,0,3,606,111,724,2927,840,99,3864,12252,1468,17585,13,114,3,124,1054,92,1270,128,65,4,204,709,59,970,1047,97,67,1214,874,138,2224,1606,90,88,1779,635,112,2531,766,247,33,1042,1821,166,3030,90,563,6,657,2374,188,3222,20,442,5,463,2622,345,3436,4,59,0,64,1892,336,2293,0,5,0,6,1068,176,1246,3675,1678,200,5554,13051,1611,20219,17,163,3,183,2162,201,2544,187,108,6,294,1473,127,1889,1708,161,91,1964,2013,301,4271,2866,147,128,3141,1463,231,4834,1523,347,51,1922,3400,334,5659,237,777,15,1024,4575,397,5997,48,701,6,761,5077,629,6459,13,111,0,123,3469,579,4167,3,11,0,11
1028,10,41,0,52,573,56,676,38,25,4,70,541,33,642,408,31,12,459,621,82,1166,570,17,9,601,387,65,1059,286,63,8,354,715,76,1141,46,118,3,163,651,59,876,8,64,0,71,414,34,520,0,3,0,7,234,32,269,0,0,0,0,81,6,90,1366,372,34,1773,4213,446,6432,4,52,0,59,432,35,526,91,34,3,128,334,33,492,543,65,32,643,382,71,1087,680,38,37,753,271,72,1099,231,119,14,361,668,57,1091,8,225,0,235,554,64,849,0,93,0,97,377,62,534,0,14,0,18,266,44,326,0,0,0,0,175,26,201,1566,634,84,2288,3458,455,6207,15,92,0,110,1006,89,1204,133,56,6,198,880,66,1143,952,100,49,1100,1005,153,2253,1255,58,49,1358,657,138,2151,520,189,18,722,1382,131,2233,51,342,4,401,1207,117,1721,11,155,0,167,794,98,1051,4,19,0,20,500,78,597,0,0,0,0
1029,5,30,0,32,397,59,481,20,13,3,34,307,29,375,272,34,5,307,366,59,737,443,24,23,495,322,68,882,254,44,10,306,641,81,1035,49,116,4,164,1050,90,1313,8,139,0,150,1187,130,1469,0,20,0,19,655,122,794,0,0,0,0,183,56,236,1050,413,39,1506,5112,693,7315,9,41,0,53,386,42,476,67,31,4,105,226,33,365,417,37,24,474,263,41,785,581,35,41,660,270,51,978,241,98,14,349,717,84,1154,21,277,4,302,1048,85,1433,3,209,3,215,1194,129,1533,3,26,0,30,704,153,889,0,0,0,4,272,100,378,1344,752,88,2186,5081,716,7984,13,68,0,84,779,100,959,94,41,3,136,537,60,742,688,65,30,785,631,103,1520,1032,59,65,1151,598,112,1858,492,144,22,656,1359,167,2182,73,390,5,466,2100,171,2742,9,346,4,361,2388,255,2999,6,43,0,52,1356,276,1681,3,3,0,4
1030,532,4940,89,5558,120404,10234,136193,2715,4160,122,6992,141977,12717,161690,64356,7333,955,72647,258274,30829,361751,151207,4886,2539,158639,140339,23329,322296,90079,5451,1608,97138,166392,19326,282858,17607,16413,416,34443,180440,15494,230379,3230,25271,220,28718,118586,12454,159759,594,7067,50,7714,65560,8267,81544,112,489,9,607,26166,4230,31004,330435,76018,6005,412461,1218132,136885,1767479,883,8145,109,9136,110944,8945,129026,7573,8019,312,15907,130988,11267,158158,110888,13175,3204,127263,217162,27382,371803,187165,9277,6744,203186,104939,19757,327889,87603,15351,3076,106026,170964,17090,294081,9470,44983,765,55222,174605,14963,244786,2504,42078,344,44926,113235,13175,171343,644,8022,84,8752,79213,10729,98689,162,581,4,746,44960,8300,53998,406886,149632,14639,571159,1147011,131605,1849776,1412,13079,195,14692,231351,19179,265224,10289,12185,431,22903,272960,23986,319848,175243,20509,4161,199906,475438,58215,733560,338378,14161,9288,361822,245278,43086,650182,177683,20803,4681,203169,337354,36417,576942,27079,61399,1189,89662,355043,30455,475167,5730,67352,560,73646,231822,25634,331099,1240,15092,131,16468,144773,19002,180234,275,1067,14,1355
1031,7,63,0,76,1133,172,1379,104,43,5,149,1005,118,1267,876,87,28,988,1471,278,2738,1069,56,33,1155,890,232,2276,560,134,15,708,1454,189,2346,101,235,5,335,1774,226,2336,23,208,3,232,1340,218,1781,0,48,0,54,820,157,1023,0,3,0,3,282,60,343,2737,876,86,3697,10157,1647,15499,43,124,3,160,960,136,1261,228,109,23,358,789,122,1266,1288,153,89,1528,1073,205,2801,1321,110,77,1506,749,184,2440,575,285,35,903,1541,180,2627,49,568,3,627,1694,242,2558,16,350,3,368,1466,219,2049,9,66,0,68,1084,237,1390,0,7,0,7,557,131,697,3530,1772,228,5532,9909,1652,17093,47,183,3,235,2098,305,2637,332,151,24,504,1794,236,2535,2165,238,112,2515,2542,487,5538,2394,169,104,2670,1641,415,4719,1134,423,54,1609,2996,370,4976,153,806,8,961,3466,466,4889,43,556,6,597,2798,439,3832,7,116,0,119,1900,390,2413,0,14,0,11
1032,6,35,0,42,681,98,818,73,28,0,100,486,61,648,416,54,16,480,593,74,1148,531,29,20,582,506,88,1179,291,61,9,363,1026,119,1507,66,191,5,257,1277,140,1676,16,120,0,135,1328,170,1633,3,28,0,27,822,133,984,3,0,0,4,302,91,399,1405,543,49,2002,7023,967,9990,19,70,0,88,594,81,768,131,45,3,185,455,51,692,668,64,40,771,423,78,1280,735,49,31,819,413,85,1318,314,204,14,532,1046,132,1700,41,360,4,399,1373,138,1913,10,172,0,175,1393,164,1733,0,45,0,47,942,205,1187,0,4,0,4,474,172,651,1921,1013,94,3026,7115,1108,11245,28,108,0,133,1267,176,1583,207,72,3,280,944,116,1343,1087,115,50,1252,1014,152,2425,1263,76,58,1402,924,170,2497,610,265,26,894,2066,250,3213,107,544,9,662,2647,282,3592,25,289,0,313,2718,329,3361,3,71,0,72,1762,332,2171,3,9,0,14
1033,0,11,0,11,320,49,379,8,18,0,21,224,24,267,178,16,3,194,320,43,555,392,16,8,421,241,54,711,243,44,9,297,501,55,855,47,102,0,155,922,79,1152,9,113,0,123,1008,126,1258,0,18,0,24,588,104,715,0,0,0,0,190,74,262,878,341,20,1241,4313,593,6148,3,18,0,28,319,47,389,28,12,0,44,142,13,201,295,29,10,335,237,45,617,475,16,29,520,178,38,734,231,82,9,329,588,72,985,14,215,0,237,1013,110,1364,4,167,0,171,1030,127,1325,3,25,0,28,652,154,833,0,0,0,0,212,117,336,1060,572,56,1682,4373,720,6772,3,28,0,35,637,97,765,36,28,0,67,367,35,467,477,42,15,530,554,80,1166,864,34,33,940,419,92,1449,478,128,22,621,1087,126,1836,64,322,3,384,1937,194,2519,15,276,0,288,2039,252,2579,3,44,0,46,1247,253,1546,0,0,0,0
1034,7,89,0,97,1660,202,1960,123,77,7,208,1719,164,2092,1066,114,36,1213,2214,266,3688,1632,72,33,1746,1250,203,3200,860,133,22,1023,1890,225,3128,152,330,3,479,2247,233,2959,13,280,0,294,1620,200,2117,3,58,0,62,940,143,1142,0,5,0,5,389,58,445,3858,1153,108,5119,13920,1686,20732,34,193,3,232,1475,125,1833,222,174,9,410,1767,146,2317,1634,219,99,1956,1722,199,3872,2004,122,97,2221,964,174,3360,801,308,27,1139,2022,178,3336,74,742,10,829,2197,196,3226,20,458,3,484,1662,207,2349,5,86,0,96,1273,213,1580,3,3,0,10,707,139,854,4799,2312,248,7361,13783,1578,22726,39,284,9,332,3133,327,3786,348,250,18,615,3484,305,4410,2705,333,129,3165,3939,465,7566,3640,196,131,3966,2218,376,6558,1665,441,50,2157,3908,401,6465,221,1071,19,1308,4445,429,6188,37,740,3,779,3281,409,4465,7,146,0,153,2208,359,2719,3,10,0,9
1035,50,420,3,476,8346,648,9469,331,356,16,697,9335,625,10657,4722,477,137,5329,11127,1095,17549,9656,412,298,10363,6271,998,17641,5264,668,139,6070,11231,1094,18398,874,2107,41,3021,12802,1061,16886,156,2361,9,2529,9471,1081,13083,36,510,3,550,6001,921,7472,5,36,0,46,2161,433,2640,21093,7347,641,29085,76760,7964,113809,101,742,13,850,7561,609,9025,730,663,40,1434,7836,564,9835,7332,983,437,8750,8025,936,17710,11472,686,672,12831,4679,803,18312,4850,1871,261,6984,11146,968,19086,430,4813,45,5288,11742,1043,18070,95,3360,18,3474,9241,1219,13938,30,554,3,593,7272,1193,9061,7,47,0,56,3601,762,4423,25041,13726,1494,40255,71106,8101,119462,144,1165,19,1322,15909,1260,18495,1056,1018,52,2136,17169,1192,20492,12050,1454,572,14076,19155,2031,35262,21128,1102,965,23195,10953,1803,35947,10115,2543,397,13053,22374,2058,37489,1302,6917,88,8303,24549,2109,34962,257,5725,30,6006,18714,2301,27026,70,1069,6,1138,13277,2118,16532,13,89,0,96
2000,123,849,3,976,16955,2985,20912,769,622,31,1429,13186,1642,16255,9730,1006,246,10987,16101,3680,30767,19356,854,575,20788,12437,4114,37337,12828,1735,350,14907,28741,4923,48576,2460,4641,81,7182,42177,5248,54607,427,4449,18,4897,36400,5438,46732,82,818,6,907,17446,3546,21903,59,62,3,124,5485,1420,7026,45840,15031,1315,62190,188930,32990,284107,190,1428,13,1635,14853,2548,19036,1754,1113,85,2945,10069,1237,14256,14490,1717,889,17103,11657,2563,31319,23083,1538,1490,26114,9830,3047,38999,11544,4376,531,16453,29496,3952,49901,1134,10799,87,12011,37644,4656,54307,297,6860,37,7195,32049,5032,44278,78,991,8,1071,17573,3948,22601,93,92,6,194,8422,2261,10880,52662,28913,3144,84722,171599,29252,285568,304,2279,20,2608,31806,5532,39948,2526,1738,110,4368,23260,2882,30512,24226,2729,1133,28081,27757,6243,62085,42445,2388,2068,46906,22267,7163,76335,24376,6110,877,31357,58243,8872,98475,3587,15439,164,19196,79817,9905,108918,730,11306,57,12091,68456,10471,91011,156,1808,16,1984,35026,7493,44497,151,155,13,313
2001,0,33,0,37,602,56,692,25,16,0,46,540,36,625,433,29,5,465,698,69,1233,748,29,18,789,456,83,1332,406,44,7,460,831,87,1373,61,136,0,195,874,77,1139,12,112,0,123,709,81,914,0,18,0,18,283,49,348,3,0,0,3,91,19,116,1679,418,41,2128,5084,554,7773,4,75,3,78,525,42,651,52,42,0,96,461,23,582,615,70,28,708,523,64,1293,902,52,52,1000,369,85,1454,369,132,10,507,834,81,1423,27,289,10,325,837,71,1235,14,188,0,200,695,95,990,0,19,0,27,349,79,451,4,0,0,4,185,25,216,1979,864,107,2954,4779,573,8307,8,106,4,118,1130,96,1342,79,60,4,142,998,62,1208,1039,95,40,1172,1218,133,2530,1642,82,73,1794,827,168,2787,769,177,19,966,1661,173,2802,85,427,5,523,1712,148,2377,22,302,3,322,1400,175,1903,0,41,0,38,633,128,795,7,0,0,6
2002,5,19,0,17,324,75,428,19,21,0,40,309,48,390,273,25,7,304,410,97,809,365,17,11,388,262,76,732,198,25,7,226,481,72,773,37,70,0,107,679,87,877,4,75,0,77,674,120,878,3,20,0,27,425,86,532,0,0,0,0,129,44,183,899,272,24,1192,3698,706,5605,3,31,0,39,309,64,409,56,40,0,99,273,55,425,381,38,19,441,297,79,821,450,28,23,495,224,66,788,217,113,12,338,558,92,987,23,187,3,213,707,111,1036,3,131,0,137,715,117,971,4,20,0,24,504,153,683,4,0,0,3,266,108,383,1131,594,58,1786,3853,856,6498,11,51,0,59,631,141,838,75,58,0,135,578,105,822,650,65,23,746,709,180,1628,808,47,32,883,484,146,1518,410,137,20,566,1043,155,1767,59,259,3,325,1394,192,1908,5,210,0,218,1393,240,1851,8,37,0,46,929,242,1212,5,0,0,9
2003,26,131,0,159,2862,292,3311,171,123,3,300,3132,280,3709,1905,203,61,2177,3759,438,6368,3143,144,99,3384,2015,388,5789,1780,235,54,2071,3478,405,5950,241,597,14,847,4277,383,5514,43,639,3,681,3273,445,4406,16,131,0,144,1846,318,2315,3,4,0,9,640,137,786,7321,2213,235,9767,25288,3083,38144,50,253,3,311,2608,277,3191,339,323,14,674,2835,275,3783,2728,412,182,3317,2882,421,6622,3781,237,249,4272,1742,361,6369,1694,611,103,2406,3834,433,6676,147,1514,8,1664,4178,432,6281,41,1112,4,1150,3451,476,5080,9,193,0,199,2364,499,3059,4,14,0,19,1331,242,1589,8785,4664,565,14015,25227,3405,42647,77,388,5,466,5469,571,6504,510,447,14,974,5969,555,7489,4637,614,241,5496,6639,855,12991,6922,381,354,7659,3754,748,12161,3476,843,156,4479,7313,833,12626,379,2115,19,2511,8460,818,11787,77,1750,4,1839,6723,922,9477,25,322,0,347,4208,816,5375,6,22,0,25
2004,10,126,0,135,2561,320,3016,193,158,8,355,2804,239,3395,1901,216,56,2183,3389,434,6001,2838,136,98,3076,1918,365,5358,1552,230,41,1819,3279,415,5513,232,639,8,881,4076,433,5384,42,579,0,626,3115,448,4192,10,121,0,123,1852,366,2352,3,8,0,8,688,187,886,6784,2209,214,9205,23679,3213,36093,47,265,0,307,2393,299,3002,385,281,28,697,2656,224,3572,2691,439,178,3312,2684,426,6419,3484,224,224,3937,1571,379,5884,1424,622,74,2121,3514,407,6039,146,1502,12,1658,3943,418,6022,35,916,3,958,3274,459,4688,5,130,0,137,2260,494,2891,15,13,0,22,1233,375,1632,8240,4385,518,13145,23535,3473,40147,57,391,0,447,4960,622,6023,577,439,30,1048,5458,468,6970,4600,651,242,5493,6076,854,12416,6327,364,319,7010,3490,744,11241,2971,852,113,3940,6791,817,11552,379,2137,18,2533,8019,847,11405,82,1501,4,1582,6388,910,8880,14,247,0,261,4119,867,5240,14,17,0,34
2005,0,15,0,19,317,34,374,23,16,0,43,311,35,391,217,20,3,247,447,65,753,333,16,9,364,279,43,687,171,26,4,207,467,51,724,37,102,0,140,546,64,747,3,66,0,67,468,77,612,0,14,0,14,299,61,380,4,5,0,4,118,24,154,787,287,27,1101,3254,469,4817,4,23,0,28,281,41,345,51,34,3,87,245,26,363,342,45,16,408,231,43,678,376,34,26,429,172,32,628,165,92,11,266,473,54,794,12,227,3,245,545,67,860,3,117,0,119,501,87,706,0,24,0,27,409,106,540,0,3,0,4,244,58,303,958,596,52,1608,3101,511,5219,6,37,0,46,598,72,713,76,47,3,130,561,59,745,560,70,21,649,672,108,1432,710,43,37,790,449,77,1315,335,118,18,466,938,110,1515,49,334,3,381,1095,129,1606,8,182,0,192,972,165,1318,0,36,0,39,708,168,914,3,5,0,10
