SUA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
3001,51,935,10,942,..,7588,325,7918,61,7977,..,6244,768,7017,52,7074,..,1951,184,2135,16,2154,..,1030,242,1274,8,1282,..,563,75,638,7,645,..,7775,2725,10498,63,10565,..,26785,5722,32505,763,33272,..,145618,25245,170868,1795,172664,..,2544,378,2919,61568,64491,840734,148161,25619,173783,63370,1077889,862084,..,..,..,..,862084,..,3051,44,3103,20,3124,..,3559,1079,4638,50,4692,..,338,10,347,12,361,..,8054,2337,10394,55,10445,..,22333,6985,29314,138,29455,..,1240,485,1722,16,1741,..,31632,9806,41433,208,41642,..,1013,144,1160,9,1177,..,1823,30,1856,19,1874,..,3130,165,3294,34,3329,..,3740,121,3859,40,3903,..,3391,414,3806,35,3844,..,1065,151,1218,3,1226,..,6824,404,7231,68,7299,..,4891,726,5617,71,5688,..,2047,139,2185,9,2196,..,1476,225,1700,15,1713,..,4301,410,4714,31,4739,..,20608,2064,22666,192,22865,..,4507,554,5059,80,5134,..,3375,589,3973,28,3995,..,4616,2122,6738
3002,3,11,0,11,..,80,4,86,0,86,..,25,0,23,0,26,..,12,0,10,0,10,..,23,10,30,0,30,..,57,7,62,0,62,..,36,26,61,0,61,..,247,44,289,9,300,..,1273,267,1535,20,1561,..,92,13,98,2051,2154,29770,1365,277,1635,2076,33476,31607,..,..,..,..,31607,..,68,0,71,0,70,..,15,4,16,0,19,..,13,0,13,0,13,..,35,31,63,0,63,..,98,95,189,0,192,..,3,3,9,0,9,..,140,125,271,0,272,..,11,0,9,0,9,..,50,0,54,0,54,..,40,4,45,0,43,..,101,3,103,3,110,..,10,0,10,0,11,..,9,0,9,0,9,..,40,0,40,0,40,..,23,8,29,0,29,..,19,0,19,0,19,..,12,0,12,0,12,..,32,12,42,0,42,..,141,14,162,0,162,..,118,13,130,3,133,..,32,17,54,0,51,..,34,32,66
3003,0,52,3,55,..,462,28,488,9,497,..,143,18,169,3,165,..,32,3,38,0,38,..,118,18,136,0,140,..,20,4,19,0,19,..,113,20,133,0,136,..,1876,361,2240,61,2298,..,7558,1362,8919,151,9073,..,241,34,271,6455,6730,55401,7797,1394,9195,6605,71202,55894,..,..,..,..,55894,..,124,0,123,0,123,..,45,7,52,0,52,..,571,34,610,28,642,..,204,56,263,0,266,..,479,144,626,7,625,..,35,14,55,0,53,..,717,220,945,10,950,..,52,3,51,4,59,..,171,8,179,3,181,..,243,19,260,0,262,..,485,22,506,5,510,..,88,8,95,3,101,..,22,3,27,0,27,..,118,3,123,0,123,..,319,49,368,3,372,..,56,8,60,0,59,..,28,7,31,0,31,..,235,241,484,0,480,..,779,309,1085,6,1092,..,450,36,487,4,493,..,1158,260,1423,8,1425,..,330,169,500
3004,0,0,0,0,..,97,0,92,0,99,..,15,3,17,0,17,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,3,0,3,..,80,12,90,0,89,..,379,41,417,4,420,..,13,3,16,846,855,5562,389,39,429,846,6837,5460,..,..,..,..,5460,..,57,0,57,0,57,..,0,0,0,0,0,..,0,0,0,0,0,..,5,9,9,0,9,..,31,3,31,0,31,..,0,0,0,0,0,..,31,9,39,0,39,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,6,0,6,..,9,0,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,8,0,8,0,8,..,16,9,21,0,21,..,7,0,7,0,7,..,3,0,3,0,3,..,19,0,20,0,20,..,46,14,58,0,58,..,3,0,3,0,3,..,4,0,8,0,8,..,3,0,4
3005,0,18,0,16,..,328,17,345,0,351,..,53,3,55,0,55,..,48,4,52,0,52,..,14,0,14,0,14,..,6,0,6,0,6,..,20,4,23,0,23,..,266,33,298,12,310,..,1454,128,1585,25,1612,..,49,3,55,1516,1571,19071,1502,133,1640,1546,22260,18476,..,..,..,..,18476,..,146,3,153,3,154,..,46,10,50,0,52,..,7,0,8,0,8,..,8,3,7,0,7,..,61,24,86,0,86,..,3,3,5,0,5,..,75,24,100,0,100,..,6,0,5,0,5,..,25,0,25,0,25,..,19,4,21,0,21,..,34,0,34,3,35,..,15,0,17,0,17,..,25,3,30,0,33,..,56,6,60,0,60,..,36,10,39,0,39,..,24,0,26,0,26,..,20,3,26,0,26,..,35,4,36,0,36,..,198,23,215,0,217,..,22,4,29,0,29,..,16,4,22,0,22,..,19,5,25
3006,3,137,0,141,..,1249,37,1282,17,1300,..,1374,124,1502,25,1526,..,154,3,154,3,156,..,404,79,480,5,485,..,260,38,298,0,294,..,366,70,439,3,440,..,5168,688,5857,105,5965,..,28240,4121,32363,358,32720,..,761,66,826,21538,22370,247926,29002,4192,33192,21897,303014,260052,..,..,..,..,260052,..,822,8,829,0,827,..,644,130,774,8,784,..,43,3,45,0,42,..,1245,403,1647,14,1658,..,3988,1273,5265,36,5298,..,244,93,333,0,335,..,5480,1764,7247,47,7291,..,521,62,583,9,592,..,529,18,545,4,556,..,1180,60,1249,10,1257,..,1312,37,1347,14,1365,..,739,74,814,5,820,..,175,13,191,0,191,..,617,28,643,3,646,..,548,80,631,9,639,..,160,6,168,3,175,..,161,11,179,5,182,..,540,37,579,5,587,..,2211,185,2391,26,2418,..,1128,93,1220,12,1234,..,2769,691,3464,22,3487,..,1234,573,1811
3007,0,0,0,0,..,10,0,10,0,10,..,9,0,9,0,9,..,8,3,17,0,17,..,4,0,4,0,4,..,0,0,0,0,0,..,4,4,11,0,11,..,39,22,55,0,58,..,183,50,230,7,238,..,33,3,38,726,769,8950,223,52,267,738,9957,9821,..,..,..,..,9821,..,14,0,15,0,15,..,4,0,4,0,3,..,3,0,3,0,3,..,6,0,9,0,9,..,19,6,21,0,20,..,4,0,4,0,4,..,20,7,31,0,32,..,4,0,4,0,4,..,12,0,12,0,12,..,16,0,18,0,18,..,32,0,32,0,33,..,3,0,3,0,4,..,0,0,3,0,3,..,5,0,5,0,5,..,11,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,17,3,19,0,19,..,5,3,8,0,8,..,9,0,9,0,9,..,6,0,6
3008,0,5,0,5,..,41,0,43,0,45,..,24,0,29,0,29,..,13,0,13,0,13,..,19,3,25,0,25,..,4,0,4,0,4,..,10,3,14,0,14,..,181,34,216,5,226,..,867,81,949,16,967,..,75,4,83,1742,1823,22067,950,83,1035,1754,24856,24002,..,..,..,..,24002,..,44,0,46,0,46,..,20,0,19,0,19,..,9,0,9,0,9,..,16,3,23,0,23,..,60,10,67,0,67,..,6,3,8,0,9,..,89,13,102,0,98,..,12,5,19,0,19,..,65,0,65,0,66,..,59,4,68,0,67,..,143,9,148,4,154,..,18,0,18,0,18,..,4,0,4,0,4,..,34,3,41,0,41,..,8,0,8,0,8,..,13,0,13,0,13,..,19,4,21,0,21,..,38,8,43,0,43,..,121,15,129,0,129,..,44,3,49,0,49,..,10,0,11,0,11,..,3,0,5
3009,0,3,0,3,..,44,0,44,0,44,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,0,0,0,0,0,..,9,0,12,0,10,..,14,8,21,0,22,..,137,18,152,3,153,..,24,9,38,273,310,4519,167,20,186,278,4985,4842,..,..,..,..,4842,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,5,0,5,..,5,4,10,0,10,..,0,0,0,0,0,..,7,3,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,0,3,5,0,5,..,13,3,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
3010,0,17,0,17,..,583,26,603,7,614,..,43,0,48,0,48,..,21,0,18,0,18,..,25,0,26,0,33,..,5,0,5,0,5,..,25,12,35,0,35,..,409,68,483,11,490,..,2290,236,2526,33,2561,..,112,3,117,3234,3346,33479,2400,240,2641,3269,39391,33938,..,..,..,..,33938,..,242,4,244,4,251,..,9,0,9,0,14,..,18,0,18,0,19,..,22,13,33,0,36,..,115,58,167,0,171,..,3,8,15,0,15,..,141,76,218,0,221,..,12,0,11,0,11,..,46,3,47,0,47,..,42,0,42,0,42,..,100,4,104,0,107,..,11,0,10,0,15,..,34,7,43,0,43,..,68,6,75,0,75,..,53,11,66,0,65,..,32,3,39,0,39,..,27,5,34,0,34,..,83,3,90,0,90,..,300,34,330,0,329,..,78,14,83,0,90,..,25,3,26,0,29,..,16,0,15
3011,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,4,0,4,..,60,16,72,3,75,..,205,27,234,3,234,..,32,0,27,1457,1484,11735,234,28,260,1464,13458,12280,..,..,..,..,12280,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,12,..,16,0,21,0,21,..,3,3,7,0,7,..,30,6,33,0,33,..,0,0,0,0,0,..,5,0,6,0,6,..,4,0,4,0,4,..,28,0,28,0,28,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,3,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,20,3,17,0,17,..,7,0,7,0,7,..,6,0,8,0,8,..,0,0,0
3012,3,5,0,5,..,125,9,135,0,135,..,16,0,18,0,18,..,21,0,21,0,21,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,232,18,249,3,250,..,685,58,739,16,752,..,29,9,38,1125,1158,7577,715,66,777,1133,9488,7021,..,..,..,..,7021,..,50,0,50,0,50,..,0,0,0,0,0,..,23,3,26,3,35,..,4,4,9,0,9,..,9,3,16,0,16,..,0,0,0,0,0,..,17,13,27,0,27,..,0,0,0,0,0,..,5,0,5,0,5,..,12,0,11,0,11,..,17,0,17,0,17,..,11,0,11,0,11,..,0,0,0,0,0,..,32,4,36,0,36,..,8,0,10,0,10,..,7,0,7,0,7,..,4,0,3,0,3,..,8,0,13,0,13,..,66,6,76,0,76,..,12,0,14,0,17,..,6,0,6,0,6,..,0,0,0
3013,3,34,0,34,..,287,16,301,4,306,..,30,4,30,0,30,..,82,71,150,0,150,..,24,0,26,0,21,..,4,0,4,0,4,..,103,99,205,0,205,..,447,210,654,15,663,..,1823,490,2316,31,2344,..,101,4,104,3290,3390,32505,1922,497,2420,3316,38243,34033,..,..,..,..,34033,..,97,0,98,0,98,..,11,3,16,0,16,..,59,3,63,3,61,..,39,15,59,0,56,..,101,26,123,0,126,..,4,0,8,0,8,..,144,41,185,4,189,..,3,0,3,0,3,..,19,0,19,0,19,..,31,3,27,0,27,..,49,3,50,0,53,..,12,0,15,0,19,..,46,7,52,0,50,..,63,0,69,0,69,..,72,5,74,4,82,..,52,3,55,0,56,..,11,4,17,0,17,..,88,11,94,0,94,..,334,31,360,5,368,..,11,0,11,0,11,..,26,0,29,0,29,..,29,12,40
3014,0,35,0,35,..,305,11,320,3,322,..,314,13,335,0,337,..,26,0,26,0,26,..,124,21,146,0,147,..,21,0,21,0,25,..,83,21,107,0,107,..,1237,190,1426,35,1464,..,6390,633,7023,81,7101,..,384,32,409,8588,8999,132108,6775,660,7430,8672,148210,141329,..,..,..,..,141329,..,419,3,425,3,431,..,47,14,62,0,62,..,20,0,20,0,20,..,144,34,175,3,176,..,368,118,486,10,490,..,17,9,25,0,25,..,527,157,687,11,700,..,56,10,65,0,65,..,424,9,430,0,435,..,512,20,536,5,538,..,959,29,989,11,1001,..,148,12,156,4,162,..,18,4,22,0,28,..,125,8,131,0,132,..,140,17,158,3,159,..,46,4,48,0,48,..,33,3,38,0,38,..,233,23,254,4,256,..,594,55,649,7,661,..,409,29,441,4,449,..,302,34,339,3,341,..,143,57,205
3015,0,36,0,36,..,266,4,270,5,274,..,114,5,117,0,117,..,68,4,76,0,75,..,34,4,42,0,38,..,11,0,12,0,12,..,49,4,51,0,51,..,1204,245,1457,15,1470,..,4072,602,4676,47,4722,..,152,14,167,4009,4167,54078,4219,618,4837,4053,62974,58640,..,..,..,..,58640,..,207,4,212,0,212,..,300,106,403,5,405,..,41,0,48,0,48,..,74,32,107,0,108,..,315,128,443,3,447,..,26,10,32,0,32,..,412,165,576,5,582,..,21,3,25,0,25,..,58,4,67,0,67,..,95,4,98,0,98,..,122,0,124,0,122,..,31,4,32,0,37,..,60,4,67,0,67,..,107,0,110,0,109,..,98,19,122,3,126,..,117,12,123,0,125,..,29,3,35,0,33,..,195,18,218,3,224,..,614,62,674,14,684,..,81,9,85,0,89,..,67,7,74,0,79,..,74,26,97
3016,4,43,0,39,..,543,27,570,3,570,..,180,12,188,6,197,..,88,3,92,3,100,..,66,15,81,0,81,..,8,0,8,0,8,..,119,30,145,0,151,..,1533,334,1868,48,1912,..,5293,703,5999,94,6085,..,204,17,220,7136,7353,73145,5500,724,6215,7228,86585,74514,..,..,..,..,74514,..,212,0,213,0,211,..,91,18,109,0,109,..,224,10,236,6,248,..,131,40,173,0,176,..,241,66,310,3,307,..,14,0,13,0,13,..,389,109,492,5,498,..,18,0,22,0,22,..,73,3,76,0,76,..,138,7,148,0,148,..,242,10,249,4,251,..,159,31,193,3,196,..,42,0,42,0,42,..,142,7,156,0,156,..,92,18,113,0,114,..,87,4,87,0,87,..,39,0,43,0,43,..,123,29,152,0,152,..,529,56,585,0,584,..,358,36,394,5,402,..,125,7,129,0,127,..,101,37,134
3017,0,6,0,6,..,26,0,26,0,30,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,49,9,63,3,60,..,207,33,239,4,244,..,32,0,31,378,410,6622,235,28,267,382,7274,7165,..,..,..,..,7165,..,14,0,14,0,14,..,5,0,5,0,5,..,5,0,5,0,5,..,7,0,5,0,5,..,5,5,10,0,10,..,0,3,3,0,3,..,12,14,25,0,25,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,12,..,19,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,10,0,11,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,18,0,20,..,13,0,13,0,13,..,3,0,3,0,3,..,14,3,16
3018,0,3,0,3,..,17,0,19,0,19,..,11,0,10,0,10,..,3,0,3,0,3,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,51,4,58,0,60,..,233,22,257,8,263,..,14,0,11,760,776,7925,245,24,274,770,8969,8217,..,..,..,..,8217,..,31,0,31,0,31,..,0,0,0,0,0,..,7,0,7,0,7,..,0,6,7,0,7,..,7,0,9,0,9,..,0,3,0,0,0,..,12,6,18,0,18,..,0,0,0,0,0,..,10,0,10,0,10,..,10,0,10,0,10,..,25,3,33,0,30,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,13,0,13,..,8,0,8,0,8,..,21,0,22,4,22,..,3,0,3
4000,3,35,0,35,..,338,30,372,3,370,..,59,3,67,3,64,..,48,11,58,0,58,..,44,12,53,0,54,..,38,5,39,3,44,..,83,38,119,4,123,..,719,317,1039,33,1070,..,5069,952,6018,123,6141,..,336,38,377,9776,10153,117834,5406,988,6391,9898,134123,113838,..,..,..,..,113838,..,133,0,136,0,136,..,28,9,35,3,39,..,1041,158,1197,36,1233,..,46,10,63,0,60,..,188,116,301,5,311,..,19,10,25,0,25,..,252,135,386,6,394,..,56,7,65,0,66,..,156,0,162,0,162,..,103,6,110,0,110,..,424,9,433,3,436,..,441,105,545,7,549,..,17,0,21,0,21,..,50,3,53,0,53,..,204,70,272,4,272,..,37,3,41,0,41,..,13,3,15,0,15,..,26,3,30,0,30,..,347,86,433,3,439,..,336,41,376,3,383,..,54,10,63,3,68,..,37,10,46
4001,41,704,5,710,..,4284,223,4506,38,4543,..,2317,227,2541,28,2571,..,1201,145,1347,12,1358,..,422,99,529,7,528,..,261,24,292,3,295,..,6399,2301,8700,62,8766,..,17193,4992,22184,483,22671,..,101728,19502,121223,1375,122599,..,1648,302,1948,29577,31517,470527,103372,19799,123171,30946,624644,489855,..,..,..,..,489855,..,895,19,908,8,919,..,3293,964,4258,39,4300,..,351,18,364,12,379,..,3670,1133,4804,30,4839,..,11543,3295,14836,75,14907,..,803,293,1093,3,1100,..,16010,4726,20732,112,20849,..,1222,196,1424,23,1442,..,1113,21,1133,9,1143,..,1215,64,1279,14,1287,..,2832,100,2935,27,2963,..,9115,1854,10969,122,11094,..,986,111,1100,8,1102,..,3089,247,3339,24,3356,..,3344,512,3857,40,3891,..,1149,80,1233,7,1240,..,1110,165,1269,11,1284,..,3764,1153,4913,36,4944,..,13443,2263,15707,121,15826,..,11980,2430,14413,183,14597,..,1019,129,1150,9,1157,..,1401,454,1853
4002,0,0,0,0,..,31,3,34,0,34,..,4,0,4,0,4,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,9,6,13,0,13,..,205,114,310,3,316,..,589,141,735,6,746,..,49,5,56,659,708,12494,638,152,787,669,13952,13050,..,..,..,..,13050,..,16,0,16,0,16,..,15,0,15,0,15,..,8,0,8,0,8,..,3,3,10,0,10,..,23,5,27,0,27,..,0,0,0,0,0,..,32,8,37,0,37,..,20,3,20,0,20,..,26,3,32,0,32,..,14,4,17,0,17,..,29,0,30,0,30,..,26,8,30,0,32,..,0,0,0,0,0,..,11,0,13,0,14,..,5,0,9,0,9,..,3,0,4,0,4,..,11,3,12,0,12,..,0,0,0,0,0,..,33,5,39,0,43,..,123,11,136,0,136,..,12,0,12,0,12,..,0,0,0
4003,4,12,0,12,..,164,12,172,3,174,..,4,0,8,0,8,..,3,3,6,0,6,..,3,4,4,0,4,..,17,5,28,0,28,..,43,27,70,0,71,..,113,32,145,0,151,..,717,315,1029,9,1037,..,36,0,34,814,847,6822,745,315,1063,823,8705,7386,..,..,..,..,7386,..,7,0,7,0,7,..,20,5,26,0,26,..,36,0,36,0,36,..,6,3,7,0,7,..,64,144,204,0,204,..,3,20,24,0,24,..,76,162,238,0,237,..,5,0,7,0,7,..,9,0,9,0,9,..,0,0,0,0,0,..,24,0,24,0,24,..,6,0,3,0,3,..,15,0,15,0,15,..,11,0,15,0,15,..,29,4,30,0,30,..,3,0,5,0,5,..,14,0,13,0,13,..,0,0,5,0,5,..,74,7,87,0,89,..,50,10,56,0,62,..,7,0,7,0,7,..,0,7,7
4004,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,29,12,40,0,43,..,242,32,279,7,281,..,25,0,26,1080,1110,5485,272,34,306,1084,6871,5758,..,..,..,..,5758,..,8,0,8,0,8,..,4,0,4,0,4,..,72,4,77,0,77,..,3,0,3,0,3,..,6,11,18,0,19,..,0,0,0,0,0,..,12,9,20,0,22,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,7,3,14,0,14,..,4,0,0,0,0,..,7,0,5,0,5,..,11,0,11,0,11,..,29,4,34,0,34,..,3,0,3,0,3,..,3,0,7,0,7,..,7,0,7,0,7,..,60,6,64,0,64,..,32,4,36,0,36,..,3,0,3,0,3,..,0,0,0
4005,0,3,0,3,..,28,0,24,0,24,..,11,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,0,0,0,..,31,4,35,0,37,..,218,19,238,3,240,..,25,0,25,757,783,6837,243,19,265,763,7867,6981,..,..,..,..,6981,..,9,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,11,..,0,0,0,0,0,..,12,0,14,0,14,..,0,0,0,0,0,..,12,3,14,0,14,..,24,8,31,0,31,..,8,0,8,0,8,..,10,0,10,0,10,..,13,0,13,0,13,..,13,6,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,19,0,19,0,19,..,20,3,25,0,25,..,5,0,5,0,5,..,0,0,3
