SUA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
3010,0,18,14,49,37,17,6,3,0,145,40,216,214,606,233,101,21,9,0,1438,0,0,0,20,6,9,3,5,0,42,0,10,4,44,45,51,59,15,11,235,0,3,0,8,9,5,0,0,0,24,0,124,189,294,230,79,20,12,0,948,0,0,0,0,10,3,9,5,0,19,0,13,7,48,10,14,3,0,0,94,0,3,3,22,0,0,0,0,0,27,3,18,12,70,28,3,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,19,17,54,27,18,16,5,3,159,0,7,6,34,4,9,0,0,0,56,0,6,3,16,7,6,14,11,3,64,0,28,46,83,89,64,5,8,0,323,9,61,79,313,141,93,79,33,17,827,257,472,610,1946,1086,818,524,298,108,6108,5469,10772,9912,21936,11288,9263,5598,3133,1296,78685
3011,0,0,4,5,11,7,4,0,0,35,0,13,11,55,34,30,23,5,0,176,0,0,0,3,0,5,0,0,0,16,0,0,0,7,11,23,29,23,3,92,0,0,0,0,3,4,0,0,0,8,0,0,7,5,14,3,3,0,0,41,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,9,10,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,5,11,0,0,39,0,0,3,3,0,0,0,0,0,13,0,0,0,0,3,3,4,3,0,12,0,0,0,6,4,4,5,0,0,17,0,8,5,24,13,36,40,29,10,169,88,187,173,402,225,296,354,227,73,2020,1455,3331,2998,5652,3396,3839,3524,1977,769,26929
3012,3,18,5,43,10,4,0,0,0,86,3,56,42,175,86,59,14,3,0,445,0,0,0,3,0,4,3,0,0,12,0,0,0,6,4,6,13,4,0,32,0,0,0,3,0,0,0,0,0,3,0,30,16,79,23,3,0,0,0,147,0,0,0,0,0,0,3,4,0,6,0,3,0,26,4,3,0,0,0,40,0,0,0,3,0,0,0,0,0,3,0,4,3,13,5,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,15,3,5,5,0,0,35,0,0,0,6,0,0,0,0,0,10,0,0,0,0,9,3,0,0,0,12,0,5,9,32,14,0,0,0,0,68,7,9,25,85,61,55,51,33,6,319,186,292,289,747,350,256,122,42,9,2289,1695,2728,2462,6045,2471,1660,873,325,81,18342
3013,0,14,15,52,28,13,0,3,0,131,16,108,99,366,116,70,33,4,3,816,0,0,0,9,0,3,4,0,3,18,0,3,6,20,24,36,50,14,7,156,0,0,0,13,9,4,3,0,0,39,4,36,69,108,82,31,13,8,0,345,0,0,0,0,0,0,4,0,0,3,8,31,19,166,33,4,3,0,0,260,0,0,6,19,0,0,4,0,0,26,3,8,9,34,11,3,5,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,5,0,16,21,37,25,17,12,3,0,131,0,62,50,172,52,6,0,0,0,345,0,0,0,0,6,17,8,10,4,39,0,27,16,55,20,14,3,0,0,140,11,77,90,282,118,53,43,20,7,704,302,542,761,1576,906,792,498,358,160,5892,5323,10802,10859,20408,9966,8668,5830,3611,1519,76985
3014,3,31,52,208,216,137,36,18,0,698,13,92,113,520,226,181,72,18,3,1238,0,9,7,95,26,57,45,41,24,297,4,71,77,262,322,350,467,273,107,1944,7,17,23,54,47,47,20,4,0,221,16,257,390,970,623,406,284,140,32,3119,0,0,0,8,18,18,45,27,8,119,5,18,8,82,33,34,29,22,6,238,0,5,21,154,3,8,7,0,0,202,17,57,81,217,125,31,14,3,0,554,0,0,0,6,8,6,3,3,0,25,0,0,0,19,11,5,4,3,0,44,18,166,150,409,253,243,211,85,18,1561,9,17,20,114,36,12,6,3,0,224,4,45,40,129,107,102,110,68,16,610,3,20,101,189,179,129,76,22,4,722,55,275,412,1331,751,695,716,465,227,4926,725,1627,1918,4544,2864,2747,2587,1556,916,19480,15917,39071,33658,70316,43257,41057,36226,19660,8393,307545
3015,8,15,66,104,97,37,8,8,3,349,7,94,105,346,145,81,35,10,0,833,0,0,0,14,8,12,3,4,8,48,0,11,7,37,47,66,104,58,27,350,8,15,14,42,33,22,4,3,0,155,3,80,119,244,157,101,53,25,7,792,0,0,0,0,8,4,0,3,0,23,10,44,30,139,53,21,13,5,0,304,0,12,9,78,10,18,4,0,0,128,0,14,7,47,21,5,4,0,0,100,0,0,0,0,3,0,0,0,0,6,0,0,0,11,3,3,6,0,0,21,11,40,34,96,59,49,47,25,3,359,3,11,6,53,16,10,9,0,0,99,0,0,0,15,15,12,12,3,3,66,0,26,73,139,106,72,36,12,5,478,71,332,487,839,298,166,120,85,28,2433,407,825,1149,2117,1123,1112,1018,775,503,9017,8477,18182,17586,32676,16361,15189,12097,7033,3118,130722
3016,4,88,185,323,193,102,33,8,3,936,23,163,234,630,309,181,62,23,4,1629,0,0,3,33,9,14,16,3,8,87,0,16,36,112,103,137,109,73,14,606,0,6,17,40,39,21,3,3,0,127,3,84,222,331,180,93,40,22,8,979,0,0,0,0,3,18,7,9,0,33,4,31,35,88,50,29,18,10,0,259,3,3,9,30,3,3,0,0,0,55,7,53,53,103,67,25,3,0,0,322,0,0,0,0,3,0,3,0,0,11,0,0,0,3,3,0,0,0,0,14,9,54,84,234,65,53,38,7,0,550,0,19,21,107,35,34,10,0,0,238,0,3,15,40,23,14,31,12,3,130,0,27,59,114,42,47,8,5,0,304,67,342,411,1025,434,296,246,131,33,2979,657,1163,2196,3812,1821,1496,1106,607,213,13069,11929,23617,27867,49624,22461,18174,12067,5852,2214,173815
3017,0,3,4,6,6,0,0,0,0,20,3,17,18,38,21,14,8,0,0,120,0,0,0,0,0,0,0,3,0,4,0,0,0,3,5,3,11,7,3,30,0,0,0,4,0,0,0,0,0,3,0,9,5,19,11,9,3,0,0,56,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,11,3,3,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,9,0,0,0,3,3,4,3,0,0,16,0,10,20,42,22,9,16,9,3,132,35,91,91,187,128,113,146,88,55,939,1008,2118,1924,3083,1879,1902,1755,1067,391,15130
3018,0,0,3,11,14,9,0,0,0,36,0,6,9,30,21,21,5,0,0,88,0,0,0,8,0,0,0,0,4,12,0,0,8,13,12,15,13,14,3,77,0,0,0,0,0,3,0,0,0,5,0,9,19,37,36,13,4,11,0,131,0,0,0,0,0,0,7,0,0,11,0,0,0,3,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,0,3,5,14,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,22,3,8,12,3,3,52,0,0,0,3,3,0,0,0,0,7,0,4,0,3,4,0,3,0,0,15,0,0,0,5,3,0,0,3,0,10,4,5,5,35,25,30,19,18,0,142,52,121,140,380,266,253,144,101,37,1494,1056,2383,2162,4146,2593,2504,1844,1000,418,18107
4000,0,3,0,33,48,20,5,10,0,120,21,175,84,536,152,115,44,18,3,1150,0,0,3,26,12,32,20,17,23,130,0,27,22,102,176,339,323,166,52,1211,3,0,4,19,14,15,4,0,0,60,0,55,63,189,119,92,47,20,7,593,0,0,0,0,17,21,37,30,5,111,0,17,13,113,18,7,4,0,0,176,0,4,41,149,0,0,0,0,0,201,8,25,25,103,43,12,3,0,0,224,0,0,0,0,0,4,4,0,0,9,0,0,0,7,11,11,6,3,0,49,4,24,37,114,85,93,78,27,3,462,8,11,19,94,36,17,12,4,0,193,0,0,5,35,43,76,67,28,9,267,0,23,20,63,26,39,9,9,0,186,13,100,103,394,264,352,355,210,88,1874,722,1608,1715,4348,3352,3690,3087,1563,878,20964,14062,31929,26631,55087,38092,41265,33335,15617,6509,262512
4001,0,30,33,283,224,105,32,26,8,743,113,845,1299,4251,1779,1184,509,159,44,10177,7,42,97,1052,571,1199,773,507,498,4731,14,282,356,1179,1696,2220,2113,1347,517,9725,50,228,460,819,303,269,205,49,12,2398,30,506,913,1748,1118,609,397,150,52,5524,0,0,17,244,284,380,354,304,126,1710,59,404,325,1757,488,215,155,89,21,3519,22,61,228,764,109,68,35,4,0,1299,47,156,315,1413,295,136,38,14,0,2402,0,7,13,53,50,79,72,77,18,361,5,28,28,145,97,81,51,52,22,506,78,409,420,1137,579,507,396,105,46,3683,76,377,1183,5041,2993,2757,948,389,172,13924,6,98,138,384,446,485,391,310,121,2372,11,89,172,443,242,159,33,19,0,1169,535,2865,4605,12605,4896,3790,3246,2474,1424,36437,3210,5607,7363,17905,9573,9175,7743,5439,3193,69204,75291,147487,166592,342014,170804,154650,118785,67845,33963,1277431
4002,0,0,0,3,0,0,0,0,0,4,0,17,12,42,25,20,14,3,0,134,0,0,0,3,4,3,4,8,4,28,0,0,0,9,17,25,35,15,12,111,0,0,0,0,0,0,0,0,0,3,0,11,16,33,22,7,3,0,0,94,0,0,0,0,3,0,3,0,0,10,0,0,0,8,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,68,49,12,7,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,6,14,8,4,0,0,45,0,0,0,7,5,0,0,0,0,16,0,5,3,3,3,3,4,3,0,24,0,3,4,7,4,3,0,0,0,21,22,48,29,81,28,34,33,30,17,323,76,134,156,407,252,254,255,159,76,1762,1782,3896,3471,6706,3944,3664,2839,1652,723,28684
4003,0,0,0,4,3,0,0,0,0,4,4,65,73,160,52,25,11,0,0,392,0,0,0,3,0,0,0,0,3,13,0,0,0,3,7,10,14,17,3,44,0,0,0,0,0,0,0,0,0,0,0,3,6,12,6,7,3,0,0,39,0,0,0,0,0,0,4,0,0,4,0,3,0,23,0,0,0,0,0,24,0,0,43,142,0,0,0,0,0,185,0,0,3,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,7,0,0,28,0,0,5,9,3,3,4,0,0,34,3,16,16,80,10,3,0,0,0,143,0,0,0,0,3,4,4,4,0,10,0,3,8,9,7,0,0,0,0,30,0,21,30,88,16,19,23,16,8,221,63,113,131,274,179,152,174,104,47,1230,1028,2011,2335,4310,2253,2075,1909,1166,478,17559
4004,0,0,0,3,3,0,0,0,0,7,0,0,3,16,10,10,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,5,8,30,0,0,0,0,0,0,0,0,0,3,0,3,0,11,4,0,0,0,0,20,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,11,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,7,0,3,0,8,3,0,0,0,0,21,0,0,0,0,0,0,3,0,0,10,0,0,0,7,0,0,0,0,0,5,3,0,4,20,10,6,12,3,4,58,61,106,131,299,192,191,172,72,24,1252,865,1725,1638,3462,1864,1741,1339,635,245,13515
4005,0,0,0,0,0,3,0,0,0,3,0,6,4,33,20,24,9,3,0,106,0,0,0,4,0,0,3,0,0,6,0,0,0,3,12,9,19,10,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,3,9,0,0,36,0,0,0,0,0,3,0,6,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,4,3,0,0,0,19,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,6,10,0,0,28,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,5,5,22,16,16,17,8,3,92,65,145,130,286,164,187,134,110,47,1274,1025,2039,1773,3846,2097,2081,1562,874,393,15685
4006,0,0,0,0,0,0,0,0,0,0,0,13,9,28,17,18,6,5,0,97,0,0,0,3,0,0,0,0,0,5,0,0,0,7,7,14,13,14,3,55,0,0,0,0,0,0,0,0,0,0,3,5,11,18,19,0,3,0,0,55,0,0,0,0,0,0,0,3,0,5,0,3,0,5,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,14,0,0,0,12,5,0,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,0,0,6,3,3,0,0,0,10,0,3,7,35,8,9,16,10,3,84,42,90,98,195,150,132,112,80,48,950,741,1716,1770,3018,1962,1790,1588,993,421,14007
4007,0,0,0,6,3,4,0,0,0,16,0,8,9,34,13,9,3,3,0,74,0,0,0,4,0,10,4,0,5,23,0,4,3,6,16,53,97,47,26,251,0,0,0,0,5,3,4,0,0,15,0,6,3,6,15,12,15,4,3,68,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,3,11,14,5,0,64,0,0,0,0,5,4,3,0,0,17,0,0,0,3,3,12,38,20,3,78,0,0,0,3,0,0,4,0,0,9,0,3,10,28,25,44,54,52,19,233,41,107,102,235,168,277,334,241,150,1663,951,2279,1812,3795,2665,3972,5481,3221,1323,25503
4008,0,0,3,3,5,0,0,0,0,9,9,37,36,113,50,41,16,3,0,300,0,0,0,4,3,5,11,6,3,31,0,0,0,24,102,141,134,94,31,519,0,0,0,0,0,0,0,0,0,4,0,38,25,64,32,8,6,3,0,178,0,0,0,3,3,3,4,4,3,16,0,4,3,12,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,0,16,0,0,0,4,0,0,0,0,0,9,0,0,0,5,17,13,12,8,3,56,0,7,8,17,12,5,0,0,0,47,4,6,3,33,46,46,46,51,15,251,86,205,184,389,274,231,167,128,54,1713,1341,2849,2650,5339,3210,2675,2016,1247,429,21751
5000,0,22,17,103,76,43,5,0,0,272,65,380,251,1214,411,180,52,6,0,2559,0,3,4,57,11,49,35,29,25,218,0,15,55,320,360,428,354,163,38,1719,3,12,23,75,59,64,24,10,3,280,16,161,216,780,486,264,150,50,16,2139,0,0,0,9,9,30,16,16,3,81,0,15,6,108,32,20,16,6,3,214,3,0,76,360,3,3,0,0,0,447,16,73,77,196,101,30,9,0,0,504,0,0,0,8,9,11,17,23,3,70,0,0,0,15,3,0,0,0,0,24,17,34,47,247,156,167,119,33,4,827,7,18,32,251,102,52,18,3,0,479,0,9,3,82,98,104,87,29,15,424,3,36,47,278,143,135,74,9,0,735,20,102,183,1110,651,592,441,181,66,3352,1452,3023,2940,10195,5534,5086,3283,1676,589,33780,17307,36770,29193,77508,44000,41122,27980,11983,3642,289509
5001,0,0,0,3,3,0,0,0,0,9,14,83,74,234,72,36,20,3,0,530,0,0,0,8,0,4,5,8,9,44,0,7,3,24,44,49,60,44,18,244,0,3,4,8,10,5,3,0,0,25,0,50,50,105,81,42,20,16,0,365,0,0,0,0,0,0,3,0,6,12,0,0,0,3,3,0,4,0,0,14,0,0,0,14,0,0,0,0,0,10,7,35,16,25,6,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,28,13,14,20,3,0,102,0,5,7,15,10,3,0,0,0,37,0,0,6,9,6,20,15,10,3,70,0,6,4,29,20,16,6,0,0,81,0,18,20,90,57,63,63,33,14,359,78,174,205,434,296,335,295,227,117,2174,1812,4317,3800,7382,4398,4480,3711,2232,1014,33145
5002,0,0,0,10,3,0,0,0,0,16,9,25,43,93,38,14,0,0,0,227,0,0,0,3,0,0,0,0,0,8,0,0,0,18,20,15,7,0,3,55,0,0,3,3,3,0,4,0,0,12,0,4,8,44,14,3,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,0,3,0,0,15,0,0,8,58,0,0,0,0,0,66,4,6,7,37,19,8,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7,5,0,0,0,32,0,0,0,7,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,14,0,3,4,14,3,4,0,0,0,33,0,12,7,100,28,22,5,3,0,173,125,235,167,680,270,233,102,35,16,1860,1106,2153,1387,4865,1932,1630,671,200,44,13984
5003,0,3,3,8,18,8,0,0,0,38,17,141,98,355,136,54,19,0,0,805,0,0,0,26,8,21,14,17,17,107,4,16,25,87,84,100,87,57,10,463,3,14,9,37,21,16,10,7,0,105,11,181,222,449,279,126,73,29,8,1391,0,0,0,6,0,4,5,0,0,16,3,9,3,33,10,4,3,0,0,70,0,0,5,68,0,0,0,0,0,76,3,15,11,43,26,12,6,0,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,26,21,56,39,30,27,13,6,214,0,3,12,30,19,5,8,0,0,79,0,3,4,21,29,30,18,8,8,116,0,23,79,154,91,83,32,0,0,467,11,77,63,321,151,121,87,44,16,888,284,545,530,1343,761,701,559,369,158,5257,4967,10222,8657,19024,9928,8744,6303,3221,1333,72402
5004,0,0,0,10,3,4,0,0,0,21,3,21,23,64,18,11,11,0,0,150,0,0,0,8,0,3,11,0,3,21,0,12,10,31,35,55,57,27,8,236,0,0,0,8,7,6,3,0,0,35,0,25,31,122,76,42,40,15,3,354,0,0,0,0,0,0,0,0,0,4,3,9,0,13,11,0,3,0,0,38,0,0,8,42,0,0,0,0,0,49,0,9,13,29,13,5,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,8,11,31,9,22,15,4,3,113,0,7,3,27,3,3,0,0,0,48,0,0,0,8,5,14,13,13,0,59,0,0,3,21,23,19,8,3,0,83,3,29,13,126,69,58,57,39,14,411,121,272,207,671,395,399,370,223,110,2763,2242,5220,3579,8703,4940,4720,4236,2125,851,36616
5005,0,0,0,0,3,0,0,0,0,8,0,7,7,26,10,9,0,0,0,59,0,0,0,0,0,0,0,0,0,5,0,0,3,7,15,14,10,8,8,63,0,0,0,0,3,0,0,0,0,10,0,10,27,46,25,18,12,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,11,0,0,0,0,0,10,0,3,4,13,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,7,3,0,0,28,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,3,0,0,10,0,0,4,14,3,7,0,0,0,27,0,4,0,23,14,14,7,7,9,88,74,130,171,338,253,191,145,71,34,1409,755,1643,1484,2798,1778,1539,1225,651,247,12107
5006,0,0,3,0,3,3,0,0,0,12,12,69,58,202,93,36,17,3,0,493,0,0,0,4,0,4,4,3,3,12,0,3,3,17,45,45,44,21,6,182,0,4,3,10,11,4,3,0,0,37,8,63,82,162,104,52,19,6,0,506,0,0,0,0,0,0,7,0,0,8,0,16,3,23,3,3,0,0,0,46,0,3,0,24,0,0,0,0,0,31,6,11,15,32,26,7,0,4,0,105,0,0,0,3,0,3,3,0,3,11,0,0,0,0,0,0,0,0,0,5,0,3,3,29,15,13,8,3,0,71,0,3,4,26,13,26,4,0,0,76,0,0,6,13,19,10,8,0,0,57,0,18,20,45,20,13,0,0,0,113,4,24,32,111,71,33,54,28,12,369,194,357,378,799,488,418,317,201,59,3220,2495,5295,4785,9394,5410,4531,3154,1735,620,37432
5007,0,42,27,54,30,4,0,0,0,159,13,99,96,253,112,57,11,3,0,643,0,4,6,10,0,0,3,0,4,28,0,9,6,47,25,36,17,3,0,150,0,0,4,12,8,3,0,0,0,28,9,81,107,197,137,33,11,5,0,574,0,0,0,3,0,3,0,3,3,10,0,4,0,33,10,0,0,0,0,48,0,0,0,9,0,0,0,0,0,9,3,13,16,51,22,8,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9,4,7,0,15,4,8,0,0,0,47,0,5,7,14,5,0,0,0,0,22,0,3,0,12,7,8,3,3,3,45,7,36,37,116,63,37,6,0,0,300,8,57,38,221,66,38,32,6,4,477,235,338,343,1060,460,419,178,79,24,3123,2568,4329,3831,9775,4164,3130,1377,558,153,29873
5008,0,0,0,5,0,3,0,0,0,19,9,72,68,208,83,28,4,0,0,476,0,0,0,5,0,3,3,0,0,17,0,3,5,21,23,14,3,3,0,73,0,0,0,12,4,0,3,0,0,21,0,29,26,107,48,21,4,3,0,240,0,0,0,0,0,0,3,0,0,3,3,3,0,21,10,0,3,0,0,41,0,3,3,27,0,0,0,0,0,30,5,8,16,43,18,3,0,0,0,94,0,0,0,6,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,18,3,3,0,0,0,37,0,3,3,11,5,0,0,0,0,21,0,0,0,9,0,4,0,0,0,12,0,14,7,32,13,0,3,0,0,77,3,14,12,139,35,27,5,0,0,238,148,230,202,825,316,183,47,7,0,1958,1617,2526,1797,6314,2058,1168,293,44,7,15828
5009,13,171,169,578,356,151,23,16,3,1469,417,3480,3707,10437,3893,1744,642,141,27,24487,8,92,131,1576,550,1302,679,418,324,5090,112,1213,1486,5152,4334,4285,3415,1979,627,22602,158,1047,2114,4536,2222,2356,1271,559,133,14393,210,3180,5639,11920,6846,3864,1997,825,268,34739,0,0,28,389,314,464,370,269,102,1943,80,674,612,3267,1019,726,542,247,98,7254,43,55,372,2955,188,160,93,11,0,3887,172,846,1076,2875,866,498,158,33,11,6533,5,27,111,792,545,607,507,285,61,2940,12,42,111,553,221,94,57,30,10,1130,211,1009,947,2420,1182,1066,685,182,72,7767,118,460,1422,6087,3036,2439,941,395,144,15035,25,281,384,1380,1170,891,815,418,174,5540,27,537,1382,3741,1883,1326,478,143,35,9562,865,4914,7992,27652,9508,6949,4625,2431,1043,65975,6559,10801,14159,39456,16394,14101,11054,7657,4648,124832,124511,238730,249009,569589,252800,208679,149417,80772,34331,1907833
5010,0,3,0,13,4,0,0,0,0,15,8,55,44,154,72,27,7,0,0,365,0,0,0,6,3,0,0,0,0,11,0,0,0,14,19,11,0,0,0,50,0,0,0,8,6,12,0,0,0,25,0,16,31,72,46,15,0,0,0,187,0,0,0,0,0,0,0,0,0,5,0,9,0,22,8,4,0,0,0,45,0,0,3,17,0,0,0,0,0,20,3,4,3,49,7,0,0,0,0,66,0,0,0,3,0,4,3,0,0,8,0,0,0,0,7,0,0,0,0,7,0,4,0,10,6,4,4,0,0,27,0,0,0,12,0,0,0,0,0,21,0,0,0,7,3,0,4,0,0,15,0,15,16,51,27,7,0,0,0,111,0,9,11,98,44,15,8,0,0,194,178,273,243,896,357,206,74,21,5,2262,1330,1965,1503,5443,1947,1170,337,103,32,13828
