SUA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
1035,1231,34,14,49,1277,311,3,1592,4,3,0,3,13,0,0,0,13,0,13,24,5819,679,118,101,6725,123,36,159,6882,520,26,7427,1226,134,25,4,1392,21,5,32,1417,60,0,1481,1590,191,19,16,1813,24,3,27,1845,70,3,1919,44,3,9,0,57,0,0,0,59,0,0,55,8,0,0,13,23,3,0,3,22,0,5,30,2866,325,52,37,3282,51,7,64,3346,133,7,3481,39,7,0,0,45,3,3,8,56,3,0,58,72,8,3,0,87,7,0,7,94,5,0,98,109,17,4,3,134,10,3,11,146,7,0,153,2973,341,55,37,3417,66,9,73,3489,141,7,3637,601,99,9,17,732,19,15,33,761,207,3,975,3,0,0,0,8,0,0,0,8,0,11,18,3577,447,68,60,4150,78,25,105,4258,347,18,4625,1711,183,22,12,1931,37,11,45,1977,113,0,2093,2130,266,30,16,2449,37,3,35,2483,121,0,2609
2000,2776,89,30,124,2900,552,14,3472,32,7,5,11,54,0,0,0,54,3,40,95,13578,1820,383,354,16134,273,80,356,16490,1147,83,17724,2888,321,40,25,3275,33,10,41,3317,175,3,3493,4051,543,88,52,4725,44,13,59,4785,226,12,5023,140,24,41,3,206,8,0,8,216,9,0,221,44,7,3,75,124,0,0,0,126,6,3,136,7122,894,171,149,8336,83,25,106,8448,415,18,8884,40,9,0,4,56,21,0,20,84,11,0,90,97,16,3,0,118,11,6,16,135,9,0,151,144,26,6,6,180,31,9,41,220,20,0,237,7260,924,176,159,8517,112,32,150,8668,436,18,9124,1265,204,56,63,1585,48,15,59,1649,411,10,2067,29,7,0,8,44,0,0,0,43,0,25,68,8554,1140,234,228,10149,163,48,210,10355,846,56,11259,4210,428,77,28,4741,57,11,65,4808,199,8,5018,5291,778,137,71,6274,71,8,82,6360,293,15,6669
2001,128,4,0,4,129,15,0,142,0,0,0,0,0,0,0,0,0,0,0,0,472,40,10,6,531,6,0,6,540,23,0,564,92,7,3,0,98,0,0,0,104,3,0,106,136,12,0,0,147,3,0,3,150,0,0,154,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,3,6,0,0,0,6,0,0,6,234,17,8,6,259,3,0,3,265,4,0,269,3,3,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,9,10,3,0,0,7,0,0,0,7,0,0,11,243,15,8,6,269,3,0,3,269,7,0,278,55,4,3,3,61,0,0,0,61,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0,292,25,6,5,329,3,0,3,333,16,0,351,151,22,3,4,181,6,0,6,188,4,0,191,177,16,0,0,192,3,0,3,192,3,0,195
2002,49,0,0,0,50,13,0,62,0,0,0,0,0,0,0,0,0,0,0,0,229,24,11,4,266,4,0,6,270,34,0,307,47,3,0,0,53,0,0,0,54,3,0,57,86,4,0,0,92,3,0,3,97,4,0,101,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,128,12,3,3,146,0,0,0,152,9,0,160,5,3,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,4,3,0,0,9,0,0,0,9,0,0,9,133,15,3,3,151,0,0,0,159,9,0,164,18,0,0,0,19,0,0,0,23,12,0,32,0,0,0,0,0,0,0,0,0,0,0,5,156,18,3,3,174,4,0,4,180,13,0,197,59,10,0,0,69,3,0,3,66,3,0,77,110,16,0,0,126,3,0,3,130,3,0,134
2003,377,18,4,26,396,87,4,484,0,0,0,0,0,0,0,0,0,0,3,3,1858,241,26,38,2159,56,9,67,2228,178,4,2408,400,43,4,0,446,3,0,3,454,14,3,471,556,56,6,6,624,9,5,11,643,17,0,658,18,0,0,0,19,3,0,3,19,0,0,23,3,0,0,7,12,0,0,0,12,0,0,13,976,104,15,9,1106,17,8,19,1123,37,3,1163,8,0,0,0,8,3,0,3,8,0,0,10,16,3,0,0,22,0,0,0,22,3,0,21,23,3,0,0,28,3,0,3,28,6,0,34,996,103,15,11,1126,20,8,24,1152,43,3,1201,155,23,3,3,192,10,3,11,199,56,3,263,0,0,0,0,0,0,0,0,0,0,0,3,1151,132,17,19,1317,28,7,34,1356,103,9,1461,553,58,7,3,613,9,5,18,628,33,0,666,732,85,12,0,830,12,3,16,852,44,0,892
2004,416,17,5,24,438,94,0,528,3,0,0,0,6,0,0,0,6,0,3,9,1686,227,39,34,1987,35,19,55,2041,150,4,2194,347,45,3,0,405,7,3,5,406,19,4,431,548,73,10,13,642,13,0,12,654,23,0,681,15,4,3,0,18,0,0,0,18,0,0,24,3,0,0,0,7,0,0,0,10,0,0,8,918,126,19,16,1073,17,3,22,1096,39,3,1140,9,3,0,0,8,3,0,3,14,0,0,14,20,0,0,0,19,0,0,0,20,3,0,27,24,5,0,0,31,3,0,3,33,3,0,34,944,131,19,16,1100,17,3,23,1127,47,3,1180,176,37,3,3,218,3,5,12,229,52,0,282,0,0,0,0,0,0,0,0,0,0,3,5,1117,164,24,19,1320,23,10,36,1360,96,5,1464,485,62,3,6,560,9,4,8,573,25,0,604,714,93,7,3,825,5,3,4,827,36,0,871
2005,34,3,0,3,36,7,0,46,0,0,0,0,0,0,0,0,0,0,3,3,229,28,4,3,268,4,0,4,274,18,3,290,32,4,0,0,39,0,0,3,38,0,0,41,99,7,0,3,105,0,0,0,106,5,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,9,0,3,145,0,4,3,150,5,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,9,0,3,145,3,4,7,155,5,0,154,12,0,0,0,16,0,0,0,17,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,150,10,0,6,167,4,4,9,174,4,3,184,62,7,0,0,75,0,0,0,76,3,0,84,114,7,0,0,117,0,3,3,123,7,0,128
2006,44,0,0,0,47,11,0,60,4,0,0,0,4,0,0,0,4,0,5,9,407,36,3,3,454,8,0,11,461,28,8,491,113,8,3,3,126,0,0,0,126,5,0,131,144,17,3,6,164,3,0,4,170,6,0,171,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,3,3,0,0,0,3,0,0,3,260,26,4,5,298,3,0,4,302,8,0,317,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,6,0,0,0,6,0,0,10,270,23,4,5,307,3,0,4,312,13,0,321,21,0,0,0,29,0,0,0,29,10,0,35,3,0,0,0,0,0,0,0,0,0,0,4,294,27,4,9,338,3,0,4,337,17,0,362,170,13,5,0,191,0,0,0,188,11,0,197,173,22,0,5,199,4,3,3,200,0,0,208
2007,997,23,10,35,1028,172,3,1201,3,0,0,9,12,0,0,0,12,0,12,22,4789,571,89,94,5548,110,27,141,5685,339,27,6055,897,113,15,5,1032,24,4,31,1060,52,0,1116,1570,157,10,11,1754,18,3,20,1773,63,0,1830,33,3,9,0,47,0,0,0,50,6,0,48,13,8,0,17,33,0,0,0,33,0,0,33,2514,282,33,33,2863,41,12,50,2914,119,3,3038,37,11,0,0,49,3,0,3,51,0,0,57,55,3,0,0,60,3,4,7,61,0,0,65,90,14,0,3,107,12,4,14,120,3,0,118,2608,290,33,30,2969,53,11,62,3031,120,4,3154,478,64,8,14,568,24,6,32,594,116,0,713,8,0,0,0,8,0,0,0,8,0,7,16,3093,358,44,41,3538,72,20,94,3635,242,12,3880,1303,141,17,5,1470,26,0,22,1494,65,6,1561,1982,213,33,24,2254,26,0,26,2280,96,0,2373
2008,111,0,0,0,114,8,0,114,0,0,0,0,0,0,0,0,0,0,3,3,674,56,11,10,754,5,0,6,764,24,3,785,122,12,5,0,137,0,0,0,138,3,0,139,171,15,0,4,192,0,0,0,199,6,0,205,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,298,28,3,5,338,3,0,3,339,10,0,356,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,7,0,0,0,7,0,0,7,10,0,0,0,13,0,0,0,13,0,0,13,316,28,3,5,355,3,0,3,354,10,0,363,56,3,0,0,64,0,0,0,60,4,0,67,3,0,0,0,3,0,0,0,3,0,6,4,369,36,9,5,416,0,0,0,421,17,6,439,152,21,5,0,179,5,0,5,180,4,3,189,242,32,3,3,280,3,0,5,282,8,0,296
2009,51,0,0,3,50,9,0,64,0,0,0,0,0,0,0,0,0,0,3,3,321,27,3,8,361,7,3,10,371,17,3,386,56,3,0,0,60,0,0,0,62,0,0,62,102,17,0,5,127,4,0,4,130,0,0,130,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,165,20,0,4,189,5,0,5,191,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,168,20,0,4,193,5,0,5,196,3,0,203,25,4,0,0,24,0,0,0,31,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,186,23,0,4,220,5,0,5,226,5,0,230,95,7,0,0,109,0,0,0,107,4,0,112,134,15,0,0,155,4,0,4,154,0,0,153
2010,21940,858,229,1090,23029,4681,88,27794,142,25,3,123,295,4,0,5,296,35,255,589,84396,11232,1181,1752,98562,2716,639,3357,101918,8070,473,110458,16775,1948,171,124,19015,476,94,567,19582,1066,28,20678,22505,2805,249,210,25770,385,92,476,26247,914,26,27189,495,76,124,3,703,18,3,18,723,41,0,758,290,53,3,310,655,24,5,27,686,48,18,748,40068,4886,540,641,46136,902,193,1097,47233,2067,75,49374,560,107,11,19,688,152,17,173,861,91,0,955,990,177,9,26,1205,134,58,190,1390,101,0,1491,1550,283,15,41,1893,285,74,363,2256,189,0,2442,41619,5166,559,684,48032,1187,268,1457,49487,2251,72,51817,9885,1819,150,291,12152,470,138,609,12764,2986,54,15810,78,15,0,45,145,7,0,4,148,25,169,341,51580,7004,715,1029,60327,1668,412,2077,62398,5264,302,67967,24655,2781,288,186,27916,705,154,858,28771,1693,32,30494,29405,3830,370,291,33899,562,108,675,34571,1496,38,36102
2011,387,22,3,25,410,126,5,544,0,0,0,0,0,0,0,0,0,0,11,17,1112,136,27,19,1289,55,12,65,1358,175,19,1555,217,13,4,3,244,7,3,9,250,11,0,263,222,17,0,5,250,5,3,11,258,16,0,276,17,0,3,0,17,0,0,0,17,0,0,17,3,0,0,3,4,0,0,0,4,0,0,4,460,37,9,13,517,12,3,19,534,24,0,563,11,0,0,0,13,6,0,6,18,0,0,22,20,3,0,0,27,0,3,3,26,0,0,28,30,3,0,0,38,6,3,12,45,0,0,46,492,38,10,10,554,22,6,27,583,24,0,612,177,32,9,10,218,14,3,11,231,78,4,319,3,0,0,0,3,0,0,0,3,0,3,8,669,70,14,23,772,35,11,42,816,107,7,930,279,23,7,7,316,9,0,9,325,29,0,354,290,31,8,0,328,3,3,6,332,16,0,351
2012,183,20,8,26,208,72,0,285,0,0,0,0,6,0,0,0,3,0,3,14,928,88,20,13,1051,39,11,51,1098,125,6,1232,207,22,4,0,233,6,0,6,236,7,0,245,242,17,3,0,263,5,0,5,273,19,0,289,8,0,0,0,11,0,0,0,11,0,0,11,0,0,0,3,3,0,0,0,3,0,0,6,459,41,9,4,509,9,0,9,522,28,0,550,10,0,0,0,8,3,0,3,13,0,0,13,6,0,0,0,6,4,0,4,9,0,0,11,15,3,0,0,16,4,0,4,28,0,0,24,467,43,10,4,530,21,0,21,547,23,0,574,84,18,3,3,105,4,8,7,119,49,0,172,4,0,0,0,4,0,0,0,4,0,0,4,556,57,12,6,641,23,8,29,665,78,0,750,315,35,7,0,355,8,0,8,369,22,0,392,341,25,6,0,373,14,0,14,390,25,0,412
2013,50,0,0,0,57,24,0,77,3,0,0,0,3,0,0,0,3,0,0,3,221,21,3,6,258,15,0,12,271,38,0,310,41,3,0,0,47,3,0,3,52,3,0,56,70,10,0,0,80,3,0,3,87,7,0,93,8,0,0,0,8,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,121,18,7,0,141,3,0,10,148,14,0,157,4,0,0,0,3,0,0,0,3,3,0,10,4,3,0,0,3,0,0,0,3,0,0,6,8,3,0,0,11,0,0,0,11,0,0,11,123,17,7,0,148,3,0,10,158,12,0,169,26,3,0,0,31,0,0,0,37,9,0,50,0,0,0,0,0,0,0,0,0,0,0,4,153,20,8,0,183,9,0,6,191,25,0,215,48,3,0,0,51,0,0,0,58,5,0,61,103,15,4,3,119,0,0,0,119,12,0,135
2014,33,0,0,0,33,14,0,43,0,0,0,0,0,0,0,0,0,0,0,3,161,22,3,5,190,7,0,7,194,28,0,219,38,3,3,0,47,0,0,0,47,0,0,50,60,3,0,0,66,0,0,0,66,3,0,72,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,102,7,3,3,117,0,0,0,121,6,0,123,6,0,0,0,6,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,0,5,109,7,3,3,121,3,0,3,125,6,0,131,18,4,0,0,31,0,0,0,31,14,0,38,0,0,0,0,0,0,0,0,0,0,0,0,125,8,3,5,148,3,0,3,148,17,0,170,56,3,3,0,59,0,0,0,59,0,0,64,67,11,3,3,81,0,0,0,86,5,0,84
2015,66,3,0,3,69,18,0,89,0,0,0,0,4,0,0,0,4,0,0,4,249,28,6,8,293,9,3,5,302,26,0,330,50,3,3,0,54,0,0,0,56,4,0,60,81,8,3,0,96,3,0,3,101,4,0,103,4,4,0,0,6,0,0,0,6,0,0,6,0,0,0,4,3,0,0,0,3,0,0,3,139,13,4,4,160,3,0,3,169,4,0,171,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,9,0,0,9,144,12,4,4,163,10,0,10,172,4,0,178,31,5,0,0,35,0,0,0,36,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,177,18,4,8,200,8,0,8,210,12,0,222,82,6,0,0,84,0,0,0,86,0,0,85,103,8,3,0,111,3,0,3,114,8,0,125
2016,239,7,0,14,248,118,0,368,3,0,0,0,4,0,0,0,4,0,0,7,898,120,29,18,1061,29,7,32,1091,158,0,1251,206,25,0,3,238,11,3,8,246,10,0,259,235,25,0,5,267,5,0,5,275,6,0,285,8,0,0,0,11,0,0,0,11,0,0,11,4,3,0,3,5,0,0,0,5,0,0,5,456,54,3,12,526,14,3,17,543,22,0,565,12,0,0,0,13,4,0,4,16,0,0,16,12,0,0,0,11,0,0,0,11,0,0,16,23,0,0,0,22,4,0,4,30,0,0,33,481,55,3,12,549,19,3,21,567,21,0,592,88,11,9,0,105,8,3,6,118,71,0,189,0,0,0,3,0,0,0,0,0,0,3,11,564,66,13,16,657,24,3,32,689,94,3,793,324,33,7,5,370,8,0,9,383,20,0,401,379,39,7,3,431,9,0,6,435,23,0,458
2017,29,0,0,0,29,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,181,16,0,0,200,6,0,6,202,13,0,215,51,5,0,0,49,4,0,4,53,3,0,62,64,5,0,0,71,0,0,0,71,0,0,71,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,0,0,4,0,0,4,111,11,4,4,126,4,0,4,128,7,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,11,4,4,126,4,0,4,128,8,0,138,28,4,0,0,29,0,0,0,29,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,137,15,4,3,158,4,0,4,155,13,0,171,68,6,5,0,77,0,0,0,80,7,0,86,80,12,0,0,88,0,0,3,96,0,0,96
2018,132,13,5,18,151,40,0,187,0,0,0,3,3,0,0,0,3,0,3,4,660,71,10,17,769,43,7,53,813,63,3,886,124,6,0,4,133,11,3,13,142,10,0,150,226,19,15,3,258,4,0,4,266,16,0,279,7,0,0,0,7,3,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,352,23,15,4,399,15,4,21,416,20,0,441,3,3,0,0,5,3,0,3,6,0,0,6,14,3,0,0,11,0,3,3,17,0,0,20,14,5,0,0,20,3,3,5,23,0,0,23,370,31,15,4,419,21,4,26,440,21,0,467,62,6,0,6,76,8,3,12,87,18,0,109,0,0,0,0,0,0,0,0,0,0,0,3,435,32,11,13,496,23,12,36,529,43,0,575,163,13,3,3,183,10,3,8,193,3,0,202,288,24,6,3,323,3,0,3,329,14,0,346
2019,58,3,0,3,65,19,0,80,0,0,0,0,0,0,0,0,0,0,3,6,348,49,10,9,414,4,0,4,414,37,3,456,82,5,0,0,90,0,0,0,90,5,0,88,117,11,0,0,125,0,0,0,129,4,0,134,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,195,20,0,3,218,0,0,0,224,3,0,225,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,8,0,0,0,8,0,0,8,205,19,0,3,229,0,0,0,230,3,0,235,29,3,0,0,30,3,0,3,38,15,0,48,0,0,0,0,3,0,0,0,3,0,0,5,234,23,0,3,263,3,0,3,267,15,0,287,97,9,0,0,111,0,0,0,111,3,0,114,136,16,3,0,151,0,0,0,156,7,0,158
2020,168,8,0,8,171,30,0,197,0,0,0,0,0,0,0,0,0,0,0,3,722,75,9,13,817,14,0,20,833,55,3,893,130,5,0,0,137,0,0,3,143,5,0,152,231,22,3,3,261,3,0,3,265,12,0,278,9,0,0,0,12,0,0,0,12,0,0,10,0,0,0,0,3,0,0,0,3,0,0,8,372,37,3,4,413,5,0,3,420,21,0,442,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,9,0,0,8,12,0,0,0,12,0,0,0,10,0,0,11,382,37,3,4,426,5,3,3,432,22,0,450,76,14,3,3,100,0,0,4,100,20,0,123,0,0,0,0,0,0,0,0,0,0,0,0,461,50,7,6,523,10,6,13,535,42,0,579,214,14,3,0,231,0,0,0,236,12,0,246,303,30,3,5,339,6,0,6,341,14,0,356
2021,92,0,0,0,98,22,0,122,0,0,0,0,0,0,0,0,0,0,0,0,666,73,13,11,762,8,0,11,771,44,0,816,138,7,0,0,142,0,0,0,148,12,0,155,227,27,8,3,270,0,0,4,270,10,0,277,10,3,3,0,18,0,0,0,18,0,0,18,0,0,0,0,3,0,0,0,3,0,0,3,375,43,7,3,433,0,0,3,432,16,0,448,0,0,0,0,0,3,0,3,3,0,0,7,4,4,0,0,5,0,0,0,8,0,0,8,4,3,0,0,8,7,0,7,13,0,0,11,383,42,7,3,439,8,0,8,444,16,0,464,55,6,0,3,68,3,0,3,75,13,0,86,0,0,0,0,0,0,0,0,0,0,0,0,432,55,8,9,504,7,0,11,518,30,0,546,193,25,3,0,218,0,0,0,221,9,0,234,302,33,12,0,347,3,0,3,350,13,0,365
3000,3419,234,34,272,3693,1180,28,4897,35,7,0,19,62,3,0,3,69,3,65,136,14201,1910,401,411,16923,616,99,718,17638,2025,132,19794,3024,316,66,27,3438,80,8,89,3522,208,3,3736,3476,550,91,56,4175,74,13,86,4266,239,12,4518,114,22,39,3,178,6,3,10,183,16,0,203,52,3,5,81,145,4,0,4,147,18,4,168,6666,894,201,168,7931,169,23,192,8124,484,14,8622,100,21,8,7,135,50,4,57,187,41,0,231,123,29,6,4,158,19,9,23,184,17,0,203,217,45,13,14,292,69,10,79,375,54,4,431,6885,943,218,181,8220,235,38,273,8499,538,18,9055,1370,248,64,59,1738,129,33,155,1898,765,11,2671,24,0,0,10,34,3,0,3,36,6,31,81,8279,1186,285,242,9997,367,68,431,10431,1311,58,11804,3942,367,90,42,4442,95,13,109,4555,244,5,4803,4046,640,102,71,4860,111,18,132,4985,308,7,5299
3001,10492,461,100,563,11058,2077,39,13174,59,4,0,28,99,0,0,0,99,14,170,279,45217,5378,749,826,52173,1565,296,1868,54042,4054,276,58364,10585,1077,111,70,11842,295,36,327,12169,691,12,12873,10717,1287,151,81,12235,267,48,313,12546,495,15,13054,299,52,77,11,434,10,3,15,447,26,0,473,124,22,0,135,283,9,0,16,294,22,5,323,21730,2443,341,294,24795,576,84,667,25463,1233,30,26723,415,60,3,15,494,90,4,99,587,55,0,642,524,92,15,27,653,54,18,76,728,40,0,775,936,152,15,40,1143,152,25,176,1317,95,0,1418,22664,2590,351,329,25938,729,112,839,26780,1329,36,28138,4873,765,125,152,5916,268,49,317,6229,1414,23,7663,31,8,0,28,76,3,0,3,76,7,85,168,27570,3366,479,512,31927,999,156,1159,33088,2747,144,35973,15019,1392,205,92,16708,433,74,505,17214,955,11,18182,13640,1736,229,102,15708,328,44,379,16086,699,12,16796
