SUA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
1010,198,10,0,12,206,63,0,270,3,0,0,0,3,0,0,0,3,0,6,9,1128,184,25,24,1366,40,9,48,1410,146,13,1565,286,41,3,0,331,6,3,12,337,22,0,360,302,39,5,9,358,6,3,8,369,32,0,403,11,0,0,0,6,0,0,0,6,0,0,7,3,0,0,3,3,0,0,0,3,0,0,4,596,79,7,13,698,15,5,23,721,60,0,778,5,0,0,0,9,7,0,7,12,0,0,12,12,0,0,0,16,3,0,3,17,7,0,20,20,0,0,0,21,8,0,6,27,7,0,36,611,85,7,13,721,23,9,30,748,65,0,813,107,18,0,5,131,6,0,12,143,44,0,184,3,0,0,0,3,0,0,0,3,0,3,8,722,109,9,18,856,29,5,36,896,107,3,1009,407,54,6,6,468,6,0,9,478,31,0,510,377,77,7,6,465,8,3,11,477,38,0,514
1011,107,15,0,15,117,29,0,152,0,0,0,0,0,0,0,0,0,0,0,3,712,60,13,8,787,20,3,24,816,53,4,865,215,12,0,0,228,4,0,4,235,10,0,244,155,25,3,0,182,0,0,3,187,4,0,189,5,0,3,0,6,0,0,0,13,0,0,13,3,0,0,0,4,0,0,0,4,0,0,4,378,39,5,3,426,9,0,8,434,16,0,454,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,375,41,5,3,424,9,0,8,438,16,0,456,60,6,0,3,65,5,0,5,70,15,0,79,3,0,0,0,3,0,0,0,3,0,0,3,435,41,5,7,493,9,0,13,507,34,0,538,294,24,0,0,319,3,0,3,320,17,5,339,193,13,0,3,212,0,0,3,210,4,0,220
1012,46,0,0,3,45,17,0,60,0,0,0,0,0,0,0,0,0,0,0,0,202,46,0,8,264,4,0,6,271,38,0,308,47,8,0,0,60,0,0,0,62,6,0,64,69,16,0,0,87,3,0,3,92,4,0,95,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,115,24,0,3,150,7,0,7,151,14,0,165,0,0,0,0,0,0,0,0,6,3,0,8,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,8,0,0,0,10,3,0,13,122,29,0,3,151,7,0,7,159,11,0,171,18,3,0,0,18,3,0,3,26,14,0,34,0,0,0,0,0,0,0,0,0,0,0,0,138,32,3,3,172,6,0,6,181,22,0,210,71,12,4,3,89,0,0,0,91,10,0,106,94,21,4,0,121,0,0,0,121,11,0,135
1013,86,4,0,3,95,10,0,107,0,0,0,0,0,0,0,0,0,0,0,0,400,47,8,18,465,11,6,17,478,26,0,510,88,9,3,3,100,3,0,3,104,3,0,103,87,9,0,0,103,3,0,3,104,11,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,17,3,9,205,3,0,6,213,13,0,228,3,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,7,0,3,3,9,0,0,11,186,22,3,9,215,3,4,9,218,13,0,233,44,8,0,0,51,0,0,0,54,14,0,70,0,0,0,0,0,0,0,0,0,0,0,0,226,27,4,4,265,6,4,13,274,25,3,305,121,19,3,5,145,3,0,3,149,3,0,155,124,20,0,0,142,0,0,3,140,8,0,149
1014,67,0,0,0,66,27,0,99,0,0,0,0,0,0,0,0,0,0,0,0,290,52,5,0,348,10,3,16,361,41,0,408,66,8,0,0,76,0,0,0,76,6,0,81,76,16,3,0,89,4,0,3,93,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,19,4,0,167,4,0,3,174,4,0,177,0,0,0,0,3,0,0,0,3,3,0,9,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,3,0,10,143,24,8,0,171,4,0,3,180,7,0,186,26,3,0,3,32,0,0,0,32,30,0,61,0,0,0,0,0,0,0,0,0,0,0,0,170,27,4,3,208,4,0,3,213,33,0,248,89,12,7,0,106,0,0,3,108,0,0,108,100,19,0,0,126,0,0,3,125,9,0,134
1015,80,3,0,3,87,25,4,120,0,0,0,0,4,0,0,0,4,0,0,4,409,39,5,6,464,22,4,25,485,44,4,530,89,6,0,0,97,0,0,0,96,3,0,102,114,16,0,0,125,3,0,3,132,5,0,137,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,5,203,17,3,3,229,3,3,3,235,11,0,249,3,0,0,0,4,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,7,0,0,12,211,21,3,3,230,6,3,12,239,15,0,256,36,3,3,0,43,3,0,3,44,21,0,65,0,0,0,0,3,0,0,0,3,0,0,3,250,21,6,3,280,8,3,13,289,36,3,330,115,10,3,0,130,3,0,3,134,11,0,141,143,11,6,0,162,0,0,4,159,7,0,170
1016,52,3,0,3,56,32,0,81,0,0,0,0,0,0,0,0,0,0,4,4,171,42,7,4,221,9,0,9,231,44,10,286,52,8,0,0,62,0,0,0,62,4,0,65,44,12,0,0,52,0,0,0,52,6,0,59,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,98,19,4,0,129,0,0,0,129,11,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,21,4,0,128,0,0,0,128,8,0,137,24,7,0,5,31,4,0,4,38,24,0,62,0,0,0,0,0,0,0,0,0,0,0,0,120,28,8,3,160,4,0,4,163,35,3,199,60,14,0,0,78,0,0,0,77,7,0,81,65,13,4,3,85,0,0,0,85,16,0,98
1017,85,5,0,4,90,26,0,120,0,0,0,0,0,0,0,0,0,0,0,0,424,100,8,5,537,15,5,20,556,54,3,610,110,18,3,3,134,3,0,3,136,3,0,133,103,20,0,0,119,3,0,3,122,15,0,135,3,0,0,0,7,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,213,35,3,4,257,9,0,4,265,17,0,281,0,0,0,0,0,3,0,4,3,0,0,3,6,0,0,0,8,0,0,0,8,0,0,8,6,5,0,0,11,3,0,4,10,0,0,10,224,40,3,4,269,5,3,8,279,17,0,294,35,10,0,0,52,5,0,5,55,25,0,79,0,0,0,0,0,0,0,0,0,0,0,0,260,51,3,3,321,13,3,12,333,36,0,374,147,22,0,0,169,0,0,0,177,5,0,179,139,29,0,5,170,4,0,4,174,9,0,180
1018,24,0,0,0,27,16,3,48,0,0,0,0,0,0,0,0,0,0,4,4,174,18,3,6,199,3,0,4,199,22,5,233,45,0,0,0,46,0,0,0,46,3,0,52,58,8,0,0,63,0,0,0,69,0,0,67,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,101,6,0,0,117,3,0,3,119,5,0,122,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,101,12,0,0,117,5,0,5,121,8,0,128,20,3,0,0,23,3,0,3,26,11,0,39,0,0,0,0,0,0,0,0,0,0,4,4,125,12,0,0,143,5,0,5,149,21,4,168,68,4,0,0,73,0,0,0,77,4,0,83,65,7,3,0,73,0,0,3,74,7,0,80
1019,100,8,0,8,112,17,0,127,0,0,0,0,3,0,0,0,3,0,0,4,409,63,7,8,501,16,0,16,519,33,3,554,115,16,0,0,131,0,0,0,134,12,0,143,131,14,0,0,146,9,0,9,158,7,0,163,3,4,0,0,4,0,0,0,4,0,0,4,4,0,0,3,10,0,0,0,10,0,0,10,253,29,4,3,290,7,0,7,301,16,0,317,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,10,0,0,0,10,0,0,10,6,0,0,0,10,0,0,0,7,3,0,12,262,31,4,3,299,12,0,12,311,18,0,331,45,9,0,3,58,4,0,4,57,14,0,76,0,0,0,0,0,0,0,0,0,0,0,0,306,36,7,6,358,14,0,14,372,31,0,401,178,11,0,3,190,3,0,3,195,10,0,207,153,19,3,0,175,3,0,3,175,3,0,178
1020,62,0,0,0,64,15,0,79,0,0,0,0,0,0,0,0,0,0,0,3,260,18,4,5,287,8,0,8,301,18,0,319,43,3,3,0,50,0,0,0,50,3,0,54,58,3,0,0,61,0,0,3,68,3,0,70,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,4,0,0,0,4,0,0,4,103,6,0,4,117,0,0,3,118,3,0,122,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,110,6,0,4,121,0,0,3,126,3,0,131,31,3,0,0,34,3,0,3,39,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,137,14,0,4,156,4,0,3,161,14,0,173,55,3,4,3,63,0,0,0,63,0,0,63,68,9,3,0,80,3,0,3,78,0,0,81
1021,72,3,0,3,71,19,0,91,0,0,0,0,0,0,0,0,0,0,0,3,256,18,7,8,293,4,3,8,299,25,0,324,41,3,0,3,50,4,0,4,49,3,0,50,71,10,0,0,83,0,0,0,88,0,0,88,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,119,15,0,3,134,3,0,3,137,6,0,142,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,9,0,0,0,9,0,0,9,121,17,0,3,137,3,0,3,146,6,0,149,36,0,0,0,33,0,0,0,34,13,0,46,0,0,0,0,0,0,0,0,0,0,3,3,157,18,0,6,174,4,0,4,182,16,3,199,53,4,0,0,62,3,0,0,66,3,0,71,75,7,0,0,79,7,0,7,84,0,0,86
1022,81,0,0,0,86,16,0,102,0,0,0,0,0,0,0,0,0,0,0,3,443,57,11,3,521,0,0,0,521,36,0,559,109,13,3,0,132,3,0,3,132,6,0,138,133,24,4,0,159,3,0,3,161,10,0,165,4,0,3,0,8,0,0,0,8,3,0,14,4,0,0,0,3,0,0,0,3,0,0,4,252,34,10,4,298,3,0,6,298,20,0,321,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,10,0,0,0,10,0,0,10,12,0,0,0,11,0,0,0,11,0,0,11,257,35,10,4,309,3,0,6,313,20,0,330,39,9,0,0,49,3,0,3,49,8,0,58,0,0,0,0,0,0,0,0,3,0,0,4,298,50,10,5,356,7,0,7,367,27,0,389,146,18,0,0,163,3,3,3,166,8,0,174,169,28,3,0,200,0,0,0,207,9,0,209
1023,1735,86,11,97,1830,437,3,2277,9,0,0,12,22,0,0,0,22,4,15,40,8632,982,179,136,9930,249,43,293,10222,845,28,11095,1859,198,29,17,2096,48,9,57,2154,114,0,2271,2453,277,47,21,2791,45,11,57,2853,114,3,2972,72,10,15,3,102,3,0,3,104,7,0,108,25,4,0,25,60,3,0,3,60,7,3,68,4415,487,83,68,5049,96,17,115,5167,243,5,5420,50,11,0,0,65,12,3,16,82,9,0,91,96,13,0,0,112,11,3,19,131,14,0,144,153,25,4,3,182,23,6,30,208,22,0,234,4566,507,84,71,5229,120,29,145,5380,267,5,5650,833,87,25,16,955,37,8,48,1004,268,3,1282,4,3,0,3,12,0,0,0,12,3,13,31,5402,597,110,92,6196,162,35,199,6394,544,25,6964,2743,258,45,17,3056,84,12,90,3152,187,6,3343,3099,380,50,29,3557,70,6,74,3634,159,0,3795
1024,132,10,0,13,145,38,0,180,0,0,0,0,0,3,0,4,4,0,3,5,603,74,22,11,712,28,3,31,742,74,4,816,111,18,0,0,129,3,3,4,137,6,0,139,165,19,5,0,188,3,8,5,192,15,3,205,7,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,3,0,0,0,3,0,0,3,279,34,7,3,320,5,4,14,338,18,3,360,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,12,3,0,8,10,0,0,0,12,0,0,0,12,3,0,13,290,34,7,3,334,5,4,14,348,24,3,371,61,13,0,3,81,3,0,3,80,36,0,124,0,0,0,0,0,0,0,0,0,0,0,3,351,50,8,6,413,11,9,17,431,61,5,499,148,24,3,0,177,0,0,0,182,9,0,190,213,23,9,0,245,0,3,7,248,11,0,267
1025,136,6,0,6,144,36,0,181,0,0,0,0,0,0,0,0,0,0,0,4,745,78,17,11,851,23,3,30,880,72,9,962,193,13,3,0,205,12,0,8,219,0,0,215,194,18,8,3,219,3,0,3,225,14,0,231,5,0,3,0,7,0,0,0,7,0,0,7,4,0,0,3,7,0,0,0,7,0,0,7,390,29,13,8,444,13,0,14,458,16,0,468,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,3,12,0,0,11,13,0,0,0,11,0,0,3,14,0,0,19,403,29,13,8,456,11,3,16,467,13,0,488,60,9,0,0,70,3,0,3,70,22,0,89,0,0,0,0,0,0,0,0,0,0,0,0,460,39,11,12,527,14,3,20,543,37,3,576,282,30,0,3,312,5,0,10,319,9,0,333,223,20,11,6,255,5,0,5,255,15,3,277
1026,43,3,0,3,44,16,0,58,0,0,0,0,0,0,0,0,0,0,0,0,222,13,0,3,234,6,0,8,244,17,0,267,42,3,0,0,46,0,0,0,45,4,0,54,55,4,0,0,63,0,0,0,63,0,0,65,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,104,8,0,0,113,0,0,0,115,7,0,123,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,7,0,0,6,4,3,0,0,9,0,0,0,9,0,0,6,105,13,0,0,120,0,0,0,127,10,0,133,22,0,0,0,17,0,0,4,20,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,124,13,5,0,146,0,3,4,144,16,0,163,66,5,0,0,68,0,0,3,73,3,0,77,81,9,0,0,94,0,0,0,94,0,0,92
1027,120,4,4,9,133,34,4,168,0,0,0,5,5,0,0,0,5,0,0,4,802,133,15,8,963,28,9,36,999,82,3,1078,196,18,4,0,224,3,0,3,224,22,0,247,204,39,0,3,246,6,0,6,254,14,0,265,3,3,0,0,5,0,0,0,5,0,0,5,4,0,0,0,3,0,0,0,3,0,0,6,410,57,8,3,483,7,0,7,493,36,0,525,3,0,0,0,9,0,0,0,6,0,0,12,9,0,0,0,7,0,0,0,7,0,0,7,9,3,0,0,12,0,0,0,18,0,0,17,425,65,8,7,499,7,0,7,508,34,0,543,53,9,0,0,65,0,0,3,69,20,0,85,0,0,0,0,0,0,0,0,0,0,0,3,476,71,8,7,562,11,0,10,577,58,0,632,282,46,5,3,329,3,0,7,333,27,0,363,315,59,3,0,381,7,0,7,384,15,0,399
1028,107,0,0,0,107,10,0,118,0,0,0,0,0,0,0,0,0,0,3,0,358,35,9,8,411,5,0,5,411,16,0,431,67,3,3,0,75,3,0,3,80,3,0,85,122,13,3,3,143,0,0,0,143,4,0,148,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,6,0,0,0,6,0,0,3,194,17,3,4,221,3,0,3,225,9,0,233,3,0,0,0,4,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,11,0,0,11,7,0,0,0,13,3,0,3,15,0,0,15,205,23,3,4,236,6,0,6,236,9,0,246,52,5,0,0,65,0,0,0,62,9,0,70,0,0,0,0,0,0,0,0,0,0,0,0,260,24,3,4,295,10,0,10,305,15,0,315,104,10,0,0,114,0,0,0,115,3,0,119,144,20,3,0,168,0,0,0,172,4,0,174
1029,60,3,0,5,65,28,0,93,0,0,0,0,0,0,0,0,0,0,0,0,269,36,9,4,321,16,3,18,341,45,0,383,40,5,3,0,46,0,0,0,53,3,0,54,65,13,0,0,77,0,0,0,83,11,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,21,5,0,135,0,0,0,133,19,0,149,5,0,0,0,7,0,0,0,5,0,0,5,4,3,0,0,8,0,0,0,5,0,0,5,9,6,0,0,8,3,0,3,11,0,0,11,115,25,5,0,145,3,0,8,147,19,0,166,29,4,0,0,36,0,0,0,35,15,0,44,0,0,0,0,0,0,0,0,0,0,0,0,141,30,6,0,178,7,0,6,182,26,0,214,68,15,0,0,85,3,0,3,81,6,0,91,89,21,0,0,105,0,0,0,108,14,0,123
1030,24997,791,285,1079,26073,5912,132,32113,132,42,4,102,279,4,3,7,288,47,332,672,89128,11981,1137,1887,104133,2504,727,3231,107366,9465,585,117419,20846,2024,197,159,23232,444,107,555,23782,1298,24,25106,20177,2699,218,193,23283,344,88,434,23718,847,18,24585,503,81,127,12,719,10,0,10,726,47,0,768,265,39,8,317,631,12,6,16,648,61,32,732,41790,4836,548,681,47856,807,205,1009,48865,2251,73,51193,624,98,5,12,744,130,16,143,889,66,0,951,1055,223,11,39,1328,110,63,174,1506,110,4,1610,1677,324,24,51,2073,235,80,318,2392,171,4,2568,43466,5159,569,730,49928,1044,286,1332,51260,2418,79,53759,11230,2533,214,383,14358,428,176,607,14971,3749,73,18788,75,27,0,74,175,8,3,9,184,15,207,408,54776,7722,786,1189,64462,1485,464,1950,66409,6182,356,72948,29419,2861,307,250,32839,733,163,902,33742,2030,25,35796,25741,3766,312,277,30091,501,125,626,30721,1334,43,32090
1031,111,11,0,11,121,35,0,155,0,0,0,0,0,0,0,0,0,0,0,3,723,83,14,20,832,23,3,27,860,74,3,934,201,14,0,0,212,3,0,3,217,4,0,219,165,28,0,3,204,0,3,7,210,4,0,213,3,0,3,0,8,0,0,0,8,0,0,9,4,0,0,4,9,0,0,0,9,0,0,7,376,42,3,9,432,3,3,8,439,13,0,454,3,0,0,0,7,0,0,0,5,3,0,12,6,3,0,0,6,0,0,0,11,0,0,11,11,3,0,0,12,3,0,3,19,3,0,16,384,50,3,6,448,4,3,12,456,17,0,474,59,13,0,0,70,0,0,0,75,22,0,92,0,0,0,0,0,0,0,0,0,0,0,3,447,63,3,6,519,7,3,15,531,39,0,572,268,25,3,3,297,0,0,0,297,7,0,302,210,31,0,6,248,0,0,0,252,11,0,263
1032,123,4,3,15,132,46,4,185,0,0,0,0,0,0,0,0,0,0,5,3,360,77,23,3,463,22,5,26,489,69,10,565,81,13,4,0,93,3,0,4,97,8,0,105,92,17,8,0,119,4,0,4,119,12,0,135,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,3,3,0,0,0,3,0,0,3,177,35,9,5,220,9,0,9,234,16,0,251,0,0,0,0,4,0,0,0,4,0,0,6,4,3,0,0,11,0,0,0,11,3,0,8,10,3,0,0,14,0,0,3,12,4,0,18,184,40,13,4,234,6,3,11,248,23,0,267,40,7,3,0,54,0,0,3,56,29,0,86,0,0,0,0,0,0,0,0,0,0,0,0,222,42,11,9,290,12,3,14,297,50,0,353,121,25,5,0,155,5,3,8,163,6,0,170,125,26,6,0,153,9,3,5,158,12,0,172
1033,53,7,0,7,59,10,0,69,0,0,0,0,0,0,0,0,0,0,0,4,212,47,4,3,266,8,0,10,277,25,3,310,42,9,0,0,57,3,0,3,54,0,0,55,75,16,0,0,86,0,0,0,89,9,0,101,0,0,3,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,113,29,4,0,148,4,0,3,153,13,0,164,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,3,0,3,8,0,0,8,119,29,4,0,148,7,0,4,153,13,0,167,25,9,0,0,29,0,0,0,32,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,140,35,4,0,175,9,0,8,184,21,4,211,60,7,0,0,63,3,0,3,68,3,0,71,87,30,6,0,122,0,0,0,122,5,0,133
1034,163,10,0,10,167,52,0,227,0,0,0,3,4,0,0,0,4,0,0,5,1122,94,28,10,1254,20,9,32,1286,88,3,1380,341,24,4,0,373,4,0,4,374,19,0,393,311,31,3,3,344,4,0,4,345,10,0,358,8,5,4,0,13,0,0,0,13,0,0,12,6,0,0,3,11,0,0,0,11,4,0,9,663,59,14,5,739,11,0,11,746,28,0,776,9,0,0,0,11,0,0,0,11,3,0,13,11,3,0,0,14,0,0,0,14,0,0,12,16,3,0,0,19,0,0,0,19,0,0,26,676,58,14,5,759,11,0,11,765,30,0,802,90,10,0,3,103,8,0,8,115,32,0,147,3,0,0,0,4,0,0,0,4,0,3,4,775,69,10,8,865,13,0,19,883,67,4,951,409,36,10,0,463,3,0,7,468,18,0,486,382,41,0,0,423,0,4,5,428,10,0,439
