SUA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
4002,0,0,0,3,0,0,0,0,0,7,0,0,0,3,4,20,26,26,12,88,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,16,52,14,8,3,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,19,35,15,8,82,8,6,4,44,33,28,12,5,0,144,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,6,16,4,4,0,0,0,35,0,0,0,0,3,0,0,4,0,6,0,0,0,4,12,18,12,12,6,58,0,0,0,0,0,0,0,0,0,0,0,3,10,13,15,4,0,0,0,43
4003,0,0,0,0,0,3,0,0,0,5,0,4,0,0,3,10,18,26,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,3,3,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,10,13,4,40,0,18,20,30,24,12,7,3,0,115,0,0,0,0,0,0,3,0,0,5,0,0,3,7,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,7,5,36,33,82,22,3,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,0,0,21
4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,23,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,3,0,21,0,0,3,11,5,7,3,0,0,32,0,0,0,0,0,4,3,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8
4005,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,6,3,36,0,3,8,29,11,9,6,0,0,66,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,8,0,0,0,0,23,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,3,10,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,17
4006,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,5,15,23,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,20,0,0,3,12,3,3,3,0,0,29,0,0,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,9,18,12,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,8,4,0,30,0,0,0,0,0,0,0,0,0,0,3,0,9,12,9,0,3,0,0,32
4007,0,0,0,3,3,3,10,4,0,23,0,0,0,0,0,8,29,13,4,61,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,11,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,50,22,8,100,0,0,3,26,15,34,22,6,4,111,0,0,0,0,0,9,7,9,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,10,0,0,5,3,0,0,0,0,0,14,0,0,0,3,0,5,3,0,0,14,0,0,0,3,5,14,50,16,17,104,0,0,0,0,4,0,0,0,0,8,0,5,0,3,7,7,3,3,0,32
4008,0,0,0,3,0,3,3,4,0,19,0,0,0,0,3,3,20,14,4,36,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,5,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,21,8,3,48,0,3,4,16,23,16,3,3,0,81,0,0,0,3,0,17,5,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,25,18,48,25,9,0,0,0,116,0,0,0,0,0,4,3,6,3,14,0,0,0,13,58,66,50,42,11,236,0,0,0,0,0,0,0,0,0,0,0,22,15,23,16,6,3,3,0,91
5000,3,20,26,358,64,45,77,27,8,623,0,3,23,97,36,78,184,133,46,590,3,3,13,28,6,3,3,3,0,57,3,4,20,85,20,4,0,0,0,134,0,0,0,12,4,3,7,0,0,28,0,0,12,129,50,40,21,9,0,260,0,0,0,3,4,10,20,4,0,43,0,0,0,16,8,7,3,0,0,36,0,3,24,53,36,25,7,4,0,155,0,3,0,19,0,0,0,0,0,25,0,9,14,52,59,99,230,84,19,558,42,158,335,2028,1192,1093,443,105,8,5399,0,0,5,35,25,32,23,15,3,136,0,5,8,36,7,4,0,0,0,53,0,11,6,68,51,20,6,0,0,160,28,182,126,625,226,52,5,0,0,1238,0,0,4,29,3,20,19,8,14,103,0,4,25,173,205,207,185,86,14,909,0,3,22,32,27,22,12,11,4,135,10,74,123,426,277,144,72,28,6,1163
5001,0,3,0,9,0,9,3,3,0,26,0,0,0,10,5,7,22,25,10,80,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,12,3,3,3,3,0,38,0,0,0,3,0,0,0,0,0,4,0,0,3,10,6,14,40,20,8,105,0,12,23,87,53,56,37,9,0,280,0,0,0,4,0,9,3,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,46,41,109,25,5,6,0,0,236,0,0,0,5,0,0,4,3,4,21,0,3,0,10,23,23,31,17,4,112,0,0,3,7,7,0,0,0,0,16,0,25,26,51,37,18,13,5,0,181
5002,0,0,0,12,3,0,3,0,0,16,0,0,5,13,3,0,0,0,0,24,0,0,3,3,0,0,0,0,0,13,0,0,7,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,3,0,21,0,8,8,73,35,37,12,8,0,187,0,0,0,5,0,3,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,3,14,22,41,18,6,0,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,8,12,7,4,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,4,23,9,0,3,0,0,43
5003,0,16,12,72,21,17,12,5,0,162,0,0,3,9,4,11,62,62,24,182,0,5,0,5,8,3,0,0,0,20,0,3,31,79,0,0,0,0,0,123,0,0,0,4,9,3,0,3,0,22,0,8,10,24,6,10,7,3,0,59,0,0,0,0,0,3,0,0,0,6,0,0,0,3,6,5,3,0,3,22,0,3,3,4,6,0,0,0,0,16,0,3,0,17,0,0,0,0,0,20,0,0,0,16,13,23,62,10,7,143,14,142,144,412,265,194,90,25,6,1288,0,0,3,9,7,11,18,3,0,49,3,3,4,28,0,0,0,0,0,42,0,0,0,6,11,0,0,0,0,21,5,75,54,142,58,3,0,0,0,337,0,0,0,9,3,13,8,6,8,52,0,9,16,42,40,39,49,17,3,217,3,3,3,19,12,3,3,3,0,49,7,89,121,189,140,63,29,13,4,662
5004,0,5,0,19,6,6,15,12,0,62,0,3,0,11,8,4,14,11,3,50,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,3,3,8,3,10,39,11,0,77,4,32,27,149,96,92,45,17,0,472,0,0,3,3,3,3,4,3,0,28,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,9,4,10,6,23,13,0,0,0,0,56,0,0,0,5,0,0,7,0,0,9,0,0,3,17,17,26,25,9,7,112,0,0,0,3,3,5,0,0,0,12,0,11,13,59,33,24,18,3,3,172
5005,0,0,0,6,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,16,0,6,13,54,34,37,11,5,0,172,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,9,0,4,4,29,0,0,0,0,0,0,0,0,0,0,0,4,18,21,12,14,5,0,0,65
5006,0,6,3,28,3,0,4,0,0,48,0,0,0,7,0,3,25,19,10,67,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,13,7,4,3,0,0,32,0,0,0,0,0,3,3,3,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,5,0,0,5,3,9,10,20,8,4,51,3,13,22,96,90,86,48,9,0,375,0,0,3,3,4,0,3,4,0,16,0,3,0,12,4,0,0,0,0,23,0,0,0,0,0,3,0,0,0,3,7,31,36,91,31,4,0,0,0,204,0,0,0,0,0,0,0,0,0,3,0,0,0,11,19,23,21,15,0,98,0,0,0,3,5,3,0,0,0,12,3,36,44,78,56,28,9,4,0,247
5007,0,4,4,40,8,13,3,0,0,73,0,0,0,3,3,3,8,3,0,29,0,0,0,3,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,5,5,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,3,0,4,0,0,0,0,0,7,0,0,0,3,5,0,7,0,0,18,14,145,142,486,218,185,55,4,0,1256,0,0,0,13,0,0,3,0,0,15,0,3,0,14,3,0,0,0,0,19,0,17,14,26,15,4,0,0,0,71,7,48,48,107,51,17,3,0,0,278,0,4,3,4,0,0,0,0,0,14,0,5,0,25,18,19,13,3,0,81,0,0,0,6,6,0,0,0,0,18,4,47,44,84,72,20,3,4,0,274
5008,0,0,5,35,7,3,0,0,0,51,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,3,0,0,0,13,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,9,5,34,41,210,77,83,11,0,0,471,0,0,0,0,0,3,0,0,0,8,0,0,0,15,3,0,0,0,0,18,0,0,0,3,0,3,0,0,0,11,4,41,40,101,38,11,0,0,0,237,0,0,0,3,0,0,0,0,0,4,0,3,3,15,15,7,0,0,0,44,0,0,0,10,4,0,0,0,0,16,0,14,12,55,24,6,3,0,0,129
5009,67,596,367,4588,883,724,703,347,89,8354,24,124,195,1303,738,1304,2402,2088,843,9022,46,163,134,538,144,77,58,20,5,1189,52,206,407,1899,286,130,42,14,4,3027,3,27,38,184,105,91,80,27,3,556,134,720,1974,4709,1664,1678,1321,560,105,12873,0,4,7,35,40,101,134,75,6,402,15,116,241,931,315,264,187,78,24,2174,4,115,368,1245,736,655,424,244,75,3868,15,60,257,932,57,17,3,0,0,1349,15,117,91,469,371,506,1166,593,223,3558,360,2751,3341,11815,5735,4677,1999,499,110,31285,10,51,106,554,314,257,327,164,51,1835,90,326,528,1814,204,121,55,13,3,3146,6,86,78,267,165,65,6,4,3,694,232,1778,1797,4513,1771,427,124,26,8,10680,4,48,74,678,203,592,312,152,120,2189,55,685,804,2610,2204,2144,1676,927,236,11343,79,566,939,2141,939,971,576,237,54,6505,105,1608,2890,5726,3373,1922,971,330,85,17006
5010,0,0,0,26,3,3,0,0,0,37,0,0,0,0,0,0,4,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,12,0,0,0,6,3,0,0,0,0,4,0,0,0,9,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,43,29,179,87,93,10,0,0,451,0,0,0,0,4,0,0,0,0,6,0,0,0,8,0,0,0,0,0,6,0,0,0,7,3,0,0,0,0,7,7,34,16,71,30,14,0,0,0,165,0,0,0,3,0,0,0,0,0,8,0,0,0,11,13,7,0,0,0,31,0,0,0,4,3,3,0,0,0,14,0,4,14,31,24,9,0,0,0,89
5011,0,4,3,14,5,3,3,3,0,32,0,0,0,6,4,0,5,5,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,22,5,34,30,141,61,31,12,3,0,313,0,0,0,6,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,3,0,3,3,0,0,0,13,0,0,0,3,0,5,0,0,0,12,3,10,6,26,16,9,10,4,0,89,0,0,0,0,3,0,0,0,0,3,6,16,21,51,29,9,10,3,0,132
6000,0,0,0,14,8,17,24,11,3,88,0,0,0,8,12,23,22,17,7,84,0,0,3,4,6,3,0,0,0,19,0,3,7,12,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,13,6,3,0,45,0,0,0,0,0,6,10,3,0,30,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,37,36,91,167,75,14,430,4,33,66,238,187,254,155,50,4,1000,0,0,0,8,3,10,24,8,5,54,0,3,3,0,6,0,0,0,0,17,0,0,0,22,15,9,3,4,0,55,3,16,7,24,8,3,0,0,0,61,0,0,0,10,4,13,16,5,4,55,0,8,4,24,38,79,131,63,8,355,0,3,0,4,3,9,3,3,0,23,0,7,16,43,33,35,23,8,5,161
6001,0,0,0,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,0,0,0,0,18,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,14,4,0,32,0,4,15,22,21,32,12,6,0,113,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,4,5,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,11,16,18,0,55,0,0,0,3,0,0,0,0,0,10,0,3,3,7,3,3,4,3,0,28
6002,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,6,3,14,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,15,7,4,40,0,3,4,22,32,29,25,6,0,125,0,0,0,0,0,0,6,3,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,4,8,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,17,23,11,3,67,3,0,0,0,0,0,0,0,0,3,0,0,0,10,5,9,3,3,0,25
6003,3,13,5,43,29,30,13,12,3,160,0,7,3,26,14,45,67,74,40,283,0,15,14,33,6,4,4,0,0,81,0,18,37,71,22,10,7,0,0,173,0,0,0,13,8,4,8,0,0,29,3,5,136,103,26,26,28,16,3,340,0,0,0,3,3,9,8,7,3,28,0,0,0,3,0,0,0,0,0,11,0,4,8,23,10,10,4,4,0,60,8,61,88,102,4,0,0,0,0,269,0,3,9,25,28,57,145,69,13,354,13,45,50,248,169,169,107,41,7,849,0,0,3,7,12,10,29,7,0,71,3,17,21,93,3,6,0,0,0,150,0,3,3,19,16,9,7,0,0,60,0,23,38,71,32,17,7,0,0,193,3,0,6,27,17,20,29,20,19,139,0,7,6,64,81,87,122,84,25,487,0,4,43,45,8,11,6,0,3,133,0,23,33,140,66,42,53,21,5,385
6004,0,4,3,20,9,11,6,9,3,61,0,0,0,4,3,10,24,32,11,87,0,4,4,7,3,0,3,0,0,18,3,11,17,29,4,4,0,0,0,67,0,0,0,0,0,0,0,0,0,3,4,11,141,44,12,4,4,0,0,226,0,0,0,0,3,0,3,0,0,4,0,0,0,4,0,0,0,0,0,3,0,10,12,33,4,3,0,0,0,68,13,56,65,18,3,0,0,0,0,159,0,0,3,12,7,31,80,36,20,188,3,18,28,101,76,62,32,16,0,340,0,4,0,4,7,4,12,7,0,30,5,12,4,24,0,0,0,0,0,44,0,0,0,6,5,3,0,0,0,16,0,7,19,22,8,5,0,0,0,63,0,0,0,5,5,7,3,3,15,42,0,4,3,15,32,32,47,27,12,173,3,8,22,35,3,7,0,0,0,77,0,14,17,35,24,22,10,6,0,119
6005,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,23,16,10,54,0,3,0,14,4,7,10,4,3,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,16,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,14
7000,0,0,4,18,3,10,9,0,0,44,0,0,5,11,12,8,16,3,0,54,0,0,5,11,0,0,0,0,0,18,0,0,5,25,0,0,0,0,0,31,0,0,0,0,0,0,3,0,0,3,0,0,0,18,5,6,4,0,0,36,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,3,5,36,0,0,0,0,0,42,0,0,3,14,9,12,28,9,0,64,4,19,42,183,113,141,80,5,0,594,0,3,0,7,3,3,0,0,0,20,0,0,0,0,4,0,0,0,0,7,4,0,3,30,17,7,3,0,0,61,5,28,31,83,33,14,9,0,0,196,0,0,0,8,0,3,0,0,0,10,0,0,3,6,16,24,16,8,0,68,0,0,0,3,3,6,0,0,0,21,0,8,7,34,20,16,7,0,0,86
7001,0,0,0,21,3,3,8,3,0,43,0,0,0,6,0,7,12,8,3,31,0,0,4,3,0,0,0,0,0,10,0,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,23,3,0,0,0,0,27,0,0,0,9,3,11,5,4,4,32,16,52,53,126,79,64,17,0,0,404,0,3,0,0,0,0,0,0,0,4,0,3,3,16,0,0,0,0,0,20,0,0,0,7,3,6,0,0,0,18,0,26,45,84,39,12,0,0,0,202,0,0,0,0,0,7,0,0,0,6,0,0,0,3,3,8,5,6,0,27,0,0,0,10,3,0,0,0,0,14,0,6,5,30,17,3,0,0,0,59
7002,8,22,12,359,19,19,23,10,0,468,0,3,7,53,17,33,41,31,10,201,15,26,4,106,45,11,4,0,0,214,3,14,18,99,11,3,0,0,0,156,0,0,8,18,3,0,0,0,0,33,0,19,16,105,46,30,26,21,0,263,0,0,0,0,0,4,3,3,0,12,0,0,0,9,7,4,0,0,0,27,3,5,3,52,18,8,0,7,0,99,0,19,88,398,17,8,0,0,0,533,0,3,0,28,19,23,33,12,3,130,14,63,105,503,322,296,132,30,6,1467,3,0,3,31,7,9,4,6,0,62,3,19,25,130,17,10,0,0,0,200,0,3,14,78,55,19,6,3,0,182,37,322,304,1009,315,132,36,11,0,2165,0,0,0,24,0,14,9,0,0,44,3,17,14,67,61,58,39,13,0,270,0,6,3,51,14,19,7,3,0,107,4,29,45,136,54,36,16,6,0,317
