SUA_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
2002,3340,3686,7027,958,1145,2100,92,114,211,1001,1166,2170,90,118,212,14,11,29,48,47,93,13,20,36,18,12,31,10,14,24,0,0,0,1297,1490,2788,96,120,222,32,33,67,2391,2791,5178,738,877,1618,6466,7352,13817
2003,22740,24633,47370,3637,4058,7692,437,440,877,12272,13711,25980,368,416,789,216,234,450,222,234,457,99,115,219,69,83,152,41,41,80,0,0,0,13718,15273,28989,1003,1062,2060,306,247,549,18663,20634,39294,3153,3547,6695,44546,48811,93364
2004,22158,23430,45588,3133,3418,6555,486,547,1027,11163,12733,23893,375,397,770,176,199,380,172,189,362,81,99,183,98,99,202,49,51,99,0,3,3,12600,14316,26913,778,918,1690,242,181,422,16752,18829,35587,3396,3640,7038,42309,45899,88210
2005,3293,3480,6776,938,996,1929,26,33,61,638,722,1357,39,35,71,23,17,35,16,7,29,14,12,28,10,10,22,0,3,4,0,0,0,766,838,1607,122,77,201,26,14,39,1850,1930,3776,457,492,951,5604,5903,11507
2006,5067,5363,10430,1194,1302,2494,384,400,786,1469,1720,3192,110,105,212,18,22,41,50,45,93,12,20,32,18,24,44,4,0,9,0,0,0,2060,2340,4399,115,141,250,52,42,94,3421,3822,7241,752,847,1599,9236,10029,19267
2007,59690,63834,123522,10667,11728,22398,920,1103,2018,25857,28741,54600,866,931,1791,329,333,664,435,433,863,208,244,445,163,191,354,137,153,287,0,0,0,28909,32115,61025,3784,3689,7479,622,549,1170,43987,48078,92063,8358,8002,16360,112032,119913,231951
2008,5764,5813,11579,775,824,1596,84,81,165,1868,1992,3860,81,64,148,25,23,49,30,18,47,6,5,17,10,8,19,13,11,15,0,0,0,2112,2209,4320,94,130,222,48,54,97,3029,3208,6244,523,539,1064,9322,9558,18879
2009,4154,4439,8594,1369,1582,2950,44,43,91,867,1021,1894,53,63,118,96,99,198,25,23,44,4,6,8,18,17,32,3,3,7,0,0,0,1107,1280,2388,98,116,209,38,46,82,2610,3019,5632,480,512,994,7250,7967,15221
2010,1053535,1108521,2162053,94389,98131,192518,20324,21452,41775,458482,473629,932114,15811,16864,32677,6571,6770,13341,7974,8177,16155,3347,3698,7048,1850,1885,3738,3241,3414,6659,80,28,101,517689,535909,1053593,175061,187010,362075,10426,9493,19913,797561,830539,1628098,126937,130214,257154,1978029,2069280,4047309
2011,13793,14020,27806,1710,1825,3531,295,310,601,7168,7687,14862,214,216,430,105,126,237,106,105,203,65,72,135,20,33,51,16,15,37,0,0,0,7997,8561,16562,940,1143,2085,149,138,289,10798,11671,22460,2116,2204,4323,26703,27895,54598
2012,12419,12868,25284,1962,2231,4193,736,837,1569,3856,4193,8044,208,224,433,419,481,904,124,117,239,31,27,52,73,82,156,9,15,23,0,0,0,5463,5964,11431,646,572,1218,204,205,406,8276,8970,17247,2298,2234,4537,22989,24073,47066
2013,4634,4820,9449,1131,1327,2459,31,39,74,892,947,1836,46,52,105,3,6,3,27,32,56,10,8,18,7,10,14,3,0,0,0,0,0,1018,1096,2113,48,74,123,43,39,83,2237,2537,4774,724,706,1433,7593,8064,15656
2014,3049,3038,6088,747,803,1554,50,49,102,507,541,1049,24,24,50,66,87,147,29,35,66,14,23,39,3,8,12,3,0,4,0,0,0,701,779,1476,38,47,85,14,14,35,1507,1648,3150,481,466,954,5035,5159,10198
2015,3404,3706,7111,1004,1187,2193,141,131,276,936,1000,1935,114,110,223,40,42,84,51,49,97,9,12,26,31,28,59,22,27,46,0,0,0,1344,1394,2745,171,196,365,41,49,86,2563,2824,5380,576,606,1181,6546,7134,13684
2016,12371,12834,25201,2566,2719,5288,253,290,542,3721,4061,7779,202,201,406,61,68,130,73,61,128,47,54,96,29,23,49,12,13,19,0,0,0,4382,4771,9154,1028,1031,2056,138,122,259,8112,8643,16758,2127,2219,4340,22611,23690,46298
2017,2556,2728,5283,774,885,1661,120,107,231,582,649,1227,38,44,77,26,25,47,15,15,35,3,0,4,8,13,20,3,0,0,0,0,0,798,854,1646,180,145,322,21,18,41,1771,1898,3677,587,600,1183,4914,5225,10146
2018,10358,10823,21186,2817,3134,5954,131,133,259,2526,2839,5366,168,188,360,53,58,108,74,59,131,29,33,61,19,17,30,7,4,13,0,0,0,3013,3325,6339,305,347,659,98,79,170,6226,6890,13118,1773,1968,3749,18366,19682,38046
2019,4722,5262,9986,1358,1579,2933,127,158,284,1099,1279,2383,94,99,189,22,22,43,30,27,57,18,17,30,11,24,33,8,9,13,0,0,0,1411,1628,3036,88,94,188,53,50,100,2910,3347,6261,623,799,1420,8248,9418,17667
2020,8044,8621,16659,2096,2275,4372,121,145,263,3705,4088,7797,135,149,287,28,42,74,54,59,116,35,35,69,22,18,46,7,11,16,0,0,0,4116,4553,8668,193,245,436,81,72,156,6493,7141,13634,1193,1278,2476,15730,17038,32766
2021,8296,8943,17243,1855,2014,3862,102,99,209,2945,3424,6365,116,118,238,113,127,237,71,81,149,28,26,50,34,41,74,13,15,22,0,0,0,3423,3928,7352,405,355,759,78,81,155,5759,6375,12131,1258,1401,2658,15316,16725,32041
3000,196311,184840,381150,33289,34237,67524,6354,6254,12611,2739,2894,5637,69083,70715,139799,1042,1012,2053,1734,1669,3401,520,561,1086,1506,1461,2968,259,251,511,6,9,19,83245,84826,168073,6836,7800,14636,2493,2237,4732,125862,129100,254962,42067,34501,76572,364236,348446,712685
3001,486661,506230,992884,50255,53986,104244,20473,21011,41483,9085,9211,18292,281415,294310,575722,3305,3210,6520,3834,3816,7648,1488,1641,3129,2377,2185,4564,2146,2158,4304,42,27,70,324163,337565,661731,66568,72787,139358,9371,8473,17841,450356,472820,923177,67314,65946,133259,1004329,1044995,2049317
3002,16268,17013,33282,2011,2316,4331,534,599,1132,214,245,463,8577,9507,18087,72,81,149,130,111,241,51,61,114,97,82,180,30,27,57,0,0,4,9712,10712,20422,801,897,1707,334,303,638,12861,14232,27097,2413,2491,4903,31538,33743,65278
3003,29685,30067,59751,4055,4353,8410,1489,1535,3026,1180,1273,2452,16810,18185,34993,460,514,974,650,665,1313,185,195,376,721,746,1466,116,142,256,4,0,9,21610,23255,44865,3256,3883,7136,707,606,1316,29625,32099,61724,7030,6837,13865,66340,69005,135346
3004,2536,2337,4874,1130,1073,2205,147,145,290,25,28,55,1202,1317,2519,22,19,38,24,30,57,15,16,29,11,21,35,3,0,3,0,0,0,1457,1577,3032,198,266,465,41,37,83,2834,2945,5779,827,750,1582,6194,6037,12237
3005,9210,8627,17838,1672,1612,3288,451,438,888,275,255,535,5538,5586,11124,119,117,240,266,254,522,86,86,171,152,134,289,14,18,32,0,0,0,6906,6900,13804,931,1089,2024,196,202,394,9707,9798,19512,1601,1487,3087,20520,19916,40432
3006,125540,132124,257663,18442,19451,37895,17538,19637,37173,4331,4658,8992,69954,75862,145816,1147,1234,2382,1490,1553,3044,853,1004,1858,559,607,1170,752,828,1579,23,24,50,96643,105405,202054,16930,18858,35786,2953,2796,5743,134965,146506,281478,23791,24755,48542,284292,303389,587683
3007,4579,5019,9597,930,1103,2036,162,152,312,51,60,109,2458,2782,5238,26,19,49,29,43,75,20,17,34,17,32,52,9,3,15,0,0,0,2773,3101,5873,111,165,275,83,84,170,3893,4458,8355,813,895,1711,9288,10373,19656
3008,11026,11899,22925,1509,1725,3234,794,908,1705,491,478,964,6576,7523,14101,120,123,241,145,169,315,78,100,174,121,119,240,40,46,88,0,0,0,8370,9467,17834,436,522,954,182,197,380,10493,11911,22406,2047,2187,4237,23566,26000,49565
3009,2179,2256,4436,865,897,1766,58,57,111,18,25,46,1008,1199,2206,11,14,27,7,16,31,0,0,3,7,10,22,0,0,0,0,0,0,1119,1329,2447,61,63,116,45,42,89,2081,2332,4415,353,333,690,4623,4928,9545
3010,17662,17426,35085,2289,2353,4648,700,694,1389,320,360,677,10209,11025,21233,123,119,240,224,230,457,95,111,207,83,82,168,25,30,53,0,6,5,11788,12650,24437,1001,1278,2275,312,264,579,15390,16547,31938,3552,2638,6187,36608,36605,73212
3011,6804,6920,13729,1327,1437,2764,206,206,416,82,87,166,2421,2717,5140,30,23,55,41,37,78,17,23,41,33,29,60,11,11,23,0,0,0,2842,3135,5981,68,109,182,112,91,207,4358,4781,9135,1598,1013,2610,12761,12711,25473
3012,3821,3417,7237,1618,1556,3168,169,177,345,67,70,140,1159,1157,2320,27,25,56,45,33,80,17,12,32,61,58,122,8,9,16,0,0,0,1552,1555,3109,384,428,810,80,70,154,3637,3609,7246,1169,995,2167,8620,8024,16644
3013,17649,17787,35436,2048,2220,4268,324,343,665,195,210,402,10173,11170,21347,79,68,144,101,90,192,46,44,94,61,57,120,21,22,38,7,0,7,11005,12012,23012,868,891,1761,350,444,798,14272,15564,29837,3653,2733,6388,35571,36088,71662
3014,64013,68342,132351,10403,11181,21587,4091,4648,8743,2496,2757,5254,39778,44000,83781,581,620,1195,953,1000,1954,436,515,950,454,486,940,338,388,732,0,0,4,49126,54413,103541,5470,6312,11782,1294,1244,2542,66297,73153,139444,9763,10071,19832,140065,151566,291631
3015,27867,30224,58091,3362,3636,6999,1132,1281,2415,304,326,628,18145,20150,38295,164,166,324,174,186,360,84,95,182,188,173,368,83,82,166,0,0,0,20275,22458,42729,2223,2130,4350,453,436,895,26313,28655,54968,4461,4715,9182,58640,63599,122242
3016,35692,36026,71722,4105,4372,8475,2245,1972,4219,1439,1384,2823,23651,25959,49613,431,435,867,537,528,1063,274,274,544,694,659,1356,298,282,579,0,0,3,29571,31487,61058,2492,2779,5271,818,718,1528,36981,39356,76335,7705,6121,13824,80376,81502,161883
3017,3558,3857,7417,1162,1308,2467,203,200,400,28,33,57,1098,1187,2284,15,17,32,24,26,48,7,7,16,8,11,21,0,3,3,0,0,0,1380,1478,2864,123,129,244,47,69,112,2710,2982,5690,504,511,1014,6768,7356,14126
3018,3715,3819,7530,1345,1441,2787,177,177,352,78,97,173,1894,2011,3907,41,42,82,31,42,76,22,33,55,15,24,41,13,13,25,0,0,0,2281,2429,4708,195,214,408,59,45,107,3874,4133,8004,847,671,1521,8438,8619,17056
4000,77853,73673,151528,11435,11516,22951,892,841,1730,1214,1172,2386,1006,948,1952,19369,19903,39274,703,694,1392,146,159,312,626,668,1295,51,55,104,4,3,3,24008,24439,48447,1742,1710,3447,561,476,1042,37752,38146,75889,11324,9709,21033,126925,121530,248458
4001,335229,351072,686300,27844,30018,57867,5086,5043,10126,4670,4851,9522,3742,3852,7589,131950,141815,273765,1860,1789,3648,541,622,1156,1849,1888,3736,706,667,1374,21,12,31,150414,160531,310943,33778,35751,69528,3528,3259,6788,215559,229566,445128,35067,35647,70711,585855,616290,1202144
4002,7511,7792,15305,1402,1616,3017,100,91,186,345,334,683,108,115,222,2263,2524,4783,82,63,144,28,23,53,37,39,75,7,7,11,0,0,0,2968,3194,6158,235,254,492,85,87,172,4687,5152,9843,834,920,1757,13034,13864,26899
4003,4082,4275,8361,1306,1521,2826,54,65,116,81,85,173,83,80,159,1027,1138,2168,43,36,78,16,11,28,50,55,106,3,3,7,0,0,0,1364,1471,2831,479,427,907,51,38,85,3193,3452,6653,949,571,1524,8228,8308,16534
4004,3579,3626,7201,935,1096,2030,29,37,72,19,27,43,39,34,73,544,563,1107,32,32,67,7,6,9,42,43,83,0,0,0,0,0,0,713,740,1447,42,85,126,33,22,61,1726,1943,3669,1147,631,1779,6454,6203,12653
4005,3928,3997,7929,1401,1492,2899,39,29,72,40,35,72,65,70,133,815,901,1714,54,51,103,11,10,19,36,43,71,0,0,3,0,0,0,1053,1137,2198,79,95,171,37,35,71,2577,2759,5336,805,603,1406,7309,7359,14666
4006,3983,4114,8099,1036,1146,2187,36,38,70,27,32,58,43,41,89,646,707,1355,29,24,49,9,13,17,16,20,34,0,0,4,0,0,0,796,876,1672,71,75,143,38,27,64,1945,2126,4065,538,560,1099,6465,6802,13268
4007,6268,6852,13125,1499,1775,3273,122,125,249,109,143,248,120,118,246,2345,2569,4915,59,69,127,30,35,68,70,75,148,13,14,32,0,0,0,2872,3160,6032,120,136,255,59,63,127,4549,5136,9688,821,931,1746,11636,12919,24555
4008,6373,6221,12596,1788,1878,3660,57,55,110,62,50,111,78,77,153,637,726,1359,68,58,128,3,0,3,24,32,57,3,3,7,0,0,0,929,1003,1939,139,164,305,82,75,161,2940,3121,6062,870,884,1754,10187,10227,20413
5000,71793,64732,136524,12838,12979,25825,1407,912,2321,1187,913,2097,2378,1513,3893,666,455,1128,28207,24751,52958,307,257,561,581,523,1101,58,47,104,19,13,30,34813,29387,64197,4513,3929,8444,1187,966,2155,53356,47265,100624,21504,13553,35063,146655,125544,272205
5001,7874,8347,16220,1437,1595,3039,78,58,136,52,63,114,97,79,173,41,44,85,3811,4190,8001,18,29,47,14,19,31,5,5,13,0,0,0,4112,4489,8599,352,429,782,92,84,170,5994,6601,12595,1461,1059,2520,15329,16007,31331
5002,2302,2104,4399,1133,1211,2339,127,143,271,160,183,344,130,143,281,60,61,121,1116,1222,2339,19,21,39,71,69,133,8,6,21,3,3,5,1693,1851,3540,282,333,614,50,44,95,3159,3427,6592,963,929,1890,6421,6456,12880
