SUA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
2012,0,3,0,0,0,0,0,0,0,3,8,27,0,0,0,0,0,0,0,35,34,82,3,4,5,3,0,0,0,134,5,9,0,0,0,0,0,0,0,15,15,64,6,8,4,0,0,6,0,102,3,3,0,0,0,0,0,0,0,10,205,564,38,69,35,24,14,38,6,990,0,0,0,0,0,0,0,0,0,4,66,99,38,53,16,8,15,13,5,316,120,96,75,93,35,23,17,36,6,512,537,120,1580,168,108,188,355,361,57,3470,17,7,5,19,6,25,24,34,6,138,32,17,21,29,14,17,31,36,0,189,4,15,11,3,4,3,6,13,3,54,52,18,48,20,5,25,53,51,36,311,1107,1118,1837,453,234,314,524,587,120,6295,0,10,0,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,0,23,36,133,0,15,13,0,0,6,0,203,0,17,0,0,3,0,0,0,0,20
2013,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,5,10,0,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,13,0,3,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,3,26,86,12,21,10,6,4,9,4,168,0,0,0,0,0,3,0,0,0,3,5,23,21,11,11,3,0,6,0,83,24,22,34,21,13,0,8,11,4,146,96,38,728,68,43,44,140,160,23,1348,3,3,5,3,0,3,4,8,3,36,3,0,13,16,10,0,12,11,0,54,0,0,5,0,3,4,3,5,0,21,4,10,25,14,5,3,16,24,11,102,179,216,836,143,91,68,185,236,50,2014,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,3,33,0,8,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3
2014,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,6,13,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,8,28,108,11,7,5,0,0,3,0,172,0,0,0,0,0,0,0,0,0,0,14,14,3,3,5,3,12,8,0,64,10,8,7,12,9,0,12,3,3,73,67,32,441,29,24,10,157,92,11,879,6,3,3,0,0,3,0,3,0,23,7,3,4,0,5,0,9,12,0,46,3,3,3,0,0,0,0,0,0,13,8,5,10,3,3,3,23,20,3,83,159,212,489,63,54,24,223,151,24,1398,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,19,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,4
2015,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,8,31,44,5,4,4,5,0,0,0,85,0,10,0,0,0,0,0,0,0,6,17,24,0,4,0,0,0,0,0,45,4,3,0,0,0,0,0,0,0,16,62,231,23,18,13,0,9,7,0,374,0,0,0,0,0,0,0,0,0,0,36,42,33,12,0,5,4,8,0,138,42,42,39,26,10,7,6,15,3,192,122,38,551,70,44,37,92,114,19,1089,3,3,3,0,3,6,3,11,0,29,4,9,11,0,0,13,3,7,0,41,6,3,4,0,0,3,3,8,0,33,7,7,6,10,0,4,6,8,6,62,330,452,681,159,79,78,125,178,32,2114,0,6,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,11,7,68,3,7,4,0,0,0,0,100,0,11,0,3,0,0,0,0,0,15
2016,0,10,0,0,0,0,0,0,0,11,3,46,0,0,0,0,0,0,0,47,73,151,13,4,13,7,3,6,0,271,0,7,0,0,0,0,0,0,0,13,16,127,0,10,13,4,0,0,3,172,9,11,0,0,3,0,0,3,0,32,195,598,41,49,53,35,27,40,6,1044,3,0,0,3,0,0,0,0,0,10,77,93,34,31,24,10,15,24,4,313,128,97,90,65,41,35,33,49,8,547,427,107,1523,139,105,163,298,429,40,3229,14,4,14,12,4,11,11,29,0,94,17,11,26,20,7,4,26,21,7,139,11,17,8,6,3,0,3,13,0,60,25,14,50,10,4,16,50,52,35,267,1002,1299,1801,351,262,287,471,661,105,6243,0,8,0,0,0,0,0,0,0,12,0,30,0,4,3,0,0,0,0,38,35,170,4,18,24,3,0,7,0,258,3,6,0,3,3,0,0,0,0,17
2017,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,6,13,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,3,6,15,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,4,40,140,9,17,7,6,0,10,0,229,0,0,0,0,0,0,0,3,0,3,20,21,7,10,4,5,4,4,0,73,24,22,13,14,6,13,4,12,5,122,145,25,369,24,26,36,74,92,10,810,4,0,0,0,0,3,3,3,0,18,4,8,3,0,3,4,6,0,0,26,3,3,0,0,0,0,0,3,0,13,8,6,9,3,3,4,11,19,7,65,272,259,421,76,55,72,99,148,32,1433,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,29,0,4,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
2018,0,3,0,0,0,0,0,0,0,5,4,28,0,0,3,0,0,0,0,39,45,96,7,12,12,6,0,3,0,174,0,7,0,0,0,0,0,0,0,10,14,58,3,13,7,0,0,0,3,94,4,15,0,3,0,0,0,0,0,20,149,480,71,42,59,21,12,16,4,861,3,0,0,0,0,0,0,0,0,7,39,51,74,31,15,12,8,16,0,252,80,88,89,58,36,28,25,21,9,437,309,83,1592,120,122,108,405,373,63,3178,12,0,7,13,3,12,13,28,4,100,15,5,28,12,7,12,20,21,3,120,5,8,6,4,3,0,4,9,3,46,28,12,45,10,9,10,41,43,21,216,720,941,1920,320,274,204,534,537,115,5557,3,7,0,0,0,0,0,0,0,4,0,26,0,0,0,0,0,0,0,28,24,119,0,12,9,10,0,0,0,174,7,5,0,0,0,0,0,0,0,12
2019,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,21,21,46,0,3,3,0,0,0,0,80,0,3,0,0,0,0,0,0,0,3,10,34,3,0,3,0,0,0,0,55,5,12,0,3,0,0,0,0,0,26,69,221,18,22,18,16,6,15,3,391,0,0,0,3,0,0,0,0,0,3,33,25,22,19,7,4,7,4,0,126,42,39,26,41,12,25,16,14,0,218,170,32,628,85,52,73,133,153,13,1353,5,0,10,0,0,11,11,10,0,47,11,0,9,11,3,4,11,16,3,71,4,8,4,0,3,3,0,3,0,28,7,4,20,0,3,7,22,16,10,89,378,457,738,196,109,149,204,236,40,2508,0,4,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,14,13,78,4,4,3,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
2020,0,5,0,0,0,0,0,0,0,8,3,45,0,0,0,0,0,0,0,47,35,95,7,3,0,0,3,5,3,159,0,7,0,0,0,0,0,0,0,14,26,75,0,7,9,0,3,0,0,123,3,6,4,0,0,0,0,0,0,16,153,414,45,36,56,21,6,31,11,772,0,0,0,0,0,0,0,0,0,3,57,63,53,26,16,13,16,19,0,264,108,72,60,54,26,20,15,29,0,382,427,82,1401,91,88,105,329,372,41,2933,10,5,14,5,3,4,8,12,0,64,19,3,23,6,0,10,25,13,0,108,9,6,7,3,0,0,3,5,3,32,37,7,42,12,3,17,19,35,24,188,892,891,1657,260,203,192,425,525,81,5123,0,9,0,0,3,0,0,0,0,9,4,23,0,3,0,0,0,0,0,33,29,133,3,8,20,3,0,3,0,199,0,17,0,0,0,0,0,0,0,21
2021,0,7,0,0,0,0,0,0,0,6,4,40,0,0,0,0,0,0,0,48,41,86,5,4,6,0,0,5,0,144,0,7,0,0,0,0,0,0,0,6,15,76,7,4,3,0,0,0,3,111,7,19,3,3,0,0,0,0,0,43,161,590,38,47,51,40,10,44,6,980,0,0,0,3,0,0,0,0,0,0,58,70,46,34,9,16,5,16,3,250,66,72,73,54,26,21,18,29,5,374,336,76,1215,125,76,128,253,290,27,2529,3,0,10,17,6,9,8,13,0,67,11,3,13,17,3,14,14,16,0,105,5,11,8,3,0,4,4,11,0,41,21,17,37,13,3,9,24,46,18,183,734,1071,1461,326,193,247,351,469,62,4904,0,9,0,0,0,0,0,0,0,9,4,38,0,0,0,0,0,0,0,45,23,149,0,9,7,0,0,0,0,191,3,13,0,0,0,0,0,0,0,14
3000,10,35,5,4,0,0,0,0,0,53,84,328,10,6,11,3,3,9,4,461,545,947,88,81,95,28,26,72,11,1900,27,39,5,3,3,0,0,7,0,89,205,591,60,62,34,15,16,24,18,1032,74,88,29,37,21,5,8,7,4,274,2545,5319,873,772,439,271,325,703,107,11368,26,13,21,15,3,9,8,11,6,116,1191,945,645,447,190,142,283,266,67,4180,1736,984,1276,1020,398,308,537,591,100,6936,8209,1703,28051,1890,1365,1581,8969,7018,857,59640,288,113,274,166,73,206,373,620,28,2142,669,196,420,247,105,169,676,571,50,3098,151,117,147,47,33,41,183,206,31,952,836,264,956,241,140,251,1163,1220,469,5546,16596,11697,32874,5027,2912,3037,12571,11318,1750,97784,14,95,0,3,6,4,0,0,0,124,60,327,6,24,26,3,0,0,0,447,409,1673,38,119,186,42,9,66,15,2562,17,99,4,8,20,0,0,3,0,147
3001,130,340,14,14,32,14,4,9,12,574,836,6111,108,49,129,45,29,41,61,7421,7002,14770,1066,886,2047,979,567,753,362,28436,251,605,32,32,96,46,26,33,11,1140,1468,4497,296,377,548,178,120,126,70,7683,686,1110,119,157,274,60,37,40,31,2510,18192,51411,6261,4907,7643,4509,2409,3766,1240,100326,53,46,83,68,36,26,31,50,9,398,4010,4699,3417,1571,1456,969,1026,976,270,18398,6629,6049,6074,4229,3368,2377,2095,2345,449,33612,15307,6293,67068,7261,7063,6688,14037,14547,2149,140411,440,325,735,564,415,615,763,1148,62,5075,1097,777,1171,881,642,793,1407,1312,160,8234,538,977,694,294,248,232,433,518,108,4045,877,956,1774,540,446,561,1428,1495,1118,9200,57519,98978,88925,21826,24432,18095,24411,27142,6119,367450,96,533,15,30,72,18,4,4,7,784,503,4744,71,68,219,36,3,15,27,5683,4041,16331,405,1445,3221,924,44,459,294,27167,179,801,18,63,137,33,0,26,22,1280
3002,0,6,0,0,0,0,0,0,0,5,6,71,0,0,3,0,0,0,0,83,45,138,12,4,5,8,3,8,3,223,0,6,0,0,0,0,0,0,0,8,15,65,9,5,0,0,0,0,0,99,9,19,3,3,3,0,0,0,0,40,165,759,71,81,42,18,15,61,8,1218,0,0,0,3,0,0,0,3,0,5,45,83,27,50,10,13,10,18,0,259,122,93,76,91,45,46,43,49,6,580,479,140,2185,237,148,223,511,572,68,4563,21,13,24,11,0,32,37,62,4,194,26,21,30,29,10,15,36,35,3,204,12,15,16,3,10,3,12,20,0,85,26,19,38,13,8,16,55,71,36,277,969,1450,2484,538,293,377,709,899,130,7855,0,5,0,0,0,0,0,0,0,5,3,31,0,0,0,0,0,0,0,37,24,178,3,6,17,3,0,10,0,244,3,19,0,0,0,0,0,0,0,23
