SUA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
4008,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,7,0,4,..,7,3,13,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,11,0,11,0,11,..,53,0,58,3,57,..,7,0,9,0,9,..,63,5,62,0,62,..,6,0,6,0,6,..,127,5,131,3,135,..,20,10,34,0,31,..,16,0,16,0,16,..,6,0,8,0,8,..,0,0,0,0,0,..,3,3,5,0,5,..,72,16,85,0,86,..,605,74,681,10,689,..,30,0,32,720,751,9438,638,77,711,731,10880,18891,..,..,..,..,18891,..,140,0,142,0,142,..,13,3,19,0,19,..,11,0,17,0,21,..,16,5,21,0,21,..,25,7,32,0,39,..,7,0,7,0,7,..,44,19,60,0,64,..,47,5,52,0,52,..,21,0,23,0,23,..,18,0,18,0,18,..,75,4,79,0,79
5000,0,70,..,50,5,62,0,58,..,5,0,5,0,5,..,21,9,25,0,25,..,116,3,122,0,119,..,60,4,65,0,65,..,19,0,21,0,21,..,31,3,36,0,36,..,413,22,436,3,441,..,146,13,161,4,160,..,506,18,523,3,526,..,182,40,223,0,223,..,1250,95,1342,15,1354,..,143,4,152,3,152,..,38,0,40,0,41,..,232,36,265,5,275,..,4,0,4,0,4,..,119,108,226,0,231,..,1109,242,1350,43,1393,..,9950,1318,11267,331,11593,..,397,45,444,13004,13446,108806,10346,1361,11711,13330,133845,230846,..,..,..,..,230846,..,871,21,896,3,900,..,127,23,148,3,153,..,7439,837,8275,395,8673,..,176,53,230,3,233,..,693,403,1102,10,1108,..,69,25,95,0,95,..,944,485,1423,14,1441,..,140,6,150,9,154,..,477,15,495,4,500,..,469,33,506,8,511,..,990,22,1015,20,1031
5001,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,35,7,34,0,34,..,12,0,12,0,12,..,0,0,3,0,3,..,4,0,4,0,4,..,109,5,115,0,116,..,19,3,23,0,23,..,113,5,115,4,120,..,15,0,19,0,19,..,255,20,274,6,279,..,22,0,18,0,18,..,6,0,6,0,6,..,28,3,35,0,35,..,0,0,0,0,0,..,16,3,17,0,17,..,135,41,182,0,178,..,996,119,1117,13,1130,..,55,3,60,905,962,14791,1056,125,1175,915,16882,28712,..,..,..,..,28712,..,183,0,186,0,186,..,9,0,7,0,7,..,15,0,15,0,18,..,26,12,32,0,33,..,62,22,82,0,80,..,6,0,6,0,6,..,89,37,121,3,121,..,14,0,14,0,10,..,92,3,91,3,98,..,47,0,47,0,47,..,131,3,135,0,135
5002,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,45,0,45,0,45,..,20,0,21,0,21,..,51,0,51,0,51,..,15,0,15,0,15,..,129,0,131,0,131,..,19,0,19,0,19,..,3,0,3,0,3,..,49,11,61,3,61,..,0,0,0,0,0,..,8,0,9,0,9,..,60,5,62,0,63,..,608,51,657,11,675,..,31,8,37,832,867,5450,641,55,695,845,6981,10887,..,..,..,..,10887,..,24,0,24,0,24,..,6,0,7,0,7,..,184,3,186,12,197,..,21,6,30,0,30,..,48,25,76,0,76,..,3,0,5,0,5,..,72,37,105,0,105,..,9,0,9,0,9,..,24,3,27,0,27,..,53,5,58,0,58,..,82,3,84,0,84
5003,0,56,..,3,0,3,0,3,..,3,0,3,0,3,..,15,4,21,0,21,..,64,8,73,0,73,..,28,9,33,0,36,..,0,0,0,0,0,..,11,0,14,0,14,..,149,6,158,0,154,..,54,3,63,0,63,..,201,9,209,3,214,..,88,5,94,0,90,..,500,20,516,9,525,..,80,5,82,0,81,..,35,0,35,0,35,..,73,9,78,0,78,..,3,0,3,0,3,..,34,18,51,0,57,..,443,54,493,18,514,..,2687,319,3010,42,3055,..,96,7,102,2198,2298,31471,2787,327,3111,2237,36824,61489,..,..,..,..,61489,..,671,19,687,8,689,..,98,19,119,0,119,..,30,0,30,0,30,..,65,18,86,0,86,..,255,101,349,4,357,..,19,3,20,0,20,..,335,123,453,4,455,..,23,3,26,0,26,..,139,7,143,5,144,..,119,3,119,0,119,..,141,3,144,4,146
5004,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,15,0,15,0,13,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,22,0,24,0,24,..,43,0,42,0,41,..,34,0,33,0,36,..,17,0,17,0,17,..,114,7,118,3,117,..,23,3,25,0,25,..,3,0,7,0,7,..,39,7,45,0,48,..,0,3,4,0,4,..,27,6,35,3,35,..,119,31,144,0,146,..,829,101,932,10,945,..,45,0,50,1215,1263,16541,882,105,984,1225,18743,32332,..,..,..,..,32332,..,126,0,126,0,126,..,9,0,9,0,9,..,13,0,13,0,13,..,15,9,26,0,26,..,56,37,92,0,92,..,0,0,0,0,0,..,72,45,115,0,115,..,14,0,14,0,14,..,76,3,79,0,80,..,101,0,103,0,100,..,157,7,161,0,161
5005,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,9,0,9,0,9,..,4,0,4,0,4,..,34,0,34,0,34,..,4,0,4,0,4,..,3,0,3,0,3,..,10,3,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,23,4,21,..,200,16,224,9,226,..,15,0,19,569,591,5251,220,21,243,573,6071,10447,..,..,..,..,10447,..,70,3,74,3,74,..,3,0,3,0,3,..,4,0,4,0,10,..,4,0,9,0,8,..,17,12,31,0,31,..,0,0,0,0,0,..,20,12,37,0,40,..,0,0,0,0,0,..,15,0,17,0,17,..,21,0,21,0,21,..,37,0,40,0,40
5006,0,0,..,12,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,10,..,4,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,94,4,97,0,95,..,32,0,34,0,34,..,107,8,116,5,119,..,132,23,157,9,163,..,366,38,409,12,418,..,19,0,18,0,21,..,11,3,11,0,11,..,67,10,72,0,72,..,0,0,0,0,0,..,27,22,52,0,52,..,201,39,238,0,241,..,1283,187,1472,25,1496,..,58,3,59,1436,1500,15922,1338,188,1531,1467,18914,31332,..,..,..,..,31332,..,286,3,293,5,293,..,32,3,34,0,34,..,65,0,70,0,70,..,27,5,31,0,31,..,66,26,95,3,98,..,0,3,3,0,3,..,93,39,135,3,135,..,10,0,10,0,10,..,35,0,36,0,36,..,65,3,66,0,66,..,119,5,121,4,130
5007,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,12,0,17,..,11,0,14,0,14,..,10,3,13,0,13,..,20,0,20,0,20,..,3,0,3,0,3,..,134,3,139,0,137,..,33,0,40,0,40,..,164,9,167,3,174,..,30,0,31,0,31,..,362,16,376,4,380,..,19,0,19,0,19,..,12,0,12,0,12,..,71,15,86,3,92,..,4,0,3,0,3,..,8,5,19,0,19,..,393,23,418,14,433,..,1566,135,1698,24,1727,..,39,3,44,1272,1317,11299,1602,137,1742,1300,14340,23464,..,..,..,..,23464,..,382,7,392,3,391,..,31,3,36,0,36,..,184,11,196,0,197,..,30,7,36,0,32,..,169,48,219,0,218,..,9,0,6,0,9,..,202,54,256,4,262,..,33,3,36,0,36,..,15,0,15,0,19,..,32,3,35,0,35,..,61,3,63,0,59
5008,0,9,..,8,0,12,0,12,..,4,0,4,0,4,..,3,0,3,0,3,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,83,3,91,0,91,..,23,4,26,0,26,..,120,11,126,0,129,..,9,0,9,0,9,..,234,14,249,0,253,..,27,0,25,0,25,..,3,0,3,0,3,..,56,4,63,0,61,..,0,0,0,0,0,..,13,3,17,0,17,..,127,17,143,3,141,..,893,82,972,8,984,..,11,3,16,791,803,5610,905,85,990,799,7399,12023,..,..,..,..,12023,..,123,0,122,0,122,..,16,3,18,0,18,..,111,5,120,3,117,..,21,4,26,0,28,..,88,21,106,0,106,..,0,0,3,0,3,..,112,23,137,0,136,..,8,0,8,0,8,..,19,0,19,0,19,..,54,0,56,0,62,..,44,4,46,0,46
5009,18,3335,..,2419,406,2825,28,2859,..,185,11,191,0,194,..,2598,520,3120,13,3133,..,2742,290,3036,32,3064,..,1618,201,1819,8,1831,..,339,25,364,5,367,..,2069,366,2433,34,2465,..,4165,151,4320,42,4362,..,5133,515,5644,35,5685,..,6295,259,6551,67,6624,..,3190,224,3409,36,3441,..,18778,1150,19932,179,20115,..,4467,504,4970,50,5021,..,2774,342,3114,29,3142,..,3098,564,3661,36,3694,..,611,174,780,4,791,..,6720,3490,10206,70,10275,..,30205,6491,36687,693,37382,..,168093,30902,198994,2046,201039,..,2456,363,2817,54384,57204,705302,170548,31259,201810,56432,963541,1399602,..,..,..,..,1399602,..,10894,176,11069,73,11141,..,11176,2373,13550,160,13706,..,684,24,708,33,741,..,14766,3946,18711,95,18803,..,34529,10782,45307,243,45552,..,3410,758,4171,26,4195,..,52709,15478,68192,365,68553,..,4604,609,5211,52,5267,..,4015,86,4097,45,4142,..,8063,362,8422,88,8513,..,7100,219,7315,83,7399
5010,0,12,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,4,0,4,..,63,0,63,3,68,..,44,3,47,0,47,..,96,0,98,5,104,..,108,23,128,0,128,..,311,25,342,10,347,..,7,0,7,0,7,..,23,3,24,0,24,..,49,3,56,0,56,..,3,0,3,0,3,..,9,0,15,0,16,..,141,17,161,6,165,..,856,87,940,26,967,..,23,12,29,948,975,4545,877,96,973,973,6492,9827,..,..,..,..,9827,..,95,0,95,0,95,..,23,3,22,0,22,..,157,15,168,16,183,..,13,3,14,0,14,..,61,20,79,0,77,..,4,3,4,0,4,..,73,19,96,3,94,..,15,0,19,0,19,..,3,0,3,0,3,..,31,0,28,0,28,..,24,0,24,0,23
5011,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,9,0,9,0,9,..,3,0,3,0,3,..,20,0,20,0,20,..,13,0,11,0,11,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,3,3,0,3,..,67,10,76,0,80,..,361,30,396,10,406,..,17,0,17,481,499,5053,385,30,415,490,5957,10077,..,..,..,..,10077,..,160,8,160,0,160,..,12,3,10,0,10,..,7,0,7,0,7,..,14,0,13,0,13,..,27,20,48,3,49,..,3,3,6,0,6,..,46,24,61,3,66,..,3,0,3,0,3,..,17,0,17,3,22,..,28,0,28,0,26,..,62,0,67,0,67
6000,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,45,5,46,0,46,..,44,4,48,0,47,..,0,0,0,0,0,..,7,0,7,0,7,..,59,0,66,0,67,..,23,3,29,0,29,..,84,3,92,0,92,..,11,0,11,0,11,..,186,9,188,3,193,..,70,9,78,0,81,..,6,0,6,0,6,..,50,6,61,0,61,..,9,0,9,0,9,..,13,0,18,3,21,..,268,40,306,4,315,..,1602,153,1754,33,1785,..,196,8,200,5135,5337,68013,1796,159,1956,5164,75132,137505,..,..,..,..,137505,..,90,5,98,0,98,..,54,7,61,0,58,..,8,0,14,3,17,..,49,23,73,3,75,..,176,67,236,3,244,..,10,0,11,0,11,..,235,85,320,5,330,..,23,0,30,0,30,..,276,3,280,0,283,..,171,3,174,3,173,..,477,15,488,10,495
6001,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,7,0,7,0,7,..,7,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,20,0,20,..,8,0,8,0,8,..,26,0,26,0,26,..,8,0,8,0,8,..,59,0,59,0,59,..,18,3,20,0,20,..,12,3,13,0,13,..,14,5,18,0,20,..,0,0,0,0,0,..,4,0,9,0,9,..,73,15,82,3,85,..,338,35,370,7,379,..,30,0,30,723,754,12647,371,35,401,731,13782,24316,..,..,..,..,24316,..,18,0,18,0,18,..,16,3,22,0,24,..,0,0,0,0,0,..,9,10,23,0,18,..,53,7,58,0,65,..,0,0,0,0,0,..,67,13,78,3,81,..,6,3,8,0,8,..,21,0,24,0,23,..,14,0,14,0,14,..,43,0,43,0,43
6002,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,16,0,16,0,19,..,8,0,8,0,8,..,39,0,39,0,36,..,4,0,7,0,9,..,61,0,67,3,65,..,27,3,28,0,28,..,3,0,3,0,3,..,19,0,19,0,19,..,0,0,0,0,0,..,6,5,11,0,11,..,48,14,62,3,68,..,403,68,477,5,483,..,38,0,43,844,881,14068,444,75,517,847,15436,26799,..,..,..,..,26799,..,18,0,18,0,18,..,19,0,23,0,23,..,8,0,8,0,8,..,15,13,27,0,26,..,73,42,116,3,121,..,3,0,7,0,7,..,88,55,150,5,153,..,0,0,0,0,0,..,39,0,37,0,37,..,17,0,15,0,15,..,37,0,37,0,36
6003,0,153,..,3,0,3,0,3,..,3,0,3,0,3,..,93,61,150,0,150,..,240,31,275,4,277,..,76,9,81,0,81,..,8,0,8,0,8,..,49,7,53,0,51,..,107,0,107,0,107,..,66,9,72,0,72,..,194,3,200,3,199,..,83,0,83,0,83,..,450,10,461,3,465,..,264,28,295,5,301,..,83,7,84,0,84,..,159,29,190,3,187,..,23,7,24,0,24,..,112,46,152,6,156,..,1007,319,1328,30,1364,..,7351,1360,8711,109,8821,..,257,17,279,5536,5811,90591,7612,1379,8993,5645,105219,175464,..,..,..,..,175464,..,165,3,169,0,173,..,441,92,531,0,534,..,40,0,40,0,40,..,528,117,652,4,659,..,2326,453,2787,24,2806,..,173,46,215,8,219,..,3029,624,3651,38,3683,..,175,24,201,0,201,..,352,3,352,3,361,..,470,11,479,3,479,..,759,21,776,7,783
6004,0,54,..,3,0,4,0,4,..,0,0,3,0,3,..,49,91,140,0,137,..,52,3,56,0,56,..,29,3,35,0,35,..,0,0,0,0,0,..,4,0,8,0,8,..,35,3,38,0,38,..,32,4,30,0,30,..,96,6,102,4,105,..,34,0,34,0,34,..,198,6,205,4,211,..,49,7,51,0,51,..,40,0,42,0,40,..,40,10,46,0,43,..,3,0,4,0,4,..,47,11,54,0,59,..,366,147,510,8,522,..,2126,634,2761,30,2787,..,119,13,131,2703,2828,37969,2247,644,2885,2729,43582,73161,..,..,..,..,73161,..,59,0,63,0,63,..,157,31,185,7,189,..,8,0,8,0,8,..,146,33,178,3,181,..,619,108,725,8,734,..,27,8,38,0,38,..,790,155,946,7,950,..,25,0,25,0,25,..,152,3,153,0,157,..,110,5,118,0,119,..,188,3,194,3,198
6005,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,7,0,7,0,7,..,21,0,21,0,21,..,7,0,7,0,7,..,0,0,0,0,0,..,4,3,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,15,3,15,3,21,..,126,15,141,3,145,..,13,0,13,376,390,6794,139,15,152,376,7326,13164,..,..,..,..,13164,..,5,0,5,0,5,..,4,3,7,0,7,..,0,0,0,0,0,..,4,3,10,0,10,..,9,4,8,0,8,..,3,0,4,0,4,..,13,4,20,0,20,..,0,0,0,0,0,..,43,0,44,0,44,..,10,0,14,0,14,..,18,0,18,0,18
7000,0,20,..,6,0,6,0,6,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,7,..,6,0,6,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,111,3,114,4,116,..,54,9,62,0,64,..,124,5,130,6,133,..,23,0,21,6,31,..,312,21,330,14,337,..,27,4,34,0,34,..,4,0,4,0,4,..,88,21,107,0,107,..,3,0,3,0,3,..,70,71,141,3,139,..,417,57,477,26,505,..,15568,2268,17836,500,18337,..,189,77,272,4586,4857,15619,15763,2344,18107,5082,38810,33411,..,..,..,..,33411,..,46,0,46,0,49,..,46,3,48,0,48,..,27367,4285,31654,857,32513,..,23,8,28,0,28,..,123,38,162,0,163,..,23,6,35,0,35,..,170,55,220,0,222,..,11,0,14,0,14,..,64,0,64,0,67,..,119,10,133,3,133,..,186,7,189,3,190
7001,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,13,0,13,..,6,0,6,0,5,..,10,0,10,0,10,..,32,3,39,0,39,..,0,0,0,0,0,..,94,0,97,0,98,..,10,0,11,0,11,..,123,10,128,3,133,..,22,0,21,0,21,..,249,9,261,5,266,..,35,0,33,0,33,..,9,0,9,0,9,..,30,3,31,0,31,..,0,0,0,0,0,..,32,13,38,0,38,..,482,53,541,13,554,..,2164,274,2432,58,2493,..,58,9,71,1482,1550,8578,2225,284,2504,1539,12621,16979,..,..,..,..,16979,..,69,0,69,0,75,..,38,0,43,0,43,..,1154,151,1307,50,1358,..,45,9,57,0,60,..,131,67,199,0,199,..,10,10,22,0,22,..,188,83,275,0,274,..,3,0,3,0,3,..,30,0,30,0,35,..,58,0,56,4,58,..,116,3,125,0,125
7002,0,131,..,8,0,8,0,8,..,0,0,0,0,0,..,45,9,51,0,51,..,37,3,42,0,42,..,56,5,67,0,67,..,13,0,13,0,13,..,21,0,25,0,25,..,862,29,889,18,910,..,535,70,603,3,604,..,1301,52,1360,15,1369,..,311,41,349,3,354,..,3013,192,3200,41,3243,..,157,14,169,0,168,..,193,26,219,0,219,..,356,102,453,7,464,..,11,7,17,0,17,..,325,121,447,0,447,..,1726,331,2060,47,2108,..,11672,1828,13499,171,13669,..,162,25,185,5750,5934,39234,11831,1850,13683,5913,58836,82239,..,..,..,..,82239,..,183,3,191,0,191,..,252,16,267,3,270,..,957,91,1048,48,1091,..,476,162,641,6,641,..,1306,486,1794,15,1805,..,465,135,600,3,604,..,2254,781,3034,22,3058,..,27,3,31,0,32,..,140,4,146,0,146,..,399,39,442,8,446,..,509,16,523,0,527
8000,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,8,0,8,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,55,10,59,0,58,..,3,0,3,68,73,571,58,10,63,72,703,1215,..,..,..,..,1215,..,0,0,0,0,0,..,10,3,9,0,15,..,3,0,3,0,3,..,3,0,4,0,4,..,21,3,20,0,20,..,0,0,0,0,0,..,21,4,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11
8001,13,1236,..,584,109,698,3,697,..,97,0,101,0,100,..,402,54,448,6,460,..,565,66,628,10,640,..,489,58,548,3,546,..,265,16,283,3,283,..,572,95,662,8,673,..,814,8,821,4,828,..,681,56,741,3,747,..,1084,25,1114,7,1121,..,298,14,313,4,314,..,2880,106,2986,20,3010,..,1642,180,1825,11,1835,..,860,69,930,12,941,..,630,128,753,4,753,..,129,15,146,4,147,..,1787,545,2332,17,2344,..,6548,1159,7704,163,7869,..,41509,6067,47572,464,48036,..,444,70,514,10972,11490,159672,41950,6136,48086,11438,219205,316447,..,..,..,..,316447,..,665,13,676,3,674,..,2638,468,3099,36,3138,..,135,3,139,0,144,..,3193,728,3920,24,3939,..,10320,2205,12530,58,12587,..,739,221,962,0,961,..,14257,3153,17409,86,17497,..,2213,243,2449,22,2471,..,592,13,610,3,614,..,2027,63,2091,24,2117,..,1953,34,1988,22,2010
9000,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,10,0,10,..,0,3,3,0,3,..,22,0,23,0,23,..,212,120,332,10,343,..,240,128,365,10,376,..,0,0,3,0,3,..,0,0,3,0,3,..,3,0,7,0,7,..,0,0,0,0,0,..,5,3,6,0,6,..,384,7,396,6,401,..,840,212,1050,23,1068,..,16,5,15,200,221,833,849,218,1064,223,2120,1732,..,..,..,..,1732,..,16,0,23,0,23,..,8,0,8,0,8,..,31,0,34,0,38,..,54,18,72,0,72,..,193,134,328,0,329,..,14,15,38,0,35,..,267,169,435,3,440,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,13,0,13,0,13
