SUA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
2011,4,3,4,99,21,12,3,0,0,149,0,4,0,3,3,5,8,3,0,28,0,0,11,22,3,4,0,0,0,43,13,109,193,537,207,144,103,41,10,1363,192,301,250,701,291,286,214,88,42,2358,2626,4336,3799,9340,3587,3453,2215,808,350,30523,0,0,0,5,0,0,0,0,0,3,4736,7184,5868,11989,4341,3896,2252,698,267,41230,0,9,4,69,10,8,3,0,0,101,0,0,12,53,29,13,8,0,0,124,0,0,0,3,4,3,0,0,0,17,0,4,0,29,13,3,3,0,0,59,0,3,16,31,28,20,24,7,0,120,3,7,11,89,40,23,9,3,3,180,0,0,7,20,39,48,37,18,8,188,0,29,16,24,11,33,23,11,9,152,0,28,41,198,349,401,385,221,71,1696,0,9,16,80,25,11,3,0,0,152,0,0,0,3,3,8,10,0,0,30,0,0,10,21,23,43,130,27,12,270
2012,0,0,3,34,15,17,5,0,0,73,0,0,0,5,3,6,0,3,0,12,0,0,0,5,3,3,3,0,0,14,3,22,27,107,53,40,40,19,19,332,118,197,266,527,320,348,305,253,118,2452,1565,3117,3080,6128,3377,3247,2653,1675,795,25645,0,26,50,102,48,24,13,0,0,260,2899,5751,5231,9119,5125,5032,3787,2041,883,39872,0,3,0,10,5,4,0,0,0,23,0,0,0,4,0,0,0,0,0,5,0,3,4,13,5,9,0,0,0,36,0,0,7,11,5,4,3,0,0,27,0,0,0,3,0,0,5,0,0,5,0,3,28,54,15,8,12,3,0,116,0,0,0,0,5,14,18,21,13,68,0,0,0,6,0,0,3,0,0,8,4,7,36,105,127,138,169,85,38,713,0,0,0,23,0,3,3,0,0,36,0,0,6,3,3,4,0,0,3,20,0,0,3,17,7,12,64,10,4,112
2013,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,23,15,11,24,17,18,122,28,45,85,154,111,112,118,69,56,781,463,894,1018,1878,1106,1194,977,632,354,8527,0,0,0,0,0,0,0,0,0,0,834,1685,1880,3047,1706,1756,1060,585,264,12816,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,7,0,20,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,7,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,5,19,12,3,0,0,0,47,0,0,0,0,3,5,11,11,0,29,0,0,0,0,0,4,0,0,0,3,0,3,0,24,57,125,146,117,51,536,0,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,10,101,24,14,158
2014,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,4,0,3,0,9,7,3,3,3,3,23,21,28,45,108,66,91,79,56,21,513,316,576,588,1190,751,872,594,378,217,5473,0,0,0,0,0,0,0,0,0,0,563,1098,1106,1919,1275,1304,923,508,254,8933,0,0,3,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,0,0,5,0,7,0,10,29,65,61,41,17,231,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,20
2015,0,0,3,14,8,3,0,0,0,22,0,0,3,0,3,0,4,0,0,11,0,0,0,0,3,3,0,3,0,5,0,3,4,10,9,11,14,5,4,62,32,42,55,138,99,97,61,47,19,591,468,885,815,1868,1036,997,755,490,297,7602,0,0,0,0,0,0,0,0,0,0,893,1634,1499,2779,1484,1423,998,615,336,11660,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,3,4,3,0,4,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,21,3,3,3,0,0,24,0,0,0,0,6,0,12,7,3,28,0,0,0,6,0,4,3,0,0,15,0,12,13,52,78,74,104,64,34,434,0,0,0,4,3,3,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,3,6,7,31,9,3,56
2016,0,0,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,3,0,9,0,0,7,10,3,0,0,0,0,16,7,68,105,201,71,59,22,24,7,572,125,202,231,560,299,284,282,183,134,2301,1650,3191,3115,6399,3271,3032,2423,1482,780,25342,3,69,221,321,104,33,9,3,0,755,3009,5544,4880,8315,4730,4435,3299,1890,817,36904,0,9,0,16,5,0,0,0,0,32,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,5,0,6,0,7,10,7,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,3,16,77,24,11,14,3,0,148,0,0,0,3,4,3,12,6,0,27,0,16,3,0,0,0,3,0,0,19,3,27,29,75,92,136,186,88,29,665,0,7,8,22,5,3,0,0,0,43,0,0,0,6,4,3,0,0,0,22,0,0,0,10,15,13,30,6,3,88
2017,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,5,13,7,0,0,3,0,27,31,56,79,143,88,100,77,67,28,667,370,626,685,1353,667,647,550,463,243,5596,0,13,30,45,31,20,0,0,0,136,672,1109,1112,1930,997,975,799,592,298,8484,0,0,0,8,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,13,21,17,15,15,5,85,0,0,0,3,8,0,0,0,0,15,0,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,3,3,0,8
2018,0,0,3,14,3,0,0,0,0,25,0,0,0,0,3,0,0,0,3,10,0,0,0,3,3,0,0,0,0,15,0,30,29,88,44,30,28,29,14,284,82,158,213,481,266,241,216,200,125,1994,1212,2437,2476,5277,2670,2639,2108,1393,679,20891,0,0,0,0,0,0,0,0,0,0,2343,4480,4277,8113,4102,3799,2476,1380,555,31523,0,9,0,19,10,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,11,0,0,3,15,8,6,3,0,0,42,0,0,0,4,3,0,4,0,0,13,3,5,21,66,29,16,5,6,0,155,0,0,0,0,8,8,13,10,0,39,0,4,0,7,0,3,3,5,0,26,8,15,15,60,134,184,259,186,80,938,0,0,4,20,0,3,0,0,0,28,0,0,0,5,4,7,0,5,0,22,0,3,0,5,8,30,98,49,23,218
2019,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,13,11,16,15,0,76,23,53,75,123,101,103,95,89,106,757,507,1123,1037,2151,1237,1293,1162,843,570,9922,0,0,0,0,0,0,0,0,0,0,984,2155,1859,3500,2013,1983,1567,1066,567,15701,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,3,0,16,0,0,0,3,0,0,0,0,0,3,0,0,3,16,4,0,0,3,0,25,0,0,0,0,0,5,3,0,0,12,0,3,0,3,0,0,0,0,0,6,0,3,5,31,46,56,82,54,33,314,0,0,0,0,3,0,0,0,0,4,0,3,0,6,4,0,3,0,0,13,0,0,0,4,3,5,32,11,15,75
2020,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,18,0,0,0,4,0,0,3,0,0,10,0,9,12,52,30,33,18,17,8,172,67,126,117,282,209,189,192,129,52,1372,1114,2286,2019,4144,2443,2359,2114,1130,542,18153,0,0,0,0,0,0,0,0,0,3,2057,4213,3674,6558,3615,3444,2773,1463,608,28421,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,8,3,0,3,29,0,0,0,4,0,3,0,0,0,11,0,3,9,22,24,7,0,0,0,62,0,0,0,0,9,9,14,4,0,32,0,0,0,3,0,0,4,0,0,15,6,34,34,138,196,262,338,203,57,1266,0,0,0,7,6,3,0,0,0,18,0,0,0,3,0,0,0,0,0,8,0,0,0,13,14,18,62,47,5,162
2021,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,11,0,0,0,6,3,0,0,0,0,9,0,12,11,48,15,6,7,4,3,107,53,99,148,282,190,191,179,170,108,1421,952,2060,2199,4175,2409,2278,1809,1165,633,17675,0,0,0,0,0,0,0,0,0,0,1847,3832,3921,6562,3755,3619,2746,1545,738,28576,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,8,9,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,5,7,21,75,23,5,10,0,0,146,0,0,0,0,0,0,0,3,0,7,0,8,3,3,3,5,3,0,0,22,3,26,16,92,100,103,132,72,44,578,0,3,4,9,3,0,0,0,0,17,0,3,3,4,3,0,0,0,0,17,0,0,3,3,3,7,5,9,3,39
3000,4,29,44,188,45,37,12,0,0,362,0,0,20,54,48,63,56,25,6,270,0,10,52,127,106,77,32,15,3,421,31,119,262,1025,615,666,483,207,117,3520,1588,3459,3628,8834,5591,5644,4518,2232,947,36449,21917,49094,39707,87427,53416,53425,40502,17931,6944,370362,0,0,20,38,0,0,0,0,0,57,41611,91316,69474,134150,81513,82092,61153,26180,8376,595872,4,11,12,73,6,4,0,0,0,107,0,0,0,14,9,5,6,5,0,37,3,5,7,68,35,17,5,0,0,140,23,35,89,382,180,203,157,41,9,1119,0,6,5,58,20,10,14,4,0,115,8,51,131,361,144,76,50,25,10,861,0,0,3,9,37,59,72,93,16,294,0,7,0,21,3,27,32,9,4,104,37,416,848,2549,3947,4547,5605,2542,615,21113,0,41,52,157,115,105,62,16,3,552,0,15,118,282,115,81,106,34,11,763,5,27,142,467,404,589,962,559,113,3261
3001,42,274,700,3845,1853,1526,597,270,106,9214,11,75,91,316,245,207,221,99,56,1311,3,73,275,907,502,337,120,37,15,2268,415,2367,4312,14428,5474,3880,2552,1358,586,35376,3511,6101,8230,19392,8475,7331,5916,4193,3482,66633,69839,139084,152969,327519,147473,120696,87643,45725,23883,1114828,10,189,759,1416,278,133,63,20,5,2874,130172,235666,220296,388950,176362,147246,104949,50440,22521,1476599,51,193,208,1100,187,108,24,6,0,1880,0,13,153,847,505,425,191,103,19,2245,8,54,105,555,366,281,105,57,27,1563,101,337,526,2178,846,614,307,116,49,5068,10,47,88,571,301,209,167,55,18,1469,333,1260,9286,15868,3916,2796,1516,822,313,36105,0,10,57,336,385,378,355,333,66,1923,29,193,127,315,123,152,211,86,36,1279,572,5100,6071,16962,18796,14495,14602,8011,2866,87479,37,280,733,3812,1896,1538,741,312,60,9412,33,173,300,1266,517,302,270,126,51,3037,32,175,481,1915,1315,1145,2425,927,386,8808
3002,0,0,5,29,9,6,0,0,0,52,0,3,0,3,6,5,6,4,0,29,0,3,0,11,3,7,3,0,0,21,5,14,9,79,49,33,57,33,9,296,108,188,229,465,280,354,367,269,125,2392,1844,4215,3906,7808,4467,4787,4464,2848,1244,35584,0,0,0,0,0,0,0,0,0,0,3528,7926,6917,11891,6831,7225,6394,3824,1499,56034,0,3,0,13,4,0,0,0,0,20,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,3,0,0,0,5,0,0,8,32,18,13,19,10,3,110,0,0,0,0,0,0,0,0,0,3,0,3,11,48,25,13,8,3,0,101,0,0,0,0,4,4,5,10,0,24,0,3,0,7,0,4,9,0,0,20,10,61,108,225,330,359,589,405,136,2218,0,0,13,32,28,15,6,0,0,95,0,0,19,15,3,0,11,0,0,57,0,4,6,29,29,42,74,60,21,265
3003,3,12,15,80,25,12,3,0,0,158,0,4,10,32,17,16,12,8,3,89,0,5,15,36,19,18,3,0,0,103,12,67,137,750,354,284,177,75,30,1883,365,720,817,2130,1026,830,539,327,189,6948,4575,9779,8731,21833,10845,8701,5521,2421,1166,73585,0,0,0,6,0,0,0,0,0,6,8394,16643,13164,25783,12912,10925,6807,2651,1071,98343,0,0,4,28,4,0,0,0,0,39,0,0,0,10,12,7,7,6,0,37,0,5,4,24,9,3,3,0,0,52,0,12,50,200,95,74,45,15,8,497,0,0,0,18,13,3,10,3,0,50,7,46,88,354,148,84,38,13,3,780,0,0,0,4,23,24,26,33,10,114,0,8,0,11,3,10,13,4,3,60,26,208,304,1200,1334,1103,1103,415,138,5841,5,15,34,73,60,28,19,9,0,244,0,11,35,125,45,29,38,13,3,299,3,18,45,210,151,132,244,125,30,960
3004,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,7,15,3,0,0,0,0,28,0,11,10,35,8,8,3,0,0,82,70,123,118,259,140,79,25,18,6,835,657,1113,896,2184,899,590,215,102,33,6695,0,0,0,0,0,0,0,0,0,0,1131,1874,1359,3036,1193,866,345,134,37,9973,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,3,16,3,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,38,53,27,12,8,3,150,0,5,0,18,3,3,0,0,0,31,0,0,0,0,3,5,0,0,0,9,0,0,6,4,8,3,3,0,0,23
3005,0,0,0,6,5,3,0,0,0,13,0,0,0,3,0,0,3,0,0,5,0,6,3,15,18,8,0,0,0,49,4,27,9,118,54,35,19,10,5,272,99,174,212,487,209,178,105,61,21,1547,1695,3295,2734,6634,3009,2132,1211,641,261,21611,0,0,0,0,0,0,0,0,0,0,3099,5561,4748,9489,4404,3351,1765,828,316,33566,0,11,8,31,0,3,0,0,0,53,0,0,0,3,0,0,0,3,0,5,0,0,0,12,8,3,0,0,0,18,0,0,3,20,5,8,0,0,0,46,0,0,0,4,3,0,3,0,0,11,0,14,4,55,26,10,4,3,0,113,0,3,0,3,4,5,0,6,0,17,5,19,0,21,3,0,0,0,0,52,10,46,43,209,262,204,136,86,28,1015,0,6,9,33,21,9,10,0,0,92,0,0,0,11,3,0,6,0,0,31,0,3,6,15,19,15,24,20,3,109
3006,4,23,58,257,68,45,29,7,3,498,0,26,29,112,92,87,87,51,27,519,0,8,44,187,87,72,32,15,3,457,80,363,814,3366,1198,1077,894,555,260,8596,1137,2077,2774,6501,3229,3102,2702,1859,1327,24710,17862,36748,39074,86131,43456,39133,32173,17584,9082,321253,0,4,24,70,15,3,3,0,0,114,32899,61678,55359,101331,49161,44708,36167,18331,8273,407901,3,15,24,183,39,18,5,0,0,295,0,0,38,268,196,161,85,38,3,790,3,15,8,64,42,24,5,3,0,168,30,112,189,902,289,233,135,54,28,1976,3,5,22,169,77,48,53,20,7,406,84,287,1633,3055,1028,574,322,140,50,7164,0,3,24,119,130,164,213,202,44,896,5,15,25,97,67,123,173,92,50,655,172,1645,2152,5585,6014,5080,6098,3885,1558,32196,5,45,76,372,188,162,94,48,9,996,11,32,77,328,137,126,127,70,27,944,11,38,137,496,364,407,922,572,217,3168
3007,0,3,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,7,0,3,5,19,10,13,9,4,7,73,42,72,64,158,107,107,134,123,121,934,642,1391,1219,2419,1408,1428,1256,837,418,11009,0,0,0,0,0,0,0,0,0,0,1206,2610,2202,3872,2070,2106,1735,1035,424,17260,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,4,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,3,20,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,4,3,19,22,53,96,112,142,90,22,555,0,0,0,0,3,4,0,0,0,17,0,0,0,4,3,0,3,0,0,13,0,3,0,8,10,8,27,22,8,87
3008,0,0,0,11,6,0,5,0,0,24,0,3,3,3,10,4,15,5,3,46,0,0,0,15,5,3,0,3,0,30,0,14,11,79,55,74,96,53,26,399,87,189,189,380,275,330,369,198,104,2120,1219,3064,2533,5267,3448,4009,4388,2400,890,27220,0,0,0,0,0,0,0,0,0,0,2315,5553,4325,7619,4544,5241,5429,2882,937,38842,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,4,0,0,3,30,14,14,28,9,0,102,0,0,0,0,0,0,0,0,0,5,0,3,5,24,19,16,7,0,0,71,0,0,0,0,3,4,7,14,0,27,0,0,0,8,5,3,9,10,0,34,7,69,66,240,380,505,995,639,174,3070,0,3,4,19,8,11,5,6,0,66,0,0,4,19,3,10,16,10,3,62,0,7,6,28,31,61,139,116,28,412
3009,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,5,0,0,22,9,21,41,86,43,38,36,27,13,317,378,712,653,1300,602,632,524,336,168,5306,0,0,0,0,0,0,0,0,0,0,708,1395,1189,2087,927,1014,778,477,221,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,17,37,26,61,26,11,189,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,9,0,0,11,4,4,32
3010,0,0,6,19,0,4,0,0,0,29,0,3,0,5,3,3,8,3,3,26,0,8,24,42,39,25,4,4,0,156,3,31,44,180,69,49,32,16,6,438,124,244,281,746,413,307,252,159,58,2592,2689,5306,4897,10991,5530,4482,2824,1737,828,39289,0,0,0,0,0,0,0,0,0,0,5092,9390,8238,16299,8139,6997,4108,2360,1021,61640,0,8,4,24,16,0,0,0,0,52,0,0,0,0,0,0,4,0,0,6,0,4,0,3,0,0,0,0,0,4,6,6,5,47,19,24,15,3,0,126,0,0,0,7,5,0,0,0,0,10,3,17,20,103,62,14,9,3,0,231,0,0,0,4,5,3,4,0,0,19,0,0,0,3,0,0,3,0,0,6,6,86,109,300,409,338,251,146,42,1691,4,11,15,68,33,18,0,5,0,158,0,3,4,8,10,8,4,0,0,42,0,0,16,31,39,41,51,35,8,217
3011,0,0,3,6,0,0,0,0,0,9,0,0,0,0,5,0,3,0,0,9,0,0,0,6,0,0,0,0,0,11,0,3,3,15,13,20,14,12,7,84,31,96,78,189,104,158,183,121,45,998,760,1613,1391,2745,1715,1956,1763,1051,479,13470,0,0,0,0,0,0,0,0,0,0,1356,3089,2752,4869,2825,3057,2624,1497,607,22676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,0,0,0,7,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,14,8,7,0,0,0,30,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,34,84,177,229,98,39,674,0,3,0,7,0,4,0,0,0,20,0,0,0,0,0,0,0,3,0,8,0,0,0,9,6,25,41,27,10,109
3012,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,7,0,3,4,12,6,0,0,0,0,27,0,5,10,42,32,20,18,14,0,140,94,150,133,356,174,108,53,23,7,1093,834,1333,1195,2967,1199,735,382,159,52,8854,0,0,0,0,0,0,0,0,0,0,1469,2147,1883,4108,1613,1081,529,189,45,13070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,6,0,0,0,0,26,0,0,0,3,0,0,0,0,0,4,0,9,0,10,6,4,5,0,0,34,0,0,0,0,3,0,5,0,0,3,0,0,0,3,0,0,0,0,0,3,3,4,10,60,58,46,45,13,6,253,0,3,15,41,23,4,6,0,0,99,0,0,0,3,4,0,3,0,0,10,0,0,3,12,9,9,13,6,3,56
3013,0,31,23,99,20,6,0,0,0,175,0,0,0,0,3,4,0,0,4,16,0,12,10,35,4,8,0,0,0,72,3,35,44,139,65,31,12,9,3,347,151,261,424,654,379,353,237,200,98,2761,2655,5204,5445,10081,5035,4314,2983,2048,977,38746,0,20,19,42,9,3,0,0,0,90,4945,9605,9348,16023,7812,7028,4708,2980,1271,63719,3,15,9,56,20,3,0,0,0,99,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,5,26,4,11,3,0,0,63,0,0,0,0,0,0,0,0,0,4,0,7,19,91,28,14,6,3,0,175,0,0,0,0,3,0,4,3,0,7,0,3,0,4,3,0,3,0,0,11,3,40,54,145,213,217,209,105,28,1019,0,7,7,45,26,13,3,3,3,107,0,0,0,6,5,3,3,0,0,22,0,3,9,25,20,19,25,24,3,136
3014,3,8,12,82,19,15,7,0,0,149,0,20,19,71,55,51,48,39,9,313,0,12,55,105,88,67,43,10,4,376,30,128,205,791,421,375,350,234,122,2646,367,779,968,2141,1409,1380,1342,863,604,9849,7774,18958,16755,36562,23157,21712,18813,10414,5192,159336,0,9,3,5,0,0,0,0,0,13,14722,33577,27147,50686,29376,28753,23774,12491,5395,225923,0,3,3,29,7,0,0,0,0,41,0,0,0,9,8,3,6,4,0,35,0,14,0,16,0,0,0,0,0,37,25,109,78,390,188,145,124,43,13,1108,3,3,7,39,21,12,13,3,0,103,10,44,63,236,73,65,28,23,9,546,0,4,0,6,22,37,36,40,4,148,0,4,0,19,14,15,28,26,11,125,98,1191,1245,2965,3754,2872,3883,2352,878,19244,3,8,20,88,62,73,31,24,5,311,3,16,42,137,65,71,59,25,11,428,9,46,78,301,310,281,548,353,125,2035
3015,0,9,4,29,11,0,3,0,0,59,0,0,0,4,7,8,5,3,7,34,0,12,30,83,55,36,16,3,3,243,38,175,233,417,150,88,63,40,11,1207,181,398,542,999,552,555,550,454,356,4589,4147,9078,8641,16740,8605,8019,6507,3972,2035,67744,3,29,52,65,16,16,3,0,0,185,7812,15950,14505,25086,12762,12154,9458,5351,2257,105334,3,17,6,74,19,0,0,0,0,117,0,0,0,0,3,8,0,0,0,12,0,0,0,4,0,0,0,0,0,13,10,26,17,80,31,29,14,13,8,218,0,0,0,3,4,3,5,0,0,19,8,30,69,270,86,45,21,8,8,541,0,0,0,0,3,7,7,10,0,30,3,27,4,9,7,3,4,0,0,57,9,103,100,375,493,460,565,341,136,2584,0,15,24,66,36,24,12,6,3,174,0,0,5,18,3,10,5,0,4,46,0,4,18,32,47,48,103,50,18,328
