SUA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
3001,16532,1928,243,134,18829,494,121,618,19447,1108,17,20576,29856,3328,365,241,33789,495,92,581,34375,846,20,35236,8122,844,765,63,9798,115,9,130,9926,227,3,10156,440,67,13,338,850,21,4,28,875,43,38,955,54946,6155,1383,777,63268,1127,226,1351,64622,2229,80,66925,1059,194,23,22,1298,256,14,267,1571,110,4,1680,1667,275,18,41,2003,186,46,232,2233,85,0,2325,2726,470,43,64,3301,440,60,500,3806,195,8,4003,57675,6627,1431,834,66570,1567,289,1856,68421,2420,86,70930,26972,3962,755,747,32431,1464,275,1735,34167,3627,92,37888,130,11,0,103,249,4,0,7,256,15,238,508,84780,10606,2186,1685,99246,3033,558,3591,102839,6064,416,109327,23627,2795,295,156,26870,723,179,900,27773,1519,32,29327,34935,3679,365,277,39258,670,124,790,40051,1050,26,41130,1586,205,220,21,2028,37,3,43,2068,85,3,2156,366,65,6,421,850,33,6,37,891,66,41,987,60510,6741,890,872,69008,1462,309,1769
3002,296,62,9,4,370,7,8,17,384,25,0,408,638,89,16,6,748,19,4,21,767,39,0,808,119,17,18,0,149,10,3,10,161,4,0,168,17,0,0,7,20,5,0,5,28,0,0,26,1065,163,39,20,1287,40,13,58,1345,74,0,1414,13,0,0,0,10,5,3,10,18,4,0,21,27,6,0,5,39,8,0,8,49,0,0,50,40,8,0,5,51,13,3,19,72,3,0,77,1108,176,39,22,1341,60,16,74,1415,73,0,1487,572,117,15,17,727,74,17,87,817,139,0,955,11,0,0,3,10,0,0,0,10,0,7,19,1689,293,63,37,2080,131,30,161,2246,209,7,2467,561,82,0,3,644,23,13,37,680,54,0,731,736,123,15,14,888,30,3,38,921,61,0,985,36,4,0,0,36,0,3,3,42,3,0,41,14,0,0,5,16,3,0,3,18,0,0,23,1343,211,16,18,1585,58,15,74
3003,907,142,32,8,1083,34,8,43,1119,81,3,1206,1635,266,34,22,1954,36,7,42,1993,75,3,2071,383,44,53,4,489,5,0,5,494,13,0,505,30,6,0,9,37,6,0,6,44,13,0,59,2949,453,126,37,3563,76,12,93,3656,171,4,3831,41,9,0,0,52,16,0,16,63,9,0,74,106,22,0,3,138,15,0,23,162,3,0,159,154,35,0,3,191,31,0,33,226,15,0,236,3099,485,126,46,3752,112,16,130,3876,183,4,4071,1350,282,56,31,1719,110,25,137,1853,230,4,2088,0,0,0,9,10,0,0,0,10,4,20,33,4449,766,178,82,5477,221,44,259,5739,419,31,6189,1503,209,38,4,1753,52,19,69,1825,115,3,1940,1899,285,39,19,2241,60,5,62,2303,91,0,2396,74,11,21,0,95,5,0,5,100,5,0,106,22,8,0,26,57,3,0,6,57,8,3,67,3490,508,90,53,4144,119,26,141
3004,86,4,5,3,94,0,0,0,97,3,0,101,280,14,3,4,299,7,0,7,304,3,0,310,65,4,4,0,79,0,0,0,79,0,0,77,7,0,0,0,7,0,0,0,7,0,0,7,443,22,8,6,479,7,0,7,490,9,0,497,3,0,0,0,3,0,0,0,3,3,0,5,18,4,0,4,18,0,3,3,23,0,0,23,16,4,0,4,28,0,3,3,31,3,0,31,462,24,8,6,505,6,3,7,513,13,0,526,323,24,6,5,366,12,3,14,379,7,0,384,3,0,0,0,3,0,0,0,3,0,5,10,786,49,17,14,876,19,5,20,893,22,5,923,142,9,3,3,157,3,0,3,166,8,0,166,314,24,4,3,343,3,0,3,352,6,0,358,14,3,7,0,23,0,0,0,23,0,0,23,10,0,0,5,15,0,0,0,15,0,0,15,480,35,13,9,543,7,0,8
3005,213,21,5,0,243,11,3,17,263,12,0,273,563,36,11,3,612,23,0,23,636,10,0,641,120,5,15,3,151,6,0,6,154,0,0,152,6,0,0,7,11,3,0,3,15,3,3,19,904,70,36,10,1016,45,3,45,1061,20,3,1087,31,3,0,0,39,11,3,15,54,3,0,59,74,7,0,0,83,10,0,10,89,0,0,89,108,12,0,0,117,21,3,23,143,3,0,147,1012,80,37,17,1139,63,5,67,1209,23,3,1235,878,66,27,30,1006,84,0,86,1090,75,0,1169,0,0,0,0,0,0,0,0,0,0,12,9,1886,143,65,49,2143,148,7,157,2301,95,12,2418,391,30,4,0,427,13,0,13,445,20,0,467,722,43,13,12,795,35,0,35,827,13,3,846,44,0,6,0,52,0,0,0,52,4,0,53,8,0,0,9,17,3,0,3,16,3,0,19,1166,70,25,26,1292,57,0,57
3006,3634,498,64,32,4222,101,22,123,4344,247,3,4600,8372,1150,115,55,9694,118,34,151,9844,245,11,10096,1647,168,133,18,1963,36,3,40,2003,60,0,2064,138,10,3,73,223,4,0,3,229,7,15,248,13793,1823,317,175,16109,252,60,309,16415,560,28,17008,155,27,8,3,196,42,3,43,233,17,0,260,457,86,7,15,559,48,11,62,615,30,0,653,607,111,12,11,750,86,16,100,854,54,0,904,14401,1939,331,191,16854,343,69,416,17269,610,33,17909,6707,1061,197,162,8132,300,44,342,8475,756,10,9242,27,14,0,29,70,0,0,0,70,13,79,153,21138,3016,529,382,25061,639,116,755,25809,1379,121,27313,5587,738,63,38,6430,168,41,208,6639,346,3,6989,9402,1258,112,84,10851,173,36,215,11061,336,14,11412,317,44,65,3,430,13,0,13,441,16,0,458,119,11,3,95,227,3,0,3,232,4,13,250,15419,2056,242,216,17932,356,80,438
3007,91,5,0,0,96,0,0,0,101,3,0,104,202,19,0,4,228,7,0,7,234,14,0,242,51,5,7,0,67,0,0,0,67,0,0,67,3,0,0,0,3,0,0,0,3,0,0,3,349,29,8,7,396,8,0,5,403,19,0,419,3,0,0,0,5,0,0,0,5,0,0,7,8,3,0,0,6,6,0,6,14,0,0,13,7,3,0,0,13,6,0,6,19,5,0,19,358,32,8,7,403,10,0,11,417,21,0,436,191,48,13,15,259,23,7,29,286,85,0,372,3,0,0,0,3,0,0,0,3,0,3,8,550,82,19,14,667,33,5,37,703,109,3,817,138,8,0,0,156,4,0,10,160,9,0,170,218,28,5,5,260,9,0,7,270,12,0,281,11,5,3,0,13,0,0,0,13,3,0,17,0,0,0,3,3,0,0,0,3,0,0,3,372,48,5,9,430,18,4,18
3008,178,41,3,0,225,9,3,10,236,27,0,268,388,106,14,0,507,9,8,17,531,31,0,562,79,15,14,3,112,3,0,0,112,3,0,116,5,0,0,4,4,0,0,0,4,0,0,4,652,164,30,5,853,26,8,36,883,69,0,950,8,5,0,0,13,4,3,6,20,0,0,20,25,8,0,0,36,6,0,6,40,3,0,45,40,11,0,0,48,7,3,12,63,3,0,68,690,170,30,11,899,37,12,46,952,71,0,1022,306,114,15,3,439,46,8,52,494,85,3,582,3,0,0,0,3,0,0,0,3,0,7,12,1000,284,42,16,1341,80,25,97,1443,156,8,1609,312,74,14,3,401,12,3,12,413,31,0,445,483,97,15,8,610,22,3,27,634,41,3,681,20,10,3,0,32,0,0,0,33,11,0,42,0,3,0,9,13,0,0,0,17,3,0,17,820,184,34,18,1054,37,9,42
3009,47,13,0,3,59,0,0,0,65,3,0,64,106,14,0,0,121,0,0,0,121,0,0,125,25,4,0,0,30,0,0,0,30,0,0,30,0,0,0,0,3,0,0,0,3,0,0,3,184,31,0,5,212,0,0,3,218,5,0,221,4,0,0,0,4,3,0,3,8,0,0,11,17,0,0,0,13,0,0,0,18,0,0,20,16,0,0,0,20,3,0,3,22,3,0,27,199,31,0,5,234,8,0,6,238,4,0,247,128,33,5,10,173,14,14,29,199,26,0,221,0,0,0,0,0,0,0,0,0,0,3,3,329,58,6,11,410,21,18,36,442,27,6,473,84,17,4,7,106,0,0,0,107,6,0,112,181,18,3,0,209,4,0,4,214,8,0,223,4,3,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,263,36,5,8,319,5,0,9
3010,426,30,8,0,473,16,0,21,490,33,0,526,1047,84,8,16,1155,10,0,10,1168,24,0,1190,232,10,38,0,284,12,0,12,293,4,0,300,17,6,0,11,31,0,0,0,31,0,3,32,1720,130,55,26,1932,42,0,46,1976,61,3,2041,37,0,0,0,40,12,0,12,49,10,0,55,91,11,0,7,100,9,0,9,114,4,3,126,127,13,0,7,144,19,0,19,163,15,3,183,1843,142,55,29,2079,62,0,65,2140,78,3,2226,988,110,45,22,1160,78,3,85,1247,72,7,1323,6,0,0,0,9,0,0,0,9,0,12,25,2840,259,96,51,3249,143,10,151,3396,155,23,3570,658,60,11,4,723,43,3,47,770,49,0,817,1272,91,22,24,1409,28,0,32,1440,35,3,1474,51,4,13,0,69,3,0,3,73,3,0,69,17,0,0,24,36,0,0,0,36,3,0,40,1987,158,41,52,2237,78,4,81
3011,74,14,5,0,96,3,0,3,96,11,0,105,197,38,7,3,236,5,0,5,242,16,0,262,58,9,3,0,71,0,0,0,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,329,59,12,5,407,9,0,9,413,23,0,439,7,0,0,0,11,4,0,4,14,3,0,16,15,3,0,0,15,0,0,0,18,4,0,23,17,7,0,0,26,3,0,4,32,5,0,41,346,63,12,5,429,16,0,17,447,33,0,476,218,44,7,3,272,35,4,43,317,81,7,404,3,0,0,0,6,0,0,0,6,0,13,13,572,109,17,10,704,50,10,57,763,111,14,896,148,22,0,0,179,6,5,10,187,14,0,203,237,56,5,0,299,8,3,12,317,33,0,348,24,0,4,0,24,0,0,0,24,0,0,24,4,0,0,5,10,0,0,0,10,0,0,10,411,84,15,10,516,22,3,23
3012,230,8,5,3,250,0,0,0,249,9,0,261,269,14,0,5,283,6,0,6,291,11,0,301,81,3,11,0,93,0,0,0,93,0,0,93,4,0,0,5,10,0,0,0,10,0,0,8,581,29,20,14,636,9,0,9,642,12,0,660,8,3,0,0,8,3,0,3,10,0,0,14,17,0,0,0,17,0,0,0,16,0,0,16,24,3,0,0,27,3,0,3,26,0,0,28,606,29,20,14,666,10,0,10,672,18,0,690,364,13,14,6,398,20,3,21,421,27,3,450,0,0,0,0,0,0,0,0,0,0,6,5,966,42,33,15,1065,28,3,32,1093,44,9,1143,251,9,5,7,264,0,3,4,272,12,0,286,275,12,0,9,297,0,0,0,304,11,0,310,20,0,3,0,23,0,0,0,23,0,0,23,6,0,0,0,6,0,0,0,6,0,0,6,550,18,10,13,595,4,3,6
3013,532,67,13,0,617,15,3,19,634,45,0,686,978,93,17,6,1093,26,3,32,1126,30,0,1156,251,23,23,0,299,4,0,3,300,11,0,312,8,3,3,17,30,0,0,0,29,0,0,29,1777,183,52,22,2036,47,6,60,2094,89,0,2180,34,6,3,0,38,5,0,3,45,6,0,47,44,3,0,0,51,16,0,13,70,0,0,68,80,10,0,0,95,15,0,21,109,6,0,119,1857,195,53,21,2129,70,12,81,2205,96,0,2300,826,114,37,22,1003,94,7,104,1100,117,3,1220,3,0,0,0,6,0,0,0,6,0,3,10,2687,311,93,49,3135,156,20,178,3318,214,11,3533,771,79,20,3,870,34,3,37,911,58,0,967,1154,111,16,11,1295,30,10,41,1332,39,0,1372,58,3,8,0,71,0,0,3,67,3,0,76,3,0,0,24,30,0,0,0,30,0,0,30,1984,193,44,36,2257,69,13,82
3014,1296,246,27,8,1576,29,14,40,1619,103,0,1721,3853,623,39,34,4555,57,8,64,4617,124,12,4752,708,99,74,4,888,20,0,15,909,28,0,929,63,5,4,38,114,0,0,0,114,3,0,119,5918,971,148,93,7131,102,22,120,7255,255,11,7517,54,10,3,7,75,7,0,10,84,7,0,89,218,40,5,3,265,18,3,21,282,9,0,292,268,55,4,12,340,29,7,31,367,15,0,379,6186,1031,153,102,7469,125,22,150,7619,268,11,7904,2968,474,86,84,3613,130,22,153,3771,277,5,4054,17,0,0,9,30,0,0,0,30,0,17,44,9170,1503,239,202,11111,256,46,305,11420,544,31,11997,2478,398,42,14,2931,53,14,69,2999,183,4,3182,5108,743,66,46,5957,89,21,114,6066,211,14,6284,170,32,25,3,229,4,0,9,233,10,0,247,53,8,3,46,113,0,0,4,117,3,0,127,7804,1177,130,110,9230,151,42,193
3015,759,103,6,3,873,21,0,25,899,56,0,960,1833,185,22,16,2055,26,3,24,2078,49,0,2128,414,41,45,4,503,6,0,8,515,11,0,525,13,8,3,17,43,0,0,0,43,3,0,46,3019,339,70,38,3469,52,3,59,3528,119,0,3652,42,9,3,4,58,4,0,4,61,9,0,68,76,10,5,9,96,12,12,25,117,3,0,121,114,20,7,10,151,17,12,32,175,9,0,189,3134,357,82,53,3620,73,13,90,3708,129,0,3837,1646,250,50,31,1967,110,24,135,2104,256,3,2362,8,0,0,0,8,0,0,0,8,0,17,20,4784,606,123,78,5592,182,39,226,5821,381,21,6219,1280,155,15,14,1460,29,8,37,1493,84,0,1581,2258,187,36,25,2504,32,3,34,2541,72,4,2617,89,10,21,0,118,3,0,3,123,0,0,126,20,0,0,16,38,0,0,0,35,3,0,42,3640,357,73,54,4119,67,11,72
3016,1368,151,35,13,1567,41,18,55,1622,116,0,1736,2099,218,29,16,2370,56,16,69,2442,63,4,2513,622,83,70,0,776,7,3,7,782,26,0,811,21,4,0,16,42,3,0,3,42,3,0,48,4111,456,136,44,4757,104,38,136,4892,215,3,5112,82,14,4,0,98,30,0,30,128,12,0,138,131,15,0,0,154,19,5,29,179,9,0,186,217,30,4,0,247,47,5,56,304,19,0,323,4328,490,142,45,5004,153,43,196,5197,231,3,5433,1724,255,73,55,2105,153,33,182,2289,298,8,2591,6,0,0,6,9,0,0,0,9,0,29,43,6065,741,213,101,7122,302,73,381,7500,525,38,8062,1867,214,39,9,2128,67,11,80,2211,169,0,2379,2355,214,39,24,2633,59,7,63,2692,80,3,2781,99,23,13,0,140,0,3,5,142,10,0,155,31,0,0,25,52,3,0,3,58,0,0,57,4358,448,92,58,4957,129,21,150
3017,66,13,0,0,83,0,0,0,79,3,0,89,163,26,3,0,192,0,0,0,193,8,0,201,39,0,8,0,44,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,4,260,44,8,3,314,6,0,6,323,14,0,332,8,0,0,0,8,0,0,0,8,3,0,11,3,0,0,0,3,0,0,0,3,3,0,8,10,0,0,0,13,0,0,0,13,6,0,19,274,48,8,3,327,6,0,6,333,18,0,350,194,28,3,8,226,15,4,19,242,47,0,292,0,3,0,0,3,0,0,0,3,0,3,9,469,74,8,6,560,23,4,22,580,67,3,650,100,20,3,0,123,7,0,7,124,4,0,131,171,16,6,3,194,0,0,0,197,8,0,205,13,4,4,0,18,0,0,0,18,0,0,19,3,0,0,0,6,0,0,0,6,0,0,7,285,34,12,4,332,4,0,4
3018,95,12,0,0,110,0,0,0,106,9,0,118,182,27,7,0,217,3,3,3,218,11,0,226,46,5,11,0,61,3,0,3,63,0,0,63,3,0,0,3,8,3,0,3,12,0,0,12,334,41,21,3,391,5,3,12,402,14,0,419,0,0,0,0,4,0,0,0,3,0,0,3,9,0,0,0,13,0,3,3,12,0,0,12,10,0,0,0,17,0,3,4,18,0,0,18,341,41,20,8,407,9,3,11,422,14,0,436,184,19,14,3,222,12,0,12,231,16,0,248,0,0,0,0,0,0,0,0,0,0,0,0,531,56,33,5,629,23,3,28,658,34,0,683,166,18,6,3,201,0,0,0,201,7,0,211,250,32,5,3,295,0,0,5,296,10,0,304,15,0,0,0,13,4,0,4,15,0,0,15,3,0,0,4,5,0,0,0,5,0,0,5,438,55,18,4,511,6,0,10
4000,935,144,17,8,1109,18,3,19,1123,91,3,1221,3579,412,52,18,4058,25,5,38,4095,100,10,4204,691,62,110,7,872,5,0,7,875,28,0,910,61,5,3,42,114,0,0,0,114,6,0,119,5263,628,175,73,6150,54,12,64,6210,231,14,6456,29,7,0,0,37,26,0,26,60,14,0,75,102,19,3,3,122,13,8,23,141,11,0,150,132,22,3,3,160,35,8,44,203,23,0,223,5399,647,181,75,6302,91,19,108,6416,255,16,6682,2765,411,120,69,3364,119,17,137,3503,427,11,3936,22,0,4,0,26,0,0,0,26,0,39,70,8188,1062,305,148,9693,206,42,247,9938,676,67,10683,1860,247,22,12,2149,21,6,26,2175,123,4,2299,4589,540,90,42,5269,49,9,55,5322,175,8,5500,193,22,77,3,294,0,0,0,299,8,0,310,36,4,3,47,92,3,0,3,89,12,0,103,6679,813,200,107,7794,71,18,86
4001,5937,1032,100,44,7115,178,46,220,7333,564,0,7900,17699,2433,234,110,20478,300,63,362,20834,605,16,21455,4471,601,512,45,5632,66,7,78,5703,119,3,5825,218,53,5,162,441,12,3,11,451,18,18,489,28330,4116,854,360,33656,550,122,674,34326,1309,34,35668,406,99,9,11,534,143,18,163,696,58,5,752,833,175,16,11,1037,92,34,125,1164,61,4,1229,1245,273,23,23,1568,239,47,288,1857,119,6,1980,29576,4390,879,388,35228,788,165,957,36185,1425,45,37648,12904,2610,394,299,16198,990,188,1180,17377,2656,43,20077,78,21,3,32,133,3,0,3,138,11,140,290,42556,7013,1271,721,51563,1787,357,2136,53700,4089,222,58011,9139,1465,119,68,10791,301,86,386,11172,733,5,11912,20142,2538,238,142,23062,344,94,437,23499,677,21,24198,817,140,194,9,1168,13,4,18,1191,42,4,1235,153,38,3,201,399,11,3,13,410,18,6,435,30255,4185,552,420,35419,669,186,853
4002,112,14,0,0,127,5,0,5,134,4,0,141,420,49,3,4,469,3,0,3,470,26,0,496,91,9,7,0,104,5,0,5,107,0,0,107,8,3,0,3,16,0,0,0,16,0,0,16,632,68,8,8,719,13,0,13,731,32,0,762,7,0,0,0,7,0,0,0,9,0,0,9,11,0,0,0,13,0,0,0,13,0,0,13,14,0,0,0,16,0,0,0,17,0,0,18,648,70,8,8,733,14,0,14,747,34,0,777,325,46,12,11,387,24,3,28,420,72,0,490,0,0,0,0,3,0,0,0,3,0,3,10,967,116,26,19,1129,39,3,39,1174,104,3,1278,212,15,0,3,233,9,0,9,245,10,0,252,528,54,10,5,590,0,0,3,593,16,0,612,24,3,0,0,24,0,0,0,24,3,0,27,3,0,0,0,3,0,0,0,3,0,0,3,762,76,14,10,857,14,0,9
4003,66,8,0,3,74,0,0,0,74,7,0,86,161,28,0,5,194,10,0,10,202,7,0,211,28,13,3,0,40,0,0,0,40,0,0,40,4,3,0,0,12,0,0,0,12,0,0,14,261,48,5,6,319,10,0,10,329,21,0,344,6,0,0,0,6,0,0,0,6,0,0,8,14,0,0,0,14,5,0,5,13,0,0,13,19,0,0,0,19,5,0,5,27,0,0,26,280,52,5,9,345,8,0,8,351,20,0,371,164,39,7,9,222,26,4,32,255,43,0,298,0,0,0,0,0,0,0,0,0,0,0,6,451,94,10,15,566,38,4,46,611,61,3,679,119,14,6,5,140,6,0,6,147,14,0,160,191,16,10,5,220,7,0,7,229,5,0,233,10,0,3,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,320,34,13,5,378,9,0,9
4004,51,5,3,3,64,4,0,4,65,4,0,71,143,10,7,0,161,3,0,3,162,8,0,175,30,4,7,0,41,0,0,0,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,225,22,11,7,267,10,0,10,274,10,0,286,5,3,0,0,9,3,0,3,10,0,0,10,5,0,0,0,4,3,0,3,6,3,0,11,8,4,0,0,11,8,0,9,21,3,0,22,235,25,11,7,281,14,0,11,289,18,0,308,111,20,3,0,137,23,0,23,156,23,7,181,0,3,0,0,3,0,0,0,3,0,11,12,352,41,14,5,413,37,0,34,453,35,16,501,77,10,3,3,88,8,3,11,97,0,0,100,171,19,3,0,198,0,0,0,201,9,0,202,5,3,0,3,12,0,0,0,12,0,0,16,0,0,0,0,4,0,0,0,4,0,0,4,251,34,6,8,299,12,3,16
4005,47,9,3,0,59,3,0,3,60,3,0,65,256,40,0,0,294,3,0,3,295,6,0,306,46,5,9,0,54,0,0,0,54,3,0,58,13,0,0,4,14,0,0,0,14,0,0,14,363,49,12,7,422,3,0,3,427,10,0,440,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,8,0,0,0,8,0,0,13,371,50,9,7,430,3,0,3,440,17,0,450,156,34,6,7,195,11,0,13,209,23,0,236,0,0,0,0,4,0,0,0,4,0,4,10,525,84,16,7,635,18,3,21,650,37,4,689,99,13,0,3,120,3,0,3,120,11,0,130,302,41,8,3,351,3,0,4,359,7,0,363,13,3,5,0,21,0,0,0,21,0,0,21,4,0,0,0,5,3,0,3,5,0,0,5,418,56,15,5,494,7,0,6
