SUA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
2004,401,68,56,78,81,75,42,19,932,0,0,0,0,0,0,0,0,0,0,0,162,113,467,83,68,101,87,94,54,38,1249,239,97,92,19,8,11,3,9,3,23,503,62,106,235,40,30,28,25,20,12,13,573,0,3,47,11,8,12,7,11,4,4,113,0,0,0,0,0,0,0,0,0,0,0,67,110,282,49,32,39,37,29,17,19,688,0,0,0,0,0,0,0,0,0,0,0,299,206,374,63,44,47,39,43,24,40,1191,494,41,54,3,7,4,3,4,3,25,637,90,69,74,5,7,7,6,8,5,7,284,15,8,45,0,5,12,9,9,5,7,107,3,0,4,0,0,0,0,0,0,0,10,110,76,120,10,21,23,14,14,10,9,400,0,0,0,0,0,0,0,0,0,0,3,598,123,172,16,26,29,16,18,15,35,1039,624,24,19,0,3,5,9,3,6,23,711,114,25,14,3
2005,34,18,11,11,7,7,0,5,110,0,0,0,0,0,0,0,0,0,0,0,18,29,44,20,12,14,12,8,0,5,152,17,7,5,4,0,3,3,0,0,3,47,6,24,27,5,3,9,3,5,0,5,85,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,25,35,6,3,6,3,5,0,5,96,0,0,0,0,0,0,0,0,0,0,0,31,31,37,12,3,8,5,5,0,8,146,43,4,3,0,0,0,3,0,0,3,54,7,13,7,3,0,3,0,0,0,3,37,0,3,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,14,11,3,0,7,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,49,16,8,4,3,7,3,0,3,3,103,77,3,3,0,0,0,0,0,0,6,96,10,0,0,0
2006,50,12,9,15,14,11,9,0,129,0,0,0,0,0,0,0,0,0,0,0,21,25,58,13,23,22,22,11,8,4,210,40,14,15,3,0,0,0,0,3,3,85,11,8,30,7,5,7,4,0,3,3,78,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,8,30,7,5,7,4,8,0,3,80,0,0,0,0,0,0,0,0,0,0,0,43,23,45,10,8,13,3,6,6,7,166,86,11,10,3,3,0,0,4,0,5,121,21,0,6,3,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,0,8,3,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,107,13,21,3,3,0,0,3,0,7,166,148,3,6,3,0,0,0,0,0,9,172,15,0,5,0
2007,1244,222,259,322,271,333,196,88,3471,0,0,3,0,0,0,0,0,0,78,88,824,453,1606,306,357,411,356,404,236,248,5201,1143,440,432,107,65,66,39,44,20,73,2425,462,370,767,103,124,101,65,75,33,37,2140,23,33,78,18,26,38,23,25,19,12,305,7,4,12,0,0,0,0,0,0,0,16,490,405,857,121,154,146,90,105,53,53,2464,3,0,0,0,0,0,0,0,0,71,77,1638,851,1289,227,215,208,129,145,75,195,4963,2454,305,327,49,25,26,26,11,8,73,3311,888,256,289,33,29,27,26,22,16,34,1629,95,28,69,10,25,31,15,25,14,13,326,13,0,3,0,0,0,0,0,0,6,19,1001,285,360,48,57,62,47,39,30,59,1976,3,0,0,0,0,0,0,0,0,43,49,3462,589,684,95,77,87,73,52,34,176,5331,3606,114,84,13,11,18,10,4,0,97,3951,1308,78,47,3
2008,13,4,0,4,0,7,0,3,43,0,0,0,0,0,0,0,0,0,0,0,45,16,39,4,7,0,5,3,3,6,127,132,64,51,19,4,0,0,6,0,6,275,27,13,15,3,3,7,3,3,0,0,77,3,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,29,18,20,3,7,7,9,3,0,0,84,0,0,0,0,0,0,0,0,0,0,0,159,80,65,17,5,11,10,6,0,6,361,338,62,37,4,0,3,5,0,0,14,457,56,3,18,0,0,0,0,0,0,3,81,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,52,4,18,3,0,0,0,0,0,3,87,0,0,0,0,0,0,0,0,0,0,0,393,66,55,6,3,3,4,0,0,18,544,380,21,12,0,0,0,0,0,0,12,420,71,0,0,0
2009,59,14,11,4,6,9,4,3,116,0,0,0,0,0,0,0,0,0,0,0,20,15,66,17,11,14,9,8,8,6,167,22,12,6,0,0,3,5,0,0,0,52,4,14,55,3,3,4,3,3,3,4,111,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,17,65,3,3,4,3,3,8,4,113,0,0,0,0,0,0,0,0,0,0,0,29,32,71,5,3,4,8,4,8,5,164,42,3,6,0,6,3,0,0,0,4,59,9,5,18,3,3,0,0,0,0,0,44,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,5,20,3,3,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,52,13,29,3,4,3,0,0,0,4,114,86,4,3,0,0,0,0,0,0,0,97,18,3,0,0
2010,78678,12840,16684,19322,19699,19396,11097,5880,239417,24,26,50,7,8,14,12,10,12,556,723,45446,37055,92456,17153,21417,23742,23847,23445,13453,8337,306356,32346,12311,11994,2458,2235,1739,1448,1368,648,1631,68183,46046,34747,43556,5763,6381,5755,5008,4735,2418,2334,156752,3717,3584,5970,1250,1656,2080,1594,1580,997,872,23301,330,249,304,23,40,53,33,25,17,75,1156,50099,38585,49825,7036,8083,7891,6629,6345,3433,3281,181201,48,38,27,4,10,9,5,3,3,300,447,82488,50929,61848,9506,10320,9641,8089,7713,4086,5214,249835,54730,8481,6444,1076,977,679,605,490,293,1715,75484,67960,14792,13370,1832,1808,1563,1247,1098,571,2001,106248,12538,3728,4991,1065,1298,1491,1227,1242,874,1496,29935,549,128,96,12,20,14,17,9,5,84,931,81043,18636,18458,2915,3120,3070,2492,2347,1444,3576,137113,75,16,21,0,0,7,0,4,3,216,344,135847,27138,24918,3991,4105,3756,3094,2843,1737,5516,212940,61274,2983,1740,325,284,265,225,192,108,1583,68978,71272,4524,2643,463
2011,729,110,90,108,104,76,43,38,1795,0,0,0,0,0,0,0,0,0,3,3,415,350,847,129,118,125,128,98,50,55,2325,333,108,135,20,26,20,9,4,4,26,681,384,369,526,51,51,44,38,38,13,29,1548,22,35,46,11,10,7,12,9,4,3,161,6,6,6,0,3,0,0,0,0,0,24,412,403,586,61,61,51,53,49,15,37,1729,0,0,0,0,0,0,0,0,0,0,5,742,515,719,83,83,71,64,50,21,65,2411,689,70,93,11,10,9,3,3,0,37,943,482,177,193,17,20,11,12,21,5,17,957,49,31,34,6,8,11,6,11,8,5,182,4,0,3,0,3,0,0,0,0,0,9,534,206,230,28,26,25,24,34,15,29,1144,0,0,0,0,0,0,0,0,0,3,4,1231,284,325,37,40,33,22,34,12,65,2096,971,32,23,3,8,0,3,7,0,29,1072,625,53,42,3
2012,185,36,75,53,67,80,61,63,737,0,0,0,0,0,0,0,0,3,4,8,108,78,245,53,90,71,75,94,71,77,977,100,40,27,10,5,8,4,4,0,11,208,94,68,114,20,15,21,16,13,7,4,372,24,13,28,14,7,9,5,14,3,12,119,0,0,0,0,0,0,0,0,0,0,3,118,76,139,31,17,34,17,23,13,16,492,0,0,0,0,0,0,0,0,0,0,0,210,116,164,41,22,37,21,29,17,30,699,265,18,19,3,8,5,6,7,0,14,341,147,38,36,3,0,3,6,3,4,14,261,42,13,29,16,14,15,0,8,3,3,137,0,0,0,0,0,0,0,0,0,0,0,191,52,63,16,16,17,7,4,9,20,398,3,0,0,0,0,0,0,0,0,0,3,462,75,81,17,25,25,10,17,9,32,744,333,4,12,0,0,0,0,0,0,22,376,165,12,10,0
2013,32,9,7,6,8,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,25,7,42,10,6,11,11,4,0,4,120,59,11,9,3,0,3,0,0,0,3,83,27,7,20,0,0,0,3,0,0,3,62,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,26,8,24,0,0,3,3,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,83,22,32,3,0,3,7,3,0,3,161,129,5,5,0,0,0,0,0,0,4,146,38,9,7,0,0,0,0,3,0,3,58,4,0,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,38,9,12,0,0,0,3,3,0,5,71,0,0,0,0,0,0,0,0,0,0,0,170,12,17,0,0,0,0,3,0,11,223,276,6,3,0,0,0,0,0,0,9,293,62,0,0,0
2014,15,3,3,6,3,7,5,0,36,0,0,0,0,0,0,0,0,0,0,0,14,5,24,3,4,9,5,7,3,3,69,31,3,16,0,0,3,0,0,0,0,55,6,7,15,0,3,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,3,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,40,13,31,3,4,3,0,0,0,3,92,75,3,10,0,0,0,0,0,0,0,92,16,3,0,3,9,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,4,0,3,4,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,86,8,11,3,8,0,0,0,0,3,129,138,7,5,0,0,0,0,0,0,6,164,21,3,7,0
2015,66,9,15,17,22,15,7,8,174,0,0,0,0,0,0,0,0,0,0,0,32,12,89,13,22,14,25,18,8,8,254,45,22,20,3,3,9,4,3,0,9,115,15,14,59,5,5,12,7,9,0,0,130,0,0,3,0,5,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,15,63,5,11,12,9,9,4,0,146,0,0,0,0,0,0,0,0,0,0,0,62,39,85,11,12,19,12,11,4,8,259,122,8,19,7,0,3,3,3,0,12,173,26,10,15,0,0,0,0,0,0,3,50,6,3,0,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,32,12,17,0,4,3,0,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,150,22,32,5,4,9,3,5,0,12,242,158,0,11,3,0,3,0,4,0,8,187,43,3,5,0
2016,536,70,120,124,129,146,56,56,1479,0,0,0,0,0,0,0,0,0,0,0,156,176,590,82,129,134,146,154,59,59,1689,88,35,38,4,8,7,19,6,0,11,212,105,159,303,43,33,56,39,29,19,16,799,30,45,73,14,23,53,24,10,15,6,289,0,3,8,0,0,0,0,0,0,0,16,143,206,383,55,51,106,64,37,29,16,1095,0,0,0,0,0,0,0,0,0,0,4,226,242,419,66,64,110,79,49,30,30,1312,215,37,29,4,3,5,4,7,0,12,318,214,89,114,19,20,13,18,10,3,12,502,46,43,50,6,19,15,11,8,5,3,212,4,3,0,0,0,0,0,0,0,0,10,266,137,167,30,33,33,24,15,9,16,723,0,0,0,0,0,0,0,0,0,0,7,477,170,200,28,37,41,31,24,14,28,1047,342,11,10,0,0,0,0,3,0,7,384,211,30,25,0
2017,75,14,23,22,26,21,8,7,216,0,0,0,0,0,0,0,0,0,0,0,12,19,91,17,27,28,26,22,11,7,246,14,6,6,0,0,4,3,0,0,0,35,4,21,59,6,11,10,11,0,3,8,124,0,9,16,3,14,5,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5,25,76,11,19,12,10,5,3,4,172,0,0,0,0,0,0,0,0,0,0,0,21,27,78,13,19,19,15,3,3,4,206,34,5,0,0,0,4,0,0,0,0,48,13,14,10,6,0,3,0,0,0,0,51,3,3,11,12,9,3,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,10,22,18,18,9,8,3,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,50,31,21,18,9,9,3,0,0,3,147,41,3,0,0,0,0,0,0,0,0,48,20,4,3,0
2018,149,10,19,32,25,29,10,11,349,0,0,0,0,0,0,0,0,0,0,0,87,64,176,15,31,43,30,33,15,15,518,132,20,34,13,4,3,8,7,3,3,233,40,60,125,8,25,11,15,3,10,8,311,3,4,8,4,0,0,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,42,66,136,14,26,11,21,9,11,13,340,0,0,0,0,0,0,0,0,0,0,0,176,92,173,26,35,15,26,10,11,14,571,278,26,22,12,3,3,3,0,3,17,360,93,40,54,3,7,8,5,3,0,6,224,4,9,12,3,0,0,3,5,0,3,37,0,0,0,0,0,0,0,0,0,0,4,97,49,64,9,3,6,4,9,3,14,264,0,0,0,0,0,0,0,0,0,0,0,378,70,90,14,9,10,14,9,5,31,628,488,16,16,7,0,5,0,3,0,22,565,192,14,11,3
2019,61,3,4,11,8,6,5,7,128,0,0,0,0,0,0,0,0,0,0,0,21,18,77,6,7,14,11,13,7,10,175,40,12,15,3,0,3,3,4,0,6,92,7,20,34,3,4,0,3,0,0,6,86,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,20,34,3,4,3,3,0,0,4,88,0,0,0,0,0,0,0,0,0,0,0,53,40,52,4,4,6,9,3,4,9,183,94,10,12,0,0,0,0,0,0,3,124,22,9,10,3,0,0,0,0,0,0,44,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,9,10,3,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,123,18,17,3,0,0,0,0,0,3,176,145,8,3,0,0,0,0,0,0,3,158,43,7,7,0
2020,88,14,8,9,21,22,9,14,229,0,0,0,0,0,0,0,0,0,0,0,79,50,132,18,23,14,27,27,7,23,400,147,41,35,8,8,6,4,3,0,10,259,42,32,44,6,3,0,7,3,0,4,148,3,0,5,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,47,33,50,6,6,0,7,3,0,10,160,0,0,0,0,0,0,0,0,0,0,4,191,77,86,10,16,6,9,10,3,20,430,331,43,41,3,10,0,3,0,0,18,446,73,14,20,4,3,4,0,0,0,5,124,3,0,3,5,0,0,3,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,77,11,21,4,3,4,4,4,0,8,141,0,0,0,0,0,0,0,0,0,0,0,409,49,63,6,14,3,9,4,0,19,579,498,18,12,3,3,0,0,0,0,10,538,100,4,3,3
2021,69,16,19,13,54,72,68,46,404,0,0,0,0,0,0,0,0,0,0,0,80,50,97,23,28,21,67,86,69,48,578,87,36,24,16,5,5,0,3,0,7,182,15,46,72,6,7,4,3,7,7,0,174,0,3,5,0,0,0,3,0,0,3,21,0,0,0,0,0,0,0,0,0,0,3,19,49,82,6,11,4,9,11,8,3,201,0,0,0,0,0,0,0,0,0,0,0,104,89,104,22,14,16,9,11,10,11,389,182,27,24,11,6,5,0,0,0,8,267,41,22,29,4,3,0,0,4,3,0,109,4,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,43,22,40,4,3,0,0,4,3,0,125,0,0,0,0,0,0,0,0,0,0,0,227,51,64,12,11,3,0,3,3,6,389,228,10,5,0,0,0,0,3,0,12,261,35,6,4,0
3000,1401,312,454,533,698,1022,546,571,6031,0,0,4,0,0,0,3,3,4,116,137,1434,790,2477,638,731,797,933,1355,758,913,10828,3427,1105,1117,194,169,128,100,51,49,282,6616,572,536,1247,175,253,175,159,121,68,130,3430,31,43,136,22,24,23,31,23,18,35,385,5,4,8,0,0,4,0,0,0,7,28,606,584,1386,200,277,204,194,138,90,170,3850,4,5,3,0,0,0,0,0,0,104,120,4043,1687,2505,390,448,331,292,195,132,554,10585,8169,1158,958,132,120,94,67,75,27,468,11270,1115,390,616,94,78,64,57,40,19,100,2570,94,35,66,15,9,12,11,12,12,40,311,13,3,9,0,0,0,0,0,0,4,35,1227,430,693,109,89,74,70,56,32,144,2911,20,3,0,0,0,0,0,0,0,59,84,9417,1586,1649,238,209,167,139,130,55,676,14268,11059,679,437,76,60,49,42,54,13,463,12932,1559,189,163,24
3001,21998,4073,5014,6153,6366,6357,3903,2312,71691,12,7,25,3,0,15,8,12,4,316,402,20205,13528,30987,6532,7468,8202,8185,8040,4941,3818,111902,22180,8270,9484,1727,1551,1097,802,714,361,1059,47248,12309,10058,15323,2332,2333,1967,1616,1534,848,762,49089,734,846,2040,342,428,566,384,378,342,205,6259,101,60,115,13,26,9,9,14,6,15,371,13137,10964,17483,2689,2787,2547,2001,1931,1196,986,55716,25,15,14,0,4,3,5,0,0,200,267,35348,19247,26976,4418,4340,3648,2809,2648,1554,2244,103229,36151,7859,7253,1025,891,586,483,374,182,1097,55899,15823,5479,6048,836,774,597,450,387,231,477,31094,2244,1004,1442,240,291,335,262,253,236,302,6612,132,48,44,8,3,14,6,3,4,15,278,18197,6531,7529,1084,1069,943,717,643,471,802,37987,44,5,15,5,0,0,0,0,0,134,211,54400,14397,14798,2114,1961,1526,1196,1016,656,2034,94096,36188,3212,2385,372,329,260,195,177,103,939,44153,15569,1944,1409,203
3002,169,26,47,53,76,119,91,103,744,0,0,0,0,0,0,0,0,0,3,5,139,87,244,45,68,67,96,143,108,131,1126,298,71,81,17,20,13,10,9,0,16,536,63,47,146,26,20,23,18,31,9,0,389,6,3,13,0,3,10,0,4,3,0,40,0,0,0,0,0,0,0,0,0,0,0,76,48,157,26,23,28,18,33,6,4,426,0,0,0,0,0,0,0,0,0,0,4,374,121,240,43,45,48,31,43,6,24,961,598,89,83,10,15,10,7,10,0,26,844,110,44,73,4,9,5,12,3,0,11,273,17,8,5,3,3,3,0,0,3,3,41,0,0,0,0,0,0,0,0,0,0,0,126,50,78,5,12,10,12,3,8,12,316,0,0,0,0,0,0,0,0,0,0,0,725,142,162,22,28,21,21,13,8,38,1167,807,52,26,3,9,6,0,3,0,26,946,141,21,18,0
3003,1037,209,265,302,271,262,186,172,3220,0,0,0,0,0,0,0,0,0,3,7,818,522,1511,349,395,421,375,363,254,244,5260,1329,583,530,88,69,69,38,42,20,86,2852,545,588,873,125,152,93,91,81,32,59,2638,41,59,134,39,26,38,34,27,25,27,441,6,5,10,0,0,0,0,0,0,0,23,586,647,1017,169,181,134,122,108,57,84,3111,0,0,0,0,0,0,0,0,0,8,13,1916,1229,1550,264,255,203,159,147,75,185,5977,2620,484,375,66,55,28,29,26,21,110,3823,983,304,353,45,49,25,34,28,9,49,1881,82,45,74,13,13,29,15,11,23,19,324,6,0,0,0,0,0,0,0,0,0,12,1078,343,432,59,69,55,49,39,27,66,2215,4,0,0,0,0,0,0,0,0,3,8,3702,833,806,117,116,87,75,64,56,184,6041,2780,197,171,22,20,12,6,12,6,88,3325,837,96,84,8
3004,56,9,24,23,17,13,10,10,186,0,0,0,0,0,0,0,0,0,0,0,43,36,108,37,42,34,26,17,8,28,378,79,28,39,14,13,3,3,4,0,0,175,10,42,83,13,14,7,0,4,3,3,187,3,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,14,48,84,13,14,7,0,3,3,3,191,0,0,0,0,0,0,0,0,0,0,0,88,73,126,22,24,8,5,6,3,6,368,139,18,50,11,9,3,0,0,0,3,240,20,11,53,3,9,4,3,0,0,3,110,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,11,53,3,9,4,0,0,0,3,109,0,0,0,0,0,0,0,0,0,0,0,160,38,105,17,16,11,5,0,3,6,351,94,19,14,3,3,0,0,3,3,8,153,16,7,3,0
3005,202,50,74,53,63,50,29,12,575,0,0,0,0,0,0,0,0,0,0,0,170,93,346,84,119,93,85,68,37,25,1115,316,93,133,54,26,40,27,17,3,12,722,67,75,283,58,81,50,31,35,7,11,698,3,3,4,4,0,4,3,6,3,3,31,0,0,0,0,0,0,0,0,0,0,6,70,84,290,67,80,51,39,39,14,10,745,0,0,0,0,0,0,0,0,0,0,0,386,172,418,118,114,92,66,52,17,19,1465,556,108,140,18,39,25,10,9,3,19,919,89,53,148,38,24,21,11,13,9,5,412,8,6,3,3,3,0,0,0,3,0,25,0,0,0,0,3,0,0,0,0,0,9,98,57,149,42,27,26,15,13,8,4,437,3,0,0,0,0,0,0,0,0,0,3,655,165,287,59,69,51,29,15,15,26,1358,538,36,57,22,22,13,3,0,0,17,701,85,20,31,8
3006,3770,695,846,1063,1296,1237,729,486,12480,8,7,3,0,0,4,3,3,0,20,45,4546,3258,7174,1538,1659,1745,1942,1838,1082,899,25680,6889,3110,3382,598,562,420,355,285,134,410,16146,2300,2241,2808,332,402,352,344,298,148,178,9407,97,164,283,51,76,76,81,73,57,60,1025,18,15,12,8,0,3,4,6,0,6,65,2418,2422,3105,385,480,432,429,377,200,247,10504,12,0,3,3,0,0,3,0,0,28,50,9320,5530,6489,984,1042,856,785,666,335,689,26703,11903,2777,2885,406,354,276,209,156,80,462,19507,3784,1189,1134,188,178,109,130,88,61,137,7008,364,191,257,42,39,65,59,55,38,64,1167,15,9,4,3,5,4,0,0,0,4,45,4164,1395,1391,233,224,172,184,145,100,203,8224,18,0,3,0,0,0,0,0,0,18,39,16081,4177,4284,641,574,447,393,304,181,683,27768,12925,1602,1232,208,159,137,118,91,47,404,16934,3717,469,317,52
3007,31,3,4,0,5,11,3,7,71,0,0,0,0,0,0,0,0,0,0,0,27,19,46,10,7,11,8,7,3,5,149,98,18,27,0,3,3,0,0,0,0,166,23,17,21,3,7,6,3,3,3,0,75,0,0,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,19,21,4,8,11,3,3,3,0,90,0,0,0,0,0,0,0,0,0,0,0,122,38,48,4,14,12,4,6,3,3,258,187,38,21,0,0,3,3,0,0,0,256,38,16,6,3,0,0,0,3,0,4,68,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,43,16,6,3,0,0,0,3,0,3,83,0,0,0,0,0,0,0,0,0,0,0,231,47,31,7,3,6,3,7,0,7,336,232,19,11,0,0,0,0,0,0,5,275,43,7,8,0
