SUA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
3000,3836,9396,24084,27358,31212,24042,6062,1154,130,127282,4589,2600,3678,3755,4912,6101,3327,762,104,29833,298,337,928,1110,1330,1536,513,86,28,6163,359,428,768,836,902,679,341,159,35,4503,9087,12755,29458,33057,38357,32358,10239,2161,301,167783,1179,1596,2163,1908,2197,2099,147,19,8,11321,795,374,415,335,350,566,161,25,3,3038,1979,1970,2581,2243,2552,2671,313,48,14,14367,11069,14723,32038,35309,40909,35031,10553,2211,312,182147,10000,3038,4879,5378,8008,15825,30861,15454,4012,97460,1783,2075,4915,4826,5515,5409,4511,2225,719,31977,22854,19831,41831,45516,54435,56262,45926,19887,5042,311589,1820,6034,12386,13994,18329,12159,2476,388,43,67622,6452,4252,10375,14199,15200,12214,3412,442,48,66603,358,435,1708,1085,1225,1247,342,54,11,6461,349,271,468,607,656,504,270,112,21,3257,8974,10988,24942,29890,35406,26125,6502,1003,120,143953,746,894,1235,1194,1398,923,38,5,3,6432,904,492,920,918,840,713,72,3,3,4860,1653,1390,2151,2110,2233,1638,107,10,6,11293
3001,7018,31781,103408,105406,94507,56366,9490,605,73,408651,18433,20969,21371,14214,13320,13384,7419,1155,109,110371,815,1195,2760,2420,2514,2554,713,61,14,13043,700,1417,2580,2054,1620,976,301,108,31,9790,26968,55362,130117,124097,111961,73278,17921,1928,227,541859,3059,5343,6913,5100,4809,3625,295,23,7,29169,5936,3245,2083,1005,814,1165,442,38,3,14727,8998,8588,8994,6103,5623,4786,735,62,10,43894,35963,63954,139109,130195,117585,78068,18652,1997,240,585752,32868,14466,15317,12355,14751,28691,57650,32612,11025,219749,3150,4985,10502,8639,8224,6485,5108,3145,1873,52115,71987,83409,164931,151198,140559,113244,81414,37752,13131,857618,3757,24208,68422,58824,61471,33762,3965,161,27,254596,25823,26802,40219,47694,41719,28325,7675,621,48,218920,947,1654,7305,4467,2830,2723,620,49,9,20616,724,988,1740,1442,1340,786,261,85,45,7407,31254,53647,117694,112419,107362,65599,12523,914,127,501544,1935,3323,4727,3408,3145,1701,70,23,6,18335,6021,3495,3872,3323,2414,1559,217,14,3,20910,7953,6821,8598,6736,5553,3257,288,36,12,39247
3002,242,817,2006,2148,2267,1695,230,29,0,9424,569,334,461,375,453,485,255,27,7,2961,22,32,73,64,79,96,22,8,0,391,24,29,72,45,45,36,10,11,0,269,847,1214,2613,2628,2839,2311,519,70,10,13045,170,249,263,215,196,200,11,0,0,1313,157,49,64,40,47,60,10,3,0,420,325,296,326,258,241,263,19,3,0,1733,1173,1505,2940,2885,3082,2578,535,71,10,14777,900,261,396,470,744,1460,3358,2137,666,10382,107,134,255,213,286,299,297,229,96,1913,2183,1904,3586,3566,4113,4338,4192,2431,771,27073,139,541,1159,1232,1521,1038,101,10,0,5752,809,498,1051,1255,1289,1031,237,31,0,6208,25,38,152,64,85,88,25,0,0,486,25,19,48,38,33,29,13,6,3,211,1001,1095,2409,2588,2935,2188,376,53,7,12658,107,91,145,118,160,68,3,0,0,699,152,90,107,102,73,71,4,0,0,588,252,178,256,219,231,141,8,0,0,1290
3003,447,1680,5444,6141,6082,3931,744,48,8,24530,1205,878,1159,1098,1103,1111,587,72,8,7229,53,70,237,223,207,191,70,7,0,1070,43,74,164,141,143,86,33,7,0,692,1746,2714,6999,7606,7535,5320,1430,129,23,33517,203,298,476,376,465,358,44,3,0,2227,311,131,133,88,84,106,52,8,0,901,514,428,606,461,547,463,93,12,0,3123,2263,3140,7604,8073,8086,5782,1523,142,23,36644,2004,595,897,843,1137,2032,3856,1885,500,13748,373,452,1054,939,1046,818,572,302,89,5648,4643,4191,9553,9852,10267,8632,5955,2323,616,56042,347,1464,3852,4098,4488,2633,354,19,5,17260,1575,1121,2528,3402,2956,2119,606,56,4,14377,62,85,422,273,213,195,43,10,0,1294,38,59,126,117,97,54,25,6,4,523,2027,2725,6929,7899,7754,4999,1026,91,12,33459,112,166,277,261,266,154,5,0,0,1235,290,149,242,242,174,125,27,0,0,1257,403,314,515,498,439,285,32,0,0,2495
3004,58,275,811,716,645,363,73,3,0,2950,130,62,69,66,59,57,22,9,0,479,11,10,34,29,18,14,5,0,0,122,7,3,22,17,14,10,3,0,0,72,205,356,934,828,731,447,106,16,4,3626,19,28,27,21,30,20,4,0,0,149,18,7,0,3,3,3,0,0,0,39,39,32,29,24,28,27,6,0,0,188,245,385,964,850,764,472,112,16,4,3810,148,30,34,31,39,84,119,54,18,557,51,52,143,154,141,76,24,15,5,660,446,467,1144,1034,942,637,253,82,24,5027,65,186,361,307,359,176,20,0,0,1466,157,101,305,344,261,147,28,8,0,1347,5,12,58,25,11,13,3,0,0,127,0,0,13,11,8,4,3,0,0,51,232,307,735,687,636,343,45,8,0,2991,20,13,24,22,26,6,0,0,0,111,16,7,33,17,12,11,0,0,0,92,31,24,55,42,36,17,0,0,0,206
3005,219,776,2129,2256,2192,1241,146,3,0,8958,382,220,258,184,180,206,84,11,0,1524,26,14,81,70,81,100,13,0,0,386,18,20,49,45,39,20,0,3,0,195,636,1024,2516,2559,2494,1557,250,18,3,11063,114,240,261,227,227,173,7,0,0,1249,84,26,18,14,11,20,10,0,0,193,200,268,288,235,237,195,16,0,0,1441,841,1299,2803,2794,2736,1751,266,23,3,12504,582,115,173,184,270,576,891,469,133,3379,94,106,234,239,253,202,69,43,15,1252,1515,1518,3212,3220,3264,2530,1218,526,144,17142,108,503,1076,940,1013,441,51,0,0,4131,489,346,784,956,892,486,100,11,0,4062,15,26,145,65,63,46,5,0,0,377,17,13,21,20,26,6,3,0,0,112,634,887,2024,1983,1997,977,164,12,0,8674,46,95,137,140,137,49,0,0,0,613,95,52,109,118,80,27,4,0,0,484,146,146,239,258,219,85,4,0,0,1101
3006,2015,7573,24281,27205,25252,15861,3364,247,18,105823,5316,5167,5850,4588,4772,5103,3177,506,43,34528,231,286,667,691,680,689,228,37,3,3520,197,383,687,548,492,357,139,37,14,2851,7760,13412,31482,33033,31194,22010,6915,828,82,146711,770,1190,1541,1289,1349,1153,119,10,8,7432,1500,654,441,268,281,397,193,25,3,3752,2269,1843,1982,1560,1628,1549,304,37,8,11181,10029,15252,33463,34591,32823,23561,7222,865,88,157896,7879,3115,3260,3089,4219,8445,20546,13184,4521,68256,1222,1534,3317,2931,2919,2647,2377,1481,951,19386,19132,19907,40041,40615,39958,34652,30141,15528,5566,245539,1074,5975,15237,14309,16412,9984,1435,50,10,64486,7507,6927,11895,14861,13564,10156,3158,270,21,68355,251,382,1681,1045,736,773,226,23,3,5117,246,286,512,467,417,322,85,40,23,2404,9076,13577,29327,30683,31126,21240,4904,387,56,140361,489,731,933,837,950,611,24,3,4,4592,1468,771,1016,1028,803,672,114,6,0,5877,1964,1504,1946,1865,1754,1288,135,14,3,10467
3007,75,249,636,616,639,454,61,7,3,2738,155,94,127,108,145,140,72,12,5,861,6,13,25,20,26,32,16,0,0,132,10,16,14,20,10,9,3,6,0,81,245,365,800,762,822,638,147,23,4,3808,39,60,79,52,48,51,0,0,0,324,49,17,18,13,19,11,3,0,0,131,89,82,94,64,63,60,5,0,0,458,336,442,892,821,884,698,151,23,4,4262,291,83,130,185,229,452,850,519,178,2915,38,29,87,67,80,83,102,88,69,643,659,559,1110,1074,1195,1224,1112,634,254,7825,49,155,286,322,399,241,38,0,0,1483,238,150,331,397,416,327,69,3,0,1932,7,17,55,17,35,44,4,0,0,181,8,4,11,10,8,8,10,3,0,65,305,320,686,745,865,614,119,6,0,3662,29,32,54,35,28,13,0,0,0,193,55,15,39,29,29,20,0,0,0,194,84,49,89,63,63,35,0,0,0,389
3008,121,372,1084,1304,1385,1012,152,11,0,5446,379,222,325,320,358,420,189,24,3,2246,14,18,46,47,81,81,16,0,0,301,6,16,29,31,39,27,13,9,0,173,526,628,1487,1703,1862,1534,365,44,7,8166,102,144,165,153,168,146,6,4,0,890,123,36,39,26,43,45,11,0,0,327,225,177,210,178,209,191,19,3,0,1220,755,804,1695,1884,2072,1728,385,49,7,9378,619,152,245,381,601,1407,3397,2062,524,9389,91,83,165,205,221,271,297,189,87,1611,1459,1041,2114,2471,2897,3413,4078,2298,615,20379,89,300,651,865,1104,620,75,3,0,3703,513,303,666,912,1000,776,148,7,0,4331,20,24,79,66,60,77,23,3,0,345,17,16,21,30,39,25,11,8,0,156,635,650,1409,1865,2199,1499,257,22,0,8532,75,66,96,94,110,86,0,0,0,544,111,47,91,69,69,89,9,0,0,471,190,111,187,162,182,174,6,3,0,1013
3009,53,181,358,349,354,263,43,10,0,1614,86,50,92,55,49,60,37,7,0,443,10,3,15,18,18,19,3,3,0,87,4,5,14,8,9,5,3,3,0,47,156,243,473,432,436,346,87,15,0,2191,23,26,32,18,15,11,0,0,0,117,12,11,10,4,4,3,0,0,0,44,31,34,43,16,21,13,0,0,0,164,191,277,518,450,456,360,88,15,0,2347,150,39,61,76,82,170,365,232,92,1261,18,19,36,34,33,27,37,15,11,237,357,333,611,558,566,559,489,267,104,3845,36,108,204,180,234,148,14,0,0,919,117,103,180,235,180,158,37,3,0,1013,10,7,19,8,6,31,5,0,0,79,4,4,0,4,5,3,3,3,0,35,165,219,408,431,420,340,55,7,0,2042,16,12,18,12,11,3,0,0,0,75,11,3,22,16,10,6,0,0,0,79,33,20,42,27,22,14,0,0,0,147
3010,365,1292,3777,3529,3749,2391,330,24,0,15458,662,353,445,356,402,423,217,37,3,2900,28,42,118,113,135,152,31,0,0,624,23,50,103,79,89,50,9,3,0,417,1090,1737,4440,4088,4369,3017,589,58,10,19397,166,295,318,254,264,230,13,0,0,1528,155,65,40,28,28,61,22,0,0,409,320,362,357,281,284,291,36,0,0,1933,1413,2100,4788,4368,4660,3309,626,65,10,21329,977,204,304,328,474,1008,1916,1208,417,6843,121,204,582,568,621,463,239,125,45,2967,2506,2510,5676,5265,5750,4786,2779,1393,471,31139,232,944,1993,1760,2108,1187,124,3,0,8367,893,601,1478,1687,1655,1119,221,25,3,7680,35,44,263,131,107,82,24,3,0,691,26,36,57,54,52,40,14,7,8,286,1186,1618,3787,3630,3931,2428,386,41,10,17014,98,126,210,182,178,87,8,0,0,883,203,77,172,171,125,70,14,0,0,836,300,208,382,349,302,158,17,0,0,1713
3011,88,259,581,698,806,601,89,8,3,3146,177,124,134,159,174,187,71,8,3,1036,8,0,24,26,32,34,7,0,0,134,9,4,22,22,20,16,4,5,0,110,280,395,760,907,1029,839,173,27,4,4426,59,110,121,101,78,75,0,0,0,556,59,18,18,4,14,29,6,0,0,154,115,132,136,109,94,108,9,0,0,708,400,527,895,1021,1123,946,185,30,4,5130,382,209,380,408,443,805,1436,808,256,5136,45,47,77,126,110,123,145,88,25,781,827,784,1351,1554,1678,1879,1758,922,290,11046,42,150,305,412,524,358,36,0,0,1825,258,156,313,441,489,394,90,8,4,2140,7,7,39,36,37,39,12,0,0,178,10,6,10,14,20,4,4,0,0,74,322,320,669,905,1061,794,141,7,5,4220,44,50,51,43,53,34,0,0,0,275,57,29,41,40,28,30,3,0,0,221,100,76,91,75,86,64,3,0,0,495
3012,111,403,1245,926,863,494,98,5,0,4138,117,60,72,50,50,57,41,8,0,450,8,17,47,45,34,41,15,0,0,207,13,14,19,24,25,12,4,0,0,116,252,488,1375,1048,970,605,149,14,0,4904,24,52,55,47,40,27,3,0,0,253,26,3,10,7,3,11,4,0,0,54,50,55,66,51,47,38,9,0,0,313,299,544,1442,1102,1013,643,155,14,0,5218,209,60,79,81,87,161,278,136,24,1105,61,93,242,131,167,128,59,20,0,902,572,691,1764,1309,1274,929,495,166,27,7232,68,320,738,496,591,256,44,0,0,2517,160,107,292,303,225,136,38,4,0,1267,6,13,81,42,21,17,5,0,0,187,4,3,13,15,13,10,0,0,0,68,243,442,1121,859,848,431,91,10,0,4036,15,23,40,29,35,18,0,0,0,156,24,15,22,29,10,11,0,0,0,113,44,38,64,57,46,23,0,0,0,267
3013,315,1275,3383,2967,3026,2062,294,21,5,13338,756,435,511,388,376,398,200,33,0,3104,40,41,128,86,96,124,28,0,0,548,19,37,88,64,65,26,4,3,4,312,1126,1795,4106,3506,3560,2608,531,61,6,17297,203,267,338,253,228,186,4,0,0,1482,148,81,72,45,25,39,9,3,0,429,350,349,408,299,254,228,14,5,0,1912,1479,2146,4509,3801,3820,2839,541,66,6,19207,1087,379,617,543,639,1121,2063,1318,433,8187,129,201,463,390,478,387,232,178,99,2571,2692,2720,5592,4732,4935,4348,2840,1563,541,29970,206,933,1914,1712,1985,1197,123,3,0,8065,1041,697,1381,1436,1423,966,239,28,0,7222,48,79,268,113,121,122,16,4,0,763,34,32,35,38,34,18,8,4,0,209,1323,1731,3602,3297,3570,2301,387,45,5,16254,105,111,158,128,141,57,3,0,0,709,154,78,150,111,80,66,3,0,0,646,261,187,309,238,229,121,6,0,0,1353
3014,1048,3341,9530,12179,12506,8002,1379,84,11,48069,2821,1811,2137,2204,2716,3132,1676,219,15,16735,127,118,344,376,481,459,138,17,3,2072,106,126,234,286,242,158,54,22,8,1225,4105,5387,12244,15046,15940,11755,3246,338,35,68108,395,534,592,608,672,659,64,8,0,3528,767,265,176,124,140,267,108,9,3,1849,1160,794,766,731,808,929,169,19,3,5377,5263,6182,13005,15777,16750,12681,3415,359,41,73485,3555,978,1220,1495,2081,5501,12853,8180,2766,38618,409,520,1034,1223,1271,1153,1143,708,404,7851,9223,7679,15260,18491,20100,19337,17411,9249,3206,119956,530,2258,5317,6089,8248,4691,574,24,3,27723,3956,2866,5199,7815,8141,5989,1518,118,13,35611,147,166,707,446,462,492,106,16,3,2543,111,111,161,167,194,163,49,22,12,988,4738,5395,11383,14518,17044,11335,2241,175,33,66864,235,297,345,354,495,330,11,3,0,2074,737,292,409,491,458,383,64,3,0,2834,975,592,749,839,952,709,84,12,0,4911
3015,627,2115,5438,5171,5232,3649,655,53,9,22942,1210,792,915,654,654,845,544,76,9,5682,58,63,153,138,160,181,69,6,0,817,48,64,117,87,77,55,24,11,0,486,1936,3035,6617,6047,6124,4729,1289,137,19,29928,221,342,366,258,235,180,18,4,0,1617,319,140,110,59,47,69,21,3,0,777,540,478,476,321,286,247,37,10,0,2389,2472,3512,7094,6367,6411,4973,1326,145,19,32322,1740,606,698,726,851,1712,3847,2612,877,13664,272,334,553,495,486,486,417,310,193,3553,4493,4450,8342,7595,7750,7172,5589,3066,1084,49538,347,1503,2928,2734,3452,2181,259,14,0,13431,1641,1223,2294,2780,2644,2042,555,49,5,13237,71,102,441,162,187,214,56,6,0,1243,34,17,65,62,66,56,25,14,3,359,2096,2850,5728,5741,6353,4499,902,87,10,28265,137,207,219,149,175,78,3,0,0,974,285,149,188,183,134,81,13,0,0,1032,427,356,407,330,306,156,16,0,0,2010
3016,770,3634,8238,7304,6921,4196,635,40,6,31740,1666,1388,1256,863,980,915,459,70,3,7604,109,131,271,254,230,242,62,0,4,1306,65,118,176,154,106,89,32,5,0,751,2609,5279,9938,8574,8235,5442,1189,124,11,41399,321,542,699,542,568,474,22,5,0,3167,512,234,137,80,54,112,44,3,0,1178,832,774,838,629,622,588,67,10,0,4352,3444,6054,10771,9203,8858,6030,1256,127,11,45749,2616,1073,1248,1174,1315,2265,4245,2260,734,16919,431,848,1191,852,878,689,485,241,92,5703,6485,7967,13209,11229,11047,8984,5978,2631,835,68377,392,2237,5191,4597,4953,2792,308,15,3,20482,2250,2119,3000,3460,2991,2135,533,52,7,16544,109,186,680,292,266,222,59,3,0,1816,65,78,110,107,73,71,22,5,6,539,2824,4623,8978,8459,8279,5220,917,77,12,39389,217,312,425,366,291,174,7,3,0,1795,570,288,298,254,190,136,18,0,0,1759,790,601,724,618,478,312,27,3,0,3548
3017,65,266,461,461,546,402,82,3,0,2294,153,80,92,78,97,98,63,7,0,677,9,9,14,15,14,25,9,0,0,97,9,7,12,12,13,15,3,3,3,68,240,360,574,562,669,541,158,18,6,3129,27,29,27,28,29,31,0,0,0,173,16,7,11,0,5,6,4,0,0,52,48,35,38,28,34,32,3,0,0,222,286,398,617,587,703,579,162,22,6,3355,226,57,69,83,137,289,627,399,101,1983,24,27,44,44,50,37,59,30,13,322,535,482,722,715,886,897,846,452,127,5660,56,110,231,251,365,232,22,0,0,1267,186,120,217,283,312,260,57,11,0,1441,3,17,36,17,16,24,13,0,0,128,4,3,4,8,11,12,3,6,0,59,255,250,485,559,705,531,94,23,0,2896,16,31,23,21,19,13,0,0,0,123,20,15,16,22,13,11,4,0,0,95,39,41,46,46,26,19,4,0,0,216
3018,66,248,578,705,748,540,76,5,0,2976,144,85,94,92,109,132,48,11,0,724,14,8,33,29,36,31,7,3,0,165,3,0,11,14,19,10,8,4,0,66,226,351,709,840,915,717,138,26,0,3934,29,55,58,44,46,47,0,0,0,279,49,11,13,9,3,12,7,0,0,98,74,66,70,46,49,59,8,0,0,370,306,418,779,885,966,776,146,25,0,4304,283,46,68,56,140,343,698,387,132,2157,33,37,97,121,142,133,65,47,18,692,613,506,940,1065,1245,1260,907,460,157,7153,35,178,357,394,531,307,33,5,0,1844,247,139,266,393,412,287,67,8,0,1811,6,8,48,38,30,31,3,0,0,169,5,11,11,14,14,9,3,0,0,63,299,338,684,836,987,635,100,13,3,3892,17,25,24,27,44,22,0,0,0,159,34,6,32,24,28,36,0,0,0,159,49,29,56,44,67,54,0,0,0,313
4000,1142,3276,8214,9381,11600,9675,2296,338,73,45996,1610,1024,1387,1433,2108,2777,1740,408,51,12542,100,154,320,366,533,718,277,53,13,2539,125,133,216,206,264,197,106,74,25,1351,2971,4585,10141,11389,14499,13371,4420,876,157,62427,248,435,570,450,604,587,23,3,0,2922,228,108,103,96,143,248,55,11,0,987,480,538,676,542,746,835,82,13,3,3912,3458,5126,10814,11933,15243,14204,4508,887,161,66332,3818,818,1349,1709,2679,5621,11570,6158,2015,35739,462,442,962,1067,1442,1513,1345,717,342,8289,7732,6388,13130,14708,19367,21341,17418,7763,2523,110366,401,1598,3407,4064,6059,4414,838,125,27,20929,2264,1828,3978,5692,6812,5783,1640,220,34,28252,100,173,665,437,488,639,207,31,5,2749,95,76,151,148,181,167,107,40,16,988,2865,3684,8196,10341,13538,11009,2793,413,79,52915,138,233,270,275,331,218,9,0,3,1482,296,140,247,239,248,215,23,5,0,1406,435,371,517,508,582,434,32,6,3,2889
4001,2584,14206,51300,53336,52473,34779,5691,409,56,214826,9271,12085,13058,9434,9450,9866,5573,877,90,69705,446,722,1584,1486,1685,1666,523,77,14,8211,294,650,1230,964,875,564,217,62,18,4869,12590,27663,67179,65223,64481,46877,11998,1420,185,297610,1287,3044,4581,3557,3284,2419,129,15,9,18326,3187,2064,1254,688,661,810,206,30,4,8906,4480,5104,5833,4248,3943,3225,341,48,11,27229,17071,32768,73010,69471,68427,50104,12337,1460,196,324844,21322,10192,9910,8547,11340,20358,40664,26551,10930,159814,1384,2027,4425,3961,4068,3634,2960,2083,1159,25700,39773,44992,87345,81979,83838,74098,55961,30090,12284,510352,1171,9906,31729,25767,31833,20362,2428,123,21,123350,13342,15809,24060,29777,28934,21786,5697,458,55,139917,521,977,4430,2584,1783,1927,517,48,6,12796,319,509,899,669,685,469,184,80,33,3857,15356,27200,61124,58796,63237,44544,8822,712,116,279914,756,1595,2496,1891,1726,876,33,7,3,9380,3329,2019,2076,1925,1535,1005,108,21,7,12016,4083,3614,4572,3815,3259,1879,139,25,10,21393
4002,131,436,1065,1128,1261,938,125,23,3,5108,250,140,181,159,196,204,129,25,3,1275,16,11,29,22,42,54,21,0,3,193,15,13,27,20,25,18,3,0,0,119,403,589,1305,1326,1529,1205,283,49,12,6701,41,56,89,61,56,43,0,0,0,352,61,19,15,8,10,16,3,0,0,136,104,77,107,68,66,58,3,0,0,483,507,662,1411,1396,1594,1265,287,47,7,7180,379,107,138,159,230,414,977,623,243,3267,34,25,87,81,105,98,96,57,22,606,921,801,1635,1626,1930,1774,1358,730,274,11051,73,251,501,481,740,441,49,4,0,2533,395,247,592,700,693,580,118,10,3,3345,24,34,75,41,40,62,16,5,0,292,6,9,13,15,19,11,3,3,0,81,498,539,1182,1234,1490,1095,192,22,3,6250,27,30,31,52,43,14,0,0,0,196,63,22,24,32,22,17,0,0,0,189,90,54,56,79,69,35,0,0,0,385
4003,63,280,654,528,567,424,67,7,0,2600,132,93,141,96,140,125,59,14,0,811,7,18,32,22,36,17,3,0,0,135,5,7,24,12,15,4,0,0,3,68,212,402,851,664,757,579,126,27,3,3616,22,55,81,55,56,37,4,0,0,305,26,21,14,0,13,4,0,0,0,84,53,76,94,54,67,41,3,0,0,385,261,476,939,718,822,616,132,28,3,4000,256,119,289,231,231,342,702,471,148,2793,32,31,61,47,46,56,67,51,21,407,547,628,1292,994,1096,1015,903,555,171,7204,25,185,341,269,393,211,29,0,0,1452,187,183,278,276,341,271,59,11,0,1610,4,12,40,23,33,14,11,0,0,136,6,9,10,8,13,7,5,3,0,61,219,386,675,574,773,505,103,11,0,3252,21,33,32,37,36,25,0,0,0,194,33,21,31,29,21,23,0,0,0,148,56,52,64,69,56,49,0,0,0,345
4004,35,189,453,374,460,359,60,3,0,1924,105,51,77,62,76,85,36,3,0,502,4,13,17,19,23,22,4,3,0,110,6,5,7,17,12,16,4,0,0,63,152,255,554,471,572,480,104,7,0,2602,28,37,82,56,55,51,0,0,0,301,13,11,9,12,5,14,0,0,0,62,39,49,87,60,66,63,0,0,0,362,194,306,645,533,633,545,108,7,0,2971,157,144,295,239,192,265,485,252,76,2109,29,26,88,60,83,92,73,27,11,487,375,474,1027,830,910,906,673,287,79,5558,18,128,265,227,339,201,35,0,3,1222,110,103,204,223,257,214,47,0,0,1171,9,18,46,23,28,12,3,0,0,134,8,5,6,8,16,9,3,0,0,54,144,258,524,479,639,438,86,3,3,2579,13,18,18,31,16,9,0,0,0,109,11,5,13,22,10,9,0,0,0,78,30,31,38,52,26,16,0,0,0,188
