SUA_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1031,686,860,2032,1838,1973,1479,294,29,3,9191,502,298,587,441,497,877,1589,1200,591,6582,70,111,180,166,157,203,168,164,100,1319,1261,1266,2801,2440,2627,2558,2049,1390,697,17093,299,1124,2826,2314,2551,1842,288,30,3,11276,762,468,970,985,968,883,349,58,3,5452,47,50,166,91,102,113,29,3,3,605,38,42,80,66,65,54,14,7,3,365,1139,1681,4045,3462,3686,2891,684,97,11,17701,101,136,197,125,117,91,5,0,0,770,119,52,78,76,49,59,7,0,0,439,215,186,277,199,166,142,12,0,0,1210,1355,1867,4328,3659,3856,3037,699,100,11,18907,1130,466,817,707,812,1472,2812,2053,891,11155,155,201,396,361,303,386,319,268,145,2530,2637,2535,5538,4719,4976,4889,3832,2413,1043,32592
1032,346,451,793,860,1124,890,157,17,3,4647,385,204,423,390,471,916,1444,1037,504,5776,35,47,67,65,102,106,132,131,138,824,768,692,1280,1318,1700,1913,1733,1187,651,11245,104,392,872,889,1218,921,126,13,0,4543,404,293,516,563,665,656,204,23,3,3321,30,51,72,68,74,99,19,3,0,421,26,28,25,32,50,33,16,4,3,212,561,766,1481,1551,2006,1708,364,50,7,8499,82,116,139,103,119,96,0,0,0,658,79,51,58,52,50,47,13,0,0,350,165,164,197,159,165,143,9,0,3,1010,729,925,1681,1707,2173,1854,379,49,14,9502,783,326,610,647,841,1510,2731,1892,827,10180,71,84,134,136,198,224,254,227,213,1550,1583,1343,2425,2497,3213,3592,3361,2171,1054,21236
1033,218,146,415,548,702,625,106,13,4,2785,150,37,158,153,228,643,1125,711,235,3436,17,11,36,32,58,92,95,115,96,554,389,201,617,734,985,1364,1325,833,336,6772,62,167,475,622,689,528,76,12,0,2633,257,131,296,426,515,543,164,21,4,2356,12,15,40,31,43,75,10,0,0,227,15,22,20,11,26,21,9,4,3,124,350,331,832,1087,1272,1162,264,38,8,5336,21,24,39,33,47,39,0,0,0,207,38,15,22,24,19,37,4,0,0,155,53,35,58,55,70,75,6,0,0,364,403,366,888,1145,1346,1234,269,38,8,5697,320,69,208,224,385,1120,2129,1331,436,6228,39,27,72,85,108,162,179,181,147,1000,765,467,1166,1449,1836,2519,2579,1546,595,12925
1034,1092,1704,2904,2623,2642,1970,387,42,3,13362,655,491,788,579,552,1102,1814,1397,742,8119,83,121,177,159,149,156,144,140,102,1236,1833,2317,3872,3360,3336,3226,2349,1580,854,22726,558,1773,4002,3551,3617,2508,356,33,0,16391,1162,1056,1413,1363,1247,1200,457,69,4,7964,45,96,266,152,126,163,51,5,0,909,50,83,90,59,62,52,23,6,0,425,1821,3010,5766,5127,5045,3925,885,106,7,25687,120,192,218,151,136,88,5,0,0,910,219,131,91,86,55,71,14,4,0,671,336,323,311,234,192,165,22,5,0,1583,2154,3335,6079,5358,5238,4083,904,113,7,27271,1440,818,1088,867,894,1761,3265,2386,1151,13655,199,252,398,335,340,338,298,224,143,2525,3786,4410,7566,6558,6465,6188,4465,2719,1304,43454
1035,4766,7295,12947,13856,14154,9088,1342,113,22,63578,3909,2068,3919,3741,4138,8128,11693,8129,3783,49505,350,477,843,717,795,853,906,817,615,6375,9025,9835,17710,18312,19086,18070,13938,9061,4423,119462,1704,6520,16852,17702,18465,10992,1209,94,10,73546,5172,6034,7246,8552,8168,6447,1750,188,20,43585,279,389,1263,912,800,846,161,22,8,4669,181,327,433,347,371,242,95,38,16,2046,7336,13266,25791,27514,27804,18533,3214,344,51,123844,566,928,1028,802,821,545,31,3,0,4726,1483,956,688,541,433,353,71,12,3,4537,2045,1887,1717,1348,1253,899,102,14,3,9264,9378,15152,27506,28860,29056,19434,3322,357,50,133115,8418,4351,5970,5558,6728,13786,21980,14710,6078,87588,689,988,1787,1534,1703,1741,1720,1466,932,12569,18495,20492,35262,35947,37489,34962,27026,16532,7063,233270
2000,9086,10196,21451,28032,37238,30523,7556,1081,230,145396,8751,2953,7582,8179,9168,19773,32913,18905,9020,117240,1196,1108,2286,2788,3493,4015,3803,2616,1630,22936,19036,14256,31319,38999,49901,54307,44278,22601,10880,285568,3880,12115,27581,33829,45111,35113,8169,1351,264,167406,10887,7212,12618,18435,23062,23488,9084,1599,287,106666,627,728,2374,2106,2740,3661,1307,227,45,13820,692,661,946,1089,1343,1212,573,303,84,6901,16084,20707,43519,55459,72254,63468,19136,3472,682,294791,920,1461,1856,1663,2056,1865,90,16,9,9921,1461,665,825,865,994,1188,231,23,10,6264,2380,2127,2679,2521,3048,3057,326,37,17,16181,18465,22835,46198,57989,75303,66524,19462,3507,698,310977,18977,5327,11193,12681,15794,34128,63739,36028,14607,212483,2507,2347,4697,5663,7372,8264,7810,4964,2593,46212,39948,30512,62085,76335,98475,108918,91011,44497,17903,569670
2001,371,449,928,1062,1061,680,111,6,0,4683,247,107,304,320,285,500,812,393,198,3165,31,23,57,70,77,57,72,52,20,454,651,582,1293,1454,1423,1235,990,451,216,8307,136,517,1322,1417,1458,869,113,9,3,5846,407,290,462,595,585,453,149,14,0,2954,16,20,84,56,67,72,15,3,0,324,17,31,38,38,31,22,10,0,0,190,573,858,1899,2107,2140,1412,290,19,3,9307,37,79,87,63,58,42,3,0,0,365,79,32,18,40,20,32,4,0,0,231,113,115,108,108,78,73,8,0,0,597,689,965,2008,2214,2216,1482,299,19,3,9900,602,182,398,422,437,765,1477,700,293,5287,48,58,118,147,149,128,130,80,36,895,1342,1208,2530,2787,2802,2377,1903,795,333,16082
2002,206,287,547,546,718,565,108,21,4,3002,173,87,197,177,192,368,772,552,292,2805,35,51,77,65,76,94,92,108,90,688,409,425,821,788,987,1036,971,683,383,6498,74,317,691,619,736,580,95,6,0,3114,243,174,363,374,442,430,135,31,3,2200,20,28,62,44,60,53,21,3,0,285,9,12,20,19,17,27,15,4,0,120,342,530,1132,1053,1254,1092,271,46,7,5729,19,45,43,43,45,36,3,0,0,222,32,24,22,27,18,19,0,0,0,138,49,71,65,72,59,51,5,0,0,368,386,596,1200,1129,1311,1139,275,46,7,6092,382,129,269,261,308,598,1386,991,437,4764,66,92,160,129,145,172,189,168,116,1246,838,822,1628,1518,1767,1908,1851,1212,563,12101
2003,1707,2738,4802,4761,4995,3495,604,51,15,23161,1317,808,1446,1295,1323,2406,4115,2723,1415,16846,168,238,376,320,361,376,364,281,161,2640,3191,3783,6622,6369,6676,6281,5080,3059,1589,42647,461,2228,6108,5617,6064,3937,509,40,12,24971,2006,2258,2731,3058,2883,2493,822,102,8,16358,102,177,451,321,264,313,106,13,0,1741,84,134,150,119,130,107,31,17,3,772,2649,4796,9436,9115,9337,6847,1468,166,26,43841,189,391,469,286,320,188,15,0,0,1854,415,329,246,196,172,133,30,0,0,1516,599,722,709,487,485,321,40,0,0,3371,3245,5520,10149,9600,9830,7168,1508,170,26,47216,2929,1498,2082,1899,2107,3937,7275,4722,2096,28545,329,474,766,654,694,687,698,482,253,5037,6504,7489,12991,12161,12626,11787,9477,5375,2375,80792
2004,1678,2637,4600,4318,4533,3447,574,46,20,21850,1143,749,1435,1241,1163,2207,3779,2528,1306,15551,176,191,380,320,344,371,335,320,310,2748,3002,3572,6419,5884,6039,6022,4688,2891,1632,40147,450,2332,5969,5173,5499,3678,449,40,11,23611,1926,2077,2561,2725,2671,2595,793,89,13,15457,110,187,470,321,281,344,100,7,0,1814,70,119,123,126,112,102,33,19,4,710,2564,4711,9126,8350,8563,6723,1379,151,31,41593,168,337,366,298,236,178,9,3,0,1595,404,274,203,185,123,120,30,3,0,1354,573,611,573,479,360,303,34,5,0,2947,3135,5320,9705,8829,8919,7028,1412,155,31,44535,2544,1263,1954,1783,1919,3645,6780,4527,2032,26442,337,389,765,635,709,736,679,556,456,5269,6023,6970,12416,11241,11552,11405,8880,5240,2515,76243
2005,203,255,479,472,605,484,95,11,6,2612,124,76,170,128,140,315,559,468,269,2253,17,29,33,26,45,61,58,60,33,352,345,363,678,628,794,860,706,540,303,5219,101,331,657,598,665,543,67,7,0,2974,269,179,320,368,390,342,121,15,5,2005,7,17,43,21,36,58,18,0,0,205,9,17,35,22,22,16,4,3,5,128,378,545,1050,1000,1108,965,217,33,12,5312,16,23,33,26,42,12,0,0,0,157,29,11,13,15,6,18,3,0,0,87,39,33,48,42,44,25,4,0,0,243,426,578,1098,1043,1156,987,222,33,12,5554,257,116,241,217,263,514,989,789,400,3782,36,55,99,62,97,103,106,96,46,699,713,745,1432,1315,1515,1606,1318,914,460,10034
2006,362,345,863,927,1094,819,151,15,3,4590,200,85,211,161,182,517,1125,728,329,3531,39,37,89,68,73,94,104,111,65,672,601,474,1166,1153,1350,1428,1382,858,393,8794,146,404,1117,1108,1357,902,143,14,3,5199,456,218,426,552,591,598,206,33,3,3090,27,24,83,55,67,109,28,8,0,395,20,28,24,30,27,33,15,3,3,186,645,675,1648,1751,2047,1645,390,57,10,8863,35,32,43,44,52,42,0,0,0,246,49,17,46,29,12,27,0,0,0,184,82,45,83,75,63,69,0,0,0,430,724,719,1734,1823,2116,1713,396,61,10,9299,443,133,287,254,310,829,2114,1342,515,6214,60,78,152,140,142,180,207,201,98,1263,1223,937,2176,2219,2565,2726,2713,1601,622,16773
2007,4083,5951,11855,12289,12770,8890,1609,127,32,57610,3144,1507,3361,3237,3117,6114,10403,6787,3623,41298,324,445,815,739,852,856,853,730,548,6159,7552,7907,16036,16268,16730,15858,12862,7644,4203,105074,891,5050,15536,15153,15571,9769,1282,103,19,63374,4922,5239,6288,7947,7659,6908,2256,260,27,41503,288,346,1122,846,727,818,235,23,8,4399,198,283,411,347,342,245,82,26,18,1958,6296,10925,23362,24291,24295,17742,3854,414,63,111234,326,695,893,684,747,538,15,10,3,3913,1019,612,480,441,337,372,73,10,0,3343,1344,1306,1375,1125,1087,913,94,20,4,7256,7639,12230,24732,25413,25385,18650,3942,435,68,118495,7033,3045,5020,4777,4942,9922,18743,12031,5684,71200,683,911,1647,1531,1702,1673,1652,1252,809,11859,15347,16188,31402,31719,32028,30243,24339,13708,6564,201556
2008,314,390,743,1165,1341,810,177,5,4,4946,310,62,162,248,215,459,797,322,142,2721,17,18,49,74,71,56,59,37,44,433,642,467,953,1488,1632,1327,1034,372,193,8100,82,367,983,1474,1757,1014,183,7,0,5874,419,329,354,701,804,576,243,20,0,3458,19,17,80,93,51,97,29,0,0,384,20,11,24,38,27,21,7,0,3,155,533,727,1442,2310,2641,1711,462,33,3,9860,20,39,32,33,47,44,4,0,0,214,81,30,21,25,25,38,9,0,0,234,106,67,48,58,70,79,17,0,0,448,635,796,1494,2368,2709,1793,477,33,3,10316,648,131,200,299,283,698,1468,658,236,4624,44,36,84,156,147,128,118,71,62,843,1334,961,1783,2826,3138,2608,2060,762,305,15775
2009,272,377,759,714,818,690,132,15,11,3780,169,98,225,198,163,359,695,587,323,2811,28,28,41,50,43,75,68,44,24,401,472,510,1028,954,1025,1120,896,647,356,7000,107,444,1009,827,976,757,113,18,3,4257,346,224,409,485,493,479,178,30,7,2654,14,25,79,45,52,76,31,3,0,312,15,22,22,20,20,25,12,6,4,147,479,707,1522,1371,1544,1340,334,60,12,7364,24,55,47,40,35,24,0,0,0,227,43,18,37,24,34,21,8,0,0,182,71,70,87,62,61,48,8,0,0,411,556,781,1605,1435,1607,1383,338,60,10,7779,357,151,288,259,276,604,1204,1000,491,4629,50,49,108,97,103,121,126,82,41,781,961,980,2010,1788,1983,2110,1665,1144,543,13188
2010,56576,109733,264560,228713,215023,132345,26952,2310,439,1036652,65123,41641,74029,68188,60734,91949,135668,93469,47115,677907,5528,9006,22200,16002,14324,12472,10990,9056,6992,106564,127227,160384,360791,312904,290080,236763,173605,104837,54543,1821126,11353,86297,368256,317251,289696,168929,27056,1805,361,1271003,67643,99633,126868,128411,118420,90459,34569,4429,529,670966,2755,4923,18775,13796,9037,9016,2966,380,73,61717,2297,5184,10523,7536,6834,4168,1424,455,172,38591,84049,196031,524424,466991,423981,272576,66010,7072,1142,2042271,4225,12137,21890,15356,13791,8811,657,62,25,76949,20265,16612,12063,8860,7136,5621,1288,148,29,72009,24485,28745,33957,24219,20926,14427,1942,213,47,148960,108532,224779,558379,491210,444906,287005,67956,7282,1193,2191237,138790,80829,107549,93001,90693,144776,240458,166601,75164,1137871,11244,18417,44778,33160,29209,24664,20765,16077,10538,208848,258561,324024,710699,617372,564806,456448,329185,189963,86899,3537956
2011,870,1373,3211,2782,2369,1666,213,10,3,12499,826,496,1497,1268,989,1565,1837,703,302,9486,91,141,335,251,230,217,171,90,41,1568,1793,2007,5042,4301,3587,3453,2215,808,350,23553,323,1441,4469,4061,3298,2088,286,9,3,15971,935,871,1557,1501,1200,1107,271,16,0,7460,39,68,269,192,139,149,26,3,0,885,47,90,127,104,100,65,11,6,0,550,1339,2460,6427,5858,4738,3405,595,30,3,24867,141,290,392,296,220,145,5,0,0,1488,219,127,179,158,94,103,18,0,0,896,363,417,572,446,310,249,23,0,3,2385,1700,2882,6996,6305,5050,3655,617,31,4,27254,1794,808,1908,1734,1511,2395,3491,1347,474,15467,202,271,658,520,457,429,313,162,59,3067,3700,3965,9565,8557,7016,6479,4430,1541,541,45789
2012,822,1057,2057,2153,2462,1837,381,35,7,10802,635,325,822,645,682,1133,2024,1435,671,8362,109,133,255,195,233,274,257,213,119,1794,1563,1519,3134,2987,3377,3247,2653,1675,795,20954,282,1117,2632,2627,3101,2261,365,46,4,12434,930,639,1162,1276,1299,1188,453,49,9,7011,55,59,184,104,122,169,55,3,3,767,36,49,103,86,82,76,25,17,4,476,1305,1864,4088,4098,4604,3693,895,113,26,20681,108,194,253,181,177,108,12,0,0,1033,202,87,109,84,71,79,17,3,0,651,306,283,360,265,248,187,31,3,0,1689,1610,2142,4449,4368,4853,3887,923,119,26,22366,1431,551,1117,979,1182,2009,3797,2514,1075,14660,228,280,565,415,504,563,518,375,175,3622,3271,2975,6132,5758,6536,6454,5239,3002,1275,40649
2013,227,387,654,593,735,544,109,14,0,3256,204,129,264,247,305,566,796,563,311,3401,25,44,68,50,71,89,77,52,39,513,460,555,986,891,1106,1194,977,632,354,7166,78,392,735,666,785,582,89,8,3,3338,275,236,395,404,492,405,117,14,0,2341,9,14,59,28,46,77,8,3,0,255,18,22,19,22,24,31,8,6,0,152,389,667,1205,1122,1350,1096,225,28,5,6085,58,107,111,105,90,78,0,4,0,553,47,43,59,37,34,37,7,0,0,260,103,153,167,141,125,120,8,0,0,812,486,818,1371,1268,1473,1214,231,34,5,6901,447,205,373,378,515,967,1517,1006,471,5881,58,84,141,111,154,173,162,103,57,1039,990,1104,1882,1754,2145,2350,1906,1141,537,13818
2014,179,177,332,465,534,431,85,12,4,2218,116,71,170,143,171,370,449,315,185,1993,21,19,39,43,42,70,61,50,26,373,319,265,539,655,751,872,594,378,217,4582,52,193,397,525,688,469,72,17,0,2403,213,134,208,319,341,339,111,16,4,1683,14,13,49,33,51,67,17,0,0,240,17,13,21,20,17,16,5,3,0,120,290,347,679,899,1098,884,203,39,3,4446,26,48,38,42,34,35,3,0,0,220,34,19,18,17,21,15,0,0,0,115,60,62,54,52,51,43,6,0,0,340,355,412,732,953,1153,934,213,39,3,4788,283,107,221,211,293,612,887,576,287,3482,41,54,77,88,101,123,113,95,40,727,678,572,1034,1249,1542,1667,1209,704,333,8988
2015,251,268,666,644,713,545,91,9,3,3192,165,83,239,203,243,370,609,424,265,2595,15,32,61,59,79,83,55,58,28,461,427,385,966,903,1036,997,755,490,297,6250,72,314,872,786,843,606,96,8,0,3593,302,195,352,394,426,388,100,16,4,2183,8,13,76,53,54,45,16,3,0,263,16,15,23,21,21,19,3,0,3,115,399,537,1324,1257,1337,1052,212,31,10,6155,31,45,44,50,56,35,8,0,0,259,68,21,35,17,14,21,4,0,0,182,94,67,82,70,69,52,11,0,0,445,489,602,1414,1324,1404,1109,224,31,10,6600,371,147,309,283,351,610,1111,755,400,4330,40,61,129,129,149,149,109,109,43,915,901,808,1845,1743,1906,1860,1439,885,448,11842
2016,857,971,2148,2134,2347,1694,324,24,7,10519,675,398,888,755,677,1100,1846,1289,629,8253,103,104,266,216,240,235,247,173,140,1723,1639,1477,3296,3106,3271,3032,2423,1482,780,20494,276,1097,2900,2662,2966,2071,353,28,3,12350,978,585,1120,1284,1317,1141,421,52,10,6903,53,68,180,131,142,167,42,6,0,789,57,56,90,82,72,43,33,6,9,456,1362,1812,4282,4165,4497,3425,845,94,20,20507,104,170,228,166,154,72,3,0,0,896,236,88,92,88,72,56,7,0,0,638,343,255,322,255,225,131,4,0,3,1540,1706,2068,4608,4418,4718,3554,852,94,25,22043,1462,644,1277,1168,1176,1820,3343,2349,998,14230,207,221,542,439,508,474,480,309,195,3373,3374,2934,6431,6027,6404,5844,4677,2751,1210,39647
2017,184,243,488,451,487,398,65,11,0,2317,127,66,160,128,108,184,419,399,202,1805,41,25,61,60,66,64,65,54,39,476,354,333,704,643,667,647,550,463,243,4602,73,308,706,575,637,468,59,12,0,2837,223,139,257,264,278,265,90,9,0,1530,15,14,39,24,34,41,18,3,0,190,5,15,24,14,12,22,4,7,0,108,322,476,1019,884,970,796,165,31,4,4666,17,29,34,38,23,10,3,0,0,154,20,10,13,23,14,9,3,0,0,86,36,35,47,52,36,19,4,0,0,236,356,513,1073,935,1003,818,174,31,5,4899,274,100,218,198,180,319,742,662,314,3003,64,67,128,123,133,124,134,104,65,944,702,676,1414,1257,1320,1255,1049,792,385,8849
2018,592,946,1902,1782,1800,1323,233,31,3,8616,454,290,686,487,665,1109,1675,1160,540,7074,89,103,243,180,210,204,199,204,137,1560,1133,1344,2827,2445,2670,2639,2108,1393,679,17251,174,910,2431,2038,2251,1554,222,15,4,9608,712,613,986,1102,1084,914,295,51,0,5752,33,57,180,115,116,163,40,8,0,710,29,46,70,53,47,42,23,7,3,315,946,1622,3671,3300,3505,2673,577,80,8,16376,106,211,253,201,187,170,4,0,0,1130,146,79,102,111,57,65,9,0,0,572,257,286,357,304,248,230,18,3,0,1701,1199,1909,4027,3612,3748,2902,592,79,6,18079,976,488,917,761,1070,1813,3043,2062,860,11986,177,214,445,340,411,448,384,335,197,2945,2348,2615,5390,4712,5228,5166,4014,2473,1068,33011
2019,332,354,754,836,933,779,127,16,0,4142,176,95,225,228,224,447,931,716,388,3436,40,30,52,60,71,68,95,108,174,711,554,487,1031,1120,1237,1293,1162,843,570,8290,110,373,956,946,1138,802,88,12,0,4430,403,235,420,562,561,549,176,18,4,2927,25,24,62,51,63,79,21,4,0,335,19,20,36,20,31,23,10,3,0,166,558,655,1469,1583,1793,1449,296,39,10,7862,26,56,48,50,52,44,0,0,0,278,45,15,30,37,17,26,7,0,0,166,62,75,77,81,67,73,13,0,0,447,622,729,1545,1672,1863,1522,307,39,10,8308,394,165,325,336,370,741,1638,1222,592,5791,75,63,101,128,134,153,157,181,257,1255,1094,959,1977,2132,2366,2415,2110,1446,856,15346
2020,562,703,1476,1443,1816,1343,250,43,4,7633,476,174,498,488,471,872,1702,963,452,6103,46,59,109,130,152,144,164,126,86,1018,1080,935,2086,2062,2443,2359,2114,1130,542,14752,233,813,2029,1773,2211,1510,278,45,10,8891,649,444,798,931,1100,982,362,67,4,5335,26,35,162,84,109,144,40,12,0,613,22,24,53,39,61,55,22,4,0,292,934,1321,3036,2829,3483,2687,703,121,17,15136,54,102,89,77,88,87,3,0,0,496,147,59,55,47,41,52,8,0,0,409,198,158,138,124,127,135,8,0,0,910,1130,1483,3181,2956,3619,2828,711,122,18,16041,981,301,648,678,687,1357,3021,1846,679,10198,91,118,223,249,299,282,303,228,135,1926,2197,1898,4050,3874,4605,4471,4033,2198,835,28164
2021,703,827,1541,1586,1901,1347,223,27,4,8153,352,181,424,374,358,773,1422,985,527,5405,72,64,129,123,152,152,169,147,101,1113,1119,1072,2099,2079,2409,2278,1809,1165,633,14664,224,903,2000,1797,2174,1449,195,17,3,8747,914,617,911,1089,1166,1005,305,39,7,6057,26,51,168,114,136,137,40,3,7,679,35,45,47,53,51,39,20,10,0,300,1203,1618,3116,3052,3526,2629,548,68,16,15780,56,97,110,72,61,53,0,0,0,462,123,57,49,55,52,57,9,3,0,403,184,158,161,127,108,102,14,4,0,868,1383,1773,3282,3178,3639,2733,563,74,16,16645,735,318,577,546,566,1275,2562,1686,820,9087,139,149,251,245,317,294,306,247,145,2095,2263,2240,4110,3977,4521,4307,3436,2009,978,27830
3000,10626,12381,27091,31998,37637,27763,6608,1016,129,155249,8640,4479,10989,9728,11287,21115,30119,14759,5765,116878,1668,1917,3879,3743,4494,4554,3774,2156,1054,27230,20935,18773,41960,45469,53416,53425,40502,17931,6944,299357,5658,15431,36470,41352,49542,36202,8538,1541,171,194904,11044,6853,14057,17954,20112,18323,6737,1207,154,96440,658,772,2632,2196,2554,2778,858,147,39,12629,714,693,1235,1442,1554,1184,612,272,54,7760,18063,23746,54397,62950,73761,58486,16742,3164,419,311736,1926,2487,3394,3105,3596,3023,191,27,6,17758,1704,870,1336,1255,1189,1280,236,32,3,7902,3627,3356,4733,4358,4783,4303,421,56,12,25661,21698,27105,59126,67308,78548,62792,17163,3228,434,337396,18646,7513,15872,15107,19298,36940,60986,30211,9774,214341,3453,3990,8795,8573,10007,9960,8284,4378,1770,59204,43787,38601,83795,90985,107849,109690,86428,37823,11986,610941
3001,39209,60468,126289,119156,112917,68855,12807,945,140,540790,27508,17904,33708,30376,27298,45536,69496,40532,19391,311750,3048,4825,10231,7757,7249,6304,5346,4248,4355,53366,69764,83197,170229,157292,147473,120696,87643,45725,23883,905913,10775,55983,171829,164229,155978,90132,13451,765,98,663246,44261,47771,61590,61906,55041,41704,15092,1772,152,329290,1764,2856,10068,6886,5348,5278,1330,109,22,33661,1423,2410,4325,3490,2962,1760,562,193,78,17197,58218,109014,247812,236514,219325,138876,30440,2843,355,1043400,4991,8667,11635,8505,7952,5324,363,46,18,47499,11957,6740,5952,4327,3230,2719,655,53,5,35641,16954,15407,17587,12835,11177,8046,1021,96,20,83147,75171,124417,265398,249349,230509,146919,31461,2945,375,1126544,60385,32371,49029,42733,42052,74230,127143,73141,30414,531496,6195,9815,20735,16399,15471,12788,10454,7397,6229,105484,141749,166604,335162,308485,288034,233938,169059,83480,37014,1763526
3002,1257,1273,2664,2809,3165,2328,385,54,7,13947,683,455,1006,908,1084,2169,3769,2511,1070,13648,105,125,227,191,223,292,311,284,165,1929,2047,1861,3899,3908,4467,4787,4464,2848,1244,29520,386,1361,3166,3375,3789,2736,336,37,3,15172,1374,834,1511,1626,1745,1518,487,63,7,9171,47,71,227,130,162,182,49,9,0,873,47,50,120,80,81,65,21,19,3,487,1853,2307,5024,5214,5772,4500,893,125,17,25702,277,341,413,339,358,267,14,0,0,2008,306,135,165,145,117,129,11,5,0,1011,582,478,578,476,477,402,24,5,0,3018,2433,2782,5605,5695,6248,4904,925,126,17,28723,1584,723,1397,1377,1822,3625,7122,4639,1738,24027,209,258,484,405,508,593,605,513,260,3839,4221,3758,7484,7477,8579,9124,8655,5277,2012,56592
