SUA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
3016,0,0,15,11,0,3,0,0,0,25,5747,10475,11795,18810,8119,6643,4209,1753,598,68150,0,0,0,16,6,0,0,0,0,24,0,0,0,0,3,0,0,3,0,12,0,3,4,5,0,0,0,0,0,10,4,15,24,74,18,21,14,3,3,171,0,3,3,5,3,3,3,0,0,17,3,13,46,69,31,17,17,7,7,201,0,0,0,0,3,5,5,4,0,16,0,4,10,13,0,3,3,3,0,31,5,116,130,388,521,423,417,179,48,2231,0,5,25,49,27,16,8,5,0,131,0,0,10,22,23,8,3,3,3,76,0,11,29,56,43,48,87,31,5,308,0,3,0,10,6,4,15,12,4,61,0,4,24,25,7,4,7,0,0,74,4,58,84,385,97,34,13,10,8,694,5,9,17,27,0,0,10,10,3,79,0,0,5,22,3,0,3,0,0,37,0,6,0,17,0,0,4,0,0,30
3017,0,0,0,0,0,0,0,0,0,0,480,1014,926,1200,731,762,664,353,97,6225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,16,23,26,42,26,7,150,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,10,5,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3018,0,0,0,0,0,0,0,0,0,0,497,1157,965,1556,904,931,667,318,112,7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,21,43,63,50,56,35,13,285,0,0,0,6,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,11,0,0,0,0,8,4,6,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,0,8,50,171,85,27,3,0,0,351,6779,15239,12551,23185,15385,16476,12693,5434,1779,109527,0,3,0,16,0,0,0,0,0,17,0,0,0,3,3,4,3,7,0,13,0,0,0,10,6,0,3,0,0,16,3,9,4,21,17,15,16,4,3,86,0,0,0,0,5,0,3,0,0,11,3,5,10,54,19,16,10,0,0,123,0,0,0,3,10,20,41,26,9,107,0,0,0,7,0,3,6,0,0,8,9,89,118,400,1112,1477,1451,746,171,5570,0,5,3,11,14,4,0,5,0,37,0,0,8,19,12,9,16,3,0,68,0,3,9,45,42,128,258,104,37,626,0,0,3,12,19,53,87,78,32,284,0,5,8,14,0,8,0,0,0,42,6,25,38,217,41,42,34,13,8,416,0,6,3,7,6,3,5,3,0,37,0,3,3,22,7,0,3,0,0,32,0,0,0,0,0,0,0,0,0,9
4001,27,272,1018,1519,389,193,49,8,7,3475,35489,63235,63308,112647,54841,46405,31529,14019,5836,427312,28,133,61,620,77,22,6,3,0,954,0,3,57,332,182,205,76,55,4,920,14,51,82,512,365,233,143,44,11,1447,22,55,81,351,165,150,80,20,10,931,3,13,16,128,47,53,50,21,0,339,120,417,3538,4667,810,587,389,169,54,10760,0,0,26,209,166,237,255,278,67,1247,14,81,48,218,52,96,137,75,18,742,140,1513,1910,4828,8576,8370,6954,4550,1741,38577,0,22,42,197,97,74,36,13,3,487,7,28,48,164,117,81,53,30,7,522,9,51,100,358,413,544,1386,548,332,3746,0,27,44,156,280,692,1051,1200,373,3828,15,45,712,583,102,166,94,41,3,1758,312,1335,1422,8654,1124,451,346,173,89,13899,40,96,115,391,57,55,54,35,13,860,39,263,323,1158,294,158,86,47,12,2378,10,82,128,339,145,77,25,10,0,804
4002,0,0,0,3,0,0,0,0,0,3,850,1814,1550,2769,1592,1426,1009,509,186,11702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,3,0,0,0,25,0,0,0,0,0,0,6,4,0,15,0,0,0,3,0,0,0,0,0,7,3,13,6,37,51,84,85,57,16,350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,5,19,16,6,51,0,0,0,0,0,0,4,4,3,14,0,0,0,0,0,0,0,0,0,8,0,7,3,23,12,0,0,0,0,48,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
4003,0,0,6,19,0,0,0,0,0,26,446,860,932,1575,842,819,682,404,127,6670,0,4,0,11,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,37,101,23,5,3,0,0,180,0,0,0,0,3,0,0,3,0,10,0,0,0,3,0,0,0,0,0,3,0,0,6,16,40,43,55,32,10,196,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,3,4,33,0,0,0,0,0,0,0,0,0,3,0,0,7,8,0,0,0,0,0,14,0,7,7,36,7,0,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5
4004,0,0,0,3,0,0,0,0,0,10,389,815,771,1577,743,724,487,205,56,5770,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,36,35,11,5,138,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
4005,0,0,0,0,0,0,0,0,0,0,515,964,813,1668,864,832,579,272,106,6621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,11,10,3,33,0,0,0,0,0,0,0,0,0,0,0,3,7,12,43,46,42,36,10,194,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,18,9,0,35,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,0,0,0,0,0,0,0,0,0,0,354,824,836,1248,834,740,591,332,102,5866,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,35,42,32,20,10,147,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4007,0,0,0,0,0,0,0,0,0,0,449,1061,836,1559,932,1269,1650,922,320,8997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,8,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,3,0,26,15,48,140,215,443,375,104,1372,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,4,0,4,0,10,0,0,0,0,3,14,41,21,14,95,0,0,0,0,0,0,3,3,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,14,3,0,3,8,3,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,0,0,0,0,0,0,0,0,0,0,636,1267,1220,2200,1142,772,552,243,62,8089,0,3,0,8,0,0,0,0,0,15,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,5,8,12,0,27,0,0,0,0,0,0,0,0,0,6,0,0,4,19,189,235,140,114,40,747,0,0,0,8,0,0,0,0,0,8,0,0,0,0,4,4,4,0,0,11,0,0,0,0,10,16,19,15,5,71,0,0,0,0,7,5,10,8,8,35,0,0,0,3,0,0,0,0,0,3,0,12,0,32,3,8,3,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5000,0,4,49,99,30,11,0,0,0,194,8089,16471,12680,28559,15468,14557,9496,3611,955,109879,0,3,0,49,4,0,0,0,0,59,0,0,0,10,8,4,0,3,0,25,0,0,3,30,18,13,0,0,0,62,3,4,8,77,34,32,19,4,0,179,0,0,0,22,4,5,3,0,0,42,4,8,128,164,56,10,5,0,0,374,0,0,0,13,7,22,24,15,0,84,0,3,0,31,3,8,13,3,0,50,15,144,243,1243,1901,1708,1805,825,173,8055,0,3,0,28,17,13,5,0,0,70,3,8,28,92,21,21,21,5,0,196,0,7,21,109,74,86,226,61,12,597,0,0,0,0,3,7,13,14,0,48,0,3,15,45,7,5,0,0,0,79,10,28,16,346,83,44,43,22,0,588,8,17,13,66,30,10,9,8,3,158,0,0,6,77,8,4,0,0,0,97,0,4,5,20,9,0,0,3,0,40
5001,0,0,0,0,0,0,0,0,0,3,875,1980,1738,2799,1480,1472,1050,582,226,12202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,8,9,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,4,4,9,5,4,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,9,0,23,19,109,193,227,310,192,80,1155,0,0,0,3,3,0,0,0,0,3,0,0,3,5,0,4,6,0,0,13,0,4,0,16,15,12,33,5,7,97,0,0,0,0,0,0,3,0,0,8,0,0,7,4,0,0,0,0,0,9,0,6,3,44,10,7,10,6,0,86,0,3,0,3,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
5002,0,0,0,0,0,0,0,0,0,0,508,904,548,1506,666,562,242,58,5,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,5,97,61,44,27,7,3,253,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,20,0,0,3,8,9,5,3,7,0,38,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,0,0,0,15,0,3,3,23,3,0,3,0,0,39,0,0,0,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,0,0,0,0,0,0,0,0,0,3,2338,4304,3523,6555,3136,2835,1870,871,268,25706,0,3,0,14,3,0,0,0,0,27,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,10,14,9,0,0,3,40,0,0,0,0,3,0,0,0,0,12,0,8,4,50,8,5,0,0,0,85,0,0,0,0,3,0,3,5,3,14,0,0,0,8,0,0,0,0,0,10,5,104,116,325,473,385,403,209,71,2083,0,0,0,10,0,0,0,0,0,12,0,0,0,7,4,3,0,0,0,21,0,0,6,12,14,17,56,9,0,114,0,0,0,0,3,0,5,0,0,13,0,0,3,10,3,0,0,0,0,14,9,17,15,171,23,14,14,6,3,264,3,4,8,12,3,3,3,0,0,30,0,3,0,17,5,0,0,0,0,31,0,0,0,11,7,3,0,0,0,18
5004,0,0,11,25,3,0,0,0,0,42,1091,2370,1546,3000,1648,1541,1298,583,206,13283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,8,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,3,0,0,0,8,0,51,42,202,255,238,344,171,53,1352,0,0,0,0,0,0,0,0,0,3,0,0,6,28,3,3,4,0,0,41,0,3,4,19,6,5,28,6,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,35,3,3,7,4,0,65,3,3,3,9,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,0,0,0,0,0,0,0,0,0,0,345,743,638,988,644,524,437,217,53,4584,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,38,53,44,42,23,5,216,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,11,0,0,5,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,0,0,0,0,0,0,0,0,0,0,1124,2282,2034,3489,1845,1630,1080,540,186,14206,0,0,0,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,0,0,8,0,33,31,99,213,140,124,79,29,750,0,0,4,5,3,0,3,0,0,21,0,3,0,3,3,3,0,0,0,9,0,0,3,13,10,10,21,7,0,60,0,0,0,0,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,10,0,6,5,56,11,5,3,7,0,98,5,7,0,10,0,0,0,5,0,26,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5007,0,3,0,8,0,0,0,0,0,18,1149,1623,1413,2989,1313,1038,494,164,37,10203,0,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,3,3,41,63,9,3,0,0,0,117,0,0,0,3,0,9,6,3,0,24,0,0,0,3,0,0,0,0,0,3,5,14,20,83,109,82,46,19,0,367,0,7,3,35,3,6,0,0,0,55,0,0,0,4,0,0,0,0,0,9,0,0,3,10,9,3,12,3,0,34,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,15,7,131,11,9,6,0,3,189,0,4,14,9,0,0,0,0,0,24,0,0,3,21,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3
5008,0,0,0,3,0,0,0,0,0,3,709,1055,668,1978,616,374,89,11,4,5500,0,0,0,6,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,9,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,18,6,0,0,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,18,12,114,66,42,21,3,0,277,0,4,0,5,0,0,0,0,0,13,0,3,7,22,3,0,0,0,0,30,0,0,0,8,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,10,6,67,19,6,0,0,0,114,0,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,18,126,822,1666,323,138,38,11,3,3140,56971,93663,83282,143470,59758,50197,32415,15240,5346,540362,24,105,104,790,134,70,28,6,0,1258,0,5,90,521,234,240,116,40,9,1259,10,17,38,182,100,80,38,7,11,480,35,198,182,761,355,318,140,64,20,2068,9,32,42,278,124,135,76,22,6,725,136,735,2596,5370,1462,814,444,195,94,11837,5,12,63,371,260,399,493,430,97,2128,16,158,62,299,116,156,169,79,22,1072,448,4481,5942,17358,18401,13815,12269,6775,2074,81560,3,20,36,184,98,63,29,13,0,451,22,100,121,837,240,129,103,42,9,1600,15,110,205,929,584,456,1083,409,91,3887,3,25,16,75,84,162,283,309,90,1046,22,140,501,1286,293,296,148,82,14,2781,440,1608,2853,13423,2455,1535,1420,646,233,24612,75,362,768,1840,456,294,258,112,27,4201,26,204,281,1582,430,244,134,53,18,2969,36,154,219,763,384,154,46,18,4,1775
5010,0,0,0,0,0,0,0,0,0,0,576,753,505,1735,576,374,100,24,9,4651,0,7,0,4,10,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,16,0,0,0,0,3,4,3,4,0,10,0,0,0,0,0,0,0,0,0,7,0,3,11,63,42,30,5,7,0,166,0,0,0,8,0,0,0,0,0,15,0,0,0,9,0,0,0,0,0,10,0,0,0,7,0,0,5,3,0,11,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,3,49,17,0,0,0,0,77,5,4,3,10,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,0,0,0,0,0,0,0,0,0,0,472,695,402,833,336,227,184,94,21,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,9,89,101,257,224,132,132,64,19,1033,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,0,3,0,4,6,0,20,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,3,7,3,0,3,3,0,20,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,0,0,0,0,0,0,0,0,0,0,3701,8769,7189,12412,8888,9937,7351,2907,742,61899,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,6,24,18,21,34,8,0,114,0,0,0,9,3,0,0,0,0,19,4,0,9,22,3,4,10,0,0,50,0,0,0,0,3,0,4,6,0,16,0,0,0,3,0,3,3,0,0,18,6,44,45,218,521,816,1162,555,94,3475,0,3,0,6,0,5,3,0,0,27,0,0,0,11,9,15,10,3,0,48,0,3,7,28,35,72,107,67,9,334,0,0,0,0,0,11,12,10,0,32,0,0,4,11,5,8,4,3,0,31,5,0,5,30,10,9,11,10,4,79,0,3,3,3,3,0,3,3,3,26,0,0,0,6,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
6001,0,0,0,0,0,0,0,0,0,0,737,1466,1564,2413,1434,1361,1027,579,179,10767,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,3,0,0,0,4,0,14,3,23,56,68,119,72,20,378,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,13,9,3,37,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,9,0,3,0,19,4,0,3,3,0,32,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
6002,0,0,0,0,0,0,0,0,0,0,781,1758,1525,2756,1540,1505,1209,607,203,11885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,5,3,3,0,0,0,14,0,0,0,0,0,0,4,0,0,8,0,0,0,3,0,0,0,0,0,3,0,7,3,32,52,97,133,83,32,439,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,6,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,18,6,3,3,0,0,37,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5
6003,0,3,29,24,7,4,0,0,0,72,5689,11498,10926,19641,10162,9713,6606,3169,1152,78559,0,0,6,32,0,0,0,0,0,41,0,0,4,12,7,12,5,6,0,41,0,0,0,4,3,0,0,0,0,9,4,12,18,70,35,34,23,7,0,200,0,5,0,27,17,12,7,3,0,67,10,30,322,575,36,35,27,11,7,1058,0,0,0,3,7,13,28,37,7,89,0,4,3,8,5,0,4,0,0,35,16,87,99,437,695,737,872,519,185,3648,0,4,3,14,15,14,3,0,0,45,3,6,4,35,19,9,13,4,0,99,4,4,15,62,54,51,143,69,47,453,0,0,7,14,16,44,50,56,19,199,0,10,26,62,12,18,12,4,0,147,11,31,79,395,58,24,26,18,7,645,0,7,10,26,8,0,16,11,3,68,5,30,38,66,5,10,7,0,0,157,0,8,0,19,0,3,0,0,0,35
