SUA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2005,3,68,205,160,181,152,48,23,17,860,0,22,106,115,102,84,37,5,3,472,0,7,48,60,81,58,11,5,0,276,0,3,24,57,40,51,10,3,3,188,0,0,26,41,47,42,13,3,0,179,0,0,16,24,34,11,10,7,3,101,78,66,117,92,130,157,137,130,65,976,713,745,1432,1315,1515,1606,1318,914,460,10034
2006,0,81,304,280,324,253,106,43,13,1403,0,20,194,171,186,154,41,13,3,785,0,7,101,156,196,116,19,9,0,603,0,4,66,102,141,66,27,3,4,413,0,0,66,131,116,72,18,3,3,416,0,0,19,58,65,59,19,17,7,254,141,89,182,161,192,238,325,305,189,1810,1223,937,2176,2219,2565,2726,2713,1601,622,16773
2007,27,1006,4115,3487,3400,2824,1165,367,178,16576,14,348,3118,2706,2441,1780,563,136,63,11173,14,151,2160,2436,2296,1565,401,105,38,9164,4,61,1131,1802,1714,1137,256,61,31,6189,7,26,1171,2484,2313,1493,360,97,43,7993,14,43,365,1201,1353,849,322,128,50,4327,1398,1273,2430,2330,2411,2277,2391,1908,1440,17855,15347,16188,31402,31719,32028,30243,24339,13708,6564,201556
2008,0,71,239,289,312,230,136,38,3,1325,3,26,193,228,237,164,74,17,5,947,0,16,180,241,273,207,61,9,4,979,0,5,83,213,191,122,25,8,0,648,0,0,124,352,380,216,51,14,7,1139,0,3,39,215,273,144,31,4,0,716,111,56,110,189,196,168,179,99,72,1181,1334,961,1783,2826,3138,2608,2060,762,305,15775
2009,0,90,273,207,247,209,65,18,11,1125,0,20,186,145,153,116,45,12,4,685,0,8,85,112,111,94,25,15,5,457,0,0,49,62,85,81,13,8,3,310,0,0,54,83,104,64,20,12,7,341,3,3,21,41,41,54,8,12,3,183,86,60,147,122,134,165,167,144,87,1108,961,980,2010,1788,1983,2110,1665,1144,543,13188
2010,747,19588,95296,63854,58254,42313,16512,5183,2216,303963,218,7256,69078,51035,43174,28929,9591,2543,1094,212909,178,2831,50220,47946,39890,25572,7340,1964,871,176808,83,1153,28423,36049,29741,18490,4843,1294,570,120648,147,1023,36479,59882,47147,26845,7247,1971,857,181604,240,780,11341,38731,39050,21215,7496,2416,1109,122379,21195,24464,55092,42654,39128,33169,29947,24088,17905,287635,258561,324024,710699,617372,564806,456448,329185,189963,86899,3537956
2011,14,263,1342,1049,807,608,139,25,6,4255,3,110,799,814,552,378,77,9,0,2739,0,41,470,507,406,272,53,3,3,1768,0,9,247,366,282,164,22,3,0,1098,0,14,252,383,282,185,36,4,3,1167,7,11,74,95,106,59,22,4,0,378,387,378,843,685,585,582,460,241,72,4227,3700,3965,9565,8557,7016,6479,4430,1541,541,45789
2012,3,150,713,579,696,553,203,67,35,2996,5,79,396,481,425,329,113,26,5,1862,0,26,270,360,411,275,56,17,3,1422,0,10,113,240,254,191,33,13,3,866,0,3,102,247,272,184,40,9,4,856,8,8,56,121,109,115,51,21,4,503,450,340,675,536,619,716,687,473,218,4714,3271,2975,6132,5758,6536,6454,5239,3002,1275,40649
2013,7,70,174,166,146,147,52,31,12,797,0,26,113,99,121,92,27,3,6,480,3,14,82,79,111,88,21,0,0,399,0,6,48,57,80,59,14,3,4,267,0,13,55,100,118,101,17,3,0,407,3,3,30,26,70,57,13,4,3,212,140,116,166,145,204,236,243,201,161,1615,990,1104,1882,1754,2145,2350,1906,1141,537,13818
2014,4,39,111,111,153,124,39,11,6,596,0,20,78,87,106,78,20,3,0,392,0,12,61,64,103,83,16,6,0,334,0,3,32,59,76,71,6,0,0,257,0,4,37,91,137,73,5,3,0,350,0,3,10,22,28,31,13,9,4,110,78,68,96,111,138,164,150,128,64,1003,678,572,1034,1249,1542,1667,1209,704,333,8988
2015,0,59,210,148,165,176,77,26,14,879,0,23,161,143,126,106,35,8,4,610,0,21,116,108,123,72,25,6,5,478,0,3,69,89,75,72,14,0,0,325,0,3,111,142,134,86,24,3,6,497,0,3,46,91,128,62,10,3,3,346,88,76,159,146,166,188,146,147,90,1194,901,808,1845,1743,1906,1860,1439,885,448,11842
2016,12,212,766,679,713,586,207,75,32,3272,3,74,547,433,462,314,85,25,6,1948,0,27,294,359,381,280,56,10,7,1423,0,9,145,206,243,190,36,16,3,837,3,9,131,263,289,208,58,14,12,981,7,12,64,105,152,122,40,24,5,528,376,276,629,571,640,610,641,459,264,4475,3374,2934,6431,6027,6404,5844,4677,2751,1210,39647
2017,4,69,186,139,161,124,26,20,11,733,0,19,131,73,107,60,15,14,4,419,0,3,77,61,82,75,12,3,3,316,0,0,28,47,33,34,3,7,0,142,0,0,27,57,57,36,9,3,0,190,0,0,17,22,19,22,7,3,3,101,122,85,147,145,143,158,169,141,68,1168,702,676,1414,1257,1320,1255,1049,792,385,8849
2018,4,189,682,420,484,371,138,44,13,2361,0,70,458,366,336,227,69,21,0,1551,0,43,284,325,286,259,37,18,3,1254,0,18,187,252,259,198,35,9,7,961,0,21,229,309,394,319,57,9,3,1344,4,10,108,127,231,142,31,6,8,668,305,275,523,405,516,564,499,428,232,3738,2348,2615,5390,4712,5228,5166,4014,2473,1068,33011
2019,4,60,256,250,269,242,87,28,23,1226,0,16,172,161,192,131,32,11,3,726,0,8,99,138,140,101,22,9,3,530,0,3,37,73,95,80,18,8,0,319,0,3,47,74,113,70,18,5,0,324,0,3,17,35,47,35,22,8,7,173,133,77,143,160,165,211,238,264,300,1691,1094,959,1977,2132,2366,2415,2110,1446,856,15346
2020,5,138,519,419,485,408,165,62,17,2222,0,54,380,308,325,245,87,17,4,1431,0,22,240,232,290,229,53,11,0,1069,0,8,141,149,229,164,41,10,3,749,0,3,115,214,299,187,40,16,7,883,0,5,38,90,145,116,47,16,6,474,196,155,295,323,391,365,418,301,175,2614,2197,1898,4050,3874,4605,4471,4033,2198,835,28164
2021,3,147,570,449,571,417,160,42,22,2370,3,56,332,322,324,263,72,17,10,1389,4,15,184,260,300,218,63,11,4,1057,0,7,111,178,222,145,31,6,3,702,0,5,101,214,233,151,42,14,4,779,9,3,39,106,139,100,40,18,7,455,236,183,302,297,377,392,395,318,223,2725,2263,2240,4110,3977,4521,4307,3436,2009,978,27830
3000,271,2964,8411,8709,10343,8417,3300,929,245,43588,88,1346,5519,6065,6884,5350,1514,374,85,27228,47,661,4137,5467,6322,4485,1086,259,64,22538,32,369,2643,3725,4089,2882,698,157,52,14648,28,409,4256,5910,5990,3850,887,231,60,21627,63,170,1577,2819,2947,2189,932,328,70,11089,6629,5031,10910,10625,12246,12511,10700,5831,2407,76894,43787,38601,83795,90985,107849,109690,86428,37823,11986,610941
3001,604,12907,44472,34770,32043,22958,8574,2326,894,159554,198,5618,32404,27111,23989,15553,4682,1041,350,110953,112,2159,24769,26656,23475,14479,3336,706,277,95970,44,864,14188,18646,16442,9470,2122,476,163,62409,42,663,17583,29723,26292,13835,2957,715,281,92076,118,333,5449,17231,18404,9815,2900,916,359,55526,10711,12563,25698,20934,19706,16276,14046,10430,8888,139255,141749,166604,335162,308485,288034,233938,169059,83480,37014,1763526
3002,18,232,827,846,916,772,291,131,43,4068,0,82,482,535,531,441,123,41,6,2254,0,47,341,482,566,410,73,24,5,1945,0,23,180,283,308,223,52,20,6,1085,0,15,214,332,358,240,70,14,7,1244,4,6,78,162,199,138,56,20,12,677,368,340,594,528,669,739,823,697,437,5201,4221,3758,7484,7477,8579,9124,8655,5277,2012,56592
3003,44,561,2401,2517,2431,1761,526,132,44,10407,15,284,1561,1703,1651,1083,333,42,15,6688,3,131,1168,1505,1603,972,222,28,17,5646,4,54,639,948,1042,644,138,22,14,3506,7,33,754,1250,1365,813,156,33,9,4423,12,14,236,588,691,494,154,39,16,2242,1093,1062,2374,2186,2268,1857,1355,764,385,13355,9037,8531,20124,21117,21114,17335,11474,4746,1778,115263
3004,7,111,218,155,159,119,39,4,0,811,4,57,212,133,164,85,30,0,0,688,0,38,143,137,134,81,10,0,0,545,0,21,134,133,89,46,11,3,0,431,0,18,232,261,216,88,10,0,0,837,0,3,103,142,118,67,11,3,0,449,169,131,305,280,279,178,65,48,24,1479,876,933,2333,2036,1845,1232,466,180,55,9951
3005,28,278,580,516,490,309,91,29,3,2318,4,192,543,422,381,258,49,10,3,1866,3,115,473,438,425,248,45,4,0,1760,0,61,373,391,374,268,31,0,7,1501,0,68,714,894,899,456,44,0,0,3081,5,22,303,531,494,263,36,6,0,1667,270,254,545,522,552,403,218,147,48,2963,2831,2933,6655,6406,6268,4664,2430,1165,411,33764
3006,147,2573,10596,9775,9602,7132,3153,904,387,44260,50,1022,6996,7000,6394,4490,1568,360,162,28035,23,433,4853,6414,6002,3862,1211,316,103,23221,15,206,2796,4241,3881,2394,760,204,80,14570,13,171,3153,5820,5438,3168,1032,273,95,19173,29,131,1161,3159,3482,2255,989,402,122,11735,3607,3756,7576,6868,6978,6545,6285,4854,4120,50579,37853,40260,82587,84205,83415,73790,62313,33109,14645,512177
3007,6,66,207,229,238,204,80,29,18,1071,0,27,140,143,160,107,45,8,0,632,0,18,102,112,130,106,24,14,4,507,0,7,47,75,96,65,9,3,0,313,0,10,43,99,109,66,12,3,3,345,3,6,13,29,42,29,12,5,7,146,100,71,198,160,192,222,276,247,205,1676,1298,1136,2326,2274,2610,2655,2365,1471,676,16800
3008,11,132,479,551,581,503,305,96,37,2705,4,51,266,345,353,278,115,35,13,1459,0,18,205,351,376,248,47,20,4,1274,0,5,113,187,223,137,28,14,3,706,0,6,129,218,244,175,37,14,3,832,3,10,64,116,123,89,42,23,10,483,291,212,368,443,533,664,864,571,329,4270,2872,2160,4491,5358,6341,7420,8467,4703,1511,43314
3009,0,72,153,139,126,100,35,19,4,635,4,25,84,67,77,59,14,3,4,333,0,12,76,68,64,62,7,3,0,290,0,3,28,48,50,42,5,0,0,184,0,9,54,72,95,51,3,3,0,295,0,0,24,27,33,15,7,3,0,117,82,47,84,80,75,73,86,67,34,645,664,678,1286,1188,1167,1192,1005,600,268,8063
3010,24,445,1268,1024,1119,837,256,55,20,5046,12,249,970,793,837,541,124,37,9,3570,3,132,838,819,900,603,107,19,11,3422,3,91,579,600,630,430,57,11,4,2394,0,84,947,1120,1074,602,83,26,6,3936,3,13,273,521,585,358,73,30,14,1867,412,466,1138,1032,1186,945,631,495,293,6598,4919,4993,11430,10506,11288,9263,5598,3133,1296,62437
3011,10,82,260,256,340,285,91,32,16,1378,3,32,139,190,216,183,34,9,0,804,0,15,91,164,193,157,19,8,4,656,0,4,52,97,141,91,16,0,0,399,0,3,44,80,119,82,15,11,3,359,3,4,25,40,54,31,20,6,5,181,154,193,383,434,296,356,396,262,110,2581,1601,1401,2605,3053,3396,3839,3524,1977,769,22145
3012,20,161,292,190,215,130,35,8,0,1054,8,117,301,204,170,89,32,0,0,929,3,71,261,185,176,106,21,0,0,836,0,71,246,179,183,102,20,3,0,801,3,86,674,488,415,202,29,0,0,1903,5,3,105,154,143,70,14,0,0,488,171,178,486,305,378,262,139,44,17,1973,1085,1376,3479,2564,2471,1660,873,325,81,13923
3013,14,470,1325,1041,1027,854,249,78,31,5082,7,233,907,797,841,512,118,21,5,3430,5,102,731,707,679,510,70,19,3,2823,3,43,420,473,474,360,58,14,0,1852,3,43,641,720,795,440,45,12,0,2699,5,11,141,276,362,233,51,34,10,1120,549,583,1107,913,997,839,637,534,399,6549,5455,5402,10963,9446,9966,8668,5830,3611,1519,60860
3014,62,978,3952,4325,4805,3688,1786,630,237,20464,12,386,2465,3118,3344,2380,1012,278,89,13072,11,168,1864,2912,3166,2117,644,196,67,11145,0,85,979,1847,2036,1242,405,126,47,6770,0,80,1294,2455,2797,1670,590,156,51,9093,21,38,479,1523,1812,1180,589,176,72,5898,1440,1302,2403,2747,3056,2979,3068,2453,2252,21703,18245,15411,31699,38614,43257,41057,36226,19660,8393,252559
3015,47,779,2264,1793,1899,1590,568,163,76,9180,11,354,1510,1340,1349,986,280,76,22,5928,3,152,1182,1305,1348,953,232,46,16,5234,4,62,619,862,929,643,120,34,24,3292,0,64,705,1065,1249,756,166,41,11,4060,6,16,205,501,555,401,149,53,33,1918,842,718,1249,1117,1177,1190,1215,1070,928,9503,8878,8708,16926,15745,16361,15189,12097,7033,3118,104061
3016,117,1539,3540,2625,2516,1784,608,115,47,12892,44,881,2892,2214,1942,1291,318,56,23,9653,11,295,2034,2106,1970,1146,214,37,8,7831,3,74,1064,1379,1323,792,121,19,5,4781,0,75,1191,1842,1849,939,171,32,10,6111,14,31,293,724,777,490,130,31,9,2499,1230,1727,2678,2060,2050,1634,1271,783,392,13827,12604,15268,26490,23130,22461,18174,12067,5852,2214,138259
3017,4,78,166,172,189,164,73,32,6,898,0,18,98,109,145,90,15,5,3,489,0,11,60,70,121,73,19,11,7,376,0,3,34,58,63,35,8,0,0,195,0,3,29,47,65,48,12,0,3,211,0,3,14,24,27,25,5,3,0,97,94,65,97,106,127,138,177,136,109,1059,1010,910,1515,1573,1879,1902,1755,1067,391,12010
3018,5,83,260,219,234,220,101,21,8,1140,0,44,168,170,194,138,42,13,3,766,0,13,139,147,180,159,24,3,0,672,0,17,89,143,167,81,27,3,0,520,0,5,144,238,255,171,16,12,3,851,0,0,36,112,124,77,24,8,3,388,95,83,176,217,276,252,169,149,72,1487,1193,976,1958,2190,2593,2504,1844,1000,418,14671
4000,84,827,2967,3191,4072,3843,1471,403,144,16994,21,414,1911,2091,2667,2165,733,149,49,10189,13,135,1357,1759,2139,1839,475,119,42,7874,7,72,758,1174,1453,1253,311,51,25,5112,3,87,967,1573,1897,1424,376,87,42,6449,22,35,283,669,921,832,367,121,56,3313,1910,1048,2310,2461,3318,3687,3270,1973,1487,21471,14712,11920,25767,29319,38092,41265,33335,15617,6509,216532
4001,166,5155,23127,19075,19677,15573,6283,1850,933,91830,66,1990,15469,13753,13427,9735,3347,773,351,58906,34,729,11341,12725,12063,8830,2278,532,283,48818,27,229,6045,8966,8950,6351,1526,375,178,32650,24,230,5996,11976,12412,7981,1964,506,211,41303,85,164,1706,5540,7000,4918,1966,664,361,22398,5498,5296,11062,9528,10051,9324,8779,7269,5926,72739,78050,88541,176863,165148,170804,154650,118785,67845,33963,1054657
4002,8,121,416,446,511,378,129,42,10,2066,4,48,264,254,313,235,61,7,0,1189,0,21,157,214,241,172,30,13,0,856,0,8,86,133,174,104,18,7,3,530,0,0,81,149,194,120,25,18,8,598,0,5,20,54,66,61,27,14,9,263,148,95,209,209,255,244,303,244,145,1854,1871,1594,3358,3348,3944,3664,2839,1652,723,23002
4003,0,71,255,202,240,179,49,22,8,1038,0,25,103,100,119,105,34,4,3,488,0,13,55,65,80,74,14,5,0,308,0,9,29,46,63,60,5,0,0,218,0,0,28,37,60,29,9,5,0,170,3,0,9,16,20,8,9,4,0,69,122,134,290,239,199,163,204,111,54,1510,1076,1256,2383,1920,2253,2075,1909,1166,478,14526
4004,0,58,178,142,167,171,57,8,7,795,0,47,155,93,134,117,19,0,3,569,0,16,104,90,131,105,26,5,0,476,0,7,59,83,93,61,14,0,3,308,0,3,82,121,121,81,11,0,0,409,0,3,17,23,33,20,14,3,0,113,105,181,397,301,257,229,202,116,67,1865,744,893,1888,1572,1864,1741,1339,635,245,10931
4005,5,90,219,228,243,180,69,23,8,1060,0,18,169,144,155,115,34,6,4,644,0,7,122,132,115,113,22,17,0,531,0,3,61,84,108,69,11,4,0,331,0,3,60,107,115,84,15,6,3,395,0,4,23,45,50,41,10,5,3,187,99,94,214,201,214,211,166,141,66,1409,934,837,1965,1881,2097,2081,1562,874,393,12625
4006,0,63,132,131,150,131,56,19,3,688,0,43,125,110,122,92,13,0,0,513,0,20,86,92,157,85,13,3,0,449,0,7,48,58,86,56,10,0,0,264,0,3,42,59,102,50,6,3,0,278,0,0,24,28,32,31,11,0,0,131,105,60,107,118,155,142,149,114,66,1016,945,823,1472,1551,1962,1790,1588,993,421,11548
4007,0,21,174,197,255,294,218,91,48,1297,0,9,76,124,146,153,88,21,10,635,0,3,52,88,120,135,51,23,5,480,0,3,37,86,82,98,38,5,4,363,0,0,32,79,112,104,42,17,4,384,0,3,12,30,45,60,39,16,12,206,111,57,107,162,169,252,410,427,423,2129,1011,796,1656,2144,2665,3972,5481,3221,1323,22274
4008,4,89,239,206,280,188,60,16,5,1078,0,67,199,154,218,132,24,0,0,787,0,32,220,193,242,147,15,4,0,864,0,16,164,190,200,115,11,0,0,701,0,18,179,235,235,105,4,0,0,779,3,5,33,112,75,45,17,3,0,287,146,129,243,172,272,249,218,202,100,1732,1344,1305,2761,2575,3210,2675,2016,1247,429,17567
5000,153,1105,3153,3148,3798,3429,1356,345,105,16589,49,671,2374,2412,2871,2204,714,154,44,11491,29,459,2064,2220,2791,2100,546,99,29,10341,16,304,1687,1940,2255,1659,362,78,29,8334,22,467,3850,4214,4441,2755,551,115,24,16430,24,172,2080,2774,2779,1728,492,125,27,10200,2621,2278,6696,6075,6063,5218,3590,1963,869,35371,15042,14153,38263,39249,44000,41122,27980,11983,3642,235436
5001,7,142,428,430,501,397,158,72,25,2158,7,51,246,303,335,263,87,30,11,1320,0,25,215,269,305,230,71,21,6,1154,0,13,119,203,243,203,42,10,0,842,0,11,132,236,315,237,56,24,4,1020,4,3,44,110,140,102,43,15,8,466,221,182,401,356,352,369,388,365,283,2907,2152,1655,3575,3806,4398,4480,3711,2232,1014,27017
5002,10,91,352,254,192,157,42,12,0,1110,0,25,244,196,178,129,20,5,0,797,3,17,194,188,177,116,22,0,0,723,0,12,151,180,142,93,6,4,0,596,0,5,195,248,239,167,17,3,0,879,3,3,65,99,84,62,23,3,0,338,146,101,409,357,262,244,120,42,16,1700,706,676,2528,2338,1932,1630,671,200,44,10726
5003,29,313,1031,941,941,730,273,84,31,4371,6,170,682,717,773,550,151,26,6,3077,4,102,602,660,707,570,111,23,12,2797,3,59,462,581,635,473,60,16,8,2292,0,45,683,1031,1084,620,91,9,8,3570,8,21,251,469,488,318,74,14,5,1656,461,329,826,826,889,723,666,483,274,5469,4752,3903,9364,9656,9928,8744,6303,3221,1333,57207
5004,9,112,445,551,546,401,196,82,19,2371,3,56,257,399,364,257,116,41,14,1498,0,23,220,362,345,255,76,38,9,1332,0,16,146,265,269,146,44,14,6,902,0,17,207,424,395,256,67,18,5,1397,0,6,93,199,256,146,77,20,9,810,224,131,318,366,399,410,437,339,261,2884,2120,1462,3772,4933,4940,4720,4236,2125,851,29151
5005,7,54,142,149,156,132,72,16,12,736,3,23,117,102,141,105,24,9,3,527,0,27,108,105,135,75,23,5,3,488,0,13,59,90,93,85,10,10,0,353,0,9,78,143,167,97,20,8,3,518,0,3,26,51,72,33,30,6,0,222,129,73,172,173,241,181,174,91,60,1303,855,624,1354,1444,1778,1539,1225,651,247,9712
5006,10,206,460,455,550,400,138,31,13,2274,6,95,350,366,419,243,78,21,3,1573,5,50,344,347,409,272,71,16,3,1520,0,35,244,318,305,233,49,9,0,1206,3,27,309,466,555,321,45,8,0,1743,0,20,80,186,216,148,53,17,3,728,326,269,571,528,569,461,345,292,187,3554,2627,2153,4596,4803,5410,4531,3154,1735,620,29636
5007,29,207,400,345,380,271,62,6,0,1699,13,152,430,326,283,217,47,3,0,1469,5,125,487,378,329,220,41,3,0,1587,0,75,431,309,311,200,31,4,0,1359,3,106,752,790,659,382,53,5,3,2743,0,18,185,285,280,156,30,6,0,960,207,251,659,546,485,448,192,99,50,2929,1796,2037,5279,4500,4164,3130,1377,558,153,22980
5008,19,110,273,204,156,100,20,3,0,880,14,90,219,206,141,66,8,0,0,753,4,55,240,187,155,102,15,0,0,762,0,39,254,166,146,86,12,3,0,710,3,68,546,533,359,202,29,0,0,1743,3,35,351,445,280,122,17,0,7,1258,122,138,462,376,313,169,56,9,0,1645,825,966,3392,2926,2058,1168,293,44,7,11688
5009,460,10383,37008,26028,25673,19975,8006,2282,962,130775,132,5399,28543,21534,20217,14322,4655,999,360,96153,70,2471,23989,20736,19531,13115,3457,760,259,84400,33,1111,15865,16775,15541,10216,2431,490,203,62671,28,1227,22989,30396,28244,16999,3671,788,281,104624,90,476,8195,20002,21118,11971,3333,954,339,66478,9073,10513,25549,19543,18174,15294,13171,10885,8411,130613,117817,131189,302182,267409,252800,208679,149417,80772,34331,1544598
5010,17,87,182,152,157,90,22,3,0,701,3,56,197,133,124,85,20,3,0,616,0,60,221,147,139,91,3,0,0,677,4,55,243,165,111,66,14,0,0,650,5,69,545,408,311,168,26,3,4,1542,3,24,368,357,243,129,17,0,0,1145,118,153,503,371,348,221,69,25,7,1827,650,857,3133,2305,1947,1170,337,103,32,10528
5011,8,59,211,154,173,86,41,7,0,723,0,28,114,130,124,67,17,3,0,497,0,10,112,133,127,63,11,3,0,454,0,8,71,104,89,53,3,0,0,335,0,7,125,172,136,51,6,0,0,494,4,6,49,82,68,35,11,0,0,251,87,58,195,174,161,116,132,132,86,1137,660,652,1741,1678,1597,1126,970,470,150,9046
6000,39,434,1686,1774,2281,2012,750,197,59,9227,10,179,994,1135,1439,1221,347,64,15,5394,4,77,622,914,1307,1048,225,39,18,4246,0,35,334,603,816,618,114,19,6,2545,0,31,297,646,864,666,179,37,5,2738,10,24,108,262,380,413,191,48,20,1457,1099,618,1127,1309,1836,2253,2093,1191,396,11934,8459,6720,13807,16584,22591,25721,20410,8770,2604,125680
6001,3,99,325,332,367,318,100,41,12,1601,3,49,218,186,252,160,31,13,7,924,0,13,134,169,256,155,27,7,4,759,0,14,83,129,169,111,20,3,0,527,0,3,84,128,134,84,13,4,3,462,4,5,28,50,60,55,30,17,3,248,166,101,175,197,263,242,305,277,198,1920,1793,1546,2882,2935,3616,3533,2953,1850,683,21788
6002,6,85,343,362,427,338,114,33,15,1711,0,36,233,252,239,189,63,12,7,1036,0,17,136,191,185,166,31,12,4,736,0,9,87,128,165,100,23,6,3,519,0,0,82,127,138,108,28,7,0,486,0,8,13,43,59,56,29,10,5,222,147,79,205,194,220,323,373,283,201,2024,1802,1545,3222,3372,3857,3943,3536,1935,822,24032
6003,27,810,3486,2927,3162,2736,1170,399,172,14883,3,292,2310,2319,2318,1773,560,141,75,9788,5,87,1586,2067,2193,1622,387,111,50,8111,3,39,828,1466,1612,1089,221,70,34,5362,3,23,743,1737,2139,1341,305,101,48,6440,12,31,206,726,1031,752,297,98,51,3204,1043,932,1894,1673,1748,1887,1744,1295,833,13047,12496,13179,26558,25366,26861,26463,20178,11231,5044,167374
6004,10,331,1287,1113,1280,999,348,123,47,5540,5,146,767,804,828,603,157,37,15,3372,3,53,525,687,771,541,109,42,19,2745,3,4,308,503,525,371,67,11,4,1803,0,7,242,518,615,386,79,21,6,1879,4,14,94,233,325,264,92,34,15,1087,516,480,766,725,800,801,853,542,366,5852,5676,6194,10257,10115,11175,10364,8421,4700,2226,69119
6005,3,45,141,151,223,201,74,11,4,865,4,13,93,114,161,104,25,6,0,516,0,10,84,84,138,98,15,3,0,436,0,0,37,70,90,73,15,0,3,285,0,0,36,65,90,65,18,0,0,284,0,0,6,17,41,24,4,3,0,98,81,37,85,86,114,117,158,140,61,874,858,683,1299,1456,1949,2137,1880,1122,383,11766
7000,43,302,916,651,730,493,160,13,3,3316,11,197,719,605,651,432,112,18,0,2742,10,93,600,554,603,374,89,5,0,2328,0,48,320,435,497,355,63,0,0,1723,10,44,587,736,697,465,82,8,0,2627,3,17,175,311,288,163,51,6,3,1028,1786,1447,2806,2201,2097,1403,678,199,41,12652,5887,6355,13643,11378,10890,7759,3731,1004,171,60830
7001,15,191,618,422,480,352,94,17,5,2198,5,77,474,354,405,274,55,8,0,1656,5,39,360,393,363,256,33,3,0,1453,0,18,209,259,318,257,45,0,0,1106,0,11,231,382,407,308,41,4,3,1390,3,6,43,112,205,130,37,0,0,529,227,218,670,488,516,454,236,83,34,2931,1423,1377,4265,3603,3769,3085,1373,492,164,19560
7002,109,1254,3262,2063,1691,1210,466,101,30,10185,26,726,2757,1770,1529,993,298,40,8,8146,21,358,2277,1840,1485,973,226,46,6,7230,3,137,1420,1510,1426,845,168,20,5,5530,3,138,2150,2501,2238,1370,258,35,10,8698,10,72,1046,1422,1330,835,182,37,4,4928,988,1361,3798,2646,2205,1678,901,353,126,14055,6762,8918,25121,19645,16648,12448,6558,2275,603,98970
8000,0,13,24,22,29,14,4,0,0,102,0,4,21,25,15,11,5,0,0,79,0,3,15,16,22,13,0,0,0,75,0,0,13,10,17,6,3,0,0,53,0,0,10,26,16,17,3,0,0,78,0,0,3,25,18,19,5,0,0,66,20,22,30,41,30,31,5,4,0,180,107,132,222,261,228,197,92,37,7,1284
8001,194,3517,9325,5763,4944,4425,2853,985,398,32402,40,1798,9979,6025,4914,3945,1902,544,217,29364,17,593,8355,6996,5903,3845,1527,401,157,27798,9,175,4709,5520,4429,2810,947,221,97,18916,23,137,6158,12026,11241,6006,1490,309,141,37528,19,66,1319,4349,5563,3331,904,257,101,15909,1699,2308,5112,3850,3397,2781,2390,1829,1570,24938,26655,33679,71649,63346,56429,45355,31755,15582,6678,351131
9000,0,15,49,56,63,58,26,0,0,276,3,8,30,37,38,42,24,0,0,185,0,12,24,32,44,36,17,5,0,172,0,0,23,43,36,32,11,0,0,152,0,4,31,48,64,41,12,0,0,206,0,0,7,15,11,13,6,0,0,59,49,72,179,124,125,102,68,30,12,762,215,210,573,642,711,709,478,182,58,3773
