SOSR_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SOSR401,28,181,648,2860,1529,1326,461,226,85,7348,3,50,70,161,192,207,167,142,70,1064,7,50,82,224,107,66,22,6,0,561,264,1364,2217,6454,2413,1794,1597,1273,836,18215,1429,2435,3351,7896,4103,4114,3713,2810,1920,31761,33371,64538,75164,159612,78384,72874,56946,34727,20318,595939,49,502,1746,2515,646,274,89,13,4,5838,62861,109879,112647,204820,100037,87430,60351,29313,16380,783717,63,265,129,1190,127,50,16,3,0,1844,0,6,111,671,406,409,170,113,20,1903,23,91,197,1150,635,510,275,100,34,3016,45,104,147,693,289,266,128,46,25,1741,7,25,25,250,116,117,97,44,9,689,220,910,6949,10825,2062,1496,800,356,130,23739,3,7,58,389,357,477,517,527,142,2475,33,155,83,386,107,183,245,138,67,1385,238,2591,3378,8490,14972,14735,12839,8881,3875,69999,5,35,80,398,205,159,91,34,3,1022,14,53,87,325,219,138,122,77,26,1060,10,94,199,719,708,1008,2563,1186,831,7322
SOSR412,0,0,3,14,4,3,0,0,0,21,0,3,0,5,17,17,12,12,10,79,0,4,9,21,9,11,0,0,0,45,15,33,21,90,40,50,40,60,26,379,87,257,235,522,365,318,317,253,118,2473,2237,4824,4581,9053,5266,4668,3753,2490,1094,37970,0,0,0,3,0,0,0,0,0,4,4285,8767,8304,14813,7606,6301,4520,2483,1001,58070,0,8,0,22,0,0,0,0,0,29,0,0,0,6,3,9,0,3,0,22,0,0,0,3,3,0,0,0,0,8,0,5,3,17,14,17,4,3,3,58,0,0,0,4,12,0,0,0,0,21,0,6,11,39,19,11,0,0,0,92,0,0,0,0,9,9,29,28,3,71,0,3,0,10,0,0,8,0,0,20,12,62,92,297,1045,1252,944,827,305,4830,0,0,4,24,0,3,0,0,0,39,0,0,0,3,13,11,5,4,3,43,0,3,3,16,56,58,142,75,50,391
SOSR413,3,9,10,56,9,0,3,0,0,99,0,0,7,13,12,15,17,16,0,73,0,0,3,17,13,11,0,5,0,48,9,22,30,166,74,73,78,49,20,512,159,315,334,772,476,525,485,325,210,3604,2972,6345,5834,11858,6992,7102,6752,3725,1875,53463,0,0,10,22,3,0,0,0,0,38,5599,11665,10464,19034,10490,10346,9113,4635,2061,83412,0,11,0,36,7,0,0,0,0,55,0,0,0,8,3,0,0,0,0,12,0,0,6,18,3,0,0,0,0,25,0,15,6,42,23,19,19,3,5,129,0,0,0,0,5,0,3,0,0,5,3,29,61,253,63,21,10,0,0,436,0,0,0,4,10,18,24,35,6,103,0,0,0,4,0,0,5,3,0,15,15,140,185,452,971,1100,1364,926,297,5445,0,3,5,16,11,4,3,0,0,38,0,8,3,13,15,15,7,8,0,73,0,3,15,39,59,101,227,97,58,603
SOSR414,0,3,0,9,3,0,0,0,0,18,0,0,0,3,0,3,10,3,0,25,0,0,0,5,0,0,0,0,0,6,0,6,3,21,11,20,8,15,3,87,28,49,45,153,89,115,145,81,52,758,584,1332,1092,2449,1424,1741,1968,1206,602,12399,0,8,33,124,38,21,3,0,0,223,1092,2438,1984,3900,2123,2469,2597,1493,701,18794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,4,3,4,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,4,27,6,4,4,0,0,48,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,24,12,79,220,296,498,373,123,1624,0,3,0,3,0,0,0,0,0,3,0,0,0,3,5,3,3,0,0,8,0,0,0,15,8,32,47,41,27,170
SOSR415,0,4,8,29,12,3,3,0,0,70,0,0,0,9,13,13,15,11,3,62,0,5,3,13,11,10,0,4,0,49,4,30,20,96,57,43,60,48,31,388,138,263,357,881,572,625,631,442,345,4254,3050,6364,5557,12069,7353,7564,6968,4213,2460,55612,0,10,38,84,51,8,0,0,0,191,5869,12131,10242,19222,10941,11203,9719,5348,2712,87382,0,3,0,19,0,0,0,0,0,23,0,0,0,3,0,4,3,4,0,15,0,0,0,10,4,3,0,0,0,18,0,5,5,35,19,8,11,4,0,92,0,0,0,7,8,0,0,0,0,13,0,12,5,55,20,15,6,0,0,119,0,0,0,0,10,9,26,22,12,84,0,0,0,3,4,0,0,3,0,16,12,135,160,540,1165,1324,1300,885,279,5790,0,3,0,11,10,7,3,4,0,32,0,4,8,16,13,12,3,3,0,66,0,0,4,55,68,86,224,115,67,612
SOSR421,0,0,6,14,6,3,3,0,0,38,0,0,0,3,3,6,4,0,0,17,0,0,0,3,0,0,0,0,0,6,3,9,5,18,16,15,18,8,9,105,65,90,94,256,161,204,185,108,109,1281,958,1864,1561,3457,2254,2476,2137,1156,716,16584,0,0,0,3,0,0,0,0,0,3,1746,3552,2872,5656,3508,3872,3136,1622,802,26772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,7,7,4,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,18,12,3,0,0,0,40,0,0,0,0,3,4,7,7,0,12,0,0,0,3,0,3,0,0,0,3,0,24,42,132,385,434,455,251,74,1798,0,0,0,0,0,3,0,0,0,7,0,0,0,6,7,0,3,0,0,20,0,0,0,12,13,28,64,22,15,154
SOSR422,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,4,0,0,0,3,0,0,0,6,9,20,16,9,3,68,24,53,51,155,125,146,140,57,44,792,529,1133,991,2123,1461,1627,1314,630,269,10070,0,0,0,0,0,0,0,0,0,0,1012,2248,1902,3702,2291,2535,1996,957,346,16998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,13,0,0,0,0,3,0,4,7,0,22,0,0,0,0,0,0,0,0,0,0,3,10,10,41,221,260,277,125,24,965,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,3,12,22,38,22,4,99
SOSR431,0,0,7,105,56,48,11,4,3,237,0,0,0,8,27,23,20,15,3,88,0,3,12,15,6,14,5,0,0,57,0,17,29,116,103,98,96,36,18,519,184,483,444,1036,938,1014,674,272,77,5128,3420,8958,6968,14136,11439,11525,7601,2649,796,67492,0,0,0,8,0,0,0,0,0,14,6718,17132,13538,24290,18702,18350,11974,3772,1041,115517,0,0,0,9,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,11,0,0,11,41,21,29,12,0,0,116,0,7,11,43,21,28,23,0,4,137,0,3,0,0,0,5,3,0,0,8,0,8,9,43,18,16,7,0,0,106,0,0,0,3,8,19,33,18,3,89,0,0,0,0,3,0,8,0,0,13,3,121,173,538,1551,1980,1617,684,125,6793,0,0,6,12,15,8,0,0,0,40,0,0,7,25,22,9,19,4,0,80,0,0,11,81,86,174,239,107,37,743
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,3,0,0,0,23,3,10,11,35,39,19,14,0,0,143,43,68,181,351,192,164,97,21,7,1129,0,0,0,3,0,0,0,0,0,7,76,94,274,637,319,254,174,36,10,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,39,26,40,14,3,8,142,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,11,0,0,4,4,0,4,3,0,0,21
SOSR501,53,220,801,3611,1544,1280,474,233,79,8299,7,128,174,630,579,417,358,212,96,2603,21,262,695,1970,911,639,237,68,16,4817,412,2368,4000,14773,4764,3497,2253,1221,636,33913,3066,5086,6672,18013,7362,6715,5538,4261,3004,59725,59884,114052,119551,282595,125204,105395,75422,43707,21571,947382,32,234,1245,2412,499,237,82,29,7,4777,109637,179159,159982,281162,118528,101329,67116,34742,15471,1067126,51,219,188,1500,209,121,57,12,4,2363,0,13,172,1004,536,520,217,88,26,2574,23,36,81,496,217,182,64,21,15,1136,73,370,429,1808,758,593,282,117,42,4476,5,61,86,535,286,273,167,59,11,1494,280,1359,4746,12226,3571,2056,907,448,225,25820,3,26,101,736,568,867,912,773,225,4212,33,300,114,549,210,276,325,168,79,2047,893,8568,11161,33903,35087,26881,23990,14031,4959,159474,3,49,69,406,199,153,63,23,6,973,37,165,257,1630,460,231,195,98,30,3102,28,199,479,2139,1260,977,2099,779,367,8326
SOSR511,0,0,11,26,5,5,0,0,0,50,0,0,0,14,22,10,8,9,8,60,0,13,46,83,39,34,15,0,0,224,8,33,30,194,91,56,39,26,5,476,128,245,250,642,351,319,283,215,101,2538,2367,4922,4128,9609,4955,4414,3167,1748,846,36151,0,0,3,0,0,0,0,0,0,3,4481,8320,6749,13062,6281,5754,3827,1954,774,51196,4,8,3,33,3,4,0,0,0,48,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,3,9,29,21,15,4,0,7,78,0,0,0,5,9,3,0,0,0,21,3,18,14,119,29,10,3,0,0,196,0,0,0,0,4,3,4,6,3,23,0,0,0,5,0,0,0,0,0,15,19,209,210,667,964,767,792,422,186,4225,0,0,0,8,3,0,0,0,0,20,0,4,3,21,11,7,4,3,3,52,0,3,11,32,27,42,105,21,8,250
SOSR512,0,9,14,43,16,15,3,0,0,94,0,3,3,17,20,24,10,9,4,91,0,32,27,110,53,29,9,3,6,266,4,47,46,243,120,84,86,40,24,700,250,488,525,1184,630,607,504,365,177,4724,3812,7971,6809,15250,8011,7107,5196,3204,1473,58836,0,3,21,34,9,3,0,0,0,80,7035,13578,11313,20917,10506,9507,6529,3620,1515,84525,0,3,0,21,3,0,0,0,0,31,0,0,0,4,0,3,4,0,0,15,0,3,0,6,0,0,0,0,0,13,0,23,24,77,39,25,10,8,6,204,0,0,0,6,6,6,0,3,0,22,4,16,59,153,46,26,3,8,0,307,0,0,0,7,5,19,11,8,0,56,0,5,0,15,0,7,10,3,0,39,20,181,176,844,1229,1179,1311,854,331,6129,0,19,7,74,20,13,6,4,0,149,0,3,4,32,13,17,13,3,0,89,0,16,11,102,70,51,160,48,29,490
SOSR513,0,0,3,25,0,0,0,0,0,31,0,0,0,11,4,3,3,0,0,21,0,12,12,56,14,15,0,0,0,112,6,16,25,195,58,32,17,8,0,355,250,423,359,1278,514,343,166,70,33,3431,2294,3895,2935,9415,3425,2383,1097,486,194,26123,0,0,0,4,0,0,0,0,0,7,4069,6505,4397,11884,4432,3241,1519,613,210,36865,0,8,5,20,14,4,0,0,0,51,0,0,3,12,3,0,0,0,0,19,0,0,0,7,0,0,0,0,0,15,0,3,6,59,17,11,3,0,0,95,0,0,0,8,3,0,0,0,0,15,6,7,6,75,14,6,0,0,4,119,0,0,0,5,7,3,5,4,0,30,0,0,0,4,0,6,0,0,0,16,6,51,63,585,393,272,170,71,24,1639,0,3,11,23,3,3,0,0,0,50,4,4,19,75,12,7,4,0,0,122,0,0,14,75,28,24,34,16,0,192
SOSR514,3,0,4,8,3,4,0,0,0,27,0,0,4,14,13,11,10,3,4,58,0,0,3,25,10,6,5,0,0,57,0,12,9,101,42,29,30,15,5,240,105,178,158,480,213,209,176,95,55,1664,1302,2456,1803,5151,2208,2070,1601,751,366,17712,0,0,0,3,0,0,0,0,0,4,2476,4167,2755,6212,2626,2562,1818,800,331,23745,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,40,10,8,4,0,0,81,0,0,0,10,0,0,0,0,0,10,0,0,4,28,9,0,0,0,0,42,0,0,0,4,0,0,0,10,0,16,0,0,0,8,0,3,3,0,0,14,16,224,219,842,637,474,498,218,82,3204,0,0,0,5,0,3,0,0,0,9,0,3,14,38,6,3,8,3,0,79,0,7,3,63,20,24,87,11,6,230
SOSR515,0,4,3,37,9,4,0,0,0,65,0,3,0,11,10,11,15,6,0,54,0,5,8,46,13,11,8,0,0,101,3,28,27,154,83,69,47,30,17,450,263,522,462,1295,714,587,482,334,164,4832,2969,5962,4512,11521,5656,5208,3866,2194,923,42809,0,10,38,91,22,10,0,0,0,173,5535,10335,7349,15455,7475,6964,4818,2465,896,61290,0,3,3,14,4,0,0,0,0,27,0,0,0,3,3,8,0,0,0,17,0,0,0,6,0,0,0,0,0,13,0,7,10,47,22,15,10,4,0,113,0,0,0,9,3,0,0,0,0,17,0,5,89,55,39,4,4,0,0,205,0,0,0,3,9,16,7,9,0,42,0,3,0,13,0,0,3,0,0,26,13,101,101,684,857,898,964,562,163,4345,0,0,0,9,3,0,6,0,0,29,0,4,15,59,15,3,6,0,0,110,0,3,20,78,49,47,98,36,6,346
SOSR521,0,0,0,8,0,3,0,0,0,13,0,0,3,6,10,7,8,3,0,34,0,5,7,16,6,6,0,0,0,35,0,3,10,67,46,34,18,13,4,202,101,264,209,575,343,355,256,143,84,2327,1352,2978,2230,5390,3180,3039,2180,1137,427,21912,0,0,0,0,0,0,0,0,0,0,2557,5271,3805,7559,4127,4136,2859,1387,467,32165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,11,3,4,8,22,8,10,12,0,0,69,0,0,0,0,0,0,0,0,0,5,0,0,5,24,8,0,0,0,0,40,0,0,0,5,0,3,3,0,0,9,0,0,0,6,0,0,0,0,0,9,3,45,67,343,638,559,627,317,74,2670,0,3,0,4,3,5,0,0,0,18,0,0,0,14,3,7,8,0,0,32,0,0,0,44,18,24,77,23,0,189
SOSR522,0,0,0,8,0,0,0,0,0,4,0,0,0,3,0,3,4,3,0,15,0,0,0,3,7,0,0,0,0,14,3,3,0,21,13,20,10,4,0,76,69,96,84,328,145,183,128,74,22,1121,746,1415,1115,2647,1386,1445,960,512,136,10364,0,0,0,0,0,0,0,0,0,0,1362,2523,1918,3879,1976,2026,1353,620,176,15837,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,14,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,0,0,3,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,4,8,21,33,160,223,210,257,135,19,1065,0,0,0,12,6,4,0,0,0,20,0,0,3,12,0,0,0,0,0,23,0,0,4,13,4,12,17,9,7,66
SOSR531,4,4,6,73,21,27,4,0,0,140,0,3,7,22,28,29,32,5,3,129,0,7,10,70,39,63,18,3,0,216,4,28,54,266,209,226,129,40,16,969,290,725,662,1876,1272,1182,749,293,81,7135,3769,9613,7250,17310,12472,11581,7171,2457,633,72257,0,0,19,40,13,0,0,0,0,70,7286,17640,13717,29078,18138,16525,9962,3300,741,116393,0,0,0,38,3,3,0,0,0,46,0,0,0,12,11,7,8,0,0,36,0,0,0,35,20,13,0,0,0,64,0,7,11,104,48,73,25,4,0,281,0,0,0,12,6,3,0,0,0,25,3,9,25,167,52,24,8,3,0,297,0,0,3,15,17,32,45,31,7,146,0,0,0,15,3,10,13,3,0,39,19,223,439,1605,2904,2597,2185,861,165,10994,0,0,0,21,17,13,0,3,0,50,0,5,15,68,26,25,22,10,0,170,0,7,34,184,143,140,242,51,15,815
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,3,11,8,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,122,42,20,3,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,13,36,7,5,0,0,0,62,20,21,52,133,45,74,47,3,3,406,79,120,315,840,325,442,254,37,11,2415,0,0,0,0,0,0,0,0,0,0,115,187,347,1275,609,571,352,53,10,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,3,0,0,0,26,0,0,0,3,0,0,0,0,0,4,3,3,15,13,3,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,3,35,95,72,88,68,12,3,378,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,29,0,0,13,14,3,3,12,0,0,50
SOSR603,0,12,19,77,8,19,3,0,0,140,0,0,0,11,14,22,16,14,4,88,0,3,4,13,11,18,0,0,0,56,22,118,170,597,197,203,139,96,66,1605,228,423,595,1359,758,843,738,559,330,5832,4974,10219,11270,23586,11935,12000,9417,5643,2999,92047,0,10,42,72,20,6,3,0,0,153,9527,18909,18747,35303,17984,17581,12516,6658,3110,140333,0,3,5,58,0,0,0,0,0,69,0,0,7,17,19,12,15,5,0,74,0,0,0,11,5,0,0,0,0,17,3,15,27,136,59,51,43,7,3,347,0,4,4,39,32,22,13,6,0,113,23,54,683,1246,120,90,56,34,15,2315,0,3,6,17,8,30,41,49,12,161,3,11,3,9,8,9,3,9,4,56,28,148,163,673,1116,1212,1459,950,406,6157,0,4,3,29,24,36,6,11,3,124,3,11,10,74,29,23,22,8,7,173,8,11,29,114,98,111,248,135,98,855
SOSR611,0,3,6,30,6,0,0,0,0,50,0,0,0,5,0,9,13,8,4,39,0,3,0,3,3,0,0,0,0,17,5,49,77,277,107,69,51,24,20,695,145,205,333,642,372,392,431,259,181,2953,2181,4413,5212,9488,5165,4874,4002,2464,1359,39157,0,3,35,85,16,6,0,0,0,146,3984,7826,8913,14546,7860,7218,5452,3042,1420,60264,0,3,3,22,3,0,0,0,0,31,0,0,4,3,0,3,0,0,0,17,0,0,0,3,0,0,0,0,0,8,0,8,4,61,22,14,7,0,0,112,0,0,0,3,5,3,7,0,0,14,5,13,114,186,46,23,11,3,0,399,0,0,0,0,3,11,4,9,0,23,5,9,4,3,0,7,0,0,0,31,3,59,63,220,370,415,568,359,156,2196,0,0,3,17,9,8,0,0,0,37,0,0,0,7,4,0,3,4,3,32,0,4,4,24,20,28,73,48,17,227
SOSR612,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,3,0,3,0,3,0,0,0,4,0,0,0,0,0,6,0,5,0,17,8,15,10,12,9,71,32,72,63,146,106,133,144,99,56,848,685,1427,1386,2690,1611,1581,1502,886,443,12217,0,0,0,0,0,0,0,0,0,0,1253,2654,2533,4427,2549,2405,2054,1135,502,19510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,4,8,4,3,0,0,0,15,0,0,0,0,0,0,4,0,0,9,0,6,0,18,9,3,3,0,0,40,0,0,0,0,0,0,4,3,0,8,0,0,0,3,0,0,0,0,0,4,0,6,10,47,90,140,219,139,63,710,0,0,0,0,3,3,3,3,0,14,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,10,10,5,40
SOSR613,0,3,0,7,0,0,0,0,0,14,0,0,0,0,3,0,3,3,0,10,0,0,3,0,3,0,0,0,0,8,0,3,3,25,13,17,7,11,4,90,28,56,102,215,155,158,183,139,55,1095,895,1816,1917,3559,2224,2220,1941,1259,562,16388,0,0,0,0,0,0,0,0,0,0,1698,3519,3651,5892,3542,3498,2668,1664,662,26796,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,0,0,20,0,0,0,0,4,0,0,0,0,9,0,3,0,26,11,0,0,0,0,47,0,0,0,0,0,0,3,11,0,15,0,0,0,0,0,6,0,0,0,5,0,23,10,52,119,162,281,185,62,891,0,0,0,10,3,0,0,0,0,12,0,0,0,3,0,0,4,0,0,8,0,3,0,8,8,11,34,15,6,85
SOSR614,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,4,3,3,0,27,17,32,33,111,60,73,74,60,20,489,307,642,580,1217,776,798,744,504,185,5753,0,0,0,0,0,0,0,0,0,0,607,1228,1073,2007,1185,1234,1042,616,227,9216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,22,47,64,102,109,22,373,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,4,6,16,3,0,34
SOSR615,0,0,3,3,3,3,0,0,0,9,0,3,0,0,6,3,9,7,0,31,0,0,0,4,3,5,0,3,0,14,3,13,5,46,23,50,45,22,10,209,71,162,181,459,308,427,354,281,114,2340,1718,3620,3146,6731,4126,4499,4019,2280,1039,31191,0,0,0,0,0,0,0,0,0,0,3341,6975,5801,11055,6550,6786,5617,2848,1147,50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,21,8,16,17,0,0,66,0,0,4,7,4,0,0,0,0,17,3,5,4,46,4,3,3,0,0,70,0,0,0,0,0,0,3,3,0,12,0,3,0,3,0,3,3,0,0,19,4,26,15,158,310,504,750,502,157,2440,0,3,0,10,0,0,3,0,0,24,0,0,0,8,5,3,6,4,0,23,0,0,3,20,15,36,69,42,23,219
