SOSR_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SOSR179,105,139,245,0,0,0,25,45,72,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,34,48,80,12,12,18,3,0,3,43,61,104,19,34,51,168,237,401
SOSR199,1027,548,1571,204,112,317,2027,1557,3584,158,168,325,297,255,549,47,42,84,81,57,142,28,19,44,16,19,38,47,36,82,0,0,0,2699,2145,4844,723,702,1430,104,66,170,3734,3027,6765,2403,1214,3613,7164,4788,11952
SOSR201,1017526,1073172,2090698,90078,93524,183600,19973,21079,41054,445925,460552,906483,15451,16489,31936,6479,6688,13165,7833,8016,15849,3301,3635,6940,1796,1829,3622,3201,3370,6571,75,26,105,504040,521680,1025726,174058,185895,359950,10181,9300,19479,778360,810395,1588758,122710,126049,248763,1918595,2009619,3928221
SOSR203,37738,40883,78621,5438,5987,11428,604,743,1343,17058,18873,35928,560,615,1172,229,238,469,264,255,520,140,182,326,104,118,221,92,97,192,0,0,0,19044,21126,40169,3028,2888,5915,423,377,793,27937,30371,58304,4933,5478,10411,70611,76731,147338
SOSR211,63098,67037,130129,9842,10764,20607,2254,2448,4701,31555,35257,66810,1375,1393,2765,559,619,1176,537,572,1110,287,339,623,265,283,545,156,177,336,0,3,3,36989,41084,78071,2900,3337,6244,793,621,1420,50529,55811,106341,9468,10259,19723,123096,133105,256196
SOSR212,42064,44818,86886,8991,9897,18896,1010,1150,2164,13214,14858,28067,688,718,1408,548,624,1177,316,316,633,119,137,257,122,149,271,44,47,87,0,0,0,16065,17993,34059,2521,2462,4985,474,431,907,28054,30794,58846,6436,6950,13388,76563,82564,159120
SOSR213,60945,65212,126156,16763,18977,35740,1348,1467,2809,19661,21995,41660,1018,1098,2113,431,464,890,490,523,1014,214,226,437,192,209,400,106,116,225,0,0,0,23459,26094,49553,1902,2063,3965,627,571,1197,42748,47708,90457,8800,9491,18297,112498,122410,234907
SOSR214,35154,37385,72534,8407,9414,17827,765,874,1643,10132,11422,21548,556,585,1143,235,255,494,250,270,516,102,131,231,128,125,254,57,62,118,0,0,3,12221,13725,25947,974,1082,2059,269,288,560,21871,24510,46386,6164,6035,12198,63190,67929,131117
SOSR215,56414,58850,115269,11724,12971,24692,1076,1222,2298,17630,19498,37128,911,956,1860,311,348,659,394,416,813,140,166,305,188,173,358,71,86,152,0,3,0,20719,22863,43580,1258,1474,2733,449,408,853,34145,37713,71864,8268,8872,17142,98828,105438,204267
SOSR221,16885,16916,33797,2404,2568,4974,288,331,620,5539,5618,11149,232,242,470,99,117,210,106,101,205,52,51,104,51,47,96,33,33,66,0,0,0,6391,6539,12926,235,311,544,126,117,245,9156,9536,18697,2505,2438,4941,28549,28885,57437
SOSR222,11027,10814,21837,1301,1358,2662,207,209,417,3136,3188,6323,195,188,385,94,77,168,70,74,141,29,25,49,32,36,69,4,5,11,0,0,0,3771,3803,7569,208,282,484,61,66,127,5341,5502,10840,1773,1728,3500,18141,18038,36184
SOSR231,129532,120272,249801,12399,12269,24666,2104,2102,4209,32630,33377,66013,1602,1480,3086,656,683,1342,747,720,1465,265,249,510,379,378,757,134,120,256,0,3,3,38521,39113,77636,2079,2228,4313,639,582,1215,53635,54198,107831,20110,15663,35773,203276,190129,393405
SOSR279,12,0,7,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,16,0,13,3,0,3,28,4,29
SOSR299,534,315,849,155,88,242,121,100,227,1182,1019,2207,121,122,237,30,29,65,49,49,99,20,21,40,21,18,40,7,12,17,0,0,0,1557,1366,2915,459,487,945,62,48,110,2233,1988,4223,1355,772,2128,4117,3073,7193
SOSR301,451730,471670,923400,46071,49503,95577,19163,19669,38832,8574,8685,17256,264518,276812,541324,3137,3052,6186,3586,3569,7158,1379,1539,2910,2195,1992,4190,2031,2053,4087,43,29,72,304612,317402,622015,65461,71509,136973,8909,8058,16969,425051,446475,871532,62456,61353,123807,939243,979497,1918736
SOSR302,105807,111216,217023,15380,16151,31527,11827,13069,24894,3913,4196,8106,65377,71043,136418,1045,1139,2187,1329,1368,2699,775,933,1709,464,502,973,663,726,1396,12,16,28,85416,92996,178411,16132,17955,34086,2654,2509,5159,119583,129614,249190,20677,21450,42129,246067,262275,508342
SOSR303,132769,139986,272752,18469,19832,38298,8033,8389,16424,4967,5270,10231,86506,95588,182090,1518,1606,3124,2042,2111,4158,892,998,1885,1874,1885,3761,758,816,1574,8,3,13,106592,116672,223266,12655,14189,26849,2910,2685,5594,140633,153377,294004,25681,24713,50392,299077,318079,617152
SOSR311,54394,55976,110374,6203,6823,13025,2047,2203,4249,1083,1152,2234,30766,33987,64754,339,342,678,530,534,1058,240,273,517,313,295,612,99,104,199,8,7,20,35425,38902,74323,2792,3221,6014,1023,1064,2085,45438,50004,95445,9800,8894,18699,109637,114876,224514
SOSR312,12393,12167,24564,2200,2231,4431,495,487,975,252,224,474,6625,6890,13512,101,107,207,239,223,461,60,70,133,140,119,252,19,23,45,0,0,0,7936,8138,16076,835,996,1828,262,237,498,11234,11605,22836,2205,2096,4295,25830,25867,51691
SOSR313,33608,35056,68669,10832,11473,22305,1560,1642,3198,534,596,1127,16214,17899,34113,220,242,460,296,305,604,149,159,314,221,262,484,80,79,155,0,0,0,19274,21186,40460,1721,2063,3777,604,609,1211,32430,35329,67758,6708,6519,13226,72746,76900,149652
SOSR314,34048,34139,68183,9650,10244,19890,1565,1600,3164,681,727,1415,15648,16793,32439,245,262,506,386,396,783,152,150,303,342,340,682,69,64,133,0,0,0,19088,20342,39426,2397,2695,5090,454,483,943,31590,33764,65356,7181,6985,14166,72817,74883,147704
SOSR315,57959,57315,115278,11665,12607,24271,2341,2374,4721,1122,1240,2361,25869,27522,53389,401,355,753,580,605,1190,198,227,427,525,504,1034,122,121,238,3,0,5,31168,32951,64121,2324,2557,4881,950,859,1808,46106,48973,95084,12559,10359,22920,116628,116656,233277
SOSR321,25913,25315,51227,3840,4074,7911,896,871,1769,359,370,733,9456,9849,19309,138,125,261,230,223,448,76,75,152,180,184,363,50,51,99,3,3,3,11387,11750,23135,541,688,1231,389,362,743,16153,16868,33024,4790,3813,8607,46858,45994,92858
SOSR322,12659,11971,24633,1623,1597,3223,319,350,665,138,132,274,3917,4014,7938,51,49,101,97,88,184,28,25,54,91,97,183,21,26,40,0,0,3,4655,4782,9437,207,250,454,195,167,362,6680,6798,13475,2102,1888,3990,21441,20655,42096
SOSR331,125643,114648,240287,12817,12509,25324,3040,2930,5967,1171,1169,2338,40893,40616,81506,440,416,859,830,777,1613,212,215,429,713,674,1387,147,136,287,0,6,6,47451,46939,94386,2560,2942,5503,1234,1038,2273,64059,63429,127491,22984,17615,40599,212690,195688,408373
SOSR379,33,49,84,0,0,0,4,0,3,0,0,0,12,12,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,31,9,5,14,0,0,0,25,21,45,4,17,24,66,81,150
SOSR399,1044,637,1684,262,153,423,425,419,841,254,247,499,1987,1703,3689,85,88,165,146,127,276,57,58,117,42,40,82,24,23,48,0,0,0,3015,2704,5724,628,764,1394,103,52,159,4011,3681,7693,1703,1097,2804,6759,5414,12175
SOSR401,303918,319385,623304,24331,26108,50436,4680,4568,9248,4297,4451,8745,3308,3403,6713,120981,129854,250833,1657,1591,3248,477,562,1042,1639,1663,3299,658,620,1279,14,5,28,137717,146717,284437,32969,34864,67835,3234,3019,6249,198247,210705,408954,31951,32471,64426,534127,562567,1096689
SOSR412,19502,20063,39567,4023,4501,8526,253,267,521,454,447,901,303,319,625,5716,6426,12143,191,172,365,44,41,86,129,134,264,21,18,42,3,0,0,7118,7825,14945,537,604,1136,245,208,452,11924,13138,25061,2399,2529,4931,33829,35734,69561
SOSR413,26827,28085,54909,6589,7474,14058,375,413,791,383,424,802,444,444,895,7198,8006,15203,248,247,491,82,79,158,220,253,470,20,21,46,3,4,9,8971,9896,18861,1041,1110,2151,251,227,484,16851,18710,35555,4358,3701,8062,48033,50494,98529
SOSR414,5945,6369,12319,1481,1619,3099,94,99,197,154,161,315,103,107,213,1995,2253,4248,56,57,113,9,24,29,51,65,116,9,7,20,0,0,0,2475,2775,5246,304,228,532,59,73,130,4321,4688,9010,719,758,1478,10987,11812,22802
SOSR415,29042,29649,58688,5487,6037,11523,405,406,809,506,495,1000,433,434,868,8950,9756,18709,263,275,541,64,72,132,246,255,499,25,37,65,0,0,0,10892,11727,22617,802,811,1616,289,242,537,17483,18817,36299,4007,4093,8097,50528,52560,103087
SOSR421,9410,9249,18657,1577,1728,3304,100,90,188,94,99,192,108,103,212,2538,2662,5202,80,91,171,22,24,48,96,105,200,11,12,17,0,0,0,3046,3185,6227,178,205,383,61,71,131,4866,5179,10045,1179,1201,2371,15452,15628,31079
SOSR422,6438,5998,12431,767,732,1505,54,57,106,88,92,174,79,78,158,1589,1562,3151,68,53,126,16,13,28,67,64,131,0,0,3,0,0,3,1947,1925,3873,67,91,155,57,34,90,2839,2787,5624,803,760,1570,10084,9547,19627
SOSR431,47486,42714,90198,4335,3834,8161,403,388,788,555,538,1092,446,365,817,10096,9953,20054,333,307,640,66,67,130,296,297,592,33,26,62,0,0,0,12226,11945,24174,625,677,1307,252,203,456,17437,16657,34095,6443,4700,11140,71362,64073,135430
SOSR479,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,6,0,3
SOSR499,251,122,372,66,31,100,38,28,70,39,38,74,61,68,130,534,373,907,30,26,58,3,11,13,13,16,32,3,3,6,0,0,0,721,568,1288,151,111,263,23,10,30,958,720,1680,480,243,722,1688,1083,2774
SOSR501,426457,442394,868845,47556,48998,96555,7468,7270,14743,7005,7005,14008,6786,6678,13466,2609,2511,5123,218559,225977,444536,1143,1186,2331,1607,1528,3138,760,791,1549,122,95,217,246069,253043,499110,76101,79160,155262,5778,5059,10838,375498,386260,761763,62249,58839,121089,864202,887499,1751701
SOSR511,16077,16565,32642,2833,3047,5878,196,207,404,229,241,469,302,313,615,89,114,206,7924,8808,16730,69,75,140,100,97,199,12,4,20,7,5,16,8929,9870,18800,1412,1564,2973,218,240,456,13387,14715,28107,2923,2505,5433,32396,33790,66180
SOSR512,25571,26001,51576,6332,6794,13132,427,401,830,411,419,833,509,511,1019,262,232,491,11986,12926,24919,179,174,351,122,116,237,38,37,70,8,7,18,13943,14825,28767,2043,2274,4317,388,392,782,22711,24279,46994,5471,4743,10219,53756,55024,108780
SOSR513,8124,7248,15375,4607,4460,9067,590,539,1134,499,482,986,816,776,1591,260,236,499,5041,4954,9999,110,97,212,205,183,392,21,14,35,9,4,15,7565,7286,14848,1346,1452,2794,197,194,391,13713,13392,27104,3690,3190,6880,25525,23829,49355
SOSR514,6886,6857,13743,2288,2452,4742,136,124,265,111,117,225,114,139,254,76,54,129,3656,4036,7696,17,28,52,29,34,61,8,4,10,4,0,8,4150,4547,8698,784,904,1690,102,87,185,7319,7992,15312,1656,1560,3218,15860,16405,32271
SOSR515,18414,17858,36274,5347,5614,10958,397,343,745,340,379,723,616,568,1180,172,169,341,8020,8482,16498,84,91,170,212,195,409,23,22,46,4,7,13,9871,10258,20125,1391,1437,2827,277,260,537,16886,17568,34450,4853,4411,9264,40145,39844,79992
SOSR521,11196,10832,22030,2044,2129,4179,104,111,214,103,105,211,172,172,343,52,51,104,4075,4072,8145,29,31,61,57,80,142,13,7,21,3,3,7,4615,4641,9254,572,688,1259,179,150,325,7412,7600,15017,2316,2134,4449,20933,20566,41495
SOSR522,5364,5245,10615,871,891,1762,45,49,102,75,64,140,62,63,129,52,37,92,1716,1755,3475,22,21,40,44,41,81,0,0,0,0,0,0,2023,2032,4055,223,252,475,196,170,369,3311,3352,6658,1209,1021,2229,9883,9618,19502
SOSR531,45759,39447,85209,4624,4452,9076,854,361,1215,626,309,935,1456,602,2057,348,159,509,17987,14435,32422,161,87,249,277,219,496,37,20,53,8,3,12,21757,16196,37951,2207,1501,3708,549,404,952,29136,22560,51693,13804,6483,20282,88697,68485,157188
SOSR579,143,9,147,4,0,4,5,0,12,0,0,3,13,0,11,4,3,5,99,6,100,3,0,3,0,0,0,0,0,0,0,0,0,129,12,140,56,3,63,0,0,0,187,18,206,73,8,80,408,26,434
SOSR599,493,234,725,99,64,166,138,128,265,99,102,201,209,192,399,50,55,102,915,594,1516,25,20,48,31,24,60,10,10,15,3,0,3,1484,1123,2609,309,278,593,45,32,77,1945,1495,3440,1023,611,1631,3452,2339,5795
SOSR603,44218,47982,92197,4546,5001,9550,1055,1153,2213,1232,1432,2666,1067,1217,2287,268,280,542,519,549,1069,17647,19255,36896,158,147,309,160,177,342,4,5,9,22106,24217,46325,3283,3579,6871,543,496,1038,30483,33290,63778,5941,5797,11738,80641,87073,167713
SOSR611,18284,19827,38113,1703,1867,3563,450,427,878,503,504,1005,470,495,962,126,118,245,271,306,571,7863,8980,16840,55,66,118,28,23,50,0,0,0,9758,10918,20675,1361,1294,2655,191,162,352,13013,14236,27250,2652,2909,5560,33947,36973,70927
SOSR612,5924,6502,12433,925,1135,2059,109,131,232,131,166,296,156,178,333,37,47,77,77,91,164,1836,2159,3999,9,6,18,12,14,21,0,0,0,2361,2792,5151,128,147,271,57,51,113,3468,4124,7593,790,901,1693,10191,11530,21723
SOSR613,8380,9042,17423,930,1106,2038,143,156,302,139,156,302,207,215,426,45,49,98,104,114,218,2932,3267,6199,25,26,50,7,3,13,0,0,0,3605,3996,7602,158,168,323,103,118,217,4799,5385,10183,971,1066,2040,14153,15494,29642
SOSR614,2959,3162,6115,595,680,1270,41,51,92,49,59,106,88,93,181,16,27,43,35,38,74,690,815,1508,4,11,18,5,4,11,0,0,3,927,1088,2018,28,30,57,22,16,37,1570,1821,3385,388,469,861,4914,5447,10363
SOSR615,15812,16520,32331,2981,3375,6355,388,424,813,359,378,737,511,622,1130,89,118,209,302,279,579,4367,4915,9282,50,57,108,25,28,61,0,0,0,6104,6819,12915,285,309,596,134,140,266,9501,10644,20141,2140,2313,4451,27450,29471,56927
SOSR621,5194,5271,10467,920,968,1885,149,174,323,159,155,313,219,222,436,39,42,77,144,116,258,1149,1255,2405,22,21,47,7,4,16,0,0,0,1889,1978,3865,99,126,218,45,38,84,2951,3105,6061,752,774,1523,8895,9155,18052
SOSR622,3593,3378,6975,437,466,899,90,96,186,114,107,221,119,127,243,38,34,69,56,45,95,727,791,1525,7,11,19,9,6,12,0,0,3,1162,1221,2388,45,66,108,12,19,22,1653,1771,3420,494,496,993,5740,5649,11390
SOSR631,31741,28903,60642,2964,2895,5859,759,753,1512,647,617,1262,946,917,1864,223,216,442,554,597,1148,5926,6121,12044,135,129,265,46,37,87,4,7,10,9246,9391,18632,479,578,1057,188,164,349,12875,13020,25897,3839,3440,7280,48455,45362,93813
SOSR679,21,13,37,0,0,0,3,0,3,5,0,4,0,3,4,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,16,10,24,7,0,7,0,0,0,25,8,29,3,0,5,49,21,68
SOSR699,89,45,133,37,17,46,12,18,38,11,12,20,22,23,48,3,5,6,24,14,38,133,134,264,0,0,3,4,0,4,0,0,0,208,210,418,30,27,57,7,3,15,284,258,541,127,74,200,499,376,870
SOSR703,19890,18876,38767,1596,1562,3153,2231,1815,4048,1955,1759,3715,3385,2725,6111,1198,1081,2281,1741,1473,3216,250,214,463,10789,10665,21459,278,215,489,13,0,16,21839,19952,41786,5122,5288,10412,648,485,1131,29206,27285,56487,8396,5840,14238,57490,52001,109487
SOSR712,4362,4507,8866,593,587,1182,241,287,526,345,356,696,329,348,679,339,337,675,140,143,283,36,49,80,1836,1995,3831,45,38,81,0,0,0,3304,3553,6863,957,1063,2025,132,142,276,4990,5345,10338,1362,1409,2765,10711,11260,21971
SOSR714,971,957,1919,385,406,789,139,122,260,83,83,171,184,150,333,59,59,117,54,41,90,18,13,27,237,229,461,4,6,9,0,0,0,771,696,1469,117,143,256,27,22,49,1301,1264,2563,648,635,1276,2919,2846,5764
SOSR715,5644,5553,11195,469,438,906,100,120,218,122,146,269,255,251,513,59,49,111,69,79,149,20,17,31,385,392,777,5,3,10,0,0,0,1013,1067,2083,143,169,306,113,130,238,1737,1805,3539,863,643,1506,8245,7999,16243
SOSR721,4324,4417,8743,199,212,411,133,115,244,124,146,269,289,229,517,63,52,116,85,83,170,24,24,45,376,392,772,9,5,18,0,0,3,1101,1051,2152,136,161,296,109,105,212,1544,1532,3073,574,503,1075,6442,6448,12893
SOSR722,3897,4109,8008,226,230,457,60,67,129,49,55,106,68,89,152,62,52,110,50,59,112,10,9,21,354,367,724,0,3,5,0,0,0,644,704,1352,46,58,104,83,95,179,1007,1086,2090,494,433,925,5392,5628,11023
SOSR731,8694,7826,16518,654,597,1256,426,345,769,283,240,517,668,490,1159,204,203,408,334,259,588,21,33,47,2087,1807,3894,29,23,51,0,0,0,4042,3396,7442,264,272,532,135,142,278,5096,4407,9504,3237,2086,5327,17026,14316,31346
SOSR779,39,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,8,0,0,0,4,4,8,14,3,19,61,14,70
SOSR799,231,159,395,48,34,79,98,92,188,78,91,176,126,124,242,48,31,82,60,69,135,5,8,16,121,106,223,0,11,13,0,0,0,541,528,1074,71,95,166,9,3,13,666,657,1326,389,307,691,1286,1118,2406
SOSR802,88046,93266,181308,4831,4874,9704,13346,14103,27451,3321,3351,6674,3554,3518,7074,1113,1110,2231,1067,1064,2129,383,418,803,622,641,1264,38171,38442,76617,26,32,52,61609,62676,124286,14067,15172,29237,1163,980,2137,81664,83699,165364,11315,11090,22408,181034,188047,369085
SOSR822,89,93,180,0,0,0,3,4,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,23,28,50,0,0,0,24,35,61,4,3,8,0,0,0,37,41,77,4,6,15,126,135,268
SOSR831,192,162,356,8,6,11,21,11,32,3,6,7,6,11,15,0,0,0,0,0,3,0,0,0,0,0,0,95,103,200,3,0,3,134,133,271,6,7,12,0,0,0,149,147,294,36,34,72,375,349,723
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,35,29,64,14,10,25,33,30,64,7,10,18,6,11,22,3,0,4,6,3,4,0,0,0,4,3,6,71,51,125,0,0,0,134,116,243,29,27,61,7,4,8,180,155,336,90,38,130,306,223,528
SOSR915,425,352,781,58,66,121,17,11,29,6,7,15,19,7,31,12,8,18,69,53,124,3,3,8,3,0,3,13,14,27,0,0,0,151,102,258,29,38,73,3,7,8,243,214,452,155,102,259,826,673,1497
SOSR921,216,249,460,32,39,72,23,14,37,3,0,6,17,11,27,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,45,36,79,26,37,57,0,0,0,98,105,207,35,35,70,343,390,736
SOSR922,200,209,408,6,7,19,28,16,44,5,4,10,18,3,20,0,0,3,27,24,53,0,0,0,3,0,9,9,7,16,0,0,4,91,58,147,8,4,14,0,3,8,110,74,181,44,31,78,356,310,664
SOSR931,362,382,747,32,47,82,32,34,64,3,5,5,14,17,35,0,4,4,0,8,10,0,0,0,3,3,6,3,0,0,0,0,0,60,64,126,22,26,46,8,10,17,125,148,272,289,61,351,771,595,1368
SOSR979,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,3,0,6
