SOSR_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR614,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,3,0,8,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,57,3,76,0,0,0,4,0,3,0,12,0,32,0,48,5,0,0,0,0,6,0,18,0,265,0,305,3,8,0,11,0,25,0,17,3,81,0,141,7,12,3,14,0,22,0,17,7,56,3,137,13,12,0,29,4,15,0,4,0,39,0,111,10,3,0,24,4,17,0,8,4,9,0,81,16,7,0,13,0,17,0,3,0,10,0,63,36,8,7,24,4,16,0,5,3,16,0,109,21,0,0,11,0,0,0,3,0,0,0,44,11,0,0,6,0,3,0,0,0,5,0,22,3,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,0,0,0,0
SOSR615,0,0,0,3,0,0,0,0,0,41,8,58,5,0,0,0,0,0,0,5,0,46,0,60,0,0,0,3,0,4,0,5,3,32,3,47,0,0,0,0,0,6,0,7,0,22,0,29,3,10,0,3,0,5,0,40,0,343,3,410,3,4,0,3,0,22,0,50,3,146,3,241,7,25,5,16,0,33,3,104,19,1329,26,1571,16,29,3,38,0,87,4,125,18,366,3,682,30,57,5,89,4,94,5,83,14,341,7,741,100,52,6,141,12,87,10,61,15,236,4,719,68,21,7,122,3,72,9,25,4,43,0,369,153,27,3,105,3,45,4,20,3,49,0,420,315,26,7,212,18,67,4,5,5,41,0,698,173,8,8,73,8,24,4,6,3,16,0,319,99,7,7,23,6,6,0,3,3,3,0,154,44,0,0,10,3,13,0,0,0,3,0,74,31,0,0,33,3,15,0,7
SOSR621,0,0,0,0,0,0,0,0,0,22,0,29,0,0,0,0,0,0,0,3,0,9,0,19,0,0,0,0,0,0,0,3,0,12,0,12,0,0,0,0,0,0,0,0,0,6,0,10,0,8,0,3,0,0,0,12,4,116,0,147,0,6,0,4,0,3,3,24,0,48,0,87,9,12,0,0,0,21,0,32,12,346,11,444,7,19,4,6,0,31,0,47,8,114,3,239,14,17,3,25,0,33,0,22,3,126,4,260,46,21,0,42,3,36,3,12,6,90,3,262,22,5,3,47,4,15,4,14,3,15,0,130,38,10,3,36,4,17,0,9,0,16,5,133,73,17,3,52,4,32,3,5,0,22,0,228,54,8,3,32,3,11,4,3,4,8,0,127,33,7,0,23,3,7,3,0,0,0,0,78,14,0,0,7,0,5,0,4,0,0,0,31,17,0,0,7,8,4,3,0
SOSR622,0,0,0,0,0,0,0,3,0,14,0,21,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,3,0,0,0,7,0,4,3,0,0,0,0,8,0,89,0,103,0,0,0,3,0,9,0,20,0,34,0,67,0,4,0,4,0,14,0,29,0,251,7,314,5,8,0,9,0,22,0,23,5,86,0,168,10,18,0,28,3,19,0,22,3,79,3,189,15,13,0,24,3,17,0,12,4,52,0,136,15,0,0,32,3,16,3,8,0,12,0,89,21,7,0,34,8,12,0,6,0,9,0,102,34,6,0,37,3,10,3,3,0,4,0,98,39,3,0,17,3,8,0,0,0,3,0,72,7,0,0,3,0,8,0,0,0,0,0,20,5,0,0,3,0,4,0,0,0,0,0,15,8,0,0,15,0,3,0,0
SOSR631,19,3,0,4,0,3,0,0,0,109,5,153,6,3,3,12,0,3,0,19,3,87,4,136,5,7,3,4,0,10,0,22,9,58,0,117,3,3,0,0,0,0,0,10,3,42,0,66,25,36,3,19,0,19,0,71,10,524,17,715,18,33,3,18,0,39,3,122,19,227,9,486,40,76,11,54,3,93,8,220,24,1507,39,2062,47,101,15,98,3,181,15,180,27,525,14,1202,109,135,14,203,16,209,11,130,27,514,13,1386,158,123,9,307,24,140,24,107,17,330,12,1251,128,64,8,214,15,147,9,62,17,93,3,766,230,65,12,226,17,89,12,48,12,94,9,806,491,62,24,322,34,128,21,55,9,110,8,1260,309,37,21,197,24,46,14,27,6,31,6,720,168,18,5,95,15,17,0,7,0,18,5,354,91,3,0,29,12,29,0,9,4,18,3,184,127,32,9,90,4,21,8,16
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,9,0,0,0,0,4,0,0,0,81,10,98,3,3,0,0,0,0,0,0,0,23,0,32,0,3,0,3,0,0,0,4,3,19,0,31,0,0,0,0,0,0,0,5,0,11,0,20,0,4,0,0,0,0,0,15,0,143,0,168,3,3,0,3,0,10,0,24,0,52,0,97,5,15,0,3,3,50,0,29,4,247,3,365,5,28,5,20,0,73,0,36,6,128,3,300,23,66,4,56,0,136,8,56,10,159,3,524,79,33,9,137,3,124,8,34,10,116,6,555,137,28,9,142,7,106,3,21,4,51,3,517,230,17,8,154,18,114,0,30,7,70,3,642,875,49,24,292,45,206,20,30,30,65,3,1637,835,32,16,226,45,83,18,15,11,32,3,1309,680,33,14,131,42,38,5,7,3,13,0,980,475,10,11,44,22,120,6,6,13,9,0,715,937,29,14,188,55,103,8,20
SOSR712,4,3,0,0,0,0,0,0,0,16,0,21,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,3,0,28,0,40,3,0,0,0,0,3,0,5,0,12,0,23,3,5,0,0,0,3,0,9,0,50,0,68,4,5,0,3,0,16,0,7,0,19,0,60,9,4,0,7,0,26,0,5,5,23,0,82,23,7,0,16,3,20,3,9,3,16,0,99,26,8,0,21,0,11,0,5,0,10,0,85,60,11,0,43,0,17,4,7,0,9,0,145,189,7,0,60,13,46,0,10,0,13,0,345,182,7,3,38,14,14,5,3,0,3,0,266,113,3,0,23,4,10,0,0,0,4,0,158,66,0,5,5,0,15,0,0,0,0,0,99,118,3,3,29,3,10,0,3
SOSR714,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,8,0,15,0,21,0,0,0,3,0,4,0,0,0,11,0,21,3,0,0,0,0,5,0,3,0,9,0,18,7,3,0,5,0,8,0,0,0,3,0,26,3,0,0,9,0,9,0,0,0,6,0,21,19,0,0,10,0,0,0,0,0,0,0,29,48,0,6,6,7,4,0,3,0,0,3,83,35,0,0,8,3,3,0,0,0,0,0,56,32,4,0,3,3,0,0,0,0,0,0,44,8,0,0,0,0,0,0,0,0,0,0,14,14,0,0,4,0,0,0,0
SOSR715,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,35,0,44,0,0,0,0,0,3,0,4,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,80,3,96,0,0,0,0,0,6,0,5,0,23,0,32,0,3,0,0,0,3,0,7,0,33,4,51,4,3,0,3,0,16,0,5,3,15,3,42,9,5,0,0,0,13,0,0,3,13,0,44,11,0,0,5,0,8,0,0,0,9,0,44,4,0,0,5,0,6,0,0,4,0,0,25,15,0,0,8,0,4,0,0,0,6,0,33,53,0,0,14,4,16,0,0,0,0,0,93,61,3,0,10,6,0,3,0,0,0,0,91,41,0,0,3,4,3,0,0,0,0,0,55,22,3,0,0,0,3,0,0,0,0,0,34,44,0,0,10,9,0,0,0
SOSR721,3,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,29,0,31,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,3,0,0,0,5,0,9,0,0,0,0,0,0,0,9,4,66,0,78,0,0,0,0,0,8,0,6,0,13,0,26,0,0,0,3,0,5,0,3,0,23,0,40,3,0,0,4,0,17,0,3,0,13,0,41,5,3,0,0,0,4,0,3,0,6,0,29,13,0,0,3,0,0,0,0,0,7,0,33,9,4,0,3,0,4,0,0,0,3,0,25,23,3,0,7,0,4,0,3,3,3,0,40,66,0,5,19,0,5,0,0,0,0,0,104,55,3,3,11,3,4,0,0,0,0,0,85,36,3,3,9,0,8,3,0,0,3,0,58,15,0,0,0,0,5,0,0,0,0,0,28,47,0,3,8,6,3,0,0
SOSR722,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,32,0,40,0,0,0,0,0,0,0,4,0,23,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,99,0,111,0,3,0,0,0,4,0,13,4,15,0,36,3,3,0,0,0,4,0,8,0,29,3,50,3,6,0,0,0,13,0,9,3,27,0,61,0,3,0,4,4,11,0,3,0,14,3,44,14,3,0,3,0,9,0,3,0,9,0,34,0,0,0,5,0,4,0,0,0,0,0,19,5,0,0,9,0,8,0,0,0,3,0,27,25,0,3,18,0,8,0,0,0,0,0,54,31,6,0,5,0,3,0,0,0,3,0,46,14,0,0,8,0,0,0,0,0,0,0,25,4,0,0,3,0,0,0,0,0,0,0,8,20,0,0,3,3,3,0,0
SOSR731,5,0,0,0,0,0,0,0,0,26,0,41,0,0,0,0,0,0,0,3,0,25,0,34,0,3,0,0,0,8,0,4,0,19,0,29,0,0,0,0,0,0,0,3,0,3,0,5,3,5,0,0,0,0,3,8,3,129,4,155,0,3,0,0,0,10,0,5,0,33,0,56,3,10,3,0,3,16,0,15,0,117,0,168,6,11,0,12,4,28,0,22,3,65,0,145,21,12,0,16,0,33,3,11,3,56,0,158,42,10,0,33,3,31,0,17,3,48,0,188,21,8,0,27,0,37,0,4,0,16,0,109,51,3,3,40,3,22,0,0,5,13,0,139,152,12,11,67,9,45,8,5,4,14,0,327,165,7,3,51,10,20,6,3,0,0,0,268,134,8,10,24,9,7,0,0,0,6,0,200,77,3,3,12,10,5,0,3,0,6,0,117,154,0,12,32,13,17,4,10
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,3,0,3,3,0,4,0,0,5,393,8,418,3,8,0,3,0,5,0,14,0,117,3,155,3,4,0,0,0,4,0,29,0,85,3,133,0,0,0,0,0,3,0,28,0,41,0,70,3,20,3,4,0,18,0,66,4,509,14,636,8,29,0,12,0,31,4,107,7,215,3,408,13,66,3,23,0,96,10,169,12,1363,26,1782,32,107,6,55,11,220,9,202,20,1026,9,1702,62,186,10,218,16,341,20,253,36,1424,10,2570,271,137,13,412,24,355,11,267,46,1261,20,2809,278,81,10,409,21,364,16,180,30,760,10,2160,502,78,16,448,36,320,11,188,23,654,11,2280,2049,164,36,817,91,779,36,316,60,1051,17,5411,2334,127,36,680,115,364,24,189,44,563,9,4488,1851,86,31,477,90,226,26,106,40,294,3,3226,1427,47,28,228,79,295,15,61,27,144,3,2354,2718,126,55,655,145,468,35,168
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,3,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,3,0,0,0,0,0,20,3,0,0,3,0,3,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,9,8,0,0,4,0,0,0,0
SOSR921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,7,0,11,0,0,0,3,0,0,0,3,0,0,0,17,4,3,0,3,0,0,0,0,0,4,0,20,6,0,0,3,0,0,0,0,0,0,0,14,3,0,0,4,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
SOSR922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,6,0,6,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
SOSR931,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,3,0,0,0,4,0,11,0,16,3,0,0,6,0,3,0,0,0,10,0,16,7,6,0,6,0,3,0,3,0,3,0,21,6,3,0,6,0,0,0,0,0,3,0,16,3,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
