SOSR_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR201,157,36,38,123,14,243,12,129,71,2550,30,3414,43,27,8,59,3,107,6,206,42,721,5,1227,38,73,6,76,11,193,9,533,65,1184,18,2209,17,20,0,22,3,194,0,497,52,686,10,1508,69,165,12,164,14,467,19,1085,111,2856,28,4991,116,352,22,331,30,1503,45,2066,235,2435,51,7175,270,772,47,724,68,3395,88,2573,357,3765,94,12160,488,1267,94,1926,174,7256,157,3393,522,4173,125,19576,1284,2202,148,5368,397,11689,298,3632,632,5443,149,31246,2780,2302,221,9470,762,11566,430,2701,545,4531,133,35444,3505,1769,256,11210,921,11105,411,2146,411,3511,108,35353,5282,1601,289,12491,1095,9939,348,1637,393,3033,98,36205,16136,2829,541,26758,2948,17629,701,2458,666,4256,168,75082,15595,1843,451,24671,2756,6391,632,1381,336,2047,82,56176,13125,1107,309,15609,2130,3287,357,779,165,1212,49,38123,9950,552,220,7271,1390,8157,184,622,267,743,36,29396,26634,1670,540,28340,3189,9936,563,1275
SOSR203,8,0,0,13,0,4,0,0,0,31,0,55,0,0,4,0,0,0,0,4,3,20,0,39,4,3,0,3,0,3,0,13,3,25,0,47,0,3,0,3,0,3,0,10,0,13,0,37,3,9,0,7,0,17,3,32,4,79,0,148,3,11,0,4,3,34,0,52,5,85,3,204,13,23,3,30,0,104,4,72,8,157,4,422,13,28,0,76,3,179,7,124,17,164,0,617,39,60,4,196,22,367,8,147,26,196,3,1064,61,86,13,399,33,382,19,105,17,136,3,1261,102,86,5,513,49,346,18,69,17,94,0,1308,157,72,14,558,64,326,12,51,21,84,4,1366,483,107,25,1208,109,534,37,68,23,101,8,2712,451,51,24,901,140,171,15,38,10,43,7,1852,376,29,19,583,81,75,8,16,0,25,0,1216,270,11,11,219,38,132,6,16,7,12,0,713,488,35,13,659,63,203,16,18
SOSR211,12,0,3,10,0,8,3,3,3,72,0,106,4,3,0,0,0,3,0,5,0,25,0,41,0,3,0,4,0,3,0,16,6,33,0,65,0,3,0,0,0,3,3,13,0,24,0,43,3,5,0,11,0,18,0,43,3,154,3,239,3,17,0,19,0,64,3,96,5,118,3,332,16,35,0,51,3,158,10,142,16,271,4,694,30,77,0,161,18,440,14,230,28,298,12,1312,77,125,14,455,45,800,30,224,51,358,10,2181,198,180,22,949,64,860,37,179,40,238,8,2776,254,152,21,1035,96,754,37,131,49,166,3,2689,371,110,20,1086,118,618,27,90,28,103,4,2576,1103,169,39,2008,242,742,76,113,32,154,9,4692,980,89,29,1402,200,282,39,36,14,54,5,3123,678,44,23,760,113,114,26,14,8,27,0,1807,403,22,9,267,45,191,15,11,7,13,0,989,662,43,14,614,65,201,18,28
SOSR212,5,0,0,7,0,3,0,3,0,59,0,83,3,0,0,0,0,3,0,4,0,12,3,28,0,0,0,8,0,0,0,13,3,47,7,76,3,0,0,0,0,3,0,11,0,20,0,43,6,0,0,0,0,16,0,31,4,121,0,185,3,13,0,3,0,35,5,59,14,100,3,235,16,16,0,25,4,92,4,69,10,198,0,440,21,44,0,90,3,238,3,122,26,194,0,746,34,86,9,269,18,414,17,124,34,201,9,1218,124,68,7,542,48,410,21,112,22,123,7,1487,153,91,10,628,60,396,26,80,13,106,4,1566,240,61,10,696,67,334,19,50,12,80,5,1575,729,101,25,1314,154,417,40,57,23,91,5,2961,600,56,20,987,112,162,33,41,7,29,4,2032,442,24,8,508,74,76,16,21,9,14,0,1190,296,8,4,203,27,133,3,6,3,13,0,700,473,29,16,504,43,143,18,31
SOSR213,9,0,6,7,0,3,0,6,0,34,0,71,9,3,0,3,0,3,0,5,0,10,0,40,0,5,0,7,0,0,3,12,3,21,0,60,0,0,0,0,0,4,0,10,0,12,0,35,4,12,0,13,0,11,0,45,4,97,0,186,4,19,0,14,3,30,8,72,10,80,5,241,22,41,7,34,4,112,12,112,13,204,3,551,21,66,4,143,19,348,13,179,38,235,9,1066,76,138,19,473,45,667,22,211,45,232,5,1921,143,160,16,859,78,662,33,140,39,189,6,2330,210,105,25,1042,87,601,29,113,34,122,12,2377,339,110,18,1064,80,548,35,69,28,84,10,2391,859,168,51,1976,201,713,50,99,29,116,7,4275,790,103,39,1439,155,238,48,56,15,52,7,2940,583,32,25,733,107,113,21,22,11,23,0,1673,382,18,15,296,40,224,5,13,6,5,0,1013,614,34,11,720,75,220,24,29
SOSR214,3,0,0,3,0,3,0,0,3,17,0,34,5,0,0,0,0,5,0,3,0,6,0,23,0,0,0,7,0,3,0,6,0,16,0,36,0,0,0,0,0,0,0,3,0,9,0,19,3,3,0,4,0,10,3,13,8,57,0,102,5,10,0,14,0,32,0,38,8,51,0,159,13,24,0,24,0,61,0,69,7,118,0,328,34,41,3,89,10,169,9,93,16,116,3,590,52,90,8,245,28,301,18,140,31,168,6,1085,93,94,7,445,51,318,22,86,24,125,7,1270,108,74,14,515,40,322,23,58,24,80,9,1261,183,52,3,516,46,230,16,36,11,49,3,1149,441,86,19,851,88,324,31,32,12,76,9,1972,383,37,15,610,77,114,24,21,4,30,3,1313,273,18,10,305,42,44,16,11,0,12,0,733,167,7,5,128,23,100,5,6,6,0,0,443,258,20,10,279,30,75,20,10
SOSR215,8,0,3,4,0,6,0,3,3,42,0,68,6,3,0,0,0,6,0,3,0,17,0,33,3,0,0,7,0,4,0,21,3,33,0,71,0,0,0,0,0,3,0,18,3,15,0,42,15,3,0,5,0,9,0,30,3,94,3,165,8,27,4,12,3,43,4,64,9,78,3,251,19,28,4,48,7,101,4,99,19,171,3,506,21,85,10,141,12,301,9,140,27,183,6,942,84,137,15,435,41,558,24,172,41,248,14,1769,182,132,26,696,69,541,37,127,51,169,0,2032,178,104,15,859,69,472,32,94,38,123,3,1985,274,94,25,873,89,383,31,66,19,98,10,1969,729,150,54,1554,199,574,52,82,26,80,9,3511,668,81,34,1040,141,209,39,28,10,34,7,2299,441,34,18,492,74,85,25,22,3,21,3,1207,280,18,13,224,33,133,8,13,11,13,3,748,433,47,12,454,52,159,17,27
SOSR221,3,0,3,3,0,0,0,0,0,6,0,13,0,0,0,0,0,3,0,4,0,5,0,17,0,0,0,0,0,0,0,8,3,8,0,19,0,0,0,0,0,3,0,3,0,3,0,6,0,9,0,7,0,5,0,8,0,30,0,65,0,8,0,3,0,5,0,15,3,24,0,55,10,9,0,14,0,34,0,31,3,63,0,164,13,26,3,51,3,91,4,52,7,76,3,321,22,48,3,113,5,148,13,59,13,63,3,486,59,40,6,227,26,146,4,40,6,53,3,597,59,35,5,230,30,127,8,20,13,36,3,574,62,33,3,262,23,86,10,22,3,23,0,533,189,32,9,383,49,153,12,13,14,16,0,883,165,16,10,279,44,47,10,13,8,8,4,603,101,10,7,131,13,21,3,3,0,3,0,303,71,7,0,44,9,28,0,4,3,3,0,180,89,4,4,116,19,35,13,8
SOSR222,0,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,7,0,0,0,14,0,30,4,0,0,3,0,12,0,11,5,15,0,57,6,8,0,9,0,18,3,19,0,39,0,101,9,23,0,26,0,64,4,25,4,38,0,199,28,13,0,90,4,97,0,39,7,37,0,327,28,20,6,128,23,91,5,28,10,35,0,378,37,29,3,149,13,82,3,16,3,19,0,365,53,17,6,146,15,55,6,4,3,13,0,331,134,22,11,227,31,96,15,20,0,19,4,589,123,10,3,156,16,36,5,8,6,11,3,376,97,5,6,79,14,9,3,4,0,5,3,216,44,3,0,29,7,25,3,0,0,0,0,108,57,0,3,64,10,13,0,6
SOSR231,77,8,11,44,0,35,0,17,9,72,11,282,22,5,4,22,0,29,0,6,10,38,7,146,35,13,0,45,3,31,3,16,4,65,3,217,9,0,0,12,0,12,3,31,3,36,0,109,60,21,6,60,5,49,3,67,9,148,0,432,59,49,3,94,9,136,10,109,12,140,7,627,143,78,12,192,23,220,25,196,27,255,18,1180,189,177,23,414,45,490,23,253,51,333,10,2005,358,277,33,998,98,957,58,282,67,383,25,3529,501,274,51,1496,124,925,60,258,73,310,32,4093,502,194,38,1516,110,828,54,146,55,234,23,3692,668,210,46,1748,143,686,54,132,34,191,17,3927,1639,304,87,2970,305,1073,123,195,77,243,22,7040,1482,199,66,2247,234,426,64,99,34,99,13,4966,1123,114,44,1218,121,212,37,45,21,57,9,2997,746,47,20,559,78,361,14,29,22,32,5,1922,1543,124,63,1595,136,466,61,59
SOSR279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR301,58,6,10,33,3,65,3,44,18,726,5,983,10,15,0,19,3,25,0,59,21,231,8,393,12,24,6,26,3,45,4,137,25,332,7,616,3,0,0,8,0,53,0,148,11,190,0,423,36,61,0,45,0,127,6,323,38,1006,5,1653,30,93,4,100,15,389,9,660,83,920,18,2322,107,242,16,237,21,1088,23,899,107,1464,24,4228,180,466,25,597,53,2573,57,1323,221,1907,37,7451,494,759,55,1982,186,5031,123,1606,292,2240,67,12826,1411,947,112,4080,394,5644,179,1293,311,1826,53,16246,1779,759,95,5110,446,5221,173,996,266,1309,19,16170,2948,699,113,5829,582,4646,187,721,207,1165,45,17135,9386,1309,303,12452,1548,7781,386,1088,382,1588,63,36284,9292,841,233,11689,1566,2929,352,608,178,718,33,28444,8144,525,163,7559,1151,1508,240,311,91,420,25,20138,5962,274,94,3493,788,3522,92,249,140,276,19,14900,13636,705,236,12179,1444,4329,281,517
SOSR302,24,6,4,14,3,26,3,16,4,183,0,285,6,0,0,3,0,16,3,17,3,59,3,112,3,11,0,11,0,18,0,34,3,69,0,142,3,3,0,3,0,10,0,41,0,50,0,118,8,16,3,15,0,33,3,94,11,200,3,383,13,37,3,34,5,115,0,205,18,187,3,627,38,116,6,73,6,236,11,257,24,319,12,1099,67,156,10,227,18,682,16,384,55,404,7,2004,184,325,19,742,58,1241,47,449,75,553,12,3701,368,373,30,1429,96,1417,37,358,81,433,10,4632,510,260,24,1644,119,1261,39,262,63,331,13,4530,842,228,28,1917,151,1131,42,189,49,254,15,4846,2406,397,68,3566,378,1733,113,265,76,334,13,9346,2396,229,59,2837,360,653,72,127,39,150,12,6929,1844,136,32,1631,199,307,56,67,18,77,9,4370,1184,71,22,666,129,647,17,63,36,52,0,2893,2363,178,37,2018,172,621,43,95
SOSR303,24,8,3,15,0,13,3,9,11,155,3,233,11,5,0,8,0,13,3,11,3,53,0,114,6,6,0,10,0,10,0,38,3,73,0,154,0,5,0,0,0,20,0,27,3,40,0,95,13,19,3,16,3,26,6,91,11,263,0,450,21,35,3,39,4,118,7,194,19,261,3,708,39,75,3,93,9,293,14,287,41,447,3,1303,83,167,11,262,22,701,22,473,58,546,6,2348,168,325,30,856,59,1387,55,525,71,678,13,4170,481,387,32,1660,118,1568,73,395,81,514,14,5320,602,316,27,1941,142,1544,68,298,91,377,12,5412,954,276,39,2062,192,1248,62,207,66,254,12,5359,2946,411,70,4040,476,1778,155,309,121,349,23,10678,2772,250,78,3206,395,660,105,131,46,146,3,7803,2180,132,41,1750,245,288,43,75,22,84,0,4870,1449,43,29,712,129,598,25,59,37,52,3,3151,2256,150,58,2011,229,594,62,86
SOSR311,3,0,0,3,3,17,0,3,3,57,0,89,6,0,0,3,0,5,0,0,0,17,0,32,3,3,0,3,0,7,0,13,3,43,0,73,0,0,0,0,0,7,0,8,0,16,0,36,0,5,0,4,0,3,3,44,6,109,0,176,3,6,0,21,0,36,0,63,5,134,0,280,19,20,3,34,3,111,0,130,16,249,0,586,18,71,3,74,13,286,12,203,17,311,0,998,70,113,6,271,19,547,18,201,35,356,7,1651,172,111,11,551,54,536,14,153,32,206,3,1856,242,80,12,677,36,482,25,121,28,142,6,1854,316,82,17,671,59,446,33,75,17,103,3,1819,970,108,27,1330,174,704,52,93,51,110,7,3629,858,59,37,1061,117,220,39,32,16,45,8,2496,750,43,12,559,83,101,10,21,9,27,0,1605,412,12,3,212,32,218,4,17,9,21,0,946,694,38,24,606,70,184,22,20
SOSR312,0,0,0,0,0,3,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,3,0,3,0,16,0,21,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,0,0,3,0,12,3,40,0,61,0,7,0,0,0,9,0,15,0,42,0,71,4,11,3,4,3,27,0,25,3,78,0,156,3,14,3,29,0,54,4,48,3,87,0,251,13,12,0,66,0,127,3,48,12,87,0,372,27,25,4,110,11,146,5,38,6,54,4,428,21,17,0,118,13,134,14,27,4,32,3,385,51,13,3,126,4,131,0,24,9,25,0,391,165,23,11,258,25,326,13,30,15,34,3,895,177,9,3,256,31,61,11,7,7,16,0,571,149,7,5,148,14,29,8,9,7,6,0,374,102,4,3,44,13,144,0,4,6,11,0,336,195,3,10,198,25,91,5,15
SOSR313,10,0,0,4,0,6,0,0,0,19,0,36,0,0,0,0,0,0,0,0,0,8,0,23,4,0,0,3,0,0,0,8,3,23,0,38,0,3,0,0,0,0,0,12,0,5,0,23,0,0,0,3,0,5,3,19,8,75,0,116,6,10,0,10,0,33,0,48,8,71,3,176,12,32,0,25,3,62,4,53,13,174,5,383,15,23,0,43,3,199,10,113,14,212,0,633,43,62,5,180,13,403,15,131,19,208,3,1095,104,81,14,413,43,404,18,106,29,156,8,1370,137,54,4,442,50,367,17,71,17,109,3,1272,210,45,9,486,59,317,18,36,19,74,4,1271,612,58,13,861,95,572,42,74,35,87,11,2463,523,49,21,752,87,194,24,22,14,27,3,1716,462,32,5,369,79,71,15,10,10,22,3,1073,319,5,4,128,41,152,3,9,8,12,0,676,528,28,10,379,54,128,13,11
SOSR314,0,0,0,3,0,4,0,4,0,27,0,40,0,0,0,0,0,3,0,4,0,22,0,32,3,0,0,0,0,0,0,7,0,18,0,40,0,0,0,0,0,3,0,3,0,19,0,28,3,3,0,3,0,3,0,20,3,66,0,109,3,6,0,11,0,12,0,38,4,65,0,139,3,25,0,24,5,76,0,52,7,135,0,323,23,28,0,69,8,172,5,97,28,143,4,579,44,65,8,188,23,341,16,113,31,172,8,1005,119,77,15,373,32,398,17,96,18,115,8,1275,169,54,9,427,41,388,19,91,30,69,3,1301,245,45,17,512,46,339,14,46,23,56,8,1355,730,74,28,1003,131,602,39,61,38,81,7,2795,653,59,20,877,95,160,30,20,13,29,10,1962,533,31,23,419,65,69,27,17,9,16,3,1204,341,12,10,141,34,222,11,8,21,10,0,810,498,19,20,507,71,166,19,9
SOSR315,16,0,0,0,0,5,0,3,6,46,0,74,10,3,3,4,0,5,0,9,0,32,0,58,0,4,0,0,0,4,0,17,3,45,0,70,0,0,0,3,0,9,0,14,0,31,0,48,9,7,0,7,0,19,0,35,6,177,4,263,7,9,0,23,0,47,0,78,6,182,0,352,27,30,0,34,4,102,6,121,18,303,0,657,32,53,4,93,20,316,9,185,23,371,10,1119,85,126,15,287,17,543,17,222,49,392,9,1768,221,130,17,613,45,645,23,162,60,244,10,2159,238,83,16,721,59,555,19,110,36,157,10,2003,382,95,21,819,67,526,23,74,38,115,7,2162,1012,119,45,1369,173,857,49,99,50,107,17,3910,863,79,41,1063,151,246,49,45,25,52,5,2613,663,44,21,480,96,82,15,17,4,21,3,1460,400,17,8,181,42,266,7,12,28,7,3,972,657,39,30,511,76,149,17,26
SOSR321,3,0,0,0,0,0,0,0,3,18,0,26,3,0,0,0,0,3,0,0,0,13,0,22,4,4,0,0,0,3,0,4,3,25,0,47,0,0,0,0,0,0,0,3,0,8,0,24,3,5,0,0,0,13,0,14,3,96,0,146,3,3,0,11,0,24,3,33,7,92,0,176,8,13,0,18,3,50,3,63,14,158,3,339,22,29,0,56,0,124,11,93,12,144,9,500,44,53,5,131,6,244,12,74,15,171,3,762,92,61,6,251,21,231,12,77,18,109,3,874,88,37,10,257,21,213,21,43,12,68,6,767,140,26,11,261,20,164,8,40,14,37,0,724,361,61,10,486,60,258,29,44,29,48,3,1397,310,31,5,414,55,73,16,22,5,22,6,960,265,25,4,198,27,42,9,5,8,10,3,607,143,11,7,84,18,59,7,10,7,5,0,346,207,16,18,185,26,63,4,14
SOSR322,0,0,3,0,0,3,0,0,0,8,0,16,0,3,0,3,0,0,0,4,0,3,0,15,3,0,0,0,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,3,0,10,0,19,4,3,0,0,0,7,0,3,0,41,0,59,0,3,0,3,0,8,0,16,0,45,0,75,8,14,3,12,3,17,0,19,3,88,0,169,8,10,0,25,0,68,3,30,8,67,0,215,16,20,3,68,0,104,8,42,8,87,3,355,45,24,0,108,7,100,4,24,3,44,0,368,40,12,6,112,12,94,0,25,3,32,0,341,64,9,5,99,14,75,7,10,3,15,3,299,112,16,4,171,25,101,4,19,5,16,0,474,103,13,7,155,22,42,3,5,3,8,0,353,79,6,4,63,8,16,3,4,3,0,0,189,37,4,0,21,6,16,0,0,0,0,0,82,97,0,7,75,4,17,0,3
SOSR331,102,7,5,32,3,41,0,13,7,91,7,299,32,3,3,27,0,14,0,15,4,55,3,151,32,7,4,21,5,22,5,23,7,62,3,193,23,3,3,5,4,22,0,21,0,41,0,120,50,20,0,54,3,37,6,62,3,226,3,469,54,41,4,75,11,101,8,101,10,207,3,616,113,76,10,163,13,241,14,179,37,456,13,1317,174,111,9,295,34,568,24,298,59,448,8,2028,348,227,25,817,67,950,35,321,63,580,19,3453,516,238,39,1202,89,960,61,247,60,425,19,3856,539,175,31,1259,100,861,58,179,48,252,20,3511,755,153,32,1419,93,765,55,139,61,220,13,3711,1798,259,64,2445,248,1237,86,203,119,278,15,6754,1675,172,59,1994,207,448,69,94,33,112,23,4890,1301,96,29,1094,161,197,46,51,18,63,3,3057,841,58,28,490,81,393,16,33,43,39,3,2012,1732,109,53,1390,147,442,57,59
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
