SOSR_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,28,8,3,29,6,28,0,28,8,547,6,689,7,7,0,16,0,19,0,46,6,163,4,263,11,23,0,16,0,34,7,117,13,246,7,471,3,3,0,3,0,40,0,122,3,146,3,322,21,60,0,30,3,84,6,278,24,886,11,1397,24,81,4,74,4,271,13,555,46,798,13,1875,59,240,8,176,21,759,26,746,75,1223,21,3357,107,382,21,492,52,1674,49,1131,143,1368,24,5438,292,720,55,1618,120,2999,116,1154,165,1600,23,8875,705,783,55,3172,256,2915,153,823,182,1262,26,10331,898,622,84,3713,276,2687,124,623,125,891,24,10069,1446,559,76,3897,356,2308,109,435,105,684,17,9979,4362,862,170,8161,926,3278,256,640,158,883,35,19731,4144,508,161,6730,833,1324,192,330,81,409,15,14730,3408,293,100,4199,557,593,123,160,25,212,12,9675,2378,142,44,1802,279,1078,52,115,46,100,6,6041,4865,401,116,4934,543,1423,131,196
SOSR412,4,0,0,0,0,0,0,0,0,3,0,11,0,0,0,3,0,0,0,5,0,9,0,14,3,0,0,0,0,0,0,6,0,6,0,23,0,0,0,0,0,0,0,6,0,7,0,8,0,0,0,4,0,3,0,14,4,37,0,67,4,3,0,5,0,15,0,18,3,37,0,80,3,10,0,11,0,36,4,21,3,90,3,184,7,17,3,34,4,81,4,44,10,81,3,282,13,31,5,103,8,181,11,58,10,93,0,505,44,47,0,208,14,175,8,39,10,53,0,606,56,36,5,283,29,175,4,27,10,39,0,665,100,40,4,270,25,186,7,17,6,40,0,691,288,43,8,546,65,208,21,29,13,25,3,1249,314,28,11,423,43,60,13,13,6,16,0,916,226,9,7,210,22,34,9,4,0,6,0,530,149,8,4,74,10,53,3,3,4,3,0,318,220,8,3,144,22,53,10,4
SOSR413,3,0,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,3,0,0,0,4,3,11,0,21,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,0,0,0,0,23,6,57,0,100,3,13,0,5,0,17,0,31,9,54,0,131,4,22,0,18,0,40,3,57,6,97,5,258,8,27,3,58,5,120,7,93,17,112,0,446,33,71,3,174,20,243,16,108,18,130,8,816,70,73,13,268,25,197,12,74,16,91,4,860,81,42,10,307,27,188,9,41,6,57,0,774,119,38,10,333,33,184,13,30,8,41,3,809,329,58,20,695,70,227,18,52,14,42,3,1541,284,43,12,524,60,94,17,23,7,22,0,1086,240,25,11,311,23,33,10,11,3,10,3,673,170,8,3,128,16,98,3,0,7,9,0,440,326,25,6,331,33,88,20,22
SOSR414,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,16,0,3,0,3,0,3,0,9,3,8,0,23,4,3,0,4,0,23,0,14,0,11,0,56,3,3,0,16,3,43,0,25,12,26,0,130,4,10,5,48,6,63,0,19,9,33,0,197,4,9,4,89,6,51,8,23,4,21,0,223,27,8,3,103,7,53,7,18,3,12,0,238,27,14,0,92,11,30,3,4,4,6,0,193,88,22,3,155,20,38,3,6,3,7,5,346,60,12,3,78,9,13,4,0,0,5,0,185,38,3,3,48,4,0,0,0,0,3,0,106,20,0,0,10,0,6,0,0,0,0,3,45,26,0,0,28,0,8,0,0
SOSR415,4,0,0,5,0,3,0,3,0,11,0,30,0,0,0,3,0,0,0,0,0,14,0,21,0,3,0,0,0,4,0,7,3,7,0,20,0,0,0,0,0,0,0,3,3,8,0,15,0,3,0,3,0,3,0,23,0,52,4,88,6,8,0,4,0,22,0,30,3,58,3,136,7,16,3,31,0,52,0,52,8,110,0,279,11,36,0,60,3,135,8,76,10,116,3,458,33,65,11,199,17,244,9,100,17,142,3,843,67,75,10,348,46,238,6,62,16,81,0,948,103,46,12,395,42,223,13,45,15,57,5,952,139,55,6,413,35,175,10,19,6,41,0,914,355,61,24,773,85,279,31,53,30,33,5,1730,357,50,21,568,80,93,26,17,3,22,3,1229,275,15,9,283,22,32,7,6,3,10,0,662,159,9,8,94,22,45,0,5,3,5,0,360,252,17,9,218,21,55,5,3
SOSR421,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,9,0,3,0,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,3,0,0,0,10,0,25,0,3,0,3,0,3,0,21,0,7,0,48,0,10,0,3,0,16,0,17,3,27,4,80,17,7,0,15,3,27,3,32,3,32,3,143,14,25,4,76,5,75,7,28,4,32,0,263,31,19,3,143,11,75,4,28,4,20,3,344,29,16,3,129,7,64,4,10,3,10,3,289,39,18,0,141,8,52,0,12,7,11,0,293,100,12,4,217,21,76,7,15,0,13,0,469,92,9,3,159,10,26,4,5,0,5,3,324,59,4,9,83,7,10,3,0,0,3,0,177,40,5,0,39,7,15,0,3,0,0,0,109,63,6,0,65,4,16,3,0
SOSR422,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,40,0,48,0,0,0,0,0,5,0,4,0,22,0,38,0,8,0,3,0,15,0,18,0,33,0,78,6,9,0,13,0,35,3,20,0,30,0,126,10,15,0,39,3,46,0,25,7,40,0,188,16,18,3,51,8,59,3,14,3,16,0,192,10,10,0,65,3,35,3,11,4,11,0,158,14,10,0,80,4,24,0,3,0,6,0,147,72,12,6,107,16,40,4,4,3,4,0,268,42,9,0,55,8,14,0,3,5,3,0,140,25,5,0,35,6,5,3,0,0,5,0,78,22,0,0,6,4,4,0,0,0,0,0,38,24,5,0,17,3,8,0,0
SOSR431,28,3,4,21,3,18,0,0,0,16,0,89,8,4,0,8,0,7,0,3,0,6,0,47,11,9,0,10,0,12,0,8,0,20,0,85,4,0,0,6,0,7,0,0,0,10,0,38,23,9,3,20,0,23,0,15,5,63,0,161,24,20,0,32,3,44,5,51,6,54,0,240,39,33,10,80,3,94,0,59,4,103,4,431,87,55,5,173,14,221,9,80,15,125,3,782,134,108,26,381,24,344,13,97,30,140,8,1304,179,109,22,604,47,345,10,73,16,102,7,1521,190,76,19,546,32,270,27,61,21,59,6,1305,224,88,19,603,46,205,19,36,18,56,3,1318,573,107,40,1074,89,310,37,52,28,69,12,2399,505,62,21,714,82,138,26,28,11,29,3,1619,371,36,14,453,46,65,8,12,4,17,3,1031,224,16,11,188,23,86,7,9,3,4,3,580,486,37,10,486,58,108,18,25
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,48,17,11,44,3,98,8,56,28,903,10,1226,15,13,3,23,0,30,0,69,7,238,5,407,19,21,0,38,3,51,3,167,17,395,8,716,0,5,0,7,0,51,3,159,21,212,6,480,18,52,0,37,3,113,11,346,41,913,5,1543,32,98,3,77,4,410,6,655,73,885,7,2259,80,235,10,183,14,882,32,865,106,1250,10,3662,140,417,22,493,29,2128,53,1160,163,1380,35,6026,324,754,45,1686,123,4203,101,1414,259,1634,29,10572,753,915,67,3235,246,4661,139,1121,251,1467,40,12901,974,724,102,4260,318,5038,162,881,281,1125,33,13892,1585,705,101,5073,432,4737,151,724,267,937,26,14744,5644,1286,223,11659,1122,9633,396,1208,481,1374,52,33075,6036,900,255,11648,1114,3062,379,700,198,703,40,25029,5621,582,169,7541,946,1594,247,380,91,390,15,17582,4296,331,102,3579,668,5338,130,385,268,360,21,15477,11511,985,301,14175,1572,5459,451,818
SOSR511,3,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,0,3,0,11,0,13,0,0,0,3,0,0,0,4,0,8,0,19,0,0,0,0,0,0,0,3,0,3,0,14,0,0,0,0,0,5,0,6,0,27,0,45,0,3,0,7,0,8,0,10,3,20,0,52,3,11,0,6,0,20,0,34,0,53,0,127,7,11,0,18,0,80,5,52,9,55,0,231,6,22,3,70,4,163,3,40,13,47,3,380,22,36,0,159,9,208,11,36,10,30,0,527,28,38,7,198,18,233,6,41,16,35,0,622,72,25,9,233,11,207,14,22,12,29,3,631,207,47,8,506,49,372,24,35,38,36,3,1332,220,29,13,497,51,92,20,19,6,15,0,958,183,16,5,277,43,39,7,10,3,9,0,600,131,8,0,98,26,135,7,5,11,9,0,424,235,14,19,315,20,90,20,11
SOSR512,3,0,0,0,0,4,0,3,0,22,0,34,0,3,0,4,0,0,0,3,0,9,0,16,0,0,0,0,0,0,0,3,0,18,0,26,0,0,0,0,0,3,0,4,0,10,0,20,4,0,0,0,0,5,0,14,0,45,0,70,5,7,0,7,0,20,0,28,3,40,0,98,4,10,0,3,3,41,0,45,3,85,3,207,9,22,0,32,3,87,0,65,14,62,0,302,23,50,0,135,11,205,9,97,17,66,3,611,50,55,6,238,8,245,14,69,10,76,9,776,59,46,7,330,22,281,16,55,16,42,3,891,100,40,10,352,34,311,11,42,15,41,3,962,362,66,14,714,67,545,21,41,38,48,9,1922,385,43,22,703,75,152,36,26,13,26,3,1470,378,31,14,404,55,76,14,19,4,10,0,1000,255,7,0,146,40,177,6,15,16,13,0,677,476,27,17,470,69,127,27,20
SOSR513,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,13,0,10,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,3,0,9,0,17,0,0,0,0,0,0,5,3,3,16,3,32,0,0,0,3,0,12,0,7,0,14,0,42,3,4,3,14,5,27,0,11,3,19,3,87,8,7,0,23,3,60,3,21,8,28,0,161,15,8,4,61,9,75,0,15,3,16,0,205,12,13,3,85,6,101,0,12,3,8,0,244,37,3,8,116,7,106,4,5,9,12,0,311,147,36,14,271,26,336,9,29,33,15,6,916,179,18,12,323,27,81,12,9,15,3,3,685,187,14,7,192,49,26,10,3,3,3,0,504,144,4,9,87,28,276,9,11,23,8,8,606,463,18,16,442,63,176,14,13
SOSR514,0,0,0,0,0,3,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,14,0,28,0,0,0,0,0,4,0,11,3,21,0,42,0,5,0,4,0,7,0,15,0,33,0,67,0,9,4,11,0,31,0,17,3,27,0,111,3,19,0,54,3,72,4,34,3,29,0,234,12,32,3,91,6,95,9,11,8,32,0,302,19,22,0,87,7,92,4,23,5,9,0,278,22,17,3,137,4,78,6,12,6,11,0,294,94,22,5,269,19,162,10,12,13,16,0,619,86,19,7,213,15,45,10,8,3,11,3,416,88,8,3,105,17,16,11,3,0,3,0,253,46,3,0,48,9,51,0,7,10,7,0,171,80,5,5,124,16,34,10,12
SOSR515,3,0,0,0,0,0,0,0,0,11,0,21,3,0,0,3,0,0,0,3,0,5,0,22,0,5,0,3,0,3,0,4,0,12,0,27,0,0,0,0,0,0,0,3,0,14,0,23,7,0,0,0,0,5,0,11,3,63,0,95,0,4,0,8,3,10,0,23,8,50,0,103,3,3,0,6,0,32,3,27,3,89,5,176,19,11,0,19,0,86,7,48,9,79,0,274,15,39,3,99,8,153,8,48,12,100,3,489,42,41,11,138,15,153,12,51,13,33,3,501,41,22,12,197,14,167,12,32,21,30,0,548,76,16,10,208,15,182,17,20,18,23,0,589,235,52,17,409,44,435,18,32,45,42,3,1337,260,40,13,418,45,116,18,9,11,10,4,936,221,19,9,244,38,41,20,7,11,7,0,613,142,7,7,75,25,177,3,8,12,9,0,466,328,22,20,312,58,102,19,6
SOSR521,3,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,3,0,0,0,4,0,14,0,18,0,0,0,0,0,0,0,0,0,6,0,4,6,0,0,0,0,3,0,5,0,67,0,82,6,0,0,3,0,8,0,11,0,40,0,71,3,4,0,6,0,23,0,15,5,76,3,139,9,4,4,12,0,45,0,29,6,64,0,174,8,14,0,35,3,86,6,29,12,47,0,244,11,26,6,71,7,95,5,18,7,30,0,257,25,13,3,88,10,109,3,17,13,19,0,301,41,10,3,120,3,89,8,15,11,21,0,332,101,24,3,203,29,180,19,22,17,26,4,621,94,20,7,195,24,50,14,10,3,6,0,426,76,10,0,98,12,18,3,3,3,4,0,231,44,0,3,43,5,79,0,3,14,6,0,196,112,14,7,112,15,43,4,5
SOSR522,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,4,4,9,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,3,0,9,0,56,0,71,0,7,0,3,0,3,0,17,0,32,0,62,0,3,0,3,0,11,0,20,0,54,0,101,8,3,0,7,0,21,0,10,6,36,3,95,7,7,3,19,3,32,0,21,5,33,0,137,11,4,0,33,0,41,0,15,5,22,0,139,13,7,3,32,3,44,3,7,3,11,0,132,14,3,3,32,4,34,0,5,3,9,0,109,34,8,0,80,9,52,3,10,3,12,0,203,28,4,0,62,14,19,3,4,0,0,3,136,28,0,0,18,6,7,3,3,0,0,0,68,18,0,0,7,0,15,0,0,0,0,0,49,37,6,0,29,0,14,4,3
SOSR531,26,3,4,14,3,10,0,4,3,29,0,92,12,0,0,11,0,10,0,9,0,18,0,55,10,0,0,7,0,7,0,12,0,29,0,71,0,0,0,9,0,7,0,8,0,11,0,29,20,5,0,32,0,22,3,30,3,88,0,206,20,17,3,30,7,42,0,32,7,67,4,218,43,28,0,54,10,70,3,53,12,99,0,372,43,65,8,135,8,179,3,75,7,124,3,648,87,72,11,226,18,280,13,99,13,115,4,941,118,69,8,363,26,298,16,71,24,79,8,1083,114,77,7,347,21,310,17,59,14,56,7,1026,159,51,17,419,22,245,10,52,20,44,11,1058,423,99,16,852,63,472,40,77,50,80,9,2190,435,88,28,779,48,167,38,40,15,30,3,1666,364,44,15,461,44,76,19,22,12,24,0,1078,285,18,14,236,30,219,5,23,19,23,4,872,665,81,27,703,63,232,27,41
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,0,0,3,0,0,0,0,0,0,49,0,55,0,3,0,5,0,0,0,0,0,11,0,23,0,3,0,0,0,3,0,5,4,21,0,38,0,3,0,0,0,3,0,3,0,14,0,26,0,7,0,0,0,8,0,19,0,91,0,133,4,11,0,6,0,24,3,69,4,111,0,233,5,32,0,23,4,77,5,84,9,148,0,385,15,45,4,65,9,187,10,137,27,176,4,670,28,114,6,234,22,337,27,155,19,189,6,1139,97,128,9,448,40,329,23,125,16,162,3,1382,135,95,8,500,49,330,17,69,12,96,4,1318,206,82,6,547,48,259,19,60,12,84,6,1340,607,170,22,1208,151,367,51,78,21,115,8,2805,583,98,25,992,145,149,33,40,6,59,3,2123,460,53,10,634,79,69,17,26,4,26,3,1383,398,23,3,284,40,112,9,20,3,15,0,914,639,68,16,714,72,157,6,33
SOSR611,0,3,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,3,0,10,0,11,0,0,0,3,0,0,0,4,3,6,0,21,0,0,0,0,0,0,0,4,0,11,0,15,3,0,0,3,0,6,0,11,0,65,0,80,0,3,0,3,0,6,0,37,4,50,0,105,3,20,0,16,0,43,0,49,6,111,6,246,5,21,0,29,7,112,3,72,5,95,4,365,14,54,3,119,6,197,5,70,14,96,3,581,37,58,9,241,18,183,11,40,18,69,3,685,57,40,8,256,28,161,13,31,6,42,3,637,93,32,0,289,21,124,9,27,9,33,3,639,258,52,8,501,50,160,26,21,7,32,3,1114,230,18,11,391,48,53,14,11,5,13,3,786,176,13,6,190,22,21,9,3,3,13,0,448,115,0,3,80,15,27,6,3,3,3,0,252,155,13,3,184,13,56,3,4
SOSR612,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,0,3,0,4,0,5,0,12,0,20,0,41,0,3,0,3,0,6,0,12,0,27,0,60,0,11,0,12,0,39,4,26,0,43,0,132,7,20,0,54,4,63,4,22,3,53,0,236,23,19,0,74,12,58,5,20,4,23,0,247,23,5,0,83,6,42,3,7,3,27,0,202,24,8,0,77,3,28,4,8,6,13,0,169,95,10,7,135,19,47,0,3,0,6,0,319,61,4,3,71,6,16,0,4,0,3,0,170,34,3,0,47,4,3,0,0,0,0,0,106,25,3,0,15,3,12,0,0,0,0,0,59,24,0,0,31,3,10,0,0
SOSR613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,0,37,0,3,0,0,0,5,3,11,0,29,0,48,0,7,0,4,0,14,3,21,3,43,0,99,0,10,0,18,0,30,0,31,8,49,0,150,9,16,0,64,7,87,8,39,9,52,3,287,14,23,0,106,17,83,0,17,8,30,0,300,19,16,0,97,9,59,4,18,3,19,0,253,41,13,0,115,9,50,10,12,0,12,0,266,105,14,3,184,24,71,4,14,5,12,0,439,106,8,4,123,15,26,4,3,0,3,0,289,58,6,4,71,5,8,0,0,0,0,0,153,32,0,0,30,7,8,0,6,0,0,0,81,61,0,0,44,3,14,0,0
