SOSR_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
SOSR514,0,0,3,11,0,7,22,9,0,3,0,7,3,3,3,81,0,0,0,0,0,3,3,7,4,0,8,8,4,4,3,42,0,3,3,7,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,73,18,12,31,8,26,28,5,4,3,9,3,0,14,230,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,3,3,3,0,9,5,30,0,0,4,21,12,0,4,46,7,4,13,12,9,8,12,149,0,0,3,0,0,4,14,12,6,0,0,3,8,3,3,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,17,0,3,4,23,17,16,6,18
SOSR515,0,0,0,19,16,11,20,21,4,9,0,3,0,3,5,113,0,0,0,3,3,11,7,45,5,6,6,11,48,16,40,205,0,0,15,14,0,4,3,0,0,3,0,0,3,0,0,42,0,0,7,3,0,0,0,0,0,0,0,4,0,4,0,26,0,0,0,0,3,6,4,8,0,0,0,0,0,0,0,29,0,71,33,33,48,24,35,36,16,7,5,16,4,8,16,346,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,4,8,5,10,3,0,3,8,3,0,9,47,0,14,10,30,4,10,23,112,28,22,13,22,24,8,11,335,0,0,3,3,0,15,19,35,7,8,4,7,11,3,3,128,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,10,51,14,31,23,45
SOSR521,0,0,0,11,6,3,25,7,0,0,0,4,0,3,0,69,0,0,0,0,0,0,3,19,0,3,11,6,3,0,0,40,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,18,0,51,27,24,26,5,18,18,3,3,4,5,0,0,10,189,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,22,0,3,0,24,6,3,5,26,19,18,15,21,10,5,9,147,0,3,3,0,4,7,3,6,25,0,3,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,4,21,6,13
SOSR522,0,0,3,3,0,0,3,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,5,0,0,0,0,0,3,20,0,10,7,16,8,3,3,8,0,3,3,0,0,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,3,3,10,6,0,4,3,5,8,0,60,0,0,3,3,0,0,0,0,3,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,9,7,5
SOSR531,0,0,14,42,50,59,33,33,6,10,3,0,3,3,11,281,0,0,3,0,0,8,33,72,19,20,20,20,39,18,37,297,0,5,48,55,3,10,8,0,0,0,0,0,0,0,7,146,0,8,12,11,3,5,0,4,0,7,0,0,0,0,0,39,0,0,5,4,5,8,3,14,3,0,0,0,0,0,7,50,3,144,70,102,154,78,88,83,9,5,3,12,16,6,20,815,0,8,12,6,3,0,4,0,0,0,0,0,0,0,6,40,0,0,3,8,14,5,14,4,0,0,0,0,3,3,20,76,4,21,30,91,13,28,42,123,15,24,23,14,8,7,46,480,0,16,4,3,3,20,38,32,13,6,10,8,13,8,17,187,0,0,0,0,3,3,3,3,5,9,4,0,0,0,50,92,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,31,0,13,19,82,42,79,60,112
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SOSR599,0,0,0,0,3,4,0,0,0,0,0,0,8,3,4,26,0,0,0,0,0,3,4,3,0,0,3,4,5,10,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,5,3,0,0,3,4,11,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,0,0,0,3,0,0,0,5,0,0,4,3,3,12,6,31,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8
SOSR603,0,3,14,63,27,59,61,53,7,6,13,9,10,5,9,347,6,13,27,16,19,68,222,490,106,138,213,285,344,238,135,2315,0,8,61,56,4,8,6,5,0,0,0,0,3,0,8,161,0,10,6,3,3,3,7,6,4,0,0,3,5,0,0,56,0,0,15,8,19,35,21,8,0,0,11,0,3,0,3,124,5,247,157,104,84,46,71,40,12,3,11,10,14,9,40,855,3,32,149,102,27,17,0,8,0,0,9,3,3,0,17,373,0,0,7,24,25,31,42,43,10,12,6,19,20,12,26,280,7,19,14,51,16,44,124,397,46,66,61,136,142,83,27,1224,0,18,6,9,8,8,39,21,6,7,3,6,8,0,4,147,0,0,0,6,15,6,23,41,15,17,58,45,46,28,15,305,0,0,0,0,0,3,6,13,3,17,3,10,4,4,0,69,0,12,24,55,36,45,32,34
SOSR611,0,0,3,15,10,21,16,22,0,0,4,3,13,0,0,112,0,0,5,7,6,19,38,79,26,31,31,48,41,36,21,399,0,6,12,3,3,0,0,0,0,0,0,0,0,0,4,23,0,0,3,3,0,0,4,3,0,0,12,0,0,0,7,31,0,0,0,3,6,8,6,0,0,3,0,0,4,4,4,37,0,77,47,26,16,10,15,8,4,4,0,0,3,3,4,227,0,3,12,6,0,0,0,0,0,0,0,0,3,0,5,36,0,0,3,3,4,20,13,11,5,3,6,7,8,3,8,79,0,0,3,18,10,17,48,132,23,12,17,39,25,37,10,390,0,3,3,6,3,8,3,9,0,0,3,3,17,5,0,69,0,0,0,0,0,4,10,8,3,3,75,58,32,35,9,230,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,3,3,27,12,11,11,15
SOSR612,0,0,0,3,3,4,8,4,0,0,0,0,0,0,0,15,0,0,0,0,3,0,9,9,3,3,0,0,0,5,3,40,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,14,0,14,14,7,7,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,8,30,5,3,3,0,8,4,0,68,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
SOSR613,0,0,4,0,4,3,6,5,0,0,0,3,0,0,0,20,0,0,0,0,3,12,5,10,4,0,7,0,3,0,0,47,0,0,4,5,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,12,0,20,20,15,9,6,0,10,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,17,0,0,3,6,3,6,16,28,3,10,5,6,0,3,0,87,0,0,0,3,0,0,3,3,0,0,3,0,4,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,8,0,5,0,0,4,0
SOSR614,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,6,0,5,3,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0
SOSR615,0,0,7,20,10,4,11,4,0,0,0,0,4,0,3,66,0,0,0,0,0,0,10,19,3,3,7,3,18,0,11,70,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,12,0,4,3,0,0,0,3,5,0,0,0,0,0,3,0,19,0,0,0,3,4,3,0,4,0,0,0,3,0,0,0,24,0,50,59,28,38,4,10,10,0,3,0,0,0,0,9,219,0,3,4,9,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,3,4,3,3,3,0,0,4,3,0,0,3,30,0,3,8,11,0,3,7,13,0,6,3,10,0,4,4,81,0,9,0,0,0,0,3,10,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,3,4,13,7,8,10,3
SOSR621,0,0,0,6,6,3,8,8,0,0,0,0,0,3,0,44,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,26,22,10,10,3,12,6,0,0,0,0,0,0,8,93,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,3,4,9,0,0,3,0,3,0,0,35,0,0,0,0,0,0,8,5,0,0,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,3,3
SOSR622,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,21,6,4,0,3,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
SOSR631,0,0,11,42,32,26,21,29,3,4,14,0,4,0,3,180,4,3,10,4,5,3,19,24,3,4,4,11,5,5,0,109,0,4,3,3,0,3,0,0,0,0,0,0,0,0,0,17,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,3,6,3,7,0,0,0,0,0,0,0,4,33,0,83,93,78,74,58,54,37,4,0,0,9,3,0,10,506,0,4,13,11,7,4,0,0,0,0,0,0,0,0,0,33,0,0,4,3,5,6,0,0,0,0,0,0,0,0,0,32,3,3,12,24,11,3,4,3,0,3,0,0,0,0,3,78,0,7,12,3,3,3,7,8,0,0,0,0,0,0,3,47,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,36,23,24,15,6
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,0,5,5,36,22,26,20,46,16,17,9,9,12,7,3,236,0,10,10,14,33,59,101,432,31,51,53,79,84,43,35,1039,0,0,11,10,0,3,5,0,0,0,0,0,0,0,0,29,0,0,0,8,0,3,4,10,0,4,3,0,0,5,0,41,0,0,6,7,20,43,47,49,3,4,15,9,10,0,7,224,0,69,63,71,41,37,77,92,12,14,11,27,19,13,16,570,0,34,209,249,131,60,108,115,47,74,76,30,30,20,46,1214,3,0,11,21,39,56,29,15,0,10,6,5,5,4,13,220,0,11,8,54,46,59,217,945,180,200,182,232,286,170,65,2658,0,0,3,41,67,134,184,199,42,27,46,44,49,64,35,932,0,0,0,0,3,7,7,39,6,16,21,11,18,0,0,129,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,13,0,7,6,39,19,38,40,222
SOSR712,0,0,3,8,10,7,3,10,3,3,0,3,3,3,0,55,0,0,0,0,0,6,15,32,0,7,5,0,3,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,18,12,32,8,9,7,8,0,8,0,99,0,17,10,14,14,12,16,12,0,0,3,3,3,5,3,115,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,3,3,0,3,7,0,0,4,0,8,0,5,46,0,0,0,4,4,4,60,319,22,58,46,53,34,28,13,657,0,0,3,0,5,0,3,15,0,0,0,0,0,0,0,23,0,0,0,0,3,0,6,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,5,17,17
SOSR714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,10,0,3,3,0,3,0,3,3,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,31,11,13,3,5,8,10,0,91,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,11,0,0,3,3,0,0,0,0
SOSR715,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,10,4,0,0,0,0,8,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,3,4,7,3,5,0,0,3,0,4,35,0,3,9,3,3,4,0,0,0,0,0,0,0,0,3,26,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,28,0,9,0,0,4,4,11,58,0,0,0,0,0,0,5,0,0,0,0,3,7,0,3,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0
SOSR721,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,11,0,0,0,0,3,25,0,4,7,0,4,0,4,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,4,3,23,0,4,3,3,4,5,0,66,0,3,0,0,0,0,3,0,0,0,3,3,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
SOSR722,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
SOSR731,0,0,3,8,9,3,5,4,0,0,0,0,5,0,0,34,0,0,3,0,0,0,8,9,0,0,0,0,0,0,11,24,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,5,0,0,0,8,0,5,0,28,0,13,4,22,12,11,11,12,5,8,0,4,6,3,7,125,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,4,3,5,5,3,14,12,4,0,0,4,4,0,0,55,0,0,0,3,6,11,11,9,7,0,3,3,4,3,4,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,11,4,4
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,6,0,0,0,0,3,6,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,0,5,38,186,140,174,218,137,38,30,36,38,64,24,20,1153,8,26,65,64,205,909,1904,2032,469,494,689,1211,1668,1098,493,11334,0,11,311,634,65,121,76,18,0,7,9,6,3,0,40,1299,0,24,26,53,16,46,72,71,4,8,38,31,23,13,19,441,5,3,14,34,95,243,204,161,7,19,18,27,32,10,29,902,4,704,384,219,149,155,225,134,18,32,16,28,44,24,71,2217,0,113,403,253,57,15,31,11,12,3,16,11,17,4,32,978,13,11,40,100,240,422,336,140,28,45,43,80,72,53,52,1681,3,40,44,261,228,712,2098,3232,500,502,563,802,764,393,262,10396,0,28,37,48,80,106,230,184,37,54,60,99,144,170,18,1298,0,4,8,21,65,119,136,154,73,86,65,47,37,15,12,841,0,0,0,7,11,31,120,141,15,18,22,38,51,80,0,536,0,32,56,120,80,139,85,90
