UCL_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL113017,0,3,0,197,20,6,0,43,4,18,3,4,0,10,85,200,0,0,0,10,0,0,0,0,0,0,6,17,266,43,10,546,47,379,17,58,26,119,94,1595
UCL113018,0,0,0,15,9,5,0,10,0,8,0,0,0,10,51,104,3,0,0,0,0,0,0,0,3,3,3,12,125,46,10,225,27,165,7,54,18,133,53,860
UCL113019,0,0,0,46,21,3,3,40,0,17,0,7,0,20,61,176,0,0,0,0,0,0,0,0,3,5,9,21,257,65,13,393,37,223,14,118,27,242,73,1474
UCL113020,0,6,0,44,12,11,3,24,0,11,0,9,0,18,62,146,4,0,0,4,0,0,0,0,0,0,7,17,167,81,12,334,33,161,19,87,8,139,67,1109
UCL114001,0,0,0,25,6,0,0,7,0,3,0,0,0,4,29,63,0,0,0,0,0,0,0,0,0,0,0,3,103,17,4,136,19,78,8,29,7,35,35,476
UCL114002,0,0,0,39,9,8,0,10,0,8,0,8,0,4,50,99,0,0,0,0,0,0,0,0,0,0,0,3,95,34,6,196,20,73,6,37,4,45,49,559
UCL114003,0,6,0,87,10,3,0,11,0,3,0,4,3,5,56,104,0,0,0,0,0,0,0,0,0,0,4,9,111,86,17,195,15,83,13,52,9,54,62,702
UCL114004,0,0,0,14,5,3,0,10,0,4,0,4,0,11,28,70,0,0,0,0,0,0,0,0,0,8,0,6,68,22,4,106,14,69,6,32,11,85,29,439
UCL114005,0,0,0,8,10,3,0,9,0,9,3,10,0,16,23,80,0,0,0,0,0,0,0,0,0,5,0,11,132,52,3,189,20,166,21,75,16,130,21,836
UCL114006,0,0,0,33,24,3,0,13,0,4,0,3,0,7,19,71,0,0,0,0,0,0,0,0,0,0,3,6,143,25,4,151,24,85,8,24,11,41,26,534
UCL114007,0,0,0,10,10,3,0,6,0,3,0,3,0,5,24,60,0,0,0,0,0,0,0,0,0,0,3,10,91,22,6,128,19,60,4,14,8,57,28,437
UCL114008,0,0,0,15,13,3,0,10,3,0,0,0,0,4,28,67,0,0,0,3,0,0,0,0,0,3,3,12,98,24,12,144,20,69,11,28,3,31,33,463
UCL114009,0,0,0,30,16,0,3,11,0,5,0,0,0,10,28,75,0,0,0,0,0,0,0,0,0,4,0,6,154,28,7,222,23,110,13,33,16,93,29,719
UCL114010,0,0,0,36,13,0,0,13,0,7,0,0,3,5,32,71,0,0,0,5,0,0,0,0,0,0,0,6,131,14,5,191,12,69,17,25,11,43,36,555
UCL114011,0,0,0,27,16,0,0,10,3,7,0,4,0,11,27,72,0,0,0,3,0,0,0,0,0,4,3,12,139,24,6,178,26,99,13,30,4,53,30,604
UCL114012,0,0,0,9,11,3,0,7,0,0,0,3,0,4,22,52,0,0,0,0,0,0,0,0,0,0,0,0,76,22,3,100,14,62,9,30,3,44,28,389
UCL114013,0,0,0,55,10,0,0,17,6,4,0,0,0,3,49,91,3,0,0,0,0,0,0,0,0,3,0,10,158,19,10,242,35,139,9,33,17,70,52,786
UCL114014,0,0,0,128,16,4,3,19,0,5,3,3,0,8,43,111,0,0,0,3,0,0,0,0,0,3,4,9,220,39,10,418,42,128,13,42,8,43,51,999
UCL114015,0,0,0,21,16,3,4,10,3,3,0,7,0,6,39,90,0,3,0,0,0,0,0,3,0,3,0,11,180,42,14,201,16,121,11,58,13,101,50,808
UCL114016,0,0,0,36,16,6,0,17,4,0,0,3,0,4,35,80,0,0,0,0,0,0,0,0,0,0,0,3,171,22,5,196,23,123,4,20,5,47,31,660
UCL114017,0,0,0,91,21,5,0,20,0,7,0,4,3,5,53,116,0,3,3,0,0,0,0,0,0,0,0,11,149,59,9,288,21,89,9,47,11,38,55,779
UCL114018,0,0,0,98,21,3,0,19,3,15,4,10,4,9,96,173,4,0,0,3,0,0,0,0,0,0,3,12,277,40,13,387,46,238,24,54,24,63,99,1261
UCL114019,0,0,0,28,15,3,0,7,0,10,0,0,0,8,35,83,0,0,0,0,0,0,0,0,0,0,0,0,120,32,8,161,18,68,10,32,5,60,39,564
UCL114020,0,3,0,29,24,0,0,17,6,10,0,0,0,6,36,97,3,0,4,0,0,7,0,0,0,0,4,15,151,13,9,181,25,99,5,21,6,57,42,611
UCL114021,0,0,0,63,11,0,3,15,3,10,3,0,0,9,36,86,0,0,0,0,0,0,0,0,0,0,0,4,167,33,6,275,29,136,7,37,4,44,44,786
UCL114022,0,0,0,20,13,7,0,14,0,8,0,8,0,3,31,97,0,0,0,0,0,0,0,0,0,0,0,11,148,50,18,250,22,149,12,66,8,93,37,857
UCL114023,0,0,0,8,9,0,0,8,0,3,0,3,0,11,14,52,0,0,0,0,0,0,0,0,0,0,3,4,49,26,3,82,5,48,9,38,0,91,15,363
UCL114024,0,0,0,40,19,0,3,8,0,10,0,3,0,6,28,77,0,0,0,0,0,0,0,0,0,0,0,7,157,19,11,181,20,84,3,17,9,38,27,565
UCL114025,0,0,0,56,20,3,0,27,3,13,0,0,0,8,56,134,0,0,0,3,0,0,0,0,0,3,3,12,206,21,12,292,37,176,5,32,8,92,68,955
UCL114026,0,0,0,38,10,3,0,13,0,10,0,3,0,3,60,101,0,0,0,0,0,0,0,0,0,0,3,11,125,33,0,306,21,140,13,35,4,59,64,809
UCL114027,0,0,0,37,9,4,0,8,0,3,0,4,3,3,42,82,0,0,0,0,0,0,0,0,0,0,0,4,99,21,4,142,12,70,3,23,7,35,47,455
UCL114028,0,0,0,12,8,0,0,8,0,3,0,6,0,10,17,52,0,0,0,0,0,0,0,0,0,0,0,4,66,19,7,97,11,55,12,31,3,55,16,364
UCL114029,0,0,0,33,14,0,4,7,3,3,0,0,3,4,44,92,0,0,0,0,0,0,0,0,0,4,0,4,138,26,6,196,18,107,6,30,5,60,43,641
UCL114030,0,0,0,15,12,4,0,10,0,13,0,0,3,0,35,71,4,0,0,0,0,0,0,0,0,0,0,9,104,25,6,213,12,93,6,23,11,52,38,576
UCL114031,0,0,0,17,10,4,0,3,0,7,0,6,0,13,23,64,0,0,0,0,0,0,0,0,3,3,3,8,120,25,3,185,13,92,7,39,15,82,29,608
UCL114032,0,0,0,18,3,0,0,6,0,0,0,0,0,3,26,47,0,0,0,0,0,0,0,0,0,3,3,7,55,34,6,118,12,47,7,25,9,57,32,409
UCL114033,0,0,0,7,3,0,0,3,0,3,0,0,0,0,11,24,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,54,11,18,3,5,0,8,11,152
UCL114034,0,0,0,46,13,0,0,14,0,5,0,0,0,8,22,64,0,0,0,0,0,0,0,0,0,0,3,3,147,13,7,192,39,90,8,28,4,43,25,602
UCL114035,0,0,0,16,7,0,0,7,0,6,0,0,0,7,36,63,0,0,0,0,0,0,0,0,0,0,3,3,94,29,11,155,14,122,3,42,13,72,38,594
UCL115001,0,0,0,14,3,0,0,0,0,3,0,0,0,4,16,28,0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,58,10,39,0,14,3,16,17,218
UCL115002,0,0,0,18,5,0,0,6,0,0,0,3,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,4,58,3,0,70,7,37,0,4,0,10,6,205
UCL115003,0,0,0,5,4,0,0,5,0,0,0,0,0,3,10,24,0,0,0,0,0,0,0,0,0,0,0,3,22,12,0,39,3,23,0,10,0,11,10,128
UCL115004,0,0,0,0,4,0,0,6,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,3,25,4,3,31,6,10,0,8,0,7,8,100
UCL115005,0,0,0,19,6,0,0,9,0,3,0,3,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,0,42,22,0,79,6,15,4,11,3,8,18,214
UCL115006,0,0,0,35,10,0,0,5,0,7,0,0,0,4,18,49,0,0,0,0,0,0,0,0,0,0,0,0,101,14,4,138,19,69,7,9,9,28,18,418
UCL115007,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,19,0,15,3,8,0,3,6,73
UCL115008,0,0,0,6,3,0,0,3,0,0,0,0,0,3,8,18,0,0,0,0,0,0,0,0,0,0,0,0,32,10,0,52,8,26,0,4,4,4,11,160
UCL115009,0,0,0,3,3,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,9,3,10,0,3,0,17,11,68
UCL115010,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,47,6,29,0,14,0,13,5,144
UCL115011,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,20,0,10,0,3,0,11,3,73
UCL115012,0,0,0,14,3,0,0,10,0,0,0,0,0,9,22,46,0,0,0,0,0,0,0,0,0,0,0,3,67,20,3,115,15,60,3,25,5,39,24,370
UCL115013,0,0,0,10,3,4,0,10,0,4,0,0,0,3,22,46,0,0,0,0,0,0,0,0,0,0,0,0,38,32,4,76,5,50,3,26,3,25,28,298
UCL115014,0,0,0,5,3,0,0,3,0,0,0,0,0,3,15,24,0,0,0,0,0,0,0,0,0,0,0,3,18,5,3,22,3,19,0,13,0,9,15,108
UCL115015,0,0,0,13,9,0,0,6,0,0,0,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,30,12,0,72,0,25,3,8,4,13,10,182
UCL115016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,18,0,14,0,3,0,8,0,60
UCL115017,0,3,0,28,3,0,0,5,0,9,0,0,0,8,13,37,3,0,0,0,0,0,0,0,0,0,0,5,58,26,4,115,7,65,3,29,5,25,13,357
UCL115018,0,0,0,10,0,0,0,4,0,4,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,0,3,65,7,3,92,8,57,4,18,5,27,14,300
UCL115019,0,0,0,3,6,0,0,3,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,49,3,17,3,3,0,8,3,117
UCL115020,0,0,0,19,3,4,0,11,0,7,0,0,0,0,14,42,0,0,0,0,0,0,0,0,0,0,0,4,71,11,5,109,14,40,3,12,0,31,20,314
UCL115021,0,0,0,3,4,0,0,3,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,26,3,3,26,0,25,0,7,3,14,0,114
UCL115022,0,0,0,5,8,0,0,4,0,3,0,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0,3,7,53,4,0,37,5,21,0,3,0,8,13,144
UCL115023,0,0,0,15,3,0,0,7,0,3,0,0,0,3,11,29,0,0,0,0,0,0,0,0,0,0,0,3,64,0,3,83,4,33,0,5,3,11,9,220
UCL115024,0,0,0,8,0,0,0,5,0,3,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,27,4,25,0,3,0,10,9,117
UCL115025,0,0,0,19,3,0,0,9,0,3,0,0,0,0,16,31,0,0,0,0,0,0,0,0,0,0,0,3,61,9,5,116,12,69,7,12,5,21,17,331
UCL115026,0,0,0,19,3,0,0,7,0,0,0,0,0,3,16,35,0,0,0,0,0,0,0,0,0,0,0,0,43,12,0,76,0,29,0,13,4,6,16,199
UCL115027,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,33,0,14,3,15,0,11,6,109
UCL115028,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,22,3,13,0,7,5,12,8,93
UCL115029,0,0,0,22,0,0,0,0,0,0,0,0,0,5,10,21,0,0,0,0,0,0,0,0,0,0,0,0,38,12,0,65,11,28,0,9,0,21,7,197
UCL115030,0,0,0,34,5,0,0,8,0,4,0,3,0,0,8,33,0,0,0,3,0,0,0,0,0,0,0,4,46,19,3,85,9,37,0,16,0,9,8,229
UCL115031,0,0,0,94,14,0,3,9,0,0,0,0,0,0,28,59,0,0,0,3,0,0,0,0,0,0,3,7,204,9,7,128,30,58,4,13,3,14,33,516
UCL115032,0,0,0,11,3,0,0,3,0,8,0,3,0,0,15,29,0,0,0,3,0,0,0,0,0,0,0,3,75,3,10,78,5,39,3,9,4,14,15,253
UCL115033,0,0,0,15,4,0,0,5,3,7,0,3,0,0,31,57,0,0,0,0,0,0,0,0,0,0,0,5,90,10,5,122,16,50,7,11,3,18,27,362
UCL115034,0,0,0,12,5,0,0,3,0,3,0,0,0,4,21,33,0,0,0,0,0,0,0,0,0,3,0,8,56,12,0,88,5,49,5,12,3,38,21,292
UCL115035,0,0,0,25,11,0,0,7,0,3,0,4,0,0,13,29,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,74,10,26,0,11,0,4,8,185
UCL115036,0,0,0,4,3,0,0,3,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,39,3,21,0,3,0,17,4,111
UCL115037,0,0,0,43,8,0,0,10,0,3,0,0,0,0,20,41,0,0,0,0,0,0,0,0,0,3,0,5,85,9,7,105,9,83,13,13,9,16,22,371
UCL115038,0,0,0,8,3,0,0,5,0,3,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,3,27,7,0,61,5,39,0,13,6,11,8,180
UCL115039,0,0,0,11,5,3,0,6,0,3,0,0,0,7,14,37,0,0,0,0,0,0,0,0,0,0,0,0,33,5,10,72,8,52,3,14,9,31,20,249
UCL115040,0,0,0,14,4,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,3,46,4,0,43,8,28,0,0,0,17,13,157
UCL115041,0,0,0,0,0,4,0,0,0,4,0,3,0,3,15,34,0,0,0,0,0,0,0,0,0,0,0,4,24,12,0,53,10,23,5,9,3,33,12,189
UCL115042,0,0,0,3,3,0,0,6,0,0,0,0,0,7,3,25,0,0,0,0,0,0,0,0,0,0,0,5,36,7,5,31,10,19,3,11,0,23,8,153
UCL115043,0,0,0,9,0,0,0,6,0,4,3,3,0,4,9,22,0,0,0,0,0,0,0,0,0,0,0,0,31,4,4,68,11,45,3,8,0,16,7,194
UCL115044,0,0,0,3,0,0,0,10,0,0,0,0,0,4,12,22,0,0,0,0,0,0,0,0,0,0,0,0,29,9,3,62,9,25,3,11,3,22,13,192
UCL115045,0,0,0,13,7,0,0,3,0,3,0,0,0,0,20,43,0,0,0,0,0,0,0,0,0,0,0,3,48,19,0,78,12,36,3,17,7,38,26,282
UCL115046,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,28,0,22,4,9,0,14,7,100
UCL115047,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,4,20,0,12,3,23,12,134
UCL115048,0,0,0,15,0,0,0,9,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,18,6,3,48,3,25,3,11,0,6,3,126
UCL115049,0,0,0,3,0,0,0,4,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,27,5,13,0,11,0,11,5,82
UCL115050,0,0,0,19,0,0,0,7,0,3,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,42,5,27,4,5,4,12,9,158
UCL115051,0,0,0,5,0,0,3,5,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0,4,0,6,24,9,3,49,11,30,0,11,7,25,11,188
UCL115052,0,0,0,3,3,0,3,8,0,7,0,5,0,3,18,47,0,0,0,0,0,0,0,0,0,0,0,0,40,14,3,79,6,42,0,12,3,29,18,239
UCL115053,0,0,0,30,3,3,0,5,0,3,0,0,0,0,27,46,0,0,0,0,0,0,0,0,0,0,0,0,117,8,6,118,19,60,3,8,0,4,26,376
UCL115054,0,0,0,17,0,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,0,0,0,0,0,0,5,54,17,4,54,4,21,3,19,3,21,11,215
UCL115055,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,20,0,0,3,0,0,0,0,0,0,0,0,3,19,6,3,24,0,13,0,8,0,12,11,105
UCL115056,0,0,0,8,0,0,0,0,0,4,3,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,33,3,3,33,4,22,3,6,4,15,9,130
UCL115057,0,0,0,5,5,0,0,0,0,3,0,0,0,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,70,3,4,67,7,60,3,7,3,13,10,242
UCL115058,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,23,0,17,3,0,0,18,3,96
UCL115059,0,0,0,20,7,0,0,3,0,0,0,0,0,0,9,26,0,0,3,0,0,0,0,0,0,0,0,4,49,5,3,63,3,37,0,3,8,8,9,192
UCL115060,0,0,0,29,4,0,0,3,0,6,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,40,11,0,66,3,29,0,4,0,12,7,178
UCL115061,0,0,0,59,12,0,0,17,0,9,0,3,0,5,33,89,0,0,0,0,0,0,0,0,0,0,0,3,88,34,6,198,27,67,9,30,4,32,35,537
UCL115062,0,0,0,6,7,0,0,3,0,5,0,0,0,0,17,36,0,0,0,0,0,0,0,0,0,0,3,3,40,14,3,42,14,34,0,11,4,23,19,194
UCL115063,0,0,0,31,5,0,0,6,0,3,0,0,0,0,9,29,0,0,0,0,0,3,0,0,0,0,0,12,91,12,15,133,16,71,8,10,0,16,10,384
UCL115064,0,0,0,3,0,0,0,7,0,4,0,0,0,8,12,21,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,50,5,29,0,18,3,27,12,179
UCL115065,0,0,0,56,8,0,0,0,0,3,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,108,3,3,73,33,32,5,3,3,0,16,276
UCL115066,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,20,3,7,0,3,3,14,11,89
UCL115067,0,0,0,9,0,3,0,8,0,3,0,0,0,0,11,26,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,45,6,18,0,12,0,18,11,148
UCL115068,0,0,0,18,8,0,0,3,0,3,0,0,0,6,17,41,0,0,0,0,0,0,0,0,0,0,0,3,48,18,3,111,5,88,3,15,4,33,22,352
UCL115069,0,0,0,10,0,0,0,6,0,9,0,4,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,3,25,5,3,54,8,43,4,12,3,15,8,174
