UCL_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL121065,313,665,0,0,0,0,0,0,21,26,0,0,0,0,0,0,21,26,0,0,0,0,0,0,7,22,8,24,0,0,349,710,56,..,404,710
UCL121066,495,1224,9,25,39,72,51,104,0,4,0,0,0,0,0,0,0,4,9,14,10,16,0,5,0,0,22,36,0,0,570,1372,340,..,915,1372
UCL121067,139,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,501,6,..,148,501
UCL121068,189,481,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,193,488,62,..,258,488
UCL121069,253,642,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,3,0,5,261,655,32,..,294,655
UCL121070,272,578,7,14,0,5,9,18,22,24,0,0,0,0,0,0,22,24,0,0,3,4,0,0,7,11,8,23,0,3,308,646,51,..,357,646
UCL121071,241,529,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,241,538,64,..,308,538
UCL121072,108,339,101,168,0,0,101,168,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,212,504,11,..,223,504
UCL121073,352,838,3,0,0,0,3,0,32,36,0,0,0,0,0,0,32,36,3,3,0,0,0,0,0,3,3,4,3,10,387,884,67,..,457,884
UCL121074,229,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,232,662,8,..,242,662
UCL121075,251,646,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,7,3,7,0,0,264,660,41,..,305,660
UCL121076,222,699,9,7,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,231,711,10,..,237,711
UCL121077,170,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,495,12,..,187,495
UCL121078,252,699,15,24,7,18,20,42,3,0,0,0,0,0,0,0,3,0,9,17,15,19,0,0,0,3,21,35,0,4,292,785,35,..,326,785
UCL121079,167,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,511,8,..,178,511
UCL121080,321,755,5,17,40,76,50,90,17,34,0,0,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,4,7,387,883,139,..,519,883
UCL121081,375,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,382,831,154,..,539,831
UCL121082,225,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,711,17,..,238,711
UCL121083,292,796,3,4,30,68,31,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,874,80,..,404,874
UCL121084,334,727,0,3,0,0,0,3,13,14,0,0,0,0,0,0,13,14,0,0,0,0,0,3,0,0,3,3,4,10,349,761,75,..,429,761
UCL121085,232,592,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,11,0,0,235,610,6,..,244,610
UCL121086,219,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,222,546,9,..,229,546
UCL121087,306,796,0,5,3,3,0,13,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,6,10,0,0,317,820,81,..,392,820
UCL121088,195,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,213,572,8,..,222,572
UCL121089,257,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,831,15,..,269,831
UCL121090,224,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,622,18,..,241,622
UCL121091,325,1007,0,3,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,21,25,0,0,348,1038,27,..,373,1038
UCL121092,292,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,301,835,16,..,317,835
UCL121093,290,634,0,0,0,0,0,0,6,11,0,0,0,0,0,0,6,11,0,0,0,0,0,0,11,11,11,11,6,5,310,664,65,..,374,664
UCL121094,186,508,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,3,190,514,10,..,198,514
UCL121095,157,399,3,7,3,13,7,25,0,0,12,14,0,0,0,0,12,14,0,0,34,54,0,0,0,0,34,54,0,0,206,489,64,..,273,489
UCL121096,227,573,8,10,0,0,8,10,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,11,13,0,0,246,599,31,..,275,599
UCL121097,296,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,765,22,..,313,765
UCL121098,264,567,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,4,269,579,40,..,309,579
UCL121099,329,882,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,11,0,0,0,0,3,11,0,0,340,897,36,..,377,897
UCL121100,356,1024,3,12,3,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,1041,38,..,402,1041
UCL121101,316,698,22,51,11,17,31,69,12,18,3,3,0,0,3,3,14,26,0,0,0,0,0,0,4,6,4,6,3,4,368,802,191,..,553,802
UCL121102,362,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,7,366,872,35,..,401,872
UCL121103,244,629,0,4,0,0,0,4,5,5,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,3,3,5,0,3,254,646,30,..,280,646
UCL121104,299,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,6,11,10,22,0,0,307,634,59,..,367,634
UCL121105,232,558,20,35,8,10,28,49,10,23,0,0,0,0,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,272,638,70,..,343,638
UCL121106,318,753,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,6,324,769,25,..,352,769
UCL121107,269,674,6,7,3,3,10,8,5,10,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,3,0,3,3,8,291,708,16,..,302,708
UCL121108,159,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,463,9,..,164,463
UCL121109,306,790,21,42,3,5,28,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,0,0,342,841,27,..,365,841
UCL121110,279,621,9,10,0,3,11,17,22,32,0,0,0,0,0,0,22,32,6,7,0,0,0,0,0,0,6,7,8,4,322,679,44,..,366,679
UCL121111,265,710,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,264,715,15,..,282,715
UCL121112,190,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,3,0,202,484,9,..,213,484
UCL121113,218,590,13,20,3,0,11,26,10,21,0,0,0,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,7,242,646,23,..,269,646
UCL121114,270,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,9,8,15,280,536,120,..,395,536
UCL121115,281,902,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,0,0,0,0,0,0,0,286,914,9,..,293,914
UCL121116,210,557,0,0,0,5,0,5,13,24,0,0,0,0,0,0,16,24,0,3,0,0,0,0,3,3,4,4,0,0,228,584,13,..,244,584
UCL121117,294,835,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,296,837,12,..,315,837
UCL121118,143,443,8,15,0,0,8,15,3,11,0,0,0,0,0,0,3,11,3,3,0,0,0,0,3,3,3,11,0,0,160,482,44,..,200,482
UCL121119,191,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,190,557,16,..,207,557
UCL121120,215,515,3,6,4,9,6,14,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,222,535,27,..,249,535
UCL121121,293,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,64,0,3,0,0,0,0,48,64,0,0,340,738,35,..,377,738
UCL121122,202,569,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,573,6,..,211,573
UCL121123,207,461,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,207,467,19,..,229,467
UCL121124,179,430,19,16,0,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,200,457,16,..,214,457
UCL121125,197,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,196,608,19,..,218,608
UCL121126,373,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,371,1067,27,..,400,1067
UCL122001,73,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,230,0,..,73,230
UCL122002,95,185,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,3,3,101,192,59,..,160,192
UCL122003,113,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,321,3,..,114,321
UCL122004,62,141,0,4,19,35,18,44,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,7,87,190,44,..,132,190
UCL122005,148,296,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,4,7,161,307,24,..,185,307
UCL122006,103,206,8,6,0,0,8,6,3,9,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,3,3,4,0,0,111,229,33,..,149,229
UCL122007,172,373,3,3,0,0,3,3,3,8,0,0,0,0,0,0,3,8,4,4,0,0,0,0,9,9,7,13,0,0,188,396,37,..,222,396
UCL122008,100,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,265,8,..,109,265
UCL122009,123,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,126,317,8,..,137,317
UCL122010,118,330,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,118,335,9,..,126,335
UCL122011,113,320,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,114,325,3,..,114,325
UCL122012,128,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,309,12,..,137,309
UCL122013,89,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,9,0,3,89,219,19,..,110,219
UCL122014,111,281,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,111,290,10,..,118,290
UCL122015,123,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,123,295,22,..,147,295
UCL122016,89,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,183,24,..,114,183
UCL122017,86,226,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,91,233,4,..,96,233
UCL122018,129,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,316,21,..,153,316
UCL122019,178,374,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,4,10,183,388,52,..,240,388
UCL122020,112,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,3,10,117,285,28,..,144,285
UCL122021,121,246,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,5,128,258,13,..,144,258
UCL122022,69,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,174,0,..,72,174
UCL122023,139,398,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,9,144,412,10,..,156,412
UCL122024,132,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,376,5,..,138,376
UCL122025,123,304,7,20,9,26,22,47,18,30,0,0,0,0,0,0,18,30,3,5,21,31,0,0,3,6,26,41,0,0,181,420,402,..,585,420
UCL122026,104,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,264,5,..,108,264
UCL122027,140,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,56,3,7,0,0,3,9,43,72,4,8,186,426,15,..,199,426
UCL122028,80,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,223,16,..,97,223
UCL122029,73,140,0,0,0,0,0,0,9,8,0,0,0,0,0,0,9,8,25,39,0,0,0,0,0,0,25,39,4,3,108,190,85,..,188,190
UCL122030,152,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,11,8,14,0,0,157,366,21,..,180,366
UCL122031,87,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,194,35,..,118,194
