UCL_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL314008,23,15,41,10,16,25,17,62,78,24,108,129,73,198,270,74,81,152,235,65,304,121,68,193,175,75,245,149,48,200,124,42,161,84,18,106,182,40,227,119,7,124,79,6,84,46,10,58,53,3,59,256,20,276,42,79,118,1894,960,2856
UCL314009,11,16,25,8,3,11,7,23,32,7,59,71,47,125,172,44,47,92,124,44,167,83,54,142,107,50,158,99,40,140,92,19,115,98,22,114,186,34,222,105,4,104,58,4,67,41,13,51,58,0,64,169,20,180,24,23,46,1368,605,1973
UCL314010,12,35,38,7,10,17,6,36,40,16,69,79,60,185,253,51,84,140,188,57,240,110,82,193,160,63,227,137,38,174,100,19,117,87,13,103,130,24,155,91,6,101,35,11,43,28,7,33,35,18,59,137,39,176,33,46,75,1423,856,2272
UCL314011,7,5,15,6,4,9,4,26,31,10,49,62,28,110,143,37,49,90,91,49,141,83,65,153,126,55,176,120,40,164,100,25,129,118,20,135,198,33,240,112,9,118,63,3,65,38,7,46,55,3,57,120,6,127,31,48,78,1360,601,1960
UCL314012,6,10,23,10,3,11,8,27,36,17,36,52,48,86,136,48,36,86,129,50,178,110,54,163,113,44,158,133,26,161,125,32,150,106,21,126,194,16,214,115,0,111,71,4,70,31,0,31,58,0,58,188,9,198,18,25,48,1534,476,2008
UCL314013,14,9,19,9,9,18,10,18,28,11,17,26,36,71,113,43,43,86,180,32,204,148,27,173,172,53,228,184,29,212,181,20,208,188,12,200,383,34,409,300,7,310,217,5,226,137,4,143,176,3,181,256,5,260,27,16,39,2668,409,3083
UCL314014,14,16,30,15,20,34,10,57,65,23,114,135,63,211,275,52,99,158,192,104,291,172,87,260,177,63,242,174,46,216,117,24,138,106,17,130,166,21,186,72,3,71,44,0,45,31,3,32,44,0,50,152,21,175,36,55,90,1650,966,2620
UCL314015,4,8,13,7,0,6,0,9,11,7,0,5,18,15,28,26,9,32,59,13,79,58,10,74,65,15,77,118,16,135,116,9,130,126,3,129,227,14,242,161,3,168,90,0,88,49,0,50,73,3,71,148,6,159,17,7,29,1373,143,1516
UCL314016,14,16,33,6,11,16,17,63,83,28,127,156,89,230,321,63,103,170,235,78,314,159,81,234,214,67,279,154,36,190,122,17,141,108,17,127,164,17,184,126,3,129,68,0,70,28,5,33,35,3,39,190,18,205,46,68,116,1880,962,2840
UCL314017,4,7,17,3,3,9,4,15,21,15,10,23,26,21,46,19,11,36,38,24,59,37,39,68,53,47,95,75,53,131,75,48,122,98,49,147,297,126,421,230,9,238,149,8,162,184,79,257,411,17,426,203,19,224,23,8,39,1946,595,2540
UCL314018,4,3,7,4,3,9,3,10,12,3,6,12,14,12,26,17,9,26,41,11,58,43,22,70,62,15,82,86,17,104,94,18,104,113,17,134,315,22,341,229,4,236,153,0,153,120,4,122,150,0,147,135,3,138,19,3,21,1604,185,1793
UCL314019,7,10,23,6,9,20,11,43,53,12,51,59,37,91,126,36,61,93,98,51,146,70,78,145,113,86,202,120,62,180,121,53,170,118,35,159,233,54,289,145,11,153,100,3,109,56,15,65,89,8,97,210,18,228,26,46,71,1600,780,2381
UCL314020,20,24,42,11,6,19,11,30,45,6,61,76,98,199,294,100,97,193,379,57,431,242,72,321,253,66,316,231,35,264,163,31,193,160,17,179,250,25,281,142,3,149,94,0,94,47,5,54,73,0,70,231,11,244,53,40,87,2566,780,3347
UCL314021,17,25,40,7,13,18,17,29,45,10,62,75,68,161,223,62,83,141,181,72,253,130,70,196,193,55,250,200,30,232,123,32,152,128,18,143,241,23,263,149,3,155,107,0,108,57,9,64,118,0,117,182,13,194,37,29,68,2031,718,2755
UCL314022,23,19,43,20,6,30,16,36,55,18,61,81,56,96,153,80,49,131,117,43,163,85,53,133,126,57,183,145,34,175,113,39,152,144,43,191,391,73,465,278,7,287,173,4,178,154,27,179,270,4,279,305,15,319,29,27,55,2553,691,3237
UCL315001,0,4,4,4,0,4,3,5,7,0,3,6,8,8,13,4,3,5,20,4,29,29,8,35,48,9,51,38,3,41,40,3,45,35,6,40,69,3,74,61,0,61,61,0,61,35,0,33,46,0,46,99,0,95,7,3,8,594,61,659
UCL315002,3,3,5,0,0,0,0,17,13,3,6,10,24,42,64,13,17,32,53,24,74,23,11,32,36,10,44,22,3,27,24,12,32,12,6,17,31,3,37,21,0,20,10,0,12,9,0,4,9,0,9,43,0,43,11,8,19,347,150,494
UCL315003,0,0,0,0,3,3,7,13,25,0,3,3,36,0,32,8,3,11,21,0,17,27,0,28,32,0,32,24,3,25,8,5,10,11,3,14,8,5,12,3,0,6,4,0,4,4,0,3,0,0,4,9,0,10,0,0,3,207,50,255
UCL315004,0,0,0,0,0,3,0,3,5,6,3,10,14,5,15,9,3,16,18,3,20,18,4,19,22,6,32,34,8,40,15,4,23,16,0,15,26,7,33,14,0,14,9,0,13,4,3,6,6,0,6,18,3,20,0,11,6,238,59,299
UCL315005,9,5,13,8,0,11,18,24,39,5,38,43,43,94,138,31,58,91,131,36,168,74,42,114,116,37,155,108,25,131,60,3,67,52,8,64,86,9,93,48,0,47,25,0,28,18,9,26,16,0,16,80,6,84,25,21,43,946,419,1367
UCL315006,3,5,9,6,3,7,4,13,17,11,19,26,14,20,34,13,13,25,31,15,49,20,17,37,28,34,62,47,28,78,42,33,81,76,43,116,183,80,260,104,6,112,91,3,96,88,30,120,151,4,158,110,10,117,9,19,25,1030,399,1424
UCL315007,3,7,10,0,9,14,6,13,19,3,26,27,21,119,143,29,36,66,102,26,121,67,23,92,76,21,101,62,17,81,43,9,53,52,6,53,61,6,69,38,0,38,23,0,25,9,0,11,21,0,23,56,0,58,14,28,38,693,341,1034
UCL315008,14,13,21,3,3,6,0,23,25,10,25,35,32,88,115,49,31,80,134,20,160,88,21,114,60,27,84,68,14,79,49,8,59,41,7,42,60,0,64,29,0,28,12,0,12,8,0,5,4,0,4,67,15,81,20,28,44,745,323,1071
UCL315009,12,5,18,3,3,5,6,3,12,3,24,27,28,60,91,20,17,35,98,7,108,36,22,59,40,7,51,38,0,39,10,3,10,15,0,21,16,0,20,12,0,12,0,0,0,0,3,3,4,0,4,36,0,33,4,16,16,388,177,560
UCL315010,9,9,20,4,0,7,3,11,11,8,12,21,21,33,55,23,12,28,42,10,55,25,12,43,39,19,63,64,21,81,57,15,74,55,4,61,137,22,156,101,0,101,57,3,56,41,4,45,65,0,65,106,3,111,15,11,23,870,202,1080
UCL315011,0,0,0,3,0,3,0,9,7,0,3,3,5,17,23,10,4,19,37,7,45,17,8,26,22,7,28,38,7,43,24,3,27,33,3,34,37,0,44,20,0,20,9,0,13,0,0,0,3,0,3,30,0,30,5,3,11,306,65,373
UCL315012,3,9,12,9,3,14,7,13,16,3,25,28,19,53,73,6,26,37,39,19,53,21,14,39,38,15,55,34,8,44,14,13,28,17,3,19,17,4,23,14,3,17,4,0,4,3,3,7,8,0,8,24,3,28,13,20,27,298,233,529
UCL315013,3,7,8,0,0,3,0,8,9,0,5,9,7,19,20,13,10,21,31,5,33,23,9,31,33,3,41,43,5,47,36,10,47,48,3,48,84,5,89,55,0,58,30,0,30,16,0,22,37,0,37,63,6,66,3,4,9,531,92,624
UCL315014,3,0,3,3,3,5,0,10,7,3,3,5,11,13,22,5,9,9,32,9,34,17,12,32,37,9,47,57,6,61,37,5,40,65,3,73,104,6,115,73,0,73,60,0,60,26,0,26,35,0,33,59,0,64,0,7,6,627,85,710
UCL315015,4,8,11,3,4,5,3,20,30,6,45,56,24,85,112,27,31,58,61,27,88,56,31,86,58,25,83,59,21,80,42,16,52,55,12,67,101,13,115,60,0,62,40,0,39,17,3,22,24,0,22,71,6,84,31,26,62,749,385,1132
UCL315016,0,0,0,3,0,5,16,21,30,7,11,23,22,4,28,22,5,30,27,3,28,31,4,28,31,3,34,25,0,25,10,0,10,12,0,9,10,0,10,3,0,3,3,0,3,0,0,0,0,0,0,5,0,5,5,0,5,229,52,281
UCL315017,5,10,18,0,3,3,10,10,18,9,19,21,21,53,72,22,27,43,64,11,76,28,9,39,39,19,53,26,10,33,19,4,22,13,5,16,20,3,24,11,0,11,9,0,9,3,6,5,5,0,5,36,0,32,4,21,28,332,198,529
UCL315018,4,0,6,3,4,3,3,10,11,3,23,21,8,32,39,7,12,21,26,23,48,19,17,40,33,20,51,29,14,47,29,13,40,27,16,45,77,20,99,51,4,51,26,0,26,33,3,36,36,0,36,58,6,60,4,17,19,486,221,709
UCL315019,3,3,3,0,3,3,3,12,18,4,29,27,22,57,80,13,23,34,51,11,64,29,21,57,29,3,34,39,8,41,15,5,20,11,0,11,25,0,26,7,0,7,3,0,3,3,4,5,3,0,3,21,3,17,7,14,20,299,185,486
UCL315020,7,10,11,3,3,3,5,7,8,3,16,25,13,28,34,6,11,16,15,9,21,19,27,40,22,30,56,22,25,49,27,18,51,26,19,47,77,23,92,43,5,51,55,0,51,28,6,33,47,0,52,66,10,75,15,21,39,487,257,747
UCL315021,4,0,6,4,0,4,3,20,24,4,20,21,20,39,63,4,10,19,27,10,42,17,13,30,16,13,25,17,10,30,16,6,27,15,5,21,21,3,30,18,0,18,14,0,14,4,7,15,15,0,16,39,0,39,7,3,15,273,167,447
UCL315022,7,6,10,0,3,3,4,9,16,3,24,23,12,55,69,9,22,33,23,22,46,31,28,55,27,15,38,28,11,36,20,13,35,23,3,28,46,15,61,25,0,27,20,0,20,7,3,15,10,0,5,50,5,55,12,18,28,360,251,610
UCL315023,14,3,20,7,0,8,6,19,25,16,42,54,60,107,167,50,31,84,197,20,214,78,30,114,88,26,114,64,4,70,22,0,30,17,4,19,36,0,41,12,0,18,4,0,4,5,0,4,7,0,7,72,6,81,16,20,45,776,328,1105
UCL315024,4,6,12,3,4,10,10,18,32,0,40,41,31,84,111,27,50,71,87,23,115,76,26,99,91,27,115,82,13,97,57,9,70,61,3,63,74,7,80,43,0,48,15,0,15,16,0,14,12,0,12,55,4,61,18,20,33,757,350,1106
UCL315025,3,5,12,8,4,11,3,11,14,4,35,38,23,70,96,38,27,71,71,17,86,52,18,71,49,12,59,41,8,47,31,7,41,23,5,26,37,4,41,5,0,5,8,0,8,9,0,5,5,0,5,40,3,44,10,12,23,453,240,695
UCL315026,3,3,3,3,0,3,0,3,3,0,3,3,5,6,16,7,3,16,26,8,28,13,3,16,24,9,37,24,8,28,30,4,28,27,0,28,41,0,49,18,0,18,7,0,7,4,0,4,4,0,4,25,4,28,7,0,10,282,50,334
UCL315027,4,3,8,0,0,3,3,3,5,5,12,16,11,16,28,12,4,13,33,5,41,26,9,38,34,13,44,30,4,40,24,12,35,44,7,51,81,4,87,60,0,60,39,3,41,31,0,31,42,0,42,50,0,50,7,4,10,532,106,638
UCL315028,0,0,0,3,0,3,4,6,8,13,0,11,22,3,24,20,3,24,21,4,29,17,0,19,31,3,37,26,4,25,19,0,20,9,3,15,16,5,19,11,0,15,0,0,0,3,0,3,0,0,3,7,0,12,4,0,4,230,38,268
UCL315029,0,0,3,0,3,3,0,10,9,3,10,8,3,19,26,11,5,17,15,13,20,18,13,27,20,9,34,23,7,33,22,19,45,35,14,52,94,44,132,63,3,61,26,0,27,43,25,67,53,0,53,55,3,54,6,3,11,486,205,683
UCL315030,5,14,22,7,8,12,11,22,32,13,53,71,40,107,150,57,41,99,122,40,162,107,47,155,98,45,145,95,21,116,59,25,86,61,12,72,132,24,152,68,0,70,45,0,45,23,4,31,58,0,56,135,10,150,25,23,52,1178,499,1674
UCL315031,5,8,8,3,0,3,0,0,0,6,12,16,21,29,50,20,7,30,52,22,80,49,9,60,69,19,88,72,15,87,58,19,80,53,4,55,95,12,99,60,0,60,32,0,32,12,3,16,19,0,19,67,4,75,10,3,13,713,163,872
UCL315032,3,0,6,0,3,5,3,13,18,0,31,33,25,56,76,19,28,47,52,27,77,38,23,60,30,25,57,42,10,51,27,10,35,29,3,36,39,7,49,20,3,19,13,0,14,0,0,0,5,3,8,32,4,38,12,17,31,387,255,641
UCL315033,4,0,3,7,3,9,7,6,16,3,15,14,22,41,61,27,9,39,96,11,109,72,26,102,100,15,111,105,10,110,70,12,87,65,8,70,141,8,151,77,0,77,46,0,46,29,0,31,42,0,42,93,11,100,15,5,25,1024,191,1221
UCL315034,0,3,4,0,0,3,0,3,5,0,8,8,9,13,22,14,4,18,24,4,27,18,6,29,34,3,36,40,0,41,29,0,27,26,0,26,61,0,57,31,0,31,22,0,22,18,0,21,14,0,14,32,4,36,3,0,3,363,63,423
UCL315035,0,0,3,4,0,4,4,3,4,0,3,3,4,7,14,6,8,17,29,5,33,32,7,36,39,9,45,24,12,40,41,4,42,50,3,57,98,7,99,69,3,71,35,0,35,17,4,18,15,0,15,68,4,70,0,3,9,540,78,624
UCL315036,0,0,0,0,0,3,11,9,21,0,9,6,22,0,22,15,3,15,14,3,20,12,8,18,21,3,29,11,0,13,6,5,13,10,0,14,14,4,18,10,0,14,0,0,7,0,0,0,9,0,11,26,0,29,14,3,18,201,57,261
UCL315037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,8,0,10,10,0,12,14,0,11,12,0,8,13,4,3,8,12,3,15,11,0,15,8,0,8,4,5,6,5,0,5,11,0,13,0,22,17,63,81,149
UCL315038,4,0,3,4,0,4,3,5,13,6,10,15,12,17,30,6,3,8,24,3,25,13,10,26,26,12,40,22,7,29,24,4,25,21,3,29,36,5,43,35,0,35,14,0,9,15,3,17,25,0,25,53,3,59,4,3,11,357,95,450
UCL315039,4,7,10,12,3,15,7,14,23,13,23,39,34,67,103,29,33,64,79,38,112,57,33,87,78,22,104,62,20,78,47,6,53,55,4,59,93,9,100,58,0,58,32,0,31,19,0,14,27,0,24,74,0,71,20,31,45,780,326,1105
UCL315040,3,3,8,0,0,0,6,8,14,3,19,23,15,51,65,13,22,33,48,13,60,37,19,52,29,6,41,21,4,22,12,4,9,15,3,14,11,0,11,4,0,4,3,0,3,0,3,0,3,0,3,29,3,38,17,24,35,268,175,445
UCL315041,13,9,28,0,10,10,14,57,63,8,83,99,52,146,197,35,66,100,125,50,174,94,46,136,98,52,147,129,27,153,68,13,80,67,7,81,120,5,120,51,0,51,31,0,33,22,8,27,34,0,34,106,6,111,39,51,91,1100,646,1745
UCL315042,6,4,8,0,0,0,3,5,5,0,8,7,12,17,32,11,6,13,43,10,57,28,12,43,43,25,71,39,8,44,27,11,45,40,5,44,71,3,76,51,0,52,24,0,24,13,3,14,46,3,47,51,8,56,4,10,17,520,133,651
UCL315043,3,3,7,0,0,3,5,0,10,3,12,11,23,29,47,22,9,35,47,14,59,53,15,66,74,19,89,64,20,83,86,9,98,92,8,96,177,11,186,121,0,121,65,3,64,32,4,32,81,0,81,113,3,119,21,8,32,1080,167,1248
UCL315044,6,15,24,6,3,7,4,16,25,9,23,26,35,56,84,38,23,64,107,20,126,84,26,104,97,33,129,108,21,130,95,15,105,102,4,111,175,8,187,127,8,135,51,0,48,31,0,35,38,0,38,126,10,134,24,17,38,1264,293,1555
UCL315045,3,3,10,0,3,3,0,12,8,5,19,19,16,64,84,10,24,32,51,14,66,41,21,56,41,11,56,36,14,46,37,4,47,32,9,45,49,3,51,30,4,32,14,0,14,3,3,10,16,6,23,44,3,52,14,14,33,450,226,678
UCL315046,3,0,6,3,0,3,0,4,8,4,10,11,15,30,38,8,9,25,54,8,61,31,17,41,32,21,53,50,12,63,36,4,41,34,3,40,57,5,61,31,0,32,20,0,20,4,0,6,9,0,9,51,3,56,0,3,11,442,125,571
UCL315047,3,6,8,3,7,7,0,14,16,10,19,33,20,46,68,28,31,60,76,13,93,36,14,57,44,18,58,43,9,52,35,3,41,17,0,20,30,6,38,21,0,21,8,0,8,0,0,0,11,0,11,51,3,49,8,10,18,449,198,648
UCL315048,11,9,20,4,3,7,3,20,24,3,32,36,25,44,72,34,31,60,62,24,84,35,20,57,50,27,82,52,20,71,34,13,46,32,6,42,65,6,73,35,0,39,15,0,16,14,4,17,20,0,20,84,12,95,6,9,9,585,283,863
UCL315049,5,10,19,6,3,6,11,23,36,3,48,54,39,141,181,42,48,92,115,23,141,86,43,134,98,22,122,94,17,108,43,13,60,33,6,37,59,13,66,36,0,36,10,0,10,5,0,12,13,0,14,69,3,75,30,39,63,807,454,1259
UCL315050,5,9,15,5,9,12,10,13,24,9,41,49,29,57,91,42,28,72,95,20,116,82,28,108,101,27,132,90,13,99,81,23,103,69,7,80,107,15,122,72,4,81,36,0,36,24,0,25,29,0,29,118,10,128,15,16,32,1036,316,1353
UCL315051,3,5,9,0,4,6,3,3,3,0,6,8,12,18,36,22,11,33,56,5,66,37,10,45,46,12,51,52,7,62,53,9,60,55,3,61,98,7,104,66,0,66,43,0,43,22,4,27,39,0,39,56,0,59,12,6,18,671,123,789
UCL315052,4,5,13,5,4,6,0,16,16,10,33,41,15,49,68,22,23,42,36,37,72,39,49,84,49,45,87,51,34,85,57,19,72,43,17,65,88,31,116,54,5,57,28,0,35,19,6,22,27,0,29,90,13,97,16,18,31,643,391,1034
UCL315053,6,4,13,4,3,5,3,24,27,13,24,41,30,108,138,64,37,98,123,24,148,93,38,131,100,40,143,102,20,119,71,11,74,48,13,64,96,7,106,37,0,37,15,0,15,16,0,16,13,0,13,83,8,89,20,7,29,951,360,1310
UCL315054,14,22,33,7,7,15,6,44,50,17,64,81,61,151,205,53,57,113,155,57,212,73,33,111,87,34,123,55,12,71,29,12,42,23,6,26,35,7,40,9,0,12,9,0,9,3,0,3,9,0,9,53,9,70,14,27,43,711,545,1254
UCL315055,5,3,8,0,3,4,0,15,21,6,28,35,18,66,79,22,8,33,53,20,74,33,16,49,43,17,64,32,4,37,26,8,30,25,6,30,36,5,45,31,0,31,13,0,13,3,0,3,15,0,15,51,0,51,4,15,24,424,209,633
UCL315056,5,9,19,6,9,16,4,19,23,6,37,42,28,114,138,33,61,92,106,33,140,76,30,107,86,28,108,70,18,81,58,11,68,48,15,62,72,10,85,46,3,50,19,0,19,24,3,28,26,0,26,67,10,69,3,14,22,778,416,1192
UCL315057,0,3,7,0,3,4,5,9,8,3,4,6,13,21,28,9,3,12,30,6,33,20,14,36,27,7,30,59,8,65,34,12,47,55,8,61,100,11,110,70,0,69,37,0,37,16,4,24,31,3,38,97,3,99,11,3,16,614,112,727
UCL315058,4,0,4,0,0,0,0,0,3,3,0,5,6,8,18,6,7,16,17,4,22,14,3,19,19,6,31,36,3,40,39,7,39,27,3,30,55,4,59,45,3,48,17,0,20,10,0,10,23,0,21,38,10,40,0,0,3,368,61,433
UCL315059,3,3,8,4,0,3,0,5,5,3,3,6,10,8,18,6,7,19,29,10,37,23,11,34,53,15,68,58,3,58,60,4,66,39,0,42,120,10,134,76,0,75,37,0,37,15,0,15,18,0,21,62,4,65,3,3,10,626,86,710
UCL315060,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,6,0,5,0,5,13,8,10,12,17,6,23,11,11,23,24,6,34,86,31,114,51,0,48,21,0,21,40,13,53,77,0,77,39,0,39,0,4,6,397,91,494
UCL315061,5,3,12,0,3,3,0,3,3,9,16,20,9,34,48,6,13,22,27,21,45,24,16,39,19,15,39,29,5,36,10,3,16,12,3,16,34,11,38,26,0,26,11,0,11,4,0,7,17,0,17,25,3,29,6,13,19,267,173,442
UCL315062,0,6,7,3,0,3,0,10,9,3,20,24,20,37,50,4,19,26,33,15,47,33,11,46,34,10,50,41,17,53,26,7,31,23,0,30,31,9,38,27,3,27,6,0,12,7,7,10,10,0,15,36,5,41,8,4,9,352,164,519
UCL315063,0,0,0,3,3,4,4,9,13,0,27,23,15,63,81,14,19,33,34,6,41,21,12,28,23,21,43,25,4,25,16,3,14,10,3,14,25,3,23,8,0,7,6,0,6,3,0,3,4,0,4,21,0,24,7,11,15,230,191,425
UCL315064,6,3,8,3,4,6,6,10,18,10,10,17,22,41,62,26,19,44,63,10,70,64,14,82,64,17,75,77,12,91,60,9,70,56,3,59,112,8,116,72,0,72,43,0,43,19,3,23,43,0,43,100,10,110,10,8,12,852,168,1020
UCL315065,3,4,7,0,0,4,3,14,18,7,29,40,30,42,75,30,28,58,80,13,91,44,25,72,56,20,73,41,10,54,29,3,28,23,3,29,40,3,46,18,0,18,8,0,8,4,5,9,18,0,24,63,3,65,9,13,27,523,225,743
UCL315066,0,4,5,0,0,3,3,16,21,5,36,40,18,46,65,22,20,38,31,31,63,30,15,51,41,9,54,35,11,49,30,11,40,36,3,36,46,4,49,22,0,21,13,0,13,3,0,3,9,0,9,57,3,65,8,12,21,407,238,641
UCL315067,12,12,22,11,4,15,12,39,47,9,55,66,44,115,162,18,29,49,113,28,143,53,35,85,62,25,87,51,7,63,21,15,35,31,4,32,32,8,37,19,0,17,9,0,12,3,3,11,6,0,6,67,5,70,11,31,44,575,439,1015
UCL315068,3,3,9,0,3,5,10,15,20,3,12,13,9,16,29,7,3,14,25,12,36,15,14,32,21,10,39,24,7,33,17,3,22,28,12,39,47,38,87,33,0,33,28,0,30,23,8,31,39,0,39,43,4,45,0,4,13,374,166,536
UCL315069,4,3,6,0,4,8,0,3,3,0,3,4,6,12,14,14,9,17,14,6,19,15,0,17,25,0,25,18,7,22,21,7,28,17,0,17,21,3,23,22,0,22,8,0,11,15,0,17,21,0,21,38,9,42,0,3,4,254,70,318
UCL315070,6,0,5,0,3,3,0,7,6,0,14,18,9,31,41,6,11,19,22,19,45,20,7,35,36,15,50,26,8,40,15,0,23,15,4,21,31,6,42,19,3,24,4,3,3,6,3,6,4,3,4,19,3,22,8,22,36,262,178,442
UCL315071,0,4,7,4,4,4,7,18,23,9,31,42,9,73,86,22,35,58,80,25,108,53,28,76,44,17,66,57,13,65,39,6,46,19,0,22,48,4,49,19,0,23,5,0,4,8,3,4,0,0,0,36,5,45,15,14,31,475,293,766
UCL315072,5,14,19,6,6,14,8,38,46,7,44,53,58,160,213,48,48,97,147,42,191,100,47,147,82,26,101,76,10,89,44,6,53,37,8,40,42,10,50,31,0,28,18,0,13,11,8,20,20,0,20,69,9,73,28,31,63,828,500,1334
UCL315073,0,3,6,5,5,8,3,9,18,8,27,35,14,57,66,6,23,31,42,31,68,23,18,38,30,12,40,23,11,33,11,0,15,17,3,17,22,12,33,12,6,14,4,0,7,3,3,8,6,0,6,28,5,39,7,3,13,267,231,499
UCL315074,4,10,10,7,5,12,15,15,24,12,37,42,30,80,116,35,37,77,131,42,176,83,73,154,101,52,151,104,32,132,90,11,98,73,15,90,116,7,130,51,3,57,32,3,35,14,3,17,24,0,24,114,10,123,21,25,43,1057,455,1513
UCL315075,0,4,4,0,3,5,10,20,33,4,9,7,36,4,37,23,3,23,26,11,32,52,5,62,39,3,42,40,4,49,33,0,33,29,0,28,44,0,51,17,0,17,16,0,16,4,0,4,4,5,10,28,0,28,3,0,9,405,79,483
UCL315076,5,8,8,5,3,8,5,18,24,4,32,37,36,59,95,26,41,62,97,30,123,90,35,129,122,35,157,111,20,131,92,5,99,84,5,93,147,4,152,85,0,86,57,0,59,25,4,27,44,0,44,113,3,119,12,20,25,1150,323,1478
UCL315077,4,4,7,8,9,10,5,6,13,9,21,26,21,60,83,19,44,58,93,25,116,44,29,71,69,23,89,77,10,87,40,8,46,64,9,66,94,7,98,52,0,53,33,0,33,12,6,22,17,0,17,66,4,67,9,12,18,725,277,1000
UCL315078,0,3,3,3,0,4,3,14,18,8,15,18,17,39,58,14,14,29,48,17,67,48,21,73,54,12,66,44,7,46,41,7,49,34,0,41,48,11,52,24,0,24,18,0,19,3,0,4,15,0,15,51,4,48,5,9,10,474,168,648
UCL315079,8,19,28,0,7,4,5,29,34,10,38,50,21,65,89,34,57,87,57,50,109,56,62,121,101,63,163,102,29,135,67,25,92,87,21,107,124,36,159,57,12,71,32,3,41,26,6,30,42,4,41,70,24,95,16,15,30,913,576,1485
UCL315080,5,10,12,5,7,14,12,21,35,4,37,42,26,84,111,32,62,93,92,39,135,67,29,95,73,33,103,87,17,101,64,17,80,64,10,82,75,10,86,56,0,61,20,4,21,13,4,23,21,0,18,105,10,111,13,32,47,839,423,1264
UCL315081,10,3,14,4,3,7,4,11,16,9,21,29,14,35,48,19,17,33,37,8,47,29,14,40,47,15,63,27,7,33,12,8,19,9,3,18,22,7,27,12,0,12,5,0,5,3,0,3,8,0,8,32,5,35,10,5,19,300,175,471
UCL315082,0,0,0,0,0,0,0,0,0,0,4,4,6,3,9,0,6,6,13,3,18,13,5,19,22,4,26,20,3,21,15,0,21,16,5,20,30,4,36,39,0,39,26,0,26,19,0,19,22,0,22,39,0,39,5,0,5,284,43,329
UCL315083,6,0,7,0,7,3,4,5,14,3,10,18,30,32,63,22,13,39,57,10,64,53,17,70,61,12,68,46,13,57,26,3,28,24,3,22,32,0,32,9,0,9,9,0,9,6,0,10,3,0,3,50,9,55,8,13,19,460,145,602
UCL315084,3,11,10,0,0,3,3,11,11,9,22,31,19,56,69,26,33,55,61,18,83,59,22,76,57,20,72,67,10,78,47,10,57,42,10,48,65,9,74,38,0,38,17,0,17,12,0,12,8,0,8,49,3,53,4,18,22,584,247,832
UCL315085,16,23,39,0,3,6,9,40,47,14,75,81,64,177,241,59,44,109,147,49,196,90,48,140,74,33,113,51,9,68,43,9,49,23,10,29,20,5,27,10,0,10,3,0,6,3,4,6,8,0,8,61,11,70,19,32,51,720,582,1301
UCL315086,3,0,7,3,0,4,0,0,0,3,0,3,5,0,8,5,0,10,16,3,18,20,6,31,28,3,31,29,10,33,20,0,21,22,4,27,77,0,79,60,0,61,57,0,58,48,0,54,135,0,135,61,0,61,4,4,4,597,36,640
UCL315087,7,13,23,8,8,14,6,26,35,14,44,59,36,55,86,33,24,60,77,24,103,55,24,76,71,25,95,64,19,83,65,23,86,50,4,56,106,24,128,64,3,66,36,0,36,20,3,24,31,0,31,100,5,109,22,38,58,852,371,1224
UCL315088,5,6,14,0,0,0,6,7,14,14,21,37,21,54,73,24,31,51,34,22,58,28,18,53,53,17,73,47,16,68,45,13,56,52,5,61,75,12,83,43,0,41,21,3,28,10,3,11,20,3,19,59,0,58,10,8,25,574,260,835
