UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL112003,88,254,686,1006,1175,937,159,9,6,4326,164,178,207,248,326,373,238,30,3,1772,11,8,28,31,44,45,22,0,0,182,17,10,22,30,21,20,4,0,3,127,269,454,946,1314,1571,1373,428,36,7,6403,21,32,46,62,45,49,9,0,0,258,37,19,18,18,14,29,13,0,0,142,63,51,59,72,62,72,17,0,0,401,329,507,1004,1390,1628,1451,446,39,7,6805,492,148,139,172,271,647,1270,662,192,3988,24,28,62,98,97,138,127,57,14,646,852,683,1203,1657,1996,2232,1848,762,214,11447,41,145,359,575,778,627,101,4,0,2634,251,241,425,657,815,738,240,20,3,3397,12,18,69,59,59,52,19,0,0,280,14,11,18,13,18,14,11,0,0,89,320,413,871,1301,1665,1430,362,32,4,6393,11,16,24,33,26,26,0,0,0,142,49,32,21,51,37,40,7,0,0,229,57,43,50,78,64,67,6,0,0,365
UCL112004,73,199,488,702,855,628,170,22,0,3136,173,80,107,101,117,216,221,55,8,1086,8,4,12,19,28,28,14,3,0,124,0,9,18,9,11,8,7,0,0,74,260,298,625,832,1010,893,415,81,7,4424,10,21,21,15,16,18,4,0,0,102,21,10,5,0,7,4,10,3,0,74,31,26,22,17,29,23,15,3,0,174,289,326,652,853,1034,912,429,88,7,4598,252,47,57,85,116,293,1057,867,282,3049,29,27,51,58,104,73,83,69,29,523,572,395,755,993,1259,1283,1571,1020,318,8168,31,135,256,353,565,390,82,6,0,1815,222,126,261,423,495,484,210,34,0,2257,18,6,34,29,27,37,14,4,0,161,8,9,10,10,10,7,3,3,0,64,271,279,557,817,1102,923,309,41,4,4297,16,8,9,7,16,11,3,0,0,73,23,6,11,13,15,23,7,0,0,108,40,23,19,26,30,34,10,0,0,179
UCL112005,74,287,686,693,658,427,63,3,0,2894,139,124,153,115,116,122,63,8,3,840,10,15,22,32,24,30,9,0,0,134,5,13,27,14,10,16,0,0,0,97,235,436,895,849,809,595,134,20,3,3964,45,68,90,61,45,46,3,0,0,356,34,21,19,14,3,14,3,0,0,106,78,88,112,70,56,52,8,0,0,461,307,527,1003,917,860,648,139,15,3,4433,324,221,448,417,330,546,819,474,141,3730,28,42,85,59,80,56,69,35,21,482,664,788,1539,1396,1272,1253,1032,527,162,8635,46,171,342,333,383,212,25,0,0,1511,229,196,381,399,379,296,52,7,0,1932,10,18,79,33,25,23,3,0,0,195,3,3,17,6,15,10,3,0,0,60,291,397,820,771,795,541,83,5,0,3695,27,40,43,37,28,16,0,0,0,189,49,29,44,34,36,22,3,0,0,207,76,73,85,71,60,38,3,0,0,398
UCL112006,143,509,1429,1578,1582,1145,196,10,3,6588,421,307,353,307,392,512,221,27,3,2544,27,19,46,48,42,69,20,0,0,269,19,25,50,33,43,17,7,6,0,200,607,862,1875,1964,2061,1736,449,42,4,9597,83,117,114,103,87,76,5,0,0,588,82,30,41,28,36,45,13,0,0,273,161,149,158,129,119,126,15,0,0,859,769,1013,2032,2095,2182,1858,467,42,4,10458,660,210,247,279,464,1043,2025,1273,449,6653,72,101,182,158,189,253,194,184,143,1471,1499,1324,2459,2528,2841,3156,2686,1500,593,18585,79,344,835,880,1191,781,94,3,0,4205,577,422,812,1081,1063,858,203,16,0,5033,20,32,107,63,51,80,27,3,0,390,21,19,16,21,28,14,8,7,0,134,695,815,1768,2043,2341,1731,338,30,0,9762,41,43,57,59,57,39,0,0,0,312,84,53,55,74,64,48,7,0,0,396,130,101,116,138,123,90,7,0,0,703
UCL112007,185,617,1639,1356,1316,925,204,17,3,6268,248,128,204,160,153,185,140,36,0,1259,20,18,42,28,26,53,11,3,0,199,12,21,37,24,27,13,9,4,0,152,462,790,1923,1569,1528,1176,363,66,4,7878,41,90,84,68,60,37,5,0,0,378,55,21,13,11,6,14,3,3,0,133,99,104,102,84,67,52,7,3,0,511,560,899,2023,1653,1597,1226,370,67,4,8389,428,146,184,188,225,427,844,645,257,3342,57,90,184,147,140,121,106,66,32,943,1039,1130,2392,1984,1962,1779,1319,775,295,12671,96,427,1052,852,989,685,77,3,0,4185,410,284,673,633,557,492,124,23,5,3204,15,32,131,52,36,43,9,3,0,321,13,12,30,22,17,14,7,5,3,123,537,752,1891,1565,1597,1230,211,35,6,7836,31,43,64,51,32,20,0,0,0,238,52,35,52,28,21,27,6,0,0,231,87,78,115,78,57,44,4,0,0,471
UCL112008,110,362,824,832,864,627,108,13,0,3734,179,113,142,116,126,174,103,13,3,972,12,11,26,24,31,29,15,3,0,145,14,19,24,18,15,11,5,0,0,109,317,498,1016,995,1036,843,225,31,3,4960,31,50,65,49,46,41,0,0,0,277,34,7,18,15,9,13,3,0,0,104,64,57,79,57,57,55,5,0,0,376,376,562,1101,1055,1093,893,228,32,3,5340,296,174,336,285,283,361,769,481,166,3153,28,52,82,75,84,66,104,77,49,618,702,782,1512,1416,1465,1324,1100,585,222,9104,59,205,501,445,551,356,37,3,0,2156,232,167,398,394,431,343,83,11,3,2057,11,15,75,29,32,44,8,0,0,216,7,12,14,20,10,6,3,6,0,76,313,402,981,886,1027,750,138,19,3,4513,22,21,36,26,35,16,0,0,0,153,39,20,40,26,25,23,3,0,0,160,59,38,71,51,61,34,5,0,0,319
UCL112009,77,317,822,858,867,658,94,12,0,3718,199,207,239,219,242,260,131,17,0,1518,6,12,23,11,25,37,7,3,0,121,11,20,18,20,16,13,3,3,0,109,295,548,1107,1114,1156,967,239,33,3,5461,30,84,71,79,72,49,3,0,0,385,51,48,40,23,20,22,11,0,0,222,82,125,110,97,94,76,13,0,0,603,379,676,1219,1210,1246,1044,249,33,3,6063,400,175,213,215,335,587,887,576,264,3646,60,112,129,107,112,162,112,59,40,899,839,958,1562,1533,1696,1793,1252,676,304,10613,36,220,454,514,692,489,58,0,0,2466,329,292,541,536,564,471,124,9,0,2871,6,26,68,33,29,32,11,0,0,213,10,12,14,16,19,7,4,0,3,84,380,553,1070,1103,1306,999,205,15,3,5638,22,43,42,30,33,23,0,0,0,194,55,50,44,42,37,42,5,0,0,272,79,90,86,72,67,67,9,0,0,464
UCL112010,5,28,89,96,101,56,13,3,0,391,10,3,10,11,11,23,16,4,0,97,0,0,0,0,0,3,0,0,0,12,0,3,3,5,4,3,0,0,0,14,21,34,108,109,118,87,25,5,0,511,0,3,6,3,6,4,0,0,0,23,0,0,0,0,3,3,0,0,0,7,3,3,4,3,12,4,0,0,0,32,24,38,117,108,125,92,25,5,0,545,38,6,7,10,16,23,72,34,10,223,6,4,10,7,4,8,6,3,0,56,67,50,137,125,151,130,106,48,11,819,3,20,38,55,70,34,4,0,0,226,21,22,37,55,34,41,11,0,0,227,3,0,14,3,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,11,33,35,94,118,109,80,21,3,0,493,4,4,0,0,4,0,0,0,0,17,0,0,4,0,0,0,0,0,0,6,3,7,7,0,4,0,0,0,0,25
UCL112011,109,366,1124,935,900,604,98,10,3,4142,198,178,189,175,184,229,108,21,3,1290,14,16,36,38,34,25,9,3,0,168,16,18,37,25,25,23,10,3,0,150,333,581,1385,1174,1139,882,216,34,5,5743,67,93,77,70,62,47,0,0,0,417,34,24,10,14,20,18,3,0,0,132,104,118,94,83,81,61,3,0,0,556,434,701,1477,1258,1223,946,223,34,5,6299,415,236,450,409,422,728,1271,791,261,4972,56,64,149,135,112,131,135,94,80,959,904,1007,2073,1801,1750,1804,1626,922,347,12227,58,251,540,482,522,359,23,3,0,2247,297,281,547,554,526,475,124,11,0,2817,16,22,90,35,35,36,16,0,0,252,18,20,20,15,19,16,3,0,0,113,394,578,1206,1090,1099,887,165,9,0,5430,21,39,37,38,27,13,0,0,0,177,54,30,43,37,28,30,0,0,0,225,76,68,82,79,58,44,0,0,0,401
UCL112012,194,504,1648,1561,1320,902,162,9,4,6296,245,168,237,193,188,235,143,34,3,1445,22,26,41,39,49,41,24,0,0,235,13,19,27,37,34,15,15,5,0,161,472,715,1953,1825,1584,1196,340,47,5,8145,56,66,100,81,75,66,7,0,0,460,61,13,26,20,18,15,6,0,0,164,118,79,127,100,92,86,9,3,0,619,595,800,2083,1927,1682,1275,351,47,5,8768,536,145,187,255,303,585,1034,767,264,4089,75,69,168,162,149,140,97,85,32,974,1207,1009,2432,2340,2136,2002,1491,905,303,13831,85,418,985,881,975,622,69,12,3,4037,385,291,717,769,648,510,157,14,0,3486,20,24,126,62,42,51,16,3,0,353,17,8,23,23,28,9,11,9,0,130,499,745,1854,1735,1692,1194,251,32,3,8004,31,36,57,54,44,28,0,0,0,254,57,49,59,40,34,15,5,0,0,267,89,83,122,98,83,42,9,0,0,526
UCL112013,139,390,1209,1465,1533,1049,173,13,3,5975,331,199,328,311,348,399,228,39,4,2188,23,20,38,42,54,61,20,3,0,260,14,20,27,26,29,24,7,0,0,157,511,631,1598,1843,1961,1537,440,53,8,8578,47,68,72,70,90,91,4,0,0,447,80,22,22,21,19,27,13,0,0,212,128,91,102,91,107,119,13,0,0,656,642,715,1698,1931,2072,1654,453,61,8,9238,553,135,169,231,383,915,2336,1651,635,7004,60,56,138,103,146,169,217,157,73,1124,1260,903,2009,2268,2601,2740,3004,1865,719,17366,65,274,715,866,1156,728,71,3,0,3878,522,303,655,898,1015,812,200,17,0,4422,28,24,83,51,49,73,12,0,0,327,15,13,19,27,27,12,9,5,0,125,634,610,1479,1837,2246,1629,301,22,0,8762,40,32,38,42,52,36,0,0,0,242,78,32,35,47,65,51,3,0,0,318,118,66,76,90,121,86,3,0,0,562
UCL112014,147,573,1484,1112,1171,881,150,18,0,5535,260,151,227,180,183,245,134,32,0,1418,10,9,44,27,32,51,6,3,3,192,18,22,28,29,29,26,10,3,3,160,437,751,1785,1351,1412,1197,300,52,6,7302,50,74,100,57,68,54,4,0,0,404,32,19,25,25,9,16,4,0,0,129,85,91,129,77,77,67,4,0,0,531,519,848,1912,1426,1491,1262,309,58,6,7836,469,145,207,229,283,510,1011,731,269,3863,75,82,179,162,128,142,123,88,37,1022,1062,1083,2297,1822,1905,1915,1451,874,315,12715,80,360,815,703,828,612,74,3,0,3476,333,249,584,603,600,489,132,11,3,3011,25,34,84,42,58,35,13,0,0,283,20,11,31,20,29,19,4,6,0,143,450,655,1516,1366,1506,1160,220,20,3,6909,42,41,85,57,34,22,4,0,0,291,58,28,48,50,25,31,0,0,0,250,101,72,135,101,64,55,5,0,0,540
UCL112015,281,901,2157,2017,1890,1384,227,22,0,8880,408,254,338,252,240,332,200,35,3,2065,13,26,56,46,51,82,21,0,0,299,18,32,42,33,31,34,13,3,0,198,727,1200,2599,2346,2212,1828,454,57,6,11435,65,109,125,88,78,47,5,0,0,521,85,41,24,23,25,34,11,4,0,243,151,156,151,112,97,86,16,4,0,758,877,1356,2750,2456,2314,1910,472,58,6,12196,680,230,257,261,324,618,1341,900,351,4960,74,101,181,152,171,172,131,78,34,1094,1631,1690,3183,2869,2804,2695,1948,1042,390,18257,129,579,1338,1151,1309,874,100,8,0,5485,599,559,888,983,891,774,216,27,4,4946,21,48,169,86,59,63,23,0,0,471,26,18,30,22,23,19,10,0,0,144,774,1212,2435,2234,2290,1727,346,32,3,11042,44,75,84,57,54,28,3,0,0,346,106,57,57,60,22,38,3,0,0,334,151,131,140,110,82,63,6,0,0,684
UCL113001,39,131,373,429,493,424,90,3,3,1986,111,84,127,124,156,174,106,15,0,898,0,8,18,11,17,25,10,0,4,92,6,8,6,14,16,18,3,0,0,80,150,227,523,577,677,645,216,19,9,3052,21,27,36,33,37,22,4,3,0,180,20,5,17,12,10,19,4,0,0,88,41,33,47,44,46,43,6,3,0,267,191,258,572,622,727,691,218,25,9,3320,181,55,82,99,163,392,867,642,298,2778,21,24,49,51,65,105,87,71,77,554,395,338,712,779,956,1189,1170,742,384,6655,18,100,208,264,350,278,32,3,0,1261,142,121,226,304,368,373,100,0,0,1630,10,9,25,17,18,34,5,0,0,121,3,0,4,9,8,15,5,0,3,51,175,231,467,590,748,694,148,5,3,3063,3,8,17,17,13,13,0,0,0,76,15,9,14,11,25,17,0,0,0,95,16,18,28,31,42,27,0,0,0,171
UCL113002,26,80,203,229,280,229,44,6,0,1103,81,63,73,82,104,131,67,7,0,602,4,0,5,10,13,14,7,0,0,60,3,3,19,4,6,3,0,0,0,38,118,149,299,326,401,383,119,13,3,1812,20,23,31,27,32,36,3,0,0,171,12,0,4,8,15,15,3,0,0,62,31,24,37,30,47,42,7,3,0,231,150,178,336,356,450,432,123,15,5,2044,118,30,62,82,135,319,719,464,163,2092,20,8,36,38,62,55,94,84,47,443,291,215,442,483,643,800,936,561,207,4581,11,42,93,141,198,165,18,3,0,669,112,67,145,180,206,225,53,3,0,988,4,5,15,21,22,24,11,0,0,104,8,3,0,3,5,9,0,0,0,31,134,113,256,340,432,424,77,6,0,1788,10,14,13,16,14,19,0,0,0,84,9,10,23,14,10,16,5,0,0,85,15,27,39,32,23,29,5,0,0,169
UCL113003,55,208,561,498,600,526,75,5,0,2532,112,76,116,81,107,137,59,14,0,694,8,8,20,21,27,44,8,5,0,148,12,11,18,17,18,16,6,4,4,96,189,305,714,613,755,720,153,20,8,3476,32,44,67,60,61,40,0,0,3,305,21,14,19,11,6,18,5,0,0,94,52,57,90,69,71,59,10,0,3,405,237,361,796,681,826,782,158,20,10,3879,246,80,134,150,253,443,757,434,157,2667,23,31,76,71,97,89,89,41,27,539,508,475,1005,907,1173,1314,1007,500,195,7083,36,154,357,316,440,322,41,3,0,1669,138,113,263,289,303,280,73,4,0,1460,5,20,52,23,32,36,6,0,0,176,4,7,10,9,14,17,3,0,5,65,192,292,683,634,777,655,126,9,4,3375,17,23,33,24,34,14,0,0,0,144,21,15,24,25,22,11,0,0,0,118,38,37,56,43,55,24,0,0,0,266
UCL113004,30,58,210,201,226,148,38,3,3,919,46,18,22,29,21,42,33,14,0,217,0,0,5,4,9,12,8,3,0,40,3,3,8,3,4,3,3,0,0,31,78,83,239,243,262,206,72,17,3,1211,7,5,8,6,6,12,0,0,0,42,0,0,0,0,0,6,0,0,0,16,8,5,6,8,7,15,0,0,0,52,86,84,249,249,276,221,73,17,3,1265,50,4,16,8,25,88,362,208,48,806,4,11,14,25,10,30,36,28,7,161,139,98,281,283,308,339,474,252,63,2231,3,45,126,100,145,70,12,0,0,502,55,28,106,114,107,97,28,0,0,539,5,3,23,8,9,15,4,3,0,60,3,3,0,8,0,7,3,0,0,23,71,79,251,226,262,187,47,3,0,1129,0,0,3,3,3,3,0,0,0,15,7,0,5,3,0,5,0,0,0,23,7,0,11,7,5,13,0,0,0,36
UCL113005,54,121,331,385,469,382,81,9,0,1825,140,71,126,105,156,192,103,11,0,905,6,9,17,15,30,42,5,0,0,123,6,8,7,13,17,15,5,3,4,83,207,205,481,512,672,626,197,21,3,2929,22,35,33,37,37,40,0,0,0,217,25,8,12,10,10,22,5,0,4,99,52,44,48,49,53,63,3,0,4,314,261,251,535,558,725,695,202,21,7,3246,220,51,87,168,220,606,1493,1043,392,4288,30,24,56,56,74,82,133,105,83,641,511,319,671,780,1020,1382,1827,1173,479,8175,25,88,189,236,328,285,33,4,0,1186,162,98,224,316,371,378,110,8,0,1656,17,8,30,21,23,50,10,0,0,162,8,8,12,4,9,14,3,4,0,66,213,202,451,573,730,728,161,16,3,3080,21,12,19,24,26,24,0,0,0,122,19,15,20,18,23,30,3,0,0,112,36,30,41,40,45,51,3,0,0,237
UCL113006,47,186,431,469,465,365,50,9,4,2019,101,83,115,111,101,116,64,20,0,715,5,10,15,14,18,23,8,0,0,92,6,9,14,11,9,5,4,0,0,56,158,287,574,603,595,511,135,24,4,2882,36,56,63,41,37,29,3,0,0,264,40,9,12,13,10,17,3,0,0,101,79,66,73,55,52,40,5,0,0,368,239,348,644,655,649,547,137,24,4,3250,264,83,217,209,254,395,658,468,174,2725,37,36,50,55,63,71,65,41,23,445,536,459,915,919,964,1018,860,539,200,6417,35,99,224,296,325,233,19,3,0,1229,146,111,219,307,314,286,64,9,0,1462,9,19,33,19,17,20,3,0,0,122,5,4,4,3,7,4,8,0,0,36,196,235,484,627,662,542,92,10,5,2843,25,20,39,31,30,19,0,0,0,156,43,11,35,34,11,24,0,0,0,163,70,31,69,60,42,36,0,0,0,317
UCL113007,125,334,934,771,746,555,102,10,3,3575,138,88,108,84,100,100,79,13,0,711,9,3,17,18,27,16,9,3,0,100,11,15,20,16,12,12,5,4,0,91,287,435,1076,879,879,679,196,30,4,4475,11,31,48,42,44,20,0,0,0,195,21,12,9,7,6,16,7,0,0,79,35,38,61,47,49,28,7,0,0,273,322,473,1136,929,931,709,206,28,7,4748,247,64,128,129,123,246,374,383,147,1848,49,65,131,96,90,96,79,81,59,742,619,606,1397,1158,1146,1050,660,500,206,7330,60,231,527,345,449,278,43,0,0,1928,194,103,352,399,360,259,82,7,0,1752,10,15,48,30,13,24,9,4,0,154,4,13,18,10,14,10,7,0,0,74,270,361,937,776,846,575,140,15,0,3912,11,18,30,16,18,8,0,0,0,101,25,18,23,12,9,9,0,0,0,92,35,37,53,25,29,20,0,0,0,201
UCL113008,30,80,216,197,214,158,38,4,0,941,52,45,70,59,67,74,42,6,0,420,3,12,9,6,3,12,4,0,0,50,8,4,13,8,5,7,4,3,0,53,99,145,307,271,296,250,89,10,3,1469,21,22,46,21,14,19,0,0,0,143,13,7,4,0,4,8,3,0,0,54,34,35,51,26,19,25,3,0,0,193,135,173,351,295,312,280,91,10,3,1658,189,161,316,231,223,273,437,233,66,2123,35,29,49,46,61,82,54,66,44,467,354,365,716,570,607,636,579,305,115,4248,9,37,99,109,140,111,11,0,0,533,85,72,141,149,165,151,31,4,0,803,6,3,18,4,6,20,7,0,0,58,4,5,7,10,7,6,3,0,0,46,108,122,263,271,325,288,54,9,0,1445,13,13,26,18,16,8,0,0,0,85,9,6,19,11,15,11,3,0,0,69,21,15,42,30,30,20,3,0,0,156
UCL113009,61,160,431,541,595,421,47,6,0,2272,114,98,55,60,81,158,76,13,0,655,5,7,4,16,28,30,3,0,0,110,0,4,13,10,14,5,3,0,0,46,179,273,505,629,721,623,127,23,0,3090,11,23,22,11,19,16,4,0,0,103,39,12,10,3,0,13,3,0,0,72,43,32,30,15,19,26,11,0,0,180,229,301,536,645,744,650,140,24,0,3267,165,61,40,50,64,338,681,391,139,1922,11,17,29,39,43,48,44,27,34,290,404,378,603,733,850,1038,859,440,167,5475,12,99,229,209,332,242,27,3,0,1153,143,130,194,325,366,291,62,0,0,1513,6,15,43,19,24,30,3,0,0,143,3,5,3,8,11,4,0,0,0,38,167,248,467,570,730,573,92,5,0,2846,6,3,16,3,8,4,0,0,0,43,26,13,17,14,12,11,0,0,0,85,25,15,29,26,18,19,0,0,0,130
UCL113010,82,233,661,603,580,385,34,0,0,2590,114,98,100,106,97,113,33,3,0,659,4,9,23,30,29,9,3,0,0,106,4,12,7,15,11,9,3,3,0,66,208,354,787,758,714,515,73,8,4,3416,36,62,69,66,50,45,0,0,0,315,37,14,17,8,5,13,3,0,0,95,71,76,83,71,53,55,3,0,0,413,279,426,869,827,766,571,76,8,4,3829,270,71,113,150,220,398,696,275,78,2271,22,38,65,51,62,65,65,39,11,417,563,539,1047,1027,1044,1037,833,322,99,6518,27,152,313,275,305,177,13,0,0,1260,185,145,339,331,339,222,35,0,0,1589,0,22,48,29,24,12,3,0,0,139,10,10,15,7,7,4,3,3,0,57,218,327,716,648,673,419,54,7,0,3053,37,31,40,28,31,13,0,0,0,176,23,20,30,17,11,6,3,0,0,111,57,53,70,46,40,21,4,0,0,285
UCL113011,56,150,370,313,388,282,43,0,0,1605,70,45,76,61,43,84,28,9,0,419,12,0,12,5,13,13,10,0,0,66,0,7,14,7,8,6,3,0,0,43,140,208,467,388,448,381,80,15,0,2134,11,38,37,42,38,33,0,0,0,201,9,11,9,0,7,7,4,0,0,50,23,50,45,47,45,37,4,0,0,249,161,255,517,433,498,423,83,16,3,2384,173,52,72,96,137,260,590,351,118,1839,11,34,53,43,48,57,64,44,13,375,341,335,638,571,681,743,739,408,130,4595,14,76,143,174,215,166,22,0,0,814,107,79,193,202,225,190,42,5,0,1041,3,11,41,16,22,14,3,3,0,108,3,7,3,4,7,3,0,0,0,35,124,165,386,398,472,367,74,7,0,1995,17,8,20,15,15,12,0,0,0,83,9,4,29,13,18,6,0,0,0,86,24,19,53,30,30,18,0,0,0,164
UCL113012,70,227,597,602,637,481,69,3,0,2679,98,95,139,99,119,145,86,15,4,797,11,13,21,6,24,29,12,0,0,112,3,16,20,19,19,4,5,3,0,87,183,342,775,731,797,655,168,23,4,3679,28,51,33,32,35,36,3,0,0,227,38,20,8,8,11,10,8,0,0,106,71,70,47,42,49,46,6,0,0,332,250,408,821,769,846,708,176,21,4,4013,317,100,110,112,191,419,839,725,294,3116,17,26,41,46,51,79,60,47,20,382,584,531,971,933,1086,1207,1084,796,321,7511,32,123,302,272,447,295,35,0,3,1505,162,182,286,375,344,291,91,4,0,1733,3,28,44,25,20,23,7,0,0,154,4,10,13,10,12,3,0,0,0,58,198,338,641,688,819,608,136,9,3,3452,17,31,25,17,21,8,0,0,0,123,44,24,23,24,23,17,0,3,0,155,60,56,45,40,45,21,0,3,0,277
