UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL303001,1063,2327,1847,3048,6634,6761,4096,7032,692,33501,16,41,50,47,53,26,17,31,4,284,9,7,4,3,7,17,11,73,3,133,4,65,53,83,106,101,32,54,9,507,3,3,10,13,28,33,7,10,0,111,24,102,69,99,139,138,74,59,4,709,19,30,38,85,117,97,30,51,3,470,122,911,629,858,883,353,218,218,32,4223,99,734,568,833,569,338,229,345,47,3764,49,91,140,231,275,205,101,139,11,1245,3,18,17,43,54,32,27,18,0,221,36,50,68,102,169,121,57,73,0,661,15,59,57,71,215,152,81,108,5,775,48,199,162,225,367,277,146,155,10,1598,50,254,193,279,340,210,90,122,16,1560,146,98,160,223,872,415,184,208,22,2316,183,502,530,887,771,567,345,593,28,4400,376,540,967,1593,2004,1116,385,477,70,7525,25,124,81,97,130,61,42,51,3,617,27,214,185,226,296,158,94,124,11,1342
UCL303002,1622,4651,3375,5122,8870,10755,6093,12522,923,53936,15,53,49,54,59,46,19,31,4,327,20,8,7,5,4,8,12,55,0,128,32,227,176,233,275,175,108,104,8,1345,8,18,12,30,54,38,14,20,0,195,36,301,238,246,218,281,88,146,17,1578,18,110,92,128,174,126,52,84,3,783,222,1824,1243,1449,1079,540,337,391,65,7145,157,1805,1004,1105,631,438,301,470,53,5979,37,103,103,157,118,103,47,64,9,746,13,59,69,83,111,58,42,45,0,487,70,119,155,214,438,329,164,174,9,1659,33,178,143,204,347,278,110,193,8,1497,89,515,448,525,603,451,182,266,20,3105,79,575,418,410,353,236,106,167,24,2364,127,153,233,242,589,352,161,133,21,1996,292,1112,929,1260,992,797,530,865,42,6824,591,1328,2263,3073,2235,1407,515,661,98,12170,30,292,145,177,97,116,42,68,6,975,54,527,369,416,318,259,113,111,20,2194
UCL303003,574,1651,1158,1623,4601,4262,2859,5103,376,22201,6,54,34,39,53,42,22,39,8,291,4,3,3,4,16,22,9,14,0,74,17,92,69,81,185,106,54,47,5,653,0,3,3,0,28,24,3,5,0,76,16,79,66,55,71,75,56,55,3,478,13,27,34,42,67,67,30,25,0,306,87,588,391,508,472,161,131,143,27,2498,59,613,258,287,217,92,76,118,21,1737,14,51,32,48,58,41,26,37,6,318,4,12,11,16,33,19,16,14,0,124,41,32,66,101,289,137,64,48,4,779,9,42,26,31,101,69,43,47,0,373,47,158,125,145,242,140,82,89,8,1040,19,163,95,104,104,52,29,37,7,615,62,73,96,121,404,222,120,70,7,1173,146,469,429,696,700,397,322,463,15,3636,307,465,861,1270,1271,688,305,353,51,5567,8,76,34,30,43,16,10,18,3,228,34,180,129,133,150,83,53,61,3,833
UCL303004,1255,2997,1888,2497,7719,8107,5376,9514,730,40088,9,19,12,26,23,12,5,14,3,118,11,3,7,12,15,18,28,65,9,167,24,122,68,94,216,144,79,71,9,822,20,12,13,34,77,115,30,28,3,338,26,92,98,116,182,147,69,89,6,825,18,33,48,51,133,102,47,40,3,477,180,1270,750,795,877,280,270,226,40,4693,127,1158,540,584,456,219,170,252,43,3549,34,69,59,127,190,115,93,76,8,775,18,39,32,40,116,47,36,33,3,357,40,39,70,93,236,157,62,81,3,788,23,61,44,74,233,139,45,91,6,707,55,199,187,234,421,286,138,165,9,1688,44,228,159,203,315,128,53,95,11,1240,285,170,224,339,1348,773,419,353,27,3926,251,676,649,1031,1030,658,438,832,33,5604,494,636,1128,1994,2360,1494,542,580,80,9308,29,148,54,61,77,44,34,33,11,489,51,245,177,246,278,172,107,101,8,1386
UCL311001,270,728,536,898,1909,1686,1120,1952,203,9299,7,42,52,71,64,59,30,40,12,382,0,0,5,0,0,0,0,3,0,11,3,31,38,42,59,48,31,19,3,270,0,0,3,0,10,5,0,0,0,15,5,22,25,26,27,28,7,14,0,154,3,15,15,18,22,25,12,4,3,115,50,338,231,290,267,80,53,64,6,1383,18,231,134,177,73,44,32,75,17,796,5,26,21,22,30,13,9,15,0,132,0,8,4,4,15,10,12,3,0,58,22,10,23,24,80,30,19,18,0,220,3,14,18,18,64,14,17,17,0,164,11,54,30,47,76,47,24,21,0,311,7,94,62,45,58,35,17,19,7,339,22,39,27,40,144,47,24,19,0,369,39,155,149,302,160,109,86,142,12,1161,123,179,351,587,598,302,126,157,31,2451,0,30,9,12,14,7,3,8,0,86,10,55,50,70,60,23,22,20,6,305
UCL311002,301,822,605,828,1621,1401,797,1622,173,8166,0,10,6,10,6,0,5,3,3,49,0,3,0,0,3,0,0,8,0,13,3,25,18,21,30,19,8,9,3,132,0,4,0,7,8,9,0,0,0,29,9,33,25,25,28,37,12,22,0,191,3,11,12,9,11,9,4,7,3,77,35,351,198,235,215,74,44,70,13,1235,27,296,160,178,107,51,30,96,14,974,4,15,17,15,13,13,5,19,0,104,0,13,10,11,17,16,5,4,0,66,11,13,25,24,23,19,10,21,0,143,7,12,18,19,56,41,16,19,3,181,4,57,38,49,83,38,17,21,0,311,10,87,45,43,45,23,7,21,4,285,18,25,24,28,153,62,20,29,3,372,51,168,130,284,176,141,99,160,7,1222,131,178,366,605,583,316,123,157,26,2479,0,30,12,11,6,5,0,3,5,74,18,79,43,73,42,27,19,18,5,325
UCL311003,592,1047,688,1061,3404,3151,2721,5524,394,18581,6,12,14,6,10,7,6,6,0,69,29,30,28,41,75,71,83,175,3,534,12,66,43,48,84,100,52,46,0,450,0,3,9,7,22,20,8,10,0,75,13,79,46,57,76,45,36,47,0,409,13,27,20,39,90,53,45,31,0,318,90,574,401,457,450,148,128,144,21,2416,56,453,247,302,184,116,66,140,23,1592,12,42,41,71,99,60,58,66,0,452,9,16,8,24,30,14,6,15,0,115,22,23,32,54,102,76,29,25,0,378,8,37,30,45,103,60,25,48,0,355,27,112,92,110,174,140,55,64,3,785,19,134,82,90,111,67,37,55,11,590,42,56,86,88,268,153,86,58,5,851,80,295,248,421,307,241,170,331,18,2108,166,290,476,755,904,510,181,212,42,3538,8,55,29,32,20,16,9,11,4,185,19,138,98,97,139,83,39,57,6,684
UCL311004,421,1051,599,920,3321,2709,1636,2902,244,13798,10,14,17,10,16,13,6,13,3,85,6,3,5,3,16,22,11,24,0,95,10,51,22,35,150,87,23,30,3,408,15,12,27,30,50,83,23,11,3,246,13,41,27,35,58,38,11,27,0,245,4,17,18,20,54,28,15,11,4,164,70,440,291,309,316,124,97,80,10,1741,44,399,212,194,140,86,35,81,16,1209,13,30,31,41,89,34,27,28,0,297,4,18,8,5,24,10,12,7,0,78,4,20,35,42,74,38,15,14,0,242,11,20,20,20,73,21,31,22,3,206,17,64,53,79,138,80,24,55,0,511,18,71,50,73,73,41,15,35,3,375,44,25,72,86,352,151,70,53,9,859,107,233,240,413,384,271,153,238,13,2053,171,239,451,645,779,484,160,231,23,3181,0,40,14,15,16,11,3,13,0,115,17,88,69,93,109,69,22,33,4,502
UCL312001,301,495,317,410,1230,1478,1478,2589,162,8453,0,6,0,0,0,0,0,0,0,13,7,3,4,10,17,23,6,20,3,85,12,26,23,33,46,63,76,60,3,336,8,3,3,10,15,25,8,12,0,78,8,34,22,18,36,37,14,61,0,227,4,11,3,16,26,28,16,8,0,118,48,247,181,182,180,57,57,48,12,1009,18,163,95,134,68,52,42,56,9,633,14,21,35,44,63,83,35,41,0,335,3,3,4,4,12,8,3,6,0,39,6,5,21,10,30,20,6,5,0,115,3,15,15,16,31,25,18,29,0,149,13,36,27,24,71,39,24,77,0,316,11,61,38,38,56,23,16,17,3,268,21,16,26,32,109,48,41,24,0,319,43,137,138,221,106,103,68,127,8,958,47,101,187,217,233,138,66,54,9,1049,6,32,4,8,6,3,7,6,0,73,10,71,35,48,61,37,17,13,3,300
UCL312002,107,294,229,331,811,580,388,630,89,3450,0,0,3,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,15,7,14,19,16,17,6,3,97,6,0,5,6,3,12,0,0,0,35,0,13,11,7,11,4,0,5,0,49,0,3,3,4,3,0,3,4,0,32,16,127,95,86,71,24,15,23,11,463,12,90,56,46,24,10,10,22,3,279,3,11,13,3,4,8,3,4,0,51,3,8,4,5,21,3,3,0,0,52,4,3,4,11,19,8,3,3,0,59,0,7,0,3,17,3,0,3,3,43,0,16,17,17,27,11,7,3,0,90,9,52,24,17,38,7,5,10,0,153,17,12,15,25,88,34,19,15,0,229,16,79,53,151,82,53,27,54,5,516,42,78,135,212,250,92,41,58,13,924,4,11,0,0,3,3,3,0,0,36,7,36,18,18,25,12,9,13,5,142
UCL313001,62,167,115,169,351,420,254,533,33,2104,0,7,8,8,3,4,5,7,0,38,0,0,0,0,0,0,0,3,0,3,0,8,12,10,8,9,5,11,0,60,0,0,0,0,3,3,0,0,0,11,0,6,9,7,7,3,3,3,0,42,3,4,0,5,6,0,0,0,0,25,8,61,27,49,32,19,9,15,3,230,3,70,36,26,11,13,12,23,0,189,0,5,3,3,5,3,3,4,0,26,0,0,0,0,5,7,3,4,0,18,3,3,0,8,13,7,0,10,0,40,0,3,7,6,13,4,3,6,0,47,0,22,13,17,14,16,7,9,0,98,7,10,17,11,12,9,5,3,0,66,11,3,8,7,31,23,8,7,3,99,10,41,45,70,54,44,36,51,3,364,42,42,98,122,178,90,32,46,3,659,3,10,3,3,4,3,0,3,0,26,7,15,10,10,12,10,7,3,0,73
UCL313002,125,256,191,248,460,470,262,570,62,2641,0,8,6,8,11,3,0,3,7,37,0,3,0,0,0,0,0,0,0,6,0,10,4,8,17,8,0,3,0,51,0,0,0,0,0,0,0,0,0,3,0,13,11,10,5,10,0,11,0,61,0,5,3,7,4,8,3,0,0,28,13,82,45,75,69,28,23,21,0,367,7,67,35,57,35,19,15,11,4,258,4,3,7,15,11,10,7,6,0,52,0,0,0,0,0,3,0,0,0,14,7,3,6,12,16,10,0,4,0,60,3,17,6,3,26,13,3,16,0,86,0,26,28,20,23,11,9,16,0,137,5,26,16,17,21,11,4,6,0,110,9,9,11,17,36,20,10,8,4,116,18,51,40,81,46,35,21,56,3,363,31,64,109,171,110,51,18,42,3,612,0,21,6,4,3,3,0,0,0,44,5,13,12,23,16,13,3,6,0,94
UCL313003,79,175,108,146,510,529,440,848,53,2894,3,13,12,13,12,17,6,4,0,82,0,0,3,0,4,6,4,10,0,16,6,11,3,10,19,12,6,6,0,77,0,0,0,6,0,0,0,0,0,15,3,12,4,4,11,20,7,6,0,74,3,11,16,3,17,14,9,5,0,73,22,93,53,77,75,22,27,17,5,389,11,74,42,29,27,6,5,19,3,220,4,6,7,6,5,3,0,7,0,35,0,0,6,0,3,0,0,3,0,10,0,0,5,8,20,12,3,0,0,52,0,6,3,0,15,6,3,3,0,33,7,17,17,10,36,24,10,7,0,135,0,24,4,20,12,8,3,3,4,83,17,16,25,24,43,28,10,7,3,176,7,51,55,78,43,48,36,55,3,377,26,39,58,82,96,60,19,15,10,413,0,3,0,0,0,0,0,0,0,11,3,23,19,27,15,19,4,9,0,120
UCL313004,122,213,103,163,475,530,574,1373,72,3626,0,11,4,10,3,14,7,8,0,65,6,9,13,7,16,14,19,44,0,120,3,9,3,7,11,6,0,3,0,43,0,0,0,0,6,0,3,0,0,9,0,15,9,11,10,16,8,9,0,82,5,8,3,5,11,7,8,5,0,62,19,136,78,82,97,33,33,40,8,518,9,80,42,47,30,15,21,25,4,275,0,8,16,7,24,21,11,6,0,103,0,3,0,3,8,0,0,3,0,21,3,7,11,3,12,11,10,11,0,70,0,7,3,9,24,12,5,6,0,69,4,18,6,13,28,23,13,10,0,129,3,47,12,16,8,8,9,16,3,127,13,14,13,14,73,33,14,18,0,193,23,54,68,95,76,61,34,64,3,483,26,34,60,75,85,56,18,25,4,385,0,3,0,4,3,0,0,0,0,18,3,28,18,21,26,12,7,13,0,139
UCL313005,96,129,93,118,486,412,305,657,56,2352,0,5,3,4,0,4,0,4,0,17,0,0,0,0,13,6,4,16,0,41,0,0,3,8,13,3,3,5,0,41,0,0,0,8,16,17,3,0,0,44,3,7,10,6,11,11,7,4,0,54,0,0,4,3,12,15,6,3,0,39,11,76,58,69,68,23,20,25,5,357,13,70,33,30,29,14,11,12,4,210,4,13,7,14,20,10,12,4,0,81,0,0,0,0,3,3,0,0,0,6,0,3,0,3,13,6,8,3,0,30,0,3,0,4,15,5,3,5,0,36,3,7,3,12,16,8,4,6,0,68,3,12,5,10,18,3,3,0,0,61,9,7,9,15,46,27,10,8,0,138,10,38,29,57,48,30,15,24,0,259,40,37,72,153,160,82,28,35,8,612,0,3,0,0,0,0,0,0,0,15,7,13,13,9,15,8,4,3,0,83
UCL313006,110,257,187,297,625,560,376,689,72,3171,3,15,4,13,5,5,5,8,0,68,0,0,0,0,0,0,0,0,0,9,7,15,11,20,35,27,15,18,0,146,0,0,0,0,0,3,0,0,0,5,0,9,5,15,13,10,13,3,0,68,6,10,3,10,12,9,6,0,0,48,21,132,78,123,101,27,25,28,4,530,10,89,59,48,28,8,14,18,3,266,0,6,10,12,11,0,3,8,0,46,0,0,0,4,7,3,0,3,0,21,0,3,3,10,13,5,3,3,0,47,0,3,3,10,15,6,3,6,0,43,8,21,18,28,39,9,12,19,0,147,0,21,9,12,24,12,4,4,0,88,6,10,15,23,44,31,3,8,0,145,21,67,72,107,50,36,24,51,4,445,41,85,104,196,143,63,28,49,7,722,0,11,0,3,0,0,0,9,0,26,4,24,21,22,21,8,7,7,5,130
UCL313007,87,156,93,181,430,365,250,507,48,2119,0,4,3,4,3,0,0,5,0,27,3,0,0,0,0,0,4,10,0,12,3,8,6,13,39,18,9,11,0,112,0,0,6,3,4,3,4,0,0,20,0,9,3,3,4,4,0,3,0,28,0,4,3,3,3,4,0,0,0,20,9,78,36,61,53,24,18,13,4,305,6,59,42,40,27,14,8,12,0,205,0,6,3,3,0,3,0,0,0,20,0,0,0,5,4,5,4,5,0,19,4,0,8,8,10,3,0,8,0,37,0,0,6,4,7,5,0,3,0,29,0,7,13,8,21,10,10,7,0,77,0,13,6,8,10,9,0,5,0,51,0,3,9,12,44,21,5,4,0,99,15,40,47,60,40,39,29,52,3,329,28,57,75,116,82,52,21,32,3,465,0,10,0,0,0,0,0,0,0,14,0,20,12,10,9,11,3,5,0,80
UCL313008,207,195,93,158,456,695,1362,1617,116,4904,0,3,0,3,3,0,0,8,3,22,21,6,8,7,16,71,147,136,4,423,0,7,0,9,23,20,7,4,0,77,0,0,0,3,5,8,0,3,0,21,0,4,4,5,15,11,4,8,0,61,0,0,0,0,15,10,10,15,0,55,16,100,55,75,110,38,24,43,0,463,14,49,28,70,56,41,19,25,5,304,7,12,3,11,27,26,15,18,0,116,5,11,0,3,7,9,0,0,0,37,0,4,3,5,17,7,10,3,0,55,3,3,8,6,18,11,9,15,4,68,4,10,3,3,29,10,13,10,0,90,3,18,19,21,25,30,17,18,7,162,16,11,9,19,120,81,32,29,4,316,23,50,62,161,109,86,56,85,4,631,53,40,72,120,237,203,47,56,3,841,0,8,3,4,3,0,3,3,0,23,4,28,19,21,26,36,17,16,0,170
UCL313009,108,303,220,365,808,707,436,716,85,3744,0,3,8,10,8,3,6,0,0,43,0,0,0,0,0,0,0,4,0,6,3,18,17,27,29,30,6,7,0,131,0,0,3,3,4,4,4,0,0,15,3,19,4,8,17,7,8,9,0,76,0,4,4,16,11,4,6,0,3,52,18,116,72,93,78,30,26,31,5,471,14,111,54,62,40,18,13,26,3,344,8,3,17,10,10,10,3,0,0,65,0,7,3,9,8,5,3,0,0,41,3,6,8,14,23,8,12,5,0,69,4,12,3,10,20,6,0,0,0,62,7,22,17,20,28,25,9,6,0,143,3,50,28,26,25,12,5,6,0,164,14,8,15,29,43,25,9,13,0,147,6,65,65,97,74,43,18,42,4,410,63,120,163,312,212,143,34,80,3,1122,3,29,10,11,7,6,0,0,0,59,7,28,23,34,29,5,3,6,0,137
UCL313010,93,237,150,223,589,505,320,613,62,2789,6,5,7,8,5,6,3,3,0,49,0,0,0,0,0,0,0,5,0,11,12,17,16,14,50,51,15,5,3,182,0,0,0,0,0,0,0,0,0,0,0,5,3,4,13,9,3,9,0,50,0,4,0,0,9,7,0,0,0,27,18,112,77,64,83,39,15,21,4,428,9,103,41,38,33,16,7,26,7,276,3,14,12,18,13,11,4,3,0,82,0,3,3,5,7,3,6,3,0,35,0,0,12,3,12,3,3,3,0,43,0,4,3,7,12,0,3,7,0,44,3,16,3,14,26,11,3,6,0,79,0,27,9,12,9,3,0,0,0,68,7,20,12,14,33,28,5,8,0,126,21,47,60,91,52,36,23,54,0,395,35,37,91,116,99,75,24,37,8,519,0,10,4,5,0,0,0,0,0,25,0,20,16,18,23,8,8,4,0,97
UCL313011,145,252,171,249,576,635,454,993,60,3539,0,7,5,4,6,3,6,0,0,32,7,3,5,4,5,11,7,27,3,69,0,14,7,12,12,7,5,3,3,55,0,0,0,4,8,14,4,0,0,36,4,17,17,18,16,22,6,3,0,100,0,11,0,7,8,3,4,0,0,40,17,131,75,96,69,33,32,37,5,502,15,107,59,81,47,22,17,30,0,377,0,7,6,11,8,7,6,12,0,60,0,3,5,3,9,0,0,0,0,20,3,7,7,10,15,6,4,4,0,60,3,14,10,11,23,5,9,6,0,81,0,30,19,18,35,12,9,11,0,140,3,28,16,18,33,15,4,21,0,132,10,8,13,16,96,58,20,16,0,235,36,74,72,114,109,65,64,98,8,642,38,54,100,160,133,93,41,30,10,666,6,17,7,5,9,11,0,0,0,44,4,31,14,29,26,13,11,10,0,142
UCL314001,81,130,125,212,346,455,324,709,50,2436,0,0,3,0,0,0,0,0,0,6,11,0,0,0,3,3,6,20,3,43,0,10,6,10,3,7,3,5,0,42,0,0,0,0,0,0,0,0,0,0,3,14,8,11,6,3,3,4,0,51,3,3,3,3,0,10,3,3,0,29,16,63,44,66,68,30,20,26,3,327,10,68,64,94,59,50,44,64,9,457,3,7,15,32,22,41,24,28,3,171,0,0,3,3,5,4,0,0,0,20,5,0,4,6,9,10,0,0,0,38,4,0,0,9,17,10,10,9,0,64,0,13,13,10,23,14,5,12,0,104,3,23,22,30,28,26,12,23,3,168,4,0,3,7,16,7,0,5,0,44,6,22,17,27,31,15,22,42,0,176,12,26,34,42,43,31,16,17,3,214,3,7,3,0,6,3,0,6,0,31,3,16,19,18,22,8,9,9,3,105
UCL314002,51,103,82,131,279,215,152,275,29,1317,0,6,7,8,14,10,6,0,0,57,0,0,0,0,0,0,0,0,0,4,0,5,4,8,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,7,3,3,3,3,0,3,0,22,0,0,0,0,0,7,0,0,0,15,5,53,20,47,33,13,12,10,3,201,0,40,18,13,14,7,8,19,3,124,0,4,5,0,7,3,0,3,0,17,0,3,4,3,4,3,0,3,0,15,5,3,6,8,8,7,0,3,0,40,3,0,5,3,7,3,0,3,0,26,0,10,6,14,10,8,3,4,0,52,4,13,9,4,0,5,0,0,0,32,4,8,3,9,24,7,7,3,0,71,7,39,24,37,24,20,6,31,0,183,24,38,60,65,72,43,7,25,4,338,0,0,0,3,0,0,0,0,0,7,3,7,3,10,13,3,7,11,0,54
UCL314003,62,118,66,95,329,369,275,514,73,1899,3,11,12,3,12,14,16,19,0,101,0,0,0,0,0,0,0,4,0,8,0,9,3,11,14,12,13,13,4,75,0,0,0,0,0,3,0,0,0,8,0,9,3,3,0,3,0,0,0,21,0,0,3,8,3,8,0,0,0,21,12,45,29,44,41,23,19,22,0,245,3,53,21,21,18,7,0,21,0,148,0,9,0,0,0,8,4,3,0,29,0,3,0,0,3,0,0,0,0,9,3,0,0,11,17,7,3,0,0,42,0,4,0,7,4,3,0,3,0,25,0,3,15,8,15,14,5,0,0,63,0,14,17,12,12,4,0,3,0,66,0,5,6,11,31,9,3,0,0,73,8,33,38,60,28,19,13,40,4,244,16,37,46,80,73,45,26,21,7,354,0,8,0,0,0,0,0,3,0,17,3,9,12,10,16,10,3,4,3,78
UCL314004,35,66,59,82,199,188,139,222,25,1019,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,3,3,3,6,9,3,3,0,27,0,0,0,0,0,0,0,0,0,0,3,7,0,6,3,3,0,0,0,29,0,3,4,0,3,3,0,3,0,21,4,29,22,22,25,13,11,4,3,128,3,33,31,25,8,3,7,4,0,109,0,3,3,12,6,3,0,5,0,28,0,3,0,0,3,0,0,0,0,5,0,0,4,0,6,4,0,0,0,16,0,0,0,3,0,3,3,3,0,19,0,3,14,8,4,4,7,3,0,33,0,13,0,9,7,0,3,3,0,37,0,0,4,0,23,3,0,0,0,37,8,5,21,32,17,16,8,7,4,100,10,19,26,57,44,25,11,9,5,203,0,5,0,0,3,0,0,0,0,11,0,14,0,4,12,3,4,0,0,37
UCL314005,31,59,65,103,180,193,127,251,36,1044,0,0,0,6,3,0,3,3,0,16,0,0,0,0,0,0,0,0,0,3,0,8,5,3,5,0,0,4,0,34,0,0,0,0,0,0,3,0,0,3,3,6,4,5,3,4,0,4,0,31,0,3,0,3,3,0,0,0,0,12,6,37,28,26,27,12,9,4,0,143,3,32,17,21,8,6,5,8,0,99,0,0,4,3,7,3,0,3,0,20,0,3,4,0,0,0,0,0,0,9,0,3,0,0,3,0,3,0,0,10,0,6,3,0,3,6,0,3,0,23,0,8,4,3,13,3,0,4,0,43,0,8,4,19,11,7,0,4,0,57,10,3,4,0,10,11,3,3,0,42,3,18,16,32,12,8,12,11,0,119,10,26,52,68,49,24,12,11,8,256,0,10,7,3,0,3,3,0,0,29,0,8,7,9,8,3,0,0,0,35
UCL314006,63,81,48,48,369,256,252,440,39,1607,0,4,0,0,3,3,0,3,0,18,0,3,3,0,6,3,6,19,0,43,8,14,3,5,28,16,10,3,0,90,3,0,3,3,8,9,4,12,0,47,0,4,5,3,0,4,3,9,0,28,0,4,0,3,13,5,3,0,0,29,9,37,31,34,36,19,12,7,4,182,4,25,21,16,20,5,7,9,4,106,0,7,3,3,0,0,3,0,0,12,0,0,0,3,5,0,0,0,0,5,3,0,8,5,6,4,3,0,0,32,0,3,0,0,6,0,3,0,0,14,0,4,6,13,8,0,4,3,0,48,0,3,6,4,14,9,3,10,0,44,3,8,12,10,19,16,3,0,3,79,8,25,17,35,29,21,19,32,0,179,10,19,30,43,36,27,5,12,0,175,0,0,3,0,0,0,0,0,0,5,6,11,7,16,4,4,5,5,3,61
