UCL_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
UCL112015,0,5,0,6,8,0,6,3,0,27,0,0,0,0,0,4,6,6,3,23,0,0,0,3,0,0,0,0,0,7,0,4,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,9,0,16,7,4,4,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,3,7,12,46,6,0,0,0,0,84,0,0,0,22,0,3,0,0,0,26,0,0,0,3,3,7,17,9,7,45,0,13,15,47,39,28,14,5,3,171,0,0,0,0,0,4,0,0,0,13,4,8,3,20,0,0,0,0,0,35,3,0,0,0,6,5,0,0,0,8,3,27,11,119,5,3,3,0,0,184,0,0,0,3,0,0,0,0,0,6,0,0,7,9,18,6,13,0,3,57,3,0,0,0,3,0,0,0,0,9,0,8,14,29,12,13,10,0,0,88
UCL113001,0,0,0,6,0,0,3,0,3,16,0,0,0,3,0,4,6,9,6,26,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,21,0,0,8,34,33,27,17,10,8,134,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,11,6,6,35,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,6,3,0,28
UCL113002,0,0,0,0,0,3,3,7,0,9,0,0,0,0,0,5,5,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,0,31,0,4,3,13,12,17,21,9,4,82,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,8,11,9,8,35,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,10,4,0,21
UCL113003,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,7,7,7,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,3,12,6,4,7,3,0,38,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,19,5,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
UCL113004,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,3,4,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,8,3,0,14,0,0,0,5,7,0,3,3,0,24,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,13,0,0,0,3,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,14
UCL113005,0,0,0,0,0,3,3,6,0,16,0,0,0,6,3,3,12,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,8,4,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,10,7,39,0,3,0,19,18,22,28,9,5,94,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,7,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,9,23,12,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,12,3,0,34
UCL113006,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,18,0,3,0,18,11,14,9,3,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,7
UCL113007,0,0,0,6,0,0,0,0,0,13,0,0,3,16,19,43,100,128,77,388,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,20,21,4,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,7,0,0,8,9,32,49,58,19,10,9,0,0,186,0,0,0,0,0,0,0,0,0,0,0,9,3,35,19,0,0,0,0,71,0,3,0,3,0,0,0,0,0,3,0,11,7,33,12,9,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,4,11,13,3,0,0,0,40
UCL113008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,11,0,0,0,13,7,8,3,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,3,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113009,0,0,0,3,0,0,4,3,0,21,0,0,0,0,0,8,7,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,19,0,3,7,33,16,12,7,4,0,87,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,3,0,7,14,19,5,3,47,0,0,0,0,0,0,0,0,0,3,0,0,8,5,9,13,3,0,3,42
UCL113010,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,7,14,13,16,5,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,6,11,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12
UCL113011,0,0,0,3,0,0,5,0,0,13,0,0,0,0,0,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,15,0,0,0,5,10,8,6,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,3,3,3,0,0,0,18,0,0,0,0,0,0,3,0,3,7,0,0,0,8,3,3,15,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9
UCL113012,0,4,0,3,3,3,4,0,0,19,0,0,0,0,0,0,8,10,0,20,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,9,0,0,0,3,0,3,0,0,0,5,0,0,0,9,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,12,4,33,0,7,21,51,40,43,39,31,16,235,0,0,0,0,5,0,0,0,0,9,0,0,0,10,0,0,0,0,0,6,0,0,0,10,6,8,0,0,0,25,0,0,10,13,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,13,5,3,38,0,0,0,0,0,0,0,0,0,3,0,0,12,7,12,10,3,8,0,58
UCL113013,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,4,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,22,15,8,8,9,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,4,3,0,0,25
UCL113014,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,0,3,3,19,13,19,8,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,15,6,0,3,0,0,39,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,3,3,9,0,0,0,0,15
UCL113015,0,0,0,8,7,4,5,3,0,22,0,0,0,0,3,4,14,4,0,26,0,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,3,0,0,0,17,0,0,0,0,4,4,3,3,0,18,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,15,3,0,24,0,4,3,24,21,17,23,10,3,97,0,0,0,0,0,0,6,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,5,0,10,0,13,0,0,0,0,0,21,0,0,0,0,0,6,0,3,0,6,0,0,0,3,6,3,13,10,0,44,0,0,0,0,0,0,0,0,0,3,0,5,4,10,4,3,10,3,0,43
UCL113016,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,4,4,15,0,5,3,23,14,15,13,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,0,4,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,9,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5
UCL113017,0,0,0,3,0,0,7,0,0,12,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,13,0,15,13,28,38,17,9,6,0,134,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,7,5,15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,6,4,18,11,4,0,0,0,48
UCL113018,0,0,0,0,0,0,5,7,0,11,0,0,0,0,0,4,3,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,23,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,18,0,3,0,15,10,3,11,8,0,49,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,7,15,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7
UCL113019,0,0,0,0,0,0,6,6,0,13,0,0,0,0,0,4,4,8,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,7,0,33,0,0,0,18,17,18,10,9,0,80,0,0,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,3,3,8,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,5,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,15
UCL113020,0,0,0,4,0,0,0,4,0,8,0,0,0,3,4,3,22,15,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,16,0,6,3,15,9,8,13,3,3,66,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,14,10,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,17
UCL114001,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,11,0,0,0,6,3,3,5,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9
UCL114002,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,10,0,4,0,13,10,9,6,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,4,3,0,16
UCL114003,0,0,0,3,3,7,0,0,0,11,0,0,3,26,3,0,3,0,0,40,0,3,3,13,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,19,0,0,6,54,30,24,8,3,0,126,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,22
UCL114004,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,6,0,16,0,0,0,9,5,12,18,8,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL114005,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,6,0,3,0,5,5,6,6,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
UCL114006,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,9,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,13,0,0,4,11,12,8,5,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,5,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
UCL114007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,4,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
