UCL_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL222049,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,5,13,9,15,16,18,4,11,4,94
UCL222050,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,3,9,23,16,16,17,24,17,18,0,145
UCL222051,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,6,24,9,16,20,32,12,16,8,140
UCL222052,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,5,8,6,8,12,7,10,3,9,0,70
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,13,11,14,17,3,16,0,94
UCL222054,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,7,19,17,9,18,11,4,14,0,101
UCL222055,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,4,23,15,22,23,30,16,33,4,174
UCL222056,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,23,22,18,16,13,16,19,4,137
UCL222057,0,4,0,0,4,0,0,0,0,8,0,0,3,0,0,4,3,0,5,13,6,38,19,23,31,30,16,44,5,213
UCL222058,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,22,22,17,27,22,8,29,5,155
UCL222059,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,6,15,16,21,28,41,15,21,0,171
UCL222060,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,10,17,13,9,19,19,12,14,0,120
UCL222061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,9,13,14,17,14,13,5,22,0,111
UCL222062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,13,23,17,14,41,3,125
UCL222063,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,7,14,17,10,27,24,13,13,3,119
UCL222064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,3,9,20,16,23,22,0,95
UCL222065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,12,5,7,18,11,9,7,3,80
UCL222066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,16,8,9,6,18,13,20,0,85
UCL222067,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,20,15,18,14,22,15,25,0,124
UCL222068,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,3,0,10,16,18,13,37,28,36,15,23,3,179
UCL222069,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,12,23,19,17,14,27,11,19,3,162
UCL222070,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,13,39,22,23,42,47,26,37,6,253
UCL222071,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,7,16,16,12,21,12,16,11,8,117
UCL222072,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,23,9,12,9,20,14,20,4,108
UCL222073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,4,9,20,13,4,16,9,90
UCL222074,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,11,5,14,13,9,21,24,12,13,4,116
UCL222075,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,7,5,11,11,4,20,16,11,24,3,110
UCL222076,0,0,0,0,4,0,0,3,0,9,0,3,4,0,0,3,0,0,0,8,5,18,24,27,32,30,21,32,3,189
UCL222077,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,13,13,13,23,30,14,8,3,117
UCL222078,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,6,11,23,20,16,28,25,8,30,0,148
UCL222079,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,3,13,23,11,26,22,14,19,5,150
UCL222080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,9,10,15,11,6,9,3,75
UCL222081,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,10,24,16,13,14,23,13,28,4,135
UCL222082,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,8,10,6,11,16,15,5,9,0,86
UCL222083,0,0,0,0,0,0,3,0,0,11,0,0,0,0,4,0,0,0,3,12,5,19,16,19,28,39,17,23,10,183
UCL222084,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,7,9,22,8,22,20,22,16,20,8,152
UCL222085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,4,3,7,0,12,3,12,0,54
UCL222086,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,17,22,24,27,30,5,29,0,161
UCL222087,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,11,16,14,6,16,9,9,8,0,80
UCL222088,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,6,30,33,21,27,37,16,30,3,206
UCL222089,0,0,0,3,0,3,0,3,0,12,0,3,0,0,0,0,0,0,5,9,4,33,29,37,26,30,14,25,4,197
UCL222090,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,4,9,3,23,8,15,17,19,4,13,8,116
UCL222091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,16,6,6,9,3,5,3,71
UCL222092,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,5,10,8,5,11,14,16,28,0,95
UCL222093,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,3,11,10,8,19,20,14,14,0,100
UCL222094,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,3,0,0,3,17,12,32,25,28,20,30,16,33,3,196
UCL222095,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,11,22,16,16,9,21,13,24,4,127
UCL222096,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,19,19,12,7,14,10,7,0,88
UCL222097,0,0,0,0,3,3,0,0,0,11,3,0,0,0,0,0,0,3,3,10,7,17,14,9,32,11,14,16,4,125
UCL222098,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,7,33,24,24,34,36,12,25,0,193
UCL222099,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,3,11,13,21,31,30,17,28,9,161
UCL222100,0,0,4,0,0,4,0,0,0,7,7,3,0,0,0,0,0,0,3,10,18,33,18,19,30,21,15,17,7,180
UCL222101,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,13,22,3,15,14,6,13,4,85
UCL222102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,14,6,3,24,17,4,16,4,95
UCL222103,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,11,16,18,28,32,11,14,0,141
UCL222104,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,5,21,19,27,29,30,27,29,6,185
UCL222105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,15,14,14,17,21,5,33,0,132
UCL222106,0,0,0,0,0,3,0,3,0,10,0,0,0,0,3,3,0,0,0,7,3,21,18,17,35,38,19,27,0,176
UCL222107,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,7,9,27,19,30,45,36,19,25,9,223
UCL222108,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,9,22,27,21,28,22,10,22,3,157
UCL222109,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,21,10,12,11,15,10,26,3,116
UCL222110,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,9,3,24,23,23,28,37,26,24,9,202
UCL222111,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,14,12,6,29,29,10,25,0,126
UCL222112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,13,10,7,6,7,23,0,84
UCL222113,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,9,20,20,24,28,22,11,6,5,137
UCL222114,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,3,0,0,0,8,7,12,9,9,21,24,11,3,0,91
UCL222115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,12,9,11,9,6,8,0,64
UCL222116,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,9,10,9,13,15,6,18,3,96
UCL222117,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,6,8,22,16,22,26,31,9,26,3,165
UCL222118,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,3,19,4,13,15,23,8,10,6,94
UCL222119,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,7,7,8,10,23,12,8,18,0,91
UCL222120,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,19,10,18,21,22,15,5,0,118
UCL222121,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,3,0,0,0,8,3,8,8,13,18,21,8,15,0,100
UCL222122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,18,12,14,16,28,11,8,0,105
UCL231777,217,888,670,734,1089,1402,567,1137,97,6790,482,981,707,728,998,1460,498,1339,2026,9210,8622,25102,21079,23359,26795,33143,16075,40191,4861,199216
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,17,0,23
UCL299994,4,13,10,4,18,20,4,16,0,89,16,11,18,11,19,11,6,10,39,148,111,212,205,226,348,385,170,296,84,2033
UCL301001,877,4504,3716,4412,7878,6745,3656,4922,357,37069,1135,3825,3056,3260,7493,7552,2638,5232,7445,41640,31493,105682,93581,110478,202619,184415,94541,145001,16021,983828
UCL302001,248,1350,1095,1356,1790,1780,909,1388,120,10033,357,1253,961,1184,1848,2151,763,1709,2150,12379,7479,29482,25906,33982,47343,44155,21719,38591,4542,253203
UCL303001,61,285,270,331,604,512,282,421,30,2791,93,266,198,216,355,380,164,352,570,2599,2363,6516,5926,9160,14165,11287,6321,10002,1221,66957
UCL303002,108,682,487,633,684,732,370,500,41,4236,155,550,381,467,575,678,269,699,793,4555,3603,14283,11706,15370,17767,16982,9117,16694,1705,107220
UCL303003,46,260,178,201,360,319,200,287,15,1866,36,139,83,108,233,220,106,206,282,1421,1473,4892,3969,5414,9167,6758,4341,6816,647,43469
UCL303004,76,327,235,322,634,528,298,422,25,2879,89,223,143,199,441,414,145,321,537,2515,3021,8343,6301,8751,16435,13263,8081,12801,1256,78252
UCL311001,16,78,70,96,176,111,71,100,12,723,38,82,58,66,130,94,65,80,152,756,612,2122,1795,2729,3775,2619,1652,2619,367,18295
UCL311002,25,100,77,107,143,96,58,89,5,698,33,81,52,68,98,76,25,81,165,688,641,2275,1784,2519,3256,2324,1222,2339,326,16694
UCL311003,37,174,130,156,400,254,202,392,17,1761,41,113,83,103,264,191,100,209,286,1388,1257,3543,2765,3860,6721,5184,3864,7097,661,34959
UCL311004,33,136,88,139,285,238,103,193,5,1215,36,86,42,67,158,136,58,111,170,860,1007,2939,2273,3111,6269,4431,2384,3929,406,26755
UCL312001,11,93,47,59,134,86,58,78,6,569,31,42,34,40,78,104,51,131,108,616,584,1522,1203,1499,2414,2306,1991,3268,243,15032
UCL312002,10,57,25,30,57,32,26,34,4,286,13,35,21,23,52,32,16,40,61,294,246,884,713,980,1523,887,556,865,148,6798
UCL313001,4,23,17,14,30,25,19,20,0,143,0,11,10,4,21,29,8,20,22,140,154,490,413,538,773,691,396,751,46,4251
UCL313002,8,34,13,30,41,41,18,31,0,209,13,29,22,25,45,33,10,48,62,292,245,689,552,790,926,733,399,804,123,5262
UCL313003,4,27,23,31,37,62,31,50,0,265,9,26,10,10,44,38,24,46,40,233,190,600,448,537,994,850,609,1034,105,5365
UCL313004,3,43,28,34,59,52,54,91,4,370,13,25,21,25,33,29,17,30,47,231,249,713,492,617,1042,890,803,1688,121,6615
UCL313005,13,20,18,16,52,32,20,30,0,199,5,10,9,12,28,22,18,14,29,154,212,458,354,538,1001,689,450,826,84,4608
UCL313006,11,32,32,30,74,42,36,55,6,310,22,27,18,31,42,37,16,35,68,301,263,787,627,961,1200,826,541,936,129,6270
UCL313007,3,27,11,17,27,30,17,27,0,170,5,15,12,14,16,11,9,25,42,143,167,495,376,556,800,578,373,692,79,4109
UCL313008,11,31,26,25,57,80,33,74,0,348,7,21,9,21,32,57,23,48,83,311,390,583,416,728,1310,1423,1790,2121,184,8941
UCL313009,10,39,36,47,81,59,24,39,3,328,14,39,19,43,66,48,17,38,63,342,267,947,743,1169,1497,1104,614,958,131,7432
UCL313010,4,29,21,31,42,43,21,31,3,219,8,21,12,14,33,25,8,21,53,192,214,698,523,670,1081,825,455,808,112,5375
UCL313011,13,37,17,33,55,51,27,54,0,288,6,26,12,25,24,30,8,28,42,205,290,823,622,881,1254,1052,712,1313,120,7056
UCL314001,4,23,24,25,37,29,18,41,8,205,7,22,10,32,29,37,16,42,36,228,164,411,377,600,715,747,508,990,104,4626
UCL314002,3,6,4,14,33,23,8,21,0,122,3,13,3,14,9,15,8,11,23,99,119,337,251,382,510,361,225,397,52,2632
UCL314003,3,19,12,22,33,31,25,38,3,173,6,16,6,7,15,13,13,23,55,152,110,384,286,400,631,572,404,685,120,3594
UCL314004,3,20,7,12,24,12,9,15,0,95,3,9,8,6,16,12,10,11,11,95,66,221,191,259,357,282,190,280,42,1893
UCL314005,0,6,10,17,19,19,3,16,3,93,4,7,11,10,11,14,7,16,25,109,79,249,224,310,361,285,184,323,59,2071
UCL314006,4,11,11,16,24,19,13,15,3,126,3,4,6,3,17,17,6,14,21,89,124,263,203,253,615,408,347,558,57,2834
UCL314007,6,19,9,9,27,20,6,19,0,119,8,15,11,18,21,22,15,24,36,162,159,339,277,460,658,564,405,742,82,3687
UCL314008,4,23,10,16,18,19,8,26,3,126,8,3,5,16,14,15,14,13,28,114,141,277,268,381,479,422,238,652,74,2930
UCL314009,5,13,10,4,15,18,7,16,0,100,7,9,5,13,8,10,3,27,22,101,108,275,178,278,298,322,250,589,38,2337
UCL314010,3,16,10,3,21,13,6,8,0,84,10,9,5,15,20,22,3,6,24,114,97,306,255,388,431,413,246,341,59,2544
UCL314011,3,9,9,11,33,28,26,27,0,143,8,8,5,4,17,26,7,22,27,133,99,230,229,285,408,423,281,552,63,2570
UCL314012,4,14,6,15,33,30,8,20,3,133,12,11,4,4,11,16,5,14,25,97,110,241,231,321,538,409,252,389,59,2550
UCL314013,3,20,18,21,25,17,16,27,0,154,3,13,0,12,15,20,9,21,12,114,170,500,413,497,742,736,464,845,39,4413
UCL314014,3,17,14,15,29,9,13,14,0,108,9,10,14,20,26,15,7,9,38,143,91,264,260,411,564,378,225,335,81,2607
UCL314015,3,6,8,14,24,24,13,9,0,109,3,5,13,11,24,25,7,22,35,151,98,225,198,296,575,431,280,428,58,2593
UCL314016,0,9,11,9,26,20,16,15,3,118,0,9,9,4,14,7,5,7,28,86,122,300,223,399,668,396,237,375,67,2775
UCL314017,3,24,11,13,15,16,17,33,3,131,7,13,7,8,9,10,8,23,24,101,208,356,239,315,440,387,600,1503,83,4130
UCL314018,0,13,11,10,28,31,24,23,0,142,3,18,3,12,18,24,6,22,27,128,113,255,272,356,612,643,346,560,43,3198
UCL314019,3,13,9,12,22,33,22,29,3,148,5,21,3,8,23,29,13,28,28,158,128,300,212,294,680,624,353,712,61,3373
UCL314020,4,15,13,19,30,17,16,17,0,137,7,16,11,12,18,19,10,17,30,142,134,362,333,446,581,493,272,483,78,3182
UCL314021,3,21,13,14,9,14,9,18,4,104,5,28,15,14,16,20,4,25,17,143,139,476,339,428,400,500,196,494,62,3025
UCL314022,4,21,20,12,33,22,10,21,0,137,3,11,10,10,18,16,19,31,21,133,170,467,363,407,617,622,651,939,53,4300
UCL315001,3,10,3,4,14,4,7,10,0,55,0,3,7,0,4,5,3,9,10,41,46,103,99,121,211,183,101,192,20,1081
UCL315002,0,0,7,4,5,0,0,0,0,18,3,0,0,0,0,4,6,0,5,21,21,55,48,46,77,69,47,73,17,456
UCL315003,0,3,5,5,8,8,0,0,0,34,0,0,0,3,0,0,0,0,3,10,3,16,8,31,67,34,5,42,11,229
UCL315004,0,0,4,0,12,13,3,3,0,34,0,0,0,0,0,0,0,0,3,4,11,10,27,59,139,74,26,73,13,425
UCL315005,0,6,3,5,7,3,3,3,0,29,3,8,3,3,13,7,4,17,15,66,47,128,106,158,231,165,86,173,22,1115
UCL315006,0,15,3,10,8,11,9,26,0,76,0,3,6,6,3,6,0,18,7,55,133,173,153,179,206,197,301,869,41,2250
UCL315007,0,4,0,0,10,9,7,12,0,43,0,4,0,4,10,4,0,10,10,49,26,125,92,140,163,145,102,158,25,969
UCL315008,0,5,0,3,9,9,4,3,0,37,4,6,3,4,16,3,3,8,11,48,42,118,107,130,179,102,65,143,23,909
UCL315009,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,5,20,43,33,16,25,24,14,34,7,227
UCL315010,0,8,0,4,9,4,9,8,0,41,0,0,3,9,0,8,4,11,12,47,55,139,133,108,235,203,207,331,24,1426
UCL315011,0,3,4,0,9,3,0,3,0,16,0,7,0,0,3,4,4,3,3,21,19,38,46,62,90,72,50,91,7,486
UCL315012,0,0,0,0,3,0,0,3,0,11,0,0,0,6,0,0,0,3,0,15,19,41,47,69,81,61,25,69,3,417
UCL315013,3,8,3,6,7,8,4,13,0,53,3,0,0,9,12,7,5,6,12,59,48,89,89,115,178,190,108,184,20,1027
UCL315014,3,3,10,7,16,18,4,9,0,71,0,3,0,5,13,17,7,12,10,64,44,96,89,128,247,232,125,208,22,1195
UCL315015,0,3,3,3,6,12,4,12,0,53,0,5,5,3,11,13,3,6,12,68,48,124,91,158,335,264,116,243,27,1395
UCL315016,0,9,0,0,8,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,19,4,18,47,17,4,9,4,127
UCL315017,0,4,0,4,3,0,0,0,0,19,3,0,0,3,0,3,0,5,3,16,19,56,26,76,69,59,34,70,10,416
UCL315018,3,4,5,4,8,7,3,4,3,40,0,0,3,0,3,5,0,3,10,22,48,87,66,74,107,111,92,283,34,900
UCL315019,0,3,0,4,0,3,0,3,0,12,0,0,3,3,3,0,0,4,8,17,20,57,33,48,55,39,25,61,13,347
UCL315020,0,0,0,6,3,4,9,21,0,38,0,3,0,3,3,4,3,8,13,41,39,58,50,88,140,197,100,360,22,1049
UCL315021,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,11,15,21,57,32,56,41,56,43,115,20,433
UCL315022,0,0,0,0,3,0,5,8,0,22,0,0,0,3,0,3,0,9,5,27,29,57,47,112,134,103,59,126,22,683
UCL315023,3,10,4,3,4,7,0,6,0,34,3,3,3,4,5,3,0,9,6,37,25,92,78,98,89,52,42,99,13,579
UCL315024,0,13,3,10,8,13,5,4,0,59,3,9,3,3,7,4,3,7,13,57,37,162,128,207,187,155,84,147,22,1131
UCL315025,0,0,0,0,0,4,9,5,0,17,0,6,0,3,3,3,0,0,0,14,22,81,51,67,88,54,42,72,5,480
UCL315026,0,0,6,3,3,3,0,0,0,18,0,4,0,3,0,8,0,0,3,17,24,44,33,58,64,78,46,66,11,423
UCL315027,0,3,7,0,6,8,3,12,0,41,0,7,0,0,9,7,0,0,4,31,44,105,100,104,144,155,77,154,14,917
UCL315028,4,11,0,9,6,4,3,3,3,49,0,0,0,0,0,0,0,0,4,3,13,75,8,44,63,22,10,31,10,279
UCL315029,0,3,0,3,11,7,3,9,0,32,0,3,0,0,3,0,0,3,4,15,48,80,52,77,91,71,151,429,15,1022
UCL315030,0,8,4,17,13,10,9,7,0,60,7,9,8,3,8,5,3,11,24,76,74,185,150,216,296,190,139,334,52,1634
UCL315031,0,10,5,4,12,3,3,12,0,44,0,6,0,0,11,8,3,3,9,45,46,102,107,149,223,185,117,174,23,1117
UCL315032,0,3,0,3,6,11,0,9,0,31,0,0,0,3,4,3,0,6,12,28,28,62,65,99,122,120,58,113,17,696
UCL315033,0,9,4,4,13,8,11,5,0,68,4,7,6,4,8,12,12,10,8,80,70,207,153,209,262,227,169,264,29,1582
UCL315034,0,0,3,4,0,8,4,3,0,23,0,0,0,3,4,5,3,3,5,30,12,62,58,81,126,111,60,107,19,629
UCL315035,0,6,3,3,9,18,4,11,0,58,0,4,3,0,3,7,0,9,7,35,35,96,88,119,204,160,111,184,20,1017
UCL315036,0,0,6,3,6,3,3,3,3,26,0,0,0,0,0,0,0,0,7,8,6,16,23,31,85,55,27,46,14,314
UCL315037,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,4,3,11,0,23,21,13,27,48,171,236,238,257,7,1019
UCL315038,0,4,0,0,6,3,0,3,0,16,0,0,0,4,3,0,4,5,3,23,23,47,45,56,111,77,68,131,14,576
UCL315039,3,3,0,3,10,10,6,3,0,40,3,3,6,3,7,9,3,0,12,47,41,128,103,145,196,220,113,245,17,1208
UCL315040,0,0,0,0,0,0,0,3,0,6,0,0,5,0,0,3,0,0,5,15,10,21,17,42,43,17,20,36,7,220
UCL315041,0,10,5,4,16,15,5,17,0,78,3,6,4,10,13,5,3,5,16,69,58,191,148,200,330,237,162,303,43,1684
UCL315042,0,4,7,7,6,5,8,11,0,42,3,3,3,5,6,17,0,0,5,42,27,74,59,104,144,169,91,191,12,881
UCL315043,0,16,8,13,19,14,12,23,3,112,0,6,10,7,27,25,15,18,16,120,68,215,153,241,372,399,201,359,48,2053
UCL315044,0,5,10,10,12,16,9,13,3,78,4,11,0,6,17,9,11,19,18,95,92,192,153,228,434,352,206,325,32,2015
UCL315045,4,5,0,3,6,3,0,5,0,27,0,6,0,3,6,3,3,8,8,44,20,111,61,90,109,165,75,122,17,760
UCL315046,0,0,7,0,10,7,8,7,0,43,3,0,4,0,5,0,3,3,0,22,48,56,74,88,165,103,69,133,5,740
UCL315047,0,3,0,3,3,4,4,5,0,24,0,3,3,0,8,8,0,11,3,40,15,70,58,74,93,84,53,95,12,559
UCL315048,0,4,0,3,5,3,4,3,0,18,0,5,3,9,0,7,0,10,11,45,45,121,120,125,165,129,77,120,24,924
UCL315049,0,5,0,0,4,9,3,0,3,23,3,3,0,0,10,6,0,11,8,45,47,126,121,150,227,104,88,123,26,1012
UCL315050,3,13,7,10,8,14,6,10,3,61,0,10,5,10,14,16,4,8,17,84,59,208,180,267,293,240,138,244,40,1667
UCL315051,0,4,0,10,14,10,12,9,0,65,3,3,4,10,16,16,3,14,16,77,28,91,89,148,265,199,121,206,26,1170
UCL315052,6,4,0,4,15,12,14,7,0,63,3,7,0,5,14,4,9,5,18,62,80,110,78,161,277,264,174,250,34,1422
UCL315053,0,4,11,8,16,0,6,6,0,52,3,7,3,7,7,7,11,12,21,62,33,116,120,154,261,165,124,182,50,1209
UCL315054,0,3,5,0,3,3,0,0,0,20,3,0,3,3,13,3,0,3,10,37,46,120,97,98,97,73,32,62,16,634
UCL315055,0,0,0,0,10,4,0,3,0,29,3,0,4,0,3,3,0,3,9,24,26,98,80,78,91,80,45,117,14,620
UCL315056,0,6,8,8,0,4,0,3,0,34,0,9,3,13,3,7,3,4,3,48,41,183,134,167,117,120,67,132,17,992
UCL315057,3,7,5,0,6,3,4,14,0,51,3,0,3,4,4,5,3,7,11,42,33,111,86,104,188,149,114,259,20,1067
UCL315058,0,5,3,3,4,8,0,0,0,24,0,0,3,3,6,0,0,3,0,24,9,87,71,99,132,104,49,117,7,680
UCL315059,3,0,0,0,5,13,6,10,0,49,3,3,3,4,11,3,6,7,5,51,44,98,101,123,209,171,132,202,13,1082
UCL315060,0,4,4,0,3,3,6,3,0,26,0,0,0,0,0,3,0,4,4,14,53,68,51,77,67,96,182,311,14,907
UCL315061,0,0,0,3,0,3,3,3,0,15,0,0,0,3,3,0,7,4,0,20,20,49,36,64,64,81,48,99,3,462
UCL315062,0,0,0,5,3,3,3,6,0,22,0,0,0,3,5,10,3,7,3,30,21,50,61,83,114,87,64,108,9,595
UCL315063,4,7,0,0,4,8,0,3,0,20,0,5,0,3,5,0,0,0,3,13,9,47,29,56,57,37,37,87,8,378
UCL315064,4,9,8,17,9,11,0,9,0,72,0,9,8,4,8,9,3,10,3,44,52,163,168,198,230,233,103,222,19,1393
UCL315065,0,5,0,0,7,3,0,3,0,20,0,0,3,3,0,0,0,4,11,28,25,64,68,78,108,104,67,101,21,626
UCL315066,0,3,3,0,0,4,3,9,0,31,0,8,4,5,7,3,3,6,8,48,28,66,73,106,107,104,62,120,23,685
UCL315067,0,4,0,0,6,3,0,3,0,15,3,3,0,3,3,5,3,0,7,33,44,66,61,80,123,74,46,86,16,592
UCL315068,0,3,3,3,0,4,3,3,3,20,0,5,0,0,0,3,7,3,8,30,34,70,49,62,51,63,98,246,20,701
UCL315069,0,0,0,5,0,0,0,3,0,16,0,0,0,0,0,4,0,0,0,9,26,33,36,51,62,46,45,94,8,407
UCL315070,0,0,0,3,3,3,0,0,0,8,0,3,0,0,4,10,7,6,3,31,9,42,51,58,80,111,76,88,13,533
UCL315071,0,3,3,0,12,8,4,3,0,29,0,5,6,3,3,3,3,7,4,28,18,73,53,100,145,91,51,82,17,626
UCL315072,0,4,3,0,5,4,0,6,0,27,0,4,5,0,4,3,4,6,6,29,31,120,107,118,156,110,84,131,14,871
UCL315073,0,0,0,3,3,0,0,3,0,10,0,4,0,0,0,0,0,8,3,22,16,57,44,55,79,59,38,85,7,439
UCL315074,0,12,10,0,13,7,5,5,0,55,3,9,0,6,13,5,5,11,23,78,83,176,147,174,515,223,156,204,57,1742
UCL315075,0,10,3,10,4,4,0,12,0,47,0,0,0,0,0,0,0,0,4,8,21,98,33,72,80,78,25,84,3,487
UCL315076,0,14,8,11,7,14,8,9,0,72,0,5,8,3,9,13,0,10,7,52,49,253,201,262,311,278,163,283,19,1823
UCL315077,3,8,3,6,11,14,9,7,0,54,3,0,0,3,13,8,4,11,3,43,44,129,100,122,224,165,130,225,17,1159
UCL315078,0,6,6,6,4,6,3,3,0,36,0,7,5,3,7,8,0,0,8,37,41,90,83,100,121,121,53,103,13,722
UCL315079,0,4,11,12,10,11,3,14,0,78,3,8,10,14,13,16,6,15,15,95,64,163,207,320,389,339,253,469,58,2257
UCL315080,4,9,8,5,12,7,8,9,0,60,5,5,4,0,7,9,7,10,13,60,57,153,122,193,238,201,126,266,24,1383
UCL315081,0,7,4,3,3,0,0,3,0,22,0,3,0,0,0,0,0,0,10,17,29,73,54,62,55,60,22,77,11,435
